I0715 13:45:39.891183 140474056287744 run.py:723] (val) algo binary_search step 0: {'return': 0.054443359375, 'score': 0.054443359375, 'examples_seen': 96, 'step': 0, 'algorithm': 'binary_search'}
I0715 13:47:50.258797 140474056287744 run.py:723] (val) algo binary_search step 1500: {'return': 0.783935546875, 'score': 0.783935546875, 'examples_seen': 115364, 'step': 1500, 'algorithm': 'binary_search'}
I0715 13:47:52.423117 140474056287744 run.py:723] (val) algo binary_search step 1550: {'return': 0.718994140625, 'score': 0.718994140625, 'examples_seen': 119178, 'step': 1550, 'algorithm': 'binary_search'}
I0715 13:47:54.572112 140474056287744 run.py:723] (val) algo binary_search step 1600: {'return': 0.856689453125, 'score': 0.856689453125, 'examples_seen': 122997, 'step': 1600, 'algorithm': 'binary_search'}
I0715 13:47:56.749643 140474056287744 run.py:723] (val) algo binary_search step 1650: {'return': 0.815185546875, 'score': 0.815185546875, 'examples_seen': 126829, 'step': 1650, 'algorithm': 'binary_search'}
I0715 13:47:58.926746 140474056287744 run.py:723] (val) algo binary_search step 1700: {'return': 0.801025390625, 'score': 0.801025390625, 'examples_seen': 130709, 'step': 1700, 'algorithm': 'binary_search'}
I0715 13:48:01.117933 140474056287744 run.py:723] (val) algo binary_search step 1750: {'return': 0.74755859375, 'score': 0.74755859375, 'examples_seen': 134592, 'step': 1750, 'algorithm': 'binary_search'}
I0715 13:48:03.295091 140474056287744 run.py:723] (val) algo binary_search step 1800: {'return': 0.775146484375, 'score': 0.775146484375, 'examples_seen': 138441, 'step': 1800, 'algorithm': 'binary_search'}
I0715 13:48:05.471268 140474056287744 run.py:723] (val) algo binary_search step 1850: {'return': 0.83056640625, 'score': 0.83056640625, 'examples_seen': 142294, 'step': 1850, 'algorithm': 'binary_search'}
I0715 13:48:07.632056 140474056287744 run.py:723] (val) algo binary_search step 1900: {'return': 0.70947265625, 'score': 0.70947265625, 'examples_seen': 146105, 'step': 1900, 'algorithm': 'binary_search'}
I0715 13:48:09.785318 140474056287744 run.py:723] (val) algo binary_search step 1950: {'return': 0.85009765625, 'score': 0.85009765625, 'examples_seen': 149913, 'step': 1950, 'algorithm': 'binary_search'}
I0715 13:48:11.956815 140474056287744 run.py:723] (val) algo binary_search step 2000: {'return': 0.83251953125, 'score': 0.83251953125, 'examples_seen': 153743, 'step': 2000, 'algorithm': 'binary_search'}
I0715 13:48:14.132323 140474056287744 run.py:723] (val) algo binary_search step 2050: {'return': 0.84375, 'score': 0.84375, 'examples_seen': 157638, 'step': 2050, 'algorithm': 'binary_search'}
I0715 13:48:16.341050 140474056287744 run.py:723] (val) algo binary_search step 2100: {'return': 0.60546875, 'score': 0.60546875, 'examples_seen': 161536, 'step': 2100, 'algorithm': 'binary_search'}
I0715 13:48:18.520398 140474056287744 run.py:723] (val) algo binary_search step 2150: {'return': 0.762939453125, 'score': 0.762939453125, 'examples_seen': 165370, 'step': 2150, 'algorithm': 'binary_search'}
I0715 13:48:20.676942 140474056287744 run.py:723] (val) algo binary_search step 2200: {'return': 0.7802734375, 'score': 0.7802734375, 'examples_seen': 169201, 'step': 2200, 'algorithm': 'binary_search'}
I0715 13:48:22.838024 140474056287744 run.py:723] (val) algo binary_search step 2250: {'return': 0.765869140625, 'score': 0.765869140625, 'examples_seen': 173028, 'step': 2250, 'algorithm': 'binary_search'}
I0715 13:48:24.975844 140474056287744 run.py:723] (val) algo binary_search step 2300: {'return': 0.77734375, 'score': 0.77734375, 'examples_seen': 176837, 'step': 2300, 'algorithm': 'binary_search'}
I0715 13:48:27.152261 140474056287744 run.py:723] (val) algo binary_search step 2350: {'return': 0.88427734375, 'score': 0.88427734375, 'examples_seen': 180652, 'step': 2350, 'algorithm': 'binary_search'}
I0715 13:48:29.337401 140474056287744 run.py:723] (val) algo binary_search step 2400: {'return': 0.767822265625, 'score': 0.767822265625, 'examples_seen': 184537, 'step': 2400, 'algorithm': 'binary_search'}
I0715 13:48:31.513835 140474056287744 run.py:723] (val) algo binary_search step 2450: {'return': 0.6787109375, 'score': 0.6787109375, 'examples_seen': 188423, 'step': 2450, 'algorithm': 'binary_search'}
I0715 13:48:33.661921 140474056287744 run.py:723] (val) algo binary_search step 2500: {'return': 0.794189453125, 'score': 0.794189453125, 'examples_seen': 192254, 'step': 2500, 'algorithm': 'binary_search'}
I0715 13:48:35.795308 140474056287744 run.py:723] (val) algo binary_search step 2550: {'return': 0.872802734375, 'score': 0.872802734375, 'examples_seen': 196090, 'step': 2550, 'algorithm': 'binary_search'}
I0715 13:48:38.004197 140474056287744 run.py:723] (val) algo binary_search step 2600: {'return': 0.79736328125, 'score': 0.79736328125, 'examples_seen': 199901, 'step': 2600, 'algorithm': 'binary_search'}
I0715 13:48:40.187770 140474056287744 run.py:723] (val) algo binary_search step 2650: {'return': 0.799072265625, 'score': 0.799072265625, 'examples_seen': 203721, 'step': 2650, 'algorithm': 'binary_search'}
I0715 13:48:42.350628 140474056287744 run.py:723] (val) algo binary_search step 2700: {'return': 0.83935546875, 'score': 0.83935546875, 'examples_seen': 207530, 'step': 2700, 'algorithm': 'binary_search'}
I0715 13:48:44.495713 140474056287744 run.py:723] (val) algo binary_search step 2750: {'return': 0.865966796875, 'score': 0.865966796875, 'examples_seen': 211422, 'step': 2750, 'algorithm': 'binary_search'}
I0715 13:48:46.684587 140474056287744 run.py:723] (val) algo binary_search step 2800: {'return': 0.863525390625, 'score': 0.863525390625, 'examples_seen': 215308, 'step': 2800, 'algorithm': 'binary_search'}
I0715 13:48:48.843807 140474056287744 run.py:723] (val) algo binary_search step 2850: {'return': 0.8359375, 'score': 0.8359375, 'examples_seen': 219137, 'step': 2850, 'algorithm': 'binary_search'}
I0715 13:48:51.016096 140474056287744 run.py:723] (val) algo binary_search step 2900: {'return': 0.79052734375, 'score': 0.79052734375, 'examples_seen': 222989, 'step': 2900, 'algorithm': 'binary_search'}
I0715 13:48:53.218198 140474056287744 run.py:723] (val) algo binary_search step 2950: {'return': 0.822998046875, 'score': 0.822998046875, 'examples_seen': 226818, 'step': 2950, 'algorithm': 'binary_search'}
I0715 13:48:55.359678 140474056287744 run.py:723] (val) algo binary_search step 3000: {'return': 0.889892578125, 'score': 0.889892578125, 'examples_seen': 230626, 'step': 3000, 'algorithm': 'binary_search'}
I0715 13:48:57.525070 140474056287744 run.py:723] (val) algo binary_search step 3050: {'return': 0.81982421875, 'score': 0.81982421875, 'examples_seen': 234455, 'step': 3050, 'algorithm': 'binary_search'}
I0715 13:48:59.693423 140474056287744 run.py:723] (val) algo binary_search step 3100: {'return': 0.7841796875, 'score': 0.7841796875, 'examples_seen': 238331, 'step': 3100, 'algorithm': 'binary_search'}
I0715 13:49:01.868552 140474056287744 run.py:723] (val) algo binary_search step 3150: {'return': 0.794921875, 'score': 0.794921875, 'examples_seen': 242216, 'step': 3150, 'algorithm': 'binary_search'}
I0715 13:49:04.031313 140474056287744 run.py:723] (val) algo binary_search step 3200: {'return': 0.78125, 'score': 0.78125, 'examples_seen': 246053, 'step': 3200, 'algorithm': 'binary_search'}
I0715 13:49:06.175628 140474056287744 run.py:723] (val) algo binary_search step 3250: {'return': 0.804931640625, 'score': 0.804931640625, 'examples_seen': 249892, 'step': 3250, 'algorithm': 'binary_search'}
I0715 13:49:08.361911 140474056287744 run.py:723] (val) algo binary_search step 3300: {'return': 0.83984375, 'score': 0.83984375, 'examples_seen': 253710, 'step': 3300, 'algorithm': 'binary_search'}
I0715 13:49:10.504301 140474056287744 run.py:723] (val) algo binary_search step 3350: {'return': 0.8544921875, 'score': 0.8544921875, 'examples_seen': 257531, 'step': 3350, 'algorithm': 'binary_search'}
I0715 13:49:12.657807 140474056287744 run.py:723] (val) algo binary_search step 3400: {'return': 0.79736328125, 'score': 0.79736328125, 'examples_seen': 261352, 'step': 3400, 'algorithm': 'binary_search'}
I0715 13:49:14.799556 140474056287744 run.py:723] (val) algo binary_search step 3450: {'return': 0.79443359375, 'score': 0.79443359375, 'examples_seen': 265239, 'step': 3450, 'algorithm': 'binary_search'}
I0715 13:49:16.972389 140474056287744 run.py:723] (val) algo binary_search step 3500: {'return': 0.91552734375, 'score': 0.91552734375, 'examples_seen': 269107, 'step': 3500, 'algorithm': 'binary_search'}
I0715 13:49:19.171598 140474056287744 run.py:723] (val) algo binary_search step 3550: {'return': 0.883544921875, 'score': 0.883544921875, 'examples_seen': 272954, 'step': 3550, 'algorithm': 'binary_search'}
I0715 13:49:21.341788 140474056287744 run.py:723] (val) algo binary_search step 3600: {'return': 0.889404296875, 'score': 0.889404296875, 'examples_seen': 276792, 'step': 3600, 'algorithm': 'binary_search'}
I0715 13:49:23.503292 140474056287744 run.py:723] (val) algo binary_search step 3650: {'return': 0.8203125, 'score': 0.8203125, 'examples_seen': 280598, 'step': 3650, 'algorithm': 'binary_search'}
I0715 13:49:25.669788 140474056287744 run.py:723] (val) algo binary_search step 3700: {'return': 0.818115234375, 'score': 0.818115234375, 'examples_seen': 284416, 'step': 3700, 'algorithm': 'binary_search'}
I0715 13:49:27.829970 140474056287744 run.py:723] (val) algo binary_search step 3750: {'return': 0.884033203125, 'score': 0.884033203125, 'examples_seen': 288238, 'step': 3750, 'algorithm': 'binary_search'}
I0715 13:49:30.006242 140474056287744 run.py:723] (val) algo binary_search step 3800: {'return': 0.841552734375, 'score': 0.841552734375, 'examples_seen': 292124, 'step': 3800, 'algorithm': 'binary_search'}
I0715 13:49:32.181636 140474056287744 run.py:723] (val) algo binary_search step 3850: {'return': 0.80859375, 'score': 0.80859375, 'examples_seen': 296010, 'step': 3850, 'algorithm': 'binary_search'}
I0715 13:49:34.358902 140474056287744 run.py:723] (val) algo binary_search step 3900: {'return': 0.79150390625, 'score': 0.79150390625, 'examples_seen': 299853, 'step': 3900, 'algorithm': 'binary_search'}
I0715 13:49:36.511085 140474056287744 run.py:723] (val) algo binary_search step 3950: {'return': 0.871826171875, 'score': 0.871826171875, 'examples_seen': 303687, 'step': 3950, 'algorithm': 'binary_search'}
I0715 13:49:38.676876 140474056287744 run.py:723] (val) algo binary_search step 4000: {'return': 0.8515625, 'score': 0.8515625, 'examples_seen': 307501, 'step': 4000, 'algorithm': 'binary_search'}
I0715 13:49:40.826331 140474056287744 run.py:723] (val) algo binary_search step 4050: {'return': 0.90966796875, 'score': 0.90966796875, 'examples_seen': 311310, 'step': 4050, 'algorithm': 'binary_search'}
I0715 13:49:42.993837 140474056287744 run.py:723] (val) algo binary_search step 4100: {'return': 0.869384765625, 'score': 0.869384765625, 'examples_seen': 315113, 'step': 4100, 'algorithm': 'binary_search'}
I0715 13:49:45.160197 140474056287744 run.py:723] (val) algo binary_search step 4150: {'return': 0.830322265625, 'score': 0.830322265625, 'examples_seen': 319004, 'step': 4150, 'algorithm': 'binary_search'}
I0715 13:49:47.345167 140474056287744 run.py:723] (val) algo binary_search step 4200: {'return': 0.88427734375, 'score': 0.88427734375, 'examples_seen': 322874, 'step': 4200, 'algorithm': 'binary_search'}
I0715 13:49:49.511861 140474056287744 run.py:723] (val) algo binary_search step 4250: {'return': 0.9189453125, 'score': 0.9189453125, 'examples_seen': 326714, 'step': 4250, 'algorithm': 'binary_search'}
I0715 13:49:51.684307 140474056287744 run.py:723] (val) algo binary_search step 4300: {'return': 0.85400390625, 'score': 0.85400390625, 'examples_seen': 330562, 'step': 4300, 'algorithm': 'binary_search'}
I0715 13:49:53.839999 140474056287744 run.py:723] (val) algo binary_search step 4350: {'return': 0.859130859375, 'score': 0.859130859375, 'examples_seen': 334375, 'step': 4350, 'algorithm': 'binary_search'}
I0715 13:49:55.996485 140474056287744 run.py:723] (val) algo binary_search step 4400: {'return': 0.90087890625, 'score': 0.90087890625, 'examples_seen': 338190, 'step': 4400, 'algorithm': 'binary_search'}
I0715 13:49:58.160106 140474056287744 run.py:723] (val) algo binary_search step 4450: {'return': 0.9150390625, 'score': 0.9150390625, 'examples_seen': 342022, 'step': 4450, 'algorithm': 'binary_search'}
I0715 13:50:00.323775 140474056287744 run.py:723] (val) algo binary_search step 4500: {'return': 0.879638671875, 'score': 0.879638671875, 'examples_seen': 345912, 'step': 4500, 'algorithm': 'binary_search'}
I0715 13:50:02.507650 140474056287744 run.py:723] (val) algo binary_search step 4550: {'return': 0.843017578125, 'score': 0.843017578125, 'examples_seen': 349784, 'step': 4550, 'algorithm': 'binary_search'}
I0715 13:50:04.675545 140474056287744 run.py:723] (val) algo binary_search step 4600: {'return': 0.921142578125, 'score': 0.921142578125, 'examples_seen': 353623, 'step': 4600, 'algorithm': 'binary_search'}
I0715 13:50:06.815321 140474056287744 run.py:723] (val) algo binary_search step 4650: {'return': 0.914306640625, 'score': 0.914306640625, 'examples_seen': 357470, 'step': 4650, 'algorithm': 'binary_search'}
I0715 13:50:08.932756 140474056287744 run.py:723] (val) algo binary_search step 4700: {'return': 0.89501953125, 'score': 0.89501953125, 'examples_seen': 361283, 'step': 4700, 'algorithm': 'binary_search'}
I0715 13:50:11.063832 140474056287744 run.py:723] (val) algo binary_search step 4750: {'return': 0.903564453125, 'score': 0.903564453125, 'examples_seen': 365094, 'step': 4750, 'algorithm': 'binary_search'}
I0715 13:50:13.224024 140474056287744 run.py:723] (val) algo binary_search step 4800: {'return': 0.858642578125, 'score': 0.858642578125, 'examples_seen': 368928, 'step': 4800, 'algorithm': 'binary_search'}
I0715 13:50:15.343978 140474056287744 run.py:723] (val) algo binary_search step 4850: {'return': 0.912109375, 'score': 0.912109375, 'examples_seen': 372805, 'step': 4850, 'algorithm': 'binary_search'}
I0715 13:50:17.509403 140474056287744 run.py:723] (val) algo binary_search step 4900: {'return': 0.892822265625, 'score': 0.892822265625, 'examples_seen': 376682, 'step': 4900, 'algorithm': 'binary_search'}
I0715 13:50:19.637486 140474056287744 run.py:723] (val) algo binary_search step 4950: {'return': 0.871337890625, 'score': 0.871337890625, 'examples_seen': 380524, 'step': 4950, 'algorithm': 'binary_search'}
I0715 13:50:21.791706 140474056287744 run.py:723] (val) algo binary_search step 5000: {'return': 0.91015625, 'score': 0.91015625, 'examples_seen': 384359, 'step': 5000, 'algorithm': 'binary_search'}
I0715 13:50:23.951053 140474056287744 run.py:723] (val) algo binary_search step 5050: {'return': 0.89501953125, 'score': 0.89501953125, 'examples_seen': 388186, 'step': 5050, 'algorithm': 'binary_search'}
I0715 13:50:26.099973 140474056287744 run.py:723] (val) algo binary_search step 5100: {'return': 0.8623046875, 'score': 0.8623046875, 'examples_seen': 392003, 'step': 5100, 'algorithm': 'binary_search'}
I0715 13:50:28.285900 140474056287744 run.py:723] (val) algo binary_search step 5150: {'return': 0.8896484375, 'score': 0.8896484375, 'examples_seen': 395831, 'step': 5150, 'algorithm': 'binary_search'}
I0715 13:50:30.418064 140474056287744 run.py:723] (val) algo binary_search step 5200: {'return': 0.865234375, 'score': 0.865234375, 'examples_seen': 399719, 'step': 5200, 'algorithm': 'binary_search'}
I0715 13:50:32.587918 140474056287744 run.py:723] (val) algo binary_search step 5250: {'return': 0.806396484375, 'score': 0.806396484375, 'examples_seen': 403606, 'step': 5250, 'algorithm': 'binary_search'}
I0715 13:50:34.731561 140474056287744 run.py:723] (val) algo binary_search step 5300: {'return': 0.889892578125, 'score': 0.889892578125, 'examples_seen': 407447, 'step': 5300, 'algorithm': 'binary_search'}
I0715 13:50:36.887973 140474056287744 run.py:723] (val) algo binary_search step 5350: {'return': 0.871826171875, 'score': 0.871826171875, 'examples_seen': 411276, 'step': 5350, 'algorithm': 'binary_search'}
I0715 13:50:39.039894 140474056287744 run.py:723] (val) algo binary_search step 5400: {'return': 0.8818359375, 'score': 0.8818359375, 'examples_seen': 415094, 'step': 5400, 'algorithm': 'binary_search'}
I0715 13:50:41.180051 140474056287744 run.py:723] (val) algo binary_search step 5450: {'return': 0.885498046875, 'score': 0.885498046875, 'examples_seen': 418911, 'step': 5450, 'algorithm': 'binary_search'}
I0715 13:50:43.525472 140474056287744 run.py:723] (val) algo binary_search step 5500: {'return': 0.920654296875, 'score': 0.920654296875, 'examples_seen': 422725, 'step': 5500, 'algorithm': 'binary_search'}
I0715 13:50:45.659053 140474056287744 run.py:723] (val) algo binary_search step 5550: {'return': 0.854736328125, 'score': 0.854736328125, 'examples_seen': 426617, 'step': 5550, 'algorithm': 'binary_search'}
I0715 13:50:47.793307 140474056287744 run.py:723] (val) algo binary_search step 5600: {'return': 0.8173828125, 'score': 0.8173828125, 'examples_seen': 430493, 'step': 5600, 'algorithm': 'binary_search'}
I0715 13:50:49.951707 140474056287744 run.py:723] (val) algo binary_search step 5650: {'return': 0.86474609375, 'score': 0.86474609375, 'examples_seen': 434320, 'step': 5650, 'algorithm': 'binary_search'}
I0715 13:50:52.104160 140474056287744 run.py:723] (val) algo binary_search step 5700: {'return': 0.8701171875, 'score': 0.8701171875, 'examples_seen': 438151, 'step': 5700, 'algorithm': 'binary_search'}
I0715 13:50:54.261746 140474056287744 run.py:723] (val) algo binary_search step 5750: {'return': 0.80419921875, 'score': 0.80419921875, 'examples_seen': 441971, 'step': 5750, 'algorithm': 'binary_search'}
I0715 13:50:56.420601 140474056287744 run.py:723] (val) algo binary_search step 5800: {'return': 0.89794921875, 'score': 0.89794921875, 'examples_seen': 445792, 'step': 5800, 'algorithm': 'binary_search'}
I0715 13:50:58.601281 140474056287744 run.py:723] (val) algo binary_search step 5850: {'return': 0.8798828125, 'score': 0.8798828125, 'examples_seen': 449622, 'step': 5850, 'algorithm': 'binary_search'}
I0715 13:51:00.769416 140474056287744 run.py:723] (val) algo binary_search step 5900: {'return': 0.874755859375, 'score': 0.874755859375, 'examples_seen': 453499, 'step': 5900, 'algorithm': 'binary_search'}
I0715 13:51:02.931377 140474056287744 run.py:723] (val) algo binary_search step 5950: {'return': 0.91064453125, 'score': 0.91064453125, 'examples_seen': 457369, 'step': 5950, 'algorithm': 'binary_search'}
I0715 13:51:05.102552 140474056287744 run.py:723] (val) algo binary_search step 6000: {'return': 0.90380859375, 'score': 0.90380859375, 'examples_seen': 461201, 'step': 6000, 'algorithm': 'binary_search'}
I0715 13:51:07.245692 140474056287744 run.py:723] (val) algo binary_search step 6050: {'return': 0.882080078125, 'score': 0.882080078125, 'examples_seen': 465026, 'step': 6050, 'algorithm': 'binary_search'}
I0715 13:51:09.392157 140474056287744 run.py:723] (val) algo binary_search step 6100: {'return': 0.91796875, 'score': 0.91796875, 'examples_seen': 468843, 'step': 6100, 'algorithm': 'binary_search'}
I0715 13:51:11.552426 140474056287744 run.py:723] (val) algo binary_search step 6150: {'return': 0.89990234375, 'score': 0.89990234375, 'examples_seen': 472644, 'step': 6150, 'algorithm': 'binary_search'}
I0715 13:51:13.721211 140474056287744 run.py:723] (val) algo binary_search step 6200: {'return': 0.8876953125, 'score': 0.8876953125, 'examples_seen': 476479, 'step': 6200, 'algorithm': 'binary_search'}
I0715 13:51:15.897938 140474056287744 run.py:723] (val) algo binary_search step 6250: {'return': 0.8837890625, 'score': 0.8837890625, 'examples_seen': 480348, 'step': 6250, 'algorithm': 'binary_search'}
I0715 13:51:18.072715 140474056287744 run.py:723] (val) algo binary_search step 6300: {'return': 0.83203125, 'score': 0.83203125, 'examples_seen': 484234, 'step': 6300, 'algorithm': 'binary_search'}
I0715 13:51:20.237231 140474056287744 run.py:723] (val) algo binary_search step 6350: {'return': 0.905029296875, 'score': 0.905029296875, 'examples_seen': 488071, 'step': 6350, 'algorithm': 'binary_search'}
I0715 13:51:22.388162 140474056287744 run.py:723] (val) algo binary_search step 6400: {'return': 0.901611328125, 'score': 0.901611328125, 'examples_seen': 491916, 'step': 6400, 'algorithm': 'binary_search'}
I0715 13:51:24.567226 140474056287744 run.py:723] (val) algo binary_search step 6450: {'return': 0.91650390625, 'score': 0.91650390625, 'examples_seen': 495734, 'step': 6450, 'algorithm': 'binary_search'}
I0715 13:51:26.720795 140474056287744 run.py:723] (val) algo binary_search step 6500: {'return': 0.8955078125, 'score': 0.8955078125, 'examples_seen': 499545, 'step': 6500, 'algorithm': 'binary_search'}
I0715 13:51:28.865025 140474056287744 run.py:723] (val) algo binary_search step 6550: {'return': 0.8974609375, 'score': 0.8974609375, 'examples_seen': 503363, 'step': 6550, 'algorithm': 'binary_search'}
I0715 13:51:31.038470 140474056287744 run.py:723] (val) algo binary_search step 6600: {'return': 0.917236328125, 'score': 0.917236328125, 'examples_seen': 507255, 'step': 6600, 'algorithm': 'binary_search'}
I0715 13:51:33.172970 140474056287744 run.py:723] (val) algo binary_search step 6650: {'return': 0.868408203125, 'score': 0.868408203125, 'examples_seen': 511130, 'step': 6650, 'algorithm': 'binary_search'}
I0715 13:51:35.317555 140474056287744 run.py:723] (val) algo binary_search step 6700: {'return': 0.84814453125, 'score': 0.84814453125, 'examples_seen': 514969, 'step': 6700, 'algorithm': 'binary_search'}
I0715 13:51:37.429606 140474056287744 run.py:723] (val) algo binary_search step 6750: {'return': 0.813720703125, 'score': 0.813720703125, 'examples_seen': 518810, 'step': 6750, 'algorithm': 'binary_search'}
I0715 13:51:39.566714 140474056287744 run.py:723] (val) algo binary_search step 6800: {'return': 0.817626953125, 'score': 0.817626953125, 'examples_seen': 522639, 'step': 6800, 'algorithm': 'binary_search'}
I0715 13:51:41.703420 140474056287744 run.py:723] (val) algo binary_search step 6850: {'return': 0.872802734375, 'score': 0.872802734375, 'examples_seen': 526449, 'step': 6850, 'algorithm': 'binary_search'}
I0715 13:51:43.857678 140474056287744 run.py:723] (val) algo binary_search step 6900: {'return': 0.874755859375, 'score': 0.874755859375, 'examples_seen': 530272, 'step': 6900, 'algorithm': 'binary_search'}
I0715 13:51:46.001964 140474056287744 run.py:723] (val) algo binary_search step 6950: {'return': 0.931640625, 'score': 0.931640625, 'examples_seen': 534159, 'step': 6950, 'algorithm': 'binary_search'}
I0715 13:51:48.147347 140474056287744 run.py:723] (val) algo binary_search step 7000: {'return': 0.914306640625, 'score': 0.914306640625, 'examples_seen': 538025, 'step': 7000, 'algorithm': 'binary_search'}
