I0715 14:48:55.398893 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 0: {'start': 0.2900390625, 'end': 0.0, 'score': 0.14501953125, 'examples_seen': 80, 'step': 0, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:24.064799 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 1850: {'start': 0.83935546875, 'end': 0.7919921875, 'score': 0.815673828125, 'examples_seen': 95232, 'step': 1850, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:26.037278 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 1900: {'start': 0.90771484375, 'end': 0.80908203125, 'score': 0.8583984375, 'examples_seen': 97776, 'step': 1900, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:28.027993 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 1950: {'start': 0.865234375, 'end': 0.83251953125, 'score': 0.848876953125, 'examples_seen': 100320, 'step': 1950, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:30.026254 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2000: {'start': 0.87158203125, 'end': 0.8525390625, 'score': 0.862060546875, 'examples_seen': 102848, 'step': 2000, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:32.044100 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2050: {'start': 0.908203125, 'end': 0.83935546875, 'score': 0.873779296875, 'examples_seen': 105488, 'step': 2050, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:34.060072 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2100: {'start': 0.88427734375, 'end': 0.8662109375, 'score': 0.875244140625, 'examples_seen': 108096, 'step': 2100, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:36.054872 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2150: {'start': 0.91259765625, 'end': 0.89501953125, 'score': 0.90380859375, 'examples_seen': 110688, 'step': 2150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:38.065152 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2200: {'start': 0.90185546875, 'end': 0.85693359375, 'score': 0.87939453125, 'examples_seen': 113232, 'step': 2200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:40.042736 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2250: {'start': 0.92822265625, 'end': 0.89599609375, 'score': 0.912109375, 'examples_seen': 115760, 'step': 2250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:42.043375 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2300: {'start': 0.90625, 'end': 0.8837890625, 'score': 0.89501953125, 'examples_seen': 118336, 'step': 2300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:44.035701 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2350: {'start': 0.8896484375, 'end': 0.875, 'score': 0.88232421875, 'examples_seen': 120848, 'step': 2350, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:46.053287 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2400: {'start': 0.8359375, 'end': 0.8994140625, 'score': 0.86767578125, 'examples_seen': 123488, 'step': 2400, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:48.060303 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2450: {'start': 0.916015625, 'end': 0.86279296875, 'score': 0.889404296875, 'examples_seen': 126112, 'step': 2450, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:50.048022 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2500: {'start': 0.91162109375, 'end': 0.8935546875, 'score': 0.902587890625, 'examples_seen': 128656, 'step': 2500, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:52.046726 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2550: {'start': 0.89794921875, 'end': 0.90673828125, 'score': 0.90234375, 'examples_seen': 131232, 'step': 2550, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:54.038611 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2600: {'start': 0.8798828125, 'end': 0.904296875, 'score': 0.89208984375, 'examples_seen': 133760, 'step': 2600, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:56.033375 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2650: {'start': 0.90283203125, 'end': 0.9013671875, 'score': 0.902099609375, 'examples_seen': 136304, 'step': 2650, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:51:58.035241 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2700: {'start': 0.91650390625, 'end': 0.90625, 'score': 0.911376953125, 'examples_seen': 138848, 'step': 2700, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:00.065994 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2750: {'start': 0.91943359375, 'end': 0.90625, 'score': 0.912841796875, 'examples_seen': 141488, 'step': 2750, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:02.102258 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2800: {'start': 0.88330078125, 'end': 0.875, 'score': 0.879150390625, 'examples_seen': 144112, 'step': 2800, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:04.091381 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2850: {'start': 0.89892578125, 'end': 0.908203125, 'score': 0.903564453125, 'examples_seen': 146672, 'step': 2850, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:06.083968 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2900: {'start': 0.91357421875, 'end': 0.89794921875, 'score': 0.90576171875, 'examples_seen': 149216, 'step': 2900, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:08.065951 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 2950: {'start': 0.89404296875, 'end': 0.890625, 'score': 0.892333984375, 'examples_seen': 151776, 'step': 2950, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:10.058866 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3000: {'start': 0.916015625, 'end': 0.89794921875, 'score': 0.906982421875, 'examples_seen': 154320, 'step': 3000, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:12.053848 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3050: {'start': 0.9013671875, 'end': 0.869140625, 'score': 0.88525390625, 'examples_seen': 156832, 'step': 3050, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:14.082396 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3100: {'start': 0.88623046875, 'end': 0.87109375, 'score': 0.878662109375, 'examples_seen': 159488, 'step': 3100, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:16.112906 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3150: {'start': 0.89892578125, 'end': 0.9150390625, 'score': 0.906982421875, 'examples_seen': 162112, 'step': 3150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:18.116937 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3200: {'start': 0.9072265625, 'end': 0.87841796875, 'score': 0.892822265625, 'examples_seen': 164672, 'step': 3200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:20.131310 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3250: {'start': 0.900390625, 'end': 0.87353515625, 'score': 0.886962890625, 'examples_seen': 167248, 'step': 3250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:22.112133 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3300: {'start': 0.90234375, 'end': 0.90869140625, 'score': 0.905517578125, 'examples_seen': 169776, 'step': 3300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:24.114062 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3350: {'start': 0.92333984375, 'end': 0.89306640625, 'score': 0.908203125, 'examples_seen': 172336, 'step': 3350, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:26.134775 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3400: {'start': 0.90185546875, 'end': 0.85498046875, 'score': 0.87841796875, 'examples_seen': 174864, 'step': 3400, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:28.149864 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3450: {'start': 0.921875, 'end': 0.91845703125, 'score': 0.920166015625, 'examples_seen': 177504, 'step': 3450, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:30.199687 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3500: {'start': 0.9072265625, 'end': 0.91259765625, 'score': 0.909912109375, 'examples_seen': 180112, 'step': 3500, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:32.205453 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3550: {'start': 0.91650390625, 'end': 0.88671875, 'score': 0.901611328125, 'examples_seen': 182672, 'step': 3550, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:34.207744 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3600: {'start': 0.8896484375, 'end': 0.90625, 'score': 0.89794921875, 'examples_seen': 185248, 'step': 3600, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:36.189809 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3650: {'start': 0.8818359375, 'end': 0.9013671875, 'score': 0.8916015625, 'examples_seen': 187776, 'step': 3650, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:38.164077 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3700: {'start': 0.91943359375, 'end': 0.8935546875, 'score': 0.906494140625, 'examples_seen': 190320, 'step': 3700, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:40.174565 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3750: {'start': 0.93310546875, 'end': 0.87353515625, 'score': 0.9033203125, 'examples_seen': 192864, 'step': 3750, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:42.217429 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3800: {'start': 0.912109375, 'end': 0.8671875, 'score': 0.8896484375, 'examples_seen': 195504, 'step': 3800, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:44.226922 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3850: {'start': 0.91796875, 'end': 0.89111328125, 'score': 0.904541015625, 'examples_seen': 198128, 'step': 3850, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:46.233701 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3900: {'start': 0.9208984375, 'end': 0.908203125, 'score': 0.91455078125, 'examples_seen': 200672, 'step': 3900, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:48.216106 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 3950: {'start': 0.9404296875, 'end': 0.88232421875, 'score': 0.911376953125, 'examples_seen': 203232, 'step': 3950, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:50.204559 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4000: {'start': 0.9365234375, 'end': 0.9287109375, 'score': 0.9326171875, 'examples_seen': 205792, 'step': 4000, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:52.227391 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4050: {'start': 0.923828125, 'end': 0.92138671875, 'score': 0.922607421875, 'examples_seen': 208320, 'step': 4050, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:54.224860 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4100: {'start': 0.9248046875, 'end': 0.8984375, 'score': 0.91162109375, 'examples_seen': 210848, 'step': 4100, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:56.485069 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4150: {'start': 0.9287109375, 'end': 0.92578125, 'score': 0.92724609375, 'examples_seen': 213520, 'step': 4150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:52:58.499078 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4200: {'start': 0.91357421875, 'end': 0.85400390625, 'score': 0.8837890625, 'examples_seen': 216112, 'step': 4200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:00.481288 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4250: {'start': 0.9140625, 'end': 0.88623046875, 'score': 0.900146484375, 'examples_seen': 218688, 'step': 4250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:02.454682 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4300: {'start': 0.91943359375, 'end': 0.91943359375, 'score': 0.91943359375, 'examples_seen': 221248, 'step': 4300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:04.434167 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4350: {'start': 0.89892578125, 'end': 0.90087890625, 'score': 0.89990234375, 'examples_seen': 223792, 'step': 4350, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:06.428921 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4400: {'start': 0.89892578125, 'end': 0.92724609375, 'score': 0.9130859375, 'examples_seen': 226352, 'step': 4400, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:08.427075 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4450: {'start': 0.91162109375, 'end': 0.92041015625, 'score': 0.916015625, 'examples_seen': 228880, 'step': 4450, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:10.439386 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4500: {'start': 0.91943359375, 'end': 0.90771484375, 'score': 0.91357421875, 'examples_seen': 231504, 'step': 4500, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:12.462021 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4550: {'start': 0.931640625, 'end': 0.9365234375, 'score': 0.93408203125, 'examples_seen': 234128, 'step': 4550, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:14.486210 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4600: {'start': 0.921875, 'end': 0.89111328125, 'score': 0.906494140625, 'examples_seen': 236688, 'step': 4600, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:16.492095 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4650: {'start': 0.93408203125, 'end': 0.92919921875, 'score': 0.931640625, 'examples_seen': 239264, 'step': 4650, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:18.491051 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4700: {'start': 0.892578125, 'end': 0.87451171875, 'score': 0.883544921875, 'examples_seen': 241792, 'step': 4700, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:20.484811 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4750: {'start': 0.9306640625, 'end': 0.93408203125, 'score': 0.932373046875, 'examples_seen': 244336, 'step': 4750, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:22.488535 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4800: {'start': 0.8857421875, 'end': 0.90380859375, 'score': 0.894775390625, 'examples_seen': 246880, 'step': 4800, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:24.528352 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4850: {'start': 0.9189453125, 'end': 0.87548828125, 'score': 0.897216796875, 'examples_seen': 249520, 'step': 4850, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:26.517447 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4900: {'start': 0.9052734375, 'end': 0.8671875, 'score': 0.88623046875, 'examples_seen': 252128, 'step': 4900, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:28.515319 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 4950: {'start': 0.93603515625, 'end': 0.8935546875, 'score': 0.914794921875, 'examples_seen': 254688, 'step': 4950, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:30.495329 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 5000: {'start': 0.90576171875, 'end': 0.93017578125, 'score': 0.91796875, 'examples_seen': 257264, 'step': 5000, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:32.473945 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 5050: {'start': 0.91943359375, 'end': 0.92236328125, 'score': 0.9208984375, 'examples_seen': 259792, 'step': 5050, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:34.450692 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 5100: {'start': 0.912109375, 'end': 0.90771484375, 'score': 0.909912109375, 'examples_seen': 262336, 'step': 5100, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:36.436238 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 5150: {'start': 0.9208984375, 'end': 0.91796875, 'score': 0.91943359375, 'examples_seen': 264880, 'step': 5150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:38.464894 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 5200: {'start': 0.91650390625, 'end': 0.9130859375, 'score': 0.914794921875, 'examples_seen': 267520, 'step': 5200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:40.465631 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 5250: {'start': 0.92919921875, 'end': 0.87060546875, 'score': 0.89990234375, 'examples_seen': 270128, 'step': 5250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:42.443000 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 5300: {'start': 0.939453125, 'end': 0.908203125, 'score': 0.923828125, 'examples_seen': 272688, 'step': 5300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 14:53:44.446590 136092541666816 run.py:723] (val) algo find_maximum_subarray_kadane step 5350: {'start': 0.9306640625, 'end': 0.91796875, 'score': 0.92431640625, 'examples_seen': 275248, 'step': 5350, 'algorithm': 'find_maximum_subarray_kadane'}
