I0715 13:12:20.546907 134570238584320 run.py:723] (val) algo articulation_points step 0: {'is_cut': 0.16923076923076924, 'score': 0.16923076923076924, 'examples_seen': 16, 'step': 0, 'algorithm': 'articulation_points'}
I0715 13:15:19.299028 134570238584320 run.py:723] (val) algo articulation_points step 2100: {'is_cut': 0.7220447284345048, 'score': 0.7220447284345048, 'examples_seen': 33326, 'step': 2100, 'algorithm': 'articulation_points'}
I0715 13:15:20.952525 134570238584320 run.py:723] (val) algo articulation_points step 2150: {'is_cut': 0.44976076555023925, 'score': 0.44976076555023925, 'examples_seen': 34120, 'step': 2150, 'algorithm': 'articulation_points'}
I0715 13:15:22.586855 134570238584320 run.py:723] (val) algo articulation_points step 2200: {'is_cut': 0.4744525547445256, 'score': 0.4744525547445256, 'examples_seen': 34907, 'step': 2200, 'algorithm': 'articulation_points'}
I0715 13:15:24.114855 134570238584320 run.py:723] (val) algo articulation_points step 2250: {'is_cut': 0.6748971193415638, 'score': 0.6748971193415638, 'examples_seen': 35693, 'step': 2250, 'algorithm': 'articulation_points'}
I0715 13:15:25.708159 134570238584320 run.py:723] (val) algo articulation_points step 2300: {'is_cut': 0.6241610738255033, 'score': 0.6241610738255033, 'examples_seen': 36463, 'step': 2300, 'algorithm': 'articulation_points'}
I0715 13:15:27.331441 134570238584320 run.py:723] (val) algo articulation_points step 2350: {'is_cut': 0.6666666666666667, 'score': 0.6666666666666667, 'examples_seen': 37253, 'step': 2350, 'algorithm': 'articulation_points'}
I0715 13:15:28.899636 134570238584320 run.py:723] (val) algo articulation_points step 2400: {'is_cut': 0.6715867158671587, 'score': 0.6715867158671587, 'examples_seen': 38065, 'step': 2400, 'algorithm': 'articulation_points'}
I0715 13:15:30.501068 134570238584320 run.py:723] (val) algo articulation_points step 2450: {'is_cut': 0.6938775510204083, 'score': 0.6938775510204083, 'examples_seen': 38870, 'step': 2450, 'algorithm': 'articulation_points'}
I0715 13:15:32.046916 134570238584320 run.py:723] (val) algo articulation_points step 2500: {'is_cut': 0.7094594594594594, 'score': 0.7094594594594594, 'examples_seen': 39671, 'step': 2500, 'algorithm': 'articulation_points'}
I0715 13:15:33.589236 134570238584320 run.py:723] (val) algo articulation_points step 2550: {'is_cut': 0.7401129943502825, 'score': 0.7401129943502825, 'examples_seen': 40461, 'step': 2550, 'algorithm': 'articulation_points'}
I0715 13:15:35.205035 134570238584320 run.py:723] (val) algo articulation_points step 2600: {'is_cut': 0.6851851851851852, 'score': 0.6851851851851852, 'examples_seen': 41238, 'step': 2600, 'algorithm': 'articulation_points'}
I0715 13:15:36.875922 134570238584320 run.py:723] (val) algo articulation_points step 2650: {'is_cut': 0.6349206349206349, 'score': 0.6349206349206349, 'examples_seen': 42028, 'step': 2650, 'algorithm': 'articulation_points'}
I0715 13:15:38.531768 134570238584320 run.py:723] (val) algo articulation_points step 2700: {'is_cut': 0.743362831858407, 'score': 0.743362831858407, 'examples_seen': 42801, 'step': 2700, 'algorithm': 'articulation_points'}
I0715 13:15:40.202223 134570238584320 run.py:723] (val) algo articulation_points step 2750: {'is_cut': 0.5523012552301255, 'score': 0.5523012552301255, 'examples_seen': 43618, 'step': 2750, 'algorithm': 'articulation_points'}
I0715 13:15:41.733897 134570238584320 run.py:723] (val) algo articulation_points step 2800: {'is_cut': 0.6302729528535981, 'score': 0.6302729528535981, 'examples_seen': 44419, 'step': 2800, 'algorithm': 'articulation_points'}
I0715 13:15:43.357474 134570238584320 run.py:723] (val) algo articulation_points step 2850: {'is_cut': 0.7008086253369272, 'score': 0.7008086253369272, 'examples_seen': 45215, 'step': 2850, 'algorithm': 'articulation_points'}
I0715 13:15:44.883333 134570238584320 run.py:723] (val) algo articulation_points step 2900: {'is_cut': 0.7345679012345679, 'score': 0.7345679012345679, 'examples_seen': 46006, 'step': 2900, 'algorithm': 'articulation_points'}
I0715 13:15:46.527534 134570238584320 run.py:723] (val) algo articulation_points step 2950: {'is_cut': 0.6807387862796833, 'score': 0.6807387862796833, 'examples_seen': 46798, 'step': 2950, 'algorithm': 'articulation_points'}
I0715 13:15:48.151194 134570238584320 run.py:723] (val) algo articulation_points step 3000: {'is_cut': 0.7910863509749303, 'score': 0.7910863509749303, 'examples_seen': 47573, 'step': 3000, 'algorithm': 'articulation_points'}
I0715 13:15:49.771279 134570238584320 run.py:723] (val) algo articulation_points step 3050: {'is_cut': 0.7301587301587302, 'score': 0.7301587301587302, 'examples_seen': 48348, 'step': 3050, 'algorithm': 'articulation_points'}
I0715 13:15:51.349689 134570238584320 run.py:723] (val) algo articulation_points step 3100: {'is_cut': 0.7079646017699115, 'score': 0.7079646017699115, 'examples_seen': 49166, 'step': 3100, 'algorithm': 'articulation_points'}
I0715 13:15:52.941179 134570238584320 run.py:723] (val) algo articulation_points step 3150: {'is_cut': 0.6775067750677507, 'score': 0.6775067750677507, 'examples_seen': 49966, 'step': 3150, 'algorithm': 'articulation_points'}
I0715 13:15:54.546721 134570238584320 run.py:723] (val) algo articulation_points step 3200: {'is_cut': 0.6746268656716419, 'score': 0.6746268656716419, 'examples_seen': 50766, 'step': 3200, 'algorithm': 'articulation_points'}
I0715 13:15:56.124081 134570238584320 run.py:723] (val) algo articulation_points step 3250: {'is_cut': 0.7320954907161803, 'score': 0.7320954907161803, 'examples_seen': 51550, 'step': 3250, 'algorithm': 'articulation_points'}
I0715 13:15:57.719374 134570238584320 run.py:723] (val) algo articulation_points step 3300: {'is_cut': 0.7813411078717201, 'score': 0.7813411078717201, 'examples_seen': 52341, 'step': 3300, 'algorithm': 'articulation_points'}
I0715 13:15:59.348945 134570238584320 run.py:723] (val) algo articulation_points step 3350: {'is_cut': 0.6797752808988765, 'score': 0.6797752808988765, 'examples_seen': 53125, 'step': 3350, 'algorithm': 'articulation_points'}
I0715 13:16:00.966439 134570238584320 run.py:723] (val) algo articulation_points step 3400: {'is_cut': 0.7352941176470588, 'score': 0.7352941176470588, 'examples_seen': 53899, 'step': 3400, 'algorithm': 'articulation_points'}
I0715 13:16:02.618880 134570238584320 run.py:723] (val) algo articulation_points step 3450: {'is_cut': 0.7516778523489933, 'score': 0.7516778523489933, 'examples_seen': 54732, 'step': 3450, 'algorithm': 'articulation_points'}
I0715 13:16:04.194353 134570238584320 run.py:723] (val) algo articulation_points step 3500: {'is_cut': 0.815028901734104, 'score': 0.815028901734104, 'examples_seen': 55530, 'step': 3500, 'algorithm': 'articulation_points'}
I0715 13:16:05.773778 134570238584320 run.py:723] (val) algo articulation_points step 3550: {'is_cut': 0.7999999999999999, 'score': 0.7999999999999999, 'examples_seen': 56331, 'step': 3550, 'algorithm': 'articulation_points'}
I0715 13:16:07.315788 134570238584320 run.py:723] (val) algo articulation_points step 3600: {'is_cut': 0.7446808510638298, 'score': 0.7446808510638298, 'examples_seen': 57113, 'step': 3600, 'algorithm': 'articulation_points'}
I0715 13:16:08.947332 134570238584320 run.py:723] (val) algo articulation_points step 3650: {'is_cut': 0.7041420118343196, 'score': 0.7041420118343196, 'examples_seen': 57901, 'step': 3650, 'algorithm': 'articulation_points'}
I0715 13:16:10.559983 134570238584320 run.py:723] (val) algo articulation_points step 3700: {'is_cut': 0.7304347826086955, 'score': 0.7304347826086955, 'examples_seen': 58688, 'step': 3700, 'algorithm': 'articulation_points'}
I0715 13:16:12.257374 134570238584320 run.py:723] (val) algo articulation_points step 3750: {'is_cut': 0.7053941908713693, 'score': 0.7053941908713693, 'examples_seen': 59466, 'step': 3750, 'algorithm': 'articulation_points'}
I0715 13:16:13.887037 134570238584320 run.py:723] (val) algo articulation_points step 3800: {'is_cut': 0.7392550143266475, 'score': 0.7392550143266475, 'examples_seen': 60287, 'step': 3800, 'algorithm': 'articulation_points'}
I0715 13:16:15.492206 134570238584320 run.py:723] (val) algo articulation_points step 3850: {'is_cut': 0.7616438356164382, 'score': 0.7616438356164382, 'examples_seen': 61091, 'step': 3850, 'algorithm': 'articulation_points'}
I0715 13:16:17.102314 134570238584320 run.py:723] (val) algo articulation_points step 3900: {'is_cut': 0.7217125382262998, 'score': 0.7217125382262998, 'examples_seen': 61882, 'step': 3900, 'algorithm': 'articulation_points'}
I0715 13:16:18.625472 134570238584320 run.py:723] (val) algo articulation_points step 3950: {'is_cut': 0.7034883720930233, 'score': 0.7034883720930233, 'examples_seen': 62670, 'step': 3950, 'algorithm': 'articulation_points'}
I0715 13:16:20.250506 134570238584320 run.py:723] (val) algo articulation_points step 4000: {'is_cut': 0.6875, 'score': 0.6875, 'examples_seen': 63455, 'step': 4000, 'algorithm': 'articulation_points'}
I0715 13:16:21.836763 134570238584320 run.py:723] (val) algo articulation_points step 4050: {'is_cut': 0.7475409836065573, 'score': 0.7475409836065573, 'examples_seen': 64233, 'step': 4050, 'algorithm': 'articulation_points'}
I0715 13:16:23.528923 134570238584320 run.py:723] (val) algo articulation_points step 4100: {'is_cut': 0.7333333333333333, 'score': 0.7333333333333333, 'examples_seen': 65016, 'step': 4100, 'algorithm': 'articulation_points'}
I0715 13:16:25.135588 134570238584320 run.py:723] (val) algo articulation_points step 4150: {'is_cut': 0.6937669376693767, 'score': 0.6937669376693767, 'examples_seen': 65832, 'step': 4150, 'algorithm': 'articulation_points'}
I0715 13:16:26.677661 134570238584320 run.py:723] (val) algo articulation_points step 4200: {'is_cut': 0.7027027027027027, 'score': 0.7027027027027027, 'examples_seen': 66636, 'step': 4200, 'algorithm': 'articulation_points'}
I0715 13:16:28.286055 134570238584320 run.py:723] (val) algo articulation_points step 4250: {'is_cut': 0.6976744186046512, 'score': 0.6976744186046512, 'examples_seen': 67428, 'step': 4250, 'algorithm': 'articulation_points'}
I0715 13:16:29.838120 134570238584320 run.py:723] (val) algo articulation_points step 4300: {'is_cut': 0.7862595419847328, 'score': 0.7862595419847328, 'examples_seen': 68211, 'step': 4300, 'algorithm': 'articulation_points'}
I0715 13:16:31.453413 134570238584320 run.py:723] (val) algo articulation_points step 4350: {'is_cut': 0.7318611987381703, 'score': 0.7318611987381703, 'examples_seen': 68994, 'step': 4350, 'algorithm': 'articulation_points'}
I0715 13:16:33.092120 134570238584320 run.py:723] (val) algo articulation_points step 4400: {'is_cut': 0.7946666666666665, 'score': 0.7946666666666665, 'examples_seen': 69775, 'step': 4400, 'algorithm': 'articulation_points'}
I0715 13:16:34.697304 134570238584320 run.py:723] (val) algo articulation_points step 4450: {'is_cut': 0.6978193146417445, 'score': 0.6978193146417445, 'examples_seen': 70558, 'step': 4450, 'algorithm': 'articulation_points'}
I0715 13:16:36.311697 134570238584320 run.py:723] (val) algo articulation_points step 4500: {'is_cut': 0.7358490566037736, 'score': 0.7358490566037736, 'examples_seen': 71376, 'step': 4500, 'algorithm': 'articulation_points'}
I0715 13:16:37.982149 134570238584320 run.py:723] (val) algo articulation_points step 4550: {'is_cut': 0.7235142118863048, 'score': 0.7235142118863048, 'examples_seen': 72190, 'step': 4550, 'algorithm': 'articulation_points'}
I0715 13:16:39.618560 134570238584320 run.py:723] (val) algo articulation_points step 4600: {'is_cut': 0.6642335766423357, 'score': 0.6642335766423357, 'examples_seen': 72975, 'step': 4600, 'algorithm': 'articulation_points'}
I0715 13:16:41.213449 134570238584320 run.py:723] (val) algo articulation_points step 4650: {'is_cut': 0.7543424317617866, 'score': 0.7543424317617866, 'examples_seen': 73768, 'step': 4650, 'algorithm': 'articulation_points'}
I0715 13:16:42.828718 134570238584320 run.py:723] (val) algo articulation_points step 4700: {'is_cut': 0.7588932806324111, 'score': 0.7588932806324111, 'examples_seen': 74547, 'step': 4700, 'algorithm': 'articulation_points'}
I0715 13:16:44.451700 134570238584320 run.py:723] (val) algo articulation_points step 4750: {'is_cut': 0.7688442211055276, 'score': 0.7688442211055276, 'examples_seen': 75326, 'step': 4750, 'algorithm': 'articulation_points'}
I0715 13:16:46.139623 134570238584320 run.py:723] (val) algo articulation_points step 4800: {'is_cut': 0.7195767195767196, 'score': 0.7195767195767196, 'examples_seen': 76108, 'step': 4800, 'algorithm': 'articulation_points'}
I0715 13:16:47.754755 134570238584320 run.py:723] (val) algo articulation_points step 4850: {'is_cut': 0.7240356083086052, 'score': 0.7240356083086052, 'examples_seen': 76931, 'step': 4850, 'algorithm': 'articulation_points'}
I0715 13:16:49.401035 134570238584320 run.py:723] (val) algo articulation_points step 4900: {'is_cut': 0.7876923076923077, 'score': 0.7876923076923077, 'examples_seen': 77727, 'step': 4900, 'algorithm': 'articulation_points'}
I0715 13:16:50.994944 134570238584320 run.py:723] (val) algo articulation_points step 4950: {'is_cut': 0.8011695906432748, 'score': 0.8011695906432748, 'examples_seen': 78527, 'step': 4950, 'algorithm': 'articulation_points'}
I0715 13:16:52.628715 134570238584320 run.py:723] (val) algo articulation_points step 5000: {'is_cut': 0.7575757575757577, 'score': 0.7575757575757577, 'examples_seen': 79314, 'step': 5000, 'algorithm': 'articulation_points'}
I0715 13:16:54.250598 134570238584320 run.py:723] (val) algo articulation_points step 5050: {'is_cut': 0.778877887788779, 'score': 0.778877887788779, 'examples_seen': 80101, 'step': 5050, 'algorithm': 'articulation_points'}
I0715 13:16:55.916321 134570238584320 run.py:723] (val) algo articulation_points step 5100: {'is_cut': 0.7985865724381627, 'score': 0.7985865724381627, 'examples_seen': 80879, 'step': 5100, 'algorithm': 'articulation_points'}
I0715 13:16:57.564536 134570238584320 run.py:723] (val) algo articulation_points step 5150: {'is_cut': 0.7906976744186046, 'score': 0.7906976744186046, 'examples_seen': 81662, 'step': 5150, 'algorithm': 'articulation_points'}
I0715 13:16:59.095762 134570238584320 run.py:723] (val) algo articulation_points step 5200: {'is_cut': 0.770764119601329, 'score': 0.770764119601329, 'examples_seen': 82480, 'step': 5200, 'algorithm': 'articulation_points'}
I0715 13:17:00.723933 134570238584320 run.py:723] (val) algo articulation_points step 5250: {'is_cut': 0.8421052631578948, 'score': 0.8421052631578948, 'examples_seen': 83294, 'step': 5250, 'algorithm': 'articulation_points'}
I0715 13:17:02.295893 134570238584320 run.py:723] (val) algo articulation_points step 5300: {'is_cut': 0.7627627627627627, 'score': 0.7627627627627627, 'examples_seen': 84080, 'step': 5300, 'algorithm': 'articulation_points'}
I0715 13:17:03.908554 134570238584320 run.py:723] (val) algo articulation_points step 5350: {'is_cut': 0.6961651917404129, 'score': 0.6961651917404129, 'examples_seen': 84873, 'step': 5350, 'algorithm': 'articulation_points'}
I0715 13:17:05.469155 134570238584320 run.py:723] (val) algo articulation_points step 5400: {'is_cut': 0.7707006369426751, 'score': 0.7707006369426751, 'examples_seen': 85657, 'step': 5400, 'algorithm': 'articulation_points'}
I0715 13:17:07.072246 134570238584320 run.py:723] (val) algo articulation_points step 5450: {'is_cut': 0.7492260061919505, 'score': 0.7492260061919505, 'examples_seen': 86431, 'step': 5450, 'algorithm': 'articulation_points'}
I0715 13:17:08.706039 134570238584320 run.py:723] (val) algo articulation_points step 5500: {'is_cut': 0.75, 'score': 0.75, 'examples_seen': 87219, 'step': 5500, 'algorithm': 'articulation_points'}
I0715 13:17:10.359752 134570238584320 run.py:723] (val) algo articulation_points step 5550: {'is_cut': 0.741839762611276, 'score': 0.741839762611276, 'examples_seen': 88046, 'step': 5550, 'algorithm': 'articulation_points'}
I0715 13:17:12.043629 134570238584320 run.py:723] (val) algo articulation_points step 5600: {'is_cut': 0.6976744186046512, 'score': 0.6976744186046512, 'examples_seen': 88846, 'step': 5600, 'algorithm': 'articulation_points'}
I0715 13:17:13.656567 134570238584320 run.py:723] (val) algo articulation_points step 5650: {'is_cut': 0.6637931034482759, 'score': 0.6637931034482759, 'examples_seen': 89638, 'step': 5650, 'algorithm': 'articulation_points'}
I0715 13:17:15.247815 134570238584320 run.py:723] (val) algo articulation_points step 5700: {'is_cut': 0.8116883116883117, 'score': 0.8116883116883117, 'examples_seen': 90427, 'step': 5700, 'algorithm': 'articulation_points'}
I0715 13:17:16.890669 134570238584320 run.py:723] (val) algo articulation_points step 5750: {'is_cut': 0.7483870967741936, 'score': 0.7483870967741936, 'examples_seen': 91206, 'step': 5750, 'algorithm': 'articulation_points'}
I0715 13:17:18.588197 134570238584320 run.py:723] (val) algo articulation_points step 5800: {'is_cut': 0.7548209366391184, 'score': 0.7548209366391184, 'examples_seen': 91993, 'step': 5800, 'algorithm': 'articulation_points'}
I0715 13:17:20.219329 134570238584320 run.py:723] (val) algo articulation_points step 5850: {'is_cut': 0.7936507936507936, 'score': 0.7936507936507936, 'examples_seen': 92776, 'step': 5850, 'algorithm': 'articulation_points'}
I0715 13:17:21.900838 134570238584320 run.py:723] (val) algo articulation_points step 5900: {'is_cut': 0.7767584097859327, 'score': 0.7767584097859327, 'examples_seen': 93595, 'step': 5900, 'algorithm': 'articulation_points'}
I0715 13:17:23.562187 134570238584320 run.py:723] (val) algo articulation_points step 5950: {'is_cut': 0.7307692307692308, 'score': 0.7307692307692308, 'examples_seen': 94394, 'step': 5950, 'algorithm': 'articulation_points'}
I0715 13:17:25.186244 134570238584320 run.py:723] (val) algo articulation_points step 6000: {'is_cut': 0.7547169811320755, 'score': 0.7547169811320755, 'examples_seen': 95185, 'step': 6000, 'algorithm': 'articulation_points'}
I0715 13:17:26.755156 134570238584320 run.py:723] (val) algo articulation_points step 6050: {'is_cut': 0.7093596059113301, 'score': 0.7093596059113301, 'examples_seen': 95970, 'step': 6050, 'algorithm': 'articulation_points'}
I0715 13:17:28.343460 134570238584320 run.py:723] (val) algo articulation_points step 6100: {'is_cut': 0.7534246575342466, 'score': 0.7534246575342466, 'examples_seen': 96745, 'step': 6100, 'algorithm': 'articulation_points'}
I0715 13:17:29.971251 134570238584320 run.py:723] (val) algo articulation_points step 6150: {'is_cut': 0.7315436241610739, 'score': 0.7315436241610739, 'examples_seen': 97528, 'step': 6150, 'algorithm': 'articulation_points'}
I0715 13:17:31.607815 134570238584320 run.py:723] (val) algo articulation_points step 6200: {'is_cut': 0.7897435897435897, 'score': 0.7897435897435897, 'examples_seen': 98310, 'step': 6200, 'algorithm': 'articulation_points'}
I0715 13:17:33.254295 134570238584320 run.py:723] (val) algo articulation_points step 6250: {'is_cut': 0.7764705882352941, 'score': 0.7764705882352941, 'examples_seen': 99125, 'step': 6250, 'algorithm': 'articulation_points'}
I0715 13:17:34.863714 134570238584320 run.py:723] (val) algo articulation_points step 6300: {'is_cut': 0.7785714285714287, 'score': 0.7785714285714287, 'examples_seen': 99930, 'step': 6300, 'algorithm': 'articulation_points'}
I0715 13:17:36.499937 134570238584320 run.py:723] (val) algo articulation_points step 6350: {'is_cut': 0.765273311897106, 'score': 0.765273311897106, 'examples_seen': 100714, 'step': 6350, 'algorithm': 'articulation_points'}
I0715 13:17:38.063856 134570238584320 run.py:723] (val) algo articulation_points step 6400: {'is_cut': 0.7944444444444444, 'score': 0.7944444444444444, 'examples_seen': 101505, 'step': 6400, 'algorithm': 'articulation_points'}
