I0715 15:56:03.932285 133564176311808 run.py:723] (val) algo kmp_matcher step 0: {'match': 0.111328125, 'score': 0.111328125, 'examples_seen': 15, 'step': 0, 'algorithm': 'kmp_matcher'}
I0715 15:59:00.827181 133564176311808 run.py:723] (val) algo kmp_matcher step 2100: {'match': 0.895263671875, 'score': 0.895263671875, 'examples_seen': 35446, 'step': 2100, 'algorithm': 'kmp_matcher'}
I0715 15:59:05.040307 133564176311808 run.py:723] (val) algo kmp_matcher step 2150: {'match': 0.95556640625, 'score': 0.95556640625, 'examples_seen': 36280, 'step': 2150, 'algorithm': 'kmp_matcher'}
I0715 15:59:09.238769 133564176311808 run.py:723] (val) algo kmp_matcher step 2200: {'match': 0.935302734375, 'score': 0.935302734375, 'examples_seen': 37130, 'step': 2200, 'algorithm': 'kmp_matcher'}
I0715 15:59:13.432621 133564176311808 run.py:723] (val) algo kmp_matcher step 2250: {'match': 0.945556640625, 'score': 0.945556640625, 'examples_seen': 37970, 'step': 2250, 'algorithm': 'kmp_matcher'}
I0715 15:59:17.634911 133564176311808 run.py:723] (val) algo kmp_matcher step 2300: {'match': 0.921875, 'score': 0.921875, 'examples_seen': 38807, 'step': 2300, 'algorithm': 'kmp_matcher'}
I0715 15:59:21.825228 133564176311808 run.py:723] (val) algo kmp_matcher step 2350: {'match': 0.953369140625, 'score': 0.953369140625, 'examples_seen': 39662, 'step': 2350, 'algorithm': 'kmp_matcher'}
I0715 15:59:26.015800 133564176311808 run.py:723] (val) algo kmp_matcher step 2400: {'match': 0.950439453125, 'score': 0.950439453125, 'examples_seen': 40496, 'step': 2400, 'algorithm': 'kmp_matcher'}
I0715 15:59:30.231196 133564176311808 run.py:723] (val) algo kmp_matcher step 2450: {'match': 0.963623046875, 'score': 0.963623046875, 'examples_seen': 41335, 'step': 2450, 'algorithm': 'kmp_matcher'}
I0715 15:59:34.436397 133564176311808 run.py:723] (val) algo kmp_matcher step 2500: {'match': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 42168, 'step': 2500, 'algorithm': 'kmp_matcher'}
I0715 15:59:38.638156 133564176311808 run.py:723] (val) algo kmp_matcher step 2550: {'match': 0.943603515625, 'score': 0.943603515625, 'examples_seen': 43016, 'step': 2550, 'algorithm': 'kmp_matcher'}
I0715 15:59:42.835345 133564176311808 run.py:723] (val) algo kmp_matcher step 2600: {'match': 0.961669921875, 'score': 0.961669921875, 'examples_seen': 43857, 'step': 2600, 'algorithm': 'kmp_matcher'}
I0715 15:59:47.043260 133564176311808 run.py:723] (val) algo kmp_matcher step 2650: {'match': 0.83349609375, 'score': 0.83349609375, 'examples_seen': 44700, 'step': 2650, 'algorithm': 'kmp_matcher'}
I0715 15:59:51.242144 133564176311808 run.py:723] (val) algo kmp_matcher step 2700: {'match': 0.871826171875, 'score': 0.871826171875, 'examples_seen': 45549, 'step': 2700, 'algorithm': 'kmp_matcher'}
I0715 15:59:55.451076 133564176311808 run.py:723] (val) algo kmp_matcher step 2750: {'match': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 46395, 'step': 2750, 'algorithm': 'kmp_matcher'}
I0715 15:59:59.657307 133564176311808 run.py:723] (val) algo kmp_matcher step 2800: {'match': 0.97265625, 'score': 0.97265625, 'examples_seen': 47240, 'step': 2800, 'algorithm': 'kmp_matcher'}
I0715 16:00:03.885851 133564176311808 run.py:723] (val) algo kmp_matcher step 2850: {'match': 0.93115234375, 'score': 0.93115234375, 'examples_seen': 48079, 'step': 2850, 'algorithm': 'kmp_matcher'}
I0715 16:00:08.085444 133564176311808 run.py:723] (val) algo kmp_matcher step 2900: {'match': 0.94580078125, 'score': 0.94580078125, 'examples_seen': 48930, 'step': 2900, 'algorithm': 'kmp_matcher'}
I0715 16:00:12.292324 133564176311808 run.py:723] (val) algo kmp_matcher step 2950: {'match': 0.953369140625, 'score': 0.953369140625, 'examples_seen': 49769, 'step': 2950, 'algorithm': 'kmp_matcher'}
I0715 16:00:16.517318 133564176311808 run.py:723] (val) algo kmp_matcher step 3000: {'match': 0.945556640625, 'score': 0.945556640625, 'examples_seen': 50618, 'step': 3000, 'algorithm': 'kmp_matcher'}
I0715 16:00:20.714579 133564176311808 run.py:723] (val) algo kmp_matcher step 3050: {'match': 0.96630859375, 'score': 0.96630859375, 'examples_seen': 51445, 'step': 3050, 'algorithm': 'kmp_matcher'}
I0715 16:00:24.925068 133564176311808 run.py:723] (val) algo kmp_matcher step 3100: {'match': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 52292, 'step': 3100, 'algorithm': 'kmp_matcher'}
I0715 16:00:29.128871 133564176311808 run.py:723] (val) algo kmp_matcher step 3150: {'match': 0.976318359375, 'score': 0.976318359375, 'examples_seen': 53143, 'step': 3150, 'algorithm': 'kmp_matcher'}
I0715 16:00:33.345597 133564176311808 run.py:723] (val) algo kmp_matcher step 3200: {'match': 0.965087890625, 'score': 0.965087890625, 'examples_seen': 53984, 'step': 3200, 'algorithm': 'kmp_matcher'}
I0715 16:00:37.567337 133564176311808 run.py:723] (val) algo kmp_matcher step 3250: {'match': 0.956298828125, 'score': 0.956298828125, 'examples_seen': 54836, 'step': 3250, 'algorithm': 'kmp_matcher'}
I0715 16:00:41.773173 133564176311808 run.py:723] (val) algo kmp_matcher step 3300: {'match': 0.95458984375, 'score': 0.95458984375, 'examples_seen': 55677, 'step': 3300, 'algorithm': 'kmp_matcher'}
I0715 16:00:45.972105 133564176311808 run.py:723] (val) algo kmp_matcher step 3350: {'match': 0.93603515625, 'score': 0.93603515625, 'examples_seen': 56525, 'step': 3350, 'algorithm': 'kmp_matcher'}
I0715 16:00:50.154351 133564176311808 run.py:723] (val) algo kmp_matcher step 3400: {'match': 0.96435546875, 'score': 0.96435546875, 'examples_seen': 57384, 'step': 3400, 'algorithm': 'kmp_matcher'}
I0715 16:00:54.372493 133564176311808 run.py:723] (val) algo kmp_matcher step 3450: {'match': 0.927001953125, 'score': 0.927001953125, 'examples_seen': 58253, 'step': 3450, 'algorithm': 'kmp_matcher'}
I0715 16:00:58.575575 133564176311808 run.py:723] (val) algo kmp_matcher step 3500: {'match': 0.96484375, 'score': 0.96484375, 'examples_seen': 59103, 'step': 3500, 'algorithm': 'kmp_matcher'}
I0715 16:01:02.787532 133564176311808 run.py:723] (val) algo kmp_matcher step 3550: {'match': 0.946044921875, 'score': 0.946044921875, 'examples_seen': 59943, 'step': 3550, 'algorithm': 'kmp_matcher'}
I0715 16:01:06.994503 133564176311808 run.py:723] (val) algo kmp_matcher step 3600: {'match': 0.97021484375, 'score': 0.97021484375, 'examples_seen': 60789, 'step': 3600, 'algorithm': 'kmp_matcher'}
I0715 16:01:11.185424 133564176311808 run.py:723] (val) algo kmp_matcher step 3650: {'match': 0.96484375, 'score': 0.96484375, 'examples_seen': 61627, 'step': 3650, 'algorithm': 'kmp_matcher'}
I0715 16:01:15.362009 133564176311808 run.py:723] (val) algo kmp_matcher step 3700: {'match': 0.94677734375, 'score': 0.94677734375, 'examples_seen': 62469, 'step': 3700, 'algorithm': 'kmp_matcher'}
I0715 16:01:19.558686 133564176311808 run.py:723] (val) algo kmp_matcher step 3750: {'match': 0.97021484375, 'score': 0.97021484375, 'examples_seen': 63306, 'step': 3750, 'algorithm': 'kmp_matcher'}
I0715 16:01:23.767027 133564176311808 run.py:723] (val) algo kmp_matcher step 3800: {'match': 0.946533203125, 'score': 0.946533203125, 'examples_seen': 64149, 'step': 3800, 'algorithm': 'kmp_matcher'}
I0715 16:01:27.962804 133564176311808 run.py:723] (val) algo kmp_matcher step 3850: {'match': 0.962890625, 'score': 0.962890625, 'examples_seen': 65000, 'step': 3850, 'algorithm': 'kmp_matcher'}
I0715 16:01:32.163270 133564176311808 run.py:723] (val) algo kmp_matcher step 3900: {'match': 0.952392578125, 'score': 0.952392578125, 'examples_seen': 65853, 'step': 3900, 'algorithm': 'kmp_matcher'}
I0715 16:01:36.365746 133564176311808 run.py:723] (val) algo kmp_matcher step 3950: {'match': 0.95947265625, 'score': 0.95947265625, 'examples_seen': 66681, 'step': 3950, 'algorithm': 'kmp_matcher'}
I0715 16:01:40.575901 133564176311808 run.py:723] (val) algo kmp_matcher step 4000: {'match': 0.957275390625, 'score': 0.957275390625, 'examples_seen': 67505, 'step': 4000, 'algorithm': 'kmp_matcher'}
I0715 16:01:44.917269 133564176311808 run.py:723] (val) algo kmp_matcher step 4050: {'match': 0.930419921875, 'score': 0.930419921875, 'examples_seen': 68348, 'step': 4050, 'algorithm': 'kmp_matcher'}
I0715 16:01:49.115354 133564176311808 run.py:723] (val) algo kmp_matcher step 4100: {'match': 0.947265625, 'score': 0.947265625, 'examples_seen': 69198, 'step': 4100, 'algorithm': 'kmp_matcher'}
I0715 16:01:53.321809 133564176311808 run.py:723] (val) algo kmp_matcher step 4150: {'match': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 70036, 'step': 4150, 'algorithm': 'kmp_matcher'}
I0715 16:01:57.521025 133564176311808 run.py:723] (val) algo kmp_matcher step 4200: {'match': 0.956298828125, 'score': 0.956298828125, 'examples_seen': 70881, 'step': 4200, 'algorithm': 'kmp_matcher'}
I0715 16:02:01.725304 133564176311808 run.py:723] (val) algo kmp_matcher step 4250: {'match': 0.951416015625, 'score': 0.951416015625, 'examples_seen': 71723, 'step': 4250, 'algorithm': 'kmp_matcher'}
I0715 16:02:05.926103 133564176311808 run.py:723] (val) algo kmp_matcher step 4300: {'match': 0.95703125, 'score': 0.95703125, 'examples_seen': 72559, 'step': 4300, 'algorithm': 'kmp_matcher'}
I0715 16:02:10.111866 133564176311808 run.py:723] (val) algo kmp_matcher step 4350: {'match': 0.947998046875, 'score': 0.947998046875, 'examples_seen': 73393, 'step': 4350, 'algorithm': 'kmp_matcher'}
I0715 16:02:14.304830 133564176311808 run.py:723] (val) algo kmp_matcher step 4400: {'match': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 74241, 'step': 4400, 'algorithm': 'kmp_matcher'}
I0715 16:02:18.488125 133564176311808 run.py:723] (val) algo kmp_matcher step 4450: {'match': 0.962890625, 'score': 0.962890625, 'examples_seen': 75087, 'step': 4450, 'algorithm': 'kmp_matcher'}
I0715 16:02:22.687865 133564176311808 run.py:723] (val) algo kmp_matcher step 4500: {'match': 0.935302734375, 'score': 0.935302734375, 'examples_seen': 75932, 'step': 4500, 'algorithm': 'kmp_matcher'}
I0715 16:02:26.894989 133564176311808 run.py:723] (val) algo kmp_matcher step 4550: {'match': 0.948486328125, 'score': 0.948486328125, 'examples_seen': 76785, 'step': 4550, 'algorithm': 'kmp_matcher'}
I0715 16:02:31.112016 133564176311808 run.py:723] (val) algo kmp_matcher step 4600: {'match': 0.936279296875, 'score': 0.936279296875, 'examples_seen': 77637, 'step': 4600, 'algorithm': 'kmp_matcher'}
I0715 16:02:35.325470 133564176311808 run.py:723] (val) algo kmp_matcher step 4650: {'match': 0.950927734375, 'score': 0.950927734375, 'examples_seen': 78473, 'step': 4650, 'algorithm': 'kmp_matcher'}
I0715 16:02:39.513109 133564176311808 run.py:723] (val) algo kmp_matcher step 4700: {'match': 0.93798828125, 'score': 0.93798828125, 'examples_seen': 79325, 'step': 4700, 'algorithm': 'kmp_matcher'}
I0715 16:02:43.711356 133564176311808 run.py:723] (val) algo kmp_matcher step 4750: {'match': 0.9453125, 'score': 0.9453125, 'examples_seen': 80163, 'step': 4750, 'algorithm': 'kmp_matcher'}
I0715 16:02:47.916683 133564176311808 run.py:723] (val) algo kmp_matcher step 4800: {'match': 0.945068359375, 'score': 0.945068359375, 'examples_seen': 81011, 'step': 4800, 'algorithm': 'kmp_matcher'}
I0715 16:02:52.106123 133564176311808 run.py:723] (val) algo kmp_matcher step 4850: {'match': 0.950439453125, 'score': 0.950439453125, 'examples_seen': 81862, 'step': 4850, 'algorithm': 'kmp_matcher'}
I0715 16:02:56.301900 133564176311808 run.py:723] (val) algo kmp_matcher step 4900: {'match': 0.92041015625, 'score': 0.92041015625, 'examples_seen': 82704, 'step': 4900, 'algorithm': 'kmp_matcher'}
I0715 16:03:00.504540 133564176311808 run.py:723] (val) algo kmp_matcher step 4950: {'match': 0.94970703125, 'score': 0.94970703125, 'examples_seen': 83547, 'step': 4950, 'algorithm': 'kmp_matcher'}
I0715 16:03:04.720177 133564176311808 run.py:723] (val) algo kmp_matcher step 5000: {'match': 0.922119140625, 'score': 0.922119140625, 'examples_seen': 84383, 'step': 5000, 'algorithm': 'kmp_matcher'}
I0715 16:03:08.939149 133564176311808 run.py:723] (val) algo kmp_matcher step 5050: {'match': 0.941162109375, 'score': 0.941162109375, 'examples_seen': 85229, 'step': 5050, 'algorithm': 'kmp_matcher'}
I0715 16:03:13.143300 133564176311808 run.py:723] (val) algo kmp_matcher step 5100: {'match': 0.921142578125, 'score': 0.921142578125, 'examples_seen': 86072, 'step': 5100, 'algorithm': 'kmp_matcher'}
I0715 16:03:17.345546 133564176311808 run.py:723] (val) algo kmp_matcher step 5150: {'match': 0.951171875, 'score': 0.951171875, 'examples_seen': 86907, 'step': 5150, 'algorithm': 'kmp_matcher'}
I0715 16:03:21.552979 133564176311808 run.py:723] (val) algo kmp_matcher step 5200: {'match': 0.933349609375, 'score': 0.933349609375, 'examples_seen': 87761, 'step': 5200, 'algorithm': 'kmp_matcher'}
I0715 16:03:25.753594 133564176311808 run.py:723] (val) algo kmp_matcher step 5250: {'match': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 88606, 'step': 5250, 'algorithm': 'kmp_matcher'}
I0715 16:03:29.950603 133564176311808 run.py:723] (val) algo kmp_matcher step 5300: {'match': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 89449, 'step': 5300, 'algorithm': 'kmp_matcher'}
I0715 16:03:34.171327 133564176311808 run.py:723] (val) algo kmp_matcher step 5350: {'match': 0.951416015625, 'score': 0.951416015625, 'examples_seen': 90305, 'step': 5350, 'algorithm': 'kmp_matcher'}
I0715 16:03:38.374355 133564176311808 run.py:723] (val) algo kmp_matcher step 5400: {'match': 0.95751953125, 'score': 0.95751953125, 'examples_seen': 91146, 'step': 5400, 'algorithm': 'kmp_matcher'}
I0715 16:03:42.574488 133564176311808 run.py:723] (val) algo kmp_matcher step 5450: {'match': 0.9375, 'score': 0.9375, 'examples_seen': 91994, 'step': 5450, 'algorithm': 'kmp_matcher'}
I0715 16:03:46.808585 133564176311808 run.py:723] (val) algo kmp_matcher step 5500: {'match': 0.938232421875, 'score': 0.938232421875, 'examples_seen': 92844, 'step': 5500, 'algorithm': 'kmp_matcher'}
I0715 16:03:51.000122 133564176311808 run.py:723] (val) algo kmp_matcher step 5550: {'match': 0.92578125, 'score': 0.92578125, 'examples_seen': 93696, 'step': 5550, 'algorithm': 'kmp_matcher'}
I0715 16:03:55.219398 133564176311808 run.py:723] (val) algo kmp_matcher step 5600: {'match': 0.943359375, 'score': 0.943359375, 'examples_seen': 94530, 'step': 5600, 'algorithm': 'kmp_matcher'}
I0715 16:03:59.418033 133564176311808 run.py:723] (val) algo kmp_matcher step 5650: {'match': 0.935791015625, 'score': 0.935791015625, 'examples_seen': 95379, 'step': 5650, 'algorithm': 'kmp_matcher'}
I0715 16:04:03.612953 133564176311808 run.py:723] (val) algo kmp_matcher step 5700: {'match': 0.939208984375, 'score': 0.939208984375, 'examples_seen': 96214, 'step': 5700, 'algorithm': 'kmp_matcher'}
I0715 16:04:07.818648 133564176311808 run.py:723] (val) algo kmp_matcher step 5750: {'match': 0.926513671875, 'score': 0.926513671875, 'examples_seen': 97058, 'step': 5750, 'algorithm': 'kmp_matcher'}
I0715 16:04:12.024199 133564176311808 run.py:723] (val) algo kmp_matcher step 5800: {'match': 0.927001953125, 'score': 0.927001953125, 'examples_seen': 97918, 'step': 5800, 'algorithm': 'kmp_matcher'}
I0715 16:04:16.231620 133564176311808 run.py:723] (val) algo kmp_matcher step 5850: {'match': 0.912841796875, 'score': 0.912841796875, 'examples_seen': 98776, 'step': 5850, 'algorithm': 'kmp_matcher'}
I0715 16:04:20.416460 133564176311808 run.py:723] (val) algo kmp_matcher step 5900: {'match': 0.89697265625, 'score': 0.89697265625, 'examples_seen': 99617, 'step': 5900, 'algorithm': 'kmp_matcher'}
I0715 16:04:24.612299 133564176311808 run.py:723] (val) algo kmp_matcher step 5950: {'match': 0.875244140625, 'score': 0.875244140625, 'examples_seen': 100462, 'step': 5950, 'algorithm': 'kmp_matcher'}
I0715 16:04:28.800472 133564176311808 run.py:723] (val) algo kmp_matcher step 6000: {'match': 0.93310546875, 'score': 0.93310546875, 'examples_seen': 101316, 'step': 6000, 'algorithm': 'kmp_matcher'}
I0715 16:04:32.996249 133564176311808 run.py:723] (val) algo kmp_matcher step 6050: {'match': 0.8564453125, 'score': 0.8564453125, 'examples_seen': 102158, 'step': 6050, 'algorithm': 'kmp_matcher'}
I0715 16:04:37.203444 133564176311808 run.py:723] (val) algo kmp_matcher step 6100: {'match': 0.8955078125, 'score': 0.8955078125, 'examples_seen': 103004, 'step': 6100, 'algorithm': 'kmp_matcher'}
I0715 16:04:41.413068 133564176311808 run.py:723] (val) algo kmp_matcher step 6150: {'match': 0.922607421875, 'score': 0.922607421875, 'examples_seen': 103852, 'step': 6150, 'algorithm': 'kmp_matcher'}
I0715 16:04:45.609968 133564176311808 run.py:723] (val) algo kmp_matcher step 6200: {'match': 0.893310546875, 'score': 0.893310546875, 'examples_seen': 104697, 'step': 6200, 'algorithm': 'kmp_matcher'}
I0715 16:04:49.802005 133564176311808 run.py:723] (val) algo kmp_matcher step 6250: {'match': 0.915771484375, 'score': 0.915771484375, 'examples_seen': 105544, 'step': 6250, 'algorithm': 'kmp_matcher'}
I0715 16:04:54.002064 133564176311808 run.py:723] (val) algo kmp_matcher step 6300: {'match': 0.88671875, 'score': 0.88671875, 'examples_seen': 106382, 'step': 6300, 'algorithm': 'kmp_matcher'}
I0715 16:04:58.196371 133564176311808 run.py:723] (val) algo kmp_matcher step 6350: {'match': 0.913818359375, 'score': 0.913818359375, 'examples_seen': 107237, 'step': 6350, 'algorithm': 'kmp_matcher'}
I0715 16:05:02.402177 133564176311808 run.py:723] (val) algo kmp_matcher step 6400: {'match': 0.911865234375, 'score': 0.911865234375, 'examples_seen': 108076, 'step': 6400, 'algorithm': 'kmp_matcher'}
I0715 16:05:06.610933 133564176311808 run.py:723] (val) algo kmp_matcher step 6450: {'match': 0.897216796875, 'score': 0.897216796875, 'examples_seen': 108929, 'step': 6450, 'algorithm': 'kmp_matcher'}
I0715 16:05:10.824517 133564176311808 run.py:723] (val) algo kmp_matcher step 6500: {'match': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 109776, 'step': 6500, 'algorithm': 'kmp_matcher'}
I0715 16:05:15.003520 133564176311808 run.py:723] (val) algo kmp_matcher step 6550: {'match': 0.917236328125, 'score': 0.917236328125, 'examples_seen': 110609, 'step': 6550, 'algorithm': 'kmp_matcher'}
I0715 16:05:19.169762 133564176311808 run.py:723] (val) algo kmp_matcher step 6600: {'match': 0.823974609375, 'score': 0.823974609375, 'examples_seen': 111445, 'step': 6600, 'algorithm': 'kmp_matcher'}
