I0715 17:04:35.046804 138595623839232 run.py:723] (val) algo mst_prim step 0: {'pi': 0.43359375, 'score': 0.43359375, 'examples_seen': 84, 'step': 0, 'algorithm': 'mst_prim'}
I0715 17:06:50.926595 138595623839232 run.py:723] (val) algo mst_prim step 1000: {'pi': 0.9130859375, 'score': 0.9130859375, 'examples_seen': 56461, 'step': 1000, 'algorithm': 'mst_prim'}
I0715 17:06:52.788802 138595623839232 run.py:723] (val) algo mst_prim step 1050: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 59277, 'step': 1050, 'algorithm': 'mst_prim'}
I0715 17:06:54.633796 138595623839232 run.py:723] (val) algo mst_prim step 1100: {'pi': 0.9169921875, 'score': 0.9169921875, 'examples_seen': 62110, 'step': 1100, 'algorithm': 'mst_prim'}
I0715 17:06:56.451632 138595623839232 run.py:723] (val) algo mst_prim step 1150: {'pi': 0.9296875, 'score': 0.9296875, 'examples_seen': 64932, 'step': 1150, 'algorithm': 'mst_prim'}
I0715 17:06:58.302119 138595623839232 run.py:723] (val) algo mst_prim step 1200: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 67725, 'step': 1200, 'algorithm': 'mst_prim'}
I0715 17:07:00.176437 138595623839232 run.py:723] (val) algo mst_prim step 1250: {'pi': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 70522, 'step': 1250, 'algorithm': 'mst_prim'}
I0715 17:07:02.100877 138595623839232 run.py:723] (val) algo mst_prim step 1300: {'pi': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 73301, 'step': 1300, 'algorithm': 'mst_prim'}
I0715 17:07:04.029161 138595623839232 run.py:723] (val) algo mst_prim step 1350: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 76206, 'step': 1350, 'algorithm': 'mst_prim'}
I0715 17:07:05.874301 138595623839232 run.py:723] (val) algo mst_prim step 1400: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 79065, 'step': 1400, 'algorithm': 'mst_prim'}
I0715 17:07:07.739798 138595623839232 run.py:723] (val) algo mst_prim step 1450: {'pi': 0.904296875, 'score': 0.904296875, 'examples_seen': 81899, 'step': 1450, 'algorithm': 'mst_prim'}
I0715 17:07:09.544950 138595623839232 run.py:723] (val) algo mst_prim step 1500: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 84668, 'step': 1500, 'algorithm': 'mst_prim'}
I0715 17:07:11.391582 138595623839232 run.py:723] (val) algo mst_prim step 1550: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 87452, 'step': 1550, 'algorithm': 'mst_prim'}
I0715 17:07:13.254872 138595623839232 run.py:723] (val) algo mst_prim step 1600: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 90243, 'step': 1600, 'algorithm': 'mst_prim'}
I0715 17:07:15.127040 138595623839232 run.py:723] (val) algo mst_prim step 1650: {'pi': 0.91796875, 'score': 0.91796875, 'examples_seen': 93035, 'step': 1650, 'algorithm': 'mst_prim'}
I0715 17:07:16.962568 138595623839232 run.py:723] (val) algo mst_prim step 1700: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 95876, 'step': 1700, 'algorithm': 'mst_prim'}
I0715 17:07:18.783330 138595623839232 run.py:723] (val) algo mst_prim step 1750: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 98698, 'step': 1750, 'algorithm': 'mst_prim'}
I0715 17:07:20.601745 138595623839232 run.py:723] (val) algo mst_prim step 1800: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 101533, 'step': 1800, 'algorithm': 'mst_prim'}
I0715 17:07:22.465652 138595623839232 run.py:723] (val) algo mst_prim step 1850: {'pi': 0.92578125, 'score': 0.92578125, 'examples_seen': 104357, 'step': 1850, 'algorithm': 'mst_prim'}
I0715 17:07:24.282390 138595623839232 run.py:723] (val) algo mst_prim step 1900: {'pi': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 107182, 'step': 1900, 'algorithm': 'mst_prim'}
I0715 17:07:26.139374 138595623839232 run.py:723] (val) algo mst_prim step 1950: {'pi': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 109978, 'step': 1950, 'algorithm': 'mst_prim'}
I0715 17:07:28.038836 138595623839232 run.py:723] (val) algo mst_prim step 2000: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 112779, 'step': 2000, 'algorithm': 'mst_prim'}
I0715 17:07:29.861407 138595623839232 run.py:723] (val) algo mst_prim step 2050: {'pi': 0.92578125, 'score': 0.92578125, 'examples_seen': 115628, 'step': 2050, 'algorithm': 'mst_prim'}
I0715 17:07:31.650669 138595623839232 run.py:723] (val) algo mst_prim step 2100: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 118463, 'step': 2100, 'algorithm': 'mst_prim'}
I0715 17:07:33.509711 138595623839232 run.py:723] (val) algo mst_prim step 2150: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 121281, 'step': 2150, 'algorithm': 'mst_prim'}
I0715 17:07:35.360737 138595623839232 run.py:723] (val) algo mst_prim step 2200: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 124110, 'step': 2200, 'algorithm': 'mst_prim'}
I0715 17:07:37.264081 138595623839232 run.py:723] (val) algo mst_prim step 2250: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 126912, 'step': 2250, 'algorithm': 'mst_prim'}
I0715 17:07:39.127751 138595623839232 run.py:723] (val) algo mst_prim step 2300: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 129663, 'step': 2300, 'algorithm': 'mst_prim'}
I0715 17:07:41.010268 138595623839232 run.py:723] (val) algo mst_prim step 2350: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 132480, 'step': 2350, 'algorithm': 'mst_prim'}
I0715 17:07:42.891849 138595623839232 run.py:723] (val) algo mst_prim step 2400: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 135339, 'step': 2400, 'algorithm': 'mst_prim'}
I0715 17:07:44.753756 138595623839232 run.py:723] (val) algo mst_prim step 2450: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 138192, 'step': 2450, 'algorithm': 'mst_prim'}
I0715 17:07:46.707869 138595623839232 run.py:723] (val) algo mst_prim step 2500: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 141013, 'step': 2500, 'algorithm': 'mst_prim'}
I0715 17:07:48.503273 138595623839232 run.py:723] (val) algo mst_prim step 2550: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 143836, 'step': 2550, 'algorithm': 'mst_prim'}
I0715 17:07:50.340929 138595623839232 run.py:723] (val) algo mst_prim step 2600: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 146621, 'step': 2600, 'algorithm': 'mst_prim'}
I0715 17:07:52.132336 138595623839232 run.py:723] (val) algo mst_prim step 2650: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 149404, 'step': 2650, 'algorithm': 'mst_prim'}
I0715 17:07:53.997064 138595623839232 run.py:723] (val) algo mst_prim step 2700: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 152220, 'step': 2700, 'algorithm': 'mst_prim'}
I0715 17:07:55.881974 138595623839232 run.py:723] (val) algo mst_prim step 2750: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 155108, 'step': 2750, 'algorithm': 'mst_prim'}
I0715 17:07:57.705072 138595623839232 run.py:723] (val) algo mst_prim step 2800: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 158001, 'step': 2800, 'algorithm': 'mst_prim'}
I0715 17:07:59.592906 138595623839232 run.py:723] (val) algo mst_prim step 2850: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 160815, 'step': 2850, 'algorithm': 'mst_prim'}
I0715 17:08:01.437835 138595623839232 run.py:723] (val) algo mst_prim step 2900: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 163649, 'step': 2900, 'algorithm': 'mst_prim'}
I0715 17:08:03.305693 138595623839232 run.py:723] (val) algo mst_prim step 2950: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 166457, 'step': 2950, 'algorithm': 'mst_prim'}
I0715 17:08:05.179126 138595623839232 run.py:723] (val) algo mst_prim step 3000: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 169243, 'step': 3000, 'algorithm': 'mst_prim'}
I0715 17:08:07.112994 138595623839232 run.py:723] (val) algo mst_prim step 3050: {'pi': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 172034, 'step': 3050, 'algorithm': 'mst_prim'}
I0715 17:08:09.031417 138595623839232 run.py:723] (val) algo mst_prim step 3100: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 174905, 'step': 3100, 'algorithm': 'mst_prim'}
I0715 17:08:10.899557 138595623839232 run.py:723] (val) algo mst_prim step 3150: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 177747, 'step': 3150, 'algorithm': 'mst_prim'}
I0715 17:08:12.744983 138595623839232 run.py:723] (val) algo mst_prim step 3200: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 180581, 'step': 3200, 'algorithm': 'mst_prim'}
I0715 17:08:14.564755 138595623839232 run.py:723] (val) algo mst_prim step 3250: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 183398, 'step': 3250, 'algorithm': 'mst_prim'}
I0715 17:08:16.421178 138595623839232 run.py:723] (val) algo mst_prim step 3300: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 186193, 'step': 3300, 'algorithm': 'mst_prim'}
I0715 17:08:18.271368 138595623839232 run.py:723] (val) algo mst_prim step 3350: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 189015, 'step': 3350, 'algorithm': 'mst_prim'}
I0715 17:08:20.131576 138595623839232 run.py:723] (val) algo mst_prim step 3400: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 191793, 'step': 3400, 'algorithm': 'mst_prim'}
I0715 17:08:22.076914 138595623839232 run.py:723] (val) algo mst_prim step 3450: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 194694, 'step': 3450, 'algorithm': 'mst_prim'}
I0715 17:08:23.943011 138595623839232 run.py:723] (val) algo mst_prim step 3500: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 197588, 'step': 3500, 'algorithm': 'mst_prim'}
I0715 17:08:25.779141 138595623839232 run.py:723] (val) algo mst_prim step 3550: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 200382, 'step': 3550, 'algorithm': 'mst_prim'}
I0715 17:08:27.664196 138595623839232 run.py:723] (val) algo mst_prim step 3600: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 203220, 'step': 3600, 'algorithm': 'mst_prim'}
I0715 17:08:29.512676 138595623839232 run.py:723] (val) algo mst_prim step 3650: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 206048, 'step': 3650, 'algorithm': 'mst_prim'}
I0715 17:08:31.296193 138595623839232 run.py:723] (val) algo mst_prim step 3700: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 208832, 'step': 3700, 'algorithm': 'mst_prim'}
I0715 17:08:33.115668 138595623839232 run.py:723] (val) algo mst_prim step 3750: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 211606, 'step': 3750, 'algorithm': 'mst_prim'}
I0715 17:08:34.992731 138595623839232 run.py:723] (val) algo mst_prim step 3800: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 214476, 'step': 3800, 'algorithm': 'mst_prim'}
I0715 17:08:36.848665 138595623839232 run.py:723] (val) algo mst_prim step 3850: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 217374, 'step': 3850, 'algorithm': 'mst_prim'}
I0715 17:08:38.696530 138595623839232 run.py:723] (val) algo mst_prim step 3900: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 220193, 'step': 3900, 'algorithm': 'mst_prim'}
I0715 17:08:40.529959 138595623839232 run.py:723] (val) algo mst_prim step 3950: {'pi': 0.9150390625, 'score': 0.9150390625, 'examples_seen': 223011, 'step': 3950, 'algorithm': 'mst_prim'}
I0715 17:08:42.348476 138595623839232 run.py:723] (val) algo mst_prim step 4000: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 225819, 'step': 4000, 'algorithm': 'mst_prim'}
I0715 17:08:44.143400 138595623839232 run.py:723] (val) algo mst_prim step 4050: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 228595, 'step': 4050, 'algorithm': 'mst_prim'}
I0715 17:08:46.032856 138595623839232 run.py:723] (val) algo mst_prim step 4100: {'pi': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 231403, 'step': 4100, 'algorithm': 'mst_prim'}
I0715 17:08:47.935758 138595623839232 run.py:723] (val) algo mst_prim step 4150: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 234285, 'step': 4150, 'algorithm': 'mst_prim'}
I0715 17:08:49.781308 138595623839232 run.py:723] (val) algo mst_prim step 4200: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 237122, 'step': 4200, 'algorithm': 'mst_prim'}
I0715 17:08:51.664544 138595623839232 run.py:723] (val) algo mst_prim step 4250: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 239968, 'step': 4250, 'algorithm': 'mst_prim'}
I0715 17:08:53.524425 138595623839232 run.py:723] (val) algo mst_prim step 4300: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 242782, 'step': 4300, 'algorithm': 'mst_prim'}
I0715 17:08:55.367222 138595623839232 run.py:723] (val) algo mst_prim step 4350: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 245570, 'step': 4350, 'algorithm': 'mst_prim'}
I0715 17:08:57.232130 138595623839232 run.py:723] (val) algo mst_prim step 4400: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 248310, 'step': 4400, 'algorithm': 'mst_prim'}
I0715 17:08:59.095152 138595623839232 run.py:723] (val) algo mst_prim step 4450: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 251100, 'step': 4450, 'algorithm': 'mst_prim'}
I0715 17:09:01.000440 138595623839232 run.py:723] (val) algo mst_prim step 4500: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 253989, 'step': 4500, 'algorithm': 'mst_prim'}
I0715 17:09:02.846875 138595623839232 run.py:723] (val) algo mst_prim step 4550: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 256862, 'step': 4550, 'algorithm': 'mst_prim'}
I0715 17:09:04.646794 138595623839232 run.py:723] (val) algo mst_prim step 4600: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 259677, 'step': 4600, 'algorithm': 'mst_prim'}
I0715 17:09:06.512809 138595623839232 run.py:723] (val) algo mst_prim step 4650: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 262486, 'step': 4650, 'algorithm': 'mst_prim'}
I0715 17:09:08.362796 138595623839232 run.py:723] (val) algo mst_prim step 4700: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 265300, 'step': 4700, 'algorithm': 'mst_prim'}
I0715 17:09:10.223534 138595623839232 run.py:723] (val) algo mst_prim step 4750: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 268082, 'step': 4750, 'algorithm': 'mst_prim'}
I0715 17:09:12.101583 138595623839232 run.py:723] (val) algo mst_prim step 4800: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 270868, 'step': 4800, 'algorithm': 'mst_prim'}
I0715 17:09:13.977687 138595623839232 run.py:723] (val) algo mst_prim step 4850: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 273712, 'step': 4850, 'algorithm': 'mst_prim'}
I0715 17:09:15.842946 138595623839232 run.py:723] (val) algo mst_prim step 4900: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 276597, 'step': 4900, 'algorithm': 'mst_prim'}
I0715 17:09:17.678526 138595623839232 run.py:723] (val) algo mst_prim step 4950: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 279407, 'step': 4950, 'algorithm': 'mst_prim'}
I0715 17:09:19.509770 138595623839232 run.py:723] (val) algo mst_prim step 5000: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 282193, 'step': 5000, 'algorithm': 'mst_prim'}
I0715 17:09:21.314917 138595623839232 run.py:723] (val) algo mst_prim step 5050: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 284988, 'step': 5050, 'algorithm': 'mst_prim'}
I0715 17:09:23.200626 138595623839232 run.py:723] (val) algo mst_prim step 5100: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 287799, 'step': 5100, 'algorithm': 'mst_prim'}
I0715 17:09:25.079963 138595623839232 run.py:723] (val) algo mst_prim step 5150: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 290587, 'step': 5150, 'algorithm': 'mst_prim'}
I0715 17:09:26.913794 138595623839232 run.py:723] (val) algo mst_prim step 5200: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 293477, 'step': 5200, 'algorithm': 'mst_prim'}
I0715 17:09:28.813131 138595623839232 run.py:723] (val) algo mst_prim step 5250: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 296379, 'step': 5250, 'algorithm': 'mst_prim'}
I0715 17:09:30.638731 138595623839232 run.py:723] (val) algo mst_prim step 5300: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 299195, 'step': 5300, 'algorithm': 'mst_prim'}
I0715 17:09:32.514340 138595623839232 run.py:723] (val) algo mst_prim step 5350: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 302045, 'step': 5350, 'algorithm': 'mst_prim'}
I0715 17:09:34.377103 138595623839232 run.py:723] (val) algo mst_prim step 5400: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 304844, 'step': 5400, 'algorithm': 'mst_prim'}
I0715 17:09:36.286456 138595623839232 run.py:723] (val) algo mst_prim step 5450: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 307674, 'step': 5450, 'algorithm': 'mst_prim'}
I0715 17:09:38.258512 138595623839232 run.py:723] (val) algo mst_prim step 5500: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 310498, 'step': 5500, 'algorithm': 'mst_prim'}
I0715 17:09:40.116237 138595623839232 run.py:723] (val) algo mst_prim step 5550: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 313348, 'step': 5550, 'algorithm': 'mst_prim'}
I0715 17:09:41.991416 138595623839232 run.py:723] (val) algo mst_prim step 5600: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 316193, 'step': 5600, 'algorithm': 'mst_prim'}
I0715 17:09:43.859681 138595623839232 run.py:723] (val) algo mst_prim step 5650: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 319034, 'step': 5650, 'algorithm': 'mst_prim'}
I0715 17:09:45.734997 138595623839232 run.py:723] (val) algo mst_prim step 5700: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 321872, 'step': 5700, 'algorithm': 'mst_prim'}
I0715 17:09:47.626693 138595623839232 run.py:723] (val) algo mst_prim step 5750: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 324691, 'step': 5750, 'algorithm': 'mst_prim'}
I0715 17:09:49.518313 138595623839232 run.py:723] (val) algo mst_prim step 5800: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 327482, 'step': 5800, 'algorithm': 'mst_prim'}
I0715 17:09:51.362529 138595623839232 run.py:723] (val) algo mst_prim step 5850: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 330253, 'step': 5850, 'algorithm': 'mst_prim'}
I0715 17:09:53.296099 138595623839232 run.py:723] (val) algo mst_prim step 5900: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 333147, 'step': 5900, 'algorithm': 'mst_prim'}
I0715 17:09:55.194019 138595623839232 run.py:723] (val) algo mst_prim step 5950: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 336033, 'step': 5950, 'algorithm': 'mst_prim'}
I0715 17:09:57.058892 138595623839232 run.py:723] (val) algo mst_prim step 6000: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 338875, 'step': 6000, 'algorithm': 'mst_prim'}
I0715 17:09:58.910524 138595623839232 run.py:723] (val) algo mst_prim step 6050: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 341736, 'step': 6050, 'algorithm': 'mst_prim'}
I0715 17:10:00.765235 138595623839232 run.py:723] (val) algo mst_prim step 6100: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 344519, 'step': 6100, 'algorithm': 'mst_prim'}
I0715 17:10:02.694464 138595623839232 run.py:723] (val) algo mst_prim step 6150: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 347320, 'step': 6150, 'algorithm': 'mst_prim'}
I0715 17:10:04.578322 138595623839232 run.py:723] (val) algo mst_prim step 6200: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 350082, 'step': 6200, 'algorithm': 'mst_prim'}
I0715 17:10:06.472532 138595623839232 run.py:723] (val) algo mst_prim step 6250: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 352931, 'step': 6250, 'algorithm': 'mst_prim'}
I0715 17:10:08.389207 138595623839232 run.py:723] (val) algo mst_prim step 6300: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 355770, 'step': 6300, 'algorithm': 'mst_prim'}
I0715 17:10:10.227199 138595623839232 run.py:723] (val) algo mst_prim step 6350: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 358610, 'step': 6350, 'algorithm': 'mst_prim'}
I0715 17:10:12.127224 138595623839232 run.py:723] (val) algo mst_prim step 6400: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 361457, 'step': 6400, 'algorithm': 'mst_prim'}
I0715 17:10:14.000468 138595623839232 run.py:723] (val) algo mst_prim step 6450: {'pi': 0.98046875, 'score': 0.98046875, 'examples_seen': 364254, 'step': 6450, 'algorithm': 'mst_prim'}
I0715 17:10:15.868926 138595623839232 run.py:723] (val) algo mst_prim step 6500: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 367061, 'step': 6500, 'algorithm': 'mst_prim'}
I0715 17:10:17.757398 138595623839232 run.py:723] (val) algo mst_prim step 6550: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 369825, 'step': 6550, 'algorithm': 'mst_prim'}
I0715 17:10:19.643835 138595623839232 run.py:723] (val) algo mst_prim step 6600: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 372739, 'step': 6600, 'algorithm': 'mst_prim'}
I0715 17:10:21.500317 138595623839232 run.py:723] (val) algo mst_prim step 6650: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 375604, 'step': 6650, 'algorithm': 'mst_prim'}
I0715 17:10:23.309614 138595623839232 run.py:723] (val) algo mst_prim step 6700: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 378391, 'step': 6700, 'algorithm': 'mst_prim'}
I0715 17:10:25.232626 138595623839232 run.py:723] (val) algo mst_prim step 6750: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 381191, 'step': 6750, 'algorithm': 'mst_prim'}
I0715 17:10:27.160426 138595623839232 run.py:723] (val) algo mst_prim step 6800: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 383982, 'step': 6800, 'algorithm': 'mst_prim'}
I0715 17:10:28.973818 138595623839232 run.py:723] (val) algo mst_prim step 6850: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 386754, 'step': 6850, 'algorithm': 'mst_prim'}
