I0715 16:12:53.105574 127730363880960 run.py:723] (val) algo lcs_length step 0: {'b': 0.549072265625, 'score': 0.549072265625, 'examples_seen': 256, 'step': 0, 'algorithm': 'lcs_length'}
I0715 16:14:55.011060 127730363880960 run.py:723] (val) algo lcs_length step 850: {'b': 0.885986328125, 'score': 0.885986328125, 'examples_seen': 101060, 'step': 850, 'algorithm': 'lcs_length'}
I0715 16:14:58.175145 127730363880960 run.py:723] (val) algo lcs_length step 900: {'b': 0.922119140625, 'score': 0.922119140625, 'examples_seen': 106912, 'step': 900, 'algorithm': 'lcs_length'}
I0715 16:15:01.419364 127730363880960 run.py:723] (val) algo lcs_length step 950: {'b': 0.927490234375, 'score': 0.927490234375, 'examples_seen': 112772, 'step': 950, 'algorithm': 'lcs_length'}
I0715 16:15:04.611714 127730363880960 run.py:723] (val) algo lcs_length step 1000: {'b': 0.90380859375, 'score': 0.90380859375, 'examples_seen': 118833, 'step': 1000, 'algorithm': 'lcs_length'}
I0715 16:15:07.826080 127730363880960 run.py:723] (val) algo lcs_length step 1050: {'b': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 124894, 'step': 1050, 'algorithm': 'lcs_length'}
I0715 16:15:11.000896 127730363880960 run.py:723] (val) algo lcs_length step 1100: {'b': 0.92236328125, 'score': 0.92236328125, 'examples_seen': 130841, 'step': 1100, 'algorithm': 'lcs_length'}
I0715 16:15:14.179079 127730363880960 run.py:723] (val) algo lcs_length step 1150: {'b': 0.933349609375, 'score': 0.933349609375, 'examples_seen': 136753, 'step': 1150, 'algorithm': 'lcs_length'}
I0715 16:15:17.343305 127730363880960 run.py:723] (val) algo lcs_length step 1200: {'b': 0.930908203125, 'score': 0.930908203125, 'examples_seen': 142605, 'step': 1200, 'algorithm': 'lcs_length'}
I0715 16:15:20.527496 127730363880960 run.py:723] (val) algo lcs_length step 1250: {'b': 0.926025390625, 'score': 0.926025390625, 'examples_seen': 148460, 'step': 1250, 'algorithm': 'lcs_length'}
I0715 16:15:23.686969 127730363880960 run.py:723] (val) algo lcs_length step 1300: {'b': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 154289, 'step': 1300, 'algorithm': 'lcs_length'}
I0715 16:15:26.864582 127730363880960 run.py:723] (val) algo lcs_length step 1350: {'b': 0.933837890625, 'score': 0.933837890625, 'examples_seen': 160350, 'step': 1350, 'algorithm': 'lcs_length'}
I0715 16:15:30.066914 127730363880960 run.py:723] (val) algo lcs_length step 1400: {'b': 0.926025390625, 'score': 0.926025390625, 'examples_seen': 166429, 'step': 1400, 'algorithm': 'lcs_length'}
I0715 16:15:33.271331 127730363880960 run.py:723] (val) algo lcs_length step 1450: {'b': 0.901123046875, 'score': 0.901123046875, 'examples_seen': 172381, 'step': 1450, 'algorithm': 'lcs_length'}
I0715 16:15:36.403618 127730363880960 run.py:723] (val) algo lcs_length step 1500: {'b': 0.935302734375, 'score': 0.935302734375, 'examples_seen': 178280, 'step': 1500, 'algorithm': 'lcs_length'}
I0715 16:15:39.601835 127730363880960 run.py:723] (val) algo lcs_length step 1550: {'b': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 184122, 'step': 1550, 'algorithm': 'lcs_length'}
I0715 16:15:42.767917 127730363880960 run.py:723] (val) algo lcs_length step 1600: {'b': 0.943115234375, 'score': 0.943115234375, 'examples_seen': 189972, 'step': 1600, 'algorithm': 'lcs_length'}
I0715 16:15:45.950101 127730363880960 run.py:723] (val) algo lcs_length step 1650: {'b': 0.943115234375, 'score': 0.943115234375, 'examples_seen': 195809, 'step': 1650, 'algorithm': 'lcs_length'}
I0715 16:15:49.160702 127730363880960 run.py:723] (val) algo lcs_length step 1700: {'b': 0.93408203125, 'score': 0.93408203125, 'examples_seen': 201878, 'step': 1700, 'algorithm': 'lcs_length'}
I0715 16:15:52.286713 127730363880960 run.py:723] (val) algo lcs_length step 1750: {'b': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 207960, 'step': 1750, 'algorithm': 'lcs_length'}
I0715 16:15:55.437779 127730363880960 run.py:723] (val) algo lcs_length step 1800: {'b': 0.944580078125, 'score': 0.944580078125, 'examples_seen': 213897, 'step': 1800, 'algorithm': 'lcs_length'}
I0715 16:15:58.622935 127730363880960 run.py:723] (val) algo lcs_length step 1850: {'b': 0.928955078125, 'score': 0.928955078125, 'examples_seen': 219807, 'step': 1850, 'algorithm': 'lcs_length'}
I0715 16:16:01.797917 127730363880960 run.py:723] (val) algo lcs_length step 1900: {'b': 0.938720703125, 'score': 0.938720703125, 'examples_seen': 225667, 'step': 1900, 'algorithm': 'lcs_length'}
I0715 16:16:04.922028 127730363880960 run.py:723] (val) algo lcs_length step 1950: {'b': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 231520, 'step': 1950, 'algorithm': 'lcs_length'}
I0715 16:16:08.109461 127730363880960 run.py:723] (val) algo lcs_length step 2000: {'b': 0.93408203125, 'score': 0.93408203125, 'examples_seen': 237346, 'step': 2000, 'algorithm': 'lcs_length'}
I0715 16:16:11.319270 127730363880960 run.py:723] (val) algo lcs_length step 2050: {'b': 0.939453125, 'score': 0.939453125, 'examples_seen': 243405, 'step': 2050, 'algorithm': 'lcs_length'}
I0715 16:16:14.570767 127730363880960 run.py:723] (val) algo lcs_length step 2100: {'b': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 249464, 'step': 2100, 'algorithm': 'lcs_length'}
I0715 16:16:17.679613 127730363880960 run.py:723] (val) algo lcs_length step 2150: {'b': 0.956787109375, 'score': 0.956787109375, 'examples_seen': 255412, 'step': 2150, 'algorithm': 'lcs_length'}
I0715 16:16:20.815445 127730363880960 run.py:723] (val) algo lcs_length step 2200: {'b': 0.938232421875, 'score': 0.938232421875, 'examples_seen': 261294, 'step': 2200, 'algorithm': 'lcs_length'}
I0715 16:16:23.948657 127730363880960 run.py:723] (val) algo lcs_length step 2250: {'b': 0.92333984375, 'score': 0.92333984375, 'examples_seen': 267156, 'step': 2250, 'algorithm': 'lcs_length'}
I0715 16:16:27.144647 127730363880960 run.py:723] (val) algo lcs_length step 2300: {'b': 0.943115234375, 'score': 0.943115234375, 'examples_seen': 273020, 'step': 2300, 'algorithm': 'lcs_length'}
I0715 16:16:30.294263 127730363880960 run.py:723] (val) algo lcs_length step 2350: {'b': 0.95361328125, 'score': 0.95361328125, 'examples_seen': 278853, 'step': 2350, 'algorithm': 'lcs_length'}
I0715 16:16:33.458817 127730363880960 run.py:723] (val) algo lcs_length step 2400: {'b': 0.934326171875, 'score': 0.934326171875, 'examples_seen': 284935, 'step': 2400, 'algorithm': 'lcs_length'}
I0715 16:16:36.601321 127730363880960 run.py:723] (val) algo lcs_length step 2450: {'b': 0.948486328125, 'score': 0.948486328125, 'examples_seen': 290997, 'step': 2450, 'algorithm': 'lcs_length'}
I0715 16:16:39.696674 127730363880960 run.py:723] (val) algo lcs_length step 2500: {'b': 0.928466796875, 'score': 0.928466796875, 'examples_seen': 296927, 'step': 2500, 'algorithm': 'lcs_length'}
I0715 16:16:42.853035 127730363880960 run.py:723] (val) algo lcs_length step 2550: {'b': 0.949462890625, 'score': 0.949462890625, 'examples_seen': 302816, 'step': 2550, 'algorithm': 'lcs_length'}
I0715 16:16:45.984534 127730363880960 run.py:723] (val) algo lcs_length step 2600: {'b': 0.942626953125, 'score': 0.942626953125, 'examples_seen': 308663, 'step': 2600, 'algorithm': 'lcs_length'}
I0715 16:16:49.141796 127730363880960 run.py:723] (val) algo lcs_length step 2650: {'b': 0.947021484375, 'score': 0.947021484375, 'examples_seen': 314523, 'step': 2650, 'algorithm': 'lcs_length'}
I0715 16:16:52.281607 127730363880960 run.py:723] (val) algo lcs_length step 2700: {'b': 0.947021484375, 'score': 0.947021484375, 'examples_seen': 320355, 'step': 2700, 'algorithm': 'lcs_length'}
I0715 16:16:55.505168 127730363880960 run.py:723] (val) algo lcs_length step 2750: {'b': 0.947998046875, 'score': 0.947998046875, 'examples_seen': 326414, 'step': 2750, 'algorithm': 'lcs_length'}
I0715 16:16:58.664693 127730363880960 run.py:723] (val) algo lcs_length step 2800: {'b': 0.943603515625, 'score': 0.943603515625, 'examples_seen': 332487, 'step': 2800, 'algorithm': 'lcs_length'}
I0715 16:17:01.834261 127730363880960 run.py:723] (val) algo lcs_length step 2850: {'b': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 338424, 'step': 2850, 'algorithm': 'lcs_length'}
I0715 16:17:04.995793 127730363880960 run.py:723] (val) algo lcs_length step 2900: {'b': 0.94677734375, 'score': 0.94677734375, 'examples_seen': 344321, 'step': 2900, 'algorithm': 'lcs_length'}
I0715 16:17:08.141915 127730363880960 run.py:723] (val) algo lcs_length step 2950: {'b': 0.955078125, 'score': 0.955078125, 'examples_seen': 350177, 'step': 2950, 'algorithm': 'lcs_length'}
I0715 16:17:11.372585 127730363880960 run.py:723] (val) algo lcs_length step 3000: {'b': 0.950439453125, 'score': 0.950439453125, 'examples_seen': 356031, 'step': 3000, 'algorithm': 'lcs_length'}
I0715 16:17:14.574628 127730363880960 run.py:723] (val) algo lcs_length step 3050: {'b': 0.953125, 'score': 0.953125, 'examples_seen': 361859, 'step': 3050, 'algorithm': 'lcs_length'}
I0715 16:17:17.759894 127730363880960 run.py:723] (val) algo lcs_length step 3100: {'b': 0.944580078125, 'score': 0.944580078125, 'examples_seen': 367912, 'step': 3100, 'algorithm': 'lcs_length'}
I0715 16:17:20.977982 127730363880960 run.py:723] (val) algo lcs_length step 3150: {'b': 0.95068359375, 'score': 0.95068359375, 'examples_seen': 373971, 'step': 3150, 'algorithm': 'lcs_length'}
I0715 16:17:24.116915 127730363880960 run.py:723] (val) algo lcs_length step 3200: {'b': 0.954345703125, 'score': 0.954345703125, 'examples_seen': 379910, 'step': 3200, 'algorithm': 'lcs_length'}
I0715 16:17:27.293429 127730363880960 run.py:723] (val) algo lcs_length step 3250: {'b': 0.95458984375, 'score': 0.95458984375, 'examples_seen': 385821, 'step': 3250, 'algorithm': 'lcs_length'}
I0715 16:17:30.434602 127730363880960 run.py:723] (val) algo lcs_length step 3300: {'b': 0.95166015625, 'score': 0.95166015625, 'examples_seen': 391664, 'step': 3300, 'algorithm': 'lcs_length'}
I0715 16:17:33.618073 127730363880960 run.py:723] (val) algo lcs_length step 3350: {'b': 0.95849609375, 'score': 0.95849609375, 'examples_seen': 397497, 'step': 3350, 'algorithm': 'lcs_length'}
I0715 16:17:36.779464 127730363880960 run.py:723] (val) algo lcs_length step 3400: {'b': 0.956787109375, 'score': 0.956787109375, 'examples_seen': 403337, 'step': 3400, 'algorithm': 'lcs_length'}
I0715 16:17:39.967853 127730363880960 run.py:723] (val) algo lcs_length step 3450: {'b': 0.96484375, 'score': 0.96484375, 'examples_seen': 409397, 'step': 3450, 'algorithm': 'lcs_length'}
I0715 16:17:43.190212 127730363880960 run.py:723] (val) algo lcs_length step 3500: {'b': 0.966064453125, 'score': 0.966064453125, 'examples_seen': 415462, 'step': 3500, 'algorithm': 'lcs_length'}
I0715 16:17:46.363849 127730363880960 run.py:723] (val) algo lcs_length step 3550: {'b': 0.964599609375, 'score': 0.964599609375, 'examples_seen': 421427, 'step': 3550, 'algorithm': 'lcs_length'}
I0715 16:17:49.546363 127730363880960 run.py:723] (val) algo lcs_length step 3600: {'b': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 427311, 'step': 3600, 'algorithm': 'lcs_length'}
I0715 16:17:52.719670 127730363880960 run.py:723] (val) algo lcs_length step 3650: {'b': 0.95556640625, 'score': 0.95556640625, 'examples_seen': 433168, 'step': 3650, 'algorithm': 'lcs_length'}
I0715 16:17:55.889868 127730363880960 run.py:723] (val) algo lcs_length step 3700: {'b': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 439011, 'step': 3700, 'algorithm': 'lcs_length'}
I0715 16:17:59.098962 127730363880960 run.py:723] (val) algo lcs_length step 3750: {'b': 0.96044921875, 'score': 0.96044921875, 'examples_seen': 444838, 'step': 3750, 'algorithm': 'lcs_length'}
I0715 16:18:02.291395 127730363880960 run.py:723] (val) algo lcs_length step 3800: {'b': 0.9609375, 'score': 0.9609375, 'examples_seen': 450898, 'step': 3800, 'algorithm': 'lcs_length'}
I0715 16:18:05.452806 127730363880960 run.py:723] (val) algo lcs_length step 3850: {'b': 0.960693359375, 'score': 0.960693359375, 'examples_seen': 456989, 'step': 3850, 'algorithm': 'lcs_length'}
I0715 16:18:08.613789 127730363880960 run.py:723] (val) algo lcs_length step 3900: {'b': 0.949462890625, 'score': 0.949462890625, 'examples_seen': 462949, 'step': 3900, 'algorithm': 'lcs_length'}
I0715 16:18:11.728916 127730363880960 run.py:723] (val) algo lcs_length step 3950: {'b': 0.95849609375, 'score': 0.95849609375, 'examples_seen': 468820, 'step': 3950, 'algorithm': 'lcs_length'}
I0715 16:18:14.882464 127730363880960 run.py:723] (val) algo lcs_length step 4000: {'b': 0.969970703125, 'score': 0.969970703125, 'examples_seen': 474697, 'step': 4000, 'algorithm': 'lcs_length'}
I0715 16:18:18.030442 127730363880960 run.py:723] (val) algo lcs_length step 4050: {'b': 0.966064453125, 'score': 0.966064453125, 'examples_seen': 480552, 'step': 4050, 'algorithm': 'lcs_length'}
I0715 16:18:21.188166 127730363880960 run.py:723] (val) algo lcs_length step 4100: {'b': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 486384, 'step': 4100, 'algorithm': 'lcs_length'}
I0715 16:18:24.403729 127730363880960 run.py:723] (val) algo lcs_length step 4150: {'b': 0.95751953125, 'score': 0.95751953125, 'examples_seen': 492455, 'step': 4150, 'algorithm': 'lcs_length'}
I0715 16:18:27.565776 127730363880960 run.py:723] (val) algo lcs_length step 4200: {'b': 0.969482421875, 'score': 0.969482421875, 'examples_seen': 498525, 'step': 4200, 'algorithm': 'lcs_length'}
I0715 16:18:30.745521 127730363880960 run.py:723] (val) algo lcs_length step 4250: {'b': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 504448, 'step': 4250, 'algorithm': 'lcs_length'}
I0715 16:18:33.862286 127730363880960 run.py:723] (val) algo lcs_length step 4300: {'b': 0.960693359375, 'score': 0.960693359375, 'examples_seen': 510327, 'step': 4300, 'algorithm': 'lcs_length'}
I0715 16:18:36.998411 127730363880960 run.py:723] (val) algo lcs_length step 4350: {'b': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 516201, 'step': 4350, 'algorithm': 'lcs_length'}
I0715 16:18:40.168906 127730363880960 run.py:723] (val) algo lcs_length step 4400: {'b': 0.97216796875, 'score': 0.97216796875, 'examples_seen': 522055, 'step': 4400, 'algorithm': 'lcs_length'}
I0715 16:18:43.336919 127730363880960 run.py:723] (val) algo lcs_length step 4450: {'b': 0.962158203125, 'score': 0.962158203125, 'examples_seen': 527889, 'step': 4450, 'algorithm': 'lcs_length'}
I0715 16:18:46.533680 127730363880960 run.py:723] (val) algo lcs_length step 4500: {'b': 0.97607421875, 'score': 0.97607421875, 'examples_seen': 533952, 'step': 4500, 'algorithm': 'lcs_length'}
I0715 16:18:49.762148 127730363880960 run.py:723] (val) algo lcs_length step 4550: {'b': 0.968994140625, 'score': 0.968994140625, 'examples_seen': 540017, 'step': 4550, 'algorithm': 'lcs_length'}
I0715 16:18:52.867093 127730363880960 run.py:723] (val) algo lcs_length step 4600: {'b': 0.969482421875, 'score': 0.969482421875, 'examples_seen': 545967, 'step': 4600, 'algorithm': 'lcs_length'}
I0715 16:18:55.972699 127730363880960 run.py:723] (val) algo lcs_length step 4650: {'b': 0.979736328125, 'score': 0.979736328125, 'examples_seen': 551858, 'step': 4650, 'algorithm': 'lcs_length'}
I0715 16:18:59.140351 127730363880960 run.py:723] (val) algo lcs_length step 4700: {'b': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 557710, 'step': 4700, 'algorithm': 'lcs_length'}
I0715 16:19:02.220722 127730363880960 run.py:723] (val) algo lcs_length step 4750: {'b': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 563539, 'step': 4750, 'algorithm': 'lcs_length'}
I0715 16:19:05.372047 127730363880960 run.py:723] (val) algo lcs_length step 4800: {'b': 0.955322265625, 'score': 0.955322265625, 'examples_seen': 569386, 'step': 4800, 'algorithm': 'lcs_length'}
I0715 16:19:08.617113 127730363880960 run.py:723] (val) algo lcs_length step 4850: {'b': 0.975830078125, 'score': 0.975830078125, 'examples_seen': 575465, 'step': 4850, 'algorithm': 'lcs_length'}
I0715 16:19:11.802103 127730363880960 run.py:723] (val) algo lcs_length step 4900: {'b': 0.970703125, 'score': 0.970703125, 'examples_seen': 581539, 'step': 4900, 'algorithm': 'lcs_length'}
I0715 16:19:14.961925 127730363880960 run.py:723] (val) algo lcs_length step 4950: {'b': 0.98046875, 'score': 0.98046875, 'examples_seen': 587482, 'step': 4950, 'algorithm': 'lcs_length'}
I0715 16:19:18.138315 127730363880960 run.py:723] (val) algo lcs_length step 5000: {'b': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 593373, 'step': 5000, 'algorithm': 'lcs_length'}
I0715 16:19:21.287852 127730363880960 run.py:723] (val) algo lcs_length step 5050: {'b': 0.967041015625, 'score': 0.967041015625, 'examples_seen': 599228, 'step': 5050, 'algorithm': 'lcs_length'}
I0715 16:19:24.414543 127730363880960 run.py:723] (val) algo lcs_length step 5100: {'b': 0.97119140625, 'score': 0.97119140625, 'examples_seen': 605078, 'step': 5100, 'algorithm': 'lcs_length'}
I0715 16:19:27.565197 127730363880960 run.py:723] (val) algo lcs_length step 5150: {'b': 0.96826171875, 'score': 0.96826171875, 'examples_seen': 610921, 'step': 5150, 'algorithm': 'lcs_length'}
I0715 16:19:30.779567 127730363880960 run.py:723] (val) algo lcs_length step 5200: {'b': 0.96875, 'score': 0.96875, 'examples_seen': 616995, 'step': 5200, 'algorithm': 'lcs_length'}
I0715 16:19:33.996109 127730363880960 run.py:723] (val) algo lcs_length step 5250: {'b': 0.968017578125, 'score': 0.968017578125, 'examples_seen': 623074, 'step': 5250, 'algorithm': 'lcs_length'}
I0715 16:19:37.161391 127730363880960 run.py:723] (val) algo lcs_length step 5300: {'b': 0.970458984375, 'score': 0.970458984375, 'examples_seen': 629015, 'step': 5300, 'algorithm': 'lcs_length'}
I0715 16:19:40.320102 127730363880960 run.py:723] (val) algo lcs_length step 5350: {'b': 0.973388671875, 'score': 0.973388671875, 'examples_seen': 634903, 'step': 5350, 'algorithm': 'lcs_length'}
I0715 16:19:43.474774 127730363880960 run.py:723] (val) algo lcs_length step 5400: {'b': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 640743, 'step': 5400, 'algorithm': 'lcs_length'}
I0715 16:19:46.602399 127730363880960 run.py:723] (val) algo lcs_length step 5450: {'b': 0.974609375, 'score': 0.974609375, 'examples_seen': 646565, 'step': 5450, 'algorithm': 'lcs_length'}
I0715 16:19:49.752284 127730363880960 run.py:723] (val) algo lcs_length step 5500: {'b': 0.974365234375, 'score': 0.974365234375, 'examples_seen': 652408, 'step': 5500, 'algorithm': 'lcs_length'}
I0715 16:19:52.953321 127730363880960 run.py:723] (val) algo lcs_length step 5550: {'b': 0.97216796875, 'score': 0.97216796875, 'examples_seen': 658487, 'step': 5550, 'algorithm': 'lcs_length'}
I0715 16:19:56.098422 127730363880960 run.py:723] (val) algo lcs_length step 5600: {'b': 0.97607421875, 'score': 0.97607421875, 'examples_seen': 664565, 'step': 5600, 'algorithm': 'lcs_length'}
I0715 16:19:59.265568 127730363880960 run.py:723] (val) algo lcs_length step 5650: {'b': 0.974365234375, 'score': 0.974365234375, 'examples_seen': 670508, 'step': 5650, 'algorithm': 'lcs_length'}
I0715 16:20:02.404166 127730363880960 run.py:723] (val) algo lcs_length step 5700: {'b': 0.981201171875, 'score': 0.981201171875, 'examples_seen': 676388, 'step': 5700, 'algorithm': 'lcs_length'}
I0715 16:20:05.602759 127730363880960 run.py:723] (val) algo lcs_length step 5750: {'b': 0.969482421875, 'score': 0.969482421875, 'examples_seen': 682224, 'step': 5750, 'algorithm': 'lcs_length'}
I0715 16:20:08.755475 127730363880960 run.py:723] (val) algo lcs_length step 5800: {'b': 0.97802734375, 'score': 0.97802734375, 'examples_seen': 688090, 'step': 5800, 'algorithm': 'lcs_length'}
I0715 16:20:11.891524 127730363880960 run.py:723] (val) algo lcs_length step 5850: {'b': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 693931, 'step': 5850, 'algorithm': 'lcs_length'}
I0715 16:20:15.054718 127730363880960 run.py:723] (val) algo lcs_length step 5900: {'b': 0.977783203125, 'score': 0.977783203125, 'examples_seen': 699994, 'step': 5900, 'algorithm': 'lcs_length'}
I0715 16:20:18.198615 127730363880960 run.py:723] (val) algo lcs_length step 5950: {'b': 0.971435546875, 'score': 0.971435546875, 'examples_seen': 706072, 'step': 5950, 'algorithm': 'lcs_length'}
I0715 16:20:21.350497 127730363880960 run.py:723] (val) algo lcs_length step 6000: {'b': 0.97509765625, 'score': 0.97509765625, 'examples_seen': 711999, 'step': 6000, 'algorithm': 'lcs_length'}
I0715 16:20:24.501550 127730363880960 run.py:723] (val) algo lcs_length step 6050: {'b': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 717906, 'step': 6050, 'algorithm': 'lcs_length'}
I0715 16:20:27.679402 127730363880960 run.py:723] (val) algo lcs_length step 6100: {'b': 0.983154296875, 'score': 0.983154296875, 'examples_seen': 723767, 'step': 6100, 'algorithm': 'lcs_length'}
I0715 16:20:30.853024 127730363880960 run.py:723] (val) algo lcs_length step 6150: {'b': 0.97998046875, 'score': 0.97998046875, 'examples_seen': 729619, 'step': 6150, 'algorithm': 'lcs_length'}
I0715 16:20:34.011306 127730363880960 run.py:723] (val) algo lcs_length step 6200: {'b': 0.976318359375, 'score': 0.976318359375, 'examples_seen': 735454, 'step': 6200, 'algorithm': 'lcs_length'}
I0715 16:20:37.223392 127730363880960 run.py:723] (val) algo lcs_length step 6250: {'b': 0.975341796875, 'score': 0.975341796875, 'examples_seen': 741514, 'step': 6250, 'algorithm': 'lcs_length'}
I0715 16:20:40.417828 127730363880960 run.py:723] (val) algo lcs_length step 6300: {'b': 0.97998046875, 'score': 0.97998046875, 'examples_seen': 747584, 'step': 6300, 'algorithm': 'lcs_length'}
I0715 16:20:43.605789 127730363880960 run.py:723] (val) algo lcs_length step 6350: {'b': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 753519, 'step': 6350, 'algorithm': 'lcs_length'}
I0715 16:20:46.742555 127730363880960 run.py:723] (val) algo lcs_length step 6400: {'b': 0.966064453125, 'score': 0.966064453125, 'examples_seen': 759415, 'step': 6400, 'algorithm': 'lcs_length'}
I0715 16:20:49.937547 127730363880960 run.py:723] (val) algo lcs_length step 6450: {'b': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 765300, 'step': 6450, 'algorithm': 'lcs_length'}
I0715 16:20:53.117430 127730363880960 run.py:723] (val) algo lcs_length step 6500: {'b': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 771141, 'step': 6500, 'algorithm': 'lcs_length'}
I0715 16:20:56.243770 127730363880960 run.py:723] (val) algo lcs_length step 6550: {'b': 0.97509765625, 'score': 0.97509765625, 'examples_seen': 776986, 'step': 6550, 'algorithm': 'lcs_length'}
I0715 16:20:59.454406 127730363880960 run.py:723] (val) algo lcs_length step 6600: {'b': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 783051, 'step': 6600, 'algorithm': 'lcs_length'}
I0715 16:21:02.660902 127730363880960 run.py:723] (val) algo lcs_length step 6650: {'b': 0.977294921875, 'score': 0.977294921875, 'examples_seen': 789121, 'step': 6650, 'algorithm': 'lcs_length'}
I0715 16:21:05.890897 127730363880960 run.py:723] (val) algo lcs_length step 6700: {'b': 0.975341796875, 'score': 0.975341796875, 'examples_seen': 795055, 'step': 6700, 'algorithm': 'lcs_length'}
I0715 16:21:09.024772 127730363880960 run.py:723] (val) algo lcs_length step 6750: {'b': 0.970947265625, 'score': 0.970947265625, 'examples_seen': 800948, 'step': 6750, 'algorithm': 'lcs_length'}
I0715 16:21:12.192970 127730363880960 run.py:723] (val) algo lcs_length step 6800: {'b': 0.98046875, 'score': 0.98046875, 'examples_seen': 806801, 'step': 6800, 'algorithm': 'lcs_length'}
I0715 16:21:15.361673 127730363880960 run.py:723] (val) algo lcs_length step 6850: {'b': 0.98291015625, 'score': 0.98291015625, 'examples_seen': 812662, 'step': 6850, 'algorithm': 'lcs_length'}
