{'selected': 0.18060200668896323, 'score': 0.18060200668896323, 'examples_seen': 64, 'step': 0, 'algorithm': 'activity_selector'}
{'selected': 0.8047538200339559, 'score': 0.8047538200339559, 'examples_seen': 39872, 'step': 1000, 'algorithm': 'activity_selector'}
{'selected': 0.8944543828264758, 'score': 0.8944543828264758, 'examples_seen': 41872, 'step': 1050, 'algorithm': 'activity_selector'}
{'selected': 0.8791208791208791, 'score': 0.8791208791208791, 'examples_seen': 43872, 'step': 1100, 'algorithm': 'activity_selector'}
{'selected': 0.8858267716535434, 'score': 0.8858267716535434, 'examples_seen': 45856, 'step': 1150, 'algorithm': 'activity_selector'}
{'selected': 0.9389312977099238, 'score': 0.9389312977099238, 'examples_seen': 47808, 'step': 1200, 'algorithm': 'activity_selector'}
{'selected': 0.913131313131313, 'score': 0.913131313131313, 'examples_seen': 49808, 'step': 1250, 'algorithm': 'activity_selector'}
{'selected': 0.912280701754386, 'score': 0.912280701754386, 'examples_seen': 51760, 'step': 1300, 'algorithm': 'activity_selector'}
{'selected': 0.8902195608782435, 'score': 0.8902195608782435, 'examples_seen': 53792, 'step': 1350, 'algorithm': 'activity_selector'}
{'selected': 0.8730158730158729, 'score': 0.8730158730158729, 'examples_seen': 55824, 'step': 1400, 'algorithm': 'activity_selector'}
{'selected': 0.9439071566731142, 'score': 0.9439071566731142, 'examples_seen': 57792, 'step': 1450, 'algorithm': 'activity_selector'}
{'selected': 0.9136690647482014, 'score': 0.9136690647482014, 'examples_seen': 59792, 'step': 1500, 'algorithm': 'activity_selector'}
{'selected': 0.9215686274509803, 'score': 0.9215686274509803, 'examples_seen': 61744, 'step': 1550, 'algorithm': 'activity_selector'}
{'selected': 0.8646748681898067, 'score': 0.8646748681898067, 'examples_seen': 63712, 'step': 1600, 'algorithm': 'activity_selector'}
{'selected': 0.9219600725952813, 'score': 0.9219600725952813, 'examples_seen': 65712, 'step': 1650, 'algorithm': 'activity_selector'}
{'selected': 0.9094339622641509, 'score': 0.9094339622641509, 'examples_seen': 67712, 'step': 1700, 'algorithm': 'activity_selector'}
{'selected': 0.9257142857142857, 'score': 0.9257142857142857, 'examples_seen': 69744, 'step': 1750, 'algorithm': 'activity_selector'}
{'selected': 0.8757170172084129, 'score': 0.8757170172084129, 'examples_seen': 71728, 'step': 1800, 'algorithm': 'activity_selector'}
{'selected': 0.932, 'score': 0.932, 'examples_seen': 73712, 'step': 1850, 'algorithm': 'activity_selector'}
{'selected': 0.928030303030303, 'score': 0.928030303030303, 'examples_seen': 75712, 'step': 1900, 'algorithm': 'activity_selector'}
{'selected': 0.9788867562380039, 'score': 0.9788867562380039, 'examples_seen': 77664, 'step': 1950, 'algorithm': 'activity_selector'}
{'selected': 0.9325396825396827, 'score': 0.9325396825396827, 'examples_seen': 79632, 'step': 2000, 'algorithm': 'activity_selector'}
{'selected': 0.928440366972477, 'score': 0.928440366972477, 'examples_seen': 81680, 'step': 2050, 'algorithm': 'activity_selector'}
{'selected': 0.9197651663405089, 'score': 0.9197651663405089, 'examples_seen': 83680, 'step': 2100, 'algorithm': 'activity_selector'}
{'selected': 0.9612403100775194, 'score': 0.9612403100775194, 'examples_seen': 85680, 'step': 2150, 'algorithm': 'activity_selector'}
{'selected': 0.9622641509433961, 'score': 0.9622641509433961, 'examples_seen': 87664, 'step': 2200, 'algorithm': 'activity_selector'}
{'selected': 0.9699248120300752, 'score': 0.9699248120300752, 'examples_seen': 89632, 'step': 2250, 'algorithm': 'activity_selector'}
{'selected': 0.9345794392523363, 'score': 0.9345794392523363, 'examples_seen': 91616, 'step': 2300, 'algorithm': 'activity_selector'}
{'selected': 0.935251798561151, 'score': 0.935251798561151, 'examples_seen': 93568, 'step': 2350, 'algorithm': 'activity_selector'}
{'selected': 0.9094412331406552, 'score': 0.9094412331406552, 'examples_seen': 95600, 'step': 2400, 'algorithm': 'activity_selector'}
{'selected': 0.97119341563786, 'score': 0.97119341563786, 'examples_seen': 97632, 'step': 2450, 'algorithm': 'activity_selector'}
{'selected': 0.9371196754563895, 'score': 0.9371196754563895, 'examples_seen': 99600, 'step': 2500, 'algorithm': 'activity_selector'}
{'selected': 0.9433962264150944, 'score': 0.9433962264150944, 'examples_seen': 101600, 'step': 2550, 'algorithm': 'activity_selector'}
{'selected': 0.9498069498069499, 'score': 0.9498069498069499, 'examples_seen': 103568, 'step': 2600, 'algorithm': 'activity_selector'}
{'selected': 0.9671532846715328, 'score': 0.9671532846715328, 'examples_seen': 105520, 'step': 2650, 'algorithm': 'activity_selector'}
{'selected': 0.9404990403071017, 'score': 0.9404990403071017, 'examples_seen': 107520, 'step': 2700, 'algorithm': 'activity_selector'}
{'selected': 0.9561904761904761, 'score': 0.9561904761904761, 'examples_seen': 109520, 'step': 2750, 'algorithm': 'activity_selector'}
{'selected': 0.9395711500974661, 'score': 0.9395711500974661, 'examples_seen': 111552, 'step': 2800, 'algorithm': 'activity_selector'}
{'selected': 0.9642184557438795, 'score': 0.9642184557438795, 'examples_seen': 113552, 'step': 2850, 'algorithm': 'activity_selector'}
{'selected': 0.9064748201438849, 'score': 0.9064748201438849, 'examples_seen': 115520, 'step': 2900, 'algorithm': 'activity_selector'}
{'selected': 0.9595375722543352, 'score': 0.9595375722543352, 'examples_seen': 117520, 'step': 2950, 'algorithm': 'activity_selector'}
{'selected': 0.9477477477477478, 'score': 0.9477477477477478, 'examples_seen': 119456, 'step': 3000, 'algorithm': 'activity_selector'}
{'selected': 0.9365671641791045, 'score': 0.9365671641791045, 'examples_seen': 121424, 'step': 3050, 'algorithm': 'activity_selector'}
{'selected': 0.9776876267748479, 'score': 0.9776876267748479, 'examples_seen': 123472, 'step': 3100, 'algorithm': 'activity_selector'}
{'selected': 0.9455252918287936, 'score': 0.9455252918287936, 'examples_seen': 125472, 'step': 3150, 'algorithm': 'activity_selector'}
{'selected': 0.9701492537313432, 'score': 0.9701492537313432, 'examples_seen': 127488, 'step': 3200, 'algorithm': 'activity_selector'}
{'selected': 0.9683794466403162, 'score': 0.9683794466403162, 'examples_seen': 129456, 'step': 3250, 'algorithm': 'activity_selector'}
{'selected': 0.9481765834932822, 'score': 0.9481765834932822, 'examples_seen': 131424, 'step': 3300, 'algorithm': 'activity_selector'}
{'selected': 0.9575289575289575, 'score': 0.9575289575289575, 'examples_seen': 133408, 'step': 3350, 'algorithm': 'activity_selector'}
{'selected': 0.9610894941634242, 'score': 0.9610894941634242, 'examples_seen': 135360, 'step': 3400, 'algorithm': 'activity_selector'}
{'selected': 0.9597069597069596, 'score': 0.9597069597069596, 'examples_seen': 137392, 'step': 3450, 'algorithm': 'activity_selector'}
{'selected': 0.9471544715447154, 'score': 0.9471544715447154, 'examples_seen': 139424, 'step': 3500, 'algorithm': 'activity_selector'}
{'selected': 0.9785575048732942, 'score': 0.9785575048732942, 'examples_seen': 141408, 'step': 3550, 'algorithm': 'activity_selector'}
{'selected': 0.9421157684630739, 'score': 0.9421157684630739, 'examples_seen': 143392, 'step': 3600, 'algorithm': 'activity_selector'}
{'selected': 0.9587426326129665, 'score': 0.9587426326129665, 'examples_seen': 145360, 'step': 3650, 'algorithm': 'activity_selector'}
{'selected': 0.9420849420849421, 'score': 0.9420849420849421, 'examples_seen': 147312, 'step': 3700, 'algorithm': 'activity_selector'}
{'selected': 0.9717514124293786, 'score': 0.9717514124293786, 'examples_seen': 149312, 'step': 3750, 'algorithm': 'activity_selector'}
{'selected': 0.9604743083003953, 'score': 0.9604743083003953, 'examples_seen': 151328, 'step': 3800, 'algorithm': 'activity_selector'}
{'selected': 0.9652650822669104, 'score': 0.9652650822669104, 'examples_seen': 153344, 'step': 3850, 'algorithm': 'activity_selector'}
{'selected': 0.9595375722543352, 'score': 0.9595375722543352, 'examples_seen': 155344, 'step': 3900, 'algorithm': 'activity_selector'}
{'selected': 0.9330855018587362, 'score': 0.9330855018587362, 'examples_seen': 157312, 'step': 3950, 'algorithm': 'activity_selector'}
{'selected': 0.9766536964980544, 'score': 0.9766536964980544, 'examples_seen': 159312, 'step': 4000, 'algorithm': 'activity_selector'}
{'selected': 0.9645669291338582, 'score': 0.9645669291338582, 'examples_seen': 161248, 'step': 4050, 'algorithm': 'activity_selector'}
{'selected': 0.9808429118773947, 'score': 0.9808429118773947, 'examples_seen': 163216, 'step': 4100, 'algorithm': 'activity_selector'}
{'selected': 0.9669902912621359, 'score': 0.9669902912621359, 'examples_seen': 165280, 'step': 4150, 'algorithm': 'activity_selector'}
{'selected': 0.9710982658959537, 'score': 0.9710982658959537, 'examples_seen': 167264, 'step': 4200, 'algorithm': 'activity_selector'}
{'selected': 0.9603024574669187, 'score': 0.9603024574669187, 'examples_seen': 169280, 'step': 4250, 'algorithm': 'activity_selector'}
{'selected': 0.967984934086629, 'score': 0.967984934086629, 'examples_seen': 171248, 'step': 4300, 'algorithm': 'activity_selector'}
{'selected': 0.9456740442655936, 'score': 0.9456740442655936, 'examples_seen': 173216, 'step': 4350, 'algorithm': 'activity_selector'}
{'selected': 0.9711934156378601, 'score': 0.9711934156378601, 'examples_seen': 175232, 'step': 4400, 'algorithm': 'activity_selector'}
{'selected': 0.9761904761904762, 'score': 0.9761904761904762, 'examples_seen': 177168, 'step': 4450, 'algorithm': 'activity_selector'}
{'selected': 0.9659318637274549, 'score': 0.9659318637274549, 'examples_seen': 179216, 'step': 4500, 'algorithm': 'activity_selector'}
{'selected': 0.9751434034416827, 'score': 0.9751434034416827, 'examples_seen': 181232, 'step': 4550, 'algorithm': 'activity_selector'}
{'selected': 0.9467680608365018, 'score': 0.9467680608365018, 'examples_seen': 183216, 'step': 4600, 'algorithm': 'activity_selector'}
{'selected': 0.9653846153846153, 'score': 0.9653846153846153, 'examples_seen': 185200, 'step': 4650, 'algorithm': 'activity_selector'}
{'selected': 0.9782178217821782, 'score': 0.9782178217821782, 'examples_seen': 187168, 'step': 4700, 'algorithm': 'activity_selector'}
{'selected': 0.9563567362428843, 'score': 0.9563567362428843, 'examples_seen': 189136, 'step': 4750, 'algorithm': 'activity_selector'}
{'selected': 0.9487666034155599, 'score': 0.9487666034155599, 'examples_seen': 191120, 'step': 4800, 'algorithm': 'activity_selector'}
{'selected': 0.9736842105263158, 'score': 0.9736842105263158, 'examples_seen': 193136, 'step': 4850, 'algorithm': 'activity_selector'}
{'selected': 0.9512670565302145, 'score': 0.9512670565302145, 'examples_seen': 195152, 'step': 4900, 'algorithm': 'activity_selector'}
{'selected': 0.9763779527559056, 'score': 0.9763779527559056, 'examples_seen': 197152, 'step': 4950, 'algorithm': 'activity_selector'}
{'selected': 0.9606299212598425, 'score': 0.9606299212598425, 'examples_seen': 199120, 'step': 5000, 'algorithm': 'activity_selector'}
{'selected': 0.9553398058252428, 'score': 0.9553398058252428, 'examples_seen': 201120, 'step': 5050, 'algorithm': 'activity_selector'}
{'selected': 0.9847328244274809, 'score': 0.9847328244274809, 'examples_seen': 203072, 'step': 5100, 'algorithm': 'activity_selector'}
{'selected': 0.9686274509803922, 'score': 0.9686274509803922, 'examples_seen': 205024, 'step': 5150, 'algorithm': 'activity_selector'}
{'selected': 0.9698189134808852, 'score': 0.9698189134808852, 'examples_seen': 207088, 'step': 5200, 'algorithm': 'activity_selector'}
{'selected': 0.9457943925233644, 'score': 0.9457943925233644, 'examples_seen': 209072, 'step': 5250, 'algorithm': 'activity_selector'}
{'selected': 0.9722222222222222, 'score': 0.9722222222222222, 'examples_seen': 211088, 'step': 5300, 'algorithm': 'activity_selector'}
{'selected': 0.9708737864077669, 'score': 0.9708737864077669, 'examples_seen': 213072, 'step': 5350, 'algorithm': 'activity_selector'}
{'selected': 0.9652509652509652, 'score': 0.9652509652509652, 'examples_seen': 215024, 'step': 5400, 'algorithm': 'activity_selector'}
{'selected': 0.9484126984126985, 'score': 0.9484126984126985, 'examples_seen': 217024, 'step': 5450, 'algorithm': 'activity_selector'}
{'selected': 0.9707602339181286, 'score': 0.9707602339181286, 'examples_seen': 218960, 'step': 5500, 'algorithm': 'activity_selector'}
{'selected': 0.9446640316205533, 'score': 0.9446640316205533, 'examples_seen': 221008, 'step': 5550, 'algorithm': 'activity_selector'}
{'selected': 0.9713193116634798, 'score': 0.9713193116634798, 'examples_seen': 223024, 'step': 5600, 'algorithm': 'activity_selector'}
{'selected': 0.9707602339181287, 'score': 0.9707602339181287, 'examples_seen': 225008, 'step': 5650, 'algorithm': 'activity_selector'}
{'selected': 0.9380863039399624, 'score': 0.9380863039399624, 'examples_seen': 227008, 'step': 5700, 'algorithm': 'activity_selector'}
{'selected': 0.9351669941060904, 'score': 0.9351669941060904, 'examples_seen': 228960, 'step': 5750, 'algorithm': 'activity_selector'}
{'selected': 0.9618320610687022, 'score': 0.9618320610687022, 'examples_seen': 230928, 'step': 5800, 'algorithm': 'activity_selector'}
{'selected': 0.939334637964775, 'score': 0.939334637964775, 'examples_seen': 232912, 'step': 5850, 'algorithm': 'activity_selector'}
{'selected': 0.9653846153846153, 'score': 0.9653846153846153, 'examples_seen': 234928, 'step': 5900, 'algorithm': 'activity_selector'}
{'selected': 0.9696969696969696, 'score': 0.9696969696969696, 'examples_seen': 236944, 'step': 5950, 'algorithm': 'activity_selector'}
{'selected': 0.9453125, 'score': 0.9453125, 'examples_seen': 238944, 'step': 6000, 'algorithm': 'activity_selector'}
{'selected': 0.965376782077393, 'score': 0.965376782077393, 'examples_seen': 240928, 'step': 6050, 'algorithm': 'activity_selector'}
{'selected': 0.9629629629629629, 'score': 0.9629629629629629, 'examples_seen': 242912, 'step': 6100, 'algorithm': 'activity_selector'}
{'selected': 0.9116465863453814, 'score': 0.9116465863453814, 'examples_seen': 244864, 'step': 6150, 'algorithm': 'activity_selector'}
{'selected': 0.9715370018975332, 'score': 0.9715370018975332, 'examples_seen': 246816, 'step': 6200, 'algorithm': 'activity_selector'}
{'selected': 0.9792843691148777, 'score': 0.9792843691148777, 'examples_seen': 248880, 'step': 6250, 'algorithm': 'activity_selector'}
{'selected': 0.963855421686747, 'score': 0.963855421686747, 'examples_seen': 250880, 'step': 6300, 'algorithm': 'activity_selector'}
{'selected': 0.9809160305343512, 'score': 0.9809160305343512, 'examples_seen': 252880, 'step': 6350, 'algorithm': 'activity_selector'}
{'selected': 0.9262295081967212, 'score': 0.9262295081967212, 'examples_seen': 254864, 'step': 6400, 'algorithm': 'activity_selector'}
{'selected': 0.9613899613899615, 'score': 0.9613899613899615, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'activity_selector'}
{'selected': 0.9824561403508771, 'score': 0.9824561403508771, 'examples_seen': 258816, 'step': 6500, 'algorithm': 'activity_selector'}
{'selected': 0.9515260323159784, 'score': 0.9515260323159784, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'activity_selector'}
{'selected': 0.925531914893617, 'score': 0.925531914893617, 'examples_seen': 262800, 'step': 6600, 'algorithm': 'activity_selector'}
{'selected': 0.9348659003831418, 'score': 0.9348659003831418, 'examples_seen': 264832, 'step': 6650, 'algorithm': 'activity_selector'}
{'selected': 0.9757085020242915, 'score': 0.9757085020242915, 'examples_seen': 266800, 'step': 6700, 'algorithm': 'activity_selector'}
{'selected': 0.9656419529837252, 'score': 0.9656419529837252, 'examples_seen': 268800, 'step': 6750, 'algorithm': 'activity_selector'}
{'selected': 0.9671179883945841, 'score': 0.9671179883945841, 'examples_seen': 270752, 'step': 6800, 'algorithm': 'activity_selector'}
{'selected': 0.9783037475345167, 'score': 0.9783037475345167, 'examples_seen': 272736, 'step': 6850, 'algorithm': 'activity_selector'}
{'selected': 0.9338521400778209, 'score': 0.9338521400778209, 'examples_seen': 274720, 'step': 6900, 'algorithm': 'activity_selector'}
{'selected': 0.9713193116634798, 'score': 0.9713193116634798, 'examples_seen': 276736, 'step': 6950, 'algorithm': 'activity_selector'}
{'selected': 0.9194499017681729, 'score': 0.9194499017681729, 'examples_seen': 278768, 'step': 7000, 'algorithm': 'activity_selector'}
{'selected': 0.959349593495935, 'score': 0.959349593495935, 'examples_seen': 280752, 'step': 7050, 'algorithm': 'activity_selector'}
{'selected': 0.9483747609942639, 'score': 0.9483747609942639, 'examples_seen': 282736, 'step': 7100, 'algorithm': 'activity_selector'}
{'selected': 0.9655172413793104, 'score': 0.9655172413793104, 'examples_seen': 284720, 'step': 7150, 'algorithm': 'activity_selector'}
{'selected': 0.9431818181818181, 'score': 0.9431818181818181, 'examples_seen': 286672, 'step': 7200, 'algorithm': 'activity_selector'}
{'selected': 0.9696969696969696, 'score': 0.9696969696969696, 'examples_seen': 288640, 'step': 7250, 'algorithm': 'activity_selector'}
{'selected': 0.9497206703910613, 'score': 0.9497206703910613, 'examples_seen': 290688, 'step': 7300, 'algorithm': 'activity_selector'}
{'selected': 0.9383177570093457, 'score': 0.9383177570093457, 'examples_seen': 292688, 'step': 7350, 'algorithm': 'activity_selector'}
{'selected': 0.9549180327868853, 'score': 0.9549180327868853, 'examples_seen': 294688, 'step': 7400, 'algorithm': 'activity_selector'}
{'selected': 0.9315589353612167, 'score': 0.9315589353612167, 'examples_seen': 296672, 'step': 7450, 'algorithm': 'activity_selector'}
{'selected': 0.9865125240847784, 'score': 0.9865125240847784, 'examples_seen': 298624, 'step': 7500, 'algorithm': 'activity_selector'}
{'selected': 0.9775051124744376, 'score': 0.9775051124744376, 'examples_seen': 300624, 'step': 7550, 'algorithm': 'activity_selector'}
{'selected': 0.9613899613899615, 'score': 0.9613899613899615, 'examples_seen': 302576, 'step': 7600, 'algorithm': 'activity_selector'}
{'selected': 0.9486652977412731, 'score': 0.9486652977412731, 'examples_seen': 304608, 'step': 7650, 'algorithm': 'activity_selector'}
{'selected': 0.9556451612903225, 'score': 0.9556451612903225, 'examples_seen': 306640, 'step': 7700, 'algorithm': 'activity_selector'}
{'selected': 0.9495327102803738, 'score': 0.9495327102803738, 'examples_seen': 308608, 'step': 7750, 'algorithm': 'activity_selector'}
{'selected': 0.905349794238683, 'score': 0.905349794238683, 'examples_seen': 310608, 'step': 7800, 'algorithm': 'activity_selector'}
{'selected': 0.9716446124763706, 'score': 0.9716446124763706, 'examples_seen': 312576, 'step': 7850, 'algorithm': 'activity_selector'}
{'selected': 0.9844961240310077, 'score': 0.9844961240310077, 'examples_seen': 314528, 'step': 7900, 'algorithm': 'activity_selector'}
{'selected': 0.9766606822262118, 'score': 0.9766606822262118, 'examples_seen': 316528, 'step': 7950, 'algorithm': 'activity_selector'}
{'selected': 0.9753320683111953, 'score': 0.9753320683111953, 'examples_seen': 318528, 'step': 8000, 'algorithm': 'activity_selector'}
{'selected': 0.9606299212598426, 'score': 0.9606299212598426, 'examples_seen': 320560, 'step': 8050, 'algorithm': 'activity_selector'}
{'selected': 0.9753320683111955, 'score': 0.9753320683111955, 'examples_seen': 322544, 'step': 8100, 'algorithm': 'activity_selector'}
{'selected': 0.9647495361781077, 'score': 0.9647495361781077, 'examples_seen': 324528, 'step': 8150, 'algorithm': 'activity_selector'}
{'selected': 0.9678714859437751, 'score': 0.9678714859437751, 'examples_seen': 326528, 'step': 8200, 'algorithm': 'activity_selector'}
{'selected': 0.9216417910447761, 'score': 0.9216417910447761, 'examples_seen': 328464, 'step': 8250, 'algorithm': 'activity_selector'}
{'selected': 0.9725490196078432, 'score': 0.9725490196078432, 'examples_seen': 330432, 'step': 8300, 'algorithm': 'activity_selector'}
{'selected': 0.9287090558766861, 'score': 0.9287090558766861, 'examples_seen': 332480, 'step': 8350, 'algorithm': 'activity_selector'}
{'selected': 0.9631067961165048, 'score': 0.9631067961165048, 'examples_seen': 334480, 'step': 8400, 'algorithm': 'activity_selector'}
{'selected': 0.9841897233201581, 'score': 0.9841897233201581, 'examples_seen': 336480, 'step': 8450, 'algorithm': 'activity_selector'}
{'selected': 0.9455909943714822, 'score': 0.9455909943714822, 'examples_seen': 338464, 'step': 8500, 'algorithm': 'activity_selector'}
{'selected': 0.9855595667870035, 'score': 0.9855595667870035, 'examples_seen': 340432, 'step': 8550, 'algorithm': 'activity_selector'}
{'selected': 0.9869158878504672, 'score': 0.9869158878504672, 'examples_seen': 342416, 'step': 8600, 'algorithm': 'activity_selector'}
{'selected': 0.968503937007874, 'score': 0.968503937007874, 'examples_seen': 344368, 'step': 8650, 'algorithm': 'activity_selector'}
{'selected': 0.9612403100775194, 'score': 0.9612403100775194, 'examples_seen': 346400, 'step': 8700, 'algorithm': 'activity_selector'}
{'selected': 0.9382239382239382, 'score': 0.9382239382239382, 'examples_seen': 348432, 'step': 8750, 'algorithm': 'activity_selector'}
{'selected': 0.956, 'score': 0.956, 'examples_seen': 350416, 'step': 8800, 'algorithm': 'activity_selector'}
{'selected': 0.9727626459143969, 'score': 0.9727626459143969, 'examples_seen': 352400, 'step': 8850, 'algorithm': 'activity_selector'}
{'selected': 0.9197651663405089, 'score': 0.9197651663405089, 'examples_seen': 354368, 'step': 8900, 'algorithm': 'activity_selector'}
{'selected': 0.9551656920077973, 'score': 0.9551656920077973, 'examples_seen': 356320, 'step': 8950, 'algorithm': 'activity_selector'}
{'selected': 0.9666011787819253, 'score': 0.9666011787819253, 'examples_seen': 358320, 'step': 9000, 'algorithm': 'activity_selector'}
{'selected': 0.9846153846153846, 'score': 0.9846153846153846, 'examples_seen': 360320, 'step': 9050, 'algorithm': 'activity_selector'}
{'selected': 0.9695740365111561, 'score': 0.9695740365111561, 'examples_seen': 362352, 'step': 9100, 'algorithm': 'activity_selector'}
{'selected': 0.9333333333333332, 'score': 0.9333333333333332, 'examples_seen': 364352, 'step': 9150, 'algorithm': 'activity_selector'}
{'selected': 0.9704142011834319, 'score': 0.9704142011834319, 'examples_seen': 366320, 'step': 9200, 'algorithm': 'activity_selector'}
{'selected': 0.9479768786127168, 'score': 0.9479768786127168, 'examples_seen': 368320, 'step': 9250, 'algorithm': 'activity_selector'}
{'selected': 0.9847908745247148, 'score': 0.9847908745247148, 'examples_seen': 370272, 'step': 9300, 'algorithm': 'activity_selector'}
{'selected': 0.9771863117870723, 'score': 0.9771863117870723, 'examples_seen': 372240, 'step': 9350, 'algorithm': 'activity_selector'}
{'selected': 0.96875, 'score': 0.96875, 'examples_seen': 374288, 'step': 9400, 'algorithm': 'activity_selector'}
{'selected': 0.9652509652509652, 'score': 0.9652509652509652, 'examples_seen': 376288, 'step': 9450, 'algorithm': 'activity_selector'}
{'selected': 0.9568480300187617, 'score': 0.9568480300187617, 'examples_seen': 378304, 'step': 9500, 'algorithm': 'activity_selector'}
{'selected': 0.942528735632184, 'score': 0.942528735632184, 'examples_seen': 380272, 'step': 9550, 'algorithm': 'activity_selector'}
{'selected': 0.9709864603481624, 'score': 0.9709864603481624, 'examples_seen': 382240, 'step': 9600, 'algorithm': 'activity_selector'}
{'selected': 0.967984934086629, 'score': 0.967984934086629, 'examples_seen': 384224, 'step': 9650, 'algorithm': 'activity_selector'}
{'selected': 0.9582504970178927, 'score': 0.9582504970178927, 'examples_seen': 386176, 'step': 9700, 'algorithm': 'activity_selector'}
{'selected': 0.9656488549618321, 'score': 0.9656488549618321, 'examples_seen': 388224, 'step': 9750, 'algorithm': 'activity_selector'}
{'selected': 0.9886363636363636, 'score': 0.9886363636363636, 'examples_seen': 390240, 'step': 9800, 'algorithm': 'activity_selector'}
{'selected': 0.974757281553398, 'score': 0.974757281553398, 'examples_seen': 392224, 'step': 9850, 'algorithm': 'activity_selector'}
{'selected': 0.9676190476190475, 'score': 0.9676190476190475, 'examples_seen': 394208, 'step': 9900, 'algorithm': 'activity_selector'}
{'selected': 0.9666011787819254, 'score': 0.9666011787819254, 'examples_seen': 396176, 'step': 9950, 'algorithm': 'activity_selector'}
