I0715 14:21:14.358988 134670416983552 run.py:723] (val) algo dag_shortest_paths step 0: {'pi': 0.7294921875, 'score': 0.7294921875, 'examples_seen': 41, 'step': 0, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:21.261548 134670416983552 run.py:723] (val) algo dag_shortest_paths step 1800: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 53184, 'step': 1800, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:23.195718 134670416983552 run.py:723] (val) algo dag_shortest_paths step 1850: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 54647, 'step': 1850, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:25.269953 134670416983552 run.py:723] (val) algo dag_shortest_paths step 1900: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 56137, 'step': 1900, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:27.247295 134670416983552 run.py:723] (val) algo dag_shortest_paths step 1950: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 57579, 'step': 1950, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:29.351957 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2000: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 59052, 'step': 2000, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:31.444900 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2050: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 60546, 'step': 2050, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:33.451889 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2100: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 62078, 'step': 2100, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:35.510092 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2150: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 63592, 'step': 2150, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:37.539535 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2200: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 65104, 'step': 2200, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:39.502582 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2250: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 66566, 'step': 2250, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:41.528968 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2300: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 68031, 'step': 2300, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:43.628508 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2350: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 69496, 'step': 2350, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:45.723636 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2400: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 71015, 'step': 2400, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:47.844910 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2450: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 72509, 'step': 2450, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:49.711596 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2500: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 73971, 'step': 2500, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:51.795690 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2550: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 75467, 'step': 2550, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:53.776060 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2600: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 76917, 'step': 2600, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:55.874659 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2650: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 78404, 'step': 2650, 'algorithm': 'dag_shortest_paths'}
I0715 14:24:57.931255 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2700: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 79832, 'step': 2700, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:00.035585 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2750: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 81327, 'step': 2750, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:02.051448 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2800: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 82863, 'step': 2800, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:04.120685 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2850: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 84372, 'step': 2850, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:06.154208 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2900: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 85879, 'step': 2900, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:08.109147 134670416983552 run.py:723] (val) algo dag_shortest_paths step 2950: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 87331, 'step': 2950, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:10.080598 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3000: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 88769, 'step': 3000, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:12.203577 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3050: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 90218, 'step': 3050, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:14.178737 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3100: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 91724, 'step': 3100, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:16.172152 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3150: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 93220, 'step': 3150, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:18.236147 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3200: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 94712, 'step': 3200, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:20.196567 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3250: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 96145, 'step': 3250, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:22.178969 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3300: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 97596, 'step': 3300, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:24.226377 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3350: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 99061, 'step': 3350, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:26.260658 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3400: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 100536, 'step': 3400, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:28.291764 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3450: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 102066, 'step': 3450, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:30.423092 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3500: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 103583, 'step': 3500, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:32.459829 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3550: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 105048, 'step': 3550, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:34.493784 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3600: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 106538, 'step': 3600, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:36.433046 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3650: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 108022, 'step': 3650, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:38.433383 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3700: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 109477, 'step': 3700, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:40.489513 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3750: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 110944, 'step': 3750, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:42.598556 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3800: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 112449, 'step': 3800, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:44.585028 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3850: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 113930, 'step': 3850, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:46.598309 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3900: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 115395, 'step': 3900, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:48.485325 134670416983552 run.py:723] (val) algo dag_shortest_paths step 3950: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 116840, 'step': 3950, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:50.501616 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4000: {'pi': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 118330, 'step': 4000, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:52.524039 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4050: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 119768, 'step': 4050, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:54.538947 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4100: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 121258, 'step': 4100, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:56.561832 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4150: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 122759, 'step': 4150, 'algorithm': 'dag_shortest_paths'}
I0715 14:25:58.565111 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4200: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 124254, 'step': 4200, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:00.581382 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4250: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 125779, 'step': 4250, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:02.563959 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4300: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 127258, 'step': 4300, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:04.537057 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4350: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 128715, 'step': 4350, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:06.658723 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4400: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 130213, 'step': 4400, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:08.730073 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4450: {'pi': 0.9150390625, 'score': 0.9150390625, 'examples_seen': 131686, 'step': 4450, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:10.727536 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4500: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 133197, 'step': 4500, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:12.830674 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4550: {'pi': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 134690, 'step': 4550, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:14.790351 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4600: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 136172, 'step': 4600, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:16.817096 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4650: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 137676, 'step': 4650, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:18.921121 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4700: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 139137, 'step': 4700, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:20.936378 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4750: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 140557, 'step': 4750, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:23.038383 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4800: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 142019, 'step': 4800, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:25.102168 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4850: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 143490, 'step': 4850, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:27.233494 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4900: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 144990, 'step': 4900, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:29.254923 134670416983552 run.py:723] (val) algo dag_shortest_paths step 4950: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 146484, 'step': 4950, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:31.306030 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5000: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 147967, 'step': 5000, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:33.309814 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5050: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 149444, 'step': 5050, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:35.364303 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5100: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 150917, 'step': 5100, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:37.454933 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5150: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 152383, 'step': 5150, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:39.477060 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5200: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 153880, 'step': 5200, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:41.548014 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5250: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 155407, 'step': 5250, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:43.663319 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5300: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 156895, 'step': 5300, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:45.670564 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5350: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 158393, 'step': 5350, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:47.645148 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5400: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 159884, 'step': 5400, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:49.785968 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5450: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 161363, 'step': 5450, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:51.786074 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5500: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 162788, 'step': 5500, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:53.905890 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5550: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 164309, 'step': 5550, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:55.985353 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5600: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 165815, 'step': 5600, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:57.982279 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5650: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 167332, 'step': 5650, 'algorithm': 'dag_shortest_paths'}
I0715 14:26:59.904142 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5700: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 168816, 'step': 5700, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:01.886153 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5750: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 170296, 'step': 5750, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:03.865752 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5800: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 171765, 'step': 5800, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:05.937520 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5850: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 173252, 'step': 5850, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:08.002113 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5900: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 174721, 'step': 5900, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:09.968670 134670416983552 run.py:723] (val) algo dag_shortest_paths step 5950: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 176176, 'step': 5950, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:11.869004 134670416983552 run.py:723] (val) algo dag_shortest_paths step 6000: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 177649, 'step': 6000, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:13.900372 134670416983552 run.py:723] (val) algo dag_shortest_paths step 6050: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 179133, 'step': 6050, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:15.985625 134670416983552 run.py:723] (val) algo dag_shortest_paths step 6100: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 180622, 'step': 6100, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:17.988657 134670416983552 run.py:723] (val) algo dag_shortest_paths step 6150: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 182076, 'step': 6150, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:20.083127 134670416983552 run.py:723] (val) algo dag_shortest_paths step 6200: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 183579, 'step': 6200, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:22.082325 134670416983552 run.py:723] (val) algo dag_shortest_paths step 6250: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 185114, 'step': 6250, 'algorithm': 'dag_shortest_paths'}
I0715 14:27:24.432477 134670416983552 run.py:723] (val) algo dag_shortest_paths step 6300: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 186595, 'step': 6300, 'algorithm': 'dag_shortest_paths'}
