{'selected': 0.030513176144244102, 'score': 0.030513176144244102, 'examples_seen': 64, 'step': 0, 'algorithm': 'task_scheduling'}
{'selected': 0.9327485380116959, 'score': 0.9327485380116959, 'examples_seen': 47808, 'step': 1200, 'algorithm': 'task_scheduling'}
{'selected': 0.9474452554744526, 'score': 0.9474452554744526, 'examples_seen': 49808, 'step': 1250, 'algorithm': 'task_scheduling'}
{'selected': 0.9351230425055929, 'score': 0.9351230425055929, 'examples_seen': 51760, 'step': 1300, 'algorithm': 'task_scheduling'}
{'selected': 0.9170506912442395, 'score': 0.9170506912442395, 'examples_seen': 53792, 'step': 1350, 'algorithm': 'task_scheduling'}
{'selected': 0.9245421245421246, 'score': 0.9245421245421246, 'examples_seen': 55824, 'step': 1400, 'algorithm': 'task_scheduling'}
{'selected': 0.9316493313521544, 'score': 0.9316493313521544, 'examples_seen': 57792, 'step': 1450, 'algorithm': 'task_scheduling'}
{'selected': 0.9254790631653654, 'score': 0.9254790631653654, 'examples_seen': 59792, 'step': 1500, 'algorithm': 'task_scheduling'}
{'selected': 0.930298719772404, 'score': 0.930298719772404, 'examples_seen': 61744, 'step': 1550, 'algorithm': 'task_scheduling'}
{'selected': 0.9345661450924609, 'score': 0.9345661450924609, 'examples_seen': 63712, 'step': 1600, 'algorithm': 'task_scheduling'}
{'selected': 0.9339887640449438, 'score': 0.9339887640449438, 'examples_seen': 65712, 'step': 1650, 'algorithm': 'task_scheduling'}
{'selected': 0.9284692417739628, 'score': 0.9284692417739628, 'examples_seen': 67712, 'step': 1700, 'algorithm': 'task_scheduling'}
{'selected': 0.9187935034802784, 'score': 0.9187935034802784, 'examples_seen': 69744, 'step': 1750, 'algorithm': 'task_scheduling'}
{'selected': 0.9102362204724409, 'score': 0.9102362204724409, 'examples_seen': 71728, 'step': 1800, 'algorithm': 'task_scheduling'}
{'selected': 0.9502923976608186, 'score': 0.9502923976608186, 'examples_seen': 73712, 'step': 1850, 'algorithm': 'task_scheduling'}
{'selected': 0.9428778018799712, 'score': 0.9428778018799712, 'examples_seen': 75712, 'step': 1900, 'algorithm': 'task_scheduling'}
{'selected': 0.9378127233738385, 'score': 0.9378127233738385, 'examples_seen': 77664, 'step': 1950, 'algorithm': 'task_scheduling'}
{'selected': 0.9209083790133124, 'score': 0.9209083790133124, 'examples_seen': 79632, 'step': 2000, 'algorithm': 'task_scheduling'}
{'selected': 0.9258698940998488, 'score': 0.9258698940998488, 'examples_seen': 81680, 'step': 2050, 'algorithm': 'task_scheduling'}
{'selected': 0.9287833827893175, 'score': 0.9287833827893175, 'examples_seen': 83680, 'step': 2100, 'algorithm': 'task_scheduling'}
{'selected': 0.9350850077279752, 'score': 0.9350850077279752, 'examples_seen': 85680, 'step': 2150, 'algorithm': 'task_scheduling'}
{'selected': 0.9326500732064422, 'score': 0.9326500732064422, 'examples_seen': 87664, 'step': 2200, 'algorithm': 'task_scheduling'}
{'selected': 0.9525959367945823, 'score': 0.9525959367945823, 'examples_seen': 89632, 'step': 2250, 'algorithm': 'task_scheduling'}
{'selected': 0.9399293286219081, 'score': 0.9399293286219081, 'examples_seen': 91616, 'step': 2300, 'algorithm': 'task_scheduling'}
{'selected': 0.9426166794185156, 'score': 0.9426166794185156, 'examples_seen': 93568, 'step': 2350, 'algorithm': 'task_scheduling'}
{'selected': 0.9278206026629291, 'score': 0.9278206026629291, 'examples_seen': 95600, 'step': 2400, 'algorithm': 'task_scheduling'}
{'selected': 0.9045709703287891, 'score': 0.9045709703287891, 'examples_seen': 97632, 'step': 2450, 'algorithm': 'task_scheduling'}
{'selected': 0.9418521177315147, 'score': 0.9418521177315147, 'examples_seen': 99600, 'step': 2500, 'algorithm': 'task_scheduling'}
{'selected': 0.9435114503816794, 'score': 0.9435114503816794, 'examples_seen': 101600, 'step': 2550, 'algorithm': 'task_scheduling'}
{'selected': 0.9366548042704627, 'score': 0.9366548042704627, 'examples_seen': 103568, 'step': 2600, 'algorithm': 'task_scheduling'}
{'selected': 0.9186676994577847, 'score': 0.9186676994577847, 'examples_seen': 105520, 'step': 2650, 'algorithm': 'task_scheduling'}
{'selected': 0.9356223175965666, 'score': 0.9356223175965666, 'examples_seen': 107520, 'step': 2700, 'algorithm': 'task_scheduling'}
{'selected': 0.9537784299339692, 'score': 0.9537784299339692, 'examples_seen': 109520, 'step': 2750, 'algorithm': 'task_scheduling'}
{'selected': 0.9249806651198763, 'score': 0.9249806651198763, 'examples_seen': 111552, 'step': 2800, 'algorithm': 'task_scheduling'}
{'selected': 0.9306184012066365, 'score': 0.9306184012066365, 'examples_seen': 113552, 'step': 2850, 'algorithm': 'task_scheduling'}
{'selected': 0.9496296296296296, 'score': 0.9496296296296296, 'examples_seen': 115520, 'step': 2900, 'algorithm': 'task_scheduling'}
{'selected': 0.9461713419257014, 'score': 0.9461713419257014, 'examples_seen': 117520, 'step': 2950, 'algorithm': 'task_scheduling'}
{'selected': 0.9291217257318952, 'score': 0.9291217257318952, 'examples_seen': 119456, 'step': 3000, 'algorithm': 'task_scheduling'}
{'selected': 0.9523110785033015, 'score': 0.9523110785033015, 'examples_seen': 121424, 'step': 3050, 'algorithm': 'task_scheduling'}
{'selected': 0.9403409090909091, 'score': 0.9403409090909091, 'examples_seen': 123472, 'step': 3100, 'algorithm': 'task_scheduling'}
{'selected': 0.9294369208838203, 'score': 0.9294369208838203, 'examples_seen': 125472, 'step': 3150, 'algorithm': 'task_scheduling'}
{'selected': 0.943952802359882, 'score': 0.943952802359882, 'examples_seen': 127488, 'step': 3200, 'algorithm': 'task_scheduling'}
{'selected': 0.9408327246165084, 'score': 0.9408327246165084, 'examples_seen': 129456, 'step': 3250, 'algorithm': 'task_scheduling'}
{'selected': 0.9487750556792872, 'score': 0.9487750556792872, 'examples_seen': 131424, 'step': 3300, 'algorithm': 'task_scheduling'}
{'selected': 0.9589858314690529, 'score': 0.9589858314690529, 'examples_seen': 133408, 'step': 3350, 'algorithm': 'task_scheduling'}
{'selected': 0.9488304093567252, 'score': 0.9488304093567252, 'examples_seen': 135360, 'step': 3400, 'algorithm': 'task_scheduling'}
{'selected': 0.9447310243183493, 'score': 0.9447310243183493, 'examples_seen': 137392, 'step': 3450, 'algorithm': 'task_scheduling'}
{'selected': 0.9555069292487235, 'score': 0.9555069292487235, 'examples_seen': 139424, 'step': 3500, 'algorithm': 'task_scheduling'}
{'selected': 0.9532163742690059, 'score': 0.9532163742690059, 'examples_seen': 141408, 'step': 3550, 'algorithm': 'task_scheduling'}
{'selected': 0.9336569579288024, 'score': 0.9336569579288024, 'examples_seen': 143392, 'step': 3600, 'algorithm': 'task_scheduling'}
{'selected': 0.9496619083395943, 'score': 0.9496619083395943, 'examples_seen': 145360, 'step': 3650, 'algorithm': 'task_scheduling'}
{'selected': 0.9496619083395944, 'score': 0.9496619083395944, 'examples_seen': 147312, 'step': 3700, 'algorithm': 'task_scheduling'}
{'selected': 0.9367448471926084, 'score': 0.9367448471926084, 'examples_seen': 149312, 'step': 3750, 'algorithm': 'task_scheduling'}
{'selected': 0.944954128440367, 'score': 0.944954128440367, 'examples_seen': 151328, 'step': 3800, 'algorithm': 'task_scheduling'}
{'selected': 0.9489795918367346, 'score': 0.9489795918367346, 'examples_seen': 153344, 'step': 3850, 'algorithm': 'task_scheduling'}
{'selected': 0.9597615499254845, 'score': 0.9597615499254845, 'examples_seen': 155344, 'step': 3900, 'algorithm': 'task_scheduling'}
{'selected': 0.9573170731707317, 'score': 0.9573170731707317, 'examples_seen': 157312, 'step': 3950, 'algorithm': 'task_scheduling'}
{'selected': 0.9468822170900694, 'score': 0.9468822170900694, 'examples_seen': 159312, 'step': 4000, 'algorithm': 'task_scheduling'}
{'selected': 0.9518950437317784, 'score': 0.9518950437317784, 'examples_seen': 161248, 'step': 4050, 'algorithm': 'task_scheduling'}
{'selected': 0.953405017921147, 'score': 0.953405017921147, 'examples_seen': 163216, 'step': 4100, 'algorithm': 'task_scheduling'}
{'selected': 0.9583648750946253, 'score': 0.9583648750946253, 'examples_seen': 165280, 'step': 4150, 'algorithm': 'task_scheduling'}
{'selected': 0.960060286360211, 'score': 0.960060286360211, 'examples_seen': 167264, 'step': 4200, 'algorithm': 'task_scheduling'}
{'selected': 0.9532846715328467, 'score': 0.9532846715328467, 'examples_seen': 169280, 'step': 4250, 'algorithm': 'task_scheduling'}
{'selected': 0.9629068887206661, 'score': 0.9629068887206661, 'examples_seen': 171248, 'step': 4300, 'algorithm': 'task_scheduling'}
{'selected': 0.953229398663697, 'score': 0.953229398663697, 'examples_seen': 173216, 'step': 4350, 'algorithm': 'task_scheduling'}
{'selected': 0.9515885022692889, 'score': 0.9515885022692889, 'examples_seen': 175232, 'step': 4400, 'algorithm': 'task_scheduling'}
{'selected': 0.9464150943396226, 'score': 0.9464150943396226, 'examples_seen': 177168, 'step': 4450, 'algorithm': 'task_scheduling'}
{'selected': 0.9619326500732065, 'score': 0.9619326500732065, 'examples_seen': 179216, 'step': 4500, 'algorithm': 'task_scheduling'}
{'selected': 0.9485352335708629, 'score': 0.9485352335708629, 'examples_seen': 181232, 'step': 4550, 'algorithm': 'task_scheduling'}
{'selected': 0.9508437270726338, 'score': 0.9508437270726338, 'examples_seen': 183216, 'step': 4600, 'algorithm': 'task_scheduling'}
{'selected': 0.9451540195341849, 'score': 0.9451540195341849, 'examples_seen': 185200, 'step': 4650, 'algorithm': 'task_scheduling'}
{'selected': 0.9444444444444445, 'score': 0.9444444444444445, 'examples_seen': 187168, 'step': 4700, 'algorithm': 'task_scheduling'}
{'selected': 0.9423929098966026, 'score': 0.9423929098966026, 'examples_seen': 189136, 'step': 4750, 'algorithm': 'task_scheduling'}
{'selected': 0.9572773352643013, 'score': 0.9572773352643013, 'examples_seen': 191120, 'step': 4800, 'algorithm': 'task_scheduling'}
{'selected': 0.9546783625730995, 'score': 0.9546783625730995, 'examples_seen': 193136, 'step': 4850, 'algorithm': 'task_scheduling'}
{'selected': 0.9419354838709677, 'score': 0.9419354838709677, 'examples_seen': 195152, 'step': 4900, 'algorithm': 'task_scheduling'}
{'selected': 0.9544072948328267, 'score': 0.9544072948328267, 'examples_seen': 197152, 'step': 4950, 'algorithm': 'task_scheduling'}
{'selected': 0.9404388714733544, 'score': 0.9404388714733544, 'examples_seen': 199120, 'step': 5000, 'algorithm': 'task_scheduling'}
{'selected': 0.9639097744360903, 'score': 0.9639097744360903, 'examples_seen': 201120, 'step': 5050, 'algorithm': 'task_scheduling'}
{'selected': 0.9400855920114122, 'score': 0.9400855920114122, 'examples_seen': 203072, 'step': 5100, 'algorithm': 'task_scheduling'}
{'selected': 0.9648991784914116, 'score': 0.9648991784914116, 'examples_seen': 205024, 'step': 5150, 'algorithm': 'task_scheduling'}
{'selected': 0.9503759398496241, 'score': 0.9503759398496241, 'examples_seen': 207088, 'step': 5200, 'algorithm': 'task_scheduling'}
{'selected': 0.9572519083969464, 'score': 0.9572519083969464, 'examples_seen': 209072, 'step': 5250, 'algorithm': 'task_scheduling'}
{'selected': 0.9428571428571428, 'score': 0.9428571428571428, 'examples_seen': 211088, 'step': 5300, 'algorithm': 'task_scheduling'}
{'selected': 0.9510173323285607, 'score': 0.9510173323285607, 'examples_seen': 213072, 'step': 5350, 'algorithm': 'task_scheduling'}
{'selected': 0.9525831564048124, 'score': 0.9525831564048124, 'examples_seen': 215024, 'step': 5400, 'algorithm': 'task_scheduling'}
{'selected': 0.9499263622974963, 'score': 0.9499263622974963, 'examples_seen': 217024, 'step': 5450, 'algorithm': 'task_scheduling'}
{'selected': 0.9501424501424501, 'score': 0.9501424501424501, 'examples_seen': 218960, 'step': 5500, 'algorithm': 'task_scheduling'}
{'selected': 0.951276102088167, 'score': 0.951276102088167, 'examples_seen': 221008, 'step': 5550, 'algorithm': 'task_scheduling'}
{'selected': 0.9616829451540194, 'score': 0.9616829451540194, 'examples_seen': 223024, 'step': 5600, 'algorithm': 'task_scheduling'}
{'selected': 0.9567233384853168, 'score': 0.9567233384853168, 'examples_seen': 225008, 'step': 5650, 'algorithm': 'task_scheduling'}
{'selected': 0.9440905874026894, 'score': 0.9440905874026894, 'examples_seen': 227008, 'step': 5700, 'algorithm': 'task_scheduling'}
{'selected': 0.9540481400437637, 'score': 0.9540481400437637, 'examples_seen': 228960, 'step': 5750, 'algorithm': 'task_scheduling'}
{'selected': 0.9577060931899642, 'score': 0.9577060931899642, 'examples_seen': 230928, 'step': 5800, 'algorithm': 'task_scheduling'}
{'selected': 0.9728915662650602, 'score': 0.9728915662650602, 'examples_seen': 232912, 'step': 5850, 'algorithm': 'task_scheduling'}
{'selected': 0.9494949494949495, 'score': 0.9494949494949495, 'examples_seen': 234928, 'step': 5900, 'algorithm': 'task_scheduling'}
{'selected': 0.9419263456090652, 'score': 0.9419263456090652, 'examples_seen': 236944, 'step': 5950, 'algorithm': 'task_scheduling'}
{'selected': 0.9516616314199396, 'score': 0.9516616314199396, 'examples_seen': 238944, 'step': 6000, 'algorithm': 'task_scheduling'}
{'selected': 0.9570284049526584, 'score': 0.9570284049526584, 'examples_seen': 240928, 'step': 6050, 'algorithm': 'task_scheduling'}
{'selected': 0.9455307262569832, 'score': 0.9455307262569832, 'examples_seen': 242912, 'step': 6100, 'algorithm': 'task_scheduling'}
{'selected': 0.9611721611721611, 'score': 0.9611721611721611, 'examples_seen': 244864, 'step': 6150, 'algorithm': 'task_scheduling'}
{'selected': 0.6647230320699709, 'score': 0.6647230320699709, 'examples_seen': 246816, 'step': 6200, 'algorithm': 'task_scheduling'}
{'selected': 0.9601181683899557, 'score': 0.9601181683899557, 'examples_seen': 248880, 'step': 6250, 'algorithm': 'task_scheduling'}
{'selected': 0.9583648750946253, 'score': 0.9583648750946253, 'examples_seen': 250880, 'step': 6300, 'algorithm': 'task_scheduling'}
{'selected': 0.9500734214390603, 'score': 0.9500734214390603, 'examples_seen': 252880, 'step': 6350, 'algorithm': 'task_scheduling'}
{'selected': 0.9470672389127325, 'score': 0.9470672389127325, 'examples_seen': 254864, 'step': 6400, 'algorithm': 'task_scheduling'}
{'selected': 0.9639249639249639, 'score': 0.9639249639249639, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'task_scheduling'}
{'selected': 0.9446494464944649, 'score': 0.9446494464944649, 'examples_seen': 258816, 'step': 6500, 'algorithm': 'task_scheduling'}
{'selected': 0.9461756373937676, 'score': 0.9461756373937676, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'task_scheduling'}
{'selected': 0.9628008752735229, 'score': 0.9628008752735229, 'examples_seen': 262800, 'step': 6600, 'algorithm': 'task_scheduling'}
{'selected': 0.9520295202952029, 'score': 0.9520295202952029, 'examples_seen': 264832, 'step': 6650, 'algorithm': 'task_scheduling'}
{'selected': 0.9448373408769448, 'score': 0.9448373408769448, 'examples_seen': 266800, 'step': 6700, 'algorithm': 'task_scheduling'}
{'selected': 0.9641255605381166, 'score': 0.9641255605381166, 'examples_seen': 268800, 'step': 6750, 'algorithm': 'task_scheduling'}
{'selected': 0.9557522123893806, 'score': 0.9557522123893806, 'examples_seen': 270752, 'step': 6800, 'algorithm': 'task_scheduling'}
{'selected': 0.9665211062590975, 'score': 0.9665211062590975, 'examples_seen': 272736, 'step': 6850, 'algorithm': 'task_scheduling'}
{'selected': 0.9582448690728945, 'score': 0.9582448690728945, 'examples_seen': 274720, 'step': 6900, 'algorithm': 'task_scheduling'}
{'selected': 0.952449567723343, 'score': 0.952449567723343, 'examples_seen': 276736, 'step': 6950, 'algorithm': 'task_scheduling'}
{'selected': 0.9694258016405667, 'score': 0.9694258016405667, 'examples_seen': 278768, 'step': 7000, 'algorithm': 'task_scheduling'}
{'selected': 0.9518161601186064, 'score': 0.9518161601186064, 'examples_seen': 280752, 'step': 7050, 'algorithm': 'task_scheduling'}
{'selected': 0.9412607449856734, 'score': 0.9412607449856734, 'examples_seen': 282736, 'step': 7100, 'algorithm': 'task_scheduling'}
{'selected': 0.9570284049526584, 'score': 0.9570284049526584, 'examples_seen': 284720, 'step': 7150, 'algorithm': 'task_scheduling'}
{'selected': 0.9489395129615084, 'score': 0.9489395129615084, 'examples_seen': 286672, 'step': 7200, 'algorithm': 'task_scheduling'}
{'selected': 0.9684210526315791, 'score': 0.9684210526315791, 'examples_seen': 288640, 'step': 7250, 'algorithm': 'task_scheduling'}
{'selected': 0.9627421758569299, 'score': 0.9627421758569299, 'examples_seen': 290688, 'step': 7300, 'algorithm': 'task_scheduling'}
{'selected': 0.9540481400437637, 'score': 0.9540481400437637, 'examples_seen': 292688, 'step': 7350, 'algorithm': 'task_scheduling'}
{'selected': 0.9536423841059603, 'score': 0.9536423841059603, 'examples_seen': 294688, 'step': 7400, 'algorithm': 'task_scheduling'}
{'selected': 0.9551800146950772, 'score': 0.9551800146950772, 'examples_seen': 296672, 'step': 7450, 'algorithm': 'task_scheduling'}
{'selected': 0.9703703703703704, 'score': 0.9703703703703704, 'examples_seen': 298624, 'step': 7500, 'algorithm': 'task_scheduling'}
{'selected': 0.9541547277936963, 'score': 0.9541547277936963, 'examples_seen': 300624, 'step': 7550, 'algorithm': 'task_scheduling'}
{'selected': 0.9667953667953667, 'score': 0.9667953667953667, 'examples_seen': 302576, 'step': 7600, 'algorithm': 'task_scheduling'}
{'selected': 0.9680772086117297, 'score': 0.9680772086117297, 'examples_seen': 304608, 'step': 7650, 'algorithm': 'task_scheduling'}
{'selected': 0.9693721286370597, 'score': 0.9693721286370597, 'examples_seen': 306640, 'step': 7700, 'algorithm': 'task_scheduling'}
{'selected': 0.9672505712109672, 'score': 0.9672505712109672, 'examples_seen': 308608, 'step': 7750, 'algorithm': 'task_scheduling'}
{'selected': 0.9715165511932256, 'score': 0.9715165511932256, 'examples_seen': 310608, 'step': 7800, 'algorithm': 'task_scheduling'}
{'selected': 0.9523088569265707, 'score': 0.9523088569265707, 'examples_seen': 312576, 'step': 7850, 'algorithm': 'task_scheduling'}
{'selected': 0.9488840892728582, 'score': 0.9488840892728582, 'examples_seen': 314528, 'step': 7900, 'algorithm': 'task_scheduling'}
{'selected': 0.9546783625730996, 'score': 0.9546783625730996, 'examples_seen': 316528, 'step': 7950, 'algorithm': 'task_scheduling'}
{'selected': 0.9436619718309859, 'score': 0.9436619718309859, 'examples_seen': 318528, 'step': 8000, 'algorithm': 'task_scheduling'}
{'selected': 0.9330484330484331, 'score': 0.9330484330484331, 'examples_seen': 320560, 'step': 8050, 'algorithm': 'task_scheduling'}
{'selected': 0.9667149059334298, 'score': 0.9667149059334298, 'examples_seen': 322544, 'step': 8100, 'algorithm': 'task_scheduling'}
{'selected': 0.9556363636363637, 'score': 0.9556363636363637, 'examples_seen': 324528, 'step': 8150, 'algorithm': 'task_scheduling'}
{'selected': 0.9620449264136329, 'score': 0.9620449264136329, 'examples_seen': 326528, 'step': 8200, 'algorithm': 'task_scheduling'}
{'selected': 0.9546120058565154, 'score': 0.9546120058565154, 'examples_seen': 328464, 'step': 8250, 'algorithm': 'task_scheduling'}
{'selected': 0.9726128793486307, 'score': 0.9726128793486307, 'examples_seen': 330432, 'step': 8300, 'algorithm': 'task_scheduling'}
{'selected': 0.9789473684210526, 'score': 0.9789473684210526, 'examples_seen': 332480, 'step': 8350, 'algorithm': 'task_scheduling'}
{'selected': 0.9630723781388478, 'score': 0.9630723781388478, 'examples_seen': 334480, 'step': 8400, 'algorithm': 'task_scheduling'}
{'selected': 0.9629629629629629, 'score': 0.9629629629629629, 'examples_seen': 336480, 'step': 8450, 'algorithm': 'task_scheduling'}
{'selected': 0.9578713968957872, 'score': 0.9578713968957872, 'examples_seen': 338464, 'step': 8500, 'algorithm': 'task_scheduling'}
{'selected': 0.9649122807017543, 'score': 0.9649122807017543, 'examples_seen': 340432, 'step': 8550, 'algorithm': 'task_scheduling'}
{'selected': 0.963963963963964, 'score': 0.963963963963964, 'examples_seen': 342416, 'step': 8600, 'algorithm': 'task_scheduling'}
{'selected': 0.9554770318021202, 'score': 0.9554770318021202, 'examples_seen': 344368, 'step': 8650, 'algorithm': 'task_scheduling'}
{'selected': 0.9496402877697842, 'score': 0.9496402877697842, 'examples_seen': 346400, 'step': 8700, 'algorithm': 'task_scheduling'}
{'selected': 0.9547445255474453, 'score': 0.9547445255474453, 'examples_seen': 348432, 'step': 8750, 'algorithm': 'task_scheduling'}
{'selected': 0.9641255605381166, 'score': 0.9641255605381166, 'examples_seen': 350416, 'step': 8800, 'algorithm': 'task_scheduling'}
{'selected': 0.9601803155522163, 'score': 0.9601803155522163, 'examples_seen': 352400, 'step': 8850, 'algorithm': 'task_scheduling'}
{'selected': 0.9655172413793103, 'score': 0.9655172413793103, 'examples_seen': 354368, 'step': 8900, 'algorithm': 'task_scheduling'}
{'selected': 0.965166908563135, 'score': 0.965166908563135, 'examples_seen': 356320, 'step': 8950, 'algorithm': 'task_scheduling'}
{'selected': 0.9393290506780871, 'score': 0.9393290506780871, 'examples_seen': 358320, 'step': 9000, 'algorithm': 'task_scheduling'}
{'selected': 0.9482758620689655, 'score': 0.9482758620689655, 'examples_seen': 360320, 'step': 9050, 'algorithm': 'task_scheduling'}
{'selected': 0.9545454545454545, 'score': 0.9545454545454545, 'examples_seen': 362352, 'step': 9100, 'algorithm': 'task_scheduling'}
{'selected': 0.933428775948461, 'score': 0.933428775948461, 'examples_seen': 364352, 'step': 9150, 'algorithm': 'task_scheduling'}
{'selected': 0.9577677224736049, 'score': 0.9577677224736049, 'examples_seen': 366320, 'step': 9200, 'algorithm': 'task_scheduling'}
{'selected': 0.9676425269645609, 'score': 0.9676425269645609, 'examples_seen': 368320, 'step': 9250, 'algorithm': 'task_scheduling'}
{'selected': 0.9567131327953046, 'score': 0.9567131327953046, 'examples_seen': 370272, 'step': 9300, 'algorithm': 'task_scheduling'}
{'selected': 0.9731743666169895, 'score': 0.9731743666169895, 'examples_seen': 372240, 'step': 9350, 'algorithm': 'task_scheduling'}
{'selected': 0.9614285714285715, 'score': 0.9614285714285715, 'examples_seen': 374288, 'step': 9400, 'algorithm': 'task_scheduling'}
{'selected': 0.9565217391304348, 'score': 0.9565217391304348, 'examples_seen': 376288, 'step': 9450, 'algorithm': 'task_scheduling'}
{'selected': 0.9660649819494584, 'score': 0.9660649819494584, 'examples_seen': 378304, 'step': 9500, 'algorithm': 'task_scheduling'}
{'selected': 0.9754601226993865, 'score': 0.9754601226993865, 'examples_seen': 380272, 'step': 9550, 'algorithm': 'task_scheduling'}
{'selected': 0.9562146892655368, 'score': 0.9562146892655368, 'examples_seen': 382240, 'step': 9600, 'algorithm': 'task_scheduling'}
{'selected': 0.9525862068965517, 'score': 0.9525862068965517, 'examples_seen': 384224, 'step': 9650, 'algorithm': 'task_scheduling'}
{'selected': 0.9494661921708185, 'score': 0.9494661921708185, 'examples_seen': 386176, 'step': 9700, 'algorithm': 'task_scheduling'}
{'selected': 0.9431818181818181, 'score': 0.9431818181818181, 'examples_seen': 388224, 'step': 9750, 'algorithm': 'task_scheduling'}
{'selected': 0.9506346967559944, 'score': 0.9506346967559944, 'examples_seen': 390240, 'step': 9800, 'algorithm': 'task_scheduling'}
{'selected': 0.9563350035790981, 'score': 0.9563350035790981, 'examples_seen': 392224, 'step': 9850, 'algorithm': 'task_scheduling'}
{'selected': 0.9545782263878875, 'score': 0.9545782263878875, 'examples_seen': 394208, 'step': 9900, 'algorithm': 'task_scheduling'}
{'selected': 0.9596478356566398, 'score': 0.9596478356566398, 'examples_seen': 396176, 'step': 9950, 'algorithm': 'task_scheduling'}
