{'root': 0.477238321799308, 'score': 0.477238321799308, 'examples_seen': 64, 'step': 0, 'algorithm': 'optimal_bst'}
{'root': 0.8770544982698962, 'score': 0.8770544982698962, 'examples_seen': 49808, 'step': 1250, 'algorithm': 'optimal_bst'}
{'root': 0.9022491349480969, 'score': 0.9022491349480969, 'examples_seen': 51760, 'step': 1300, 'algorithm': 'optimal_bst'}
{'root': 0.9040333044982699, 'score': 0.9040333044982699, 'examples_seen': 53792, 'step': 1350, 'algorithm': 'optimal_bst'}
{'root': 0.8975454152249135, 'score': 0.8975454152249135, 'examples_seen': 55824, 'step': 1400, 'algorithm': 'optimal_bst'}
{'root': 0.8607807093425606, 'score': 0.8607807093425606, 'examples_seen': 57792, 'step': 1450, 'algorithm': 'optimal_bst'}
{'root': 0.8992755190311419, 'score': 0.8992755190311419, 'examples_seen': 59792, 'step': 1500, 'algorithm': 'optimal_bst'}
{'root': 0.8866241349480969, 'score': 0.8866241349480969, 'examples_seen': 61744, 'step': 1550, 'algorithm': 'optimal_bst'}
{'root': 0.8751081314878892, 'score': 0.8751081314878892, 'examples_seen': 63712, 'step': 1600, 'algorithm': 'optimal_bst'}
{'root': 0.9174956747404844, 'score': 0.9174956747404844, 'examples_seen': 65712, 'step': 1650, 'algorithm': 'optimal_bst'}
{'root': 0.8938689446366782, 'score': 0.8938689446366782, 'examples_seen': 67712, 'step': 1700, 'algorithm': 'optimal_bst'}
{'root': 0.9178741349480969, 'score': 0.9178741349480969, 'examples_seen': 69744, 'step': 1750, 'algorithm': 'optimal_bst'}
{'root': 0.8747296712802768, 'score': 0.8747296712802768, 'examples_seen': 71728, 'step': 1800, 'algorithm': 'optimal_bst'}
{'root': 0.9250648788927336, 'score': 0.9250648788927336, 'examples_seen': 73712, 'step': 1850, 'algorithm': 'optimal_bst'}
{'root': 0.9079260380622838, 'score': 0.9079260380622838, 'examples_seen': 75712, 'step': 1900, 'algorithm': 'optimal_bst'}
{'root': 0.9069528546712803, 'score': 0.9069528546712803, 'examples_seen': 77664, 'step': 1950, 'algorithm': 'optimal_bst'}
{'root': 0.9173875432525952, 'score': 0.9173875432525952, 'examples_seen': 79632, 'step': 2000, 'algorithm': 'optimal_bst'}
{'root': 0.8889489619377162, 'score': 0.8889489619377162, 'examples_seen': 81680, 'step': 2050, 'algorithm': 'optimal_bst'}
{'root': 0.9088451557093425, 'score': 0.9088451557093425, 'examples_seen': 83680, 'step': 2100, 'algorithm': 'optimal_bst'}
{'root': 0.8685661764705882, 'score': 0.8685661764705882, 'examples_seen': 85680, 'step': 2150, 'algorithm': 'optimal_bst'}
{'root': 0.891814446366782, 'score': 0.891814446366782, 'examples_seen': 87664, 'step': 2200, 'algorithm': 'optimal_bst'}
{'root': 0.8786224048442907, 'score': 0.8786224048442907, 'examples_seen': 89632, 'step': 2250, 'algorithm': 'optimal_bst'}
{'root': 0.935715830449827, 'score': 0.935715830449827, 'examples_seen': 91616, 'step': 2300, 'algorithm': 'optimal_bst'}
{'root': 0.9131163494809689, 'score': 0.9131163494809689, 'examples_seen': 93568, 'step': 2350, 'algorithm': 'optimal_bst'}
{'root': 0.9126297577854672, 'score': 0.9126297577854672, 'examples_seen': 95600, 'step': 2400, 'algorithm': 'optimal_bst'}
{'root': 0.9133326124567474, 'score': 0.9133326124567474, 'examples_seen': 97632, 'step': 2450, 'algorithm': 'optimal_bst'}
{'root': 0.916955017301038, 'score': 0.916955017301038, 'examples_seen': 99600, 'step': 2500, 'algorithm': 'optimal_bst'}
{'root': 0.918901384083045, 'score': 0.918901384083045, 'examples_seen': 101600, 'step': 2550, 'algorithm': 'optimal_bst'}
{'root': 0.9240376297577855, 'score': 0.9240376297577855, 'examples_seen': 103568, 'step': 2600, 'algorithm': 'optimal_bst'}
{'root': 0.9269031141868512, 'score': 0.9269031141868512, 'examples_seen': 105520, 'step': 2650, 'algorithm': 'optimal_bst'}
{'root': 0.9271734429065744, 'score': 0.9271734429065744, 'examples_seen': 107520, 'step': 2700, 'algorithm': 'optimal_bst'}
{'root': 0.8966803633217993, 'score': 0.8966803633217993, 'examples_seen': 109520, 'step': 2750, 'algorithm': 'optimal_bst'}
{'root': 0.9161440311418685, 'score': 0.9161440311418685, 'examples_seen': 111552, 'step': 2800, 'algorithm': 'optimal_bst'}
{'root': 0.9009515570934256, 'score': 0.9009515570934256, 'examples_seen': 113552, 'step': 2850, 'algorithm': 'optimal_bst'}
{'root': 0.9100886678200693, 'score': 0.9100886678200693, 'examples_seen': 115520, 'step': 2900, 'algorithm': 'optimal_bst'}
{'root': 0.9216046712802768, 'score': 0.9216046712802768, 'examples_seen': 117520, 'step': 2950, 'algorithm': 'optimal_bst'}
{'root': 0.929606401384083, 'score': 0.929606401384083, 'examples_seen': 119456, 'step': 3000, 'algorithm': 'optimal_bst'}
{'root': 0.9352833044982699, 'score': 0.9352833044982699, 'examples_seen': 121424, 'step': 3050, 'algorithm': 'optimal_bst'}
{'root': 0.9312824394463668, 'score': 0.9312824394463668, 'examples_seen': 123472, 'step': 3100, 'algorithm': 'optimal_bst'}
{'root': 0.9413927335640139, 'score': 0.9413927335640139, 'examples_seen': 125472, 'step': 3150, 'algorithm': 'optimal_bst'}
{'root': 0.9171712802768166, 'score': 0.9171712802768166, 'examples_seen': 127488, 'step': 3200, 'algorithm': 'optimal_bst'}
{'root': 0.9426903114186851, 'score': 0.9426903114186851, 'examples_seen': 129456, 'step': 3250, 'algorithm': 'optimal_bst'}
{'root': 0.9391760380622838, 'score': 0.9391760380622838, 'examples_seen': 131424, 'step': 3300, 'algorithm': 'optimal_bst'}
{'root': 0.9266868512110726, 'score': 0.9266868512110726, 'examples_seen': 133408, 'step': 3350, 'algorithm': 'optimal_bst'}
{'root': 0.9366890138408305, 'score': 0.9366890138408305, 'examples_seen': 135360, 'step': 3400, 'algorithm': 'optimal_bst'}
{'root': 0.9393382352941176, 'score': 0.9393382352941176, 'examples_seen': 137392, 'step': 3450, 'algorithm': 'optimal_bst'}
{'root': 0.9464749134948097, 'score': 0.9464749134948097, 'examples_seen': 139424, 'step': 3500, 'algorithm': 'optimal_bst'}
{'root': 0.8868403979238755, 'score': 0.8868403979238755, 'examples_seen': 141408, 'step': 3550, 'algorithm': 'optimal_bst'}
{'root': 0.9508542387543253, 'score': 0.9508542387543253, 'examples_seen': 143392, 'step': 3600, 'algorithm': 'optimal_bst'}
{'root': 0.9346885813148789, 'score': 0.9346885813148789, 'examples_seen': 145360, 'step': 3650, 'algorithm': 'optimal_bst'}
{'root': 0.9305255190311419, 'score': 0.9305255190311419, 'examples_seen': 147312, 'step': 3700, 'algorithm': 'optimal_bst'}
{'root': 0.9396085640138409, 'score': 0.9396085640138409, 'examples_seen': 149312, 'step': 3750, 'algorithm': 'optimal_bst'}
{'root': 0.9198205017301038, 'score': 0.9198205017301038, 'examples_seen': 151328, 'step': 3800, 'algorithm': 'optimal_bst'}
{'root': 0.9338775951557093, 'score': 0.9338775951557093, 'examples_seen': 153344, 'step': 3850, 'algorithm': 'optimal_bst'}
{'root': 0.9416089965397924, 'score': 0.9416089965397924, 'examples_seen': 155344, 'step': 3900, 'algorithm': 'optimal_bst'}
{'root': 0.9360942906574394, 'score': 0.9360942906574394, 'examples_seen': 157312, 'step': 3950, 'algorithm': 'optimal_bst'}
{'root': 0.9410142733564014, 'score': 0.9410142733564014, 'examples_seen': 159312, 'step': 4000, 'algorithm': 'optimal_bst'}
{'root': 0.941825259515571, 'score': 0.941825259515571, 'examples_seen': 161248, 'step': 4050, 'algorithm': 'optimal_bst'}
{'root': 0.9482590830449827, 'score': 0.9482590830449827, 'examples_seen': 163216, 'step': 4100, 'algorithm': 'optimal_bst'}
{'root': 0.9479346885813149, 'score': 0.9479346885813149, 'examples_seen': 165280, 'step': 4150, 'algorithm': 'optimal_bst'}
{'root': 0.9477184256055363, 'score': 0.9477184256055363, 'examples_seen': 167264, 'step': 4200, 'algorithm': 'optimal_bst'}
{'root': 0.9221993944636678, 'score': 0.9221993944636678, 'examples_seen': 169280, 'step': 4250, 'algorithm': 'optimal_bst'}
{'root': 0.9407439446366782, 'score': 0.9407439446366782, 'examples_seen': 171248, 'step': 4300, 'algorithm': 'optimal_bst'}
{'root': 0.9381487889273357, 'score': 0.9381487889273357, 'examples_seen': 173216, 'step': 4350, 'algorithm': 'optimal_bst'}
{'root': 0.9479887543252595, 'score': 0.9479887543252595, 'examples_seen': 175232, 'step': 4400, 'algorithm': 'optimal_bst'}
{'root': 0.9466911764705882, 'score': 0.9466911764705882, 'examples_seen': 177168, 'step': 4450, 'algorithm': 'optimal_bst'}
{'root': 0.9311743079584776, 'score': 0.9311743079584776, 'examples_seen': 179216, 'step': 4500, 'algorithm': 'optimal_bst'}
{'root': 0.9472318339100346, 'score': 0.9472318339100346, 'examples_seen': 181232, 'step': 4550, 'algorithm': 'optimal_bst'}
{'root': 0.9536656574394463, 'score': 0.9536656574394463, 'examples_seen': 183216, 'step': 4600, 'algorithm': 'optimal_bst'}
{'root': 0.9340397923875432, 'score': 0.9340397923875432, 'examples_seen': 185200, 'step': 4650, 'algorithm': 'optimal_bst'}
{'root': 0.9320393598615917, 'score': 0.9320393598615917, 'examples_seen': 187168, 'step': 4700, 'algorithm': 'optimal_bst'}
{'root': 0.940473615916955, 'score': 0.940473615916955, 'examples_seen': 189136, 'step': 4750, 'algorithm': 'optimal_bst'}
{'root': 0.9497188581314879, 'score': 0.9497188581314879, 'examples_seen': 191120, 'step': 4800, 'algorithm': 'optimal_bst'}
{'root': 0.9412305363321799, 'score': 0.9412305363321799, 'examples_seen': 193136, 'step': 4850, 'algorithm': 'optimal_bst'}
{'root': 0.9460964532871973, 'score': 0.9460964532871973, 'examples_seen': 195152, 'step': 4900, 'algorithm': 'optimal_bst'}
{'root': 0.9370134083044983, 'score': 0.9370134083044983, 'examples_seen': 197152, 'step': 4950, 'algorithm': 'optimal_bst'}
{'root': 0.9429065743944637, 'score': 0.9429065743944637, 'examples_seen': 199120, 'step': 5000, 'algorithm': 'optimal_bst'}
{'root': 0.9529087370242214, 'score': 0.9529087370242214, 'examples_seen': 201120, 'step': 5050, 'algorithm': 'optimal_bst'}
{'root': 0.9456639273356401, 'score': 0.9456639273356401, 'examples_seen': 203072, 'step': 5100, 'algorithm': 'optimal_bst'}
{'root': 0.9435012975778547, 'score': 0.9435012975778547, 'examples_seen': 205024, 'step': 5150, 'algorithm': 'optimal_bst'}
{'root': 0.948799740484429, 'score': 0.948799740484429, 'examples_seen': 207088, 'step': 5200, 'algorithm': 'optimal_bst'}
{'root': 0.9489078719723183, 'score': 0.9489078719723183, 'examples_seen': 209072, 'step': 5250, 'algorithm': 'optimal_bst'}
{'root': 0.9382569204152249, 'score': 0.9382569204152249, 'examples_seen': 211088, 'step': 5300, 'algorithm': 'optimal_bst'}
{'root': 0.941825259515571, 'score': 0.941825259515571, 'examples_seen': 213072, 'step': 5350, 'algorithm': 'optimal_bst'}
{'root': 0.9498810553633218, 'score': 0.9498810553633218, 'examples_seen': 215024, 'step': 5400, 'algorithm': 'optimal_bst'}
{'root': 0.9252811418685121, 'score': 0.9252811418685121, 'examples_seen': 217024, 'step': 5450, 'algorithm': 'optimal_bst'}
{'root': 0.9520436851211073, 'score': 0.9520436851211073, 'examples_seen': 218960, 'step': 5500, 'algorithm': 'optimal_bst'}
{'root': 0.9542063148788927, 'score': 0.9542063148788927, 'examples_seen': 221008, 'step': 5550, 'algorithm': 'optimal_bst'}
{'root': 0.9509623702422145, 'score': 0.9509623702422145, 'examples_seen': 223024, 'step': 5600, 'algorithm': 'optimal_bst'}
{'root': 0.9532871972318339, 'score': 0.9532871972318339, 'examples_seen': 225008, 'step': 5650, 'algorithm': 'optimal_bst'}
{'root': 0.9146842560553633, 'score': 0.9146842560553633, 'examples_seen': 227008, 'step': 5700, 'algorithm': 'optimal_bst'}
{'root': 0.9554498269896193, 'score': 0.9554498269896193, 'examples_seen': 228960, 'step': 5750, 'algorithm': 'optimal_bst'}
{'root': 0.9504757785467128, 'score': 0.9504757785467128, 'examples_seen': 230928, 'step': 5800, 'algorithm': 'optimal_bst'}
{'root': 0.9509083044982699, 'score': 0.9509083044982699, 'examples_seen': 232912, 'step': 5850, 'algorithm': 'optimal_bst'}
{'root': 0.9417711937716263, 'score': 0.9417711937716263, 'examples_seen': 234928, 'step': 5900, 'algorithm': 'optimal_bst'}
{'root': 0.9505298442906575, 'score': 0.9505298442906575, 'examples_seen': 236944, 'step': 5950, 'algorithm': 'optimal_bst'}
{'root': 0.9524762110726643, 'score': 0.9524762110726643, 'examples_seen': 238944, 'step': 6000, 'algorithm': 'optimal_bst'}
{'root': 0.9355536332179931, 'score': 0.9355536332179931, 'examples_seen': 240928, 'step': 6050, 'algorithm': 'optimal_bst'}
{'root': 0.9536115916955017, 'score': 0.9536115916955017, 'examples_seen': 242912, 'step': 6100, 'algorithm': 'optimal_bst'}
{'root': 0.9536656574394463, 'score': 0.9536656574394463, 'examples_seen': 244864, 'step': 6150, 'algorithm': 'optimal_bst'}
{'root': 0.9568014705882353, 'score': 0.9568014705882353, 'examples_seen': 246816, 'step': 6200, 'algorithm': 'optimal_bst'}
{'root': 0.9535034602076125, 'score': 0.9535034602076125, 'examples_seen': 248880, 'step': 6250, 'algorithm': 'optimal_bst'}
{'root': 0.930958044982699, 'score': 0.930958044982699, 'examples_seen': 250880, 'step': 6300, 'algorithm': 'optimal_bst'}
{'root': 0.9487456747404844, 'score': 0.9487456747404844, 'examples_seen': 252880, 'step': 6350, 'algorithm': 'optimal_bst'}
{'root': 0.9520977508650519, 'score': 0.9520977508650519, 'examples_seen': 254864, 'step': 6400, 'algorithm': 'optimal_bst'}
{'root': 0.9509623702422145, 'score': 0.9509623702422145, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'optimal_bst'}
{'root': 0.9571799307958477, 'score': 0.9571799307958477, 'examples_seen': 258816, 'step': 6500, 'algorithm': 'optimal_bst'}
{'root': 0.9521518166089965, 'score': 0.9521518166089965, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'optimal_bst'}
{'root': 0.9559904844290658, 'score': 0.9559904844290658, 'examples_seen': 262800, 'step': 6600, 'algorithm': 'optimal_bst'}
{'root': 0.948961937716263, 'score': 0.948961937716263, 'examples_seen': 264832, 'step': 6650, 'algorithm': 'optimal_bst'}
{'root': 0.934364186851211, 'score': 0.934364186851211, 'examples_seen': 266800, 'step': 6700, 'algorithm': 'optimal_bst'}
{'root': 0.9559364186851211, 'score': 0.9559364186851211, 'examples_seen': 268800, 'step': 6750, 'algorithm': 'optimal_bst'}
{'root': 0.9572339965397924, 'score': 0.9572339965397924, 'examples_seen': 270752, 'step': 6800, 'algorithm': 'optimal_bst'}
{'root': 0.947015570934256, 'score': 0.947015570934256, 'examples_seen': 272736, 'step': 6850, 'algorithm': 'optimal_bst'}
{'root': 0.9592884948096886, 'score': 0.9592884948096886, 'examples_seen': 274720, 'step': 6900, 'algorithm': 'optimal_bst'}
{'root': 0.9521518166089965, 'score': 0.9521518166089965, 'examples_seen': 276736, 'step': 6950, 'algorithm': 'optimal_bst'}
{'root': 0.9384191176470589, 'score': 0.9384191176470589, 'examples_seen': 278768, 'step': 7000, 'algorithm': 'optimal_bst'}
{'root': 0.9604238754325259, 'score': 0.9604238754325259, 'examples_seen': 280752, 'step': 7050, 'algorithm': 'optimal_bst'}
{'root': 0.954746972318339, 'score': 0.954746972318339, 'examples_seen': 282736, 'step': 7100, 'algorithm': 'optimal_bst'}
{'root': 0.954746972318339, 'score': 0.954746972318339, 'examples_seen': 284720, 'step': 7150, 'algorithm': 'optimal_bst'}
{'root': 0.9585315743944637, 'score': 0.9585315743944637, 'examples_seen': 286672, 'step': 7200, 'algorithm': 'optimal_bst'}
{'root': 0.9528546712802768, 'score': 0.9528546712802768, 'examples_seen': 288640, 'step': 7250, 'algorithm': 'optimal_bst'}
{'root': 0.9564230103806228, 'score': 0.9564230103806228, 'examples_seen': 290688, 'step': 7300, 'algorithm': 'optimal_bst'}
{'root': 0.9396626297577855, 'score': 0.9396626297577855, 'examples_seen': 292688, 'step': 7350, 'algorithm': 'optimal_bst'}
{'root': 0.950151384083045, 'score': 0.950151384083045, 'examples_seen': 294688, 'step': 7400, 'algorithm': 'optimal_bst'}
{'root': 0.9347426470588235, 'score': 0.9347426470588235, 'examples_seen': 296672, 'step': 7450, 'algorithm': 'optimal_bst'}
{'root': 0.9526924740484429, 'score': 0.9526924740484429, 'examples_seen': 298624, 'step': 7500, 'algorithm': 'optimal_bst'}
{'root': 0.9491241349480969, 'score': 0.9491241349480969, 'examples_seen': 300624, 'step': 7550, 'algorithm': 'optimal_bst'}
{'root': 0.9575043252595156, 'score': 0.9575043252595156, 'examples_seen': 302576, 'step': 7600, 'algorithm': 'optimal_bst'}
{'root': 0.9499351211072664, 'score': 0.9499351211072664, 'examples_seen': 304608, 'step': 7650, 'algorithm': 'optimal_bst'}
{'root': 0.9471237024221453, 'score': 0.9471237024221453, 'examples_seen': 306640, 'step': 7700, 'algorithm': 'optimal_bst'}
{'root': 0.9559364186851211, 'score': 0.9559364186851211, 'examples_seen': 308608, 'step': 7750, 'algorithm': 'optimal_bst'}
{'root': 0.9210099480968859, 'score': 0.9210099480968859, 'examples_seen': 310608, 'step': 7800, 'algorithm': 'optimal_bst'}
{'root': 0.9515570934256056, 'score': 0.9515570934256056, 'examples_seen': 312576, 'step': 7850, 'algorithm': 'optimal_bst'}
{'root': 0.958044982698962, 'score': 0.958044982698962, 'examples_seen': 314528, 'step': 7900, 'algorithm': 'optimal_bst'}
{'root': 0.9554498269896193, 'score': 0.9554498269896193, 'examples_seen': 316528, 'step': 7950, 'algorithm': 'optimal_bst'}
{'root': 0.9621539792387543, 'score': 0.9621539792387543, 'examples_seen': 318528, 'step': 8000, 'algorithm': 'optimal_bst'}
{'root': 0.952530276816609, 'score': 0.952530276816609, 'examples_seen': 320560, 'step': 8050, 'algorithm': 'optimal_bst'}
{'root': 0.9504757785467128, 'score': 0.9504757785467128, 'examples_seen': 322544, 'step': 8100, 'algorithm': 'optimal_bst'}
{'root': 0.9623161764705882, 'score': 0.9623161764705882, 'examples_seen': 324528, 'step': 8150, 'algorithm': 'optimal_bst'}
{'root': 0.9630730968858131, 'score': 0.9630730968858131, 'examples_seen': 326528, 'step': 8200, 'algorithm': 'optimal_bst'}
{'root': 0.9630190311418685, 'score': 0.9630190311418685, 'examples_seen': 328464, 'step': 8250, 'algorithm': 'optimal_bst'}
{'root': 0.954746972318339, 'score': 0.954746972318339, 'examples_seen': 330432, 'step': 8300, 'algorithm': 'optimal_bst'}
{'root': 0.9555579584775087, 'score': 0.9555579584775087, 'examples_seen': 332480, 'step': 8350, 'algorithm': 'optimal_bst'}
{'root': 0.9433391003460208, 'score': 0.9433391003460208, 'examples_seen': 334480, 'step': 8400, 'algorithm': 'optimal_bst'}
{'root': 0.9597750865051903, 'score': 0.9597750865051903, 'examples_seen': 336480, 'step': 8450, 'algorithm': 'optimal_bst'}
{'root': 0.9464749134948097, 'score': 0.9464749134948097, 'examples_seen': 338464, 'step': 8500, 'algorithm': 'optimal_bst'}
{'root': 0.9481509515570934, 'score': 0.9481509515570934, 'examples_seen': 340432, 'step': 8550, 'algorithm': 'optimal_bst'}
{'root': 0.9477184256055363, 'score': 0.9477184256055363, 'examples_seen': 342416, 'step': 8600, 'algorithm': 'optimal_bst'}
{'root': 0.9598291522491349, 'score': 0.9598291522491349, 'examples_seen': 344368, 'step': 8650, 'algorithm': 'optimal_bst'}
{'root': 0.9587478373702422, 'score': 0.9587478373702422, 'examples_seen': 346400, 'step': 8700, 'algorithm': 'optimal_bst'}
{'root': 0.9597210207612457, 'score': 0.9597210207612457, 'examples_seen': 348432, 'step': 8750, 'algorithm': 'optimal_bst'}
{'root': 0.9576665224913494, 'score': 0.9576665224913494, 'examples_seen': 350416, 'step': 8800, 'algorithm': 'optimal_bst'}
{'root': 0.9502054498269896, 'score': 0.9502054498269896, 'examples_seen': 352400, 'step': 8850, 'algorithm': 'optimal_bst'}
{'root': 0.9478806228373703, 'score': 0.9478806228373703, 'examples_seen': 354368, 'step': 8900, 'algorithm': 'optimal_bst'}
{'root': 0.9575043252595156, 'score': 0.9575043252595156, 'examples_seen': 356320, 'step': 8950, 'algorithm': 'optimal_bst'}
{'root': 0.9632893598615917, 'score': 0.9632893598615917, 'examples_seen': 358320, 'step': 9000, 'algorithm': 'optimal_bst'}
{'root': 0.9542063148788927, 'score': 0.9542063148788927, 'examples_seen': 360320, 'step': 9050, 'algorithm': 'optimal_bst'}
{'root': 0.9433931660899654, 'score': 0.9433931660899654, 'examples_seen': 362352, 'step': 9100, 'algorithm': 'optimal_bst'}
{'root': 0.9558282871972318, 'score': 0.9558282871972318, 'examples_seen': 364352, 'step': 9150, 'algorithm': 'optimal_bst'}
{'root': 0.9555579584775087, 'score': 0.9555579584775087, 'examples_seen': 366320, 'step': 9200, 'algorithm': 'optimal_bst'}
{'root': 0.9555038927335641, 'score': 0.9555038927335641, 'examples_seen': 368320, 'step': 9250, 'algorithm': 'optimal_bst'}
{'root': 0.962640570934256, 'score': 0.962640570934256, 'examples_seen': 370272, 'step': 9300, 'algorithm': 'optimal_bst'}
{'root': 0.9528546712802768, 'score': 0.9528546712802768, 'examples_seen': 372240, 'step': 9350, 'algorithm': 'optimal_bst'}
{'root': 0.9600994809688581, 'score': 0.9600994809688581, 'examples_seen': 374288, 'step': 9400, 'algorithm': 'optimal_bst'}
{'root': 0.9452854671280276, 'score': 0.9452854671280276, 'examples_seen': 376288, 'step': 9450, 'algorithm': 'optimal_bst'}
{'root': 0.9505298442906575, 'score': 0.9505298442906575, 'examples_seen': 378304, 'step': 9500, 'algorithm': 'optimal_bst'}
{'root': 0.9264705882352942, 'score': 0.9264705882352942, 'examples_seen': 380272, 'step': 9550, 'algorithm': 'optimal_bst'}
{'root': 0.9558282871972318, 'score': 0.9558282871972318, 'examples_seen': 382240, 'step': 9600, 'algorithm': 'optimal_bst'}
{'root': 0.9591803633217993, 'score': 0.9591803633217993, 'examples_seen': 384224, 'step': 9650, 'algorithm': 'optimal_bst'}
{'root': 0.956693339100346, 'score': 0.956693339100346, 'examples_seen': 386176, 'step': 9700, 'algorithm': 'optimal_bst'}
{'root': 0.9492863321799307, 'score': 0.9492863321799307, 'examples_seen': 388224, 'step': 9750, 'algorithm': 'optimal_bst'}
{'root': 0.9597210207612457, 'score': 0.9597210207612457, 'examples_seen': 390240, 'step': 9800, 'algorithm': 'optimal_bst'}
{'root': 0.9602076124567474, 'score': 0.9602076124567474, 'examples_seen': 392224, 'step': 9850, 'algorithm': 'optimal_bst'}
{'root': 0.957882785467128, 'score': 0.957882785467128, 'examples_seen': 394208, 'step': 9900, 'algorithm': 'optimal_bst'}
{'root': 0.945231401384083, 'score': 0.945231401384083, 'examples_seen': 396176, 'step': 9950, 'algorithm': 'optimal_bst'}
