{'match': 0.032958984375, 'score': 0.032958984375, 'examples_seen': 15, 'step': 0, 'algorithm': 'kmp_matcher'}
{'match': 0.8251953125, 'score': 0.8251953125, 'examples_seen': 14360, 'step': 850, 'algorithm': 'kmp_matcher'}
{'match': 0.78125, 'score': 0.78125, 'examples_seen': 15200, 'step': 900, 'algorithm': 'kmp_matcher'}
{'match': 0.71826171875, 'score': 0.71826171875, 'examples_seen': 16031, 'step': 950, 'algorithm': 'kmp_matcher'}
{'match': 0.829833984375, 'score': 0.829833984375, 'examples_seen': 16877, 'step': 1000, 'algorithm': 'kmp_matcher'}
{'match': 0.732421875, 'score': 0.732421875, 'examples_seen': 17719, 'step': 1050, 'algorithm': 'kmp_matcher'}
{'match': 0.81787109375, 'score': 0.81787109375, 'examples_seen': 18561, 'step': 1100, 'algorithm': 'kmp_matcher'}
{'match': 0.86083984375, 'score': 0.86083984375, 'examples_seen': 19420, 'step': 1150, 'algorithm': 'kmp_matcher'}
{'match': 0.794189453125, 'score': 0.794189453125, 'examples_seen': 20257, 'step': 1200, 'algorithm': 'kmp_matcher'}
{'match': 0.86669921875, 'score': 0.86669921875, 'examples_seen': 21105, 'step': 1250, 'algorithm': 'kmp_matcher'}
{'match': 0.872314453125, 'score': 0.872314453125, 'examples_seen': 21944, 'step': 1300, 'algorithm': 'kmp_matcher'}
{'match': 0.86279296875, 'score': 0.86279296875, 'examples_seen': 22800, 'step': 1350, 'algorithm': 'kmp_matcher'}
{'match': 0.962646484375, 'score': 0.962646484375, 'examples_seen': 23642, 'step': 1400, 'algorithm': 'kmp_matcher'}
{'match': 0.888671875, 'score': 0.888671875, 'examples_seen': 24494, 'step': 1450, 'algorithm': 'kmp_matcher'}
{'match': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 25334, 'step': 1500, 'algorithm': 'kmp_matcher'}
{'match': 0.91796875, 'score': 0.91796875, 'examples_seen': 26173, 'step': 1550, 'algorithm': 'kmp_matcher'}
{'match': 0.891845703125, 'score': 0.891845703125, 'examples_seen': 27021, 'step': 1600, 'algorithm': 'kmp_matcher'}
{'match': 0.8837890625, 'score': 0.8837890625, 'examples_seen': 27864, 'step': 1650, 'algorithm': 'kmp_matcher'}
{'match': 0.88720703125, 'score': 0.88720703125, 'examples_seen': 28701, 'step': 1700, 'algorithm': 'kmp_matcher'}
{'match': 0.911865234375, 'score': 0.911865234375, 'examples_seen': 29542, 'step': 1750, 'algorithm': 'kmp_matcher'}
{'match': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 30375, 'step': 1800, 'algorithm': 'kmp_matcher'}
{'match': 0.964599609375, 'score': 0.964599609375, 'examples_seen': 31226, 'step': 1850, 'algorithm': 'kmp_matcher'}
{'match': 0.951416015625, 'score': 0.951416015625, 'examples_seen': 32069, 'step': 1900, 'algorithm': 'kmp_matcher'}
{'match': 0.905029296875, 'score': 0.905029296875, 'examples_seen': 32914, 'step': 1950, 'algorithm': 'kmp_matcher'}
{'match': 0.921142578125, 'score': 0.921142578125, 'examples_seen': 33752, 'step': 2000, 'algorithm': 'kmp_matcher'}
{'match': 0.968017578125, 'score': 0.968017578125, 'examples_seen': 34598, 'step': 2050, 'algorithm': 'kmp_matcher'}
{'match': 0.926025390625, 'score': 0.926025390625, 'examples_seen': 35446, 'step': 2100, 'algorithm': 'kmp_matcher'}
{'match': 0.970458984375, 'score': 0.970458984375, 'examples_seen': 36280, 'step': 2150, 'algorithm': 'kmp_matcher'}
{'match': 0.930419921875, 'score': 0.930419921875, 'examples_seen': 37130, 'step': 2200, 'algorithm': 'kmp_matcher'}
{'match': 0.93359375, 'score': 0.93359375, 'examples_seen': 37970, 'step': 2250, 'algorithm': 'kmp_matcher'}
{'match': 0.960693359375, 'score': 0.960693359375, 'examples_seen': 38807, 'step': 2300, 'algorithm': 'kmp_matcher'}
{'match': 0.945556640625, 'score': 0.945556640625, 'examples_seen': 39662, 'step': 2350, 'algorithm': 'kmp_matcher'}
{'match': 0.966796875, 'score': 0.966796875, 'examples_seen': 40496, 'step': 2400, 'algorithm': 'kmp_matcher'}
{'match': 0.96142578125, 'score': 0.96142578125, 'examples_seen': 41335, 'step': 2450, 'algorithm': 'kmp_matcher'}
{'match': 0.961181640625, 'score': 0.961181640625, 'examples_seen': 42168, 'step': 2500, 'algorithm': 'kmp_matcher'}
{'match': 0.849365234375, 'score': 0.849365234375, 'examples_seen': 43016, 'step': 2550, 'algorithm': 'kmp_matcher'}
{'match': 0.92333984375, 'score': 0.92333984375, 'examples_seen': 43857, 'step': 2600, 'algorithm': 'kmp_matcher'}
{'match': 0.955322265625, 'score': 0.955322265625, 'examples_seen': 44700, 'step': 2650, 'algorithm': 'kmp_matcher'}
{'match': 0.83935546875, 'score': 0.83935546875, 'examples_seen': 45549, 'step': 2700, 'algorithm': 'kmp_matcher'}
{'match': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 46395, 'step': 2750, 'algorithm': 'kmp_matcher'}
{'match': 0.953369140625, 'score': 0.953369140625, 'examples_seen': 47240, 'step': 2800, 'algorithm': 'kmp_matcher'}
{'match': 0.93994140625, 'score': 0.93994140625, 'examples_seen': 48079, 'step': 2850, 'algorithm': 'kmp_matcher'}
{'match': 0.924072265625, 'score': 0.924072265625, 'examples_seen': 48930, 'step': 2900, 'algorithm': 'kmp_matcher'}
{'match': 0.985107421875, 'score': 0.985107421875, 'examples_seen': 49769, 'step': 2950, 'algorithm': 'kmp_matcher'}
{'match': 0.967041015625, 'score': 0.967041015625, 'examples_seen': 50618, 'step': 3000, 'algorithm': 'kmp_matcher'}
{'match': 0.938232421875, 'score': 0.938232421875, 'examples_seen': 51445, 'step': 3050, 'algorithm': 'kmp_matcher'}
{'match': 0.994384765625, 'score': 0.994384765625, 'examples_seen': 52292, 'step': 3100, 'algorithm': 'kmp_matcher'}
{'match': 0.956298828125, 'score': 0.956298828125, 'examples_seen': 53143, 'step': 3150, 'algorithm': 'kmp_matcher'}
{'match': 0.96337890625, 'score': 0.96337890625, 'examples_seen': 53984, 'step': 3200, 'algorithm': 'kmp_matcher'}
{'match': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 54836, 'step': 3250, 'algorithm': 'kmp_matcher'}
{'match': 0.94287109375, 'score': 0.94287109375, 'examples_seen': 55677, 'step': 3300, 'algorithm': 'kmp_matcher'}
{'match': 0.947998046875, 'score': 0.947998046875, 'examples_seen': 56525, 'step': 3350, 'algorithm': 'kmp_matcher'}
{'match': 0.928955078125, 'score': 0.928955078125, 'examples_seen': 57384, 'step': 3400, 'algorithm': 'kmp_matcher'}
{'match': 0.938720703125, 'score': 0.938720703125, 'examples_seen': 58253, 'step': 3450, 'algorithm': 'kmp_matcher'}
{'match': 0.907470703125, 'score': 0.907470703125, 'examples_seen': 59103, 'step': 3500, 'algorithm': 'kmp_matcher'}
{'match': 0.941650390625, 'score': 0.941650390625, 'examples_seen': 59943, 'step': 3550, 'algorithm': 'kmp_matcher'}
{'match': 0.953857421875, 'score': 0.953857421875, 'examples_seen': 60789, 'step': 3600, 'algorithm': 'kmp_matcher'}
{'match': 0.956298828125, 'score': 0.956298828125, 'examples_seen': 61627, 'step': 3650, 'algorithm': 'kmp_matcher'}
{'match': 0.95751953125, 'score': 0.95751953125, 'examples_seen': 62469, 'step': 3700, 'algorithm': 'kmp_matcher'}
{'match': 0.931884765625, 'score': 0.931884765625, 'examples_seen': 63306, 'step': 3750, 'algorithm': 'kmp_matcher'}
{'match': 0.98388671875, 'score': 0.98388671875, 'examples_seen': 64149, 'step': 3800, 'algorithm': 'kmp_matcher'}
{'match': 0.84521484375, 'score': 0.84521484375, 'examples_seen': 65000, 'step': 3850, 'algorithm': 'kmp_matcher'}
{'match': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 65853, 'step': 3900, 'algorithm': 'kmp_matcher'}
{'match': 0.86767578125, 'score': 0.86767578125, 'examples_seen': 66681, 'step': 3950, 'algorithm': 'kmp_matcher'}
{'match': 0.91943359375, 'score': 0.91943359375, 'examples_seen': 67505, 'step': 4000, 'algorithm': 'kmp_matcher'}
{'match': 0.86865234375, 'score': 0.86865234375, 'examples_seen': 68348, 'step': 4050, 'algorithm': 'kmp_matcher'}
{'match': 0.88916015625, 'score': 0.88916015625, 'examples_seen': 69198, 'step': 4100, 'algorithm': 'kmp_matcher'}
{'match': 0.874755859375, 'score': 0.874755859375, 'examples_seen': 70036, 'step': 4150, 'algorithm': 'kmp_matcher'}
{'match': 0.806640625, 'score': 0.806640625, 'examples_seen': 70881, 'step': 4200, 'algorithm': 'kmp_matcher'}
{'match': 0.811279296875, 'score': 0.811279296875, 'examples_seen': 71723, 'step': 4250, 'algorithm': 'kmp_matcher'}
{'match': 0.906494140625, 'score': 0.906494140625, 'examples_seen': 72559, 'step': 4300, 'algorithm': 'kmp_matcher'}
{'match': 0.764404296875, 'score': 0.764404296875, 'examples_seen': 73393, 'step': 4350, 'algorithm': 'kmp_matcher'}
{'match': 0.928955078125, 'score': 0.928955078125, 'examples_seen': 74241, 'step': 4400, 'algorithm': 'kmp_matcher'}
{'match': 0.94873046875, 'score': 0.94873046875, 'examples_seen': 75087, 'step': 4450, 'algorithm': 'kmp_matcher'}
{'match': 0.86962890625, 'score': 0.86962890625, 'examples_seen': 75932, 'step': 4500, 'algorithm': 'kmp_matcher'}
{'match': 0.932861328125, 'score': 0.932861328125, 'examples_seen': 76785, 'step': 4550, 'algorithm': 'kmp_matcher'}
{'match': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 77637, 'step': 4600, 'algorithm': 'kmp_matcher'}
{'match': 0.94775390625, 'score': 0.94775390625, 'examples_seen': 78473, 'step': 4650, 'algorithm': 'kmp_matcher'}
{'match': 0.94921875, 'score': 0.94921875, 'examples_seen': 79325, 'step': 4700, 'algorithm': 'kmp_matcher'}
{'match': 0.940673828125, 'score': 0.940673828125, 'examples_seen': 80163, 'step': 4750, 'algorithm': 'kmp_matcher'}
{'match': 0.87744140625, 'score': 0.87744140625, 'examples_seen': 81011, 'step': 4800, 'algorithm': 'kmp_matcher'}
{'match': 0.87109375, 'score': 0.87109375, 'examples_seen': 81862, 'step': 4850, 'algorithm': 'kmp_matcher'}
{'match': 0.89404296875, 'score': 0.89404296875, 'examples_seen': 82704, 'step': 4900, 'algorithm': 'kmp_matcher'}
{'match': 0.93994140625, 'score': 0.93994140625, 'examples_seen': 83547, 'step': 4950, 'algorithm': 'kmp_matcher'}
{'match': 0.908203125, 'score': 0.908203125, 'examples_seen': 84383, 'step': 5000, 'algorithm': 'kmp_matcher'}
{'match': 0.8115234375, 'score': 0.8115234375, 'examples_seen': 85229, 'step': 5050, 'algorithm': 'kmp_matcher'}
{'match': 0.759033203125, 'score': 0.759033203125, 'examples_seen': 86072, 'step': 5100, 'algorithm': 'kmp_matcher'}
{'match': 0.884765625, 'score': 0.884765625, 'examples_seen': 86907, 'step': 5150, 'algorithm': 'kmp_matcher'}
{'match': 0.80517578125, 'score': 0.80517578125, 'examples_seen': 87761, 'step': 5200, 'algorithm': 'kmp_matcher'}
{'match': 0.917236328125, 'score': 0.917236328125, 'examples_seen': 88606, 'step': 5250, 'algorithm': 'kmp_matcher'}
{'match': 0.91455078125, 'score': 0.91455078125, 'examples_seen': 89449, 'step': 5300, 'algorithm': 'kmp_matcher'}
{'match': 0.885498046875, 'score': 0.885498046875, 'examples_seen': 90305, 'step': 5350, 'algorithm': 'kmp_matcher'}
{'match': 0.8447265625, 'score': 0.8447265625, 'examples_seen': 91146, 'step': 5400, 'algorithm': 'kmp_matcher'}
{'match': 0.858642578125, 'score': 0.858642578125, 'examples_seen': 91994, 'step': 5450, 'algorithm': 'kmp_matcher'}
{'match': 0.87548828125, 'score': 0.87548828125, 'examples_seen': 92844, 'step': 5500, 'algorithm': 'kmp_matcher'}
{'match': 0.873291015625, 'score': 0.873291015625, 'examples_seen': 93696, 'step': 5550, 'algorithm': 'kmp_matcher'}
{'match': 0.881591796875, 'score': 0.881591796875, 'examples_seen': 94530, 'step': 5600, 'algorithm': 'kmp_matcher'}
{'match': 0.914306640625, 'score': 0.914306640625, 'examples_seen': 95379, 'step': 5650, 'algorithm': 'kmp_matcher'}
{'match': 0.917236328125, 'score': 0.917236328125, 'examples_seen': 96214, 'step': 5700, 'algorithm': 'kmp_matcher'}
{'match': 0.82861328125, 'score': 0.82861328125, 'examples_seen': 97058, 'step': 5750, 'algorithm': 'kmp_matcher'}
{'match': 0.876708984375, 'score': 0.876708984375, 'examples_seen': 97918, 'step': 5800, 'algorithm': 'kmp_matcher'}
{'match': 0.80859375, 'score': 0.80859375, 'examples_seen': 98776, 'step': 5850, 'algorithm': 'kmp_matcher'}
{'match': 0.920654296875, 'score': 0.920654296875, 'examples_seen': 99617, 'step': 5900, 'algorithm': 'kmp_matcher'}
{'match': 0.9130859375, 'score': 0.9130859375, 'examples_seen': 100462, 'step': 5950, 'algorithm': 'kmp_matcher'}
{'match': 0.831298828125, 'score': 0.831298828125, 'examples_seen': 101316, 'step': 6000, 'algorithm': 'kmp_matcher'}
{'match': 0.86767578125, 'score': 0.86767578125, 'examples_seen': 102158, 'step': 6050, 'algorithm': 'kmp_matcher'}
{'match': 0.757080078125, 'score': 0.757080078125, 'examples_seen': 103004, 'step': 6100, 'algorithm': 'kmp_matcher'}
{'match': 0.850341796875, 'score': 0.850341796875, 'examples_seen': 103852, 'step': 6150, 'algorithm': 'kmp_matcher'}
{'match': 0.817626953125, 'score': 0.817626953125, 'examples_seen': 104697, 'step': 6200, 'algorithm': 'kmp_matcher'}
{'match': 0.883544921875, 'score': 0.883544921875, 'examples_seen': 105544, 'step': 6250, 'algorithm': 'kmp_matcher'}
{'match': 0.867919921875, 'score': 0.867919921875, 'examples_seen': 106382, 'step': 6300, 'algorithm': 'kmp_matcher'}
{'match': 0.840576171875, 'score': 0.840576171875, 'examples_seen': 107237, 'step': 6350, 'algorithm': 'kmp_matcher'}
{'match': 0.930419921875, 'score': 0.930419921875, 'examples_seen': 108076, 'step': 6400, 'algorithm': 'kmp_matcher'}
{'match': 0.936279296875, 'score': 0.936279296875, 'examples_seen': 108929, 'step': 6450, 'algorithm': 'kmp_matcher'}
{'match': 0.919921875, 'score': 0.919921875, 'examples_seen': 109776, 'step': 6500, 'algorithm': 'kmp_matcher'}
{'match': 0.81982421875, 'score': 0.81982421875, 'examples_seen': 110609, 'step': 6550, 'algorithm': 'kmp_matcher'}
{'match': 0.898681640625, 'score': 0.898681640625, 'examples_seen': 111445, 'step': 6600, 'algorithm': 'kmp_matcher'}
{'match': 0.76171875, 'score': 0.76171875, 'examples_seen': 112294, 'step': 6650, 'algorithm': 'kmp_matcher'}
{'match': 0.869384765625, 'score': 0.869384765625, 'examples_seen': 113136, 'step': 6700, 'algorithm': 'kmp_matcher'}
{'match': 0.8017578125, 'score': 0.8017578125, 'examples_seen': 113994, 'step': 6750, 'algorithm': 'kmp_matcher'}
{'match': 0.838134765625, 'score': 0.838134765625, 'examples_seen': 114832, 'step': 6800, 'algorithm': 'kmp_matcher'}
{'match': 0.72802734375, 'score': 0.72802734375, 'examples_seen': 115679, 'step': 6850, 'algorithm': 'kmp_matcher'}
{'match': 0.92919921875, 'score': 0.92919921875, 'examples_seen': 116517, 'step': 6900, 'algorithm': 'kmp_matcher'}
{'match': 0.885498046875, 'score': 0.885498046875, 'examples_seen': 117358, 'step': 6950, 'algorithm': 'kmp_matcher'}
{'match': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 118196, 'step': 7000, 'algorithm': 'kmp_matcher'}
{'match': 0.8125, 'score': 0.8125, 'examples_seen': 119054, 'step': 7050, 'algorithm': 'kmp_matcher'}
{'match': 0.710205078125, 'score': 0.710205078125, 'examples_seen': 119905, 'step': 7100, 'algorithm': 'kmp_matcher'}
{'match': 0.762939453125, 'score': 0.762939453125, 'examples_seen': 120751, 'step': 7150, 'algorithm': 'kmp_matcher'}
{'match': 0.887451171875, 'score': 0.887451171875, 'examples_seen': 121588, 'step': 7200, 'algorithm': 'kmp_matcher'}
{'match': 0.856689453125, 'score': 0.856689453125, 'examples_seen': 122447, 'step': 7250, 'algorithm': 'kmp_matcher'}
{'match': 0.77783203125, 'score': 0.77783203125, 'examples_seen': 123287, 'step': 7300, 'algorithm': 'kmp_matcher'}
{'match': 0.784912109375, 'score': 0.784912109375, 'examples_seen': 124134, 'step': 7350, 'algorithm': 'kmp_matcher'}
{'match': 0.82763671875, 'score': 0.82763671875, 'examples_seen': 124977, 'step': 7400, 'algorithm': 'kmp_matcher'}
{'match': 0.715576171875, 'score': 0.715576171875, 'examples_seen': 125808, 'step': 7450, 'algorithm': 'kmp_matcher'}
{'match': 0.872802734375, 'score': 0.872802734375, 'examples_seen': 126651, 'step': 7500, 'algorithm': 'kmp_matcher'}
{'match': 0.8828125, 'score': 0.8828125, 'examples_seen': 127507, 'step': 7550, 'algorithm': 'kmp_matcher'}
{'match': 0.953369140625, 'score': 0.953369140625, 'examples_seen': 128343, 'step': 7600, 'algorithm': 'kmp_matcher'}
{'match': 0.81591796875, 'score': 0.81591796875, 'examples_seen': 129198, 'step': 7650, 'algorithm': 'kmp_matcher'}
{'match': 0.840087890625, 'score': 0.840087890625, 'examples_seen': 130059, 'step': 7700, 'algorithm': 'kmp_matcher'}
{'match': 0.864013671875, 'score': 0.864013671875, 'examples_seen': 130915, 'step': 7750, 'algorithm': 'kmp_matcher'}
{'match': 0.923828125, 'score': 0.923828125, 'examples_seen': 131747, 'step': 7800, 'algorithm': 'kmp_matcher'}
{'match': 0.881103515625, 'score': 0.881103515625, 'examples_seen': 132583, 'step': 7850, 'algorithm': 'kmp_matcher'}
{'match': 0.825927734375, 'score': 0.825927734375, 'examples_seen': 133421, 'step': 7900, 'algorithm': 'kmp_matcher'}
{'match': 0.8447265625, 'score': 0.8447265625, 'examples_seen': 134269, 'step': 7950, 'algorithm': 'kmp_matcher'}
{'match': 0.892822265625, 'score': 0.892822265625, 'examples_seen': 135114, 'step': 8000, 'algorithm': 'kmp_matcher'}
{'match': 0.873779296875, 'score': 0.873779296875, 'examples_seen': 135971, 'step': 8050, 'algorithm': 'kmp_matcher'}
{'match': 0.90185546875, 'score': 0.90185546875, 'examples_seen': 136803, 'step': 8100, 'algorithm': 'kmp_matcher'}
{'match': 0.91162109375, 'score': 0.91162109375, 'examples_seen': 137654, 'step': 8150, 'algorithm': 'kmp_matcher'}
{'match': 0.892333984375, 'score': 0.892333984375, 'examples_seen': 138499, 'step': 8200, 'algorithm': 'kmp_matcher'}
{'match': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 139342, 'step': 8250, 'algorithm': 'kmp_matcher'}
{'match': 0.814697265625, 'score': 0.814697265625, 'examples_seen': 140180, 'step': 8300, 'algorithm': 'kmp_matcher'}
{'match': 0.781982421875, 'score': 0.781982421875, 'examples_seen': 141018, 'step': 8350, 'algorithm': 'kmp_matcher'}
{'match': 0.919677734375, 'score': 0.919677734375, 'examples_seen': 141853, 'step': 8400, 'algorithm': 'kmp_matcher'}
{'match': 0.875244140625, 'score': 0.875244140625, 'examples_seen': 142690, 'step': 8450, 'algorithm': 'kmp_matcher'}
{'match': 0.85302734375, 'score': 0.85302734375, 'examples_seen': 143537, 'step': 8500, 'algorithm': 'kmp_matcher'}
{'match': 0.799072265625, 'score': 0.799072265625, 'examples_seen': 144375, 'step': 8550, 'algorithm': 'kmp_matcher'}
{'match': 0.77734375, 'score': 0.77734375, 'examples_seen': 145235, 'step': 8600, 'algorithm': 'kmp_matcher'}
{'match': 0.851806640625, 'score': 0.851806640625, 'examples_seen': 146076, 'step': 8650, 'algorithm': 'kmp_matcher'}
{'match': 0.82080078125, 'score': 0.82080078125, 'examples_seen': 146925, 'step': 8700, 'algorithm': 'kmp_matcher'}
{'match': 0.787353515625, 'score': 0.787353515625, 'examples_seen': 147751, 'step': 8750, 'algorithm': 'kmp_matcher'}
{'match': 0.784423828125, 'score': 0.784423828125, 'examples_seen': 148600, 'step': 8800, 'algorithm': 'kmp_matcher'}
{'match': 0.75146484375, 'score': 0.75146484375, 'examples_seen': 149457, 'step': 8850, 'algorithm': 'kmp_matcher'}
{'match': 0.7744140625, 'score': 0.7744140625, 'examples_seen': 150302, 'step': 8900, 'algorithm': 'kmp_matcher'}
{'match': 0.719482421875, 'score': 0.719482421875, 'examples_seen': 151146, 'step': 8950, 'algorithm': 'kmp_matcher'}
{'match': 0.891357421875, 'score': 0.891357421875, 'examples_seen': 152007, 'step': 9000, 'algorithm': 'kmp_matcher'}
{'match': 0.86279296875, 'score': 0.86279296875, 'examples_seen': 152844, 'step': 9050, 'algorithm': 'kmp_matcher'}
{'match': 0.87548828125, 'score': 0.87548828125, 'examples_seen': 153689, 'step': 9100, 'algorithm': 'kmp_matcher'}
{'match': 0.903076171875, 'score': 0.903076171875, 'examples_seen': 154535, 'step': 9150, 'algorithm': 'kmp_matcher'}
{'match': 0.930419921875, 'score': 0.930419921875, 'examples_seen': 155379, 'step': 9200, 'algorithm': 'kmp_matcher'}
{'match': 0.909912109375, 'score': 0.909912109375, 'examples_seen': 156225, 'step': 9250, 'algorithm': 'kmp_matcher'}
{'match': 0.916015625, 'score': 0.916015625, 'examples_seen': 157063, 'step': 9300, 'algorithm': 'kmp_matcher'}
{'match': 0.854736328125, 'score': 0.854736328125, 'examples_seen': 157919, 'step': 9350, 'algorithm': 'kmp_matcher'}
{'match': 0.830810546875, 'score': 0.830810546875, 'examples_seen': 158754, 'step': 9400, 'algorithm': 'kmp_matcher'}
{'match': 0.89794921875, 'score': 0.89794921875, 'examples_seen': 159590, 'step': 9450, 'algorithm': 'kmp_matcher'}
{'match': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 160432, 'step': 9500, 'algorithm': 'kmp_matcher'}
{'match': 0.886962890625, 'score': 0.886962890625, 'examples_seen': 161274, 'step': 9550, 'algorithm': 'kmp_matcher'}
{'match': 0.88818359375, 'score': 0.88818359375, 'examples_seen': 162118, 'step': 9600, 'algorithm': 'kmp_matcher'}
{'match': 0.879150390625, 'score': 0.879150390625, 'examples_seen': 162956, 'step': 9650, 'algorithm': 'kmp_matcher'}
{'match': 0.876220703125, 'score': 0.876220703125, 'examples_seen': 163814, 'step': 9700, 'algorithm': 'kmp_matcher'}
{'match': 0.88818359375, 'score': 0.88818359375, 'examples_seen': 164657, 'step': 9750, 'algorithm': 'kmp_matcher'}
{'match': 0.863037109375, 'score': 0.863037109375, 'examples_seen': 165507, 'step': 9800, 'algorithm': 'kmp_matcher'}
{'match': 0.8173828125, 'score': 0.8173828125, 'examples_seen': 166351, 'step': 9850, 'algorithm': 'kmp_matcher'}
{'match': 0.8681640625, 'score': 0.8681640625, 'examples_seen': 167181, 'step': 9900, 'algorithm': 'kmp_matcher'}
{'match': 0.855712890625, 'score': 0.855712890625, 'examples_seen': 168023, 'step': 9950, 'algorithm': 'kmp_matcher'}
