I0716 15:55:25.860742 128740243666432 run.py:722] (val) algo minimum step 0: {'min': 0.123046875, 'score': 0.123046875, 'examples_seen': 80, 'step': 0, 'algorithm': 'minimum'}
I0716 16:00:11.004467 128740243666432 run.py:722] (val) algo minimum step 6400: {'min': 0.93115234375, 'score': 0.93115234375, 'examples_seen': 329264, 'step': 6400, 'algorithm': 'minimum'}
I0716 16:00:12.724020 128740243666432 run.py:722] (val) algo minimum step 6450: {'min': 0.973876953125, 'score': 0.973876953125, 'examples_seen': 331792, 'step': 6450, 'algorithm': 'minimum'}
I0716 16:00:14.442577 128740243666432 run.py:722] (val) algo minimum step 6500: {'min': 0.979736328125, 'score': 0.979736328125, 'examples_seen': 334352, 'step': 6500, 'algorithm': 'minimum'}
I0716 16:00:16.175210 128740243666432 run.py:722] (val) algo minimum step 6550: {'min': 0.97607421875, 'score': 0.97607421875, 'examples_seen': 336880, 'step': 6550, 'algorithm': 'minimum'}
I0716 16:00:17.923988 128740243666432 run.py:722] (val) algo minimum step 6600: {'min': 0.98583984375, 'score': 0.98583984375, 'examples_seen': 339520, 'step': 6600, 'algorithm': 'minimum'}
I0716 16:00:19.663877 128740243666432 run.py:722] (val) algo minimum step 6650: {'min': 0.985595703125, 'score': 0.985595703125, 'examples_seen': 342144, 'step': 6650, 'algorithm': 'minimum'}
I0716 16:00:21.388948 128740243666432 run.py:722] (val) algo minimum step 6700: {'min': 0.97021484375, 'score': 0.97021484375, 'examples_seen': 344704, 'step': 6700, 'algorithm': 'minimum'}
I0716 16:00:23.107490 128740243666432 run.py:722] (val) algo minimum step 6750: {'min': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 347280, 'step': 6750, 'algorithm': 'minimum'}
I0716 16:00:24.833635 128740243666432 run.py:722] (val) algo minimum step 6800: {'min': 0.9765625, 'score': 0.9765625, 'examples_seen': 349824, 'step': 6800, 'algorithm': 'minimum'}
I0716 16:00:26.549079 128740243666432 run.py:722] (val) algo minimum step 6850: {'min': 0.989501953125, 'score': 0.989501953125, 'examples_seen': 352368, 'step': 6850, 'algorithm': 'minimum'}
I0716 16:00:28.277707 128740243666432 run.py:722] (val) algo minimum step 6900: {'min': 0.987548828125, 'score': 0.987548828125, 'examples_seen': 354896, 'step': 6900, 'algorithm': 'minimum'}
I0716 16:00:30.014717 128740243666432 run.py:722] (val) algo minimum step 6950: {'min': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 357536, 'step': 6950, 'algorithm': 'minimum'}
I0716 16:00:31.746095 128740243666432 run.py:722] (val) algo minimum step 7000: {'min': 0.921142578125, 'score': 0.921142578125, 'examples_seen': 360176, 'step': 7000, 'algorithm': 'minimum'}
I0716 16:00:33.484496 128740243666432 run.py:722] (val) algo minimum step 7050: {'min': 0.984130859375, 'score': 0.984130859375, 'examples_seen': 362720, 'step': 7050, 'algorithm': 'minimum'}
I0716 16:00:35.211198 128740243666432 run.py:722] (val) algo minimum step 7100: {'min': 0.947998046875, 'score': 0.947998046875, 'examples_seen': 365280, 'step': 7100, 'algorithm': 'minimum'}
I0716 16:00:36.930105 128740243666432 run.py:722] (val) algo minimum step 7150: {'min': 0.984375, 'score': 0.984375, 'examples_seen': 367824, 'step': 7150, 'algorithm': 'minimum'}
