{'is_cut': 0.06829268292682926, 'score': 0.06829268292682926, 'examples_seen': 16, 'step': 0, 'algorithm': 'articulation_points'}
{'is_cut': 0.622568093385214, 'score': 0.622568093385214, 'examples_seen': 31704, 'step': 2000, 'algorithm': 'articulation_points'}
{'is_cut': 0.5822784810126582, 'score': 0.5822784810126582, 'examples_seen': 32518, 'step': 2050, 'algorithm': 'articulation_points'}
{'is_cut': 0.6033057851239669, 'score': 0.6033057851239669, 'examples_seen': 33326, 'step': 2100, 'algorithm': 'articulation_points'}
{'is_cut': 0.6539923954372623, 'score': 0.6539923954372623, 'examples_seen': 34120, 'step': 2150, 'algorithm': 'articulation_points'}
{'is_cut': 0.5653710247349824, 'score': 0.5653710247349824, 'examples_seen': 34907, 'step': 2200, 'algorithm': 'articulation_points'}
{'is_cut': 0.5, 'score': 0.5, 'examples_seen': 35693, 'step': 2250, 'algorithm': 'articulation_points'}
{'is_cut': 0.6714285714285715, 'score': 0.6714285714285715, 'examples_seen': 36463, 'step': 2300, 'algorithm': 'articulation_points'}
{'is_cut': 0.7336244541484718, 'score': 0.7336244541484718, 'examples_seen': 37253, 'step': 2350, 'algorithm': 'articulation_points'}
{'is_cut': 0.6200873362445416, 'score': 0.6200873362445416, 'examples_seen': 38065, 'step': 2400, 'algorithm': 'articulation_points'}
{'is_cut': 0.6097560975609756, 'score': 0.6097560975609756, 'examples_seen': 38870, 'step': 2450, 'algorithm': 'articulation_points'}
{'is_cut': 0.6885245901639344, 'score': 0.6885245901639344, 'examples_seen': 39671, 'step': 2500, 'algorithm': 'articulation_points'}
{'is_cut': 0.6597938144329896, 'score': 0.6597938144329896, 'examples_seen': 40461, 'step': 2550, 'algorithm': 'articulation_points'}
{'is_cut': 0.5542168674698795, 'score': 0.5542168674698795, 'examples_seen': 41238, 'step': 2600, 'algorithm': 'articulation_points'}
{'is_cut': 0.6772908366533865, 'score': 0.6772908366533865, 'examples_seen': 42028, 'step': 2650, 'algorithm': 'articulation_points'}
{'is_cut': 0.6423357664233577, 'score': 0.6423357664233577, 'examples_seen': 42801, 'step': 2700, 'algorithm': 'articulation_points'}
{'is_cut': 0.6175438596491228, 'score': 0.6175438596491228, 'examples_seen': 43618, 'step': 2750, 'algorithm': 'articulation_points'}
{'is_cut': 0.6804733727810651, 'score': 0.6804733727810651, 'examples_seen': 44419, 'step': 2800, 'algorithm': 'articulation_points'}
{'is_cut': 0.6666666666666667, 'score': 0.6666666666666667, 'examples_seen': 45215, 'step': 2850, 'algorithm': 'articulation_points'}
{'is_cut': 0.6356589147286822, 'score': 0.6356589147286822, 'examples_seen': 46006, 'step': 2900, 'algorithm': 'articulation_points'}
{'is_cut': 0.5973154362416108, 'score': 0.5973154362416108, 'examples_seen': 46798, 'step': 2950, 'algorithm': 'articulation_points'}
{'is_cut': 0.774928774928775, 'score': 0.774928774928775, 'examples_seen': 47573, 'step': 3000, 'algorithm': 'articulation_points'}
{'is_cut': 0.5641025641025641, 'score': 0.5641025641025641, 'examples_seen': 48348, 'step': 3050, 'algorithm': 'articulation_points'}
{'is_cut': 0.696551724137931, 'score': 0.696551724137931, 'examples_seen': 49166, 'step': 3100, 'algorithm': 'articulation_points'}
{'is_cut': 0.6711409395973156, 'score': 0.6711409395973156, 'examples_seen': 49966, 'step': 3150, 'algorithm': 'articulation_points'}
{'is_cut': 0.736842105263158, 'score': 0.736842105263158, 'examples_seen': 50766, 'step': 3200, 'algorithm': 'articulation_points'}
{'is_cut': 0.6763005780346821, 'score': 0.6763005780346821, 'examples_seen': 51550, 'step': 3250, 'algorithm': 'articulation_points'}
{'is_cut': 0.7318295739348372, 'score': 0.7318295739348372, 'examples_seen': 52341, 'step': 3300, 'algorithm': 'articulation_points'}
{'is_cut': 0.6666666666666666, 'score': 0.6666666666666666, 'examples_seen': 53125, 'step': 3350, 'algorithm': 'articulation_points'}
{'is_cut': 0.7560975609756099, 'score': 0.7560975609756099, 'examples_seen': 53899, 'step': 3400, 'algorithm': 'articulation_points'}
{'is_cut': 0.7272727272727273, 'score': 0.7272727272727273, 'examples_seen': 54732, 'step': 3450, 'algorithm': 'articulation_points'}
{'is_cut': 0.7574750830564785, 'score': 0.7574750830564785, 'examples_seen': 55530, 'step': 3500, 'algorithm': 'articulation_points'}
{'is_cut': 0.7801418439716311, 'score': 0.7801418439716311, 'examples_seen': 56331, 'step': 3550, 'algorithm': 'articulation_points'}
{'is_cut': 0.598639455782313, 'score': 0.598639455782313, 'examples_seen': 57113, 'step': 3600, 'algorithm': 'articulation_points'}
{'is_cut': 0.5704225352112677, 'score': 0.5704225352112677, 'examples_seen': 57901, 'step': 3650, 'algorithm': 'articulation_points'}
{'is_cut': 0.6795366795366795, 'score': 0.6795366795366795, 'examples_seen': 58688, 'step': 3700, 'algorithm': 'articulation_points'}
{'is_cut': 0.6267281105990783, 'score': 0.6267281105990783, 'examples_seen': 59466, 'step': 3750, 'algorithm': 'articulation_points'}
{'is_cut': 0.7697160883280757, 'score': 0.7697160883280757, 'examples_seen': 60287, 'step': 3800, 'algorithm': 'articulation_points'}
{'is_cut': 0.7166123778501629, 'score': 0.7166123778501629, 'examples_seen': 61091, 'step': 3850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7096774193548386, 'score': 0.7096774193548386, 'examples_seen': 61882, 'step': 3900, 'algorithm': 'articulation_points'}
{'is_cut': 0.6941176470588235, 'score': 0.6941176470588235, 'examples_seen': 62670, 'step': 3950, 'algorithm': 'articulation_points'}
{'is_cut': 0.600896860986547, 'score': 0.600896860986547, 'examples_seen': 63455, 'step': 4000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7491408934707904, 'score': 0.7491408934707904, 'examples_seen': 64233, 'step': 4050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7793696275071633, 'score': 0.7793696275071633, 'examples_seen': 65016, 'step': 4100, 'algorithm': 'articulation_points'}
{'is_cut': 0.6993464052287581, 'score': 0.6993464052287581, 'examples_seen': 65832, 'step': 4150, 'algorithm': 'articulation_points'}
{'is_cut': 0.7343283582089553, 'score': 0.7343283582089553, 'examples_seen': 66636, 'step': 4200, 'algorithm': 'articulation_points'}
{'is_cut': 0.7080745341614907, 'score': 0.7080745341614907, 'examples_seen': 67428, 'step': 4250, 'algorithm': 'articulation_points'}
{'is_cut': 0.702928870292887, 'score': 0.702928870292887, 'examples_seen': 68211, 'step': 4300, 'algorithm': 'articulation_points'}
{'is_cut': 0.6627906976744187, 'score': 0.6627906976744187, 'examples_seen': 68994, 'step': 4350, 'algorithm': 'articulation_points'}
{'is_cut': 0.7301587301587302, 'score': 0.7301587301587302, 'examples_seen': 69775, 'step': 4400, 'algorithm': 'articulation_points'}
{'is_cut': 0.7132867132867133, 'score': 0.7132867132867133, 'examples_seen': 70558, 'step': 4450, 'algorithm': 'articulation_points'}
{'is_cut': 0.75177304964539, 'score': 0.75177304964539, 'examples_seen': 71376, 'step': 4500, 'algorithm': 'articulation_points'}
{'is_cut': 0.7761194029850745, 'score': 0.7761194029850745, 'examples_seen': 72190, 'step': 4550, 'algorithm': 'articulation_points'}
{'is_cut': 0.7125506072874495, 'score': 0.7125506072874495, 'examples_seen': 72975, 'step': 4600, 'algorithm': 'articulation_points'}
{'is_cut': 0.8402366863905326, 'score': 0.8402366863905326, 'examples_seen': 73768, 'step': 4650, 'algorithm': 'articulation_points'}
{'is_cut': 0.6771653543307087, 'score': 0.6771653543307087, 'examples_seen': 74547, 'step': 4700, 'algorithm': 'articulation_points'}
{'is_cut': 0.8310249307479225, 'score': 0.8310249307479225, 'examples_seen': 75326, 'step': 4750, 'algorithm': 'articulation_points'}
{'is_cut': 0.6434782608695652, 'score': 0.6434782608695652, 'examples_seen': 76108, 'step': 4800, 'algorithm': 'articulation_points'}
{'is_cut': 0.700280112044818, 'score': 0.700280112044818, 'examples_seen': 76931, 'step': 4850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7943661971830985, 'score': 0.7943661971830985, 'examples_seen': 77727, 'step': 4900, 'algorithm': 'articulation_points'}
{'is_cut': 0.84375, 'score': 0.84375, 'examples_seen': 78527, 'step': 4950, 'algorithm': 'articulation_points'}
{'is_cut': 0.75, 'score': 0.75, 'examples_seen': 79314, 'step': 5000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7518796992481203, 'score': 0.7518796992481203, 'examples_seen': 80101, 'step': 5050, 'algorithm': 'articulation_points'}
{'is_cut': 0.5669291338582678, 'score': 0.5669291338582678, 'examples_seen': 80879, 'step': 5100, 'algorithm': 'articulation_points'}
{'is_cut': 0.7500000000000001, 'score': 0.7500000000000001, 'examples_seen': 81662, 'step': 5150, 'algorithm': 'articulation_points'}
{'is_cut': 0.7526132404181185, 'score': 0.7526132404181185, 'examples_seen': 82480, 'step': 5200, 'algorithm': 'articulation_points'}
{'is_cut': 0.690391459074733, 'score': 0.690391459074733, 'examples_seen': 83294, 'step': 5250, 'algorithm': 'articulation_points'}
{'is_cut': 0.6642857142857141, 'score': 0.6642857142857141, 'examples_seen': 84080, 'step': 5300, 'algorithm': 'articulation_points'}
{'is_cut': 0.66006600660066, 'score': 0.66006600660066, 'examples_seen': 84873, 'step': 5350, 'algorithm': 'articulation_points'}
{'is_cut': 0.7672955974842768, 'score': 0.7672955974842768, 'examples_seen': 85657, 'step': 5400, 'algorithm': 'articulation_points'}
{'is_cut': 0.7430340557275542, 'score': 0.7430340557275542, 'examples_seen': 86431, 'step': 5450, 'algorithm': 'articulation_points'}
{'is_cut': 0.7894736842105262, 'score': 0.7894736842105262, 'examples_seen': 87219, 'step': 5500, 'algorithm': 'articulation_points'}
{'is_cut': 0.6226415094339622, 'score': 0.6226415094339622, 'examples_seen': 88046, 'step': 5550, 'algorithm': 'articulation_points'}
{'is_cut': 0.6666666666666666, 'score': 0.6666666666666666, 'examples_seen': 88846, 'step': 5600, 'algorithm': 'articulation_points'}
{'is_cut': 0.6336633663366337, 'score': 0.6336633663366337, 'examples_seen': 89638, 'step': 5650, 'algorithm': 'articulation_points'}
{'is_cut': 0.78125, 'score': 0.78125, 'examples_seen': 90427, 'step': 5700, 'algorithm': 'articulation_points'}
{'is_cut': 0.7615894039735099, 'score': 0.7615894039735099, 'examples_seen': 91206, 'step': 5750, 'algorithm': 'articulation_points'}
{'is_cut': 0.8169761273209549, 'score': 0.8169761273209549, 'examples_seen': 91993, 'step': 5800, 'algorithm': 'articulation_points'}
{'is_cut': 0.7465753424657534, 'score': 0.7465753424657534, 'examples_seen': 92776, 'step': 5850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7607361963190183, 'score': 0.7607361963190183, 'examples_seen': 93595, 'step': 5900, 'algorithm': 'articulation_points'}
{'is_cut': 0.6388888888888888, 'score': 0.6388888888888888, 'examples_seen': 94394, 'step': 5950, 'algorithm': 'articulation_points'}
{'is_cut': 0.7119565217391304, 'score': 0.7119565217391304, 'examples_seen': 95185, 'step': 6000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7161125319693094, 'score': 0.7161125319693094, 'examples_seen': 95970, 'step': 6050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7773851590106009, 'score': 0.7773851590106009, 'examples_seen': 96745, 'step': 6100, 'algorithm': 'articulation_points'}
{'is_cut': 0.7546012269938649, 'score': 0.7546012269938649, 'examples_seen': 97528, 'step': 6150, 'algorithm': 'articulation_points'}
{'is_cut': 0.7849462365591398, 'score': 0.7849462365591398, 'examples_seen': 98310, 'step': 6200, 'algorithm': 'articulation_points'}
{'is_cut': 0.6723646723646723, 'score': 0.6723646723646723, 'examples_seen': 99125, 'step': 6250, 'algorithm': 'articulation_points'}
{'is_cut': 0.7357142857142858, 'score': 0.7357142857142858, 'examples_seen': 99930, 'step': 6300, 'algorithm': 'articulation_points'}
{'is_cut': 0.702194357366771, 'score': 0.702194357366771, 'examples_seen': 100714, 'step': 6350, 'algorithm': 'articulation_points'}
{'is_cut': 0.8024691358024691, 'score': 0.8024691358024691, 'examples_seen': 101505, 'step': 6400, 'algorithm': 'articulation_points'}
{'is_cut': 0.7567567567567567, 'score': 0.7567567567567567, 'examples_seen': 102293, 'step': 6450, 'algorithm': 'articulation_points'}
{'is_cut': 0.7377521613832853, 'score': 0.7377521613832853, 'examples_seen': 103075, 'step': 6500, 'algorithm': 'articulation_points'}
{'is_cut': 0.75, 'score': 0.75, 'examples_seen': 103854, 'step': 6550, 'algorithm': 'articulation_points'}
{'is_cut': 0.7657142857142857, 'score': 0.7657142857142857, 'examples_seen': 104682, 'step': 6600, 'algorithm': 'articulation_points'}
{'is_cut': 0.7563025210084033, 'score': 0.7563025210084033, 'examples_seen': 105484, 'step': 6650, 'algorithm': 'articulation_points'}
{'is_cut': 0.776978417266187, 'score': 0.776978417266187, 'examples_seen': 106273, 'step': 6700, 'algorithm': 'articulation_points'}
{'is_cut': 0.704, 'score': 0.704, 'examples_seen': 107058, 'step': 6750, 'algorithm': 'articulation_points'}
{'is_cut': 0.7479224376731302, 'score': 0.7479224376731302, 'examples_seen': 107837, 'step': 6800, 'algorithm': 'articulation_points'}
{'is_cut': 0.696629213483146, 'score': 0.696629213483146, 'examples_seen': 108619, 'step': 6850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7792207792207793, 'score': 0.7792207792207793, 'examples_seen': 109394, 'step': 6900, 'algorithm': 'articulation_points'}
{'is_cut': 0.76, 'score': 0.76, 'examples_seen': 110221, 'step': 6950, 'algorithm': 'articulation_points'}
{'is_cut': 0.7305389221556886, 'score': 0.7305389221556886, 'examples_seen': 111023, 'step': 7000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7976878612716763, 'score': 0.7976878612716763, 'examples_seen': 111818, 'step': 7050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7675675675675675, 'score': 0.7675675675675675, 'examples_seen': 112603, 'step': 7100, 'algorithm': 'articulation_points'}
{'is_cut': 0.76, 'score': 0.76, 'examples_seen': 113385, 'step': 7150, 'algorithm': 'articulation_points'}
{'is_cut': 0.7519181585677749, 'score': 0.7519181585677749, 'examples_seen': 114163, 'step': 7200, 'algorithm': 'articulation_points'}
{'is_cut': 0.7125748502994012, 'score': 0.7125748502994012, 'examples_seen': 114957, 'step': 7250, 'algorithm': 'articulation_points'}
{'is_cut': 0.8121546961325967, 'score': 0.8121546961325967, 'examples_seen': 115775, 'step': 7300, 'algorithm': 'articulation_points'}
{'is_cut': 0.7861635220125786, 'score': 0.7861635220125786, 'examples_seen': 116585, 'step': 7350, 'algorithm': 'articulation_points'}
{'is_cut': 0.7807807807807807, 'score': 0.7807807807807807, 'examples_seen': 117369, 'step': 7400, 'algorithm': 'articulation_points'}
{'is_cut': 0.7673860911270983, 'score': 0.7673860911270983, 'examples_seen': 118150, 'step': 7450, 'algorithm': 'articulation_points'}
{'is_cut': 0.7708333333333333, 'score': 0.7708333333333333, 'examples_seen': 118931, 'step': 7500, 'algorithm': 'articulation_points'}
{'is_cut': 0.7209876543209877, 'score': 0.7209876543209877, 'examples_seen': 119715, 'step': 7550, 'algorithm': 'articulation_points'}
{'is_cut': 0.7932011331444759, 'score': 0.7932011331444759, 'examples_seen': 120499, 'step': 7600, 'algorithm': 'articulation_points'}
{'is_cut': 0.8118081180811808, 'score': 0.8118081180811808, 'examples_seen': 121320, 'step': 7650, 'algorithm': 'articulation_points'}
{'is_cut': 0.7391304347826086, 'score': 0.7391304347826086, 'examples_seen': 122120, 'step': 7700, 'algorithm': 'articulation_points'}
{'is_cut': 0.8187134502923976, 'score': 0.8187134502923976, 'examples_seen': 122916, 'step': 7750, 'algorithm': 'articulation_points'}
{'is_cut': 0.6645962732919255, 'score': 0.6645962732919255, 'examples_seen': 123694, 'step': 7800, 'algorithm': 'articulation_points'}
{'is_cut': 0.7157894736842105, 'score': 0.7157894736842105, 'examples_seen': 124473, 'step': 7850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7285714285714286, 'score': 0.7285714285714286, 'examples_seen': 125257, 'step': 7900, 'algorithm': 'articulation_points'}
{'is_cut': 0.7613293051359517, 'score': 0.7613293051359517, 'examples_seen': 126040, 'step': 7950, 'algorithm': 'articulation_points'}
{'is_cut': 0.7597254004576659, 'score': 0.7597254004576659, 'examples_seen': 126860, 'step': 8000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7673716012084592, 'score': 0.7673716012084592, 'examples_seen': 127654, 'step': 8050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7093821510297483, 'score': 0.7093821510297483, 'examples_seen': 128447, 'step': 8100, 'algorithm': 'articulation_points'}
{'is_cut': 0.6864864864864865, 'score': 0.6864864864864865, 'examples_seen': 129242, 'step': 8150, 'algorithm': 'articulation_points'}
{'is_cut': 0.8044077134986225, 'score': 0.8044077134986225, 'examples_seen': 130027, 'step': 8200, 'algorithm': 'articulation_points'}
{'is_cut': 0.7863247863247863, 'score': 0.7863247863247863, 'examples_seen': 130806, 'step': 8250, 'algorithm': 'articulation_points'}
{'is_cut': 0.7904191616766467, 'score': 0.7904191616766467, 'examples_seen': 131584, 'step': 8300, 'algorithm': 'articulation_points'}
{'is_cut': 0.72544080604534, 'score': 0.72544080604534, 'examples_seen': 132407, 'step': 8350, 'algorithm': 'articulation_points'}
{'is_cut': 0.7845659163987139, 'score': 0.7845659163987139, 'examples_seen': 133208, 'step': 8400, 'algorithm': 'articulation_points'}
{'is_cut': 0.7342465753424657, 'score': 0.7342465753424657, 'examples_seen': 133997, 'step': 8450, 'algorithm': 'articulation_points'}
{'is_cut': 0.699421965317919, 'score': 0.699421965317919, 'examples_seen': 134780, 'step': 8500, 'algorithm': 'articulation_points'}
{'is_cut': 0.8495575221238938, 'score': 0.8495575221238938, 'examples_seen': 135570, 'step': 8550, 'algorithm': 'articulation_points'}
{'is_cut': 0.7921348314606741, 'score': 0.7921348314606741, 'examples_seen': 136362, 'step': 8600, 'algorithm': 'articulation_points'}
{'is_cut': 0.7237569060773481, 'score': 0.7237569060773481, 'examples_seen': 137135, 'step': 8650, 'algorithm': 'articulation_points'}
{'is_cut': 0.793733681462141, 'score': 0.793733681462141, 'examples_seen': 137954, 'step': 8700, 'algorithm': 'articulation_points'}
{'is_cut': 0.7272727272727273, 'score': 0.7272727272727273, 'examples_seen': 138756, 'step': 8750, 'algorithm': 'articulation_points'}
{'is_cut': 0.6846153846153847, 'score': 0.6846153846153847, 'examples_seen': 139540, 'step': 8800, 'algorithm': 'articulation_points'}
{'is_cut': 0.7688679245283018, 'score': 0.7688679245283018, 'examples_seen': 140330, 'step': 8850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7357142857142858, 'score': 0.7357142857142858, 'examples_seen': 141109, 'step': 8900, 'algorithm': 'articulation_points'}
{'is_cut': 0.769620253164557, 'score': 0.769620253164557, 'examples_seen': 141899, 'step': 8950, 'algorithm': 'articulation_points'}
{'is_cut': 0.7154471544715447, 'score': 0.7154471544715447, 'examples_seen': 142677, 'step': 9000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7138643067846607, 'score': 0.7138643067846607, 'examples_seen': 143489, 'step': 9050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7268041237113402, 'score': 0.7268041237113402, 'examples_seen': 144301, 'step': 9100, 'algorithm': 'articulation_points'}
{'is_cut': 0.7525423728813558, 'score': 0.7525423728813558, 'examples_seen': 145094, 'step': 9150, 'algorithm': 'articulation_points'}
{'is_cut': 0.7335092348284961, 'score': 0.7335092348284961, 'examples_seen': 145880, 'step': 9200, 'algorithm': 'articulation_points'}
{'is_cut': 0.8176470588235294, 'score': 0.8176470588235294, 'examples_seen': 146666, 'step': 9250, 'algorithm': 'articulation_points'}
{'is_cut': 0.7640918580375784, 'score': 0.7640918580375784, 'examples_seen': 147448, 'step': 9300, 'algorithm': 'articulation_points'}
{'is_cut': 0.6906077348066298, 'score': 0.6906077348066298, 'examples_seen': 148230, 'step': 9350, 'algorithm': 'articulation_points'}
{'is_cut': 0.7347931873479318, 'score': 0.7347931873479318, 'examples_seen': 149047, 'step': 9400, 'algorithm': 'articulation_points'}
{'is_cut': 0.6481481481481481, 'score': 0.6481481481481481, 'examples_seen': 149855, 'step': 9450, 'algorithm': 'articulation_points'}
{'is_cut': 0.7949526813880127, 'score': 0.7949526813880127, 'examples_seen': 150644, 'step': 9500, 'algorithm': 'articulation_points'}
{'is_cut': 0.731070496083551, 'score': 0.731070496083551, 'examples_seen': 151437, 'step': 9550, 'algorithm': 'articulation_points'}
{'is_cut': 0.7142857142857143, 'score': 0.7142857142857143, 'examples_seen': 152222, 'step': 9600, 'algorithm': 'articulation_points'}
{'is_cut': 0.7262247838616716, 'score': 0.7262247838616716, 'examples_seen': 153008, 'step': 9650, 'algorithm': 'articulation_points'}
{'is_cut': 0.743661971830986, 'score': 0.743661971830986, 'examples_seen': 153803, 'step': 9700, 'algorithm': 'articulation_points'}
{'is_cut': 0.6923076923076923, 'score': 0.6923076923076923, 'examples_seen': 154616, 'step': 9750, 'algorithm': 'articulation_points'}
{'is_cut': 0.7434554973821988, 'score': 0.7434554973821988, 'examples_seen': 155420, 'step': 9800, 'algorithm': 'articulation_points'}
{'is_cut': 0.76657060518732, 'score': 0.76657060518732, 'examples_seen': 156214, 'step': 9850, 'algorithm': 'articulation_points'}
{'is_cut': 0.6688311688311689, 'score': 0.6688311688311689, 'examples_seen': 157002, 'step': 9900, 'algorithm': 'articulation_points'}
{'is_cut': 0.7029972752043596, 'score': 0.7029972752043596, 'examples_seen': 157775, 'step': 9950, 'algorithm': 'articulation_points'}
