I0716 13:38:25.170624 139335303030272 run.py:722] (val) algo dag_shortest_paths step 0: {'pi': 0.7080078125, 'score': 0.7080078125, 'examples_seen': 41, 'step': 0, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:39.215768 139335303030272 run.py:722] (val) algo dag_shortest_paths step 550: {'pi': 0.919921875, 'score': 0.919921875, 'examples_seen': 16276, 'step': 550, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:41.298180 139335303030272 run.py:722] (val) algo dag_shortest_paths step 600: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 17743, 'step': 600, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:43.344889 139335303030272 run.py:722] (val) algo dag_shortest_paths step 650: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 19222, 'step': 650, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:45.368733 139335303030272 run.py:722] (val) algo dag_shortest_paths step 700: {'pi': 0.904296875, 'score': 0.904296875, 'examples_seen': 20708, 'step': 700, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:47.381856 139335303030272 run.py:722] (val) algo dag_shortest_paths step 750: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 22198, 'step': 750, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:49.390250 139335303030272 run.py:722] (val) algo dag_shortest_paths step 800: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 23647, 'step': 800, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:51.362937 139335303030272 run.py:722] (val) algo dag_shortest_paths step 850: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 25116, 'step': 850, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:53.315221 139335303030272 run.py:722] (val) algo dag_shortest_paths step 900: {'pi': 0.8935546875, 'score': 0.8935546875, 'examples_seen': 26586, 'step': 900, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:55.374077 139335303030272 run.py:722] (val) algo dag_shortest_paths step 950: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 28056, 'step': 950, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:57.340244 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1000: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 29563, 'step': 1000, 'algorithm': 'dag_shortest_paths'}
I0716 13:40:59.333673 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1050: {'pi': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 31078, 'step': 1050, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:01.333012 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1100: {'pi': 0.9072265625, 'score': 0.9072265625, 'examples_seen': 32547, 'step': 1100, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:03.348133 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1150: {'pi': 0.90625, 'score': 0.90625, 'examples_seen': 34033, 'step': 1150, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:05.329787 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1200: {'pi': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 35502, 'step': 1200, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:07.268708 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1250: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 36947, 'step': 1250, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:09.301269 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1300: {'pi': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 38406, 'step': 1300, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:11.349348 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1350: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 39939, 'step': 1350, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:13.320250 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1400: {'pi': 0.9013671875, 'score': 0.9013671875, 'examples_seen': 41394, 'step': 1400, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:15.220070 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1450: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 42874, 'step': 1450, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:17.154953 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1500: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 44362, 'step': 1500, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:19.187652 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1550: {'pi': 0.892578125, 'score': 0.892578125, 'examples_seen': 45830, 'step': 1550, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:21.187875 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1600: {'pi': 0.8916015625, 'score': 0.8916015625, 'examples_seen': 47284, 'step': 1600, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:23.255977 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1650: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 48732, 'step': 1650, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:25.254953 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1700: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 50202, 'step': 1700, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:27.227238 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1750: {'pi': 0.908203125, 'score': 0.908203125, 'examples_seen': 51700, 'step': 1750, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:29.306674 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1800: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 53184, 'step': 1800, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:31.240759 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1850: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 54647, 'step': 1850, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:33.310580 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1900: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 56137, 'step': 1900, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:35.275983 139335303030272 run.py:722] (val) algo dag_shortest_paths step 1950: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 57579, 'step': 1950, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:37.390439 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2000: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 59052, 'step': 2000, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:39.452816 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2050: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 60546, 'step': 2050, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:41.418332 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2100: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 62078, 'step': 2100, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:43.457280 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2150: {'pi': 0.8984375, 'score': 0.8984375, 'examples_seen': 63592, 'step': 2150, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:45.448363 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2200: {'pi': 0.9189453125, 'score': 0.9189453125, 'examples_seen': 65104, 'step': 2200, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:47.369966 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2250: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 66566, 'step': 2250, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:49.358200 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2300: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 68031, 'step': 2300, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:51.407473 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2350: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 69496, 'step': 2350, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:53.457386 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2400: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 71015, 'step': 2400, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:55.568274 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2450: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 72509, 'step': 2450, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:57.406857 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2500: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 73971, 'step': 2500, 'algorithm': 'dag_shortest_paths'}
I0716 13:41:59.511056 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2550: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 75467, 'step': 2550, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:01.482569 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2600: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 76917, 'step': 2600, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:03.545963 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2650: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 78404, 'step': 2650, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:05.569464 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2700: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 79832, 'step': 2700, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:07.647496 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2750: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 81327, 'step': 2750, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:09.649343 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2800: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 82863, 'step': 2800, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:11.695547 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2850: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 84372, 'step': 2850, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:13.717717 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2900: {'pi': 0.984375, 'score': 0.984375, 'examples_seen': 85879, 'step': 2900, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:15.682461 139335303030272 run.py:722] (val) algo dag_shortest_paths step 2950: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 87331, 'step': 2950, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:17.647726 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3000: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 88769, 'step': 3000, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:19.742436 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3050: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 90218, 'step': 3050, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:21.689781 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3100: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 91724, 'step': 3100, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:23.701313 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3150: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 93220, 'step': 3150, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:25.749514 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3200: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 94712, 'step': 3200, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:27.714171 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3250: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 96145, 'step': 3250, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:29.673312 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3300: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 97596, 'step': 3300, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:31.713021 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3350: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 99061, 'step': 3350, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:33.716249 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3400: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 100536, 'step': 3400, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:35.707536 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3450: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 102066, 'step': 3450, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:37.832226 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3500: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 103583, 'step': 3500, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:39.854086 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3550: {'pi': 0.9208984375, 'score': 0.9208984375, 'examples_seen': 105048, 'step': 3550, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:41.888276 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3600: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 106538, 'step': 3600, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:43.830616 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3650: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 108022, 'step': 3650, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:45.801933 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3700: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 109477, 'step': 3700, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:47.807038 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3750: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 110944, 'step': 3750, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:49.881746 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3800: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 112449, 'step': 3800, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:51.853639 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3850: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 113930, 'step': 3850, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:53.858143 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3900: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 115395, 'step': 3900, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:55.730154 139335303030272 run.py:722] (val) algo dag_shortest_paths step 3950: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 116840, 'step': 3950, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:57.725572 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4000: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 118330, 'step': 4000, 'algorithm': 'dag_shortest_paths'}
I0716 13:42:59.730310 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4050: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 119768, 'step': 4050, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:01.724072 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4100: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 121258, 'step': 4100, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:03.706729 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4150: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 122759, 'step': 4150, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:05.714513 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4200: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 124254, 'step': 4200, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:07.723112 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4250: {'pi': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 125779, 'step': 4250, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:09.729575 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4300: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 127258, 'step': 4300, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:11.644211 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4350: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 128715, 'step': 4350, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:13.725512 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4400: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 130213, 'step': 4400, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:15.742628 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4450: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 131686, 'step': 4450, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:17.686271 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4500: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 133197, 'step': 4500, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:19.746407 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4550: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 134690, 'step': 4550, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:21.677538 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4600: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 136172, 'step': 4600, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:23.700725 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4650: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 137676, 'step': 4650, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:25.757416 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4700: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 139137, 'step': 4700, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:27.712544 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4750: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 140557, 'step': 4750, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:29.772411 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4800: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 142019, 'step': 4800, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:31.808407 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4850: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 143490, 'step': 4850, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:33.891282 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4900: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 144990, 'step': 4900, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:35.894269 139335303030272 run.py:722] (val) algo dag_shortest_paths step 4950: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 146484, 'step': 4950, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:37.920744 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5000: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 147967, 'step': 5000, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:39.885359 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5050: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 149444, 'step': 5050, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:41.901291 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5100: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 150917, 'step': 5100, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:43.960163 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5150: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 152383, 'step': 5150, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:45.929250 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5200: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 153880, 'step': 5200, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:47.948760 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5250: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 155407, 'step': 5250, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:50.036020 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5300: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 156895, 'step': 5300, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:52.028722 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5350: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 158393, 'step': 5350, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:54.007959 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5400: {'pi': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 159884, 'step': 5400, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:56.089266 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5450: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 161363, 'step': 5450, 'algorithm': 'dag_shortest_paths'}
I0716 13:43:58.038052 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5500: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 162788, 'step': 5500, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:00.160017 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5550: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 164309, 'step': 5550, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:02.262992 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5600: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 165815, 'step': 5600, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:04.258204 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5650: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 167332, 'step': 5650, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:06.171829 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5700: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 168816, 'step': 5700, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:08.159255 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5750: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 170296, 'step': 5750, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:10.125668 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5800: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 171765, 'step': 5800, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:12.158613 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5850: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 173252, 'step': 5850, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:14.218079 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5900: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 174721, 'step': 5900, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:16.166846 139335303030272 run.py:722] (val) algo dag_shortest_paths step 5950: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 176176, 'step': 5950, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:18.049297 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6000: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 177649, 'step': 6000, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:20.029788 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6050: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 179133, 'step': 6050, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:22.097182 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6100: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 180622, 'step': 6100, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:24.067998 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6150: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 182076, 'step': 6150, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:26.143993 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6200: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 183579, 'step': 6200, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:28.086539 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6250: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 185114, 'step': 6250, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:30.105968 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6300: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 186595, 'step': 6300, 'algorithm': 'dag_shortest_paths'}
I0716 13:44:32.060882 139335303030272 run.py:722] (val) algo dag_shortest_paths step 6350: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 188057, 'step': 6350, 'algorithm': 'dag_shortest_paths'}
