I0716 16:49:01.110013 128977844405760 run.py:722] (val) algo quickselect step 0: {'median': 0.025146484375, 'score': 0.025146484375, 'examples_seen': 46, 'step': 0, 'algorithm': 'quickselect'}
I0716 17:05:04.995819 128977844405760 run.py:722] (val) algo quickselect step 4950: {'median': 0.109619140625, 'score': 0.109619140625, 'examples_seen': 160029, 'step': 4950, 'algorithm': 'quickselect'}
I0716 17:05:13.777551 128977844405760 run.py:722] (val) algo quickselect step 5000: {'median': 0.12744140625, 'score': 0.12744140625, 'examples_seen': 161635, 'step': 5000, 'algorithm': 'quickselect'}
I0716 17:05:22.560103 128977844405760 run.py:722] (val) algo quickselect step 5050: {'median': 0.177734375, 'score': 0.177734375, 'examples_seen': 163220, 'step': 5050, 'algorithm': 'quickselect'}
I0716 17:05:31.375828 128977844405760 run.py:722] (val) algo quickselect step 5100: {'median': 0.275146484375, 'score': 0.275146484375, 'examples_seen': 164818, 'step': 5100, 'algorithm': 'quickselect'}
I0716 17:05:40.222790 128977844405760 run.py:722] (val) algo quickselect step 5150: {'median': 0.325439453125, 'score': 0.325439453125, 'examples_seen': 166390, 'step': 5150, 'algorithm': 'quickselect'}
I0716 17:05:49.058943 128977844405760 run.py:722] (val) algo quickselect step 5200: {'median': 0.26220703125, 'score': 0.26220703125, 'examples_seen': 168070, 'step': 5200, 'algorithm': 'quickselect'}
I0716 17:05:57.852871 128977844405760 run.py:722] (val) algo quickselect step 5250: {'median': 0.1865234375, 'score': 0.1865234375, 'examples_seen': 169714, 'step': 5250, 'algorithm': 'quickselect'}
I0716 17:06:06.670419 128977844405760 run.py:722] (val) algo quickselect step 5300: {'median': 0.358154296875, 'score': 0.358154296875, 'examples_seen': 171322, 'step': 5300, 'algorithm': 'quickselect'}
I0716 17:06:15.495306 128977844405760 run.py:722] (val) algo quickselect step 5350: {'median': 0.11279296875, 'score': 0.11279296875, 'examples_seen': 172933, 'step': 5350, 'algorithm': 'quickselect'}
I0716 17:06:24.330376 128977844405760 run.py:722] (val) algo quickselect step 5400: {'median': 0.10986328125, 'score': 0.10986328125, 'examples_seen': 174535, 'step': 5400, 'algorithm': 'quickselect'}
I0716 17:06:33.152266 128977844405760 run.py:722] (val) algo quickselect step 5450: {'median': 0.14501953125, 'score': 0.14501953125, 'examples_seen': 176146, 'step': 5450, 'algorithm': 'quickselect'}
I0716 17:06:41.968606 128977844405760 run.py:722] (val) algo quickselect step 5500: {'median': 0.14453125, 'score': 0.14453125, 'examples_seen': 177726, 'step': 5500, 'algorithm': 'quickselect'}
I0716 17:06:50.798513 128977844405760 run.py:722] (val) algo quickselect step 5550: {'median': 0.23046875, 'score': 0.23046875, 'examples_seen': 179409, 'step': 5550, 'algorithm': 'quickselect'}
I0716 17:06:59.655733 128977844405760 run.py:722] (val) algo quickselect step 5600: {'median': 0.092529296875, 'score': 0.092529296875, 'examples_seen': 181053, 'step': 5600, 'algorithm': 'quickselect'}
I0716 17:07:08.485863 128977844405760 run.py:722] (val) algo quickselect step 5650: {'median': 0.25244140625, 'score': 0.25244140625, 'examples_seen': 182671, 'step': 5650, 'algorithm': 'quickselect'}
I0716 17:07:17.287333 128977844405760 run.py:722] (val) algo quickselect step 5700: {'median': 0.19140625, 'score': 0.19140625, 'examples_seen': 184253, 'step': 5700, 'algorithm': 'quickselect'}
I0716 17:07:26.071150 128977844405760 run.py:722] (val) algo quickselect step 5750: {'median': 0.239013671875, 'score': 0.239013671875, 'examples_seen': 185836, 'step': 5750, 'algorithm': 'quickselect'}
I0716 17:07:34.868124 128977844405760 run.py:722] (val) algo quickselect step 5800: {'median': 0.1318359375, 'score': 0.1318359375, 'examples_seen': 187413, 'step': 5800, 'algorithm': 'quickselect'}
I0716 17:07:43.708082 128977844405760 run.py:722] (val) algo quickselect step 5850: {'median': 0.1455078125, 'score': 0.1455078125, 'examples_seen': 188997, 'step': 5850, 'algorithm': 'quickselect'}
I0716 17:07:52.542664 128977844405760 run.py:722] (val) algo quickselect step 5900: {'median': 0.154052734375, 'score': 0.154052734375, 'examples_seen': 190694, 'step': 5900, 'algorithm': 'quickselect'}
I0716 17:08:01.339747 128977844405760 run.py:722] (val) algo quickselect step 5950: {'median': 0.234130859375, 'score': 0.234130859375, 'examples_seen': 192329, 'step': 5950, 'algorithm': 'quickselect'}
I0716 17:08:10.144747 128977844405760 run.py:722] (val) algo quickselect step 6000: {'median': 0.162109375, 'score': 0.162109375, 'examples_seen': 193942, 'step': 6000, 'algorithm': 'quickselect'}
I0716 17:08:18.937147 128977844405760 run.py:722] (val) algo quickselect step 6050: {'median': 0.13134765625, 'score': 0.13134765625, 'examples_seen': 195545, 'step': 6050, 'algorithm': 'quickselect'}
I0716 17:08:27.750243 128977844405760 run.py:722] (val) algo quickselect step 6100: {'median': 0.155029296875, 'score': 0.155029296875, 'examples_seen': 197150, 'step': 6100, 'algorithm': 'quickselect'}
I0716 17:08:36.553497 128977844405760 run.py:722] (val) algo quickselect step 6150: {'median': 0.09814453125, 'score': 0.09814453125, 'examples_seen': 198720, 'step': 6150, 'algorithm': 'quickselect'}
I0716 17:08:45.361592 128977844405760 run.py:722] (val) algo quickselect step 6200: {'median': 0.197021484375, 'score': 0.197021484375, 'examples_seen': 200319, 'step': 6200, 'algorithm': 'quickselect'}
I0716 17:08:54.260918 128977844405760 run.py:722] (val) algo quickselect step 6250: {'median': 0.2607421875, 'score': 0.2607421875, 'examples_seen': 202013, 'step': 6250, 'algorithm': 'quickselect'}
I0716 17:09:03.105569 128977844405760 run.py:722] (val) algo quickselect step 6300: {'median': 0.1513671875, 'score': 0.1513671875, 'examples_seen': 203632, 'step': 6300, 'algorithm': 'quickselect'}
I0716 17:09:11.954782 128977844405760 run.py:722] (val) algo quickselect step 6350: {'median': 0.257568359375, 'score': 0.257568359375, 'examples_seen': 205239, 'step': 6350, 'algorithm': 'quickselect'}
I0716 17:09:20.754330 128977844405760 run.py:722] (val) algo quickselect step 6400: {'median': 0.17138671875, 'score': 0.17138671875, 'examples_seen': 206847, 'step': 6400, 'algorithm': 'quickselect'}
I0716 17:09:29.572252 128977844405760 run.py:722] (val) algo quickselect step 6450: {'median': 0.0908203125, 'score': 0.0908203125, 'examples_seen': 208441, 'step': 6450, 'algorithm': 'quickselect'}
I0716 17:09:38.331889 128977844405760 run.py:722] (val) algo quickselect step 6500: {'median': 0.19189453125, 'score': 0.19189453125, 'examples_seen': 210064, 'step': 6500, 'algorithm': 'quickselect'}
I0716 17:09:47.157142 128977844405760 run.py:722] (val) algo quickselect step 6550: {'median': 0.126708984375, 'score': 0.126708984375, 'examples_seen': 211631, 'step': 6550, 'algorithm': 'quickselect'}
I0716 17:09:55.994899 128977844405760 run.py:722] (val) algo quickselect step 6600: {'median': 0.1435546875, 'score': 0.1435546875, 'examples_seen': 213334, 'step': 6600, 'algorithm': 'quickselect'}
I0716 17:10:04.799763 128977844405760 run.py:722] (val) algo quickselect step 6650: {'median': 0.103271484375, 'score': 0.103271484375, 'examples_seen': 214950, 'step': 6650, 'algorithm': 'quickselect'}
I0716 17:10:13.600294 128977844405760 run.py:722] (val) algo quickselect step 6700: {'median': 0.094970703125, 'score': 0.094970703125, 'examples_seen': 216539, 'step': 6700, 'algorithm': 'quickselect'}
I0716 17:10:22.449742 128977844405760 run.py:722] (val) algo quickselect step 6750: {'median': 0.115478515625, 'score': 0.115478515625, 'examples_seen': 218141, 'step': 6750, 'algorithm': 'quickselect'}
I0716 17:10:31.277131 128977844405760 run.py:722] (val) algo quickselect step 6800: {'median': 0.110595703125, 'score': 0.110595703125, 'examples_seen': 219741, 'step': 6800, 'algorithm': 'quickselect'}
I0716 17:10:40.129451 128977844405760 run.py:722] (val) algo quickselect step 6850: {'median': 0.191650390625, 'score': 0.191650390625, 'examples_seen': 221321, 'step': 6850, 'algorithm': 'quickselect'}
I0716 17:10:49.015202 128977844405760 run.py:722] (val) algo quickselect step 6900: {'median': 0.18701171875, 'score': 0.18701171875, 'examples_seen': 222895, 'step': 6900, 'algorithm': 'quickselect'}
I0716 17:10:57.926388 128977844405760 run.py:722] (val) algo quickselect step 6950: {'median': 0.220703125, 'score': 0.220703125, 'examples_seen': 224590, 'step': 6950, 'algorithm': 'quickselect'}
I0716 17:11:06.732528 128977844405760 run.py:722] (val) algo quickselect step 7000: {'median': 0.116455078125, 'score': 0.116455078125, 'examples_seen': 226237, 'step': 7000, 'algorithm': 'quickselect'}
