I0716 18:25:27.908975 137040288290304 run.py:722] (val) algo articulation_points step 0: {'is_cut': 0.16923076923076924, 'score': 0.16923076923076924, 'examples_seen': 16, 'step': 0, 'algorithm': 'articulation_points'}
I0716 18:28:50.144008 137040288290304 run.py:722] (val) algo articulation_points step 2800: {'is_cut': 0.6302729528535981, 'score': 0.6302729528535981, 'examples_seen': 44419, 'step': 2800, 'algorithm': 'articulation_points'}
I0716 18:28:51.805056 137040288290304 run.py:722] (val) algo articulation_points step 2850: {'is_cut': 0.7008086253369272, 'score': 0.7008086253369272, 'examples_seen': 45215, 'step': 2850, 'algorithm': 'articulation_points'}
I0716 18:28:53.346330 137040288290304 run.py:722] (val) algo articulation_points step 2900: {'is_cut': 0.7345679012345679, 'score': 0.7345679012345679, 'examples_seen': 46006, 'step': 2900, 'algorithm': 'articulation_points'}
I0716 18:28:55.005049 137040288290304 run.py:722] (val) algo articulation_points step 2950: {'is_cut': 0.6807387862796833, 'score': 0.6807387862796833, 'examples_seen': 46798, 'step': 2950, 'algorithm': 'articulation_points'}
I0716 18:28:56.627284 137040288290304 run.py:722] (val) algo articulation_points step 3000: {'is_cut': 0.7910863509749303, 'score': 0.7910863509749303, 'examples_seen': 47573, 'step': 3000, 'algorithm': 'articulation_points'}
I0716 18:28:58.264284 137040288290304 run.py:722] (val) algo articulation_points step 3050: {'is_cut': 0.7301587301587302, 'score': 0.7301587301587302, 'examples_seen': 48348, 'step': 3050, 'algorithm': 'articulation_points'}
I0716 18:28:59.863849 137040288290304 run.py:722] (val) algo articulation_points step 3100: {'is_cut': 0.7079646017699115, 'score': 0.7079646017699115, 'examples_seen': 49166, 'step': 3100, 'algorithm': 'articulation_points'}
I0716 18:29:01.471214 137040288290304 run.py:722] (val) algo articulation_points step 3150: {'is_cut': 0.6775067750677507, 'score': 0.6775067750677507, 'examples_seen': 49966, 'step': 3150, 'algorithm': 'articulation_points'}
I0716 18:29:03.079003 137040288290304 run.py:722] (val) algo articulation_points step 3200: {'is_cut': 0.6746268656716419, 'score': 0.6746268656716419, 'examples_seen': 50766, 'step': 3200, 'algorithm': 'articulation_points'}
I0716 18:29:04.668668 137040288290304 run.py:722] (val) algo articulation_points step 3250: {'is_cut': 0.7320954907161803, 'score': 0.7320954907161803, 'examples_seen': 51550, 'step': 3250, 'algorithm': 'articulation_points'}
I0716 18:29:06.275096 137040288290304 run.py:722] (val) algo articulation_points step 3300: {'is_cut': 0.7813411078717201, 'score': 0.7813411078717201, 'examples_seen': 52341, 'step': 3300, 'algorithm': 'articulation_points'}
I0716 18:29:07.928820 137040288290304 run.py:722] (val) algo articulation_points step 3350: {'is_cut': 0.6797752808988765, 'score': 0.6797752808988765, 'examples_seen': 53125, 'step': 3350, 'algorithm': 'articulation_points'}
I0716 18:29:09.552740 137040288290304 run.py:722] (val) algo articulation_points step 3400: {'is_cut': 0.7352941176470588, 'score': 0.7352941176470588, 'examples_seen': 53899, 'step': 3400, 'algorithm': 'articulation_points'}
I0716 18:29:11.219711 137040288290304 run.py:722] (val) algo articulation_points step 3450: {'is_cut': 0.7516778523489933, 'score': 0.7516778523489933, 'examples_seen': 54732, 'step': 3450, 'algorithm': 'articulation_points'}
I0716 18:29:12.827330 137040288290304 run.py:722] (val) algo articulation_points step 3500: {'is_cut': 0.815028901734104, 'score': 0.815028901734104, 'examples_seen': 55530, 'step': 3500, 'algorithm': 'articulation_points'}
I0716 18:29:14.412397 137040288290304 run.py:722] (val) algo articulation_points step 3550: {'is_cut': 0.7999999999999999, 'score': 0.7999999999999999, 'examples_seen': 56331, 'step': 3550, 'algorithm': 'articulation_points'}
I0716 18:29:15.977053 137040288290304 run.py:722] (val) algo articulation_points step 3600: {'is_cut': 0.7446808510638298, 'score': 0.7446808510638298, 'examples_seen': 57113, 'step': 3600, 'algorithm': 'articulation_points'}
I0716 18:29:17.626571 137040288290304 run.py:722] (val) algo articulation_points step 3650: {'is_cut': 0.7041420118343196, 'score': 0.7041420118343196, 'examples_seen': 57901, 'step': 3650, 'algorithm': 'articulation_points'}
I0716 18:29:19.228118 137040288290304 run.py:722] (val) algo articulation_points step 3700: {'is_cut': 0.7304347826086955, 'score': 0.7304347826086955, 'examples_seen': 58688, 'step': 3700, 'algorithm': 'articulation_points'}
I0716 18:29:20.937047 137040288290304 run.py:722] (val) algo articulation_points step 3750: {'is_cut': 0.7053941908713693, 'score': 0.7053941908713693, 'examples_seen': 59466, 'step': 3750, 'algorithm': 'articulation_points'}
I0716 18:29:22.583070 137040288290304 run.py:722] (val) algo articulation_points step 3800: {'is_cut': 0.7392550143266475, 'score': 0.7392550143266475, 'examples_seen': 60287, 'step': 3800, 'algorithm': 'articulation_points'}
I0716 18:29:24.212581 137040288290304 run.py:722] (val) algo articulation_points step 3850: {'is_cut': 0.7616438356164382, 'score': 0.7616438356164382, 'examples_seen': 61091, 'step': 3850, 'algorithm': 'articulation_points'}
I0716 18:29:25.837677 137040288290304 run.py:722] (val) algo articulation_points step 3900: {'is_cut': 0.7217125382262998, 'score': 0.7217125382262998, 'examples_seen': 61882, 'step': 3900, 'algorithm': 'articulation_points'}
I0716 18:29:27.395120 137040288290304 run.py:722] (val) algo articulation_points step 3950: {'is_cut': 0.7034883720930233, 'score': 0.7034883720930233, 'examples_seen': 62670, 'step': 3950, 'algorithm': 'articulation_points'}
I0716 18:29:29.029754 137040288290304 run.py:722] (val) algo articulation_points step 4000: {'is_cut': 0.6875, 'score': 0.6875, 'examples_seen': 63455, 'step': 4000, 'algorithm': 'articulation_points'}
I0716 18:29:30.646226 137040288290304 run.py:722] (val) algo articulation_points step 4050: {'is_cut': 0.7475409836065573, 'score': 0.7475409836065573, 'examples_seen': 64233, 'step': 4050, 'algorithm': 'articulation_points'}
I0716 18:29:32.359706 137040288290304 run.py:722] (val) algo articulation_points step 4100: {'is_cut': 0.7333333333333333, 'score': 0.7333333333333333, 'examples_seen': 65016, 'step': 4100, 'algorithm': 'articulation_points'}
I0716 18:29:33.986268 137040288290304 run.py:722] (val) algo articulation_points step 4150: {'is_cut': 0.6937669376693767, 'score': 0.6937669376693767, 'examples_seen': 65832, 'step': 4150, 'algorithm': 'articulation_points'}
I0716 18:29:35.551314 137040288290304 run.py:722] (val) algo articulation_points step 4200: {'is_cut': 0.7027027027027027, 'score': 0.7027027027027027, 'examples_seen': 66636, 'step': 4200, 'algorithm': 'articulation_points'}
I0716 18:29:37.169347 137040288290304 run.py:722] (val) algo articulation_points step 4250: {'is_cut': 0.6976744186046512, 'score': 0.6976744186046512, 'examples_seen': 67428, 'step': 4250, 'algorithm': 'articulation_points'}
I0716 18:29:38.736481 137040288290304 run.py:722] (val) algo articulation_points step 4300: {'is_cut': 0.7862595419847328, 'score': 0.7862595419847328, 'examples_seen': 68211, 'step': 4300, 'algorithm': 'articulation_points'}
I0716 18:29:40.361597 137040288290304 run.py:722] (val) algo articulation_points step 4350: {'is_cut': 0.7318611987381703, 'score': 0.7318611987381703, 'examples_seen': 68994, 'step': 4350, 'algorithm': 'articulation_points'}
I0716 18:29:41.997581 137040288290304 run.py:722] (val) algo articulation_points step 4400: {'is_cut': 0.7946666666666665, 'score': 0.7946666666666665, 'examples_seen': 69775, 'step': 4400, 'algorithm': 'articulation_points'}
I0716 18:29:43.623063 137040288290304 run.py:722] (val) algo articulation_points step 4450: {'is_cut': 0.6978193146417445, 'score': 0.6978193146417445, 'examples_seen': 70558, 'step': 4450, 'algorithm': 'articulation_points'}
I0716 18:29:45.231714 137040288290304 run.py:722] (val) algo articulation_points step 4500: {'is_cut': 0.7358490566037736, 'score': 0.7358490566037736, 'examples_seen': 71376, 'step': 4500, 'algorithm': 'articulation_points'}
I0716 18:29:46.900175 137040288290304 run.py:722] (val) algo articulation_points step 4550: {'is_cut': 0.7235142118863048, 'score': 0.7235142118863048, 'examples_seen': 72190, 'step': 4550, 'algorithm': 'articulation_points'}
I0716 18:29:48.537475 137040288290304 run.py:722] (val) algo articulation_points step 4600: {'is_cut': 0.6642335766423357, 'score': 0.6642335766423357, 'examples_seen': 72975, 'step': 4600, 'algorithm': 'articulation_points'}
I0716 18:29:50.118505 137040288290304 run.py:722] (val) algo articulation_points step 4650: {'is_cut': 0.7543424317617866, 'score': 0.7543424317617866, 'examples_seen': 73768, 'step': 4650, 'algorithm': 'articulation_points'}
I0716 18:29:51.745661 137040288290304 run.py:722] (val) algo articulation_points step 4700: {'is_cut': 0.7588932806324111, 'score': 0.7588932806324111, 'examples_seen': 74547, 'step': 4700, 'algorithm': 'articulation_points'}
I0716 18:29:53.379172 137040288290304 run.py:722] (val) algo articulation_points step 4750: {'is_cut': 0.7688442211055276, 'score': 0.7688442211055276, 'examples_seen': 75326, 'step': 4750, 'algorithm': 'articulation_points'}
I0716 18:29:55.035744 137040288290304 run.py:722] (val) algo articulation_points step 4800: {'is_cut': 0.7195767195767196, 'score': 0.7195767195767196, 'examples_seen': 76108, 'step': 4800, 'algorithm': 'articulation_points'}
I0716 18:29:56.641940 137040288290304 run.py:722] (val) algo articulation_points step 4850: {'is_cut': 0.7240356083086052, 'score': 0.7240356083086052, 'examples_seen': 76931, 'step': 4850, 'algorithm': 'articulation_points'}
I0716 18:29:58.269980 137040288290304 run.py:722] (val) algo articulation_points step 4900: {'is_cut': 0.7876923076923077, 'score': 0.7876923076923077, 'examples_seen': 77727, 'step': 4900, 'algorithm': 'articulation_points'}
I0716 18:29:59.839252 137040288290304 run.py:722] (val) algo articulation_points step 4950: {'is_cut': 0.8011695906432748, 'score': 0.8011695906432748, 'examples_seen': 78527, 'step': 4950, 'algorithm': 'articulation_points'}
I0716 18:30:01.459100 137040288290304 run.py:722] (val) algo articulation_points step 5000: {'is_cut': 0.7575757575757577, 'score': 0.7575757575757577, 'examples_seen': 79314, 'step': 5000, 'algorithm': 'articulation_points'}
I0716 18:30:03.096010 137040288290304 run.py:722] (val) algo articulation_points step 5050: {'is_cut': 0.778877887788779, 'score': 0.778877887788779, 'examples_seen': 80101, 'step': 5050, 'algorithm': 'articulation_points'}
I0716 18:30:04.759011 137040288290304 run.py:722] (val) algo articulation_points step 5100: {'is_cut': 0.7985865724381627, 'score': 0.7985865724381627, 'examples_seen': 80879, 'step': 5100, 'algorithm': 'articulation_points'}
I0716 18:30:06.422691 137040288290304 run.py:722] (val) algo articulation_points step 5150: {'is_cut': 0.7906976744186046, 'score': 0.7906976744186046, 'examples_seen': 81662, 'step': 5150, 'algorithm': 'articulation_points'}
I0716 18:30:07.981784 137040288290304 run.py:722] (val) algo articulation_points step 5200: {'is_cut': 0.770764119601329, 'score': 0.770764119601329, 'examples_seen': 82480, 'step': 5200, 'algorithm': 'articulation_points'}
I0716 18:30:09.611684 137040288290304 run.py:722] (val) algo articulation_points step 5250: {'is_cut': 0.8421052631578948, 'score': 0.8421052631578948, 'examples_seen': 83294, 'step': 5250, 'algorithm': 'articulation_points'}
I0716 18:30:11.219374 137040288290304 run.py:722] (val) algo articulation_points step 5300: {'is_cut': 0.7627627627627627, 'score': 0.7627627627627627, 'examples_seen': 84080, 'step': 5300, 'algorithm': 'articulation_points'}
I0716 18:30:12.832759 137040288290304 run.py:722] (val) algo articulation_points step 5350: {'is_cut': 0.6961651917404129, 'score': 0.6961651917404129, 'examples_seen': 84873, 'step': 5350, 'algorithm': 'articulation_points'}
I0716 18:30:14.415278 137040288290304 run.py:722] (val) algo articulation_points step 5400: {'is_cut': 0.7707006369426751, 'score': 0.7707006369426751, 'examples_seen': 85657, 'step': 5400, 'algorithm': 'articulation_points'}
I0716 18:30:16.014639 137040288290304 run.py:722] (val) algo articulation_points step 5450: {'is_cut': 0.7492260061919505, 'score': 0.7492260061919505, 'examples_seen': 86431, 'step': 5450, 'algorithm': 'articulation_points'}
I0716 18:30:17.674730 137040288290304 run.py:722] (val) algo articulation_points step 5500: {'is_cut': 0.75, 'score': 0.75, 'examples_seen': 87219, 'step': 5500, 'algorithm': 'articulation_points'}
I0716 18:30:19.328974 137040288290304 run.py:722] (val) algo articulation_points step 5550: {'is_cut': 0.741839762611276, 'score': 0.741839762611276, 'examples_seen': 88046, 'step': 5550, 'algorithm': 'articulation_points'}
I0716 18:30:21.006993 137040288290304 run.py:722] (val) algo articulation_points step 5600: {'is_cut': 0.6976744186046512, 'score': 0.6976744186046512, 'examples_seen': 88846, 'step': 5600, 'algorithm': 'articulation_points'}
I0716 18:30:22.625895 137040288290304 run.py:722] (val) algo articulation_points step 5650: {'is_cut': 0.6637931034482759, 'score': 0.6637931034482759, 'examples_seen': 89638, 'step': 5650, 'algorithm': 'articulation_points'}
I0716 18:30:24.216768 137040288290304 run.py:722] (val) algo articulation_points step 5700: {'is_cut': 0.8116883116883117, 'score': 0.8116883116883117, 'examples_seen': 90427, 'step': 5700, 'algorithm': 'articulation_points'}
I0716 18:30:25.840461 137040288290304 run.py:722] (val) algo articulation_points step 5750: {'is_cut': 0.7483870967741936, 'score': 0.7483870967741936, 'examples_seen': 91206, 'step': 5750, 'algorithm': 'articulation_points'}
I0716 18:30:27.553317 137040288290304 run.py:722] (val) algo articulation_points step 5800: {'is_cut': 0.7548209366391184, 'score': 0.7548209366391184, 'examples_seen': 91993, 'step': 5800, 'algorithm': 'articulation_points'}
I0716 18:30:29.182139 137040288290304 run.py:722] (val) algo articulation_points step 5850: {'is_cut': 0.7936507936507936, 'score': 0.7936507936507936, 'examples_seen': 92776, 'step': 5850, 'algorithm': 'articulation_points'}
I0716 18:30:30.871654 137040288290304 run.py:722] (val) algo articulation_points step 5900: {'is_cut': 0.7767584097859327, 'score': 0.7767584097859327, 'examples_seen': 93595, 'step': 5900, 'algorithm': 'articulation_points'}
I0716 18:30:32.549849 137040288290304 run.py:722] (val) algo articulation_points step 5950: {'is_cut': 0.7307692307692308, 'score': 0.7307692307692308, 'examples_seen': 94394, 'step': 5950, 'algorithm': 'articulation_points'}
I0716 18:30:34.179282 137040288290304 run.py:722] (val) algo articulation_points step 6000: {'is_cut': 0.7547169811320755, 'score': 0.7547169811320755, 'examples_seen': 95185, 'step': 6000, 'algorithm': 'articulation_points'}
I0716 18:30:35.754788 137040288290304 run.py:722] (val) algo articulation_points step 6050: {'is_cut': 0.7093596059113301, 'score': 0.7093596059113301, 'examples_seen': 95970, 'step': 6050, 'algorithm': 'articulation_points'}
I0716 18:30:37.352280 137040288290304 run.py:722] (val) algo articulation_points step 6100: {'is_cut': 0.7534246575342466, 'score': 0.7534246575342466, 'examples_seen': 96745, 'step': 6100, 'algorithm': 'articulation_points'}
I0716 18:30:38.980105 137040288290304 run.py:722] (val) algo articulation_points step 6150: {'is_cut': 0.7315436241610739, 'score': 0.7315436241610739, 'examples_seen': 97528, 'step': 6150, 'algorithm': 'articulation_points'}
I0716 18:30:40.621499 137040288290304 run.py:722] (val) algo articulation_points step 6200: {'is_cut': 0.7897435897435897, 'score': 0.7897435897435897, 'examples_seen': 98310, 'step': 6200, 'algorithm': 'articulation_points'}
I0716 18:30:42.278035 137040288290304 run.py:722] (val) algo articulation_points step 6250: {'is_cut': 0.7764705882352941, 'score': 0.7764705882352941, 'examples_seen': 99125, 'step': 6250, 'algorithm': 'articulation_points'}
I0716 18:30:43.892967 137040288290304 run.py:722] (val) algo articulation_points step 6300: {'is_cut': 0.7785714285714287, 'score': 0.7785714285714287, 'examples_seen': 99930, 'step': 6300, 'algorithm': 'articulation_points'}
I0716 18:30:45.540116 137040288290304 run.py:722] (val) algo articulation_points step 6350: {'is_cut': 0.765273311897106, 'score': 0.765273311897106, 'examples_seen': 100714, 'step': 6350, 'algorithm': 'articulation_points'}
I0716 18:30:47.114679 137040288290304 run.py:722] (val) algo articulation_points step 6400: {'is_cut': 0.7944444444444444, 'score': 0.7944444444444444, 'examples_seen': 101505, 'step': 6400, 'algorithm': 'articulation_points'}
