{'Pi': 0.0855712890625, 'score': 0.0855712890625, 'examples_seen': 80, 'step': 0, 'algorithm': 'floyd_warshall'}
{'Pi': 0.5499267578125, 'score': 0.5499267578125, 'examples_seen': 43760, 'step': 850, 'algorithm': 'floyd_warshall'}
{'Pi': 0.582275390625, 'score': 0.582275390625, 'examples_seen': 46320, 'step': 900, 'algorithm': 'floyd_warshall'}
{'Pi': 0.60101318359375, 'score': 0.60101318359375, 'examples_seen': 48832, 'step': 950, 'algorithm': 'floyd_warshall'}
{'Pi': 0.6007080078125, 'score': 0.6007080078125, 'examples_seen': 51488, 'step': 1000, 'algorithm': 'floyd_warshall'}
{'Pi': 0.6065673828125, 'score': 0.6065673828125, 'examples_seen': 54080, 'step': 1050, 'algorithm': 'floyd_warshall'}
{'Pi': 0.59661865234375, 'score': 0.59661865234375, 'examples_seen': 56656, 'step': 1100, 'algorithm': 'floyd_warshall'}
{'Pi': 0.62103271484375, 'score': 0.62103271484375, 'examples_seen': 59232, 'step': 1150, 'algorithm': 'floyd_warshall'}
{'Pi': 0.65264892578125, 'score': 0.65264892578125, 'examples_seen': 61744, 'step': 1200, 'algorithm': 'floyd_warshall'}
{'Pi': 0.64544677734375, 'score': 0.64544677734375, 'examples_seen': 64304, 'step': 1250, 'algorithm': 'floyd_warshall'}
{'Pi': 0.6824951171875, 'score': 0.6824951171875, 'examples_seen': 66848, 'step': 1300, 'algorithm': 'floyd_warshall'}
{'Pi': 0.60302734375, 'score': 0.60302734375, 'examples_seen': 69472, 'step': 1350, 'algorithm': 'floyd_warshall'}
{'Pi': 0.62890625, 'score': 0.62890625, 'examples_seen': 72096, 'step': 1400, 'algorithm': 'floyd_warshall'}
{'Pi': 0.68096923828125, 'score': 0.68096923828125, 'examples_seen': 74656, 'step': 1450, 'algorithm': 'floyd_warshall'}
{'Pi': 0.6397705078125, 'score': 0.6397705078125, 'examples_seen': 77216, 'step': 1500, 'algorithm': 'floyd_warshall'}
{'Pi': 0.66619873046875, 'score': 0.66619873046875, 'examples_seen': 79760, 'step': 1550, 'algorithm': 'floyd_warshall'}
{'Pi': 0.67138671875, 'score': 0.67138671875, 'examples_seen': 82304, 'step': 1600, 'algorithm': 'floyd_warshall'}
{'Pi': 0.62261962890625, 'score': 0.62261962890625, 'examples_seen': 84832, 'step': 1650, 'algorithm': 'floyd_warshall'}
{'Pi': 0.6724853515625, 'score': 0.6724853515625, 'examples_seen': 87472, 'step': 1700, 'algorithm': 'floyd_warshall'}
{'Pi': 0.67486572265625, 'score': 0.67486572265625, 'examples_seen': 90096, 'step': 1750, 'algorithm': 'floyd_warshall'}
{'Pi': 0.61712646484375, 'score': 0.61712646484375, 'examples_seen': 92656, 'step': 1800, 'algorithm': 'floyd_warshall'}
{'Pi': 0.6795654296875, 'score': 0.6795654296875, 'examples_seen': 95232, 'step': 1850, 'algorithm': 'floyd_warshall'}
{'Pi': 0.6685791015625, 'score': 0.6685791015625, 'examples_seen': 97776, 'step': 1900, 'algorithm': 'floyd_warshall'}
{'Pi': 0.66925048828125, 'score': 0.66925048828125, 'examples_seen': 100320, 'step': 1950, 'algorithm': 'floyd_warshall'}
{'Pi': 0.68341064453125, 'score': 0.68341064453125, 'examples_seen': 102848, 'step': 2000, 'algorithm': 'floyd_warshall'}
{'Pi': 0.70855712890625, 'score': 0.70855712890625, 'examples_seen': 105488, 'step': 2050, 'algorithm': 'floyd_warshall'}
{'Pi': 0.717041015625, 'score': 0.717041015625, 'examples_seen': 108096, 'step': 2100, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7174072265625, 'score': 0.7174072265625, 'examples_seen': 110688, 'step': 2150, 'algorithm': 'floyd_warshall'}
{'Pi': 0.68621826171875, 'score': 0.68621826171875, 'examples_seen': 113232, 'step': 2200, 'algorithm': 'floyd_warshall'}
{'Pi': 0.70977783203125, 'score': 0.70977783203125, 'examples_seen': 115760, 'step': 2250, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7294921875, 'score': 0.7294921875, 'examples_seen': 118336, 'step': 2300, 'algorithm': 'floyd_warshall'}
{'Pi': 0.689453125, 'score': 0.689453125, 'examples_seen': 120848, 'step': 2350, 'algorithm': 'floyd_warshall'}
{'Pi': 0.716064453125, 'score': 0.716064453125, 'examples_seen': 123488, 'step': 2400, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7144775390625, 'score': 0.7144775390625, 'examples_seen': 126112, 'step': 2450, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7459716796875, 'score': 0.7459716796875, 'examples_seen': 128656, 'step': 2500, 'algorithm': 'floyd_warshall'}
{'Pi': 0.70849609375, 'score': 0.70849609375, 'examples_seen': 131232, 'step': 2550, 'algorithm': 'floyd_warshall'}
{'Pi': 0.68365478515625, 'score': 0.68365478515625, 'examples_seen': 133760, 'step': 2600, 'algorithm': 'floyd_warshall'}
{'Pi': 0.76025390625, 'score': 0.76025390625, 'examples_seen': 136304, 'step': 2650, 'algorithm': 'floyd_warshall'}
{'Pi': 0.76348876953125, 'score': 0.76348876953125, 'examples_seen': 138848, 'step': 2700, 'algorithm': 'floyd_warshall'}
{'Pi': 0.73211669921875, 'score': 0.73211669921875, 'examples_seen': 141488, 'step': 2750, 'algorithm': 'floyd_warshall'}
{'Pi': 0.67486572265625, 'score': 0.67486572265625, 'examples_seen': 144112, 'step': 2800, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7371826171875, 'score': 0.7371826171875, 'examples_seen': 146672, 'step': 2850, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7354736328125, 'score': 0.7354736328125, 'examples_seen': 149216, 'step': 2900, 'algorithm': 'floyd_warshall'}
{'Pi': 0.753173828125, 'score': 0.753173828125, 'examples_seen': 151776, 'step': 2950, 'algorithm': 'floyd_warshall'}
{'Pi': 0.72564697265625, 'score': 0.72564697265625, 'examples_seen': 154320, 'step': 3000, 'algorithm': 'floyd_warshall'}
{'Pi': 0.74627685546875, 'score': 0.74627685546875, 'examples_seen': 156832, 'step': 3050, 'algorithm': 'floyd_warshall'}
{'Pi': 0.78656005859375, 'score': 0.78656005859375, 'examples_seen': 159488, 'step': 3100, 'algorithm': 'floyd_warshall'}
{'Pi': 0.71221923828125, 'score': 0.71221923828125, 'examples_seen': 162112, 'step': 3150, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7799072265625, 'score': 0.7799072265625, 'examples_seen': 164672, 'step': 3200, 'algorithm': 'floyd_warshall'}
{'Pi': 0.74530029296875, 'score': 0.74530029296875, 'examples_seen': 167248, 'step': 3250, 'algorithm': 'floyd_warshall'}
{'Pi': 0.74652099609375, 'score': 0.74652099609375, 'examples_seen': 169776, 'step': 3300, 'algorithm': 'floyd_warshall'}
{'Pi': 0.77734375, 'score': 0.77734375, 'examples_seen': 172336, 'step': 3350, 'algorithm': 'floyd_warshall'}
{'Pi': 0.79644775390625, 'score': 0.79644775390625, 'examples_seen': 174864, 'step': 3400, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7860107421875, 'score': 0.7860107421875, 'examples_seen': 177504, 'step': 3450, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7459716796875, 'score': 0.7459716796875, 'examples_seen': 180112, 'step': 3500, 'algorithm': 'floyd_warshall'}
{'Pi': 0.74359130859375, 'score': 0.74359130859375, 'examples_seen': 182672, 'step': 3550, 'algorithm': 'floyd_warshall'}
{'Pi': 0.77545166015625, 'score': 0.77545166015625, 'examples_seen': 185248, 'step': 3600, 'algorithm': 'floyd_warshall'}
{'Pi': 0.74346923828125, 'score': 0.74346923828125, 'examples_seen': 187776, 'step': 3650, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7874755859375, 'score': 0.7874755859375, 'examples_seen': 190320, 'step': 3700, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7919921875, 'score': 0.7919921875, 'examples_seen': 192864, 'step': 3750, 'algorithm': 'floyd_warshall'}
{'Pi': 0.771240234375, 'score': 0.771240234375, 'examples_seen': 195504, 'step': 3800, 'algorithm': 'floyd_warshall'}
{'Pi': 0.74853515625, 'score': 0.74853515625, 'examples_seen': 198128, 'step': 3850, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7718505859375, 'score': 0.7718505859375, 'examples_seen': 200672, 'step': 3900, 'algorithm': 'floyd_warshall'}
{'Pi': 0.77374267578125, 'score': 0.77374267578125, 'examples_seen': 203232, 'step': 3950, 'algorithm': 'floyd_warshall'}
{'Pi': 0.835205078125, 'score': 0.835205078125, 'examples_seen': 205792, 'step': 4000, 'algorithm': 'floyd_warshall'}
{'Pi': 0.791748046875, 'score': 0.791748046875, 'examples_seen': 208320, 'step': 4050, 'algorithm': 'floyd_warshall'}
{'Pi': 0.77392578125, 'score': 0.77392578125, 'examples_seen': 210848, 'step': 4100, 'algorithm': 'floyd_warshall'}
{'Pi': 0.795166015625, 'score': 0.795166015625, 'examples_seen': 213520, 'step': 4150, 'algorithm': 'floyd_warshall'}
{'Pi': 0.77099609375, 'score': 0.77099609375, 'examples_seen': 216112, 'step': 4200, 'algorithm': 'floyd_warshall'}
{'Pi': 0.80322265625, 'score': 0.80322265625, 'examples_seen': 218688, 'step': 4250, 'algorithm': 'floyd_warshall'}
{'Pi': 0.821533203125, 'score': 0.821533203125, 'examples_seen': 221248, 'step': 4300, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7572021484375, 'score': 0.7572021484375, 'examples_seen': 223792, 'step': 4350, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8048095703125, 'score': 0.8048095703125, 'examples_seen': 226352, 'step': 4400, 'algorithm': 'floyd_warshall'}
{'Pi': 0.80450439453125, 'score': 0.80450439453125, 'examples_seen': 228880, 'step': 4450, 'algorithm': 'floyd_warshall'}
{'Pi': 0.79571533203125, 'score': 0.79571533203125, 'examples_seen': 231504, 'step': 4500, 'algorithm': 'floyd_warshall'}
{'Pi': 0.82342529296875, 'score': 0.82342529296875, 'examples_seen': 234128, 'step': 4550, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7943115234375, 'score': 0.7943115234375, 'examples_seen': 236688, 'step': 4600, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8065185546875, 'score': 0.8065185546875, 'examples_seen': 239264, 'step': 4650, 'algorithm': 'floyd_warshall'}
{'Pi': 0.7520751953125, 'score': 0.7520751953125, 'examples_seen': 241792, 'step': 4700, 'algorithm': 'floyd_warshall'}
{'Pi': 0.802001953125, 'score': 0.802001953125, 'examples_seen': 244336, 'step': 4750, 'algorithm': 'floyd_warshall'}
{'Pi': 0.81591796875, 'score': 0.81591796875, 'examples_seen': 246880, 'step': 4800, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8338623046875, 'score': 0.8338623046875, 'examples_seen': 249520, 'step': 4850, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8428955078125, 'score': 0.8428955078125, 'examples_seen': 252128, 'step': 4900, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8370361328125, 'score': 0.8370361328125, 'examples_seen': 254688, 'step': 4950, 'algorithm': 'floyd_warshall'}
{'Pi': 0.807861328125, 'score': 0.807861328125, 'examples_seen': 257264, 'step': 5000, 'algorithm': 'floyd_warshall'}
{'Pi': 0.76678466796875, 'score': 0.76678466796875, 'examples_seen': 259792, 'step': 5050, 'algorithm': 'floyd_warshall'}
{'Pi': 0.83966064453125, 'score': 0.83966064453125, 'examples_seen': 262336, 'step': 5100, 'algorithm': 'floyd_warshall'}
{'Pi': 0.82293701171875, 'score': 0.82293701171875, 'examples_seen': 264880, 'step': 5150, 'algorithm': 'floyd_warshall'}
{'Pi': 0.83038330078125, 'score': 0.83038330078125, 'examples_seen': 267520, 'step': 5200, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8460693359375, 'score': 0.8460693359375, 'examples_seen': 270128, 'step': 5250, 'algorithm': 'floyd_warshall'}
{'Pi': 0.80145263671875, 'score': 0.80145263671875, 'examples_seen': 272688, 'step': 5300, 'algorithm': 'floyd_warshall'}
{'Pi': 0.81146240234375, 'score': 0.81146240234375, 'examples_seen': 275248, 'step': 5350, 'algorithm': 'floyd_warshall'}
{'Pi': 0.85540771484375, 'score': 0.85540771484375, 'examples_seen': 277792, 'step': 5400, 'algorithm': 'floyd_warshall'}
{'Pi': 0.83563232421875, 'score': 0.83563232421875, 'examples_seen': 280352, 'step': 5450, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8458251953125, 'score': 0.8458251953125, 'examples_seen': 282864, 'step': 5500, 'algorithm': 'floyd_warshall'}
{'Pi': 0.87652587890625, 'score': 0.87652587890625, 'examples_seen': 285504, 'step': 5550, 'algorithm': 'floyd_warshall'}
{'Pi': 0.82757568359375, 'score': 0.82757568359375, 'examples_seen': 288128, 'step': 5600, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8555908203125, 'score': 0.8555908203125, 'examples_seen': 290688, 'step': 5650, 'algorithm': 'floyd_warshall'}
{'Pi': 0.81256103515625, 'score': 0.81256103515625, 'examples_seen': 293280, 'step': 5700, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8328857421875, 'score': 0.8328857421875, 'examples_seen': 295808, 'step': 5750, 'algorithm': 'floyd_warshall'}
{'Pi': 0.82696533203125, 'score': 0.82696533203125, 'examples_seen': 298352, 'step': 5800, 'algorithm': 'floyd_warshall'}
{'Pi': 0.865234375, 'score': 0.865234375, 'examples_seen': 300896, 'step': 5850, 'algorithm': 'floyd_warshall'}
{'Pi': 0.82891845703125, 'score': 0.82891845703125, 'examples_seen': 303520, 'step': 5900, 'algorithm': 'floyd_warshall'}
{'Pi': 0.840087890625, 'score': 0.840087890625, 'examples_seen': 306144, 'step': 5950, 'algorithm': 'floyd_warshall'}
{'Pi': 0.84124755859375, 'score': 0.84124755859375, 'examples_seen': 308720, 'step': 6000, 'algorithm': 'floyd_warshall'}
{'Pi': 0.78216552734375, 'score': 0.78216552734375, 'examples_seen': 311264, 'step': 6050, 'algorithm': 'floyd_warshall'}
{'Pi': 0.86041259765625, 'score': 0.86041259765625, 'examples_seen': 313808, 'step': 6100, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8380126953125, 'score': 0.8380126953125, 'examples_seen': 316368, 'step': 6150, 'algorithm': 'floyd_warshall'}
{'Pi': 0.84613037109375, 'score': 0.84613037109375, 'examples_seen': 318880, 'step': 6200, 'algorithm': 'floyd_warshall'}
{'Pi': 0.88763427734375, 'score': 0.88763427734375, 'examples_seen': 321536, 'step': 6250, 'algorithm': 'floyd_warshall'}
{'Pi': 0.83270263671875, 'score': 0.83270263671875, 'examples_seen': 324128, 'step': 6300, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8092041015625, 'score': 0.8092041015625, 'examples_seen': 326704, 'step': 6350, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8507080078125, 'score': 0.8507080078125, 'examples_seen': 329264, 'step': 6400, 'algorithm': 'floyd_warshall'}
{'Pi': 0.81683349609375, 'score': 0.81683349609375, 'examples_seen': 331792, 'step': 6450, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8338623046875, 'score': 0.8338623046875, 'examples_seen': 334352, 'step': 6500, 'algorithm': 'floyd_warshall'}
{'Pi': 0.86224365234375, 'score': 0.86224365234375, 'examples_seen': 336880, 'step': 6550, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8521728515625, 'score': 0.8521728515625, 'examples_seen': 339520, 'step': 6600, 'algorithm': 'floyd_warshall'}
{'Pi': 0.85662841796875, 'score': 0.85662841796875, 'examples_seen': 342144, 'step': 6650, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8094482421875, 'score': 0.8094482421875, 'examples_seen': 344704, 'step': 6700, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8602294921875, 'score': 0.8602294921875, 'examples_seen': 347280, 'step': 6750, 'algorithm': 'floyd_warshall'}
{'Pi': 0.82659912109375, 'score': 0.82659912109375, 'examples_seen': 349824, 'step': 6800, 'algorithm': 'floyd_warshall'}
{'Pi': 0.82080078125, 'score': 0.82080078125, 'examples_seen': 352368, 'step': 6850, 'algorithm': 'floyd_warshall'}
{'Pi': 0.852294921875, 'score': 0.852294921875, 'examples_seen': 354896, 'step': 6900, 'algorithm': 'floyd_warshall'}
{'Pi': 0.85247802734375, 'score': 0.85247802734375, 'examples_seen': 357536, 'step': 6950, 'algorithm': 'floyd_warshall'}
{'Pi': 0.865478515625, 'score': 0.865478515625, 'examples_seen': 360176, 'step': 7000, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8426513671875, 'score': 0.8426513671875, 'examples_seen': 362720, 'step': 7050, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8497314453125, 'score': 0.8497314453125, 'examples_seen': 365280, 'step': 7100, 'algorithm': 'floyd_warshall'}
{'Pi': 0.849365234375, 'score': 0.849365234375, 'examples_seen': 367824, 'step': 7150, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8349609375, 'score': 0.8349609375, 'examples_seen': 370368, 'step': 7200, 'algorithm': 'floyd_warshall'}
{'Pi': 0.865966796875, 'score': 0.865966796875, 'examples_seen': 372896, 'step': 7250, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8807373046875, 'score': 0.8807373046875, 'examples_seen': 375536, 'step': 7300, 'algorithm': 'floyd_warshall'}
{'Pi': 0.87152099609375, 'score': 0.87152099609375, 'examples_seen': 378144, 'step': 7350, 'algorithm': 'floyd_warshall'}
{'Pi': 0.80169677734375, 'score': 0.80169677734375, 'examples_seen': 380720, 'step': 7400, 'algorithm': 'floyd_warshall'}
{'Pi': 0.85198974609375, 'score': 0.85198974609375, 'examples_seen': 383280, 'step': 7450, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8697509765625, 'score': 0.8697509765625, 'examples_seen': 385808, 'step': 7500, 'algorithm': 'floyd_warshall'}
{'Pi': 0.81500244140625, 'score': 0.81500244140625, 'examples_seen': 388368, 'step': 7550, 'algorithm': 'floyd_warshall'}
{'Pi': 0.87066650390625, 'score': 0.87066650390625, 'examples_seen': 390896, 'step': 7600, 'algorithm': 'floyd_warshall'}
{'Pi': 0.85211181640625, 'score': 0.85211181640625, 'examples_seen': 393536, 'step': 7650, 'algorithm': 'floyd_warshall'}
{'Pi': 0.87469482421875, 'score': 0.87469482421875, 'examples_seen': 396160, 'step': 7700, 'algorithm': 'floyd_warshall'}
{'Pi': 0.87261962890625, 'score': 0.87261962890625, 'examples_seen': 398704, 'step': 7750, 'algorithm': 'floyd_warshall'}
{'Pi': 0.87628173828125, 'score': 0.87628173828125, 'examples_seen': 401280, 'step': 7800, 'algorithm': 'floyd_warshall'}
{'Pi': 0.85772705078125, 'score': 0.85772705078125, 'examples_seen': 403808, 'step': 7850, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8681640625, 'score': 0.8681640625, 'examples_seen': 406352, 'step': 7900, 'algorithm': 'floyd_warshall'}
{'Pi': 0.85205078125, 'score': 0.85205078125, 'examples_seen': 408896, 'step': 7950, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8726806640625, 'score': 0.8726806640625, 'examples_seen': 411552, 'step': 8000, 'algorithm': 'floyd_warshall'}
{'Pi': 0.83819580078125, 'score': 0.83819580078125, 'examples_seen': 414160, 'step': 8050, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8673095703125, 'score': 0.8673095703125, 'examples_seen': 416720, 'step': 8100, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8853759765625, 'score': 0.8853759765625, 'examples_seen': 419280, 'step': 8150, 'algorithm': 'floyd_warshall'}
{'Pi': 0.865478515625, 'score': 0.865478515625, 'examples_seen': 421840, 'step': 8200, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8887939453125, 'score': 0.8887939453125, 'examples_seen': 424384, 'step': 8250, 'algorithm': 'floyd_warshall'}
{'Pi': 0.871826171875, 'score': 0.871826171875, 'examples_seen': 426896, 'step': 8300, 'algorithm': 'floyd_warshall'}
{'Pi': 0.862060546875, 'score': 0.862060546875, 'examples_seen': 429552, 'step': 8350, 'algorithm': 'floyd_warshall'}
{'Pi': 0.864990234375, 'score': 0.864990234375, 'examples_seen': 432160, 'step': 8400, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8643798828125, 'score': 0.8643798828125, 'examples_seen': 434736, 'step': 8450, 'algorithm': 'floyd_warshall'}
{'Pi': 0.87872314453125, 'score': 0.87872314453125, 'examples_seen': 437296, 'step': 8500, 'algorithm': 'floyd_warshall'}
{'Pi': 0.84002685546875, 'score': 0.84002685546875, 'examples_seen': 439824, 'step': 8550, 'algorithm': 'floyd_warshall'}
{'Pi': 0.84283447265625, 'score': 0.84283447265625, 'examples_seen': 442384, 'step': 8600, 'algorithm': 'floyd_warshall'}
{'Pi': 0.9034423828125, 'score': 0.9034423828125, 'examples_seen': 444912, 'step': 8650, 'algorithm': 'floyd_warshall'}
{'Pi': 0.906005859375, 'score': 0.906005859375, 'examples_seen': 447552, 'step': 8700, 'algorithm': 'floyd_warshall'}
{'Pi': 0.89251708984375, 'score': 0.89251708984375, 'examples_seen': 450160, 'step': 8750, 'algorithm': 'floyd_warshall'}
{'Pi': 0.884521484375, 'score': 0.884521484375, 'examples_seen': 452720, 'step': 8800, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8763427734375, 'score': 0.8763427734375, 'examples_seen': 455296, 'step': 8850, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8424072265625, 'score': 0.8424072265625, 'examples_seen': 457824, 'step': 8900, 'algorithm': 'floyd_warshall'}
{'Pi': 0.85565185546875, 'score': 0.85565185546875, 'examples_seen': 460368, 'step': 8950, 'algorithm': 'floyd_warshall'}
{'Pi': 0.88311767578125, 'score': 0.88311767578125, 'examples_seen': 462928, 'step': 9000, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8472900390625, 'score': 0.8472900390625, 'examples_seen': 465552, 'step': 9050, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8724365234375, 'score': 0.8724365234375, 'examples_seen': 468176, 'step': 9100, 'algorithm': 'floyd_warshall'}
{'Pi': 0.85162353515625, 'score': 0.85162353515625, 'examples_seen': 470720, 'step': 9150, 'algorithm': 'floyd_warshall'}
{'Pi': 0.87078857421875, 'score': 0.87078857421875, 'examples_seen': 473296, 'step': 9200, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8709716796875, 'score': 0.8709716796875, 'examples_seen': 475856, 'step': 9250, 'algorithm': 'floyd_warshall'}
{'Pi': 0.886474609375, 'score': 0.886474609375, 'examples_seen': 478384, 'step': 9300, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8785400390625, 'score': 0.8785400390625, 'examples_seen': 480912, 'step': 9350, 'algorithm': 'floyd_warshall'}
{'Pi': 0.878173828125, 'score': 0.878173828125, 'examples_seen': 483568, 'step': 9400, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8619384765625, 'score': 0.8619384765625, 'examples_seen': 486176, 'step': 9450, 'algorithm': 'floyd_warshall'}
{'Pi': 0.89141845703125, 'score': 0.89141845703125, 'examples_seen': 488752, 'step': 9500, 'algorithm': 'floyd_warshall'}
{'Pi': 0.8951416015625, 'score': 0.8951416015625, 'examples_seen': 491312, 'step': 9550, 'algorithm': 'floyd_warshall'}
{'Pi': 0.87158203125, 'score': 0.87158203125, 'examples_seen': 493840, 'step': 9600, 'algorithm': 'floyd_warshall'}
{'Pi': 0.876708984375, 'score': 0.876708984375, 'examples_seen': 496400, 'step': 9650, 'algorithm': 'floyd_warshall'}
{'Pi': 0.90460205078125, 'score': 0.90460205078125, 'examples_seen': 498928, 'step': 9700, 'algorithm': 'floyd_warshall'}
{'Pi': 0.86376953125, 'score': 0.86376953125, 'examples_seen': 501552, 'step': 9750, 'algorithm': 'floyd_warshall'}
{'Pi': 0.86627197265625, 'score': 0.86627197265625, 'examples_seen': 504176, 'step': 9800, 'algorithm': 'floyd_warshall'}
{'Pi': 0.89337158203125, 'score': 0.89337158203125, 'examples_seen': 506736, 'step': 9850, 'algorithm': 'floyd_warshall'}
{'Pi': 0.85736083984375, 'score': 0.85736083984375, 'examples_seen': 509312, 'step': 9900, 'algorithm': 'floyd_warshall'}
{'Pi': 0.87298583984375, 'score': 0.87298583984375, 'examples_seen': 511840, 'step': 9950, 'algorithm': 'floyd_warshall'}
