{'root': 0.5055147058823529, 'score': 0.5055147058823529, 'examples_seen': 64, 'step': 0, 'algorithm': 'optimal_bst'}
{'root': 0.9124134948096886, 'score': 0.9124134948096886, 'examples_seen': 75712, 'step': 1900, 'algorithm': 'optimal_bst'}
{'root': 0.9425821799307958, 'score': 0.9425821799307958, 'examples_seen': 77664, 'step': 1950, 'algorithm': 'optimal_bst'}
{'root': 0.94344723183391, 'score': 0.94344723183391, 'examples_seen': 79632, 'step': 2000, 'algorithm': 'optimal_bst'}
{'root': 0.9449070069204152, 'score': 0.9449070069204152, 'examples_seen': 81680, 'step': 2050, 'algorithm': 'optimal_bst'}
{'root': 0.9114943771626297, 'score': 0.9114943771626297, 'examples_seen': 83680, 'step': 2100, 'algorithm': 'optimal_bst'}
{'root': 0.923226643598616, 'score': 0.923226643598616, 'examples_seen': 85680, 'step': 2150, 'algorithm': 'optimal_bst'}
{'root': 0.9011678200692042, 'score': 0.9011678200692042, 'examples_seen': 87664, 'step': 2200, 'algorithm': 'optimal_bst'}
{'root': 0.9354455017301038, 'score': 0.9354455017301038, 'examples_seen': 89632, 'step': 2250, 'algorithm': 'optimal_bst'}
{'root': 0.9449610726643599, 'score': 0.9449610726643599, 'examples_seen': 91616, 'step': 2300, 'algorithm': 'optimal_bst'}
{'root': 0.9437175605536332, 'score': 0.9437175605536332, 'examples_seen': 93568, 'step': 2350, 'algorithm': 'optimal_bst'}
{'root': 0.9214965397923875, 'score': 0.9214965397923875, 'examples_seen': 95600, 'step': 2400, 'algorithm': 'optimal_bst'}
{'root': 0.9352833044982699, 'score': 0.9352833044982699, 'examples_seen': 97632, 'step': 2450, 'algorithm': 'optimal_bst'}
{'root': 0.91219723183391, 'score': 0.91219723183391, 'examples_seen': 99600, 'step': 2500, 'algorithm': 'optimal_bst'}
{'root': 0.8963559688581315, 'score': 0.8963559688581315, 'examples_seen': 101600, 'step': 2550, 'algorithm': 'optimal_bst'}
{'root': 0.9465289792387543, 'score': 0.9465289792387543, 'examples_seen': 103568, 'step': 2600, 'algorithm': 'optimal_bst'}
{'root': 0.9430687716262975, 'score': 0.9430687716262975, 'examples_seen': 105520, 'step': 2650, 'algorithm': 'optimal_bst'}
{'root': 0.9422037197231834, 'score': 0.9422037197231834, 'examples_seen': 107520, 'step': 2700, 'algorithm': 'optimal_bst'}
{'root': 0.9191717128027682, 'score': 0.9191717128027682, 'examples_seen': 109520, 'step': 2750, 'algorithm': 'optimal_bst'}
{'root': 0.9421496539792388, 'score': 0.9421496539792388, 'examples_seen': 111552, 'step': 2800, 'algorithm': 'optimal_bst'}
{'root': 0.9403114186851211, 'score': 0.9403114186851211, 'examples_seen': 113552, 'step': 2850, 'algorithm': 'optimal_bst'}
{'root': 0.939121972318339, 'score': 0.939121972318339, 'examples_seen': 115520, 'step': 2900, 'algorithm': 'optimal_bst'}
{'root': 0.9405817474048442, 'score': 0.9405817474048442, 'examples_seen': 117520, 'step': 2950, 'algorithm': 'optimal_bst'}
{'root': 0.9435012975778547, 'score': 0.9435012975778547, 'examples_seen': 119456, 'step': 3000, 'algorithm': 'optimal_bst'}
{'root': 0.9439338235294118, 'score': 0.9439338235294118, 'examples_seen': 121424, 'step': 3050, 'algorithm': 'optimal_bst'}
{'root': 0.9351211072664359, 'score': 0.9351211072664359, 'examples_seen': 123472, 'step': 3100, 'algorithm': 'optimal_bst'}
{'root': 0.9427984429065744, 'score': 0.9427984429065744, 'examples_seen': 125472, 'step': 3150, 'algorithm': 'optimal_bst'}
{'root': 0.9198205017301038, 'score': 0.9198205017301038, 'examples_seen': 127488, 'step': 3200, 'algorithm': 'optimal_bst'}
{'root': 0.9493944636678201, 'score': 0.9493944636678201, 'examples_seen': 129456, 'step': 3250, 'algorithm': 'optimal_bst'}
{'root': 0.9180363321799307, 'score': 0.9180363321799307, 'examples_seen': 131424, 'step': 3300, 'algorithm': 'optimal_bst'}
{'root': 0.9453395328719724, 'score': 0.9453395328719724, 'examples_seen': 133408, 'step': 3350, 'algorithm': 'optimal_bst'}
{'root': 0.9419333910034602, 'score': 0.9419333910034602, 'examples_seen': 135360, 'step': 3400, 'algorithm': 'optimal_bst'}
{'root': 0.9445285467128027, 'score': 0.9445285467128027, 'examples_seen': 137392, 'step': 3450, 'algorithm': 'optimal_bst'}
{'root': 0.9297145328719724, 'score': 0.9297145328719724, 'examples_seen': 139424, 'step': 3500, 'algorithm': 'optimal_bst'}
{'root': 0.9156574394463668, 'score': 0.9156574394463668, 'examples_seen': 141408, 'step': 3550, 'algorithm': 'optimal_bst'}
{'root': 0.9486375432525952, 'score': 0.9486375432525952, 'examples_seen': 143392, 'step': 3600, 'algorithm': 'optimal_bst'}
{'root': 0.9423118512110726, 'score': 0.9423118512110726, 'examples_seen': 145360, 'step': 3650, 'algorithm': 'optimal_bst'}
{'root': 0.9522058823529411, 'score': 0.9522058823529411, 'examples_seen': 147312, 'step': 3700, 'algorithm': 'optimal_bst'}
{'root': 0.951773356401384, 'score': 0.951773356401384, 'examples_seen': 149312, 'step': 3750, 'algorithm': 'optimal_bst'}
{'root': 0.926038062283737, 'score': 0.926038062283737, 'examples_seen': 151328, 'step': 3800, 'algorithm': 'optimal_bst'}
{'root': 0.9232807093425606, 'score': 0.9232807093425606, 'examples_seen': 153344, 'step': 3850, 'algorithm': 'optimal_bst'}
{'root': 0.9458801903114187, 'score': 0.9458801903114187, 'examples_seen': 155344, 'step': 3900, 'algorithm': 'optimal_bst'}
{'root': 0.9479346885813149, 'score': 0.9479346885813149, 'examples_seen': 157312, 'step': 3950, 'algorithm': 'optimal_bst'}
{'root': 0.9478806228373703, 'score': 0.9478806228373703, 'examples_seen': 159312, 'step': 4000, 'algorithm': 'optimal_bst'}
{'root': 0.9504757785467128, 'score': 0.9504757785467128, 'examples_seen': 161248, 'step': 4050, 'algorithm': 'optimal_bst'}
{'root': 0.9462045847750865, 'score': 0.9462045847750865, 'examples_seen': 163216, 'step': 4100, 'algorithm': 'optimal_bst'}
{'root': 0.9535034602076125, 'score': 0.9535034602076125, 'examples_seen': 165280, 'step': 4150, 'algorithm': 'optimal_bst'}
{'root': 0.9312824394463668, 'score': 0.9312824394463668, 'examples_seen': 167264, 'step': 4200, 'algorithm': 'optimal_bst'}
{'root': 0.9429606401384083, 'score': 0.9429606401384083, 'examples_seen': 169280, 'step': 4250, 'algorithm': 'optimal_bst'}
{'root': 0.9464749134948097, 'score': 0.9464749134948097, 'examples_seen': 171248, 'step': 4300, 'algorithm': 'optimal_bst'}
{'root': 0.9107374567474048, 'score': 0.9107374567474048, 'examples_seen': 173216, 'step': 4350, 'algorithm': 'optimal_bst'}
{'root': 0.9505298442906575, 'score': 0.9505298442906575, 'examples_seen': 175232, 'step': 4400, 'algorithm': 'optimal_bst'}
{'root': 0.9487456747404844, 'score': 0.9487456747404844, 'examples_seen': 177168, 'step': 4450, 'algorithm': 'optimal_bst'}
{'root': 0.9511245674740484, 'score': 0.9511245674740484, 'examples_seen': 179216, 'step': 4500, 'algorithm': 'optimal_bst'}
{'root': 0.9412305363321799, 'score': 0.9412305363321799, 'examples_seen': 181232, 'step': 4550, 'algorithm': 'optimal_bst'}
{'root': 0.9365808823529411, 'score': 0.9365808823529411, 'examples_seen': 183216, 'step': 4600, 'algorithm': 'optimal_bst'}
{'root': 0.9432850346020761, 'score': 0.9432850346020761, 'examples_seen': 185200, 'step': 4650, 'algorithm': 'optimal_bst'}
{'root': 0.917711937716263, 'score': 0.917711937716263, 'examples_seen': 187168, 'step': 4700, 'algorithm': 'optimal_bst'}
{'root': 0.9511786332179931, 'score': 0.9511786332179931, 'examples_seen': 189136, 'step': 4750, 'algorithm': 'optimal_bst'}
{'root': 0.9504217128027682, 'score': 0.9504217128027682, 'examples_seen': 191120, 'step': 4800, 'algorithm': 'optimal_bst'}
{'root': 0.9564230103806228, 'score': 0.9564230103806228, 'examples_seen': 193136, 'step': 4850, 'algorithm': 'optimal_bst'}
{'root': 0.9548551038062284, 'score': 0.9548551038062284, 'examples_seen': 195152, 'step': 4900, 'algorithm': 'optimal_bst'}
{'root': 0.950151384083045, 'score': 0.950151384083045, 'examples_seen': 197152, 'step': 4950, 'algorithm': 'optimal_bst'}
{'root': 0.9409602076124568, 'score': 0.9409602076124568, 'examples_seen': 199120, 'step': 5000, 'algorithm': 'optimal_bst'}
{'root': 0.9498810553633218, 'score': 0.9498810553633218, 'examples_seen': 201120, 'step': 5050, 'algorithm': 'optimal_bst'}
{'root': 0.942419982698962, 'score': 0.942419982698962, 'examples_seen': 203072, 'step': 5100, 'algorithm': 'optimal_bst'}
{'root': 0.9508542387543253, 'score': 0.9508542387543253, 'examples_seen': 205024, 'step': 5150, 'algorithm': 'optimal_bst'}
{'root': 0.9449070069204152, 'score': 0.9449070069204152, 'examples_seen': 207088, 'step': 5200, 'algorithm': 'optimal_bst'}
{'root': 0.9473399653979239, 'score': 0.9473399653979239, 'examples_seen': 209072, 'step': 5250, 'algorithm': 'optimal_bst'}
{'root': 0.948961937716263, 'score': 0.948961937716263, 'examples_seen': 211088, 'step': 5300, 'algorithm': 'optimal_bst'}
{'root': 0.9535575259515571, 'score': 0.9535575259515571, 'examples_seen': 213072, 'step': 5350, 'algorithm': 'optimal_bst'}
{'root': 0.9365268166089965, 'score': 0.9365268166089965, 'examples_seen': 215024, 'step': 5400, 'algorithm': 'optimal_bst'}
{'root': 0.9524221453287197, 'score': 0.9524221453287197, 'examples_seen': 217024, 'step': 5450, 'algorithm': 'optimal_bst'}
{'root': 0.9537737889273357, 'score': 0.9537737889273357, 'examples_seen': 218960, 'step': 5500, 'algorithm': 'optimal_bst'}
{'root': 0.9485834775086506, 'score': 0.9485834775086506, 'examples_seen': 221008, 'step': 5550, 'algorithm': 'optimal_bst'}
{'root': 0.9570177335640139, 'score': 0.9570177335640139, 'examples_seen': 223024, 'step': 5600, 'algorithm': 'optimal_bst'}
{'root': 0.9428525086505191, 'score': 0.9428525086505191, 'examples_seen': 225008, 'step': 5650, 'algorithm': 'optimal_bst'}
{'root': 0.9485834775086506, 'score': 0.9485834775086506, 'examples_seen': 227008, 'step': 5700, 'algorithm': 'optimal_bst'}
{'root': 0.9560445501730104, 'score': 0.9560445501730104, 'examples_seen': 228960, 'step': 5750, 'algorithm': 'optimal_bst'}
{'root': 0.9521518166089965, 'score': 0.9521518166089965, 'examples_seen': 230928, 'step': 5800, 'algorithm': 'optimal_bst'}
{'root': 0.9529087370242214, 'score': 0.9529087370242214, 'examples_seen': 232912, 'step': 5850, 'algorithm': 'optimal_bst'}
{'root': 0.9511245674740484, 'score': 0.9511245674740484, 'examples_seen': 234928, 'step': 5900, 'algorithm': 'optimal_bst'}
{'root': 0.9498269896193772, 'score': 0.9498269896193772, 'examples_seen': 236944, 'step': 5950, 'algorithm': 'optimal_bst'}
{'root': 0.9231185121107266, 'score': 0.9231185121107266, 'examples_seen': 238944, 'step': 6000, 'algorithm': 'optimal_bst'}
{'root': 0.954476643598616, 'score': 0.954476643598616, 'examples_seen': 240928, 'step': 6050, 'algorithm': 'optimal_bst'}
{'root': 0.9524221453287197, 'score': 0.9524221453287197, 'examples_seen': 242912, 'step': 6100, 'algorithm': 'optimal_bst'}
{'root': 0.9570717993079585, 'score': 0.9570717993079585, 'examples_seen': 244864, 'step': 6150, 'algorithm': 'optimal_bst'}
{'root': 0.9544225778546713, 'score': 0.9544225778546713, 'examples_seen': 246816, 'step': 6200, 'algorithm': 'optimal_bst'}
{'root': 0.9506379757785467, 'score': 0.9506379757785467, 'examples_seen': 248880, 'step': 6250, 'algorithm': 'optimal_bst'}
{'root': 0.9484212802768166, 'score': 0.9484212802768166, 'examples_seen': 250880, 'step': 6300, 'algorithm': 'optimal_bst'}
{'root': 0.9539900519031141, 'score': 0.9539900519031141, 'examples_seen': 252880, 'step': 6350, 'algorithm': 'optimal_bst'}
{'root': 0.9529628027681661, 'score': 0.9529628027681661, 'examples_seen': 254864, 'step': 6400, 'algorithm': 'optimal_bst'}
{'root': 0.9543685121107266, 'score': 0.9543685121107266, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'optimal_bst'}
{'root': 0.9583153114186851, 'score': 0.9583153114186851, 'examples_seen': 258816, 'step': 6500, 'algorithm': 'optimal_bst'}
{'root': 0.9510164359861591, 'score': 0.9510164359861591, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'optimal_bst'}
{'root': 0.9557742214532872, 'score': 0.9557742214532872, 'examples_seen': 262800, 'step': 6600, 'algorithm': 'optimal_bst'}
{'root': 0.9551794982698962, 'score': 0.9551794982698962, 'examples_seen': 264832, 'step': 6650, 'algorithm': 'optimal_bst'}
{'root': 0.9538278546712803, 'score': 0.9538278546712803, 'examples_seen': 266800, 'step': 6700, 'algorithm': 'optimal_bst'}
{'root': 0.9522058823529411, 'score': 0.9522058823529411, 'examples_seen': 268800, 'step': 6750, 'algorithm': 'optimal_bst'}
{'root': 0.9555038927335641, 'score': 0.9555038927335641, 'examples_seen': 270752, 'step': 6800, 'algorithm': 'optimal_bst'}
{'root': 0.954314446366782, 'score': 0.954314446366782, 'examples_seen': 272736, 'step': 6850, 'algorithm': 'optimal_bst'}
{'root': 0.9591803633217993, 'score': 0.9591803633217993, 'examples_seen': 274720, 'step': 6900, 'algorithm': 'optimal_bst'}
{'root': 0.9559364186851211, 'score': 0.9559364186851211, 'examples_seen': 276736, 'step': 6950, 'algorithm': 'optimal_bst'}
{'root': 0.9492863321799307, 'score': 0.9492863321799307, 'examples_seen': 278768, 'step': 7000, 'algorithm': 'optimal_bst'}
{'root': 0.9559904844290658, 'score': 0.9559904844290658, 'examples_seen': 280752, 'step': 7050, 'algorithm': 'optimal_bst'}
{'root': 0.9323096885813149, 'score': 0.9323096885813149, 'examples_seen': 282736, 'step': 7100, 'algorithm': 'optimal_bst'}
{'root': 0.9536115916955017, 'score': 0.9536115916955017, 'examples_seen': 284720, 'step': 7150, 'algorithm': 'optimal_bst'}
{'root': 0.9580990484429066, 'score': 0.9580990484429066, 'examples_seen': 286672, 'step': 7200, 'algorithm': 'optimal_bst'}
{'root': 0.9528006055363322, 'score': 0.9528006055363322, 'examples_seen': 288640, 'step': 7250, 'algorithm': 'optimal_bst'}
{'root': 0.9526924740484429, 'score': 0.9526924740484429, 'examples_seen': 290688, 'step': 7300, 'algorithm': 'optimal_bst'}
{'root': 0.9577746539792388, 'score': 0.9577746539792388, 'examples_seen': 292688, 'step': 7350, 'algorithm': 'optimal_bst'}
{'root': 0.9548010380622838, 'score': 0.9548010380622838, 'examples_seen': 294688, 'step': 7400, 'algorithm': 'optimal_bst'}
{'root': 0.9323637543252595, 'score': 0.9323637543252595, 'examples_seen': 296672, 'step': 7450, 'algorithm': 'optimal_bst'}
{'root': 0.9532331314878892, 'score': 0.9532331314878892, 'examples_seen': 298624, 'step': 7500, 'algorithm': 'optimal_bst'}
{'root': 0.9595047577854672, 'score': 0.9595047577854672, 'examples_seen': 300624, 'step': 7550, 'algorithm': 'optimal_bst'}
{'root': 0.9588019031141869, 'score': 0.9588019031141869, 'examples_seen': 302576, 'step': 7600, 'algorithm': 'optimal_bst'}
{'root': 0.956260813148789, 'score': 0.956260813148789, 'examples_seen': 304608, 'step': 7650, 'algorithm': 'optimal_bst'}
{'root': 0.9475562283737025, 'score': 0.9475562283737025, 'examples_seen': 306640, 'step': 7700, 'algorithm': 'optimal_bst'}
{'root': 0.9438797577854672, 'score': 0.9438797577854672, 'examples_seen': 308608, 'step': 7750, 'algorithm': 'optimal_bst'}
{'root': 0.9569096020761245, 'score': 0.9569096020761245, 'examples_seen': 310608, 'step': 7800, 'algorithm': 'optimal_bst'}
{'root': 0.9542063148788927, 'score': 0.9542063148788927, 'examples_seen': 312576, 'step': 7850, 'algorithm': 'optimal_bst'}
{'root': 0.9542603806228374, 'score': 0.9542603806228374, 'examples_seen': 314528, 'step': 7900, 'algorithm': 'optimal_bst'}
{'root': 0.959666955017301, 'score': 0.959666955017301, 'examples_seen': 316528, 'step': 7950, 'algorithm': 'optimal_bst'}
{'root': 0.9593425605536332, 'score': 0.9593425605536332, 'examples_seen': 318528, 'step': 8000, 'algorithm': 'optimal_bst'}
{'root': 0.9478265570934256, 'score': 0.9478265570934256, 'examples_seen': 320560, 'step': 8050, 'algorithm': 'optimal_bst'}
{'root': 0.9529087370242214, 'score': 0.9529087370242214, 'examples_seen': 322544, 'step': 8100, 'algorithm': 'optimal_bst'}
{'root': 0.9602076124567474, 'score': 0.9602076124567474, 'examples_seen': 324528, 'step': 8150, 'algorithm': 'optimal_bst'}
{'root': 0.9611807958477508, 'score': 0.9611807958477508, 'examples_seen': 326528, 'step': 8200, 'algorithm': 'optimal_bst'}
{'root': 0.9616133217993079, 'score': 0.9616133217993079, 'examples_seen': 328464, 'step': 8250, 'algorithm': 'optimal_bst'}
{'root': 0.9588559688581315, 'score': 0.9588559688581315, 'examples_seen': 330432, 'step': 8300, 'algorithm': 'optimal_bst'}
{'root': 0.9558823529411765, 'score': 0.9558823529411765, 'examples_seen': 332480, 'step': 8350, 'algorithm': 'optimal_bst'}
{'root': 0.9425281141868512, 'score': 0.9425281141868512, 'examples_seen': 334480, 'step': 8400, 'algorithm': 'optimal_bst'}
{'root': 0.9549632352941176, 'score': 0.9549632352941176, 'examples_seen': 336480, 'step': 8450, 'algorithm': 'optimal_bst'}
{'root': 0.9389057093425606, 'score': 0.9389057093425606, 'examples_seen': 338464, 'step': 8500, 'algorithm': 'optimal_bst'}
{'root': 0.9576124567474048, 'score': 0.9576124567474048, 'examples_seen': 340432, 'step': 8550, 'algorithm': 'optimal_bst'}
{'root': 0.9570177335640139, 'score': 0.9570177335640139, 'examples_seen': 342416, 'step': 8600, 'algorithm': 'optimal_bst'}
{'root': 0.9580990484429066, 'score': 0.9580990484429066, 'examples_seen': 344368, 'step': 8650, 'algorithm': 'optimal_bst'}
{'root': 0.9600454152249135, 'score': 0.9600454152249135, 'examples_seen': 346400, 'step': 8700, 'algorithm': 'optimal_bst'}
{'root': 0.9536115916955017, 'score': 0.9536115916955017, 'examples_seen': 348432, 'step': 8750, 'algorithm': 'optimal_bst'}
{'root': 0.9532871972318339, 'score': 0.9532871972318339, 'examples_seen': 350416, 'step': 8800, 'algorithm': 'optimal_bst'}
{'root': 0.956098615916955, 'score': 0.956098615916955, 'examples_seen': 352400, 'step': 8850, 'algorithm': 'optimal_bst'}
{'root': 0.9572339965397924, 'score': 0.9572339965397924, 'examples_seen': 354368, 'step': 8900, 'algorithm': 'optimal_bst'}
{'root': 0.9469615051903114, 'score': 0.9469615051903114, 'examples_seen': 356320, 'step': 8950, 'algorithm': 'optimal_bst'}
{'root': 0.964586937716263, 'score': 0.964586937716263, 'examples_seen': 358320, 'step': 9000, 'algorithm': 'optimal_bst'}
{'root': 0.957882785467128, 'score': 0.957882785467128, 'examples_seen': 360320, 'step': 9050, 'algorithm': 'optimal_bst'}
{'root': 0.9480968858131488, 'score': 0.9480968858131488, 'examples_seen': 362352, 'step': 9100, 'algorithm': 'optimal_bst'}
{'root': 0.9605860726643599, 'score': 0.9605860726643599, 'examples_seen': 364352, 'step': 9150, 'algorithm': 'optimal_bst'}
{'root': 0.9566392733564014, 'score': 0.9566392733564014, 'examples_seen': 366320, 'step': 9200, 'algorithm': 'optimal_bst'}
{'root': 0.9585315743944637, 'score': 0.9585315743944637, 'examples_seen': 368320, 'step': 9250, 'algorithm': 'optimal_bst'}
{'root': 0.9620458477508651, 'score': 0.9620458477508651, 'examples_seen': 370272, 'step': 9300, 'algorithm': 'optimal_bst'}
{'root': 0.9565852076124568, 'score': 0.9565852076124568, 'examples_seen': 372240, 'step': 9350, 'algorithm': 'optimal_bst'}
{'root': 0.9526924740484429, 'score': 0.9526924740484429, 'examples_seen': 374288, 'step': 9400, 'algorithm': 'optimal_bst'}
{'root': 0.9366890138408305, 'score': 0.9366890138408305, 'examples_seen': 376288, 'step': 9450, 'algorithm': 'optimal_bst'}
{'root': 0.9565852076124568, 'score': 0.9565852076124568, 'examples_seen': 378304, 'step': 9500, 'algorithm': 'optimal_bst'}
{'root': 0.9598291522491349, 'score': 0.9598291522491349, 'examples_seen': 380272, 'step': 9550, 'algorithm': 'optimal_bst'}
{'root': 0.957882785467128, 'score': 0.957882785467128, 'examples_seen': 382240, 'step': 9600, 'algorithm': 'optimal_bst'}
{'root': 0.95907223183391, 'score': 0.95907223183391, 'examples_seen': 384224, 'step': 9650, 'algorithm': 'optimal_bst'}
{'root': 0.9606942041522492, 'score': 0.9606942041522492, 'examples_seen': 386176, 'step': 9700, 'algorithm': 'optimal_bst'}
{'root': 0.9568014705882353, 'score': 0.9568014705882353, 'examples_seen': 388224, 'step': 9750, 'algorithm': 'optimal_bst'}
{'root': 0.9597210207612457, 'score': 0.9597210207612457, 'examples_seen': 390240, 'step': 9800, 'algorithm': 'optimal_bst'}
{'root': 0.9569096020761245, 'score': 0.9569096020761245, 'examples_seen': 392224, 'step': 9850, 'algorithm': 'optimal_bst'}
{'root': 0.9540981833910035, 'score': 0.9540981833910035, 'examples_seen': 394208, 'step': 9900, 'algorithm': 'optimal_bst'}
{'root': 0.9583153114186851, 'score': 0.9583153114186851, 'examples_seen': 396176, 'step': 9950, 'algorithm': 'optimal_bst'}
