I0716 20:16:40.009438 128459458754048 run.py:722] (val) algo graham_scan step 0: {'in_hull': 0.43545279383429675, 'score': 0.43545279383429675, 'examples_seen': 48, 'step': 0, 'algorithm': 'graham_scan'}
I0716 20:18:51.367983 128459458754048 run.py:722] (val) algo graham_scan step 1550: {'in_hull': 0.9604989604989604, 'score': 0.9604989604989604, 'examples_seen': 46133, 'step': 1550, 'algorithm': 'graham_scan'}
I0716 20:18:52.608065 128459458754048 run.py:722] (val) algo graham_scan step 1600: {'in_hull': 0.9218106995884774, 'score': 0.9218106995884774, 'examples_seen': 47603, 'step': 1600, 'algorithm': 'graham_scan'}
I0716 20:18:53.855490 128459458754048 run.py:722] (val) algo graham_scan step 1650: {'in_hull': 0.9429494079655543, 'score': 0.9429494079655543, 'examples_seen': 49068, 'step': 1650, 'algorithm': 'graham_scan'}
I0716 20:18:55.112161 128459458754048 run.py:722] (val) algo graham_scan step 1700: {'in_hull': 0.945417095777549, 'score': 0.945417095777549, 'examples_seen': 50579, 'step': 1700, 'algorithm': 'graham_scan'}
I0716 20:18:56.324910 128459458754048 run.py:722] (val) algo graham_scan step 1750: {'in_hull': 0.9533898305084745, 'score': 0.9533898305084745, 'examples_seen': 52102, 'step': 1750, 'algorithm': 'graham_scan'}
I0716 20:18:57.544068 128459458754048 run.py:722] (val) algo graham_scan step 1800: {'in_hull': 0.956887486855941, 'score': 0.956887486855941, 'examples_seen': 53576, 'step': 1800, 'algorithm': 'graham_scan'}
I0716 20:18:58.748406 128459458754048 run.py:722] (val) algo graham_scan step 1850: {'in_hull': 0.9432048681541583, 'score': 0.9432048681541583, 'examples_seen': 55070, 'step': 1850, 'algorithm': 'graham_scan'}
I0716 20:18:59.968621 128459458754048 run.py:722] (val) algo graham_scan step 1900: {'in_hull': 0.9218274111675127, 'score': 0.9218274111675127, 'examples_seen': 56541, 'step': 1900, 'algorithm': 'graham_scan'}
I0716 20:19:01.179493 128459458754048 run.py:722] (val) algo graham_scan step 1950: {'in_hull': 0.9562563580874872, 'score': 0.9562563580874872, 'examples_seen': 58020, 'step': 1950, 'algorithm': 'graham_scan'}
I0716 20:19:02.422400 128459458754048 run.py:722] (val) algo graham_scan step 2000: {'in_hull': 0.9497991967871486, 'score': 0.9497991967871486, 'examples_seen': 59479, 'step': 2000, 'algorithm': 'graham_scan'}
I0716 20:19:03.674304 128459458754048 run.py:722] (val) algo graham_scan step 2050: {'in_hull': 0.9402228976697061, 'score': 0.9402228976697061, 'examples_seen': 60998, 'step': 2050, 'algorithm': 'graham_scan'}
I0716 20:19:04.911527 128459458754048 run.py:722] (val) algo graham_scan step 2100: {'in_hull': 0.9483471074380165, 'score': 0.9483471074380165, 'examples_seen': 62513, 'step': 2100, 'algorithm': 'graham_scan'}
I0716 20:19:06.108553 128459458754048 run.py:722] (val) algo graham_scan step 2150: {'in_hull': 0.9327548806941433, 'score': 0.9327548806941433, 'examples_seen': 63994, 'step': 2150, 'algorithm': 'graham_scan'}
I0716 20:19:07.318680 128459458754048 run.py:722] (val) algo graham_scan step 2200: {'in_hull': 0.9390243902439023, 'score': 0.9390243902439023, 'examples_seen': 65487, 'step': 2200, 'algorithm': 'graham_scan'}
I0716 20:19:08.527509 128459458754048 run.py:722] (val) algo graham_scan step 2250: {'in_hull': 0.9600886917960089, 'score': 0.9600886917960089, 'examples_seen': 66954, 'step': 2250, 'algorithm': 'graham_scan'}
I0716 20:19:09.737880 128459458754048 run.py:722] (val) algo graham_scan step 2300: {'in_hull': 0.9400428265524624, 'score': 0.9400428265524624, 'examples_seen': 68427, 'step': 2300, 'algorithm': 'graham_scan'}
I0716 20:19:10.996932 128459458754048 run.py:722] (val) algo graham_scan step 2350: {'in_hull': 0.967741935483871, 'score': 0.967741935483871, 'examples_seen': 69890, 'step': 2350, 'algorithm': 'graham_scan'}
I0716 20:19:12.280877 128459458754048 run.py:722] (val) algo graham_scan step 2400: {'in_hull': 0.944386149003148, 'score': 0.944386149003148, 'examples_seen': 71400, 'step': 2400, 'algorithm': 'graham_scan'}
I0716 20:19:13.533538 128459458754048 run.py:722] (val) algo graham_scan step 2450: {'in_hull': 0.9500000000000001, 'score': 0.9500000000000001, 'examples_seen': 72919, 'step': 2450, 'algorithm': 'graham_scan'}
I0716 20:19:14.756389 128459458754048 run.py:722] (val) algo graham_scan step 2500: {'in_hull': 0.9337410805300713, 'score': 0.9337410805300713, 'examples_seen': 74399, 'step': 2500, 'algorithm': 'graham_scan'}
I0716 20:19:15.970114 128459458754048 run.py:722] (val) algo graham_scan step 2550: {'in_hull': 0.9421661409043113, 'score': 0.9421661409043113, 'examples_seen': 75887, 'step': 2550, 'algorithm': 'graham_scan'}
I0716 20:19:17.211606 128459458754048 run.py:722] (val) algo graham_scan step 2600: {'in_hull': 0.9570552147239263, 'score': 0.9570552147239263, 'examples_seen': 77360, 'step': 2600, 'algorithm': 'graham_scan'}
I0716 20:19:18.439312 128459458754048 run.py:722] (val) algo graham_scan step 2650: {'in_hull': 0.9269311064718163, 'score': 0.9269311064718163, 'examples_seen': 78838, 'step': 2650, 'algorithm': 'graham_scan'}
I0716 20:19:19.686919 128459458754048 run.py:722] (val) algo graham_scan step 2700: {'in_hull': 0.9497326203208556, 'score': 0.9497326203208556, 'examples_seen': 80301, 'step': 2700, 'algorithm': 'graham_scan'}
I0716 20:19:20.941598 128459458754048 run.py:722] (val) algo graham_scan step 2750: {'in_hull': 0.9354518371400199, 'score': 0.9354518371400199, 'examples_seen': 81809, 'step': 2750, 'algorithm': 'graham_scan'}
I0716 20:19:22.169770 128459458754048 run.py:722] (val) algo graham_scan step 2800: {'in_hull': 0.9602510460251046, 'score': 0.9602510460251046, 'examples_seen': 83331, 'step': 2800, 'algorithm': 'graham_scan'}
I0716 20:19:23.376272 128459458754048 run.py:722] (val) algo graham_scan step 2850: {'in_hull': 0.9482576557550157, 'score': 0.9482576557550157, 'examples_seen': 84814, 'step': 2850, 'algorithm': 'graham_scan'}
I0716 20:19:24.608838 128459458754048 run.py:722] (val) algo graham_scan step 2900: {'in_hull': 0.94375, 'score': 0.94375, 'examples_seen': 86299, 'step': 2900, 'algorithm': 'graham_scan'}
I0716 20:19:25.841712 128459458754048 run.py:722] (val) algo graham_scan step 2950: {'in_hull': 0.9704641350210971, 'score': 0.9704641350210971, 'examples_seen': 87770, 'step': 2950, 'algorithm': 'graham_scan'}
I0716 20:19:27.068262 128459458754048 run.py:722] (val) algo graham_scan step 3000: {'in_hull': 0.9092896174863387, 'score': 0.9092896174863387, 'examples_seen': 89249, 'step': 3000, 'algorithm': 'graham_scan'}
I0716 20:19:28.317122 128459458754048 run.py:722] (val) algo graham_scan step 3050: {'in_hull': 0.9443298969072165, 'score': 0.9443298969072165, 'examples_seen': 90708, 'step': 3050, 'algorithm': 'graham_scan'}
I0716 20:19:29.579448 128459458754048 run.py:722] (val) algo graham_scan step 3100: {'in_hull': 0.9398340248962657, 'score': 0.9398340248962657, 'examples_seen': 92221, 'step': 3100, 'algorithm': 'graham_scan'}
I0716 20:19:30.811336 128459458754048 run.py:722] (val) algo graham_scan step 3150: {'in_hull': 0.9528907922912205, 'score': 0.9528907922912205, 'examples_seen': 93737, 'step': 3150, 'algorithm': 'graham_scan'}
I0716 20:19:32.042118 128459458754048 run.py:722] (val) algo graham_scan step 3200: {'in_hull': 0.9453781512605042, 'score': 0.9453781512605042, 'examples_seen': 95227, 'step': 3200, 'algorithm': 'graham_scan'}
I0716 20:19:33.275017 128459458754048 run.py:722] (val) algo graham_scan step 3250: {'in_hull': 0.9699570815450643, 'score': 0.9699570815450643, 'examples_seen': 96716, 'step': 3250, 'algorithm': 'graham_scan'}
I0716 20:19:34.489860 128459458754048 run.py:722] (val) algo graham_scan step 3300: {'in_hull': 0.9442691903259726, 'score': 0.9442691903259726, 'examples_seen': 98180, 'step': 3300, 'algorithm': 'graham_scan'}
I0716 20:19:35.724662 128459458754048 run.py:722] (val) algo graham_scan step 3350: {'in_hull': 0.9407965554359526, 'score': 0.9407965554359526, 'examples_seen': 99665, 'step': 3350, 'algorithm': 'graham_scan'}
I0716 20:19:36.986325 128459458754048 run.py:722] (val) algo graham_scan step 3400: {'in_hull': 0.9648946840521565, 'score': 0.9648946840521565, 'examples_seen': 101116, 'step': 3400, 'algorithm': 'graham_scan'}
I0716 20:19:38.247735 128459458754048 run.py:722] (val) algo graham_scan step 3450: {'in_hull': 0.9420142421159714, 'score': 0.9420142421159714, 'examples_seen': 102633, 'step': 3450, 'algorithm': 'graham_scan'}
I0716 20:19:39.498343 128459458754048 run.py:722] (val) algo graham_scan step 3500: {'in_hull': 0.9462592202318231, 'score': 0.9462592202318231, 'examples_seen': 104145, 'step': 3500, 'algorithm': 'graham_scan'}
I0716 20:19:40.709297 128459458754048 run.py:722] (val) algo graham_scan step 3550: {'in_hull': 0.9537512846865365, 'score': 0.9537512846865365, 'examples_seen': 105640, 'step': 3550, 'algorithm': 'graham_scan'}
I0716 20:19:41.944955 128459458754048 run.py:722] (val) algo graham_scan step 3600: {'in_hull': 0.9220272904483431, 'score': 0.9220272904483431, 'examples_seen': 107127, 'step': 3600, 'algorithm': 'graham_scan'}
I0716 20:19:43.205621 128459458754048 run.py:722] (val) algo graham_scan step 3650: {'in_hull': 0.948936170212766, 'score': 0.948936170212766, 'examples_seen': 108590, 'step': 3650, 'algorithm': 'graham_scan'}
I0716 20:19:44.460943 128459458754048 run.py:722] (val) algo graham_scan step 3700: {'in_hull': 0.9609053497942386, 'score': 0.9609053497942386, 'examples_seen': 110071, 'step': 3700, 'algorithm': 'graham_scan'}
I0716 20:19:45.712942 128459458754048 run.py:722] (val) algo graham_scan step 3750: {'in_hull': 0.9427402862985685, 'score': 0.9427402862985685, 'examples_seen': 111534, 'step': 3750, 'algorithm': 'graham_scan'}
I0716 20:19:46.982419 128459458754048 run.py:722] (val) algo graham_scan step 3800: {'in_hull': 0.9545934530095037, 'score': 0.9545934530095037, 'examples_seen': 113042, 'step': 3800, 'algorithm': 'graham_scan'}
I0716 20:19:48.206954 128459458754048 run.py:722] (val) algo graham_scan step 3850: {'in_hull': 0.9373007438894793, 'score': 0.9373007438894793, 'examples_seen': 114558, 'step': 3850, 'algorithm': 'graham_scan'}
I0716 20:19:49.423477 128459458754048 run.py:722] (val) algo graham_scan step 3900: {'in_hull': 0.9578059071729956, 'score': 0.9578059071729956, 'examples_seen': 116042, 'step': 3900, 'algorithm': 'graham_scan'}
I0716 20:19:50.668535 128459458754048 run.py:722] (val) algo graham_scan step 3950: {'in_hull': 0.9446254071661236, 'score': 0.9446254071661236, 'examples_seen': 117533, 'step': 3950, 'algorithm': 'graham_scan'}
I0716 20:19:51.907287 128459458754048 run.py:722] (val) algo graham_scan step 4000: {'in_hull': 0.948314606741573, 'score': 0.948314606741573, 'examples_seen': 119002, 'step': 4000, 'algorithm': 'graham_scan'}
I0716 20:19:53.129016 128459458754048 run.py:722] (val) algo graham_scan step 4050: {'in_hull': 0.928, 'score': 0.928, 'examples_seen': 120480, 'step': 4050, 'algorithm': 'graham_scan'}
I0716 20:19:54.400295 128459458754048 run.py:722] (val) algo graham_scan step 4100: {'in_hull': 0.9541088580576308, 'score': 0.9541088580576308, 'examples_seen': 121940, 'step': 4100, 'algorithm': 'graham_scan'}
I0716 20:19:55.666114 128459458754048 run.py:722] (val) algo graham_scan step 4150: {'in_hull': 0.9485213581599123, 'score': 0.9485213581599123, 'examples_seen': 123454, 'step': 4150, 'algorithm': 'graham_scan'}
I0716 20:19:56.890652 128459458754048 run.py:722] (val) algo graham_scan step 4200: {'in_hull': 0.9431072210065645, 'score': 0.9431072210065645, 'examples_seen': 124969, 'step': 4200, 'algorithm': 'graham_scan'}
I0716 20:19:58.121716 128459458754048 run.py:722] (val) algo graham_scan step 4250: {'in_hull': 0.9479166666666669, 'score': 0.9479166666666669, 'examples_seen': 126456, 'step': 4250, 'algorithm': 'graham_scan'}
I0716 20:19:59.344213 128459458754048 run.py:722] (val) algo graham_scan step 4300: {'in_hull': 0.947261663286004, 'score': 0.947261663286004, 'examples_seen': 127941, 'step': 4300, 'algorithm': 'graham_scan'}
I0716 20:20:00.592141 128459458754048 run.py:722] (val) algo graham_scan step 4350: {'in_hull': 0.9603340292275573, 'score': 0.9603340292275573, 'examples_seen': 129408, 'step': 4350, 'algorithm': 'graham_scan'}
I0716 20:20:01.840825 128459458754048 run.py:722] (val) algo graham_scan step 4400: {'in_hull': 0.951859956236324, 'score': 0.951859956236324, 'examples_seen': 130885, 'step': 4400, 'algorithm': 'graham_scan'}
I0716 20:20:03.097251 128459458754048 run.py:722] (val) algo graham_scan step 4450: {'in_hull': 0.9416666666666667, 'score': 0.9416666666666667, 'examples_seen': 132344, 'step': 4450, 'algorithm': 'graham_scan'}
I0716 20:20:04.381538 128459458754048 run.py:722] (val) algo graham_scan step 4500: {'in_hull': 0.9454926624737945, 'score': 0.9454926624737945, 'examples_seen': 133858, 'step': 4500, 'algorithm': 'graham_scan'}
I0716 20:20:05.600567 128459458754048 run.py:722] (val) algo graham_scan step 4550: {'in_hull': 0.9438669438669438, 'score': 0.9438669438669438, 'examples_seen': 135374, 'step': 4550, 'algorithm': 'graham_scan'}
I0716 20:20:06.823812 128459458754048 run.py:722] (val) algo graham_scan step 4600: {'in_hull': 0.9437500000000001, 'score': 0.9437500000000001, 'examples_seen': 136862, 'step': 4600, 'algorithm': 'graham_scan'}
I0716 20:20:08.028443 128459458754048 run.py:722] (val) algo graham_scan step 4650: {'in_hull': 0.9424538545059717, 'score': 0.9424538545059717, 'examples_seen': 138346, 'step': 4650, 'algorithm': 'graham_scan'}
I0716 20:20:09.240143 128459458754048 run.py:722] (val) algo graham_scan step 4700: {'in_hull': 0.9485834207764954, 'score': 0.9485834207764954, 'examples_seen': 139817, 'step': 4700, 'algorithm': 'graham_scan'}
I0716 20:20:10.474566 128459458754048 run.py:722] (val) algo graham_scan step 4750: {'in_hull': 0.9527720739219712, 'score': 0.9527720739219712, 'examples_seen': 141290, 'step': 4750, 'algorithm': 'graham_scan'}
I0716 20:20:11.725167 128459458754048 run.py:722] (val) algo graham_scan step 4800: {'in_hull': 0.9592476489028213, 'score': 0.9592476489028213, 'examples_seen': 142751, 'step': 4800, 'algorithm': 'graham_scan'}
I0716 20:20:12.949957 128459458754048 run.py:722] (val) algo graham_scan step 4850: {'in_hull': 0.9410569105691056, 'score': 0.9410569105691056, 'examples_seen': 144262, 'step': 4850, 'algorithm': 'graham_scan'}
I0716 20:20:14.151654 128459458754048 run.py:722] (val) algo graham_scan step 4900: {'in_hull': 0.939453125, 'score': 0.939453125, 'examples_seen': 145778, 'step': 4900, 'algorithm': 'graham_scan'}
I0716 20:20:15.372753 128459458754048 run.py:722] (val) algo graham_scan step 4950: {'in_hull': 0.9430051813471503, 'score': 0.9430051813471503, 'examples_seen': 147265, 'step': 4950, 'algorithm': 'graham_scan'}
I0716 20:20:16.613457 128459458754048 run.py:722] (val) algo graham_scan step 5000: {'in_hull': 0.9400630914826498, 'score': 0.9400630914826498, 'examples_seen': 148755, 'step': 5000, 'algorithm': 'graham_scan'}
I0716 20:20:17.831898 128459458754048 run.py:722] (val) algo graham_scan step 5050: {'in_hull': 0.9508547008547009, 'score': 0.9508547008547009, 'examples_seen': 150216, 'step': 5050, 'algorithm': 'graham_scan'}
I0716 20:20:19.096704 128459458754048 run.py:722] (val) algo graham_scan step 5100: {'in_hull': 0.9432773109243696, 'score': 0.9432773109243696, 'examples_seen': 151691, 'step': 5100, 'algorithm': 'graham_scan'}
I0716 20:20:20.366799 128459458754048 run.py:722] (val) algo graham_scan step 5150: {'in_hull': 0.9341825902335457, 'score': 0.9341825902335457, 'examples_seen': 153156, 'step': 5150, 'algorithm': 'graham_scan'}
I0716 20:20:21.609419 128459458754048 run.py:722] (val) algo graham_scan step 5200: {'in_hull': 0.9463019250253293, 'score': 0.9463019250253293, 'examples_seen': 154664, 'step': 5200, 'algorithm': 'graham_scan'}
I0716 20:20:22.875589 128459458754048 run.py:722] (val) algo graham_scan step 5250: {'in_hull': 0.9567099567099568, 'score': 0.9567099567099568, 'examples_seen': 156178, 'step': 5250, 'algorithm': 'graham_scan'}
I0716 20:20:24.118929 128459458754048 run.py:722] (val) algo graham_scan step 5300: {'in_hull': 0.9605963791267307, 'score': 0.9605963791267307, 'examples_seen': 157664, 'step': 5300, 'algorithm': 'graham_scan'}
I0716 20:20:25.334965 128459458754048 run.py:722] (val) algo graham_scan step 5350: {'in_hull': 0.9369183040330921, 'score': 0.9369183040330921, 'examples_seen': 159154, 'step': 5350, 'algorithm': 'graham_scan'}
I0716 20:20:26.550668 128459458754048 run.py:722] (val) algo graham_scan step 5400: {'in_hull': 0.9544973544973545, 'score': 0.9544973544973545, 'examples_seen': 160620, 'step': 5400, 'algorithm': 'graham_scan'}
I0716 20:20:27.773623 128459458754048 run.py:722] (val) algo graham_scan step 5450: {'in_hull': 0.949685534591195, 'score': 0.949685534591195, 'examples_seen': 162099, 'step': 5450, 'algorithm': 'graham_scan'}
I0716 20:20:29.058204 128459458754048 run.py:722] (val) algo graham_scan step 5500: {'in_hull': 0.9439834024896266, 'score': 0.9439834024896266, 'examples_seen': 163567, 'step': 5500, 'algorithm': 'graham_scan'}
I0716 20:20:30.333606 128459458754048 run.py:722] (val) algo graham_scan step 5550: {'in_hull': 0.9485834207764953, 'score': 0.9485834207764953, 'examples_seen': 165071, 'step': 5550, 'algorithm': 'graham_scan'}
I0716 20:20:31.582687 128459458754048 run.py:722] (val) algo graham_scan step 5600: {'in_hull': 0.955078125, 'score': 0.955078125, 'examples_seen': 166589, 'step': 5600, 'algorithm': 'graham_scan'}
I0716 20:20:32.785939 128459458754048 run.py:722] (val) algo graham_scan step 5650: {'in_hull': 0.9482576557550157, 'score': 0.9482576557550157, 'examples_seen': 168073, 'step': 5650, 'algorithm': 'graham_scan'}
I0716 20:20:33.992577 128459458754048 run.py:722] (val) algo graham_scan step 5700: {'in_hull': 0.9660144181256437, 'score': 0.9660144181256437, 'examples_seen': 169562, 'step': 5700, 'algorithm': 'graham_scan'}
I0716 20:20:35.224062 128459458754048 run.py:722] (val) algo graham_scan step 5750: {'in_hull': 0.9449636552440291, 'score': 0.9449636552440291, 'examples_seen': 171027, 'step': 5750, 'algorithm': 'graham_scan'}
I0716 20:20:36.457196 128459458754048 run.py:722] (val) algo graham_scan step 5800: {'in_hull': 0.9625779625779625, 'score': 0.9625779625779625, 'examples_seen': 172509, 'step': 5800, 'algorithm': 'graham_scan'}
I0716 20:20:37.722144 128459458754048 run.py:722] (val) algo graham_scan step 5850: {'in_hull': 0.9330453563714903, 'score': 0.9330453563714903, 'examples_seen': 173971, 'step': 5850, 'algorithm': 'graham_scan'}
I0716 20:20:38.992601 128459458754048 run.py:722] (val) algo graham_scan step 5900: {'in_hull': 0.9330587023686921, 'score': 0.9330587023686921, 'examples_seen': 175483, 'step': 5900, 'algorithm': 'graham_scan'}
I0716 20:20:40.224418 128459458754048 run.py:722] (val) algo graham_scan step 5950: {'in_hull': 0.9612565445026178, 'score': 0.9612565445026178, 'examples_seen': 177000, 'step': 5950, 'algorithm': 'graham_scan'}
I0716 20:20:41.464087 128459458754048 run.py:722] (val) algo graham_scan step 6000: {'in_hull': 0.958876629889669, 'score': 0.958876629889669, 'examples_seen': 178480, 'step': 6000, 'algorithm': 'graham_scan'}
I0716 20:20:42.686838 128459458754048 run.py:722] (val) algo graham_scan step 6050: {'in_hull': 0.9270729270729271, 'score': 0.9270729270729271, 'examples_seen': 179971, 'step': 6050, 'algorithm': 'graham_scan'}
I0716 20:20:43.904270 128459458754048 run.py:722] (val) algo graham_scan step 6100: {'in_hull': 0.9237113402061856, 'score': 0.9237113402061856, 'examples_seen': 181438, 'step': 6100, 'algorithm': 'graham_scan'}
I0716 20:20:45.154960 128459458754048 run.py:722] (val) algo graham_scan step 6150: {'in_hull': 0.953713670613563, 'score': 0.953713670613563, 'examples_seen': 182914, 'step': 6150, 'algorithm': 'graham_scan'}
I0716 20:20:46.391356 128459458754048 run.py:722] (val) algo graham_scan step 6200: {'in_hull': 0.9605963791267307, 'score': 0.9605963791267307, 'examples_seen': 184374, 'step': 6200, 'algorithm': 'graham_scan'}
I0716 20:20:47.641888 128459458754048 run.py:722] (val) algo graham_scan step 6250: {'in_hull': 0.9587301587301587, 'score': 0.9587301587301587, 'examples_seen': 185889, 'step': 6250, 'algorithm': 'graham_scan'}
I0716 20:20:48.875720 128459458754048 run.py:722] (val) algo graham_scan step 6300: {'in_hull': 0.9552549427679501, 'score': 0.9552549427679501, 'examples_seen': 187407, 'step': 6300, 'algorithm': 'graham_scan'}
I0716 20:20:50.111541 128459458754048 run.py:722] (val) algo graham_scan step 6350: {'in_hull': 0.9650924024640657, 'score': 0.9650924024640657, 'examples_seen': 188890, 'step': 6350, 'algorithm': 'graham_scan'}
I0716 20:20:51.340610 128459458754048 run.py:722] (val) algo graham_scan step 6400: {'in_hull': 0.9470338983050848, 'score': 0.9470338983050848, 'examples_seen': 190380, 'step': 6400, 'algorithm': 'graham_scan'}
