I0716 18:19:15.383601 124088241030656 run.py:722] (val) algo activity_selector step 0: {'selected': 0.18060200668896323, 'score': 0.18060200668896323, 'examples_seen': 64, 'step': 0, 'algorithm': 'activity_selector'}
I0716 18:21:33.368423 124088241030656 run.py:722] (val) algo activity_selector step 3500: {'selected': 0.97165991902834, 'score': 0.97165991902834, 'examples_seen': 139424, 'step': 3500, 'algorithm': 'activity_selector'}
I0716 18:21:34.405664 124088241030656 run.py:722] (val) algo activity_selector step 3550: {'selected': 0.9543726235741444, 'score': 0.9543726235741444, 'examples_seen': 141408, 'step': 3550, 'algorithm': 'activity_selector'}
I0716 18:21:35.419826 124088241030656 run.py:722] (val) algo activity_selector step 3600: {'selected': 0.9669902912621359, 'score': 0.9669902912621359, 'examples_seen': 143392, 'step': 3600, 'algorithm': 'activity_selector'}
I0716 18:21:36.457291 124088241030656 run.py:722] (val) algo activity_selector step 3650: {'selected': 0.9667318982387475, 'score': 0.9667318982387475, 'examples_seen': 145360, 'step': 3650, 'algorithm': 'activity_selector'}
I0716 18:21:37.485305 124088241030656 run.py:722] (val) algo activity_selector step 3700: {'selected': 0.9491525423728815, 'score': 0.9491525423728815, 'examples_seen': 147312, 'step': 3700, 'algorithm': 'activity_selector'}
I0716 18:21:38.512613 124088241030656 run.py:722] (val) algo activity_selector step 3750: {'selected': 0.9736842105263158, 'score': 0.9736842105263158, 'examples_seen': 149312, 'step': 3750, 'algorithm': 'activity_selector'}
I0716 18:21:39.551447 124088241030656 run.py:722] (val) algo activity_selector step 3800: {'selected': 0.9108159392789373, 'score': 0.9108159392789373, 'examples_seen': 151328, 'step': 3800, 'algorithm': 'activity_selector'}
I0716 18:21:40.587078 124088241030656 run.py:722] (val) algo activity_selector step 3850: {'selected': 0.912280701754386, 'score': 0.912280701754386, 'examples_seen': 153344, 'step': 3850, 'algorithm': 'activity_selector'}
I0716 18:21:41.620213 124088241030656 run.py:722] (val) algo activity_selector step 3900: {'selected': 0.9714285714285714, 'score': 0.9714285714285714, 'examples_seen': 155344, 'step': 3900, 'algorithm': 'activity_selector'}
I0716 18:21:42.653568 124088241030656 run.py:722] (val) algo activity_selector step 3950: {'selected': 0.9420560747663551, 'score': 0.9420560747663551, 'examples_seen': 157312, 'step': 3950, 'algorithm': 'activity_selector'}
I0716 18:21:43.684846 124088241030656 run.py:722] (val) algo activity_selector step 4000: {'selected': 0.9285714285714286, 'score': 0.9285714285714286, 'examples_seen': 159312, 'step': 4000, 'algorithm': 'activity_selector'}
I0716 18:21:44.704777 124088241030656 run.py:722] (val) algo activity_selector step 4050: {'selected': 0.9761904761904762, 'score': 0.9761904761904762, 'examples_seen': 161248, 'step': 4050, 'algorithm': 'activity_selector'}
I0716 18:21:45.745017 124088241030656 run.py:722] (val) algo activity_selector step 4100: {'selected': 0.9603024574669187, 'score': 0.9603024574669187, 'examples_seen': 163216, 'step': 4100, 'algorithm': 'activity_selector'}
I0716 18:21:46.772378 124088241030656 run.py:722] (val) algo activity_selector step 4150: {'selected': 0.9190207156308852, 'score': 0.9190207156308852, 'examples_seen': 165280, 'step': 4150, 'algorithm': 'activity_selector'}
I0716 18:21:47.810124 124088241030656 run.py:722] (val) algo activity_selector step 4200: {'selected': 0.9669902912621359, 'score': 0.9669902912621359, 'examples_seen': 167264, 'step': 4200, 'algorithm': 'activity_selector'}
I0716 18:21:48.854932 124088241030656 run.py:722] (val) algo activity_selector step 4250: {'selected': 0.9346153846153846, 'score': 0.9346153846153846, 'examples_seen': 169280, 'step': 4250, 'algorithm': 'activity_selector'}
I0716 18:21:49.884586 124088241030656 run.py:722] (val) algo activity_selector step 4300: {'selected': 0.9603024574669187, 'score': 0.9603024574669187, 'examples_seen': 171248, 'step': 4300, 'algorithm': 'activity_selector'}
I0716 18:21:50.918500 124088241030656 run.py:722] (val) algo activity_selector step 4350: {'selected': 0.9146341463414634, 'score': 0.9146341463414634, 'examples_seen': 173216, 'step': 4350, 'algorithm': 'activity_selector'}
I0716 18:21:51.934731 124088241030656 run.py:722] (val) algo activity_selector step 4400: {'selected': 0.9558232931726908, 'score': 0.9558232931726908, 'examples_seen': 175232, 'step': 4400, 'algorithm': 'activity_selector'}
I0716 18:21:52.980801 124088241030656 run.py:722] (val) algo activity_selector step 4450: {'selected': 0.9440000000000001, 'score': 0.9440000000000001, 'examples_seen': 177168, 'step': 4450, 'algorithm': 'activity_selector'}
I0716 18:21:54.025948 124088241030656 run.py:722] (val) algo activity_selector step 4500: {'selected': 0.9471544715447154, 'score': 0.9471544715447154, 'examples_seen': 179216, 'step': 4500, 'algorithm': 'activity_selector'}
I0716 18:21:55.054914 124088241030656 run.py:722] (val) algo activity_selector step 4550: {'selected': 0.9330783938814532, 'score': 0.9330783938814532, 'examples_seen': 181232, 'step': 4550, 'algorithm': 'activity_selector'}
I0716 18:21:56.092769 124088241030656 run.py:722] (val) algo activity_selector step 4600: {'selected': 0.94, 'score': 0.94, 'examples_seen': 183216, 'step': 4600, 'algorithm': 'activity_selector'}
I0716 18:21:57.106325 124088241030656 run.py:722] (val) algo activity_selector step 4650: {'selected': 0.9803149606299213, 'score': 0.9803149606299213, 'examples_seen': 185200, 'step': 4650, 'algorithm': 'activity_selector'}
I0716 18:21:58.153515 124088241030656 run.py:722] (val) algo activity_selector step 4700: {'selected': 0.9843137254901961, 'score': 0.9843137254901961, 'examples_seen': 187168, 'step': 4700, 'algorithm': 'activity_selector'}
I0716 18:21:59.194837 124088241030656 run.py:722] (val) algo activity_selector step 4750: {'selected': 0.9733840304182511, 'score': 0.9733840304182511, 'examples_seen': 189136, 'step': 4750, 'algorithm': 'activity_selector'}
I0716 18:22:00.207820 124088241030656 run.py:722] (val) algo activity_selector step 4800: {'selected': 0.9546351084812623, 'score': 0.9546351084812623, 'examples_seen': 191120, 'step': 4800, 'algorithm': 'activity_selector'}
I0716 18:22:01.256528 124088241030656 run.py:722] (val) algo activity_selector step 4850: {'selected': 0.8994307400379505, 'score': 0.8994307400379505, 'examples_seen': 193136, 'step': 4850, 'algorithm': 'activity_selector'}
I0716 18:22:02.284347 124088241030656 run.py:722] (val) algo activity_selector step 4900: {'selected': 0.9592233009708738, 'score': 0.9592233009708738, 'examples_seen': 195152, 'step': 4900, 'algorithm': 'activity_selector'}
I0716 18:22:03.314213 124088241030656 run.py:722] (val) algo activity_selector step 4950: {'selected': 0.9709864603481625, 'score': 0.9709864603481625, 'examples_seen': 197152, 'step': 4950, 'algorithm': 'activity_selector'}
I0716 18:22:04.336741 124088241030656 run.py:722] (val) algo activity_selector step 5000: {'selected': 0.9488188976377951, 'score': 0.9488188976377951, 'examples_seen': 199120, 'step': 5000, 'algorithm': 'activity_selector'}
I0716 18:22:05.353563 124088241030656 run.py:722] (val) algo activity_selector step 5050: {'selected': 0.9160305343511451, 'score': 0.9160305343511451, 'examples_seen': 201120, 'step': 5050, 'algorithm': 'activity_selector'}
I0716 18:22:06.384212 124088241030656 run.py:722] (val) algo activity_selector step 5100: {'selected': 0.9558541266794626, 'score': 0.9558541266794626, 'examples_seen': 203072, 'step': 5100, 'algorithm': 'activity_selector'}
I0716 18:22:07.403570 124088241030656 run.py:722] (val) algo activity_selector step 5150: {'selected': 0.9018789144050104, 'score': 0.9018789144050104, 'examples_seen': 205024, 'step': 5150, 'algorithm': 'activity_selector'}
I0716 18:22:08.441366 124088241030656 run.py:722] (val) algo activity_selector step 5200: {'selected': 0.9486166007905138, 'score': 0.9486166007905138, 'examples_seen': 207088, 'step': 5200, 'algorithm': 'activity_selector'}
I0716 18:22:09.471948 124088241030656 run.py:722] (val) algo activity_selector step 5250: {'selected': 0.9735849056603774, 'score': 0.9735849056603774, 'examples_seen': 209072, 'step': 5250, 'algorithm': 'activity_selector'}
I0716 18:22:10.496423 124088241030656 run.py:722] (val) algo activity_selector step 5300: {'selected': 0.9298597194388777, 'score': 0.9298597194388777, 'examples_seen': 211088, 'step': 5300, 'algorithm': 'activity_selector'}
I0716 18:22:11.514092 124088241030656 run.py:722] (val) algo activity_selector step 5350: {'selected': 0.95703125, 'score': 0.95703125, 'examples_seen': 213072, 'step': 5350, 'algorithm': 'activity_selector'}
I0716 18:22:12.544499 124088241030656 run.py:722] (val) algo activity_selector step 5400: {'selected': 0.9669902912621358, 'score': 0.9669902912621358, 'examples_seen': 215024, 'step': 5400, 'algorithm': 'activity_selector'}
I0716 18:22:13.558322 124088241030656 run.py:722] (val) algo activity_selector step 5450: {'selected': 0.9336016096579477, 'score': 0.9336016096579477, 'examples_seen': 217024, 'step': 5450, 'algorithm': 'activity_selector'}
I0716 18:22:14.588364 124088241030656 run.py:722] (val) algo activity_selector step 5500: {'selected': 0.9785575048732943, 'score': 0.9785575048732943, 'examples_seen': 218960, 'step': 5500, 'algorithm': 'activity_selector'}
I0716 18:22:15.622839 124088241030656 run.py:722] (val) algo activity_selector step 5550: {'selected': 0.9609375, 'score': 0.9609375, 'examples_seen': 221008, 'step': 5550, 'algorithm': 'activity_selector'}
I0716 18:22:16.631611 124088241030656 run.py:722] (val) algo activity_selector step 5600: {'selected': 0.9165048543689319, 'score': 0.9165048543689319, 'examples_seen': 223024, 'step': 5600, 'algorithm': 'activity_selector'}
I0716 18:22:17.656979 124088241030656 run.py:722] (val) algo activity_selector step 5650: {'selected': 0.9582504970178926, 'score': 0.9582504970178926, 'examples_seen': 225008, 'step': 5650, 'algorithm': 'activity_selector'}
I0716 18:22:18.665886 124088241030656 run.py:722] (val) algo activity_selector step 5700: {'selected': 0.9736842105263158, 'score': 0.9736842105263158, 'examples_seen': 227008, 'step': 5700, 'algorithm': 'activity_selector'}
I0716 18:22:19.689020 124088241030656 run.py:722] (val) algo activity_selector step 5750: {'selected': 0.9188118811881187, 'score': 0.9188118811881187, 'examples_seen': 228960, 'step': 5750, 'algorithm': 'activity_selector'}
I0716 18:22:20.709263 124088241030656 run.py:722] (val) algo activity_selector step 5800: {'selected': 0.9358490566037736, 'score': 0.9358490566037736, 'examples_seen': 230928, 'step': 5800, 'algorithm': 'activity_selector'}
I0716 18:22:21.714184 124088241030656 run.py:722] (val) algo activity_selector step 5850: {'selected': 0.9674952198852772, 'score': 0.9674952198852772, 'examples_seen': 232912, 'step': 5850, 'algorithm': 'activity_selector'}
I0716 18:22:22.749795 124088241030656 run.py:722] (val) algo activity_selector step 5900: {'selected': 0.9689922480620156, 'score': 0.9689922480620156, 'examples_seen': 234928, 'step': 5900, 'algorithm': 'activity_selector'}
I0716 18:22:23.763425 124088241030656 run.py:722] (val) algo activity_selector step 5950: {'selected': 0.9384615384615385, 'score': 0.9384615384615385, 'examples_seen': 236944, 'step': 5950, 'algorithm': 'activity_selector'}
I0716 18:22:24.797743 124088241030656 run.py:722] (val) algo activity_selector step 6000: {'selected': 0.935361216730038, 'score': 0.935361216730038, 'examples_seen': 238944, 'step': 6000, 'algorithm': 'activity_selector'}
I0716 18:22:25.821746 124088241030656 run.py:722] (val) algo activity_selector step 6050: {'selected': 0.9656565656565655, 'score': 0.9656565656565655, 'examples_seen': 240928, 'step': 6050, 'algorithm': 'activity_selector'}
I0716 18:22:26.820307 124088241030656 run.py:722] (val) algo activity_selector step 6100: {'selected': 0.9850746268656717, 'score': 0.9850746268656717, 'examples_seen': 242912, 'step': 6100, 'algorithm': 'activity_selector'}
I0716 18:22:27.863351 124088241030656 run.py:722] (val) algo activity_selector step 6150: {'selected': 0.9328063241106718, 'score': 0.9328063241106718, 'examples_seen': 244864, 'step': 6150, 'algorithm': 'activity_selector'}
I0716 18:22:28.873535 124088241030656 run.py:722] (val) algo activity_selector step 6200: {'selected': 0.979047619047619, 'score': 0.979047619047619, 'examples_seen': 246816, 'step': 6200, 'algorithm': 'activity_selector'}
I0716 18:22:29.916557 124088241030656 run.py:722] (val) algo activity_selector step 6250: {'selected': 0.9774436090225563, 'score': 0.9774436090225563, 'examples_seen': 248880, 'step': 6250, 'algorithm': 'activity_selector'}
I0716 18:22:30.948817 124088241030656 run.py:722] (val) algo activity_selector step 6300: {'selected': 0.9087136929460582, 'score': 0.9087136929460582, 'examples_seen': 250880, 'step': 6300, 'algorithm': 'activity_selector'}
I0716 18:22:31.976890 124088241030656 run.py:722] (val) algo activity_selector step 6350: {'selected': 0.9770992366412214, 'score': 0.9770992366412214, 'examples_seen': 252880, 'step': 6350, 'algorithm': 'activity_selector'}
I0716 18:22:33.013311 124088241030656 run.py:722] (val) algo activity_selector step 6400: {'selected': 0.9705304518664046, 'score': 0.9705304518664046, 'examples_seen': 254864, 'step': 6400, 'algorithm': 'activity_selector'}
I0716 18:22:34.040418 124088241030656 run.py:722] (val) algo activity_selector step 6450: {'selected': 0.9552238805970149, 'score': 0.9552238805970149, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'activity_selector'}
I0716 18:22:35.115873 124088241030656 run.py:722] (val) algo activity_selector step 6500: {'selected': 0.984313725490196, 'score': 0.984313725490196, 'examples_seen': 258816, 'step': 6500, 'algorithm': 'activity_selector'}
I0716 18:22:36.140303 124088241030656 run.py:722] (val) algo activity_selector step 6550: {'selected': 0.9537892791127542, 'score': 0.9537892791127542, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'activity_selector'}
