I0716 22:37:05.402211 139152854750720 run.py:722] (val) algo quickselect step 0: {'median': 0.029052734375, 'score': 0.029052734375, 'examples_seen': 46, 'step': 0, 'algorithm': 'quickselect'}
I0716 22:40:34.411967 139152854750720 run.py:722] (val) algo quickselect step 600: {'median': 0.21044921875, 'score': 0.21044921875, 'examples_seen': 19323, 'step': 600, 'algorithm': 'quickselect'}
I0716 22:40:44.082770 139152854750720 run.py:722] (val) algo quickselect step 650: {'median': 0.14208984375, 'score': 0.14208984375, 'examples_seen': 21004, 'step': 650, 'algorithm': 'quickselect'}
I0716 22:40:53.777832 139152854750720 run.py:722] (val) algo quickselect step 700: {'median': 0.13671875, 'score': 0.13671875, 'examples_seen': 22632, 'step': 700, 'algorithm': 'quickselect'}
I0716 22:41:03.451143 139152854750720 run.py:722] (val) algo quickselect step 750: {'median': 0.221435546875, 'score': 0.221435546875, 'examples_seen': 24241, 'step': 750, 'algorithm': 'quickselect'}
I0716 22:41:13.179328 139152854750720 run.py:722] (val) algo quickselect step 800: {'median': 0.208984375, 'score': 0.208984375, 'examples_seen': 25833, 'step': 800, 'algorithm': 'quickselect'}
I0716 22:41:22.913414 139152854750720 run.py:722] (val) algo quickselect step 850: {'median': 0.19580078125, 'score': 0.19580078125, 'examples_seen': 27431, 'step': 850, 'algorithm': 'quickselect'}
I0716 22:41:32.620889 139152854750720 run.py:722] (val) algo quickselect step 900: {'median': 0.234619140625, 'score': 0.234619140625, 'examples_seen': 29033, 'step': 900, 'algorithm': 'quickselect'}
I0716 22:41:42.657629 139152854750720 run.py:722] (val) algo quickselect step 950: {'median': 0.218994140625, 'score': 0.218994140625, 'examples_seen': 30646, 'step': 950, 'algorithm': 'quickselect'}
I0716 22:41:52.406283 139152854750720 run.py:722] (val) algo quickselect step 1000: {'median': 0.242919921875, 'score': 0.242919921875, 'examples_seen': 32349, 'step': 1000, 'algorithm': 'quickselect'}
I0716 22:42:02.069480 139152854750720 run.py:722] (val) algo quickselect step 1050: {'median': 0.231201171875, 'score': 0.231201171875, 'examples_seen': 33968, 'step': 1050, 'algorithm': 'quickselect'}
I0716 22:42:11.819920 139152854750720 run.py:722] (val) algo quickselect step 1100: {'median': 0.160888671875, 'score': 0.160888671875, 'examples_seen': 35594, 'step': 1100, 'algorithm': 'quickselect'}
I0716 22:42:21.505160 139152854750720 run.py:722] (val) algo quickselect step 1150: {'median': 0.160888671875, 'score': 0.160888671875, 'examples_seen': 37192, 'step': 1150, 'algorithm': 'quickselect'}
I0716 22:42:31.195386 139152854750720 run.py:722] (val) algo quickselect step 1200: {'median': 0.24267578125, 'score': 0.24267578125, 'examples_seen': 38766, 'step': 1200, 'algorithm': 'quickselect'}
I0716 22:42:40.904947 139152854750720 run.py:722] (val) algo quickselect step 1250: {'median': 0.224853515625, 'score': 0.224853515625, 'examples_seen': 40371, 'step': 1250, 'algorithm': 'quickselect'}
I0716 22:42:50.569238 139152854750720 run.py:722] (val) algo quickselect step 1300: {'median': 0.159912109375, 'score': 0.159912109375, 'examples_seen': 41953, 'step': 1300, 'algorithm': 'quickselect'}
I0716 22:43:00.334217 139152854750720 run.py:722] (val) algo quickselect step 1350: {'median': 0.135009765625, 'score': 0.135009765625, 'examples_seen': 43643, 'step': 1350, 'algorithm': 'quickselect'}
I0716 22:43:10.052857 139152854750720 run.py:722] (val) algo quickselect step 1400: {'median': 0.1689453125, 'score': 0.1689453125, 'examples_seen': 45300, 'step': 1400, 'algorithm': 'quickselect'}
I0716 22:43:19.710752 139152854750720 run.py:722] (val) algo quickselect step 1450: {'median': 0.1396484375, 'score': 0.1396484375, 'examples_seen': 46902, 'step': 1450, 'algorithm': 'quickselect'}
I0716 22:43:29.400101 139152854750720 run.py:722] (val) algo quickselect step 1500: {'median': 0.153564453125, 'score': 0.153564453125, 'examples_seen': 48509, 'step': 1500, 'algorithm': 'quickselect'}
I0716 22:43:39.129375 139152854750720 run.py:722] (val) algo quickselect step 1550: {'median': 0.130615234375, 'score': 0.130615234375, 'examples_seen': 50107, 'step': 1550, 'algorithm': 'quickselect'}
I0716 22:43:48.825198 139152854750720 run.py:722] (val) algo quickselect step 1600: {'median': 0.108154296875, 'score': 0.108154296875, 'examples_seen': 51716, 'step': 1600, 'algorithm': 'quickselect'}
I0716 22:43:58.504616 139152854750720 run.py:722] (val) algo quickselect step 1650: {'median': 0.14599609375, 'score': 0.14599609375, 'examples_seen': 53287, 'step': 1650, 'algorithm': 'quickselect'}
I0716 22:44:08.276027 139152854750720 run.py:722] (val) algo quickselect step 1700: {'median': 0.1796875, 'score': 0.1796875, 'examples_seen': 54980, 'step': 1700, 'algorithm': 'quickselect'}
I0716 22:44:17.969817 139152854750720 run.py:722] (val) algo quickselect step 1750: {'median': 0.10693359375, 'score': 0.10693359375, 'examples_seen': 56623, 'step': 1750, 'algorithm': 'quickselect'}
I0716 22:44:27.617973 139152854750720 run.py:722] (val) algo quickselect step 1800: {'median': 0.163818359375, 'score': 0.163818359375, 'examples_seen': 58234, 'step': 1800, 'algorithm': 'quickselect'}
I0716 22:44:37.272129 139152854750720 run.py:722] (val) algo quickselect step 1850: {'median': 0.160888671875, 'score': 0.160888671875, 'examples_seen': 59815, 'step': 1850, 'algorithm': 'quickselect'}
I0716 22:44:46.975675 139152854750720 run.py:722] (val) algo quickselect step 1900: {'median': 0.15478515625, 'score': 0.15478515625, 'examples_seen': 61409, 'step': 1900, 'algorithm': 'quickselect'}
I0716 22:44:56.703127 139152854750720 run.py:722] (val) algo quickselect step 1950: {'median': 0.13818359375, 'score': 0.13818359375, 'examples_seen': 62998, 'step': 1950, 'algorithm': 'quickselect'}
I0716 22:45:06.457511 139152854750720 run.py:722] (val) algo quickselect step 2000: {'median': 0.204345703125, 'score': 0.204345703125, 'examples_seen': 64577, 'step': 2000, 'algorithm': 'quickselect'}
I0716 22:45:16.270763 139152854750720 run.py:722] (val) algo quickselect step 2050: {'median': 0.235595703125, 'score': 0.235595703125, 'examples_seen': 66280, 'step': 2050, 'algorithm': 'quickselect'}
I0716 22:45:25.971366 139152854750720 run.py:722] (val) algo quickselect step 2100: {'median': 0.15966796875, 'score': 0.15966796875, 'examples_seen': 67907, 'step': 2100, 'algorithm': 'quickselect'}
I0716 22:45:35.680296 139152854750720 run.py:722] (val) algo quickselect step 2150: {'median': 0.147216796875, 'score': 0.147216796875, 'examples_seen': 69528, 'step': 2150, 'algorithm': 'quickselect'}
I0716 22:45:45.348067 139152854750720 run.py:722] (val) algo quickselect step 2200: {'median': 0.183349609375, 'score': 0.183349609375, 'examples_seen': 71127, 'step': 2200, 'algorithm': 'quickselect'}
I0716 22:45:55.036022 139152854750720 run.py:722] (val) algo quickselect step 2250: {'median': 0.136962890625, 'score': 0.136962890625, 'examples_seen': 72720, 'step': 2250, 'algorithm': 'quickselect'}
I0716 22:46:04.706976 139152854750720 run.py:722] (val) algo quickselect step 2300: {'median': 0.13671875, 'score': 0.13671875, 'examples_seen': 74319, 'step': 2300, 'algorithm': 'quickselect'}
I0716 22:46:14.448133 139152854750720 run.py:722] (val) algo quickselect step 2350: {'median': 0.268798828125, 'score': 0.268798828125, 'examples_seen': 75922, 'step': 2350, 'algorithm': 'quickselect'}
I0716 22:46:24.233175 139152854750720 run.py:722] (val) algo quickselect step 2400: {'median': 0.202392578125, 'score': 0.202392578125, 'examples_seen': 77601, 'step': 2400, 'algorithm': 'quickselect'}
I0716 22:46:33.972399 139152854750720 run.py:722] (val) algo quickselect step 2450: {'median': 0.170654296875, 'score': 0.170654296875, 'examples_seen': 79240, 'step': 2450, 'algorithm': 'quickselect'}
I0716 22:46:43.641700 139152854750720 run.py:722] (val) algo quickselect step 2500: {'median': 0.213623046875, 'score': 0.213623046875, 'examples_seen': 80842, 'step': 2500, 'algorithm': 'quickselect'}
I0716 22:46:53.353724 139152854750720 run.py:722] (val) algo quickselect step 2550: {'median': 0.16552734375, 'score': 0.16552734375, 'examples_seen': 82446, 'step': 2550, 'algorithm': 'quickselect'}
I0716 22:47:02.962185 139152854750720 run.py:722] (val) algo quickselect step 2600: {'median': 0.228759765625, 'score': 0.228759765625, 'examples_seen': 84033, 'step': 2600, 'algorithm': 'quickselect'}
I0716 22:47:12.716679 139152854750720 run.py:722] (val) algo quickselect step 2650: {'median': 0.223388671875, 'score': 0.223388671875, 'examples_seen': 85629, 'step': 2650, 'algorithm': 'quickselect'}
I0716 22:47:22.477749 139152854750720 run.py:722] (val) algo quickselect step 2700: {'median': 0.1513671875, 'score': 0.1513671875, 'examples_seen': 87219, 'step': 2700, 'algorithm': 'quickselect'}
I0716 22:47:32.186628 139152854750720 run.py:722] (val) algo quickselect step 2750: {'median': 0.21240234375, 'score': 0.21240234375, 'examples_seen': 88901, 'step': 2750, 'algorithm': 'quickselect'}
I0716 22:47:41.857335 139152854750720 run.py:722] (val) algo quickselect step 2800: {'median': 0.271484375, 'score': 0.271484375, 'examples_seen': 90553, 'step': 2800, 'algorithm': 'quickselect'}
I0716 22:47:51.536382 139152854750720 run.py:722] (val) algo quickselect step 2850: {'median': 0.254638671875, 'score': 0.254638671875, 'examples_seen': 92169, 'step': 2850, 'algorithm': 'quickselect'}
I0716 22:48:01.205935 139152854750720 run.py:722] (val) algo quickselect step 2900: {'median': 0.183349609375, 'score': 0.183349609375, 'examples_seen': 93760, 'step': 2900, 'algorithm': 'quickselect'}
I0716 22:48:10.891433 139152854750720 run.py:722] (val) algo quickselect step 2950: {'median': 0.2060546875, 'score': 0.2060546875, 'examples_seen': 95361, 'step': 2950, 'algorithm': 'quickselect'}
I0716 22:48:20.557471 139152854750720 run.py:722] (val) algo quickselect step 3000: {'median': 0.1591796875, 'score': 0.1591796875, 'examples_seen': 96964, 'step': 3000, 'algorithm': 'quickselect'}
I0716 22:48:30.291366 139152854750720 run.py:722] (val) algo quickselect step 3050: {'median': 0.204833984375, 'score': 0.204833984375, 'examples_seen': 98545, 'step': 3050, 'algorithm': 'quickselect'}
I0716 22:48:40.031673 139152854750720 run.py:722] (val) algo quickselect step 3100: {'median': 0.123779296875, 'score': 0.123779296875, 'examples_seen': 100240, 'step': 3100, 'algorithm': 'quickselect'}
I0716 22:48:49.747833 139152854750720 run.py:722] (val) algo quickselect step 3150: {'median': 0.194580078125, 'score': 0.194580078125, 'examples_seen': 101873, 'step': 3150, 'algorithm': 'quickselect'}
I0716 22:48:59.411673 139152854750720 run.py:722] (val) algo quickselect step 3200: {'median': 0.25048828125, 'score': 0.25048828125, 'examples_seen': 103477, 'step': 3200, 'algorithm': 'quickselect'}
I0716 22:49:09.132092 139152854750720 run.py:722] (val) algo quickselect step 3250: {'median': 0.172119140625, 'score': 0.172119140625, 'examples_seen': 105081, 'step': 3250, 'algorithm': 'quickselect'}
I0716 22:49:18.798485 139152854750720 run.py:722] (val) algo quickselect step 3300: {'median': 0.158935546875, 'score': 0.158935546875, 'examples_seen': 106693, 'step': 3300, 'algorithm': 'quickselect'}
I0716 22:49:28.484047 139152854750720 run.py:722] (val) algo quickselect step 3350: {'median': 0.20947265625, 'score': 0.20947265625, 'examples_seen': 108284, 'step': 3350, 'algorithm': 'quickselect'}
I0716 22:49:38.174453 139152854750720 run.py:722] (val) algo quickselect step 3400: {'median': 0.130859375, 'score': 0.130859375, 'examples_seen': 109876, 'step': 3400, 'algorithm': 'quickselect'}
I0716 22:49:47.852792 139152854750720 run.py:722] (val) algo quickselect step 3450: {'median': 0.1865234375, 'score': 0.1865234375, 'examples_seen': 111568, 'step': 3450, 'algorithm': 'quickselect'}
I0716 22:49:57.561217 139152854750720 run.py:722] (val) algo quickselect step 3500: {'median': 0.214599609375, 'score': 0.214599609375, 'examples_seen': 113210, 'step': 3500, 'algorithm': 'quickselect'}
I0716 22:50:07.370561 139152854750720 run.py:722] (val) algo quickselect step 3550: {'median': 0.170654296875, 'score': 0.170654296875, 'examples_seen': 114837, 'step': 3550, 'algorithm': 'quickselect'}
I0716 22:50:17.067283 139152854750720 run.py:722] (val) algo quickselect step 3600: {'median': 0.1904296875, 'score': 0.1904296875, 'examples_seen': 116452, 'step': 3600, 'algorithm': 'quickselect'}
I0716 22:50:26.778898 139152854750720 run.py:722] (val) algo quickselect step 3650: {'median': 0.160400390625, 'score': 0.160400390625, 'examples_seen': 118059, 'step': 3650, 'algorithm': 'quickselect'}
I0716 22:50:36.490774 139152854750720 run.py:722] (val) algo quickselect step 3700: {'median': 0.176025390625, 'score': 0.176025390625, 'examples_seen': 119646, 'step': 3700, 'algorithm': 'quickselect'}
I0716 22:50:46.261336 139152854750720 run.py:722] (val) algo quickselect step 3750: {'median': 0.160400390625, 'score': 0.160400390625, 'examples_seen': 121242, 'step': 3750, 'algorithm': 'quickselect'}
I0716 22:50:56.088028 139152854750720 run.py:722] (val) algo quickselect step 3800: {'median': 0.15869140625, 'score': 0.15869140625, 'examples_seen': 122929, 'step': 3800, 'algorithm': 'quickselect'}
I0716 22:51:05.774804 139152854750720 run.py:722] (val) algo quickselect step 3850: {'median': 0.246826171875, 'score': 0.246826171875, 'examples_seen': 124559, 'step': 3850, 'algorithm': 'quickselect'}
I0716 22:51:15.448798 139152854750720 run.py:722] (val) algo quickselect step 3900: {'median': 0.144775390625, 'score': 0.144775390625, 'examples_seen': 126160, 'step': 3900, 'algorithm': 'quickselect'}
I0716 22:51:25.143957 139152854750720 run.py:722] (val) algo quickselect step 3950: {'median': 0.16357421875, 'score': 0.16357421875, 'examples_seen': 127760, 'step': 3950, 'algorithm': 'quickselect'}
I0716 22:51:34.891260 139152854750720 run.py:722] (val) algo quickselect step 4000: {'median': 0.173828125, 'score': 0.173828125, 'examples_seen': 129362, 'step': 4000, 'algorithm': 'quickselect'}
I0716 22:51:44.537232 139152854750720 run.py:722] (val) algo quickselect step 4050: {'median': 0.25244140625, 'score': 0.25244140625, 'examples_seen': 130946, 'step': 4050, 'algorithm': 'quickselect'}
I0716 22:51:54.243612 139152854750720 run.py:722] (val) algo quickselect step 4100: {'median': 0.213134765625, 'score': 0.213134765625, 'examples_seen': 132502, 'step': 4100, 'algorithm': 'quickselect'}
I0716 22:52:03.996792 139152854750720 run.py:722] (val) algo quickselect step 4150: {'median': 0.193603515625, 'score': 0.193603515625, 'examples_seen': 134189, 'step': 4150, 'algorithm': 'quickselect'}
I0716 22:52:13.725163 139152854750720 run.py:722] (val) algo quickselect step 4200: {'median': 0.273193359375, 'score': 0.273193359375, 'examples_seen': 135817, 'step': 4200, 'algorithm': 'quickselect'}
I0716 22:52:23.466325 139152854750720 run.py:722] (val) algo quickselect step 4250: {'median': 0.157958984375, 'score': 0.157958984375, 'examples_seen': 137434, 'step': 4250, 'algorithm': 'quickselect'}
I0716 22:52:33.153175 139152854750720 run.py:722] (val) algo quickselect step 4300: {'median': 0.244140625, 'score': 0.244140625, 'examples_seen': 139044, 'step': 4300, 'algorithm': 'quickselect'}
I0716 22:52:42.802495 139152854750720 run.py:722] (val) algo quickselect step 4350: {'median': 0.17041015625, 'score': 0.17041015625, 'examples_seen': 140610, 'step': 4350, 'algorithm': 'quickselect'}
I0716 22:52:52.537714 139152854750720 run.py:722] (val) algo quickselect step 4400: {'median': 0.2451171875, 'score': 0.2451171875, 'examples_seen': 142193, 'step': 4400, 'algorithm': 'quickselect'}
I0716 22:53:02.265134 139152854750720 run.py:722] (val) algo quickselect step 4450: {'median': 0.2373046875, 'score': 0.2373046875, 'examples_seen': 143774, 'step': 4450, 'algorithm': 'quickselect'}
I0716 22:53:11.981530 139152854750720 run.py:722] (val) algo quickselect step 4500: {'median': 0.176513671875, 'score': 0.176513671875, 'examples_seen': 145472, 'step': 4500, 'algorithm': 'quickselect'}
I0716 22:53:21.692222 139152854750720 run.py:722] (val) algo quickselect step 4550: {'median': 0.26611328125, 'score': 0.26611328125, 'examples_seen': 147128, 'step': 4550, 'algorithm': 'quickselect'}
I0716 22:53:31.392225 139152854750720 run.py:722] (val) algo quickselect step 4600: {'median': 0.119384765625, 'score': 0.119384765625, 'examples_seen': 148731, 'step': 4600, 'algorithm': 'quickselect'}
I0716 22:53:41.174100 139152854750720 run.py:722] (val) algo quickselect step 4650: {'median': 0.153564453125, 'score': 0.153564453125, 'examples_seen': 150349, 'step': 4650, 'algorithm': 'quickselect'}
I0716 22:53:50.887414 139152854750720 run.py:722] (val) algo quickselect step 4700: {'median': 0.230712890625, 'score': 0.230712890625, 'examples_seen': 151923, 'step': 4700, 'algorithm': 'quickselect'}
I0716 22:54:00.587390 139152854750720 run.py:722] (val) algo quickselect step 4750: {'median': 0.184326171875, 'score': 0.184326171875, 'examples_seen': 153491, 'step': 4750, 'algorithm': 'quickselect'}
I0716 22:54:10.362264 139152854750720 run.py:722] (val) algo quickselect step 4800: {'median': 0.131591796875, 'score': 0.131591796875, 'examples_seen': 155084, 'step': 4800, 'algorithm': 'quickselect'}
I0716 22:54:20.112174 139152854750720 run.py:722] (val) algo quickselect step 4850: {'median': 0.22607421875, 'score': 0.22607421875, 'examples_seen': 156776, 'step': 4850, 'algorithm': 'quickselect'}
I0716 22:54:29.855943 139152854750720 run.py:722] (val) algo quickselect step 4900: {'median': 0.160888671875, 'score': 0.160888671875, 'examples_seen': 158405, 'step': 4900, 'algorithm': 'quickselect'}
I0716 22:54:39.607267 139152854750720 run.py:722] (val) algo quickselect step 4950: {'median': 0.177001953125, 'score': 0.177001953125, 'examples_seen': 160029, 'step': 4950, 'algorithm': 'quickselect'}
I0716 22:54:49.338110 139152854750720 run.py:722] (val) algo quickselect step 5000: {'median': 0.10205078125, 'score': 0.10205078125, 'examples_seen': 161635, 'step': 5000, 'algorithm': 'quickselect'}
I0716 22:54:59.020417 139152854750720 run.py:722] (val) algo quickselect step 5050: {'median': 0.133056640625, 'score': 0.133056640625, 'examples_seen': 163220, 'step': 5050, 'algorithm': 'quickselect'}
I0716 22:55:08.771482 139152854750720 run.py:722] (val) algo quickselect step 5100: {'median': 0.122802734375, 'score': 0.122802734375, 'examples_seen': 164818, 'step': 5100, 'algorithm': 'quickselect'}
I0716 22:55:18.468894 139152854750720 run.py:722] (val) algo quickselect step 5150: {'median': 0.232666015625, 'score': 0.232666015625, 'examples_seen': 166390, 'step': 5150, 'algorithm': 'quickselect'}
I0716 22:55:28.226838 139152854750720 run.py:722] (val) algo quickselect step 5200: {'median': 0.1953125, 'score': 0.1953125, 'examples_seen': 168070, 'step': 5200, 'algorithm': 'quickselect'}
I0716 22:55:37.913688 139152854750720 run.py:722] (val) algo quickselect step 5250: {'median': 0.14990234375, 'score': 0.14990234375, 'examples_seen': 169714, 'step': 5250, 'algorithm': 'quickselect'}
I0716 22:55:47.801084 139152854750720 run.py:722] (val) algo quickselect step 5300: {'median': 0.124267578125, 'score': 0.124267578125, 'examples_seen': 171322, 'step': 5300, 'algorithm': 'quickselect'}
I0716 22:55:57.538502 139152854750720 run.py:722] (val) algo quickselect step 5350: {'median': 0.146240234375, 'score': 0.146240234375, 'examples_seen': 172933, 'step': 5350, 'algorithm': 'quickselect'}
I0716 22:56:07.229415 139152854750720 run.py:722] (val) algo quickselect step 5400: {'median': 0.2060546875, 'score': 0.2060546875, 'examples_seen': 174535, 'step': 5400, 'algorithm': 'quickselect'}
I0716 22:56:16.955787 139152854750720 run.py:722] (val) algo quickselect step 5450: {'median': 0.170166015625, 'score': 0.170166015625, 'examples_seen': 176146, 'step': 5450, 'algorithm': 'quickselect'}
I0716 22:56:26.686380 139152854750720 run.py:722] (val) algo quickselect step 5500: {'median': 0.1591796875, 'score': 0.1591796875, 'examples_seen': 177726, 'step': 5500, 'algorithm': 'quickselect'}
I0716 22:56:36.418816 139152854750720 run.py:722] (val) algo quickselect step 5550: {'median': 0.154052734375, 'score': 0.154052734375, 'examples_seen': 179409, 'step': 5550, 'algorithm': 'quickselect'}
I0716 22:56:46.129980 139152854750720 run.py:722] (val) algo quickselect step 5600: {'median': 0.170166015625, 'score': 0.170166015625, 'examples_seen': 181053, 'step': 5600, 'algorithm': 'quickselect'}
I0716 22:56:55.838513 139152854750720 run.py:722] (val) algo quickselect step 5650: {'median': 0.19287109375, 'score': 0.19287109375, 'examples_seen': 182671, 'step': 5650, 'algorithm': 'quickselect'}
I0716 22:57:05.492155 139152854750720 run.py:722] (val) algo quickselect step 5700: {'median': 0.16015625, 'score': 0.16015625, 'examples_seen': 184253, 'step': 5700, 'algorithm': 'quickselect'}
I0716 22:57:15.196535 139152854750720 run.py:722] (val) algo quickselect step 5750: {'median': 0.12841796875, 'score': 0.12841796875, 'examples_seen': 185836, 'step': 5750, 'algorithm': 'quickselect'}
I0716 22:57:24.867197 139152854750720 run.py:722] (val) algo quickselect step 5800: {'median': 0.1298828125, 'score': 0.1298828125, 'examples_seen': 187413, 'step': 5800, 'algorithm': 'quickselect'}
I0716 22:57:34.608129 139152854750720 run.py:722] (val) algo quickselect step 5850: {'median': 0.16015625, 'score': 0.16015625, 'examples_seen': 188997, 'step': 5850, 'algorithm': 'quickselect'}
I0716 22:57:44.354950 139152854750720 run.py:722] (val) algo quickselect step 5900: {'median': 0.177978515625, 'score': 0.177978515625, 'examples_seen': 190694, 'step': 5900, 'algorithm': 'quickselect'}
I0716 22:57:54.017073 139152854750720 run.py:722] (val) algo quickselect step 5950: {'median': 0.14697265625, 'score': 0.14697265625, 'examples_seen': 192329, 'step': 5950, 'algorithm': 'quickselect'}
I0716 22:58:03.705501 139152854750720 run.py:722] (val) algo quickselect step 6000: {'median': 0.156494140625, 'score': 0.156494140625, 'examples_seen': 193942, 'step': 6000, 'algorithm': 'quickselect'}
I0716 22:58:13.404233 139152854750720 run.py:722] (val) algo quickselect step 6050: {'median': 0.14013671875, 'score': 0.14013671875, 'examples_seen': 195545, 'step': 6050, 'algorithm': 'quickselect'}
I0716 22:58:23.132948 139152854750720 run.py:722] (val) algo quickselect step 6100: {'median': 0.30615234375, 'score': 0.30615234375, 'examples_seen': 197150, 'step': 6100, 'algorithm': 'quickselect'}
I0716 22:58:32.808311 139152854750720 run.py:722] (val) algo quickselect step 6150: {'median': 0.125732421875, 'score': 0.125732421875, 'examples_seen': 198720, 'step': 6150, 'algorithm': 'quickselect'}
I0716 22:58:42.512939 139152854750720 run.py:722] (val) algo quickselect step 6200: {'median': 0.125732421875, 'score': 0.125732421875, 'examples_seen': 200319, 'step': 6200, 'algorithm': 'quickselect'}
I0716 22:58:52.269234 139152854750720 run.py:722] (val) algo quickselect step 6250: {'median': 0.19921875, 'score': 0.19921875, 'examples_seen': 202013, 'step': 6250, 'algorithm': 'quickselect'}
I0716 22:59:01.939676 139152854750720 run.py:722] (val) algo quickselect step 6300: {'median': 0.143310546875, 'score': 0.143310546875, 'examples_seen': 203632, 'step': 6300, 'algorithm': 'quickselect'}
I0716 22:59:11.670199 139152854750720 run.py:722] (val) algo quickselect step 6350: {'median': 0.117431640625, 'score': 0.117431640625, 'examples_seen': 205239, 'step': 6350, 'algorithm': 'quickselect'}
I0716 22:59:21.359611 139152854750720 run.py:722] (val) algo quickselect step 6400: {'median': 0.150634765625, 'score': 0.150634765625, 'examples_seen': 206847, 'step': 6400, 'algorithm': 'quickselect'}
I0716 22:59:31.056413 139152854750720 run.py:722] (val) algo quickselect step 6450: {'median': 0.11279296875, 'score': 0.11279296875, 'examples_seen': 208441, 'step': 6450, 'algorithm': 'quickselect'}
I0716 22:59:40.693159 139152854750720 run.py:722] (val) algo quickselect step 6500: {'median': 0.199951171875, 'score': 0.199951171875, 'examples_seen': 210064, 'step': 6500, 'algorithm': 'quickselect'}
I0716 22:59:50.367673 139152854750720 run.py:722] (val) algo quickselect step 6550: {'median': 0.16796875, 'score': 0.16796875, 'examples_seen': 211631, 'step': 6550, 'algorithm': 'quickselect'}
I0716 23:00:00.113631 139152854750720 run.py:722] (val) algo quickselect step 6600: {'median': 0.17822265625, 'score': 0.17822265625, 'examples_seen': 213334, 'step': 6600, 'algorithm': 'quickselect'}
I0716 23:00:09.790575 139152854750720 run.py:722] (val) algo quickselect step 6650: {'median': 0.167236328125, 'score': 0.167236328125, 'examples_seen': 214950, 'step': 6650, 'algorithm': 'quickselect'}
I0716 23:00:19.484845 139152854750720 run.py:722] (val) algo quickselect step 6700: {'median': 0.164794921875, 'score': 0.164794921875, 'examples_seen': 216539, 'step': 6700, 'algorithm': 'quickselect'}
I0716 23:00:29.180232 139152854750720 run.py:722] (val) algo quickselect step 6750: {'median': 0.23291015625, 'score': 0.23291015625, 'examples_seen': 218141, 'step': 6750, 'algorithm': 'quickselect'}
I0716 23:00:38.895798 139152854750720 run.py:722] (val) algo quickselect step 6800: {'median': 0.132568359375, 'score': 0.132568359375, 'examples_seen': 219741, 'step': 6800, 'algorithm': 'quickselect'}
I0716 23:00:48.619799 139152854750720 run.py:722] (val) algo quickselect step 6850: {'median': 0.158447265625, 'score': 0.158447265625, 'examples_seen': 221321, 'step': 6850, 'algorithm': 'quickselect'}
I0716 23:00:58.369229 139152854750720 run.py:722] (val) algo quickselect step 6900: {'median': 0.117919921875, 'score': 0.117919921875, 'examples_seen': 222895, 'step': 6900, 'algorithm': 'quickselect'}
I0716 23:01:08.162645 139152854750720 run.py:722] (val) algo quickselect step 6950: {'median': 0.17626953125, 'score': 0.17626953125, 'examples_seen': 224590, 'step': 6950, 'algorithm': 'quickselect'}
I0716 23:01:17.857913 139152854750720 run.py:722] (val) algo quickselect step 7000: {'median': 0.18994140625, 'score': 0.18994140625, 'examples_seen': 226237, 'step': 7000, 'algorithm': 'quickselect'}
