I0716 20:24:09.673210 140086191965696 run.py:722] (val) algo heapsort step 0: {'pred': 0.072265625, 'score': 0.072265625, 'examples_seen': 16, 'step': 0, 'algorithm': 'heapsort'}
I0716 20:26:36.493364 140086191965696 run.py:722] (val) algo heapsort step 550: {'pred': 0.28515625, 'score': 0.28515625, 'examples_seen': 8526, 'step': 550, 'algorithm': 'heapsort'}
I0716 20:26:39.883475 140086191965696 run.py:722] (val) algo heapsort step 600: {'pred': 0.298828125, 'score': 0.298828125, 'examples_seen': 9292, 'step': 600, 'algorithm': 'heapsort'}
I0716 20:26:43.258122 140086191965696 run.py:722] (val) algo heapsort step 650: {'pred': 0.263671875, 'score': 0.263671875, 'examples_seen': 10097, 'step': 650, 'algorithm': 'heapsort'}
I0716 20:26:46.624783 140086191965696 run.py:722] (val) algo heapsort step 700: {'pred': 0.287109375, 'score': 0.287109375, 'examples_seen': 10890, 'step': 700, 'algorithm': 'heapsort'}
I0716 20:26:49.956415 140086191965696 run.py:722] (val) algo heapsort step 750: {'pred': 0.357421875, 'score': 0.357421875, 'examples_seen': 11659, 'step': 750, 'algorithm': 'heapsort'}
I0716 20:26:53.641862 140086191965696 run.py:722] (val) algo heapsort step 800: {'pred': 0.1806640625, 'score': 0.1806640625, 'examples_seen': 12433, 'step': 800, 'algorithm': 'heapsort'}
I0716 20:26:56.974658 140086191965696 run.py:722] (val) algo heapsort step 850: {'pred': 0.2158203125, 'score': 0.2158203125, 'examples_seen': 13204, 'step': 850, 'algorithm': 'heapsort'}
I0716 20:27:00.324889 140086191965696 run.py:722] (val) algo heapsort step 900: {'pred': 0.33984375, 'score': 0.33984375, 'examples_seen': 13958, 'step': 900, 'algorithm': 'heapsort'}
I0716 20:27:03.769222 140086191965696 run.py:722] (val) algo heapsort step 950: {'pred': 0.384765625, 'score': 0.384765625, 'examples_seen': 14724, 'step': 950, 'algorithm': 'heapsort'}
I0716 20:27:07.212761 140086191965696 run.py:722] (val) algo heapsort step 1000: {'pred': 0.2822265625, 'score': 0.2822265625, 'examples_seen': 15534, 'step': 1000, 'algorithm': 'heapsort'}
I0716 20:27:10.637290 140086191965696 run.py:722] (val) algo heapsort step 1050: {'pred': 0.3779296875, 'score': 0.3779296875, 'examples_seen': 16334, 'step': 1050, 'algorithm': 'heapsort'}
I0716 20:27:14.007467 140086191965696 run.py:722] (val) algo heapsort step 1100: {'pred': 0.28125, 'score': 0.28125, 'examples_seen': 17112, 'step': 1100, 'algorithm': 'heapsort'}
I0716 20:27:17.347991 140086191965696 run.py:722] (val) algo heapsort step 1150: {'pred': 0.2119140625, 'score': 0.2119140625, 'examples_seen': 17875, 'step': 1150, 'algorithm': 'heapsort'}
I0716 20:27:20.761677 140086191965696 run.py:722] (val) algo heapsort step 1200: {'pred': 0.361328125, 'score': 0.361328125, 'examples_seen': 18637, 'step': 1200, 'algorithm': 'heapsort'}
I0716 20:27:24.135464 140086191965696 run.py:722] (val) algo heapsort step 1250: {'pred': 0.3486328125, 'score': 0.3486328125, 'examples_seen': 19405, 'step': 1250, 'algorithm': 'heapsort'}
I0716 20:27:27.468848 140086191965696 run.py:722] (val) algo heapsort step 1300: {'pred': 0.2724609375, 'score': 0.2724609375, 'examples_seen': 20168, 'step': 1300, 'algorithm': 'heapsort'}
I0716 20:27:30.863893 140086191965696 run.py:722] (val) algo heapsort step 1350: {'pred': 0.3017578125, 'score': 0.3017578125, 'examples_seen': 20979, 'step': 1350, 'algorithm': 'heapsort'}
I0716 20:27:34.260037 140086191965696 run.py:722] (val) algo heapsort step 1400: {'pred': 0.26953125, 'score': 0.26953125, 'examples_seen': 21765, 'step': 1400, 'algorithm': 'heapsort'}
I0716 20:27:37.605512 140086191965696 run.py:722] (val) algo heapsort step 1450: {'pred': 0.3681640625, 'score': 0.3681640625, 'examples_seen': 22539, 'step': 1450, 'algorithm': 'heapsort'}
I0716 20:27:40.947291 140086191965696 run.py:722] (val) algo heapsort step 1500: {'pred': 0.3818359375, 'score': 0.3818359375, 'examples_seen': 23308, 'step': 1500, 'algorithm': 'heapsort'}
I0716 20:27:44.288261 140086191965696 run.py:722] (val) algo heapsort step 1550: {'pred': 0.306640625, 'score': 0.306640625, 'examples_seen': 24080, 'step': 1550, 'algorithm': 'heapsort'}
I0716 20:27:47.623283 140086191965696 run.py:722] (val) algo heapsort step 1600: {'pred': 0.3037109375, 'score': 0.3037109375, 'examples_seen': 24844, 'step': 1600, 'algorithm': 'heapsort'}
I0716 20:27:51.021747 140086191965696 run.py:722] (val) algo heapsort step 1650: {'pred': 0.359375, 'score': 0.359375, 'examples_seen': 25612, 'step': 1650, 'algorithm': 'heapsort'}
I0716 20:27:54.419083 140086191965696 run.py:722] (val) algo heapsort step 1700: {'pred': 0.3427734375, 'score': 0.3427734375, 'examples_seen': 26424, 'step': 1700, 'algorithm': 'heapsort'}
I0716 20:27:57.782494 140086191965696 run.py:722] (val) algo heapsort step 1750: {'pred': 0.2919921875, 'score': 0.2919921875, 'examples_seen': 27208, 'step': 1750, 'algorithm': 'heapsort'}
I0716 20:28:01.104705 140086191965696 run.py:722] (val) algo heapsort step 1800: {'pred': 0.6318359375, 'score': 0.6318359375, 'examples_seen': 27990, 'step': 1800, 'algorithm': 'heapsort'}
I0716 20:28:04.423152 140086191965696 run.py:722] (val) algo heapsort step 1850: {'pred': 0.3671875, 'score': 0.3671875, 'examples_seen': 28760, 'step': 1850, 'algorithm': 'heapsort'}
I0716 20:28:07.722182 140086191965696 run.py:722] (val) algo heapsort step 1900: {'pred': 0.2890625, 'score': 0.2890625, 'examples_seen': 29522, 'step': 1900, 'algorithm': 'heapsort'}
I0716 20:28:11.014302 140086191965696 run.py:722] (val) algo heapsort step 1950: {'pred': 0.33984375, 'score': 0.33984375, 'examples_seen': 30291, 'step': 1950, 'algorithm': 'heapsort'}
I0716 20:28:14.378367 140086191965696 run.py:722] (val) algo heapsort step 2000: {'pred': 0.376953125, 'score': 0.376953125, 'examples_seen': 31053, 'step': 2000, 'algorithm': 'heapsort'}
I0716 20:28:17.722133 140086191965696 run.py:722] (val) algo heapsort step 2050: {'pred': 0.4248046875, 'score': 0.4248046875, 'examples_seen': 31854, 'step': 2050, 'algorithm': 'heapsort'}
I0716 20:28:21.134307 140086191965696 run.py:722] (val) algo heapsort step 2100: {'pred': 0.33203125, 'score': 0.33203125, 'examples_seen': 32652, 'step': 2100, 'algorithm': 'heapsort'}
I0716 20:28:24.496896 140086191965696 run.py:722] (val) algo heapsort step 2150: {'pred': 0.3447265625, 'score': 0.3447265625, 'examples_seen': 33422, 'step': 2150, 'algorithm': 'heapsort'}
I0716 20:28:27.864859 140086191965696 run.py:722] (val) algo heapsort step 2200: {'pred': 0.4248046875, 'score': 0.4248046875, 'examples_seen': 34192, 'step': 2200, 'algorithm': 'heapsort'}
I0716 20:28:31.245922 140086191965696 run.py:722] (val) algo heapsort step 2250: {'pred': 0.333984375, 'score': 0.333984375, 'examples_seen': 34967, 'step': 2250, 'algorithm': 'heapsort'}
I0716 20:28:34.616398 140086191965696 run.py:722] (val) algo heapsort step 2300: {'pred': 0.3427734375, 'score': 0.3427734375, 'examples_seen': 35730, 'step': 2300, 'algorithm': 'heapsort'}
I0716 20:28:37.969146 140086191965696 run.py:722] (val) algo heapsort step 2350: {'pred': 0.4033203125, 'score': 0.4033203125, 'examples_seen': 36499, 'step': 2350, 'algorithm': 'heapsort'}
I0716 20:28:41.322232 140086191965696 run.py:722] (val) algo heapsort step 2400: {'pred': 0.3642578125, 'score': 0.3642578125, 'examples_seen': 37310, 'step': 2400, 'algorithm': 'heapsort'}
I0716 20:28:44.660673 140086191965696 run.py:722] (val) algo heapsort step 2450: {'pred': 0.4716796875, 'score': 0.4716796875, 'examples_seen': 38092, 'step': 2450, 'algorithm': 'heapsort'}
I0716 20:28:48.032087 140086191965696 run.py:722] (val) algo heapsort step 2500: {'pred': 0.5517578125, 'score': 0.5517578125, 'examples_seen': 38867, 'step': 2500, 'algorithm': 'heapsort'}
I0716 20:28:51.340681 140086191965696 run.py:722] (val) algo heapsort step 2550: {'pred': 0.5224609375, 'score': 0.5224609375, 'examples_seen': 39634, 'step': 2550, 'algorithm': 'heapsort'}
I0716 20:28:54.968068 140086191965696 run.py:722] (val) algo heapsort step 2600: {'pred': 0.4453125, 'score': 0.4453125, 'examples_seen': 40404, 'step': 2600, 'algorithm': 'heapsort'}
I0716 20:28:58.357835 140086191965696 run.py:722] (val) algo heapsort step 2650: {'pred': 0.341796875, 'score': 0.341796875, 'examples_seen': 41170, 'step': 2650, 'algorithm': 'heapsort'}
I0716 20:29:01.795187 140086191965696 run.py:722] (val) algo heapsort step 2700: {'pred': 0.392578125, 'score': 0.392578125, 'examples_seen': 41939, 'step': 2700, 'algorithm': 'heapsort'}
I0716 20:29:05.187590 140086191965696 run.py:722] (val) algo heapsort step 2750: {'pred': 0.4677734375, 'score': 0.4677734375, 'examples_seen': 42744, 'step': 2750, 'algorithm': 'heapsort'}
I0716 20:29:08.534682 140086191965696 run.py:722] (val) algo heapsort step 2800: {'pred': 0.5673828125, 'score': 0.5673828125, 'examples_seen': 43535, 'step': 2800, 'algorithm': 'heapsort'}
I0716 20:29:11.819759 140086191965696 run.py:722] (val) algo heapsort step 2850: {'pred': 0.44140625, 'score': 0.44140625, 'examples_seen': 44306, 'step': 2850, 'algorithm': 'heapsort'}
I0716 20:29:15.104984 140086191965696 run.py:722] (val) algo heapsort step 2900: {'pred': 0.548828125, 'score': 0.548828125, 'examples_seen': 45084, 'step': 2900, 'algorithm': 'heapsort'}
I0716 20:29:18.368869 140086191965696 run.py:722] (val) algo heapsort step 2950: {'pred': 0.455078125, 'score': 0.455078125, 'examples_seen': 45859, 'step': 2950, 'algorithm': 'heapsort'}
I0716 20:29:21.690730 140086191965696 run.py:722] (val) algo heapsort step 3000: {'pred': 0.4892578125, 'score': 0.4892578125, 'examples_seen': 46614, 'step': 3000, 'algorithm': 'heapsort'}
I0716 20:29:24.979378 140086191965696 run.py:722] (val) algo heapsort step 3050: {'pred': 0.611328125, 'score': 0.611328125, 'examples_seen': 47387, 'step': 3050, 'algorithm': 'heapsort'}
I0716 20:29:28.296195 140086191965696 run.py:722] (val) algo heapsort step 3100: {'pred': 0.5341796875, 'score': 0.5341796875, 'examples_seen': 48195, 'step': 3100, 'algorithm': 'heapsort'}
I0716 20:29:31.586037 140086191965696 run.py:722] (val) algo heapsort step 3150: {'pred': 0.5009765625, 'score': 0.5009765625, 'examples_seen': 48984, 'step': 3150, 'algorithm': 'heapsort'}
I0716 20:29:34.807567 140086191965696 run.py:722] (val) algo heapsort step 3200: {'pred': 0.5234375, 'score': 0.5234375, 'examples_seen': 49757, 'step': 3200, 'algorithm': 'heapsort'}
I0716 20:29:38.129383 140086191965696 run.py:722] (val) algo heapsort step 3250: {'pred': 0.5361328125, 'score': 0.5361328125, 'examples_seen': 50526, 'step': 3250, 'algorithm': 'heapsort'}
I0716 20:29:41.433538 140086191965696 run.py:722] (val) algo heapsort step 3300: {'pred': 0.4560546875, 'score': 0.4560546875, 'examples_seen': 51295, 'step': 3300, 'algorithm': 'heapsort'}
I0716 20:29:44.697819 140086191965696 run.py:722] (val) algo heapsort step 3350: {'pred': 0.5751953125, 'score': 0.5751953125, 'examples_seen': 52062, 'step': 3350, 'algorithm': 'heapsort'}
I0716 20:29:47.994983 140086191965696 run.py:722] (val) algo heapsort step 3400: {'pred': 0.462890625, 'score': 0.462890625, 'examples_seen': 52822, 'step': 3400, 'algorithm': 'heapsort'}
I0716 20:29:51.298668 140086191965696 run.py:722] (val) algo heapsort step 3450: {'pred': 0.494140625, 'score': 0.494140625, 'examples_seen': 53633, 'step': 3450, 'algorithm': 'heapsort'}
I0716 20:29:54.621736 140086191965696 run.py:722] (val) algo heapsort step 3500: {'pred': 0.4599609375, 'score': 0.4599609375, 'examples_seen': 54426, 'step': 3500, 'algorithm': 'heapsort'}
I0716 20:29:57.903893 140086191965696 run.py:722] (val) algo heapsort step 3550: {'pred': 0.40234375, 'score': 0.40234375, 'examples_seen': 55208, 'step': 3550, 'algorithm': 'heapsort'}
I0716 20:30:01.164411 140086191965696 run.py:722] (val) algo heapsort step 3600: {'pred': 0.5341796875, 'score': 0.5341796875, 'examples_seen': 55975, 'step': 3600, 'algorithm': 'heapsort'}
I0716 20:30:04.395143 140086191965696 run.py:722] (val) algo heapsort step 3650: {'pred': 0.5, 'score': 0.5, 'examples_seen': 56745, 'step': 3650, 'algorithm': 'heapsort'}
I0716 20:30:07.680295 140086191965696 run.py:722] (val) algo heapsort step 3700: {'pred': 0.5810546875, 'score': 0.5810546875, 'examples_seen': 57521, 'step': 3700, 'algorithm': 'heapsort'}
I0716 20:30:10.944739 140086191965696 run.py:722] (val) algo heapsort step 3750: {'pred': 0.49609375, 'score': 0.49609375, 'examples_seen': 58286, 'step': 3750, 'algorithm': 'heapsort'}
I0716 20:30:14.261201 140086191965696 run.py:722] (val) algo heapsort step 3800: {'pred': 0.5732421875, 'score': 0.5732421875, 'examples_seen': 59100, 'step': 3800, 'algorithm': 'heapsort'}
I0716 20:30:17.556946 140086191965696 run.py:722] (val) algo heapsort step 3850: {'pred': 0.6025390625, 'score': 0.6025390625, 'examples_seen': 59884, 'step': 3850, 'algorithm': 'heapsort'}
I0716 20:30:20.852601 140086191965696 run.py:722] (val) algo heapsort step 3900: {'pred': 0.5673828125, 'score': 0.5673828125, 'examples_seen': 60660, 'step': 3900, 'algorithm': 'heapsort'}
I0716 20:30:24.140816 140086191965696 run.py:722] (val) algo heapsort step 3950: {'pred': 0.5439453125, 'score': 0.5439453125, 'examples_seen': 61426, 'step': 3950, 'algorithm': 'heapsort'}
I0716 20:30:27.762328 140086191965696 run.py:722] (val) algo heapsort step 4000: {'pred': 0.5361328125, 'score': 0.5361328125, 'examples_seen': 62192, 'step': 4000, 'algorithm': 'heapsort'}
I0716 20:30:31.109145 140086191965696 run.py:722] (val) algo heapsort step 4050: {'pred': 0.4912109375, 'score': 0.4912109375, 'examples_seen': 62969, 'step': 4050, 'algorithm': 'heapsort'}
I0716 20:30:34.381373 140086191965696 run.py:722] (val) algo heapsort step 4100: {'pred': 0.52734375, 'score': 0.52734375, 'examples_seen': 63730, 'step': 4100, 'algorithm': 'heapsort'}
I0716 20:30:37.706072 140086191965696 run.py:722] (val) algo heapsort step 4150: {'pred': 0.5322265625, 'score': 0.5322265625, 'examples_seen': 64533, 'step': 4150, 'algorithm': 'heapsort'}
I0716 20:30:40.979683 140086191965696 run.py:722] (val) algo heapsort step 4200: {'pred': 0.36328125, 'score': 0.36328125, 'examples_seen': 65327, 'step': 4200, 'algorithm': 'heapsort'}
I0716 20:30:44.267031 140086191965696 run.py:722] (val) algo heapsort step 4250: {'pred': 0.419921875, 'score': 0.419921875, 'examples_seen': 66098, 'step': 4250, 'algorithm': 'heapsort'}
I0716 20:30:47.562852 140086191965696 run.py:722] (val) algo heapsort step 4300: {'pred': 0.5029296875, 'score': 0.5029296875, 'examples_seen': 66876, 'step': 4300, 'algorithm': 'heapsort'}
I0716 20:30:50.880140 140086191965696 run.py:722] (val) algo heapsort step 4350: {'pred': 0.4775390625, 'score': 0.4775390625, 'examples_seen': 67643, 'step': 4350, 'algorithm': 'heapsort'}
I0716 20:30:54.142511 140086191965696 run.py:722] (val) algo heapsort step 4400: {'pred': 0.474609375, 'score': 0.474609375, 'examples_seen': 68404, 'step': 4400, 'algorithm': 'heapsort'}
I0716 20:30:57.445973 140086191965696 run.py:722] (val) algo heapsort step 4450: {'pred': 0.5185546875, 'score': 0.5185546875, 'examples_seen': 69164, 'step': 4450, 'algorithm': 'heapsort'}
I0716 20:31:00.827245 140086191965696 run.py:722] (val) algo heapsort step 4500: {'pred': 0.533203125, 'score': 0.533203125, 'examples_seen': 69977, 'step': 4500, 'algorithm': 'heapsort'}
I0716 20:31:04.182863 140086191965696 run.py:722] (val) algo heapsort step 4550: {'pred': 0.583984375, 'score': 0.583984375, 'examples_seen': 70772, 'step': 4550, 'algorithm': 'heapsort'}
I0716 20:31:07.529182 140086191965696 run.py:722] (val) algo heapsort step 4600: {'pred': 0.634765625, 'score': 0.634765625, 'examples_seen': 71550, 'step': 4600, 'algorithm': 'heapsort'}
I0716 20:31:10.926185 140086191965696 run.py:722] (val) algo heapsort step 4650: {'pred': 0.5458984375, 'score': 0.5458984375, 'examples_seen': 72317, 'step': 4650, 'algorithm': 'heapsort'}
I0716 20:31:14.399318 140086191965696 run.py:722] (val) algo heapsort step 4700: {'pred': 0.5146484375, 'score': 0.5146484375, 'examples_seen': 73080, 'step': 4700, 'algorithm': 'heapsort'}
I0716 20:31:17.815075 140086191965696 run.py:722] (val) algo heapsort step 4750: {'pred': 0.5478515625, 'score': 0.5478515625, 'examples_seen': 73846, 'step': 4750, 'algorithm': 'heapsort'}
I0716 20:31:21.175767 140086191965696 run.py:722] (val) algo heapsort step 4800: {'pred': 0.5791015625, 'score': 0.5791015625, 'examples_seen': 74610, 'step': 4800, 'algorithm': 'heapsort'}
I0716 20:31:24.599605 140086191965696 run.py:722] (val) algo heapsort step 4850: {'pred': 0.546875, 'score': 0.546875, 'examples_seen': 75420, 'step': 4850, 'algorithm': 'heapsort'}
I0716 20:31:27.981275 140086191965696 run.py:722] (val) algo heapsort step 4900: {'pred': 0.57421875, 'score': 0.57421875, 'examples_seen': 76209, 'step': 4900, 'algorithm': 'heapsort'}
I0716 20:31:31.308774 140086191965696 run.py:722] (val) algo heapsort step 4950: {'pred': 0.5947265625, 'score': 0.5947265625, 'examples_seen': 76983, 'step': 4950, 'algorithm': 'heapsort'}
I0716 20:31:34.640808 140086191965696 run.py:722] (val) algo heapsort step 5000: {'pred': 0.61328125, 'score': 0.61328125, 'examples_seen': 77752, 'step': 5000, 'algorithm': 'heapsort'}
I0716 20:31:37.964885 140086191965696 run.py:722] (val) algo heapsort step 5050: {'pred': 0.595703125, 'score': 0.595703125, 'examples_seen': 78514, 'step': 5050, 'algorithm': 'heapsort'}
I0716 20:31:41.294876 140086191965696 run.py:722] (val) algo heapsort step 5100: {'pred': 0.6220703125, 'score': 0.6220703125, 'examples_seen': 79281, 'step': 5100, 'algorithm': 'heapsort'}
I0716 20:31:44.690544 140086191965696 run.py:722] (val) algo heapsort step 5150: {'pred': 0.619140625, 'score': 0.619140625, 'examples_seen': 80044, 'step': 5150, 'algorithm': 'heapsort'}
I0716 20:31:48.049106 140086191965696 run.py:722] (val) algo heapsort step 5200: {'pred': 0.51171875, 'score': 0.51171875, 'examples_seen': 80849, 'step': 5200, 'algorithm': 'heapsort'}
I0716 20:31:51.376784 140086191965696 run.py:722] (val) algo heapsort step 5250: {'pred': 0.4501953125, 'score': 0.4501953125, 'examples_seen': 81638, 'step': 5250, 'algorithm': 'heapsort'}
I0716 20:31:54.678271 140086191965696 run.py:722] (val) algo heapsort step 5300: {'pred': 0.6123046875, 'score': 0.6123046875, 'examples_seen': 82414, 'step': 5300, 'algorithm': 'heapsort'}
I0716 20:31:57.976426 140086191965696 run.py:722] (val) algo heapsort step 5350: {'pred': 0.6015625, 'score': 0.6015625, 'examples_seen': 83180, 'step': 5350, 'algorithm': 'heapsort'}
I0716 20:32:01.357743 140086191965696 run.py:722] (val) algo heapsort step 5400: {'pred': 0.55078125, 'score': 0.55078125, 'examples_seen': 83948, 'step': 5400, 'algorithm': 'heapsort'}
I0716 20:32:04.750104 140086191965696 run.py:722] (val) algo heapsort step 5450: {'pred': 0.5693359375, 'score': 0.5693359375, 'examples_seen': 84712, 'step': 5450, 'algorithm': 'heapsort'}
I0716 20:32:08.150129 140086191965696 run.py:722] (val) algo heapsort step 5500: {'pred': 0.603515625, 'score': 0.603515625, 'examples_seen': 85472, 'step': 5500, 'algorithm': 'heapsort'}
I0716 20:32:11.546692 140086191965696 run.py:722] (val) algo heapsort step 5550: {'pred': 0.6650390625, 'score': 0.6650390625, 'examples_seen': 86284, 'step': 5550, 'algorithm': 'heapsort'}
I0716 20:32:14.910856 140086191965696 run.py:722] (val) algo heapsort step 5600: {'pred': 0.5458984375, 'score': 0.5458984375, 'examples_seen': 87069, 'step': 5600, 'algorithm': 'heapsort'}
I0716 20:32:18.263952 140086191965696 run.py:722] (val) algo heapsort step 5650: {'pred': 0.60546875, 'score': 0.60546875, 'examples_seen': 87846, 'step': 5650, 'algorithm': 'heapsort'}
I0716 20:32:21.646729 140086191965696 run.py:722] (val) algo heapsort step 5700: {'pred': 0.591796875, 'score': 0.591796875, 'examples_seen': 88621, 'step': 5700, 'algorithm': 'heapsort'}
I0716 20:32:25.040873 140086191965696 run.py:722] (val) algo heapsort step 5750: {'pred': 0.5556640625, 'score': 0.5556640625, 'examples_seen': 89387, 'step': 5750, 'algorithm': 'heapsort'}
I0716 20:32:28.384819 140086191965696 run.py:722] (val) algo heapsort step 5800: {'pred': 0.6025390625, 'score': 0.6025390625, 'examples_seen': 90154, 'step': 5800, 'algorithm': 'heapsort'}
I0716 20:32:31.819758 140086191965696 run.py:722] (val) algo heapsort step 5850: {'pred': 0.732421875, 'score': 0.732421875, 'examples_seen': 90918, 'step': 5850, 'algorithm': 'heapsort'}
I0716 20:32:35.260093 140086191965696 run.py:722] (val) algo heapsort step 5900: {'pred': 0.6318359375, 'score': 0.6318359375, 'examples_seen': 91727, 'step': 5900, 'algorithm': 'heapsort'}
I0716 20:32:38.693732 140086191965696 run.py:722] (val) algo heapsort step 5950: {'pred': 0.697265625, 'score': 0.697265625, 'examples_seen': 92521, 'step': 5950, 'algorithm': 'heapsort'}
I0716 20:32:42.068759 140086191965696 run.py:722] (val) algo heapsort step 6000: {'pred': 0.54296875, 'score': 0.54296875, 'examples_seen': 93296, 'step': 6000, 'algorithm': 'heapsort'}
I0716 20:32:45.406250 140086191965696 run.py:722] (val) algo heapsort step 6050: {'pred': 0.603515625, 'score': 0.603515625, 'examples_seen': 94068, 'step': 6050, 'algorithm': 'heapsort'}
I0716 20:32:48.703628 140086191965696 run.py:722] (val) algo heapsort step 6100: {'pred': 0.6572265625, 'score': 0.6572265625, 'examples_seen': 94820, 'step': 6100, 'algorithm': 'heapsort'}
I0716 20:32:52.078680 140086191965696 run.py:722] (val) algo heapsort step 6150: {'pred': 0.591796875, 'score': 0.591796875, 'examples_seen': 95590, 'step': 6150, 'algorithm': 'heapsort'}
I0716 20:32:55.476289 140086191965696 run.py:722] (val) algo heapsort step 6200: {'pred': 0.6357421875, 'score': 0.6357421875, 'examples_seen': 96360, 'step': 6200, 'algorithm': 'heapsort'}
I0716 20:32:58.903243 140086191965696 run.py:722] (val) algo heapsort step 6250: {'pred': 0.6396484375, 'score': 0.6396484375, 'examples_seen': 97167, 'step': 6250, 'algorithm': 'heapsort'}
I0716 20:33:02.253995 140086191965696 run.py:722] (val) algo heapsort step 6300: {'pred': 0.52734375, 'score': 0.52734375, 'examples_seen': 97952, 'step': 6300, 'algorithm': 'heapsort'}
I0716 20:33:05.598910 140086191965696 run.py:722] (val) algo heapsort step 6350: {'pred': 0.5361328125, 'score': 0.5361328125, 'examples_seen': 98725, 'step': 6350, 'algorithm': 'heapsort'}
I0716 20:33:08.953732 140086191965696 run.py:722] (val) algo heapsort step 6400: {'pred': 0.6630859375, 'score': 0.6630859375, 'examples_seen': 99505, 'step': 6400, 'algorithm': 'heapsort'}
I0716 20:33:12.321376 140086191965696 run.py:722] (val) algo heapsort step 6450: {'pred': 0.634765625, 'score': 0.634765625, 'examples_seen': 100275, 'step': 6450, 'algorithm': 'heapsort'}
I0716 20:33:15.669970 140086191965696 run.py:722] (val) algo heapsort step 6500: {'pred': 0.6435546875, 'score': 0.6435546875, 'examples_seen': 101030, 'step': 6500, 'algorithm': 'heapsort'}
I0716 20:33:19.051560 140086191965696 run.py:722] (val) algo heapsort step 6550: {'pred': 0.591796875, 'score': 0.591796875, 'examples_seen': 101794, 'step': 6550, 'algorithm': 'heapsort'}
I0716 20:33:22.468561 140086191965696 run.py:722] (val) algo heapsort step 6600: {'pred': 0.6357421875, 'score': 0.6357421875, 'examples_seen': 102606, 'step': 6600, 'algorithm': 'heapsort'}
I0716 20:33:25.833088 140086191965696 run.py:722] (val) algo heapsort step 6650: {'pred': 0.60546875, 'score': 0.60546875, 'examples_seen': 103398, 'step': 6650, 'algorithm': 'heapsort'}
I0716 20:33:29.172911 140086191965696 run.py:722] (val) algo heapsort step 6700: {'pred': 0.6748046875, 'score': 0.6748046875, 'examples_seen': 104173, 'step': 6700, 'algorithm': 'heapsort'}
I0716 20:33:32.531586 140086191965696 run.py:722] (val) algo heapsort step 6750: {'pred': 0.7060546875, 'score': 0.7060546875, 'examples_seen': 104942, 'step': 6750, 'algorithm': 'heapsort'}
I0716 20:33:35.935699 140086191965696 run.py:722] (val) algo heapsort step 6800: {'pred': 0.6474609375, 'score': 0.6474609375, 'examples_seen': 105711, 'step': 6800, 'algorithm': 'heapsort'}
I0716 20:33:39.335227 140086191965696 run.py:722] (val) algo heapsort step 6850: {'pred': 0.6201171875, 'score': 0.6201171875, 'examples_seen': 106478, 'step': 6850, 'algorithm': 'heapsort'}
I0716 20:33:42.705493 140086191965696 run.py:722] (val) algo heapsort step 6900: {'pred': 0.5498046875, 'score': 0.5498046875, 'examples_seen': 107244, 'step': 6900, 'algorithm': 'heapsort'}
I0716 20:33:46.069903 140086191965696 run.py:722] (val) algo heapsort step 6950: {'pred': 0.564453125, 'score': 0.564453125, 'examples_seen': 108043, 'step': 6950, 'algorithm': 'heapsort'}
