I0716 18:34:18.267283 130711122957824 run.py:722] (val) algo bellman_ford step 0: {'pi': 0.5986328125, 'score': 0.5986328125, 'examples_seen': 159, 'step': 0, 'algorithm': 'bellman_ford'}
I0716 18:37:45.272529 130711122957824 run.py:722] (val) algo bellman_ford step 1950: {'pi': 0.90625, 'score': 0.90625, 'examples_seen': 216076, 'step': 1950, 'algorithm': 'bellman_ford'}
I0716 18:37:48.180327 130711122957824 run.py:722] (val) algo bellman_ford step 2000: {'pi': 0.9345703125, 'score': 0.9345703125, 'examples_seen': 221590, 'step': 2000, 'algorithm': 'bellman_ford'}
I0716 18:37:51.128983 130711122957824 run.py:722] (val) algo bellman_ford step 2050: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 227223, 'step': 2050, 'algorithm': 'bellman_ford'}
I0716 18:37:54.114887 130711122957824 run.py:722] (val) algo bellman_ford step 2100: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 232750, 'step': 2100, 'algorithm': 'bellman_ford'}
I0716 18:37:57.073493 130711122957824 run.py:722] (val) algo bellman_ford step 2150: {'pi': 0.8271484375, 'score': 0.8271484375, 'examples_seen': 238309, 'step': 2150, 'algorithm': 'bellman_ford'}
I0716 18:38:00.002869 130711122957824 run.py:722] (val) algo bellman_ford step 2200: {'pi': 0.8271484375, 'score': 0.8271484375, 'examples_seen': 243852, 'step': 2200, 'algorithm': 'bellman_ford'}
I0716 18:38:03.209113 130711122957824 run.py:722] (val) algo bellman_ford step 2250: {'pi': 0.89453125, 'score': 0.89453125, 'examples_seen': 249333, 'step': 2250, 'algorithm': 'bellman_ford'}
I0716 18:38:06.038082 130711122957824 run.py:722] (val) algo bellman_ford step 2300: {'pi': 0.919921875, 'score': 0.919921875, 'examples_seen': 254851, 'step': 2300, 'algorithm': 'bellman_ford'}
I0716 18:38:08.996814 130711122957824 run.py:722] (val) algo bellman_ford step 2350: {'pi': 0.908203125, 'score': 0.908203125, 'examples_seen': 260383, 'step': 2350, 'algorithm': 'bellman_ford'}
I0716 18:38:11.952460 130711122957824 run.py:722] (val) algo bellman_ford step 2400: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 266005, 'step': 2400, 'algorithm': 'bellman_ford'}
I0716 18:38:14.820676 130711122957824 run.py:722] (val) algo bellman_ford step 2450: {'pi': 0.9345703125, 'score': 0.9345703125, 'examples_seen': 271583, 'step': 2450, 'algorithm': 'bellman_ford'}
I0716 18:38:17.752477 130711122957824 run.py:722] (val) algo bellman_ford step 2500: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 277131, 'step': 2500, 'algorithm': 'bellman_ford'}
I0716 18:38:20.650868 130711122957824 run.py:722] (val) algo bellman_ford step 2550: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 282651, 'step': 2550, 'algorithm': 'bellman_ford'}
I0716 18:38:23.622463 130711122957824 run.py:722] (val) algo bellman_ford step 2600: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 288177, 'step': 2600, 'algorithm': 'bellman_ford'}
I0716 18:38:26.543551 130711122957824 run.py:722] (val) algo bellman_ford step 2650: {'pi': 0.8671875, 'score': 0.8671875, 'examples_seen': 293701, 'step': 2650, 'algorithm': 'bellman_ford'}
I0716 18:38:29.504080 130711122957824 run.py:722] (val) algo bellman_ford step 2700: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 299203, 'step': 2700, 'algorithm': 'bellman_ford'}
I0716 18:38:32.373695 130711122957824 run.py:722] (val) algo bellman_ford step 2750: {'pi': 0.908203125, 'score': 0.908203125, 'examples_seen': 304830, 'step': 2750, 'algorithm': 'bellman_ford'}
I0716 18:38:35.238764 130711122957824 run.py:722] (val) algo bellman_ford step 2800: {'pi': 0.9208984375, 'score': 0.9208984375, 'examples_seen': 310344, 'step': 2800, 'algorithm': 'bellman_ford'}
I0716 18:38:38.171664 130711122957824 run.py:722] (val) algo bellman_ford step 2850: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 315834, 'step': 2850, 'algorithm': 'bellman_ford'}
I0716 18:38:41.044440 130711122957824 run.py:722] (val) algo bellman_ford step 2900: {'pi': 0.8095703125, 'score': 0.8095703125, 'examples_seen': 321402, 'step': 2900, 'algorithm': 'bellman_ford'}
I0716 18:38:43.976007 130711122957824 run.py:722] (val) algo bellman_ford step 2950: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 326918, 'step': 2950, 'algorithm': 'bellman_ford'}
I0716 18:38:46.871821 130711122957824 run.py:722] (val) algo bellman_ford step 3000: {'pi': 0.92578125, 'score': 0.92578125, 'examples_seen': 332466, 'step': 3000, 'algorithm': 'bellman_ford'}
I0716 18:38:49.889572 130711122957824 run.py:722] (val) algo bellman_ford step 3050: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 338063, 'step': 3050, 'algorithm': 'bellman_ford'}
I0716 18:38:52.923227 130711122957824 run.py:722] (val) algo bellman_ford step 3100: {'pi': 0.8896484375, 'score': 0.8896484375, 'examples_seen': 343709, 'step': 3100, 'algorithm': 'bellman_ford'}
I0716 18:38:55.794937 130711122957824 run.py:722] (val) algo bellman_ford step 3150: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 349282, 'step': 3150, 'algorithm': 'bellman_ford'}
I0716 18:38:58.678156 130711122957824 run.py:722] (val) algo bellman_ford step 3200: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 354813, 'step': 3200, 'algorithm': 'bellman_ford'}
I0716 18:39:01.560578 130711122957824 run.py:722] (val) algo bellman_ford step 3250: {'pi': 0.8994140625, 'score': 0.8994140625, 'examples_seen': 360359, 'step': 3250, 'algorithm': 'bellman_ford'}
I0716 18:39:04.504560 130711122957824 run.py:722] (val) algo bellman_ford step 3300: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 365832, 'step': 3300, 'algorithm': 'bellman_ford'}
I0716 18:39:07.435938 130711122957824 run.py:722] (val) algo bellman_ford step 3350: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 371362, 'step': 3350, 'algorithm': 'bellman_ford'}
I0716 18:39:10.312281 130711122957824 run.py:722] (val) algo bellman_ford step 3400: {'pi': 0.927734375, 'score': 0.927734375, 'examples_seen': 376863, 'step': 3400, 'algorithm': 'bellman_ford'}
I0716 18:39:13.119305 130711122957824 run.py:722] (val) algo bellman_ford step 3450: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 382492, 'step': 3450, 'algorithm': 'bellman_ford'}
I0716 18:39:16.107173 130711122957824 run.py:722] (val) algo bellman_ford step 3500: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 388134, 'step': 3500, 'algorithm': 'bellman_ford'}
I0716 18:39:19.067895 130711122957824 run.py:722] (val) algo bellman_ford step 3550: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 393696, 'step': 3550, 'algorithm': 'bellman_ford'}
I0716 18:39:22.006814 130711122957824 run.py:722] (val) algo bellman_ford step 3600: {'pi': 0.826171875, 'score': 0.826171875, 'examples_seen': 399225, 'step': 3600, 'algorithm': 'bellman_ford'}
I0716 18:39:24.835285 130711122957824 run.py:722] (val) algo bellman_ford step 3650: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 404771, 'step': 3650, 'algorithm': 'bellman_ford'}
I0716 18:39:27.819057 130711122957824 run.py:722] (val) algo bellman_ford step 3700: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 410258, 'step': 3700, 'algorithm': 'bellman_ford'}
I0716 18:39:30.800338 130711122957824 run.py:722] (val) algo bellman_ford step 3750: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 415744, 'step': 3750, 'algorithm': 'bellman_ford'}
I0716 18:39:33.825305 130711122957824 run.py:722] (val) algo bellman_ford step 3800: {'pi': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 421408, 'step': 3800, 'algorithm': 'bellman_ford'}
I0716 18:39:36.833194 130711122957824 run.py:722] (val) algo bellman_ford step 3850: {'pi': 0.98828125, 'score': 0.98828125, 'examples_seen': 426972, 'step': 3850, 'algorithm': 'bellman_ford'}
I0716 18:39:39.766497 130711122957824 run.py:722] (val) algo bellman_ford step 3900: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 432519, 'step': 3900, 'algorithm': 'bellman_ford'}
I0716 18:39:42.715257 130711122957824 run.py:722] (val) algo bellman_ford step 3950: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 438056, 'step': 3950, 'algorithm': 'bellman_ford'}
I0716 18:39:45.557342 130711122957824 run.py:722] (val) algo bellman_ford step 4000: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 443551, 'step': 4000, 'algorithm': 'bellman_ford'}
I0716 18:39:48.464193 130711122957824 run.py:722] (val) algo bellman_ford step 4050: {'pi': 0.91796875, 'score': 0.91796875, 'examples_seen': 449039, 'step': 4050, 'algorithm': 'bellman_ford'}
I0716 18:39:51.413658 130711122957824 run.py:722] (val) algo bellman_ford step 4100: {'pi': 0.9072265625, 'score': 0.9072265625, 'examples_seen': 454526, 'step': 4100, 'algorithm': 'bellman_ford'}
I0716 18:39:54.351201 130711122957824 run.py:722] (val) algo bellman_ford step 4150: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 460199, 'step': 4150, 'algorithm': 'bellman_ford'}
I0716 18:39:57.276092 130711122957824 run.py:722] (val) algo bellman_ford step 4200: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 465775, 'step': 4200, 'algorithm': 'bellman_ford'}
I0716 18:40:00.252403 130711122957824 run.py:722] (val) algo bellman_ford step 4250: {'pi': 0.919921875, 'score': 0.919921875, 'examples_seen': 471273, 'step': 4250, 'algorithm': 'bellman_ford'}
I0716 18:40:03.228555 130711122957824 run.py:722] (val) algo bellman_ford step 4300: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 476803, 'step': 4300, 'algorithm': 'bellman_ford'}
I0716 18:40:06.095695 130711122957824 run.py:722] (val) algo bellman_ford step 4350: {'pi': 0.875, 'score': 0.875, 'examples_seen': 482276, 'step': 4350, 'algorithm': 'bellman_ford'}
I0716 18:40:09.050693 130711122957824 run.py:722] (val) algo bellman_ford step 4400: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 487796, 'step': 4400, 'algorithm': 'bellman_ford'}
I0716 18:40:11.909341 130711122957824 run.py:722] (val) algo bellman_ford step 4450: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 493235, 'step': 4450, 'algorithm': 'bellman_ford'}
I0716 18:40:14.857036 130711122957824 run.py:722] (val) algo bellman_ford step 4500: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 498891, 'step': 4500, 'algorithm': 'bellman_ford'}
I0716 18:40:17.790009 130711122957824 run.py:722] (val) algo bellman_ford step 4550: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 504461, 'step': 4550, 'algorithm': 'bellman_ford'}
I0716 18:40:20.654954 130711122957824 run.py:722] (val) algo bellman_ford step 4600: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 510047, 'step': 4600, 'algorithm': 'bellman_ford'}
I0716 18:40:23.442955 130711122957824 run.py:722] (val) algo bellman_ford step 4650: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 515528, 'step': 4650, 'algorithm': 'bellman_ford'}
I0716 18:40:26.301446 130711122957824 run.py:722] (val) algo bellman_ford step 4700: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 521055, 'step': 4700, 'algorithm': 'bellman_ford'}
I0716 18:40:29.164084 130711122957824 run.py:722] (val) algo bellman_ford step 4750: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 526537, 'step': 4750, 'algorithm': 'bellman_ford'}
I0716 18:40:32.144329 130711122957824 run.py:722] (val) algo bellman_ford step 4800: {'pi': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 532074, 'step': 4800, 'algorithm': 'bellman_ford'}
I0716 18:40:35.025467 130711122957824 run.py:722] (val) algo bellman_ford step 4850: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 537684, 'step': 4850, 'algorithm': 'bellman_ford'}
I0716 18:40:37.999880 130711122957824 run.py:722] (val) algo bellman_ford step 4900: {'pi': 0.9169921875, 'score': 0.9169921875, 'examples_seen': 543323, 'step': 4900, 'algorithm': 'bellman_ford'}
I0716 18:40:40.899288 130711122957824 run.py:722] (val) algo bellman_ford step 4950: {'pi': 0.923828125, 'score': 0.923828125, 'examples_seen': 548827, 'step': 4950, 'algorithm': 'bellman_ford'}
I0716 18:40:43.810614 130711122957824 run.py:722] (val) algo bellman_ford step 5000: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 554310, 'step': 5000, 'algorithm': 'bellman_ford'}
I0716 18:40:46.703615 130711122957824 run.py:722] (val) algo bellman_ford step 5050: {'pi': 0.8720703125, 'score': 0.8720703125, 'examples_seen': 559822, 'step': 5050, 'algorithm': 'bellman_ford'}
I0716 18:40:49.646844 130711122957824 run.py:722] (val) algo bellman_ford step 5100: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 565306, 'step': 5100, 'algorithm': 'bellman_ford'}
I0716 18:40:52.607298 130711122957824 run.py:722] (val) algo bellman_ford step 5150: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 570802, 'step': 5150, 'algorithm': 'bellman_ford'}
I0716 18:40:55.539295 130711122957824 run.py:722] (val) algo bellman_ford step 5200: {'pi': 0.9931640625, 'score': 0.9931640625, 'examples_seen': 576481, 'step': 5200, 'algorithm': 'bellman_ford'}
I0716 18:40:58.478716 130711122957824 run.py:722] (val) algo bellman_ford step 5250: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 582016, 'step': 5250, 'algorithm': 'bellman_ford'}
I0716 18:41:01.375258 130711122957824 run.py:722] (val) algo bellman_ford step 5300: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 587542, 'step': 5300, 'algorithm': 'bellman_ford'}
I0716 18:41:04.249873 130711122957824 run.py:722] (val) algo bellman_ford step 5350: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 593046, 'step': 5350, 'algorithm': 'bellman_ford'}
I0716 18:41:07.189060 130711122957824 run.py:722] (val) algo bellman_ford step 5400: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 598638, 'step': 5400, 'algorithm': 'bellman_ford'}
I0716 18:41:10.131158 130711122957824 run.py:722] (val) algo bellman_ford step 5450: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 604182, 'step': 5450, 'algorithm': 'bellman_ford'}
I0716 18:41:13.107038 130711122957824 run.py:722] (val) algo bellman_ford step 5500: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 609662, 'step': 5500, 'algorithm': 'bellman_ford'}
I0716 18:41:16.013014 130711122957824 run.py:722] (val) algo bellman_ford step 5550: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 615297, 'step': 5550, 'algorithm': 'bellman_ford'}
I0716 18:41:19.010460 130711122957824 run.py:722] (val) algo bellman_ford step 5600: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 620946, 'step': 5600, 'algorithm': 'bellman_ford'}
I0716 18:41:21.908260 130711122957824 run.py:722] (val) algo bellman_ford step 5650: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 626443, 'step': 5650, 'algorithm': 'bellman_ford'}
I0716 18:41:24.871637 130711122957824 run.py:722] (val) algo bellman_ford step 5700: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 632007, 'step': 5700, 'algorithm': 'bellman_ford'}
I0716 18:41:27.721637 130711122957824 run.py:722] (val) algo bellman_ford step 5750: {'pi': 0.8935546875, 'score': 0.8935546875, 'examples_seen': 637523, 'step': 5750, 'algorithm': 'bellman_ford'}
I0716 18:41:30.629925 130711122957824 run.py:722] (val) algo bellman_ford step 5800: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 642958, 'step': 5800, 'algorithm': 'bellman_ford'}
I0716 18:41:33.608447 130711122957824 run.py:722] (val) algo bellman_ford step 5850: {'pi': 0.9921875, 'score': 0.9921875, 'examples_seen': 648439, 'step': 5850, 'algorithm': 'bellman_ford'}
I0716 18:41:36.541899 130711122957824 run.py:722] (val) algo bellman_ford step 5900: {'pi': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 654090, 'step': 5900, 'algorithm': 'bellman_ford'}
I0716 18:41:39.458576 130711122957824 run.py:722] (val) algo bellman_ford step 5950: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 659651, 'step': 5950, 'algorithm': 'bellman_ford'}
I0716 18:41:42.434458 130711122957824 run.py:722] (val) algo bellman_ford step 6000: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 665285, 'step': 6000, 'algorithm': 'bellman_ford'}
I0716 18:41:45.343682 130711122957824 run.py:722] (val) algo bellman_ford step 6050: {'pi': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 670848, 'step': 6050, 'algorithm': 'bellman_ford'}
I0716 18:41:48.289179 130711122957824 run.py:722] (val) algo bellman_ford step 6100: {'pi': 0.984375, 'score': 0.984375, 'examples_seen': 676349, 'step': 6100, 'algorithm': 'bellman_ford'}
I0716 18:41:51.304933 130711122957824 run.py:722] (val) algo bellman_ford step 6150: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 681805, 'step': 6150, 'algorithm': 'bellman_ford'}
I0716 18:41:54.246017 130711122957824 run.py:722] (val) algo bellman_ford step 6200: {'pi': 0.91796875, 'score': 0.91796875, 'examples_seen': 687312, 'step': 6200, 'algorithm': 'bellman_ford'}
I0716 18:41:57.132827 130711122957824 run.py:722] (val) algo bellman_ford step 6250: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 692910, 'step': 6250, 'algorithm': 'bellman_ford'}
I0716 18:42:00.080678 130711122957824 run.py:722] (val) algo bellman_ford step 6300: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 698517, 'step': 6300, 'algorithm': 'bellman_ford'}
I0716 18:42:03.057360 130711122957824 run.py:722] (val) algo bellman_ford step 6350: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 704138, 'step': 6350, 'algorithm': 'bellman_ford'}
I0716 18:42:06.043849 130711122957824 run.py:722] (val) algo bellman_ford step 6400: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 709693, 'step': 6400, 'algorithm': 'bellman_ford'}
I0716 18:42:09.051582 130711122957824 run.py:722] (val) algo bellman_ford step 6450: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 715239, 'step': 6450, 'algorithm': 'bellman_ford'}
I0716 18:42:11.932231 130711122957824 run.py:722] (val) algo bellman_ford step 6500: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 720770, 'step': 6500, 'algorithm': 'bellman_ford'}
I0716 18:42:14.942424 130711122957824 run.py:722] (val) algo bellman_ford step 6550: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 726304, 'step': 6550, 'algorithm': 'bellman_ford'}
I0716 18:42:17.907199 130711122957824 run.py:722] (val) algo bellman_ford step 6600: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 731920, 'step': 6600, 'algorithm': 'bellman_ford'}
I0716 18:42:20.854563 130711122957824 run.py:722] (val) algo bellman_ford step 6650: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 737510, 'step': 6650, 'algorithm': 'bellman_ford'}
I0716 18:42:23.748427 130711122957824 run.py:722] (val) algo bellman_ford step 6700: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 743042, 'step': 6700, 'algorithm': 'bellman_ford'}
