I0715 11:19:58.006843 139071426848256 run.py:723] (val) algo mst_prim step 0: {'pi': 0.48828125, 'score': 0.48828125, 'examples_seen': 84, 'step': 0, 'algorithm': 'mst_prim'}
I0715 11:21:58.146840 139071426848256 run.py:723] (val) algo mst_prim step 650: {'pi': 0.8515625, 'score': 0.8515625, 'examples_seen': 36817, 'step': 650, 'algorithm': 'mst_prim'}
I0715 11:21:59.999270 139071426848256 run.py:723] (val) algo mst_prim step 700: {'pi': 0.787109375, 'score': 0.787109375, 'examples_seen': 39664, 'step': 700, 'algorithm': 'mst_prim'}
I0715 11:22:01.852083 139071426848256 run.py:723] (val) algo mst_prim step 750: {'pi': 0.8486328125, 'score': 0.8486328125, 'examples_seen': 42478, 'step': 750, 'algorithm': 'mst_prim'}
I0715 11:22:03.759517 139071426848256 run.py:723] (val) algo mst_prim step 800: {'pi': 0.861328125, 'score': 0.861328125, 'examples_seen': 45235, 'step': 800, 'algorithm': 'mst_prim'}
I0715 11:22:05.613756 139071426848256 run.py:723] (val) algo mst_prim step 850: {'pi': 0.8544921875, 'score': 0.8544921875, 'examples_seen': 48042, 'step': 850, 'algorithm': 'mst_prim'}
I0715 11:22:07.510998 139071426848256 run.py:723] (val) algo mst_prim step 900: {'pi': 0.87109375, 'score': 0.87109375, 'examples_seen': 50811, 'step': 900, 'algorithm': 'mst_prim'}
I0715 11:22:09.391371 139071426848256 run.py:723] (val) algo mst_prim step 950: {'pi': 0.8583984375, 'score': 0.8583984375, 'examples_seen': 53579, 'step': 950, 'algorithm': 'mst_prim'}
I0715 11:22:11.231919 139071426848256 run.py:723] (val) algo mst_prim step 1000: {'pi': 0.8037109375, 'score': 0.8037109375, 'examples_seen': 56461, 'step': 1000, 'algorithm': 'mst_prim'}
I0715 11:22:13.105510 139071426848256 run.py:723] (val) algo mst_prim step 1050: {'pi': 0.876953125, 'score': 0.876953125, 'examples_seen': 59277, 'step': 1050, 'algorithm': 'mst_prim'}
I0715 11:22:14.968965 139071426848256 run.py:723] (val) algo mst_prim step 1100: {'pi': 0.837890625, 'score': 0.837890625, 'examples_seen': 62110, 'step': 1100, 'algorithm': 'mst_prim'}
I0715 11:22:16.803439 139071426848256 run.py:723] (val) algo mst_prim step 1150: {'pi': 0.8740234375, 'score': 0.8740234375, 'examples_seen': 64932, 'step': 1150, 'algorithm': 'mst_prim'}
I0715 11:22:18.658112 139071426848256 run.py:723] (val) algo mst_prim step 1200: {'pi': 0.8212890625, 'score': 0.8212890625, 'examples_seen': 67725, 'step': 1200, 'algorithm': 'mst_prim'}
I0715 11:22:20.532094 139071426848256 run.py:723] (val) algo mst_prim step 1250: {'pi': 0.92578125, 'score': 0.92578125, 'examples_seen': 70522, 'step': 1250, 'algorithm': 'mst_prim'}
I0715 11:22:22.449991 139071426848256 run.py:723] (val) algo mst_prim step 1300: {'pi': 0.912109375, 'score': 0.912109375, 'examples_seen': 73301, 'step': 1300, 'algorithm': 'mst_prim'}
I0715 11:22:24.370844 139071426848256 run.py:723] (val) algo mst_prim step 1350: {'pi': 0.8818359375, 'score': 0.8818359375, 'examples_seen': 76206, 'step': 1350, 'algorithm': 'mst_prim'}
I0715 11:22:26.238326 139071426848256 run.py:723] (val) algo mst_prim step 1400: {'pi': 0.833984375, 'score': 0.833984375, 'examples_seen': 79065, 'step': 1400, 'algorithm': 'mst_prim'}
I0715 11:22:28.104004 139071426848256 run.py:723] (val) algo mst_prim step 1450: {'pi': 0.8251953125, 'score': 0.8251953125, 'examples_seen': 81899, 'step': 1450, 'algorithm': 'mst_prim'}
I0715 11:22:29.938030 139071426848256 run.py:723] (val) algo mst_prim step 1500: {'pi': 0.9013671875, 'score': 0.9013671875, 'examples_seen': 84668, 'step': 1500, 'algorithm': 'mst_prim'}
I0715 11:22:31.785148 139071426848256 run.py:723] (val) algo mst_prim step 1550: {'pi': 0.8671875, 'score': 0.8671875, 'examples_seen': 87452, 'step': 1550, 'algorithm': 'mst_prim'}
I0715 11:22:33.678129 139071426848256 run.py:723] (val) algo mst_prim step 1600: {'pi': 0.8896484375, 'score': 0.8896484375, 'examples_seen': 90243, 'step': 1600, 'algorithm': 'mst_prim'}
I0715 11:22:35.567985 139071426848256 run.py:723] (val) algo mst_prim step 1650: {'pi': 0.873046875, 'score': 0.873046875, 'examples_seen': 93035, 'step': 1650, 'algorithm': 'mst_prim'}
I0715 11:22:37.426067 139071426848256 run.py:723] (val) algo mst_prim step 1700: {'pi': 0.900390625, 'score': 0.900390625, 'examples_seen': 95876, 'step': 1700, 'algorithm': 'mst_prim'}
I0715 11:22:39.261179 139071426848256 run.py:723] (val) algo mst_prim step 1750: {'pi': 0.8623046875, 'score': 0.8623046875, 'examples_seen': 98698, 'step': 1750, 'algorithm': 'mst_prim'}
I0715 11:22:41.093730 139071426848256 run.py:723] (val) algo mst_prim step 1800: {'pi': 0.9013671875, 'score': 0.9013671875, 'examples_seen': 101533, 'step': 1800, 'algorithm': 'mst_prim'}
I0715 11:22:42.987606 139071426848256 run.py:723] (val) algo mst_prim step 1850: {'pi': 0.884765625, 'score': 0.884765625, 'examples_seen': 104357, 'step': 1850, 'algorithm': 'mst_prim'}
I0715 11:22:44.823880 139071426848256 run.py:723] (val) algo mst_prim step 1900: {'pi': 0.9052734375, 'score': 0.9052734375, 'examples_seen': 107182, 'step': 1900, 'algorithm': 'mst_prim'}
I0715 11:22:46.710415 139071426848256 run.py:723] (val) algo mst_prim step 1950: {'pi': 0.845703125, 'score': 0.845703125, 'examples_seen': 109978, 'step': 1950, 'algorithm': 'mst_prim'}
I0715 11:22:48.632148 139071426848256 run.py:723] (val) algo mst_prim step 2000: {'pi': 0.908203125, 'score': 0.908203125, 'examples_seen': 112779, 'step': 2000, 'algorithm': 'mst_prim'}
I0715 11:22:50.454084 139071426848256 run.py:723] (val) algo mst_prim step 2050: {'pi': 0.892578125, 'score': 0.892578125, 'examples_seen': 115628, 'step': 2050, 'algorithm': 'mst_prim'}
I0715 11:22:52.258607 139071426848256 run.py:723] (val) algo mst_prim step 2100: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 118463, 'step': 2100, 'algorithm': 'mst_prim'}
I0715 11:22:54.142892 139071426848256 run.py:723] (val) algo mst_prim step 2150: {'pi': 0.8779296875, 'score': 0.8779296875, 'examples_seen': 121281, 'step': 2150, 'algorithm': 'mst_prim'}
I0715 11:22:55.996802 139071426848256 run.py:723] (val) algo mst_prim step 2200: {'pi': 0.89453125, 'score': 0.89453125, 'examples_seen': 124110, 'step': 2200, 'algorithm': 'mst_prim'}
I0715 11:22:57.875771 139071426848256 run.py:723] (val) algo mst_prim step 2250: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 126912, 'step': 2250, 'algorithm': 'mst_prim'}
I0715 11:22:59.762686 139071426848256 run.py:723] (val) algo mst_prim step 2300: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 129663, 'step': 2300, 'algorithm': 'mst_prim'}
I0715 11:23:01.645492 139071426848256 run.py:723] (val) algo mst_prim step 2350: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 132480, 'step': 2350, 'algorithm': 'mst_prim'}
I0715 11:23:03.563619 139071426848256 run.py:723] (val) algo mst_prim step 2400: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 135339, 'step': 2400, 'algorithm': 'mst_prim'}
I0715 11:23:05.430967 139071426848256 run.py:723] (val) algo mst_prim step 2450: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 138192, 'step': 2450, 'algorithm': 'mst_prim'}
I0715 11:23:07.393315 139071426848256 run.py:723] (val) algo mst_prim step 2500: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 141013, 'step': 2500, 'algorithm': 'mst_prim'}
I0715 11:23:09.194149 139071426848256 run.py:723] (val) algo mst_prim step 2550: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 143836, 'step': 2550, 'algorithm': 'mst_prim'}
I0715 11:23:11.044615 139071426848256 run.py:723] (val) algo mst_prim step 2600: {'pi': 0.900390625, 'score': 0.900390625, 'examples_seen': 146621, 'step': 2600, 'algorithm': 'mst_prim'}
I0715 11:23:12.848654 139071426848256 run.py:723] (val) algo mst_prim step 2650: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 149404, 'step': 2650, 'algorithm': 'mst_prim'}
I0715 11:23:14.746687 139071426848256 run.py:723] (val) algo mst_prim step 2700: {'pi': 0.91796875, 'score': 0.91796875, 'examples_seen': 152220, 'step': 2700, 'algorithm': 'mst_prim'}
I0715 11:23:16.646331 139071426848256 run.py:723] (val) algo mst_prim step 2750: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 155108, 'step': 2750, 'algorithm': 'mst_prim'}
I0715 11:23:18.484614 139071426848256 run.py:723] (val) algo mst_prim step 2800: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 158001, 'step': 2800, 'algorithm': 'mst_prim'}
I0715 11:23:20.357748 139071426848256 run.py:723] (val) algo mst_prim step 2850: {'pi': 0.912109375, 'score': 0.912109375, 'examples_seen': 160815, 'step': 2850, 'algorithm': 'mst_prim'}
I0715 11:23:22.203770 139071426848256 run.py:723] (val) algo mst_prim step 2900: {'pi': 0.8916015625, 'score': 0.8916015625, 'examples_seen': 163649, 'step': 2900, 'algorithm': 'mst_prim'}
I0715 11:23:24.068000 139071426848256 run.py:723] (val) algo mst_prim step 2950: {'pi': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 166457, 'step': 2950, 'algorithm': 'mst_prim'}
I0715 11:23:25.936286 139071426848256 run.py:723] (val) algo mst_prim step 3000: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 169243, 'step': 3000, 'algorithm': 'mst_prim'}
I0715 11:23:27.896342 139071426848256 run.py:723] (val) algo mst_prim step 3050: {'pi': 0.9091796875, 'score': 0.9091796875, 'examples_seen': 172034, 'step': 3050, 'algorithm': 'mst_prim'}
I0715 11:23:29.807931 139071426848256 run.py:723] (val) algo mst_prim step 3100: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 174905, 'step': 3100, 'algorithm': 'mst_prim'}
I0715 11:23:31.668412 139071426848256 run.py:723] (val) algo mst_prim step 3150: {'pi': 0.8974609375, 'score': 0.8974609375, 'examples_seen': 177747, 'step': 3150, 'algorithm': 'mst_prim'}
I0715 11:23:33.513732 139071426848256 run.py:723] (val) algo mst_prim step 3200: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 180581, 'step': 3200, 'algorithm': 'mst_prim'}
I0715 11:23:35.342492 139071426848256 run.py:723] (val) algo mst_prim step 3250: {'pi': 0.8603515625, 'score': 0.8603515625, 'examples_seen': 183398, 'step': 3250, 'algorithm': 'mst_prim'}
I0715 11:23:37.224096 139071426848256 run.py:723] (val) algo mst_prim step 3300: {'pi': 0.9052734375, 'score': 0.9052734375, 'examples_seen': 186193, 'step': 3300, 'algorithm': 'mst_prim'}
I0715 11:23:39.086702 139071426848256 run.py:723] (val) algo mst_prim step 3350: {'pi': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 189015, 'step': 3350, 'algorithm': 'mst_prim'}
I0715 11:23:40.922806 139071426848256 run.py:723] (val) algo mst_prim step 3400: {'pi': 0.9208984375, 'score': 0.9208984375, 'examples_seen': 191793, 'step': 3400, 'algorithm': 'mst_prim'}
I0715 11:23:42.856069 139071426848256 run.py:723] (val) algo mst_prim step 3450: {'pi': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 194694, 'step': 3450, 'algorithm': 'mst_prim'}
I0715 11:23:44.710064 139071426848256 run.py:723] (val) algo mst_prim step 3500: {'pi': 0.9052734375, 'score': 0.9052734375, 'examples_seen': 197588, 'step': 3500, 'algorithm': 'mst_prim'}
I0715 11:23:46.541227 139071426848256 run.py:723] (val) algo mst_prim step 3550: {'pi': 0.9296875, 'score': 0.9296875, 'examples_seen': 200382, 'step': 3550, 'algorithm': 'mst_prim'}
I0715 11:23:48.416284 139071426848256 run.py:723] (val) algo mst_prim step 3600: {'pi': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 203220, 'step': 3600, 'algorithm': 'mst_prim'}
I0715 11:23:50.274215 139071426848256 run.py:723] (val) algo mst_prim step 3650: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 206048, 'step': 3650, 'algorithm': 'mst_prim'}
I0715 11:23:52.073283 139071426848256 run.py:723] (val) algo mst_prim step 3700: {'pi': 0.927734375, 'score': 0.927734375, 'examples_seen': 208832, 'step': 3700, 'algorithm': 'mst_prim'}
I0715 11:23:53.902353 139071426848256 run.py:723] (val) algo mst_prim step 3750: {'pi': 0.9296875, 'score': 0.9296875, 'examples_seen': 211606, 'step': 3750, 'algorithm': 'mst_prim'}
I0715 11:23:55.774080 139071426848256 run.py:723] (val) algo mst_prim step 3800: {'pi': 0.9345703125, 'score': 0.9345703125, 'examples_seen': 214476, 'step': 3800, 'algorithm': 'mst_prim'}
I0715 11:23:57.637747 139071426848256 run.py:723] (val) algo mst_prim step 3850: {'pi': 0.923828125, 'score': 0.923828125, 'examples_seen': 217374, 'step': 3850, 'algorithm': 'mst_prim'}
I0715 11:23:59.479561 139071426848256 run.py:723] (val) algo mst_prim step 3900: {'pi': 0.9150390625, 'score': 0.9150390625, 'examples_seen': 220193, 'step': 3900, 'algorithm': 'mst_prim'}
I0715 11:24:01.310019 139071426848256 run.py:723] (val) algo mst_prim step 3950: {'pi': 0.892578125, 'score': 0.892578125, 'examples_seen': 223011, 'step': 3950, 'algorithm': 'mst_prim'}
I0715 11:24:03.126578 139071426848256 run.py:723] (val) algo mst_prim step 4000: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 225819, 'step': 4000, 'algorithm': 'mst_prim'}
I0715 11:24:04.932168 139071426848256 run.py:723] (val) algo mst_prim step 4050: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 228595, 'step': 4050, 'algorithm': 'mst_prim'}
I0715 11:24:06.846923 139071426848256 run.py:723] (val) algo mst_prim step 4100: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 231403, 'step': 4100, 'algorithm': 'mst_prim'}
I0715 11:24:08.766002 139071426848256 run.py:723] (val) algo mst_prim step 4150: {'pi': 0.888671875, 'score': 0.888671875, 'examples_seen': 234285, 'step': 4150, 'algorithm': 'mst_prim'}
I0715 11:24:10.618224 139071426848256 run.py:723] (val) algo mst_prim step 4200: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 237122, 'step': 4200, 'algorithm': 'mst_prim'}
I0715 11:24:12.512371 139071426848256 run.py:723] (val) algo mst_prim step 4250: {'pi': 0.8955078125, 'score': 0.8955078125, 'examples_seen': 239968, 'step': 4250, 'algorithm': 'mst_prim'}
I0715 11:24:14.384848 139071426848256 run.py:723] (val) algo mst_prim step 4300: {'pi': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 242782, 'step': 4300, 'algorithm': 'mst_prim'}
I0715 11:24:16.231753 139071426848256 run.py:723] (val) algo mst_prim step 4350: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 245570, 'step': 4350, 'algorithm': 'mst_prim'}
I0715 11:24:18.092184 139071426848256 run.py:723] (val) algo mst_prim step 4400: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 248310, 'step': 4400, 'algorithm': 'mst_prim'}
I0715 11:24:19.962707 139071426848256 run.py:723] (val) algo mst_prim step 4450: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 251100, 'step': 4450, 'algorithm': 'mst_prim'}
I0715 11:24:21.884274 139071426848256 run.py:723] (val) algo mst_prim step 4500: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 253989, 'step': 4500, 'algorithm': 'mst_prim'}
I0715 11:24:23.743549 139071426848256 run.py:723] (val) algo mst_prim step 4550: {'pi': 0.9150390625, 'score': 0.9150390625, 'examples_seen': 256862, 'step': 4550, 'algorithm': 'mst_prim'}
I0715 11:24:25.561627 139071426848256 run.py:723] (val) algo mst_prim step 4600: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 259677, 'step': 4600, 'algorithm': 'mst_prim'}
I0715 11:24:27.442911 139071426848256 run.py:723] (val) algo mst_prim step 4650: {'pi': 0.919921875, 'score': 0.919921875, 'examples_seen': 262486, 'step': 4650, 'algorithm': 'mst_prim'}
I0715 11:24:29.310670 139071426848256 run.py:723] (val) algo mst_prim step 4700: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 265300, 'step': 4700, 'algorithm': 'mst_prim'}
I0715 11:24:31.185793 139071426848256 run.py:723] (val) algo mst_prim step 4750: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 268082, 'step': 4750, 'algorithm': 'mst_prim'}
I0715 11:24:33.072234 139071426848256 run.py:723] (val) algo mst_prim step 4800: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 270868, 'step': 4800, 'algorithm': 'mst_prim'}
I0715 11:24:34.965131 139071426848256 run.py:723] (val) algo mst_prim step 4850: {'pi': 0.9189453125, 'score': 0.9189453125, 'examples_seen': 273712, 'step': 4850, 'algorithm': 'mst_prim'}
I0715 11:24:36.869815 139071426848256 run.py:723] (val) algo mst_prim step 4900: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 276597, 'step': 4900, 'algorithm': 'mst_prim'}
I0715 11:24:38.715500 139071426848256 run.py:723] (val) algo mst_prim step 4950: {'pi': 0.900390625, 'score': 0.900390625, 'examples_seen': 279407, 'step': 4950, 'algorithm': 'mst_prim'}
I0715 11:24:40.555867 139071426848256 run.py:723] (val) algo mst_prim step 5000: {'pi': 0.8837890625, 'score': 0.8837890625, 'examples_seen': 282193, 'step': 5000, 'algorithm': 'mst_prim'}
I0715 11:24:42.368285 139071426848256 run.py:723] (val) algo mst_prim step 5050: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 284988, 'step': 5050, 'algorithm': 'mst_prim'}
I0715 11:24:44.265490 139071426848256 run.py:723] (val) algo mst_prim step 5100: {'pi': 0.9091796875, 'score': 0.9091796875, 'examples_seen': 287799, 'step': 5100, 'algorithm': 'mst_prim'}
I0715 11:24:46.163644 139071426848256 run.py:723] (val) algo mst_prim step 5150: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 290587, 'step': 5150, 'algorithm': 'mst_prim'}
I0715 11:24:48.007508 139071426848256 run.py:723] (val) algo mst_prim step 5200: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 293477, 'step': 5200, 'algorithm': 'mst_prim'}
I0715 11:24:49.896319 139071426848256 run.py:723] (val) algo mst_prim step 5250: {'pi': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 296379, 'step': 5250, 'algorithm': 'mst_prim'}
I0715 11:24:51.727042 139071426848256 run.py:723] (val) algo mst_prim step 5300: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 299195, 'step': 5300, 'algorithm': 'mst_prim'}
I0715 11:24:53.607730 139071426848256 run.py:723] (val) algo mst_prim step 5350: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 302045, 'step': 5350, 'algorithm': 'mst_prim'}
I0715 11:24:55.460046 139071426848256 run.py:723] (val) algo mst_prim step 5400: {'pi': 0.92578125, 'score': 0.92578125, 'examples_seen': 304844, 'step': 5400, 'algorithm': 'mst_prim'}
I0715 11:24:57.343690 139071426848256 run.py:723] (val) algo mst_prim step 5450: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 307674, 'step': 5450, 'algorithm': 'mst_prim'}
I0715 11:24:59.254730 139071426848256 run.py:723] (val) algo mst_prim step 5500: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 310498, 'step': 5500, 'algorithm': 'mst_prim'}
I0715 11:25:01.093056 139071426848256 run.py:723] (val) algo mst_prim step 5550: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 313348, 'step': 5550, 'algorithm': 'mst_prim'}
I0715 11:25:02.946221 139071426848256 run.py:723] (val) algo mst_prim step 5600: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 316193, 'step': 5600, 'algorithm': 'mst_prim'}
I0715 11:25:04.799053 139071426848256 run.py:723] (val) algo mst_prim step 5650: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 319034, 'step': 5650, 'algorithm': 'mst_prim'}
I0715 11:25:06.922642 139071426848256 run.py:723] (val) algo mst_prim step 5700: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 321872, 'step': 5700, 'algorithm': 'mst_prim'}
I0715 11:25:08.789465 139071426848256 run.py:723] (val) algo mst_prim step 5750: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 324691, 'step': 5750, 'algorithm': 'mst_prim'}
I0715 11:25:10.657836 139071426848256 run.py:723] (val) algo mst_prim step 5800: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 327482, 'step': 5800, 'algorithm': 'mst_prim'}
I0715 11:25:12.472855 139071426848256 run.py:723] (val) algo mst_prim step 5850: {'pi': 0.9345703125, 'score': 0.9345703125, 'examples_seen': 330253, 'step': 5850, 'algorithm': 'mst_prim'}
I0715 11:25:14.409499 139071426848256 run.py:723] (val) algo mst_prim step 5900: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 333147, 'step': 5900, 'algorithm': 'mst_prim'}
I0715 11:25:16.307189 139071426848256 run.py:723] (val) algo mst_prim step 5950: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 336033, 'step': 5950, 'algorithm': 'mst_prim'}
I0715 11:25:18.175169 139071426848256 run.py:723] (val) algo mst_prim step 6000: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 338875, 'step': 6000, 'algorithm': 'mst_prim'}
I0715 11:25:20.028790 139071426848256 run.py:723] (val) algo mst_prim step 6050: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 341736, 'step': 6050, 'algorithm': 'mst_prim'}
I0715 11:25:21.873623 139071426848256 run.py:723] (val) algo mst_prim step 6100: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 344519, 'step': 6100, 'algorithm': 'mst_prim'}
I0715 11:25:23.780961 139071426848256 run.py:723] (val) algo mst_prim step 6150: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 347320, 'step': 6150, 'algorithm': 'mst_prim'}
I0715 11:25:25.645133 139071426848256 run.py:723] (val) algo mst_prim step 6200: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 350082, 'step': 6200, 'algorithm': 'mst_prim'}
I0715 11:25:27.529349 139071426848256 run.py:723] (val) algo mst_prim step 6250: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 352931, 'step': 6250, 'algorithm': 'mst_prim'}
I0715 11:25:29.447063 139071426848256 run.py:723] (val) algo mst_prim step 6300: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 355770, 'step': 6300, 'algorithm': 'mst_prim'}
I0715 11:25:31.291723 139071426848256 run.py:723] (val) algo mst_prim step 6350: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 358610, 'step': 6350, 'algorithm': 'mst_prim'}
I0715 11:25:33.201406 139071426848256 run.py:723] (val) algo mst_prim step 6400: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 361457, 'step': 6400, 'algorithm': 'mst_prim'}
I0715 11:25:35.105076 139071426848256 run.py:723] (val) algo mst_prim step 6450: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 364254, 'step': 6450, 'algorithm': 'mst_prim'}
I0715 11:25:36.978778 139071426848256 run.py:723] (val) algo mst_prim step 6500: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 367061, 'step': 6500, 'algorithm': 'mst_prim'}
I0715 11:25:38.873882 139071426848256 run.py:723] (val) algo mst_prim step 6550: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 369825, 'step': 6550, 'algorithm': 'mst_prim'}
I0715 11:25:40.763654 139071426848256 run.py:723] (val) algo mst_prim step 6600: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 372739, 'step': 6600, 'algorithm': 'mst_prim'}
I0715 11:25:42.629707 139071426848256 run.py:723] (val) algo mst_prim step 6650: {'pi': 0.890625, 'score': 0.890625, 'examples_seen': 375604, 'step': 6650, 'algorithm': 'mst_prim'}
I0715 11:25:44.445880 139071426848256 run.py:723] (val) algo mst_prim step 6700: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 378391, 'step': 6700, 'algorithm': 'mst_prim'}
I0715 11:25:46.379436 139071426848256 run.py:723] (val) algo mst_prim step 6750: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 381191, 'step': 6750, 'algorithm': 'mst_prim'}
I0715 11:25:48.315858 139071426848256 run.py:723] (val) algo mst_prim step 6800: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 383982, 'step': 6800, 'algorithm': 'mst_prim'}
I0715 11:25:50.138116 139071426848256 run.py:723] (val) algo mst_prim step 6850: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 386754, 'step': 6850, 'algorithm': 'mst_prim'}
