I0715 09:07:03.964244 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 0: {'start': 0.0, 'end': 0.087890625, 'score': 0.0439453125, 'examples_seen': 80, 'step': 0, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:08:50.232852 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 750: {'start': 0.8154296875, 'end': 0.75830078125, 'score': 0.786865234375, 'examples_seen': 38640, 'step': 750, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:08:52.305999 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 800: {'start': 0.83935546875, 'end': 0.77783203125, 'score': 0.80859375, 'examples_seen': 41216, 'step': 800, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:08:54.349248 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 850: {'start': 0.7900390625, 'end': 0.70166015625, 'score': 0.745849609375, 'examples_seen': 43760, 'step': 850, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:08:56.395513 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 900: {'start': 0.8193359375, 'end': 0.82177734375, 'score': 0.820556640625, 'examples_seen': 46320, 'step': 900, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:08:58.448651 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 950: {'start': 0.8603515625, 'end': 0.82080078125, 'score': 0.840576171875, 'examples_seen': 48832, 'step': 950, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:00.549241 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1000: {'start': 0.8623046875, 'end': 0.83447265625, 'score': 0.848388671875, 'examples_seen': 51488, 'step': 1000, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:02.624871 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1050: {'start': 0.86669921875, 'end': 0.7001953125, 'score': 0.783447265625, 'examples_seen': 54080, 'step': 1050, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:04.675747 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1100: {'start': 0.73095703125, 'end': 0.71875, 'score': 0.724853515625, 'examples_seen': 56656, 'step': 1100, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:06.734290 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1150: {'start': 0.87744140625, 'end': 0.7978515625, 'score': 0.837646484375, 'examples_seen': 59232, 'step': 1150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:08.755978 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1200: {'start': 0.8671875, 'end': 0.85546875, 'score': 0.861328125, 'examples_seen': 61744, 'step': 1200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:10.793348 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1250: {'start': 0.82763671875, 'end': 0.8125, 'score': 0.820068359375, 'examples_seen': 64304, 'step': 1250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:12.845885 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1300: {'start': 0.87158203125, 'end': 0.88427734375, 'score': 0.8779296875, 'examples_seen': 66848, 'step': 1300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:14.935925 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1350: {'start': 0.87548828125, 'end': 0.87353515625, 'score': 0.87451171875, 'examples_seen': 69472, 'step': 1350, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:17.000190 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1400: {'start': 0.87939453125, 'end': 0.84814453125, 'score': 0.86376953125, 'examples_seen': 72096, 'step': 1400, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:19.035769 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1450: {'start': 0.8359375, 'end': 0.86962890625, 'score': 0.852783203125, 'examples_seen': 74656, 'step': 1450, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:21.096256 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1500: {'start': 0.87255859375, 'end': 0.849609375, 'score': 0.861083984375, 'examples_seen': 77216, 'step': 1500, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:23.166840 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1550: {'start': 0.88525390625, 'end': 0.74462890625, 'score': 0.81494140625, 'examples_seen': 79760, 'step': 1550, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:25.207975 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1600: {'start': 0.900390625, 'end': 0.81298828125, 'score': 0.856689453125, 'examples_seen': 82304, 'step': 1600, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:27.235170 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1650: {'start': 0.86279296875, 'end': 0.86474609375, 'score': 0.86376953125, 'examples_seen': 84832, 'step': 1650, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:29.314409 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1700: {'start': 0.90283203125, 'end': 0.8896484375, 'score': 0.896240234375, 'examples_seen': 87472, 'step': 1700, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:31.385695 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1750: {'start': 0.880859375, 'end': 0.8232421875, 'score': 0.85205078125, 'examples_seen': 90096, 'step': 1750, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:33.428015 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1800: {'start': 0.85546875, 'end': 0.84521484375, 'score': 0.850341796875, 'examples_seen': 92656, 'step': 1800, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:35.476377 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1850: {'start': 0.86376953125, 'end': 0.88818359375, 'score': 0.8759765625, 'examples_seen': 95232, 'step': 1850, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:37.515296 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1900: {'start': 0.912109375, 'end': 0.89013671875, 'score': 0.901123046875, 'examples_seen': 97776, 'step': 1900, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:39.566982 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 1950: {'start': 0.89453125, 'end': 0.86328125, 'score': 0.87890625, 'examples_seen': 100320, 'step': 1950, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:41.599822 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2000: {'start': 0.91455078125, 'end': 0.87646484375, 'score': 0.8955078125, 'examples_seen': 102848, 'step': 2000, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:43.668270 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2050: {'start': 0.8779296875, 'end': 0.88525390625, 'score': 0.881591796875, 'examples_seen': 105488, 'step': 2050, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:45.729357 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2100: {'start': 0.88623046875, 'end': 0.87158203125, 'score': 0.87890625, 'examples_seen': 108096, 'step': 2100, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:47.778686 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2150: {'start': 0.89208984375, 'end': 0.91455078125, 'score': 0.9033203125, 'examples_seen': 110688, 'step': 2150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:49.853493 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2200: {'start': 0.8662109375, 'end': 0.7548828125, 'score': 0.810546875, 'examples_seen': 113232, 'step': 2200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:51.897074 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2250: {'start': 0.8818359375, 'end': 0.84326171875, 'score': 0.862548828125, 'examples_seen': 115760, 'step': 2250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:53.930460 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2300: {'start': 0.91064453125, 'end': 0.900390625, 'score': 0.905517578125, 'examples_seen': 118336, 'step': 2300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:55.992094 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2350: {'start': 0.88427734375, 'end': 0.88525390625, 'score': 0.884765625, 'examples_seen': 120848, 'step': 2350, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:09:58.072875 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2400: {'start': 0.8974609375, 'end': 0.912109375, 'score': 0.90478515625, 'examples_seen': 123488, 'step': 2400, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:00.133329 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2450: {'start': 0.91796875, 'end': 0.89111328125, 'score': 0.904541015625, 'examples_seen': 126112, 'step': 2450, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:02.173797 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2500: {'start': 0.9228515625, 'end': 0.91455078125, 'score': 0.918701171875, 'examples_seen': 128656, 'step': 2500, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:04.235971 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2550: {'start': 0.89990234375, 'end': 0.896484375, 'score': 0.898193359375, 'examples_seen': 131232, 'step': 2550, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:06.294911 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2600: {'start': 0.87451171875, 'end': 0.87841796875, 'score': 0.87646484375, 'examples_seen': 133760, 'step': 2600, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:08.338120 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2650: {'start': 0.9267578125, 'end': 0.89453125, 'score': 0.91064453125, 'examples_seen': 136304, 'step': 2650, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:10.383321 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2700: {'start': 0.8876953125, 'end': 0.85107421875, 'score': 0.869384765625, 'examples_seen': 138848, 'step': 2700, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:12.463342 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2750: {'start': 0.908203125, 'end': 0.9033203125, 'score': 0.90576171875, 'examples_seen': 141488, 'step': 2750, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:14.529745 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2800: {'start': 0.9013671875, 'end': 0.8759765625, 'score': 0.888671875, 'examples_seen': 144112, 'step': 2800, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:16.584717 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2850: {'start': 0.89306640625, 'end': 0.919921875, 'score': 0.906494140625, 'examples_seen': 146672, 'step': 2850, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:18.622204 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2900: {'start': 0.89208984375, 'end': 0.912109375, 'score': 0.902099609375, 'examples_seen': 149216, 'step': 2900, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:20.668206 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 2950: {'start': 0.8955078125, 'end': 0.86083984375, 'score': 0.878173828125, 'examples_seen': 151776, 'step': 2950, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:22.703366 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3000: {'start': 0.919921875, 'end': 0.8740234375, 'score': 0.89697265625, 'examples_seen': 154320, 'step': 3000, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:24.723430 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3050: {'start': 0.900390625, 'end': 0.890625, 'score': 0.8955078125, 'examples_seen': 156832, 'step': 3050, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:26.794422 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3100: {'start': 0.91455078125, 'end': 0.8857421875, 'score': 0.900146484375, 'examples_seen': 159488, 'step': 3100, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:28.877425 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3150: {'start': 0.91162109375, 'end': 0.89599609375, 'score': 0.90380859375, 'examples_seen': 162112, 'step': 3150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:30.920296 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3200: {'start': 0.919921875, 'end': 0.88427734375, 'score': 0.902099609375, 'examples_seen': 164672, 'step': 3200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:32.982670 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3250: {'start': 0.83837890625, 'end': 0.8251953125, 'score': 0.831787109375, 'examples_seen': 167248, 'step': 3250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:35.007763 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3300: {'start': 0.92431640625, 'end': 0.87060546875, 'score': 0.8974609375, 'examples_seen': 169776, 'step': 3300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:37.058949 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3350: {'start': 0.90087890625, 'end': 0.91015625, 'score': 0.905517578125, 'examples_seen': 172336, 'step': 3350, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:39.101633 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3400: {'start': 0.92529296875, 'end': 0.91259765625, 'score': 0.9189453125, 'examples_seen': 174864, 'step': 3400, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:41.195920 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3450: {'start': 0.9287109375, 'end': 0.896484375, 'score': 0.91259765625, 'examples_seen': 177504, 'step': 3450, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:43.250036 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3500: {'start': 0.88818359375, 'end': 0.8330078125, 'score': 0.860595703125, 'examples_seen': 180112, 'step': 3500, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:45.296792 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3550: {'start': 0.92333984375, 'end': 0.8935546875, 'score': 0.908447265625, 'examples_seen': 182672, 'step': 3550, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:47.576675 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3600: {'start': 0.91650390625, 'end': 0.85595703125, 'score': 0.88623046875, 'examples_seen': 185248, 'step': 3600, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:49.613585 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3650: {'start': 0.904296875, 'end': 0.9013671875, 'score': 0.90283203125, 'examples_seen': 187776, 'step': 3650, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:51.652789 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3700: {'start': 0.91796875, 'end': 0.8896484375, 'score': 0.90380859375, 'examples_seen': 190320, 'step': 3700, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:53.701181 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3750: {'start': 0.9091796875, 'end': 0.8583984375, 'score': 0.8837890625, 'examples_seen': 192864, 'step': 3750, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:55.777172 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3800: {'start': 0.9130859375, 'end': 0.849609375, 'score': 0.88134765625, 'examples_seen': 195504, 'step': 3800, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:57.836610 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3850: {'start': 0.93994140625, 'end': 0.89794921875, 'score': 0.9189453125, 'examples_seen': 198128, 'step': 3850, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:10:59.873500 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3900: {'start': 0.91064453125, 'end': 0.92041015625, 'score': 0.91552734375, 'examples_seen': 200672, 'step': 3900, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:01.922134 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 3950: {'start': 0.9267578125, 'end': 0.8984375, 'score': 0.91259765625, 'examples_seen': 203232, 'step': 3950, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:03.958420 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4000: {'start': 0.9287109375, 'end': 0.912109375, 'score': 0.92041015625, 'examples_seen': 205792, 'step': 4000, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:06.025642 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4050: {'start': 0.9091796875, 'end': 0.9287109375, 'score': 0.9189453125, 'examples_seen': 208320, 'step': 4050, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:08.067084 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4100: {'start': 0.892578125, 'end': 0.91650390625, 'score': 0.904541015625, 'examples_seen': 210848, 'step': 4100, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:10.137830 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4150: {'start': 0.890625, 'end': 0.93798828125, 'score': 0.914306640625, 'examples_seen': 213520, 'step': 4150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:12.205381 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4200: {'start': 0.92822265625, 'end': 0.8994140625, 'score': 0.913818359375, 'examples_seen': 216112, 'step': 4200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:14.246597 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4250: {'start': 0.9296875, 'end': 0.89892578125, 'score': 0.914306640625, 'examples_seen': 218688, 'step': 4250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:16.290397 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4300: {'start': 0.93310546875, 'end': 0.90185546875, 'score': 0.91748046875, 'examples_seen': 221248, 'step': 4300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:18.317800 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4350: {'start': 0.91845703125, 'end': 0.90625, 'score': 0.912353515625, 'examples_seen': 223792, 'step': 4350, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:20.349174 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4400: {'start': 0.93359375, 'end': 0.896484375, 'score': 0.9150390625, 'examples_seen': 226352, 'step': 4400, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:22.399260 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4450: {'start': 0.921875, 'end': 0.91552734375, 'score': 0.918701171875, 'examples_seen': 228880, 'step': 4450, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:24.481813 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4500: {'start': 0.93017578125, 'end': 0.9130859375, 'score': 0.921630859375, 'examples_seen': 231504, 'step': 4500, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:26.567948 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4550: {'start': 0.93310546875, 'end': 0.93212890625, 'score': 0.9326171875, 'examples_seen': 234128, 'step': 4550, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:28.640116 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4600: {'start': 0.93359375, 'end': 0.91943359375, 'score': 0.926513671875, 'examples_seen': 236688, 'step': 4600, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:30.708843 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4650: {'start': 0.90380859375, 'end': 0.89990234375, 'score': 0.90185546875, 'examples_seen': 239264, 'step': 4650, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:32.753412 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4700: {'start': 0.912109375, 'end': 0.880859375, 'score': 0.896484375, 'examples_seen': 241792, 'step': 4700, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:34.790439 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4750: {'start': 0.93017578125, 'end': 0.8984375, 'score': 0.914306640625, 'examples_seen': 244336, 'step': 4750, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:36.832158 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4800: {'start': 0.919921875, 'end': 0.9228515625, 'score': 0.92138671875, 'examples_seen': 246880, 'step': 4800, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:38.903904 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4850: {'start': 0.9228515625, 'end': 0.91845703125, 'score': 0.920654296875, 'examples_seen': 249520, 'step': 4850, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:40.943226 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4900: {'start': 0.91943359375, 'end': 0.83349609375, 'score': 0.87646484375, 'examples_seen': 252128, 'step': 4900, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:42.969125 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 4950: {'start': 0.94384765625, 'end': 0.9013671875, 'score': 0.922607421875, 'examples_seen': 254688, 'step': 4950, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:44.999125 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 5000: {'start': 0.9443359375, 'end': 0.9404296875, 'score': 0.9423828125, 'examples_seen': 257264, 'step': 5000, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:47.058073 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 5050: {'start': 0.91015625, 'end': 0.880859375, 'score': 0.8955078125, 'examples_seen': 259792, 'step': 5050, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:49.109750 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 5100: {'start': 0.9208984375, 'end': 0.92724609375, 'score': 0.924072265625, 'examples_seen': 262336, 'step': 5100, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:51.160703 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 5150: {'start': 0.89453125, 'end': 0.93359375, 'score': 0.9140625, 'examples_seen': 264880, 'step': 5150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:53.247676 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 5200: {'start': 0.93798828125, 'end': 0.9140625, 'score': 0.926025390625, 'examples_seen': 267520, 'step': 5200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:55.305882 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 5250: {'start': 0.92333984375, 'end': 0.89990234375, 'score': 0.91162109375, 'examples_seen': 270128, 'step': 5250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:57.345687 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 5300: {'start': 0.93310546875, 'end': 0.9423828125, 'score': 0.937744140625, 'examples_seen': 272688, 'step': 5300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 09:11:59.393426 133333116487168 run.py:723] (val) algo find_maximum_subarray_kadane step 5350: {'start': 0.8857421875, 'end': 0.9130859375, 'score': 0.8994140625, 'examples_seen': 275248, 'step': 5350, 'algorithm': 'find_maximum_subarray_kadane'}
