I0715 08:40:02.526952 132153658676736 run.py:723] (val) algo dag_shortest_paths step 0: {'pi': 0.708984375, 'score': 0.708984375, 'examples_seen': 41, 'step': 0, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:20.187659 132153658676736 run.py:723] (val) algo dag_shortest_paths step 650: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 19222, 'step': 650, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:22.154759 132153658676736 run.py:723] (val) algo dag_shortest_paths step 700: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 20708, 'step': 700, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:24.112453 132153658676736 run.py:723] (val) algo dag_shortest_paths step 750: {'pi': 0.90234375, 'score': 0.90234375, 'examples_seen': 22198, 'step': 750, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:26.071830 132153658676736 run.py:723] (val) algo dag_shortest_paths step 800: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 23647, 'step': 800, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:28.045920 132153658676736 run.py:723] (val) algo dag_shortest_paths step 850: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 25116, 'step': 850, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:29.977477 132153658676736 run.py:723] (val) algo dag_shortest_paths step 900: {'pi': 0.91796875, 'score': 0.91796875, 'examples_seen': 26586, 'step': 900, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:32.010231 132153658676736 run.py:723] (val) algo dag_shortest_paths step 950: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 28056, 'step': 950, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:33.953002 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1000: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 29563, 'step': 1000, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:35.940257 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1050: {'pi': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 31078, 'step': 1050, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:37.940820 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1100: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 32547, 'step': 1100, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:39.950338 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1150: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 34033, 'step': 1150, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:41.911582 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1200: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 35502, 'step': 1200, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:43.846066 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1250: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 36947, 'step': 1250, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:45.870023 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1300: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 38406, 'step': 1300, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:47.920077 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1350: {'pi': 0.92578125, 'score': 0.92578125, 'examples_seen': 39939, 'step': 1350, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:49.882969 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1400: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 41394, 'step': 1400, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:51.767554 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1450: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 42874, 'step': 1450, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:53.674978 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1500: {'pi': 0.8896484375, 'score': 0.8896484375, 'examples_seen': 44362, 'step': 1500, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:55.713796 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1550: {'pi': 0.8955078125, 'score': 0.8955078125, 'examples_seen': 45830, 'step': 1550, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:57.696940 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1600: {'pi': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 47284, 'step': 1600, 'algorithm': 'dag_shortest_paths'}
I0715 08:42:59.744831 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1650: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 48732, 'step': 1650, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:01.704404 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1700: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 50202, 'step': 1700, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:03.628563 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1750: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 51700, 'step': 1750, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:05.688897 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1800: {'pi': 0.8974609375, 'score': 0.8974609375, 'examples_seen': 53184, 'step': 1800, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:07.574147 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1850: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 54647, 'step': 1850, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:09.583842 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1900: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 56137, 'step': 1900, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:11.493678 132153658676736 run.py:723] (val) algo dag_shortest_paths step 1950: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 57579, 'step': 1950, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:13.573845 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2000: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 59052, 'step': 2000, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:15.635961 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2050: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 60546, 'step': 2050, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:17.600199 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2100: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 62078, 'step': 2100, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:19.623704 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2150: {'pi': 0.90234375, 'score': 0.90234375, 'examples_seen': 63592, 'step': 2150, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:21.601675 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2200: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 65104, 'step': 2200, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:23.518652 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2250: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 66566, 'step': 2250, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:25.478686 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2300: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 68031, 'step': 2300, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:27.524109 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2350: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 69496, 'step': 2350, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:29.568903 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2400: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 71015, 'step': 2400, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:31.644199 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2450: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 72509, 'step': 2450, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:33.474918 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2500: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 73971, 'step': 2500, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:35.505247 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2550: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 75467, 'step': 2550, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:37.440832 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2600: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 76917, 'step': 2600, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:39.486064 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2650: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 78404, 'step': 2650, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:41.461819 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2700: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 79832, 'step': 2700, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:43.477191 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2750: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 81327, 'step': 2750, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:45.446261 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2800: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 82863, 'step': 2800, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:47.461841 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2850: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 84372, 'step': 2850, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:49.452867 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2900: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 85879, 'step': 2900, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:51.353171 132153658676736 run.py:723] (val) algo dag_shortest_paths step 2950: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 87331, 'step': 2950, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:53.311171 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3000: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 88769, 'step': 3000, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:55.373190 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3050: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 90218, 'step': 3050, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:57.306224 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3100: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 91724, 'step': 3100, 'algorithm': 'dag_shortest_paths'}
I0715 08:43:59.283428 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3150: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 93220, 'step': 3150, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:01.304909 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3200: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 94712, 'step': 3200, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:03.229068 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3250: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 96145, 'step': 3250, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:05.200852 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3300: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 97596, 'step': 3300, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:07.237181 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3350: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 99061, 'step': 3350, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:09.263584 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3400: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 100536, 'step': 3400, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:11.277128 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3450: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 102066, 'step': 3450, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:13.401184 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3500: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 103583, 'step': 3500, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:15.402215 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3550: {'pi': 0.9345703125, 'score': 0.9345703125, 'examples_seen': 105048, 'step': 3550, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:17.417315 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3600: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 106538, 'step': 3600, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:19.339033 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3650: {'pi': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 108022, 'step': 3650, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:21.325175 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3700: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 109477, 'step': 3700, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:23.345164 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3750: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 110944, 'step': 3750, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:25.424264 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3800: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 112449, 'step': 3800, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:27.378023 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3850: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 113930, 'step': 3850, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:29.347373 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3900: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 115395, 'step': 3900, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:31.188689 132153658676736 run.py:723] (val) algo dag_shortest_paths step 3950: {'pi': 0.9169921875, 'score': 0.9169921875, 'examples_seen': 116840, 'step': 3950, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:33.154184 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4000: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 118330, 'step': 4000, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:35.132218 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4050: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 119768, 'step': 4050, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:37.108947 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4100: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 121258, 'step': 4100, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:39.101767 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4150: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 122759, 'step': 4150, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:41.086910 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4200: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 124254, 'step': 4200, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:43.065368 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4250: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 125779, 'step': 4250, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:45.043713 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4300: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 127258, 'step': 4300, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:46.965529 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4350: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 128715, 'step': 4350, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:49.050947 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4400: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 130213, 'step': 4400, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:51.078531 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4450: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 131686, 'step': 4450, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:53.043263 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4500: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 133197, 'step': 4500, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:55.119812 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4550: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 134690, 'step': 4550, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:57.057085 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4600: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 136172, 'step': 4600, 'algorithm': 'dag_shortest_paths'}
I0715 08:44:59.059595 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4650: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 137676, 'step': 4650, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:01.130115 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4700: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 139137, 'step': 4700, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:03.102400 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4750: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 140557, 'step': 4750, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:05.148073 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4800: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 142019, 'step': 4800, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:07.160823 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4850: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 143490, 'step': 4850, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:09.218031 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4900: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 144990, 'step': 4900, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:11.163508 132153658676736 run.py:723] (val) algo dag_shortest_paths step 4950: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 146484, 'step': 4950, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:13.153335 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5000: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 147967, 'step': 5000, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:15.081922 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5050: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 149444, 'step': 5050, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:17.060052 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5100: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 150917, 'step': 5100, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:19.081969 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5150: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 152383, 'step': 5150, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:21.027858 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5200: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 153880, 'step': 5200, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:23.013185 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5250: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 155407, 'step': 5250, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:25.036436 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5300: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 156895, 'step': 5300, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:26.984199 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5350: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 158393, 'step': 5350, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:28.923168 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5400: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 159884, 'step': 5400, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:30.983253 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5450: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 161363, 'step': 5450, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:32.931614 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5500: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 162788, 'step': 5500, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:35.026755 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5550: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 164309, 'step': 5550, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:37.095038 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5600: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 165815, 'step': 5600, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:39.054609 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5650: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 167332, 'step': 5650, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:40.942452 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5700: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 168816, 'step': 5700, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:42.892808 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5750: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 170296, 'step': 5750, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:44.808297 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5800: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 171765, 'step': 5800, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:46.800410 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5850: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 173252, 'step': 5850, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:48.823211 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5900: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 174721, 'step': 5900, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:50.746781 132153658676736 run.py:723] (val) algo dag_shortest_paths step 5950: {'pi': 0.90625, 'score': 0.90625, 'examples_seen': 176176, 'step': 5950, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:52.613044 132153658676736 run.py:723] (val) algo dag_shortest_paths step 6000: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 177649, 'step': 6000, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:54.558439 132153658676736 run.py:723] (val) algo dag_shortest_paths step 6050: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 179133, 'step': 6050, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:56.561236 132153658676736 run.py:723] (val) algo dag_shortest_paths step 6100: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 180622, 'step': 6100, 'algorithm': 'dag_shortest_paths'}
I0715 08:45:58.505158 132153658676736 run.py:723] (val) algo dag_shortest_paths step 6150: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 182076, 'step': 6150, 'algorithm': 'dag_shortest_paths'}
I0715 08:46:00.537963 132153658676736 run.py:723] (val) algo dag_shortest_paths step 6200: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 183579, 'step': 6200, 'algorithm': 'dag_shortest_paths'}
I0715 08:46:02.477748 132153658676736 run.py:723] (val) algo dag_shortest_paths step 6250: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 185114, 'step': 6250, 'algorithm': 'dag_shortest_paths'}
I0715 08:46:04.452918 132153658676736 run.py:723] (val) algo dag_shortest_paths step 6300: {'pi': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 186595, 'step': 6300, 'algorithm': 'dag_shortest_paths'}
I0715 08:46:06.357103 132153658676736 run.py:723] (val) algo dag_shortest_paths step 6350: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 188057, 'step': 6350, 'algorithm': 'dag_shortest_paths'}
