I0715 08:05:00.554571 136117319849472 run.py:723] (val) algo binary_search step 0: {'return': 0.0478515625, 'score': 0.0478515625, 'examples_seen': 96, 'step': 0, 'algorithm': 'binary_search'}
I0715 08:07:02.127195 136117319849472 run.py:723] (val) algo binary_search step 1300: {'return': 0.80908203125, 'score': 0.80908203125, 'examples_seen': 99908, 'step': 1300, 'algorithm': 'binary_search'}
I0715 08:07:04.286333 136117319849472 run.py:723] (val) algo binary_search step 1350: {'return': 0.774169921875, 'score': 0.774169921875, 'examples_seen': 103790, 'step': 1350, 'algorithm': 'binary_search'}
I0715 08:07:06.452271 136117319849472 run.py:723] (val) algo binary_search step 1400: {'return': 0.75146484375, 'score': 0.75146484375, 'examples_seen': 107671, 'step': 1400, 'algorithm': 'binary_search'}
I0715 08:07:08.587752 136117319849472 run.py:723] (val) algo binary_search step 1450: {'return': 0.816162109375, 'score': 0.816162109375, 'examples_seen': 111509, 'step': 1450, 'algorithm': 'binary_search'}
I0715 08:07:10.776543 136117319849472 run.py:723] (val) algo binary_search step 1500: {'return': 0.7646484375, 'score': 0.7646484375, 'examples_seen': 115364, 'step': 1500, 'algorithm': 'binary_search'}
I0715 08:07:12.944774 136117319849472 run.py:723] (val) algo binary_search step 1550: {'return': 0.663818359375, 'score': 0.663818359375, 'examples_seen': 119178, 'step': 1550, 'algorithm': 'binary_search'}
I0715 08:07:15.085126 136117319849472 run.py:723] (val) algo binary_search step 1600: {'return': 0.801025390625, 'score': 0.801025390625, 'examples_seen': 122997, 'step': 1600, 'algorithm': 'binary_search'}
I0715 08:07:17.219242 136117319849472 run.py:723] (val) algo binary_search step 1650: {'return': 0.797607421875, 'score': 0.797607421875, 'examples_seen': 126829, 'step': 1650, 'algorithm': 'binary_search'}
I0715 08:07:19.353012 136117319849472 run.py:723] (val) algo binary_search step 1700: {'return': 0.7939453125, 'score': 0.7939453125, 'examples_seen': 130709, 'step': 1700, 'algorithm': 'binary_search'}
I0715 08:07:21.486071 136117319849472 run.py:723] (val) algo binary_search step 1750: {'return': 0.815185546875, 'score': 0.815185546875, 'examples_seen': 134592, 'step': 1750, 'algorithm': 'binary_search'}
I0715 08:07:23.618324 136117319849472 run.py:723] (val) algo binary_search step 1800: {'return': 0.830810546875, 'score': 0.830810546875, 'examples_seen': 138441, 'step': 1800, 'algorithm': 'binary_search'}
I0715 08:07:25.776443 136117319849472 run.py:723] (val) algo binary_search step 1850: {'return': 0.835205078125, 'score': 0.835205078125, 'examples_seen': 142294, 'step': 1850, 'algorithm': 'binary_search'}
I0715 08:07:27.927174 136117319849472 run.py:723] (val) algo binary_search step 1900: {'return': 0.862060546875, 'score': 0.862060546875, 'examples_seen': 146105, 'step': 1900, 'algorithm': 'binary_search'}
I0715 08:07:30.089740 136117319849472 run.py:723] (val) algo binary_search step 1950: {'return': 0.85205078125, 'score': 0.85205078125, 'examples_seen': 149913, 'step': 1950, 'algorithm': 'binary_search'}
I0715 08:07:32.260335 136117319849472 run.py:723] (val) algo binary_search step 2000: {'return': 0.75927734375, 'score': 0.75927734375, 'examples_seen': 153743, 'step': 2000, 'algorithm': 'binary_search'}
I0715 08:07:34.423509 136117319849472 run.py:723] (val) algo binary_search step 2050: {'return': 0.7646484375, 'score': 0.7646484375, 'examples_seen': 157638, 'step': 2050, 'algorithm': 'binary_search'}
I0715 08:07:36.608810 136117319849472 run.py:723] (val) algo binary_search step 2100: {'return': 0.876220703125, 'score': 0.876220703125, 'examples_seen': 161536, 'step': 2100, 'algorithm': 'binary_search'}
I0715 08:07:38.785942 136117319849472 run.py:723] (val) algo binary_search step 2150: {'return': 0.802490234375, 'score': 0.802490234375, 'examples_seen': 165370, 'step': 2150, 'algorithm': 'binary_search'}
I0715 08:07:40.937486 136117319849472 run.py:723] (val) algo binary_search step 2200: {'return': 0.76953125, 'score': 0.76953125, 'examples_seen': 169201, 'step': 2200, 'algorithm': 'binary_search'}
I0715 08:07:43.097798 136117319849472 run.py:723] (val) algo binary_search step 2250: {'return': 0.82666015625, 'score': 0.82666015625, 'examples_seen': 173028, 'step': 2250, 'algorithm': 'binary_search'}
I0715 08:07:45.251919 136117319849472 run.py:723] (val) algo binary_search step 2300: {'return': 0.873046875, 'score': 0.873046875, 'examples_seen': 176837, 'step': 2300, 'algorithm': 'binary_search'}
I0715 08:07:47.425674 136117319849472 run.py:723] (val) algo binary_search step 2350: {'return': 0.8291015625, 'score': 0.8291015625, 'examples_seen': 180652, 'step': 2350, 'algorithm': 'binary_search'}
I0715 08:07:49.587842 136117319849472 run.py:723] (val) algo binary_search step 2400: {'return': 0.813720703125, 'score': 0.813720703125, 'examples_seen': 184537, 'step': 2400, 'algorithm': 'binary_search'}
I0715 08:07:51.751298 136117319849472 run.py:723] (val) algo binary_search step 2450: {'return': 0.85888671875, 'score': 0.85888671875, 'examples_seen': 188423, 'step': 2450, 'algorithm': 'binary_search'}
I0715 08:07:53.889493 136117319849472 run.py:723] (val) algo binary_search step 2500: {'return': 0.848388671875, 'score': 0.848388671875, 'examples_seen': 192254, 'step': 2500, 'algorithm': 'binary_search'}
I0715 08:07:56.009508 136117319849472 run.py:723] (val) algo binary_search step 2550: {'return': 0.779296875, 'score': 0.779296875, 'examples_seen': 196090, 'step': 2550, 'algorithm': 'binary_search'}
I0715 08:07:58.178543 136117319849472 run.py:723] (val) algo binary_search step 2600: {'return': 0.6845703125, 'score': 0.6845703125, 'examples_seen': 199901, 'step': 2600, 'algorithm': 'binary_search'}
I0715 08:08:00.352698 136117319849472 run.py:723] (val) algo binary_search step 2650: {'return': 0.826171875, 'score': 0.826171875, 'examples_seen': 203721, 'step': 2650, 'algorithm': 'binary_search'}
I0715 08:08:02.545432 136117319849472 run.py:723] (val) algo binary_search step 2700: {'return': 0.839111328125, 'score': 0.839111328125, 'examples_seen': 207530, 'step': 2700, 'algorithm': 'binary_search'}
I0715 08:08:04.704040 136117319849472 run.py:723] (val) algo binary_search step 2750: {'return': 0.8359375, 'score': 0.8359375, 'examples_seen': 211422, 'step': 2750, 'algorithm': 'binary_search'}
I0715 08:08:06.878735 136117319849472 run.py:723] (val) algo binary_search step 2800: {'return': 0.8896484375, 'score': 0.8896484375, 'examples_seen': 215308, 'step': 2800, 'algorithm': 'binary_search'}
I0715 08:08:09.060086 136117319849472 run.py:723] (val) algo binary_search step 2850: {'return': 0.89794921875, 'score': 0.89794921875, 'examples_seen': 219137, 'step': 2850, 'algorithm': 'binary_search'}
I0715 08:08:11.244946 136117319849472 run.py:723] (val) algo binary_search step 2900: {'return': 0.811767578125, 'score': 0.811767578125, 'examples_seen': 222989, 'step': 2900, 'algorithm': 'binary_search'}
I0715 08:08:13.406294 136117319849472 run.py:723] (val) algo binary_search step 2950: {'return': 0.88818359375, 'score': 0.88818359375, 'examples_seen': 226818, 'step': 2950, 'algorithm': 'binary_search'}
I0715 08:08:15.570027 136117319849472 run.py:723] (val) algo binary_search step 3000: {'return': 0.82470703125, 'score': 0.82470703125, 'examples_seen': 230626, 'step': 3000, 'algorithm': 'binary_search'}
I0715 08:08:17.724891 136117319849472 run.py:723] (val) algo binary_search step 3050: {'return': 0.865966796875, 'score': 0.865966796875, 'examples_seen': 234455, 'step': 3050, 'algorithm': 'binary_search'}
I0715 08:08:19.879718 136117319849472 run.py:723] (val) algo binary_search step 3100: {'return': 0.74267578125, 'score': 0.74267578125, 'examples_seen': 238331, 'step': 3100, 'algorithm': 'binary_search'}
I0715 08:08:22.025264 136117319849472 run.py:723] (val) algo binary_search step 3150: {'return': 0.744873046875, 'score': 0.744873046875, 'examples_seen': 242216, 'step': 3150, 'algorithm': 'binary_search'}
I0715 08:08:24.175917 136117319849472 run.py:723] (val) algo binary_search step 3200: {'return': 0.80810546875, 'score': 0.80810546875, 'examples_seen': 246053, 'step': 3200, 'algorithm': 'binary_search'}
I0715 08:08:26.323183 136117319849472 run.py:723] (val) algo binary_search step 3250: {'return': 0.74072265625, 'score': 0.74072265625, 'examples_seen': 249892, 'step': 3250, 'algorithm': 'binary_search'}
I0715 08:08:28.479625 136117319849472 run.py:723] (val) algo binary_search step 3300: {'return': 0.875244140625, 'score': 0.875244140625, 'examples_seen': 253710, 'step': 3300, 'algorithm': 'binary_search'}
I0715 08:08:30.624487 136117319849472 run.py:723] (val) algo binary_search step 3350: {'return': 0.86767578125, 'score': 0.86767578125, 'examples_seen': 257531, 'step': 3350, 'algorithm': 'binary_search'}
I0715 08:08:32.778938 136117319849472 run.py:723] (val) algo binary_search step 3400: {'return': 0.8876953125, 'score': 0.8876953125, 'examples_seen': 261352, 'step': 3400, 'algorithm': 'binary_search'}
I0715 08:08:34.945236 136117319849472 run.py:723] (val) algo binary_search step 3450: {'return': 0.866455078125, 'score': 0.866455078125, 'examples_seen': 265239, 'step': 3450, 'algorithm': 'binary_search'}
I0715 08:08:37.132996 136117319849472 run.py:723] (val) algo binary_search step 3500: {'return': 0.818603515625, 'score': 0.818603515625, 'examples_seen': 269107, 'step': 3500, 'algorithm': 'binary_search'}
I0715 08:08:39.296734 136117319849472 run.py:723] (val) algo binary_search step 3550: {'return': 0.896484375, 'score': 0.896484375, 'examples_seen': 272954, 'step': 3550, 'algorithm': 'binary_search'}
I0715 08:08:41.451196 136117319849472 run.py:723] (val) algo binary_search step 3600: {'return': 0.888671875, 'score': 0.888671875, 'examples_seen': 276792, 'step': 3600, 'algorithm': 'binary_search'}
I0715 08:08:43.601877 136117319849472 run.py:723] (val) algo binary_search step 3650: {'return': 0.82666015625, 'score': 0.82666015625, 'examples_seen': 280598, 'step': 3650, 'algorithm': 'binary_search'}
I0715 08:08:45.760861 136117319849472 run.py:723] (val) algo binary_search step 3700: {'return': 0.826171875, 'score': 0.826171875, 'examples_seen': 284416, 'step': 3700, 'algorithm': 'binary_search'}
I0715 08:08:47.922239 136117319849472 run.py:723] (val) algo binary_search step 3750: {'return': 0.87109375, 'score': 0.87109375, 'examples_seen': 288238, 'step': 3750, 'algorithm': 'binary_search'}
I0715 08:08:50.086887 136117319849472 run.py:723] (val) algo binary_search step 3800: {'return': 0.912353515625, 'score': 0.912353515625, 'examples_seen': 292124, 'step': 3800, 'algorithm': 'binary_search'}
I0715 08:08:52.286544 136117319849472 run.py:723] (val) algo binary_search step 3850: {'return': 0.8095703125, 'score': 0.8095703125, 'examples_seen': 296010, 'step': 3850, 'algorithm': 'binary_search'}
I0715 08:08:54.417740 136117319849472 run.py:723] (val) algo binary_search step 3900: {'return': 0.888427734375, 'score': 0.888427734375, 'examples_seen': 299853, 'step': 3900, 'algorithm': 'binary_search'}
I0715 08:08:56.541333 136117319849472 run.py:723] (val) algo binary_search step 3950: {'return': 0.917236328125, 'score': 0.917236328125, 'examples_seen': 303687, 'step': 3950, 'algorithm': 'binary_search'}
I0715 08:08:58.703467 136117319849472 run.py:723] (val) algo binary_search step 4000: {'return': 0.906982421875, 'score': 0.906982421875, 'examples_seen': 307501, 'step': 4000, 'algorithm': 'binary_search'}
I0715 08:09:00.831588 136117319849472 run.py:723] (val) algo binary_search step 4050: {'return': 0.85009765625, 'score': 0.85009765625, 'examples_seen': 311310, 'step': 4050, 'algorithm': 'binary_search'}
I0715 08:09:02.980928 136117319849472 run.py:723] (val) algo binary_search step 4100: {'return': 0.895751953125, 'score': 0.895751953125, 'examples_seen': 315113, 'step': 4100, 'algorithm': 'binary_search'}
I0715 08:09:05.154073 136117319849472 run.py:723] (val) algo binary_search step 4150: {'return': 0.88525390625, 'score': 0.88525390625, 'examples_seen': 319004, 'step': 4150, 'algorithm': 'binary_search'}
I0715 08:09:07.323950 136117319849472 run.py:723] (val) algo binary_search step 4200: {'return': 0.88037109375, 'score': 0.88037109375, 'examples_seen': 322874, 'step': 4200, 'algorithm': 'binary_search'}
I0715 08:09:09.484311 136117319849472 run.py:723] (val) algo binary_search step 4250: {'return': 0.89453125, 'score': 0.89453125, 'examples_seen': 326714, 'step': 4250, 'algorithm': 'binary_search'}
I0715 08:09:11.655951 136117319849472 run.py:723] (val) algo binary_search step 4300: {'return': 0.933837890625, 'score': 0.933837890625, 'examples_seen': 330562, 'step': 4300, 'algorithm': 'binary_search'}
I0715 08:09:13.836980 136117319849472 run.py:723] (val) algo binary_search step 4350: {'return': 0.822998046875, 'score': 0.822998046875, 'examples_seen': 334375, 'step': 4350, 'algorithm': 'binary_search'}
I0715 08:09:16.023064 136117319849472 run.py:723] (val) algo binary_search step 4400: {'return': 0.8935546875, 'score': 0.8935546875, 'examples_seen': 338190, 'step': 4400, 'algorithm': 'binary_search'}
I0715 08:09:18.164928 136117319849472 run.py:723] (val) algo binary_search step 4450: {'return': 0.877685546875, 'score': 0.877685546875, 'examples_seen': 342022, 'step': 4450, 'algorithm': 'binary_search'}
I0715 08:09:20.325636 136117319849472 run.py:723] (val) algo binary_search step 4500: {'return': 0.865478515625, 'score': 0.865478515625, 'examples_seen': 345912, 'step': 4500, 'algorithm': 'binary_search'}
I0715 08:09:22.503711 136117319849472 run.py:723] (val) algo binary_search step 4550: {'return': 0.8115234375, 'score': 0.8115234375, 'examples_seen': 349784, 'step': 4550, 'algorithm': 'binary_search'}
I0715 08:09:24.640953 136117319849472 run.py:723] (val) algo binary_search step 4600: {'return': 0.903564453125, 'score': 0.903564453125, 'examples_seen': 353623, 'step': 4600, 'algorithm': 'binary_search'}
I0715 08:09:26.776476 136117319849472 run.py:723] (val) algo binary_search step 4650: {'return': 0.888671875, 'score': 0.888671875, 'examples_seen': 357470, 'step': 4650, 'algorithm': 'binary_search'}
I0715 08:09:28.893367 136117319849472 run.py:723] (val) algo binary_search step 4700: {'return': 0.859619140625, 'score': 0.859619140625, 'examples_seen': 361283, 'step': 4700, 'algorithm': 'binary_search'}
I0715 08:09:31.051527 136117319849472 run.py:723] (val) algo binary_search step 4750: {'return': 0.87451171875, 'score': 0.87451171875, 'examples_seen': 365094, 'step': 4750, 'algorithm': 'binary_search'}
I0715 08:09:33.212436 136117319849472 run.py:723] (val) algo binary_search step 4800: {'return': 0.906494140625, 'score': 0.906494140625, 'examples_seen': 368928, 'step': 4800, 'algorithm': 'binary_search'}
I0715 08:09:35.335752 136117319849472 run.py:723] (val) algo binary_search step 4850: {'return': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 372805, 'step': 4850, 'algorithm': 'binary_search'}
I0715 08:09:37.466769 136117319849472 run.py:723] (val) algo binary_search step 4900: {'return': 0.880126953125, 'score': 0.880126953125, 'examples_seen': 376682, 'step': 4900, 'algorithm': 'binary_search'}
I0715 08:09:39.584191 136117319849472 run.py:723] (val) algo binary_search step 4950: {'return': 0.771484375, 'score': 0.771484375, 'examples_seen': 380524, 'step': 4950, 'algorithm': 'binary_search'}
I0715 08:09:41.734944 136117319849472 run.py:723] (val) algo binary_search step 5000: {'return': 0.909912109375, 'score': 0.909912109375, 'examples_seen': 384359, 'step': 5000, 'algorithm': 'binary_search'}
I0715 08:09:43.886278 136117319849472 run.py:723] (val) algo binary_search step 5050: {'return': 0.90869140625, 'score': 0.90869140625, 'examples_seen': 388186, 'step': 5050, 'algorithm': 'binary_search'}
I0715 08:09:46.025961 136117319849472 run.py:723] (val) algo binary_search step 5100: {'return': 0.793212890625, 'score': 0.793212890625, 'examples_seen': 392003, 'step': 5100, 'algorithm': 'binary_search'}
I0715 08:09:48.211336 136117319849472 run.py:723] (val) algo binary_search step 5150: {'return': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 395831, 'step': 5150, 'algorithm': 'binary_search'}
I0715 08:09:50.346364 136117319849472 run.py:723] (val) algo binary_search step 5200: {'return': 0.832275390625, 'score': 0.832275390625, 'examples_seen': 399719, 'step': 5200, 'algorithm': 'binary_search'}
I0715 08:09:52.546828 136117319849472 run.py:723] (val) algo binary_search step 5250: {'return': 0.836181640625, 'score': 0.836181640625, 'examples_seen': 403606, 'step': 5250, 'algorithm': 'binary_search'}
I0715 08:09:54.720121 136117319849472 run.py:723] (val) algo binary_search step 5300: {'return': 0.90771484375, 'score': 0.90771484375, 'examples_seen': 407447, 'step': 5300, 'algorithm': 'binary_search'}
I0715 08:09:56.876928 136117319849472 run.py:723] (val) algo binary_search step 5350: {'return': 0.8720703125, 'score': 0.8720703125, 'examples_seen': 411276, 'step': 5350, 'algorithm': 'binary_search'}
I0715 08:09:59.054499 136117319849472 run.py:723] (val) algo binary_search step 5400: {'return': 0.890380859375, 'score': 0.890380859375, 'examples_seen': 415094, 'step': 5400, 'algorithm': 'binary_search'}
I0715 08:10:01.476353 136117319849472 run.py:723] (val) algo binary_search step 5450: {'return': 0.8984375, 'score': 0.8984375, 'examples_seen': 418911, 'step': 5450, 'algorithm': 'binary_search'}
I0715 08:10:03.621081 136117319849472 run.py:723] (val) algo binary_search step 5500: {'return': 0.831787109375, 'score': 0.831787109375, 'examples_seen': 422725, 'step': 5500, 'algorithm': 'binary_search'}
I0715 08:10:05.793826 136117319849472 run.py:723] (val) algo binary_search step 5550: {'return': 0.917724609375, 'score': 0.917724609375, 'examples_seen': 426617, 'step': 5550, 'algorithm': 'binary_search'}
I0715 08:10:07.955939 136117319849472 run.py:723] (val) algo binary_search step 5600: {'return': 0.84716796875, 'score': 0.84716796875, 'examples_seen': 430493, 'step': 5600, 'algorithm': 'binary_search'}
I0715 08:10:10.106004 136117319849472 run.py:723] (val) algo binary_search step 5650: {'return': 0.839599609375, 'score': 0.839599609375, 'examples_seen': 434320, 'step': 5650, 'algorithm': 'binary_search'}
I0715 08:10:12.260487 136117319849472 run.py:723] (val) algo binary_search step 5700: {'return': 0.873291015625, 'score': 0.873291015625, 'examples_seen': 438151, 'step': 5700, 'algorithm': 'binary_search'}
I0715 08:10:14.448094 136117319849472 run.py:723] (val) algo binary_search step 5750: {'return': 0.919189453125, 'score': 0.919189453125, 'examples_seen': 441971, 'step': 5750, 'algorithm': 'binary_search'}
I0715 08:10:16.620635 136117319849472 run.py:723] (val) algo binary_search step 5800: {'return': 0.8466796875, 'score': 0.8466796875, 'examples_seen': 445792, 'step': 5800, 'algorithm': 'binary_search'}
I0715 08:10:18.812911 136117319849472 run.py:723] (val) algo binary_search step 5850: {'return': 0.855712890625, 'score': 0.855712890625, 'examples_seen': 449622, 'step': 5850, 'algorithm': 'binary_search'}
I0715 08:10:20.997554 136117319849472 run.py:723] (val) algo binary_search step 5900: {'return': 0.915283203125, 'score': 0.915283203125, 'examples_seen': 453499, 'step': 5900, 'algorithm': 'binary_search'}
I0715 08:10:23.168172 136117319849472 run.py:723] (val) algo binary_search step 5950: {'return': 0.94189453125, 'score': 0.94189453125, 'examples_seen': 457369, 'step': 5950, 'algorithm': 'binary_search'}
I0715 08:10:25.372344 136117319849472 run.py:723] (val) algo binary_search step 6000: {'return': 0.93798828125, 'score': 0.93798828125, 'examples_seen': 461201, 'step': 6000, 'algorithm': 'binary_search'}
I0715 08:10:27.548703 136117319849472 run.py:723] (val) algo binary_search step 6050: {'return': 0.718505859375, 'score': 0.718505859375, 'examples_seen': 465026, 'step': 6050, 'algorithm': 'binary_search'}
I0715 08:10:29.700830 136117319849472 run.py:723] (val) algo binary_search step 6100: {'return': 0.92724609375, 'score': 0.92724609375, 'examples_seen': 468843, 'step': 6100, 'algorithm': 'binary_search'}
I0715 08:10:31.852077 136117319849472 run.py:723] (val) algo binary_search step 6150: {'return': 0.858642578125, 'score': 0.858642578125, 'examples_seen': 472644, 'step': 6150, 'algorithm': 'binary_search'}
I0715 08:10:34.027260 136117319849472 run.py:723] (val) algo binary_search step 6200: {'return': 0.822265625, 'score': 0.822265625, 'examples_seen': 476479, 'step': 6200, 'algorithm': 'binary_search'}
I0715 08:10:36.185220 136117319849472 run.py:723] (val) algo binary_search step 6250: {'return': 0.890869140625, 'score': 0.890869140625, 'examples_seen': 480348, 'step': 6250, 'algorithm': 'binary_search'}
I0715 08:10:38.346812 136117319849472 run.py:723] (val) algo binary_search step 6300: {'return': 0.864990234375, 'score': 0.864990234375, 'examples_seen': 484234, 'step': 6300, 'algorithm': 'binary_search'}
I0715 08:10:40.489915 136117319849472 run.py:723] (val) algo binary_search step 6350: {'return': 0.874267578125, 'score': 0.874267578125, 'examples_seen': 488071, 'step': 6350, 'algorithm': 'binary_search'}
I0715 08:10:42.635310 136117319849472 run.py:723] (val) algo binary_search step 6400: {'return': 0.915771484375, 'score': 0.915771484375, 'examples_seen': 491916, 'step': 6400, 'algorithm': 'binary_search'}
I0715 08:10:44.791120 136117319849472 run.py:723] (val) algo binary_search step 6450: {'return': 0.929443359375, 'score': 0.929443359375, 'examples_seen': 495734, 'step': 6450, 'algorithm': 'binary_search'}
I0715 08:10:46.939857 136117319849472 run.py:723] (val) algo binary_search step 6500: {'return': 0.897216796875, 'score': 0.897216796875, 'examples_seen': 499545, 'step': 6500, 'algorithm': 'binary_search'}
I0715 08:10:49.102190 136117319849472 run.py:723] (val) algo binary_search step 6550: {'return': 0.913818359375, 'score': 0.913818359375, 'examples_seen': 503363, 'step': 6550, 'algorithm': 'binary_search'}
I0715 08:10:51.254755 136117319849472 run.py:723] (val) algo binary_search step 6600: {'return': 0.885009765625, 'score': 0.885009765625, 'examples_seen': 507255, 'step': 6600, 'algorithm': 'binary_search'}
I0715 08:10:53.388190 136117319849472 run.py:723] (val) algo binary_search step 6650: {'return': 0.920166015625, 'score': 0.920166015625, 'examples_seen': 511130, 'step': 6650, 'algorithm': 'binary_search'}
I0715 08:10:55.549140 136117319849472 run.py:723] (val) algo binary_search step 6700: {'return': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 514969, 'step': 6700, 'algorithm': 'binary_search'}
I0715 08:10:57.679904 136117319849472 run.py:723] (val) algo binary_search step 6750: {'return': 0.892822265625, 'score': 0.892822265625, 'examples_seen': 518810, 'step': 6750, 'algorithm': 'binary_search'}
I0715 08:10:59.841629 136117319849472 run.py:723] (val) algo binary_search step 6800: {'return': 0.841064453125, 'score': 0.841064453125, 'examples_seen': 522639, 'step': 6800, 'algorithm': 'binary_search'}
I0715 08:11:01.989023 136117319849472 run.py:723] (val) algo binary_search step 6850: {'return': 0.91650390625, 'score': 0.91650390625, 'examples_seen': 526449, 'step': 6850, 'algorithm': 'binary_search'}
I0715 08:11:04.188461 136117319849472 run.py:723] (val) algo binary_search step 6900: {'return': 0.907958984375, 'score': 0.907958984375, 'examples_seen': 530272, 'step': 6900, 'algorithm': 'binary_search'}
I0715 08:11:06.355002 136117319849472 run.py:723] (val) algo binary_search step 6950: {'return': 0.90380859375, 'score': 0.90380859375, 'examples_seen': 534159, 'step': 6950, 'algorithm': 'binary_search'}
I0715 08:11:08.498206 136117319849472 run.py:723] (val) algo binary_search step 7000: {'return': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 538025, 'step': 7000, 'algorithm': 'binary_search'}
