I0715 07:32:08.654565 130174566307328 run.py:723] (val) algo articulation_points step 0: {'is_cut': 0.06829268292682926, 'score': 0.06829268292682926, 'examples_seen': 16, 'step': 0, 'algorithm': 'articulation_points'}
I0715 07:35:06.659509 130174566307328 run.py:723] (val) algo articulation_points step 2200: {'is_cut': 0.5653710247349824, 'score': 0.5653710247349824, 'examples_seen': 34907, 'step': 2200, 'algorithm': 'articulation_points'}
I0715 07:35:08.180436 130174566307328 run.py:723] (val) algo articulation_points step 2250: {'is_cut': 0.5, 'score': 0.5, 'examples_seen': 35693, 'step': 2250, 'algorithm': 'articulation_points'}
I0715 07:35:09.778469 130174566307328 run.py:723] (val) algo articulation_points step 2300: {'is_cut': 0.6714285714285715, 'score': 0.6714285714285715, 'examples_seen': 36463, 'step': 2300, 'algorithm': 'articulation_points'}
I0715 07:35:11.397887 130174566307328 run.py:723] (val) algo articulation_points step 2350: {'is_cut': 0.7336244541484718, 'score': 0.7336244541484718, 'examples_seen': 37253, 'step': 2350, 'algorithm': 'articulation_points'}
I0715 07:35:12.995803 130174566307328 run.py:723] (val) algo articulation_points step 2400: {'is_cut': 0.6200873362445416, 'score': 0.6200873362445416, 'examples_seen': 38065, 'step': 2400, 'algorithm': 'articulation_points'}
I0715 07:35:14.607607 130174566307328 run.py:723] (val) algo articulation_points step 2450: {'is_cut': 0.6097560975609756, 'score': 0.6097560975609756, 'examples_seen': 38870, 'step': 2450, 'algorithm': 'articulation_points'}
I0715 07:35:16.156951 130174566307328 run.py:723] (val) algo articulation_points step 2500: {'is_cut': 0.6885245901639344, 'score': 0.6885245901639344, 'examples_seen': 39671, 'step': 2500, 'algorithm': 'articulation_points'}
I0715 07:35:17.684104 130174566307328 run.py:723] (val) algo articulation_points step 2550: {'is_cut': 0.6597938144329896, 'score': 0.6597938144329896, 'examples_seen': 40461, 'step': 2550, 'algorithm': 'articulation_points'}
I0715 07:35:19.262432 130174566307328 run.py:723] (val) algo articulation_points step 2600: {'is_cut': 0.5542168674698795, 'score': 0.5542168674698795, 'examples_seen': 41238, 'step': 2600, 'algorithm': 'articulation_points'}
I0715 07:35:20.865592 130174566307328 run.py:723] (val) algo articulation_points step 2650: {'is_cut': 0.6772908366533865, 'score': 0.6772908366533865, 'examples_seen': 42028, 'step': 2650, 'algorithm': 'articulation_points'}
I0715 07:35:22.486324 130174566307328 run.py:723] (val) algo articulation_points step 2700: {'is_cut': 0.6423357664233577, 'score': 0.6423357664233577, 'examples_seen': 42801, 'step': 2700, 'algorithm': 'articulation_points'}
I0715 07:35:24.097635 130174566307328 run.py:723] (val) algo articulation_points step 2750: {'is_cut': 0.6175438596491228, 'score': 0.6175438596491228, 'examples_seen': 43618, 'step': 2750, 'algorithm': 'articulation_points'}
I0715 07:35:25.623409 130174566307328 run.py:723] (val) algo articulation_points step 2800: {'is_cut': 0.6804733727810651, 'score': 0.6804733727810651, 'examples_seen': 44419, 'step': 2800, 'algorithm': 'articulation_points'}
I0715 07:35:27.254124 130174566307328 run.py:723] (val) algo articulation_points step 2850: {'is_cut': 0.6666666666666667, 'score': 0.6666666666666667, 'examples_seen': 45215, 'step': 2850, 'algorithm': 'articulation_points'}
I0715 07:35:28.765115 130174566307328 run.py:723] (val) algo articulation_points step 2900: {'is_cut': 0.6356589147286822, 'score': 0.6356589147286822, 'examples_seen': 46006, 'step': 2900, 'algorithm': 'articulation_points'}
I0715 07:35:30.388923 130174566307328 run.py:723] (val) algo articulation_points step 2950: {'is_cut': 0.5973154362416108, 'score': 0.5973154362416108, 'examples_seen': 46798, 'step': 2950, 'algorithm': 'articulation_points'}
I0715 07:35:31.972011 130174566307328 run.py:723] (val) algo articulation_points step 3000: {'is_cut': 0.774928774928775, 'score': 0.774928774928775, 'examples_seen': 47573, 'step': 3000, 'algorithm': 'articulation_points'}
I0715 07:35:33.547424 130174566307328 run.py:723] (val) algo articulation_points step 3050: {'is_cut': 0.5641025641025641, 'score': 0.5641025641025641, 'examples_seen': 48348, 'step': 3050, 'algorithm': 'articulation_points'}
I0715 07:35:35.093690 130174566307328 run.py:723] (val) algo articulation_points step 3100: {'is_cut': 0.696551724137931, 'score': 0.696551724137931, 'examples_seen': 49166, 'step': 3100, 'algorithm': 'articulation_points'}
I0715 07:35:36.657256 130174566307328 run.py:723] (val) algo articulation_points step 3150: {'is_cut': 0.6711409395973156, 'score': 0.6711409395973156, 'examples_seen': 49966, 'step': 3150, 'algorithm': 'articulation_points'}
I0715 07:35:38.221151 130174566307328 run.py:723] (val) algo articulation_points step 3200: {'is_cut': 0.736842105263158, 'score': 0.736842105263158, 'examples_seen': 50766, 'step': 3200, 'algorithm': 'articulation_points'}
I0715 07:35:39.778166 130174566307328 run.py:723] (val) algo articulation_points step 3250: {'is_cut': 0.6763005780346821, 'score': 0.6763005780346821, 'examples_seen': 51550, 'step': 3250, 'algorithm': 'articulation_points'}
I0715 07:35:41.343579 130174566307328 run.py:723] (val) algo articulation_points step 3300: {'is_cut': 0.7318295739348372, 'score': 0.7318295739348372, 'examples_seen': 52341, 'step': 3300, 'algorithm': 'articulation_points'}
I0715 07:35:42.949989 130174566307328 run.py:723] (val) algo articulation_points step 3350: {'is_cut': 0.6666666666666666, 'score': 0.6666666666666666, 'examples_seen': 53125, 'step': 3350, 'algorithm': 'articulation_points'}
I0715 07:35:44.521866 130174566307328 run.py:723] (val) algo articulation_points step 3400: {'is_cut': 0.7560975609756099, 'score': 0.7560975609756099, 'examples_seen': 53899, 'step': 3400, 'algorithm': 'articulation_points'}
I0715 07:35:46.141941 130174566307328 run.py:723] (val) algo articulation_points step 3450: {'is_cut': 0.7272727272727273, 'score': 0.7272727272727273, 'examples_seen': 54732, 'step': 3450, 'algorithm': 'articulation_points'}
I0715 07:35:47.711305 130174566307328 run.py:723] (val) algo articulation_points step 3500: {'is_cut': 0.7574750830564785, 'score': 0.7574750830564785, 'examples_seen': 55530, 'step': 3500, 'algorithm': 'articulation_points'}
I0715 07:35:49.250170 130174566307328 run.py:723] (val) algo articulation_points step 3550: {'is_cut': 0.7801418439716311, 'score': 0.7801418439716311, 'examples_seen': 56331, 'step': 3550, 'algorithm': 'articulation_points'}
I0715 07:35:50.808576 130174566307328 run.py:723] (val) algo articulation_points step 3600: {'is_cut': 0.598639455782313, 'score': 0.598639455782313, 'examples_seen': 57113, 'step': 3600, 'algorithm': 'articulation_points'}
I0715 07:35:52.412572 130174566307328 run.py:723] (val) algo articulation_points step 3650: {'is_cut': 0.5704225352112677, 'score': 0.5704225352112677, 'examples_seen': 57901, 'step': 3650, 'algorithm': 'articulation_points'}
I0715 07:35:53.983280 130174566307328 run.py:723] (val) algo articulation_points step 3700: {'is_cut': 0.6795366795366795, 'score': 0.6795366795366795, 'examples_seen': 58688, 'step': 3700, 'algorithm': 'articulation_points'}
I0715 07:35:55.636436 130174566307328 run.py:723] (val) algo articulation_points step 3750: {'is_cut': 0.6267281105990783, 'score': 0.6267281105990783, 'examples_seen': 59466, 'step': 3750, 'algorithm': 'articulation_points'}
I0715 07:35:57.225641 130174566307328 run.py:723] (val) algo articulation_points step 3800: {'is_cut': 0.7697160883280757, 'score': 0.7697160883280757, 'examples_seen': 60287, 'step': 3800, 'algorithm': 'articulation_points'}
I0715 07:35:58.800155 130174566307328 run.py:723] (val) algo articulation_points step 3850: {'is_cut': 0.7166123778501629, 'score': 0.7166123778501629, 'examples_seen': 61091, 'step': 3850, 'algorithm': 'articulation_points'}
I0715 07:36:00.368746 130174566307328 run.py:723] (val) algo articulation_points step 3900: {'is_cut': 0.7096774193548386, 'score': 0.7096774193548386, 'examples_seen': 61882, 'step': 3900, 'algorithm': 'articulation_points'}
I0715 07:36:01.878545 130174566307328 run.py:723] (val) algo articulation_points step 3950: {'is_cut': 0.6941176470588235, 'score': 0.6941176470588235, 'examples_seen': 62670, 'step': 3950, 'algorithm': 'articulation_points'}
I0715 07:36:03.457304 130174566307328 run.py:723] (val) algo articulation_points step 4000: {'is_cut': 0.600896860986547, 'score': 0.600896860986547, 'examples_seen': 63455, 'step': 4000, 'algorithm': 'articulation_points'}
I0715 07:36:05.002399 130174566307328 run.py:723] (val) algo articulation_points step 4050: {'is_cut': 0.7491408934707904, 'score': 0.7491408934707904, 'examples_seen': 64233, 'step': 4050, 'algorithm': 'articulation_points'}
I0715 07:36:06.648138 130174566307328 run.py:723] (val) algo articulation_points step 4100: {'is_cut': 0.7793696275071633, 'score': 0.7793696275071633, 'examples_seen': 65016, 'step': 4100, 'algorithm': 'articulation_points'}
I0715 07:36:08.213044 130174566307328 run.py:723] (val) algo articulation_points step 4150: {'is_cut': 0.6993464052287581, 'score': 0.6993464052287581, 'examples_seen': 65832, 'step': 4150, 'algorithm': 'articulation_points'}
I0715 07:36:09.726312 130174566307328 run.py:723] (val) algo articulation_points step 4200: {'is_cut': 0.7343283582089553, 'score': 0.7343283582089553, 'examples_seen': 66636, 'step': 4200, 'algorithm': 'articulation_points'}
I0715 07:36:11.312393 130174566307328 run.py:723] (val) algo articulation_points step 4250: {'is_cut': 0.7080745341614907, 'score': 0.7080745341614907, 'examples_seen': 67428, 'step': 4250, 'algorithm': 'articulation_points'}
I0715 07:36:12.852199 130174566307328 run.py:723] (val) algo articulation_points step 4300: {'is_cut': 0.702928870292887, 'score': 0.702928870292887, 'examples_seen': 68211, 'step': 4300, 'algorithm': 'articulation_points'}
I0715 07:36:14.429607 130174566307328 run.py:723] (val) algo articulation_points step 4350: {'is_cut': 0.6627906976744187, 'score': 0.6627906976744187, 'examples_seen': 68994, 'step': 4350, 'algorithm': 'articulation_points'}
I0715 07:36:16.041634 130174566307328 run.py:723] (val) algo articulation_points step 4400: {'is_cut': 0.7301587301587302, 'score': 0.7301587301587302, 'examples_seen': 69775, 'step': 4400, 'algorithm': 'articulation_points'}
I0715 07:36:17.625580 130174566307328 run.py:723] (val) algo articulation_points step 4450: {'is_cut': 0.7132867132867133, 'score': 0.7132867132867133, 'examples_seen': 70558, 'step': 4450, 'algorithm': 'articulation_points'}
I0715 07:36:19.199077 130174566307328 run.py:723] (val) algo articulation_points step 4500: {'is_cut': 0.75177304964539, 'score': 0.75177304964539, 'examples_seen': 71376, 'step': 4500, 'algorithm': 'articulation_points'}
I0715 07:36:20.827887 130174566307328 run.py:723] (val) algo articulation_points step 4550: {'is_cut': 0.7761194029850745, 'score': 0.7761194029850745, 'examples_seen': 72190, 'step': 4550, 'algorithm': 'articulation_points'}
I0715 07:36:22.424705 130174566307328 run.py:723] (val) algo articulation_points step 4600: {'is_cut': 0.7125506072874495, 'score': 0.7125506072874495, 'examples_seen': 72975, 'step': 4600, 'algorithm': 'articulation_points'}
I0715 07:36:23.996512 130174566307328 run.py:723] (val) algo articulation_points step 4650: {'is_cut': 0.8402366863905326, 'score': 0.8402366863905326, 'examples_seen': 73768, 'step': 4650, 'algorithm': 'articulation_points'}
I0715 07:36:25.585474 130174566307328 run.py:723] (val) algo articulation_points step 4700: {'is_cut': 0.6771653543307087, 'score': 0.6771653543307087, 'examples_seen': 74547, 'step': 4700, 'algorithm': 'articulation_points'}
I0715 07:36:27.161929 130174566307328 run.py:723] (val) algo articulation_points step 4750: {'is_cut': 0.8310249307479225, 'score': 0.8310249307479225, 'examples_seen': 75326, 'step': 4750, 'algorithm': 'articulation_points'}
I0715 07:36:28.781411 130174566307328 run.py:723] (val) algo articulation_points step 4800: {'is_cut': 0.6434782608695652, 'score': 0.6434782608695652, 'examples_seen': 76108, 'step': 4800, 'algorithm': 'articulation_points'}
I0715 07:36:30.370881 130174566307328 run.py:723] (val) algo articulation_points step 4850: {'is_cut': 0.700280112044818, 'score': 0.700280112044818, 'examples_seen': 76931, 'step': 4850, 'algorithm': 'articulation_points'}
I0715 07:36:31.981222 130174566307328 run.py:723] (val) algo articulation_points step 4900: {'is_cut': 0.7943661971830985, 'score': 0.7943661971830985, 'examples_seen': 77727, 'step': 4900, 'algorithm': 'articulation_points'}
I0715 07:36:33.509412 130174566307328 run.py:723] (val) algo articulation_points step 4950: {'is_cut': 0.84375, 'score': 0.84375, 'examples_seen': 78527, 'step': 4950, 'algorithm': 'articulation_points'}
I0715 07:36:35.092128 130174566307328 run.py:723] (val) algo articulation_points step 5000: {'is_cut': 0.75, 'score': 0.75, 'examples_seen': 79314, 'step': 5000, 'algorithm': 'articulation_points'}
I0715 07:36:36.686715 130174566307328 run.py:723] (val) algo articulation_points step 5050: {'is_cut': 0.7518796992481203, 'score': 0.7518796992481203, 'examples_seen': 80101, 'step': 5050, 'algorithm': 'articulation_points'}
I0715 07:36:38.300987 130174566307328 run.py:723] (val) algo articulation_points step 5100: {'is_cut': 0.5669291338582678, 'score': 0.5669291338582678, 'examples_seen': 80879, 'step': 5100, 'algorithm': 'articulation_points'}
I0715 07:36:39.930970 130174566307328 run.py:723] (val) algo articulation_points step 5150: {'is_cut': 0.7500000000000001, 'score': 0.7500000000000001, 'examples_seen': 81662, 'step': 5150, 'algorithm': 'articulation_points'}
I0715 07:36:41.444359 130174566307328 run.py:723] (val) algo articulation_points step 5200: {'is_cut': 0.7526132404181185, 'score': 0.7526132404181185, 'examples_seen': 82480, 'step': 5200, 'algorithm': 'articulation_points'}
I0715 07:36:43.034051 130174566307328 run.py:723] (val) algo articulation_points step 5250: {'is_cut': 0.690391459074733, 'score': 0.690391459074733, 'examples_seen': 83294, 'step': 5250, 'algorithm': 'articulation_points'}
I0715 07:36:44.566238 130174566307328 run.py:723] (val) algo articulation_points step 5300: {'is_cut': 0.6642857142857141, 'score': 0.6642857142857141, 'examples_seen': 84080, 'step': 5300, 'algorithm': 'articulation_points'}
I0715 07:36:46.151217 130174566307328 run.py:723] (val) algo articulation_points step 5350: {'is_cut': 0.66006600660066, 'score': 0.66006600660066, 'examples_seen': 84873, 'step': 5350, 'algorithm': 'articulation_points'}
I0715 07:36:47.708100 130174566307328 run.py:723] (val) algo articulation_points step 5400: {'is_cut': 0.7672955974842768, 'score': 0.7672955974842768, 'examples_seen': 85657, 'step': 5400, 'algorithm': 'articulation_points'}
I0715 07:36:49.272839 130174566307328 run.py:723] (val) algo articulation_points step 5450: {'is_cut': 0.7430340557275542, 'score': 0.7430340557275542, 'examples_seen': 86431, 'step': 5450, 'algorithm': 'articulation_points'}
I0715 07:36:50.891628 130174566307328 run.py:723] (val) algo articulation_points step 5500: {'is_cut': 0.7894736842105262, 'score': 0.7894736842105262, 'examples_seen': 87219, 'step': 5500, 'algorithm': 'articulation_points'}
I0715 07:36:52.503065 130174566307328 run.py:723] (val) algo articulation_points step 5550: {'is_cut': 0.6226415094339622, 'score': 0.6226415094339622, 'examples_seen': 88046, 'step': 5550, 'algorithm': 'articulation_points'}
I0715 07:36:54.152338 130174566307328 run.py:723] (val) algo articulation_points step 5600: {'is_cut': 0.6666666666666666, 'score': 0.6666666666666666, 'examples_seen': 88846, 'step': 5600, 'algorithm': 'articulation_points'}
I0715 07:36:55.733007 130174566307328 run.py:723] (val) algo articulation_points step 5650: {'is_cut': 0.6336633663366337, 'score': 0.6336633663366337, 'examples_seen': 89638, 'step': 5650, 'algorithm': 'articulation_points'}
I0715 07:36:57.295367 130174566307328 run.py:723] (val) algo articulation_points step 5700: {'is_cut': 0.78125, 'score': 0.78125, 'examples_seen': 90427, 'step': 5700, 'algorithm': 'articulation_points'}
I0715 07:36:58.895299 130174566307328 run.py:723] (val) algo articulation_points step 5750: {'is_cut': 0.7615894039735099, 'score': 0.7615894039735099, 'examples_seen': 91206, 'step': 5750, 'algorithm': 'articulation_points'}
I0715 07:37:00.569431 130174566307328 run.py:723] (val) algo articulation_points step 5800: {'is_cut': 0.8169761273209549, 'score': 0.8169761273209549, 'examples_seen': 91993, 'step': 5800, 'algorithm': 'articulation_points'}
I0715 07:37:02.153100 130174566307328 run.py:723] (val) algo articulation_points step 5850: {'is_cut': 0.7465753424657534, 'score': 0.7465753424657534, 'examples_seen': 92776, 'step': 5850, 'algorithm': 'articulation_points'}
I0715 07:37:03.773625 130174566307328 run.py:723] (val) algo articulation_points step 5900: {'is_cut': 0.7607361963190183, 'score': 0.7607361963190183, 'examples_seen': 93595, 'step': 5900, 'algorithm': 'articulation_points'}
I0715 07:37:05.402244 130174566307328 run.py:723] (val) algo articulation_points step 5950: {'is_cut': 0.6388888888888888, 'score': 0.6388888888888888, 'examples_seen': 94394, 'step': 5950, 'algorithm': 'articulation_points'}
I0715 07:37:07.017409 130174566307328 run.py:723] (val) algo articulation_points step 6000: {'is_cut': 0.7119565217391304, 'score': 0.7119565217391304, 'examples_seen': 95185, 'step': 6000, 'algorithm': 'articulation_points'}
I0715 07:37:08.557555 130174566307328 run.py:723] (val) algo articulation_points step 6050: {'is_cut': 0.7161125319693094, 'score': 0.7161125319693094, 'examples_seen': 95970, 'step': 6050, 'algorithm': 'articulation_points'}
I0715 07:37:10.139623 130174566307328 run.py:723] (val) algo articulation_points step 6100: {'is_cut': 0.7773851590106009, 'score': 0.7773851590106009, 'examples_seen': 96745, 'step': 6100, 'algorithm': 'articulation_points'}
I0715 07:37:11.755184 130174566307328 run.py:723] (val) algo articulation_points step 6150: {'is_cut': 0.7546012269938649, 'score': 0.7546012269938649, 'examples_seen': 97528, 'step': 6150, 'algorithm': 'articulation_points'}
I0715 07:37:13.376320 130174566307328 run.py:723] (val) algo articulation_points step 6200: {'is_cut': 0.7849462365591398, 'score': 0.7849462365591398, 'examples_seen': 98310, 'step': 6200, 'algorithm': 'articulation_points'}
I0715 07:37:14.992007 130174566307328 run.py:723] (val) algo articulation_points step 6250: {'is_cut': 0.6723646723646723, 'score': 0.6723646723646723, 'examples_seen': 99125, 'step': 6250, 'algorithm': 'articulation_points'}
I0715 07:37:16.577891 130174566307328 run.py:723] (val) algo articulation_points step 6300: {'is_cut': 0.7357142857142858, 'score': 0.7357142857142858, 'examples_seen': 99930, 'step': 6300, 'algorithm': 'articulation_points'}
I0715 07:37:18.192088 130174566307328 run.py:723] (val) algo articulation_points step 6350: {'is_cut': 0.702194357366771, 'score': 0.702194357366771, 'examples_seen': 100714, 'step': 6350, 'algorithm': 'articulation_points'}
I0715 07:37:19.738027 130174566307328 run.py:723] (val) algo articulation_points step 6400: {'is_cut': 0.8024691358024691, 'score': 0.8024691358024691, 'examples_seen': 101505, 'step': 6400, 'algorithm': 'articulation_points'}
