I0715 10:57:17.031151 130291845821952 run.py:723] (val) algo minimum step 0: {'min': 0.123046875, 'score': 0.123046875, 'examples_seen': 80, 'step': 0, 'algorithm': 'minimum'}
I0715 10:58:48.963091 130291845821952 run.py:723] (val) algo minimum step 850: {'min': 0.935791015625, 'score': 0.935791015625, 'examples_seen': 43760, 'step': 850, 'algorithm': 'minimum'}
I0715 10:58:50.691385 130291845821952 run.py:723] (val) algo minimum step 900: {'min': 0.945556640625, 'score': 0.945556640625, 'examples_seen': 46320, 'step': 900, 'algorithm': 'minimum'}
I0715 10:58:52.422605 130291845821952 run.py:723] (val) algo minimum step 950: {'min': 0.96533203125, 'score': 0.96533203125, 'examples_seen': 48832, 'step': 950, 'algorithm': 'minimum'}
I0715 10:58:54.183832 130291845821952 run.py:723] (val) algo minimum step 1000: {'min': 0.960205078125, 'score': 0.960205078125, 'examples_seen': 51488, 'step': 1000, 'algorithm': 'minimum'}
I0715 10:58:55.919983 130291845821952 run.py:723] (val) algo minimum step 1050: {'min': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 54080, 'step': 1050, 'algorithm': 'minimum'}
I0715 10:58:57.649240 130291845821952 run.py:723] (val) algo minimum step 1100: {'min': 0.86328125, 'score': 0.86328125, 'examples_seen': 56656, 'step': 1100, 'algorithm': 'minimum'}
I0715 10:58:59.372590 130291845821952 run.py:723] (val) algo minimum step 1150: {'min': 0.932861328125, 'score': 0.932861328125, 'examples_seen': 59232, 'step': 1150, 'algorithm': 'minimum'}
I0715 10:59:01.108218 130291845821952 run.py:723] (val) algo minimum step 1200: {'min': 0.924072265625, 'score': 0.924072265625, 'examples_seen': 61744, 'step': 1200, 'algorithm': 'minimum'}
I0715 10:59:02.855959 130291845821952 run.py:723] (val) algo minimum step 1250: {'min': 0.912109375, 'score': 0.912109375, 'examples_seen': 64304, 'step': 1250, 'algorithm': 'minimum'}
I0715 10:59:04.612552 130291845821952 run.py:723] (val) algo minimum step 1300: {'min': 0.959716796875, 'score': 0.959716796875, 'examples_seen': 66848, 'step': 1300, 'algorithm': 'minimum'}
I0715 10:59:06.361234 130291845821952 run.py:723] (val) algo minimum step 1350: {'min': 0.921142578125, 'score': 0.921142578125, 'examples_seen': 69472, 'step': 1350, 'algorithm': 'minimum'}
I0715 10:59:08.127189 130291845821952 run.py:723] (val) algo minimum step 1400: {'min': 0.96142578125, 'score': 0.96142578125, 'examples_seen': 72096, 'step': 1400, 'algorithm': 'minimum'}
I0715 10:59:09.860433 130291845821952 run.py:723] (val) algo minimum step 1450: {'min': 0.91357421875, 'score': 0.91357421875, 'examples_seen': 74656, 'step': 1450, 'algorithm': 'minimum'}
I0715 10:59:11.594664 130291845821952 run.py:723] (val) algo minimum step 1500: {'min': 0.937744140625, 'score': 0.937744140625, 'examples_seen': 77216, 'step': 1500, 'algorithm': 'minimum'}
I0715 10:59:13.325476 130291845821952 run.py:723] (val) algo minimum step 1550: {'min': 0.962646484375, 'score': 0.962646484375, 'examples_seen': 79760, 'step': 1550, 'algorithm': 'minimum'}
I0715 10:59:15.072226 130291845821952 run.py:723] (val) algo minimum step 1600: {'min': 0.95361328125, 'score': 0.95361328125, 'examples_seen': 82304, 'step': 1600, 'algorithm': 'minimum'}
I0715 10:59:16.817971 130291845821952 run.py:723] (val) algo minimum step 1650: {'min': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 84832, 'step': 1650, 'algorithm': 'minimum'}
I0715 10:59:18.570462 130291845821952 run.py:723] (val) algo minimum step 1700: {'min': 0.927001953125, 'score': 0.927001953125, 'examples_seen': 87472, 'step': 1700, 'algorithm': 'minimum'}
I0715 10:59:20.323667 130291845821952 run.py:723] (val) algo minimum step 1750: {'min': 0.915771484375, 'score': 0.915771484375, 'examples_seen': 90096, 'step': 1750, 'algorithm': 'minimum'}
I0715 10:59:22.073127 130291845821952 run.py:723] (val) algo minimum step 1800: {'min': 0.93212890625, 'score': 0.93212890625, 'examples_seen': 92656, 'step': 1800, 'algorithm': 'minimum'}
I0715 10:59:23.815248 130291845821952 run.py:723] (val) algo minimum step 1850: {'min': 0.94287109375, 'score': 0.94287109375, 'examples_seen': 95232, 'step': 1850, 'algorithm': 'minimum'}
I0715 10:59:25.551288 130291845821952 run.py:723] (val) algo minimum step 1900: {'min': 0.975341796875, 'score': 0.975341796875, 'examples_seen': 97776, 'step': 1900, 'algorithm': 'minimum'}
I0715 10:59:27.314818 130291845821952 run.py:723] (val) algo minimum step 1950: {'min': 0.968505859375, 'score': 0.968505859375, 'examples_seen': 100320, 'step': 1950, 'algorithm': 'minimum'}
I0715 10:59:29.075276 130291845821952 run.py:723] (val) algo minimum step 2000: {'min': 0.962158203125, 'score': 0.962158203125, 'examples_seen': 102848, 'step': 2000, 'algorithm': 'minimum'}
I0715 10:59:30.850926 130291845821952 run.py:723] (val) algo minimum step 2050: {'min': 0.95166015625, 'score': 0.95166015625, 'examples_seen': 105488, 'step': 2050, 'algorithm': 'minimum'}
I0715 10:59:32.622092 130291845821952 run.py:723] (val) algo minimum step 2100: {'min': 0.94677734375, 'score': 0.94677734375, 'examples_seen': 108096, 'step': 2100, 'algorithm': 'minimum'}
I0715 10:59:34.364185 130291845821952 run.py:723] (val) algo minimum step 2150: {'min': 0.976806640625, 'score': 0.976806640625, 'examples_seen': 110688, 'step': 2150, 'algorithm': 'minimum'}
I0715 10:59:36.128391 130291845821952 run.py:723] (val) algo minimum step 2200: {'min': 0.980224609375, 'score': 0.980224609375, 'examples_seen': 113232, 'step': 2200, 'algorithm': 'minimum'}
I0715 10:59:37.885310 130291845821952 run.py:723] (val) algo minimum step 2250: {'min': 0.885009765625, 'score': 0.885009765625, 'examples_seen': 115760, 'step': 2250, 'algorithm': 'minimum'}
I0715 10:59:39.624952 130291845821952 run.py:723] (val) algo minimum step 2300: {'min': 0.975341796875, 'score': 0.975341796875, 'examples_seen': 118336, 'step': 2300, 'algorithm': 'minimum'}
I0715 10:59:41.389656 130291845821952 run.py:723] (val) algo minimum step 2350: {'min': 0.977294921875, 'score': 0.977294921875, 'examples_seen': 120848, 'step': 2350, 'algorithm': 'minimum'}
I0715 10:59:43.150145 130291845821952 run.py:723] (val) algo minimum step 2400: {'min': 0.97802734375, 'score': 0.97802734375, 'examples_seen': 123488, 'step': 2400, 'algorithm': 'minimum'}
I0715 10:59:44.914747 130291845821952 run.py:723] (val) algo minimum step 2450: {'min': 0.958251953125, 'score': 0.958251953125, 'examples_seen': 126112, 'step': 2450, 'algorithm': 'minimum'}
I0715 10:59:46.664129 130291845821952 run.py:723] (val) algo minimum step 2500: {'min': 0.927978515625, 'score': 0.927978515625, 'examples_seen': 128656, 'step': 2500, 'algorithm': 'minimum'}
I0715 10:59:48.414216 130291845821952 run.py:723] (val) algo minimum step 2550: {'min': 0.953125, 'score': 0.953125, 'examples_seen': 131232, 'step': 2550, 'algorithm': 'minimum'}
I0715 10:59:50.153045 130291845821952 run.py:723] (val) algo minimum step 2600: {'min': 0.980712890625, 'score': 0.980712890625, 'examples_seen': 133760, 'step': 2600, 'algorithm': 'minimum'}
I0715 10:59:51.903291 130291845821952 run.py:723] (val) algo minimum step 2650: {'min': 0.927490234375, 'score': 0.927490234375, 'examples_seen': 136304, 'step': 2650, 'algorithm': 'minimum'}
I0715 10:59:53.655114 130291845821952 run.py:723] (val) algo minimum step 2700: {'min': 0.974853515625, 'score': 0.974853515625, 'examples_seen': 138848, 'step': 2700, 'algorithm': 'minimum'}
I0715 10:59:55.423949 130291845821952 run.py:723] (val) algo minimum step 2750: {'min': 0.93017578125, 'score': 0.93017578125, 'examples_seen': 141488, 'step': 2750, 'algorithm': 'minimum'}
I0715 10:59:57.169812 130291845821952 run.py:723] (val) algo minimum step 2800: {'min': 0.9609375, 'score': 0.9609375, 'examples_seen': 144112, 'step': 2800, 'algorithm': 'minimum'}
I0715 10:59:58.910880 130291845821952 run.py:723] (val) algo minimum step 2850: {'min': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 146672, 'step': 2850, 'algorithm': 'minimum'}
I0715 11:00:00.659415 130291845821952 run.py:723] (val) algo minimum step 2900: {'min': 0.94970703125, 'score': 0.94970703125, 'examples_seen': 149216, 'step': 2900, 'algorithm': 'minimum'}
I0715 11:00:02.625682 130291845821952 run.py:723] (val) algo minimum step 2950: {'min': 0.959716796875, 'score': 0.959716796875, 'examples_seen': 151776, 'step': 2950, 'algorithm': 'minimum'}
I0715 11:00:04.365167 130291845821952 run.py:723] (val) algo minimum step 3000: {'min': 0.98388671875, 'score': 0.98388671875, 'examples_seen': 154320, 'step': 3000, 'algorithm': 'minimum'}
I0715 11:00:06.129728 130291845821952 run.py:723] (val) algo minimum step 3050: {'min': 0.978515625, 'score': 0.978515625, 'examples_seen': 156832, 'step': 3050, 'algorithm': 'minimum'}
I0715 11:00:07.887392 130291845821952 run.py:723] (val) algo minimum step 3100: {'min': 0.954345703125, 'score': 0.954345703125, 'examples_seen': 159488, 'step': 3100, 'algorithm': 'minimum'}
I0715 11:00:09.649489 130291845821952 run.py:723] (val) algo minimum step 3150: {'min': 0.964599609375, 'score': 0.964599609375, 'examples_seen': 162112, 'step': 3150, 'algorithm': 'minimum'}
I0715 11:00:11.393399 130291845821952 run.py:723] (val) algo minimum step 3200: {'min': 0.968017578125, 'score': 0.968017578125, 'examples_seen': 164672, 'step': 3200, 'algorithm': 'minimum'}
I0715 11:00:13.131683 130291845821952 run.py:723] (val) algo minimum step 3250: {'min': 0.98046875, 'score': 0.98046875, 'examples_seen': 167248, 'step': 3250, 'algorithm': 'minimum'}
I0715 11:00:14.852011 130291845821952 run.py:723] (val) algo minimum step 3300: {'min': 0.983642578125, 'score': 0.983642578125, 'examples_seen': 169776, 'step': 3300, 'algorithm': 'minimum'}
I0715 11:00:16.590973 130291845821952 run.py:723] (val) algo minimum step 3350: {'min': 0.98193359375, 'score': 0.98193359375, 'examples_seen': 172336, 'step': 3350, 'algorithm': 'minimum'}
I0715 11:00:18.344514 130291845821952 run.py:723] (val) algo minimum step 3400: {'min': 0.968994140625, 'score': 0.968994140625, 'examples_seen': 174864, 'step': 3400, 'algorithm': 'minimum'}
I0715 11:00:20.082341 130291845821952 run.py:723] (val) algo minimum step 3450: {'min': 0.97607421875, 'score': 0.97607421875, 'examples_seen': 177504, 'step': 3450, 'algorithm': 'minimum'}
I0715 11:00:21.833375 130291845821952 run.py:723] (val) algo minimum step 3500: {'min': 0.96923828125, 'score': 0.96923828125, 'examples_seen': 180112, 'step': 3500, 'algorithm': 'minimum'}
I0715 11:00:23.561119 130291845821952 run.py:723] (val) algo minimum step 3550: {'min': 0.98046875, 'score': 0.98046875, 'examples_seen': 182672, 'step': 3550, 'algorithm': 'minimum'}
I0715 11:00:25.297651 130291845821952 run.py:723] (val) algo minimum step 3600: {'min': 0.96630859375, 'score': 0.96630859375, 'examples_seen': 185248, 'step': 3600, 'algorithm': 'minimum'}
I0715 11:00:27.031540 130291845821952 run.py:723] (val) algo minimum step 3650: {'min': 0.964111328125, 'score': 0.964111328125, 'examples_seen': 187776, 'step': 3650, 'algorithm': 'minimum'}
I0715 11:00:28.756247 130291845821952 run.py:723] (val) algo minimum step 3700: {'min': 0.95751953125, 'score': 0.95751953125, 'examples_seen': 190320, 'step': 3700, 'algorithm': 'minimum'}
I0715 11:00:30.495650 130291845821952 run.py:723] (val) algo minimum step 3750: {'min': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 192864, 'step': 3750, 'algorithm': 'minimum'}
I0715 11:00:32.260580 130291845821952 run.py:723] (val) algo minimum step 3800: {'min': 0.97705078125, 'score': 0.97705078125, 'examples_seen': 195504, 'step': 3800, 'algorithm': 'minimum'}
I0715 11:00:33.997211 130291845821952 run.py:723] (val) algo minimum step 3850: {'min': 0.972412109375, 'score': 0.972412109375, 'examples_seen': 198128, 'step': 3850, 'algorithm': 'minimum'}
I0715 11:00:35.718056 130291845821952 run.py:723] (val) algo minimum step 3900: {'min': 0.965576171875, 'score': 0.965576171875, 'examples_seen': 200672, 'step': 3900, 'algorithm': 'minimum'}
I0715 11:00:37.459982 130291845821952 run.py:723] (val) algo minimum step 3950: {'min': 0.951904296875, 'score': 0.951904296875, 'examples_seen': 203232, 'step': 3950, 'algorithm': 'minimum'}
I0715 11:00:39.194986 130291845821952 run.py:723] (val) algo minimum step 4000: {'min': 0.953369140625, 'score': 0.953369140625, 'examples_seen': 205792, 'step': 4000, 'algorithm': 'minimum'}
I0715 11:00:40.936926 130291845821952 run.py:723] (val) algo minimum step 4050: {'min': 0.978759765625, 'score': 0.978759765625, 'examples_seen': 208320, 'step': 4050, 'algorithm': 'minimum'}
I0715 11:00:42.682885 130291845821952 run.py:723] (val) algo minimum step 4100: {'min': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 210848, 'step': 4100, 'algorithm': 'minimum'}
I0715 11:00:44.446806 130291845821952 run.py:723] (val) algo minimum step 4150: {'min': 0.94677734375, 'score': 0.94677734375, 'examples_seen': 213520, 'step': 4150, 'algorithm': 'minimum'}
I0715 11:00:46.203236 130291845821952 run.py:723] (val) algo minimum step 4200: {'min': 0.9609375, 'score': 0.9609375, 'examples_seen': 216112, 'step': 4200, 'algorithm': 'minimum'}
I0715 11:00:47.935170 130291845821952 run.py:723] (val) algo minimum step 4250: {'min': 0.95361328125, 'score': 0.95361328125, 'examples_seen': 218688, 'step': 4250, 'algorithm': 'minimum'}
I0715 11:00:49.679207 130291845821952 run.py:723] (val) algo minimum step 4300: {'min': 0.98583984375, 'score': 0.98583984375, 'examples_seen': 221248, 'step': 4300, 'algorithm': 'minimum'}
I0715 11:00:51.438318 130291845821952 run.py:723] (val) algo minimum step 4350: {'min': 0.9765625, 'score': 0.9765625, 'examples_seen': 223792, 'step': 4350, 'algorithm': 'minimum'}
I0715 11:00:53.163174 130291845821952 run.py:723] (val) algo minimum step 4400: {'min': 0.97265625, 'score': 0.97265625, 'examples_seen': 226352, 'step': 4400, 'algorithm': 'minimum'}
I0715 11:00:54.897435 130291845821952 run.py:723] (val) algo minimum step 4450: {'min': 0.970458984375, 'score': 0.970458984375, 'examples_seen': 228880, 'step': 4450, 'algorithm': 'minimum'}
I0715 11:00:56.657268 130291845821952 run.py:723] (val) algo minimum step 4500: {'min': 0.956787109375, 'score': 0.956787109375, 'examples_seen': 231504, 'step': 4500, 'algorithm': 'minimum'}
I0715 11:00:58.402255 130291845821952 run.py:723] (val) algo minimum step 4550: {'min': 0.968505859375, 'score': 0.968505859375, 'examples_seen': 234128, 'step': 4550, 'algorithm': 'minimum'}
I0715 11:01:00.146769 130291845821952 run.py:723] (val) algo minimum step 4600: {'min': 0.934326171875, 'score': 0.934326171875, 'examples_seen': 236688, 'step': 4600, 'algorithm': 'minimum'}
I0715 11:01:01.892552 130291845821952 run.py:723] (val) algo minimum step 4650: {'min': 0.98779296875, 'score': 0.98779296875, 'examples_seen': 239264, 'step': 4650, 'algorithm': 'minimum'}
I0715 11:01:03.648080 130291845821952 run.py:723] (val) algo minimum step 4700: {'min': 0.961181640625, 'score': 0.961181640625, 'examples_seen': 241792, 'step': 4700, 'algorithm': 'minimum'}
I0715 11:01:05.389351 130291845821952 run.py:723] (val) algo minimum step 4750: {'min': 0.97802734375, 'score': 0.97802734375, 'examples_seen': 244336, 'step': 4750, 'algorithm': 'minimum'}
I0715 11:01:07.126818 130291845821952 run.py:723] (val) algo minimum step 4800: {'min': 0.944091796875, 'score': 0.944091796875, 'examples_seen': 246880, 'step': 4800, 'algorithm': 'minimum'}
I0715 11:01:08.885790 130291845821952 run.py:723] (val) algo minimum step 4850: {'min': 0.988525390625, 'score': 0.988525390625, 'examples_seen': 249520, 'step': 4850, 'algorithm': 'minimum'}
I0715 11:01:10.649587 130291845821952 run.py:723] (val) algo minimum step 4900: {'min': 0.97900390625, 'score': 0.97900390625, 'examples_seen': 252128, 'step': 4900, 'algorithm': 'minimum'}
I0715 11:01:12.401192 130291845821952 run.py:723] (val) algo minimum step 4950: {'min': 0.986083984375, 'score': 0.986083984375, 'examples_seen': 254688, 'step': 4950, 'algorithm': 'minimum'}
I0715 11:01:14.131814 130291845821952 run.py:723] (val) algo minimum step 5000: {'min': 0.93798828125, 'score': 0.93798828125, 'examples_seen': 257264, 'step': 5000, 'algorithm': 'minimum'}
I0715 11:01:15.872382 130291845821952 run.py:723] (val) algo minimum step 5050: {'min': 0.984130859375, 'score': 0.984130859375, 'examples_seen': 259792, 'step': 5050, 'algorithm': 'minimum'}
I0715 11:01:17.614597 130291845821952 run.py:723] (val) algo minimum step 5100: {'min': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 262336, 'step': 5100, 'algorithm': 'minimum'}
I0715 11:01:19.347359 130291845821952 run.py:723] (val) algo minimum step 5150: {'min': 0.96435546875, 'score': 0.96435546875, 'examples_seen': 264880, 'step': 5150, 'algorithm': 'minimum'}
I0715 11:01:21.101571 130291845821952 run.py:723] (val) algo minimum step 5200: {'min': 0.981689453125, 'score': 0.981689453125, 'examples_seen': 267520, 'step': 5200, 'algorithm': 'minimum'}
I0715 11:01:22.849823 130291845821952 run.py:723] (val) algo minimum step 5250: {'min': 0.955078125, 'score': 0.955078125, 'examples_seen': 270128, 'step': 5250, 'algorithm': 'minimum'}
I0715 11:01:24.579066 130291845821952 run.py:723] (val) algo minimum step 5300: {'min': 0.92333984375, 'score': 0.92333984375, 'examples_seen': 272688, 'step': 5300, 'algorithm': 'minimum'}
I0715 11:01:26.315391 130291845821952 run.py:723] (val) algo minimum step 5350: {'min': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 275248, 'step': 5350, 'algorithm': 'minimum'}
I0715 11:01:28.060647 130291845821952 run.py:723] (val) algo minimum step 5400: {'min': 0.959228515625, 'score': 0.959228515625, 'examples_seen': 277792, 'step': 5400, 'algorithm': 'minimum'}
I0715 11:01:29.806715 130291845821952 run.py:723] (val) algo minimum step 5450: {'min': 0.974609375, 'score': 0.974609375, 'examples_seen': 280352, 'step': 5450, 'algorithm': 'minimum'}
I0715 11:01:31.547332 130291845821952 run.py:723] (val) algo minimum step 5500: {'min': 0.96240234375, 'score': 0.96240234375, 'examples_seen': 282864, 'step': 5500, 'algorithm': 'minimum'}
I0715 11:01:33.297966 130291845821952 run.py:723] (val) algo minimum step 5550: {'min': 0.990478515625, 'score': 0.990478515625, 'examples_seen': 285504, 'step': 5550, 'algorithm': 'minimum'}
I0715 11:01:35.068698 130291845821952 run.py:723] (val) algo minimum step 5600: {'min': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 288128, 'step': 5600, 'algorithm': 'minimum'}
I0715 11:01:36.802814 130291845821952 run.py:723] (val) algo minimum step 5650: {'min': 0.96923828125, 'score': 0.96923828125, 'examples_seen': 290688, 'step': 5650, 'algorithm': 'minimum'}
I0715 11:01:38.539176 130291845821952 run.py:723] (val) algo minimum step 5700: {'min': 0.95947265625, 'score': 0.95947265625, 'examples_seen': 293280, 'step': 5700, 'algorithm': 'minimum'}
I0715 11:01:40.274147 130291845821952 run.py:723] (val) algo minimum step 5750: {'min': 0.95458984375, 'score': 0.95458984375, 'examples_seen': 295808, 'step': 5750, 'algorithm': 'minimum'}
I0715 11:01:42.013318 130291845821952 run.py:723] (val) algo minimum step 5800: {'min': 0.951171875, 'score': 0.951171875, 'examples_seen': 298352, 'step': 5800, 'algorithm': 'minimum'}
I0715 11:01:43.761412 130291845821952 run.py:723] (val) algo minimum step 5850: {'min': 0.984375, 'score': 0.984375, 'examples_seen': 300896, 'step': 5850, 'algorithm': 'minimum'}
I0715 11:01:45.506656 130291845821952 run.py:723] (val) algo minimum step 5900: {'min': 0.98828125, 'score': 0.98828125, 'examples_seen': 303520, 'step': 5900, 'algorithm': 'minimum'}
I0715 11:01:47.249231 130291845821952 run.py:723] (val) algo minimum step 5950: {'min': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 306144, 'step': 5950, 'algorithm': 'minimum'}
I0715 11:01:48.986742 130291845821952 run.py:723] (val) algo minimum step 6000: {'min': 0.952392578125, 'score': 0.952392578125, 'examples_seen': 308720, 'step': 6000, 'algorithm': 'minimum'}
I0715 11:01:50.728197 130291845821952 run.py:723] (val) algo minimum step 6050: {'min': 0.93359375, 'score': 0.93359375, 'examples_seen': 311264, 'step': 6050, 'algorithm': 'minimum'}
I0715 11:01:52.455017 130291845821952 run.py:723] (val) algo minimum step 6100: {'min': 0.976318359375, 'score': 0.976318359375, 'examples_seen': 313808, 'step': 6100, 'algorithm': 'minimum'}
I0715 11:01:54.194584 130291845821952 run.py:723] (val) algo minimum step 6150: {'min': 0.962646484375, 'score': 0.962646484375, 'examples_seen': 316368, 'step': 6150, 'algorithm': 'minimum'}
I0715 11:01:55.924019 130291845821952 run.py:723] (val) algo minimum step 6200: {'min': 0.98681640625, 'score': 0.98681640625, 'examples_seen': 318880, 'step': 6200, 'algorithm': 'minimum'}
I0715 11:01:57.669599 130291845821952 run.py:723] (val) algo minimum step 6250: {'min': 0.98876953125, 'score': 0.98876953125, 'examples_seen': 321536, 'step': 6250, 'algorithm': 'minimum'}
I0715 11:01:59.418241 130291845821952 run.py:723] (val) algo minimum step 6300: {'min': 0.977294921875, 'score': 0.977294921875, 'examples_seen': 324128, 'step': 6300, 'algorithm': 'minimum'}
I0715 11:02:01.154857 130291845821952 run.py:723] (val) algo minimum step 6350: {'min': 0.98486328125, 'score': 0.98486328125, 'examples_seen': 326704, 'step': 6350, 'algorithm': 'minimum'}
I0715 11:02:02.894204 130291845821952 run.py:723] (val) algo minimum step 6400: {'min': 0.935302734375, 'score': 0.935302734375, 'examples_seen': 329264, 'step': 6400, 'algorithm': 'minimum'}
I0715 11:02:04.630275 130291845821952 run.py:723] (val) algo minimum step 6450: {'min': 0.97265625, 'score': 0.97265625, 'examples_seen': 331792, 'step': 6450, 'algorithm': 'minimum'}
I0715 11:02:06.366732 130291845821952 run.py:723] (val) algo minimum step 6500: {'min': 0.986328125, 'score': 0.986328125, 'examples_seen': 334352, 'step': 6500, 'algorithm': 'minimum'}
I0715 11:02:08.101929 130291845821952 run.py:723] (val) algo minimum step 6550: {'min': 0.959228515625, 'score': 0.959228515625, 'examples_seen': 336880, 'step': 6550, 'algorithm': 'minimum'}
I0715 11:02:09.853848 130291845821952 run.py:723] (val) algo minimum step 6600: {'min': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 339520, 'step': 6600, 'algorithm': 'minimum'}
I0715 11:02:11.603580 130291845821952 run.py:723] (val) algo minimum step 6650: {'min': 0.989013671875, 'score': 0.989013671875, 'examples_seen': 342144, 'step': 6650, 'algorithm': 'minimum'}
I0715 11:02:13.328200 130291845821952 run.py:723] (val) algo minimum step 6700: {'min': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 344704, 'step': 6700, 'algorithm': 'minimum'}
I0715 11:02:15.063755 130291845821952 run.py:723] (val) algo minimum step 6750: {'min': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 347280, 'step': 6750, 'algorithm': 'minimum'}
I0715 11:02:16.815056 130291845821952 run.py:723] (val) algo minimum step 6800: {'min': 0.978271484375, 'score': 0.978271484375, 'examples_seen': 349824, 'step': 6800, 'algorithm': 'minimum'}
I0715 11:02:18.546786 130291845821952 run.py:723] (val) algo minimum step 6850: {'min': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 352368, 'step': 6850, 'algorithm': 'minimum'}
I0715 11:02:20.296393 130291845821952 run.py:723] (val) algo minimum step 6900: {'min': 0.978515625, 'score': 0.978515625, 'examples_seen': 354896, 'step': 6900, 'algorithm': 'minimum'}
I0715 11:02:22.058964 130291845821952 run.py:723] (val) algo minimum step 6950: {'min': 0.96435546875, 'score': 0.96435546875, 'examples_seen': 357536, 'step': 6950, 'algorithm': 'minimum'}
I0715 11:02:23.806280 130291845821952 run.py:723] (val) algo minimum step 7000: {'min': 0.990966796875, 'score': 0.990966796875, 'examples_seen': 360176, 'step': 7000, 'algorithm': 'minimum'}
I0715 11:02:25.572434 130291845821952 run.py:723] (val) algo minimum step 7050: {'min': 0.968994140625, 'score': 0.968994140625, 'examples_seen': 362720, 'step': 7050, 'algorithm': 'minimum'}
I0715 11:02:27.309800 130291845821952 run.py:723] (val) algo minimum step 7100: {'min': 0.99267578125, 'score': 0.99267578125, 'examples_seen': 365280, 'step': 7100, 'algorithm': 'minimum'}
I0715 11:02:29.054109 130291845821952 run.py:723] (val) algo minimum step 7150: {'min': 0.9765625, 'score': 0.9765625, 'examples_seen': 367824, 'step': 7150, 'algorithm': 'minimum'}
