I0715 11:50:49.052280 140347114280448 run.py:723] (val) algo quickselect step 0: {'median': 0.025146484375, 'score': 0.025146484375, 'examples_seen': 46, 'step': 0, 'algorithm': 'quickselect'}
I0715 11:58:33.170743 140347114280448 run.py:723] (val) algo quickselect step 2100: {'median': 0.14697265625, 'score': 0.14697265625, 'examples_seen': 67907, 'step': 2100, 'algorithm': 'quickselect'}
I0715 11:58:42.104459 140347114280448 run.py:723] (val) algo quickselect step 2150: {'median': 0.194580078125, 'score': 0.194580078125, 'examples_seen': 69528, 'step': 2150, 'algorithm': 'quickselect'}
I0715 11:58:50.959197 140347114280448 run.py:723] (val) algo quickselect step 2200: {'median': 0.11328125, 'score': 0.11328125, 'examples_seen': 71127, 'step': 2200, 'algorithm': 'quickselect'}
I0715 11:58:59.835524 140347114280448 run.py:723] (val) algo quickselect step 2250: {'median': 0.1162109375, 'score': 0.1162109375, 'examples_seen': 72720, 'step': 2250, 'algorithm': 'quickselect'}
I0715 11:59:08.673173 140347114280448 run.py:723] (val) algo quickselect step 2300: {'median': 0.20166015625, 'score': 0.20166015625, 'examples_seen': 74319, 'step': 2300, 'algorithm': 'quickselect'}
I0715 11:59:17.573208 140347114280448 run.py:723] (val) algo quickselect step 2350: {'median': 0.14453125, 'score': 0.14453125, 'examples_seen': 75922, 'step': 2350, 'algorithm': 'quickselect'}
I0715 11:59:26.521416 140347114280448 run.py:723] (val) algo quickselect step 2400: {'median': 0.11865234375, 'score': 0.11865234375, 'examples_seen': 77601, 'step': 2400, 'algorithm': 'quickselect'}
I0715 11:59:35.409864 140347114280448 run.py:723] (val) algo quickselect step 2450: {'median': 0.21923828125, 'score': 0.21923828125, 'examples_seen': 79240, 'step': 2450, 'algorithm': 'quickselect'}
I0715 11:59:44.268588 140347114280448 run.py:723] (val) algo quickselect step 2500: {'median': 0.124755859375, 'score': 0.124755859375, 'examples_seen': 80842, 'step': 2500, 'algorithm': 'quickselect'}
I0715 11:59:53.167806 140347114280448 run.py:723] (val) algo quickselect step 2550: {'median': 0.124267578125, 'score': 0.124267578125, 'examples_seen': 82446, 'step': 2550, 'algorithm': 'quickselect'}
I0715 12:00:01.969905 140347114280448 run.py:723] (val) algo quickselect step 2600: {'median': 0.162353515625, 'score': 0.162353515625, 'examples_seen': 84033, 'step': 2600, 'algorithm': 'quickselect'}
I0715 12:00:10.947458 140347114280448 run.py:723] (val) algo quickselect step 2650: {'median': 0.211181640625, 'score': 0.211181640625, 'examples_seen': 85629, 'step': 2650, 'algorithm': 'quickselect'}
I0715 12:00:19.855175 140347114280448 run.py:723] (val) algo quickselect step 2700: {'median': 0.2216796875, 'score': 0.2216796875, 'examples_seen': 87219, 'step': 2700, 'algorithm': 'quickselect'}
I0715 12:00:28.808233 140347114280448 run.py:723] (val) algo quickselect step 2750: {'median': 0.236328125, 'score': 0.236328125, 'examples_seen': 88901, 'step': 2750, 'algorithm': 'quickselect'}
I0715 12:00:37.721930 140347114280448 run.py:723] (val) algo quickselect step 2800: {'median': 0.229736328125, 'score': 0.229736328125, 'examples_seen': 90553, 'step': 2800, 'algorithm': 'quickselect'}
I0715 12:00:46.599410 140347114280448 run.py:723] (val) algo quickselect step 2850: {'median': 0.229736328125, 'score': 0.229736328125, 'examples_seen': 92169, 'step': 2850, 'algorithm': 'quickselect'}
I0715 12:00:55.452423 140347114280448 run.py:723] (val) algo quickselect step 2900: {'median': 0.1845703125, 'score': 0.1845703125, 'examples_seen': 93760, 'step': 2900, 'algorithm': 'quickselect'}
I0715 12:01:04.306299 140347114280448 run.py:723] (val) algo quickselect step 2950: {'median': 0.2255859375, 'score': 0.2255859375, 'examples_seen': 95361, 'step': 2950, 'algorithm': 'quickselect'}
I0715 12:01:13.198313 140347114280448 run.py:723] (val) algo quickselect step 3000: {'median': 0.201416015625, 'score': 0.201416015625, 'examples_seen': 96964, 'step': 3000, 'algorithm': 'quickselect'}
I0715 12:01:22.099606 140347114280448 run.py:723] (val) algo quickselect step 3050: {'median': 0.248046875, 'score': 0.248046875, 'examples_seen': 98545, 'step': 3050, 'algorithm': 'quickselect'}
I0715 12:01:31.057219 140347114280448 run.py:723] (val) algo quickselect step 3100: {'median': 0.229736328125, 'score': 0.229736328125, 'examples_seen': 100240, 'step': 3100, 'algorithm': 'quickselect'}
I0715 12:01:39.964583 140347114280448 run.py:723] (val) algo quickselect step 3150: {'median': 0.2041015625, 'score': 0.2041015625, 'examples_seen': 101873, 'step': 3150, 'algorithm': 'quickselect'}
I0715 12:01:48.826639 140347114280448 run.py:723] (val) algo quickselect step 3200: {'median': 0.18994140625, 'score': 0.18994140625, 'examples_seen': 103477, 'step': 3200, 'algorithm': 'quickselect'}
I0715 12:01:57.747378 140347114280448 run.py:723] (val) algo quickselect step 3250: {'median': 0.237060546875, 'score': 0.237060546875, 'examples_seen': 105081, 'step': 3250, 'algorithm': 'quickselect'}
I0715 12:02:06.607384 140347114280448 run.py:723] (val) algo quickselect step 3300: {'median': 0.17041015625, 'score': 0.17041015625, 'examples_seen': 106693, 'step': 3300, 'algorithm': 'quickselect'}
I0715 12:02:15.516188 140347114280448 run.py:723] (val) algo quickselect step 3350: {'median': 0.291015625, 'score': 0.291015625, 'examples_seen': 108284, 'step': 3350, 'algorithm': 'quickselect'}
I0715 12:02:24.393690 140347114280448 run.py:723] (val) algo quickselect step 3400: {'median': 0.23388671875, 'score': 0.23388671875, 'examples_seen': 109876, 'step': 3400, 'algorithm': 'quickselect'}
I0715 12:02:33.252149 140347114280448 run.py:723] (val) algo quickselect step 3450: {'median': 0.29931640625, 'score': 0.29931640625, 'examples_seen': 111568, 'step': 3450, 'algorithm': 'quickselect'}
I0715 12:02:42.184144 140347114280448 run.py:723] (val) algo quickselect step 3500: {'median': 0.230224609375, 'score': 0.230224609375, 'examples_seen': 113210, 'step': 3500, 'algorithm': 'quickselect'}
I0715 12:02:51.116918 140347114280448 run.py:723] (val) algo quickselect step 3550: {'median': 0.30029296875, 'score': 0.30029296875, 'examples_seen': 114837, 'step': 3550, 'algorithm': 'quickselect'}
I0715 12:03:00.015548 140347114280448 run.py:723] (val) algo quickselect step 3600: {'median': 0.313720703125, 'score': 0.313720703125, 'examples_seen': 116452, 'step': 3600, 'algorithm': 'quickselect'}
I0715 12:03:08.969960 140347114280448 run.py:723] (val) algo quickselect step 3650: {'median': 0.164306640625, 'score': 0.164306640625, 'examples_seen': 118059, 'step': 3650, 'algorithm': 'quickselect'}
I0715 12:03:17.839346 140347114280448 run.py:723] (val) algo quickselect step 3700: {'median': 0.230224609375, 'score': 0.230224609375, 'examples_seen': 119646, 'step': 3700, 'algorithm': 'quickselect'}
I0715 12:03:26.796587 140347114280448 run.py:723] (val) algo quickselect step 3750: {'median': 0.225341796875, 'score': 0.225341796875, 'examples_seen': 121242, 'step': 3750, 'algorithm': 'quickselect'}
I0715 12:03:35.747193 140347114280448 run.py:723] (val) algo quickselect step 3800: {'median': 0.18212890625, 'score': 0.18212890625, 'examples_seen': 122929, 'step': 3800, 'algorithm': 'quickselect'}
I0715 12:03:44.627054 140347114280448 run.py:723] (val) algo quickselect step 3850: {'median': 0.212890625, 'score': 0.212890625, 'examples_seen': 124559, 'step': 3850, 'algorithm': 'quickselect'}
I0715 12:03:53.489398 140347114280448 run.py:723] (val) algo quickselect step 3900: {'median': 0.14111328125, 'score': 0.14111328125, 'examples_seen': 126160, 'step': 3900, 'algorithm': 'quickselect'}
I0715 12:04:02.363188 140347114280448 run.py:723] (val) algo quickselect step 3950: {'median': 0.261962890625, 'score': 0.261962890625, 'examples_seen': 127760, 'step': 3950, 'algorithm': 'quickselect'}
I0715 12:04:11.261965 140347114280448 run.py:723] (val) algo quickselect step 4000: {'median': 0.239990234375, 'score': 0.239990234375, 'examples_seen': 129362, 'step': 4000, 'algorithm': 'quickselect'}
I0715 12:04:20.091225 140347114280448 run.py:723] (val) algo quickselect step 4050: {'median': 0.340576171875, 'score': 0.340576171875, 'examples_seen': 130946, 'step': 4050, 'algorithm': 'quickselect'}
I0715 12:04:28.972975 140347114280448 run.py:723] (val) algo quickselect step 4100: {'median': 0.316162109375, 'score': 0.316162109375, 'examples_seen': 132502, 'step': 4100, 'algorithm': 'quickselect'}
I0715 12:04:37.889442 140347114280448 run.py:723] (val) algo quickselect step 4150: {'median': 0.22265625, 'score': 0.22265625, 'examples_seen': 134189, 'step': 4150, 'algorithm': 'quickselect'}
I0715 12:04:46.779511 140347114280448 run.py:723] (val) algo quickselect step 4200: {'median': 0.1689453125, 'score': 0.1689453125, 'examples_seen': 135817, 'step': 4200, 'algorithm': 'quickselect'}
I0715 12:04:55.670937 140347114280448 run.py:723] (val) algo quickselect step 4250: {'median': 0.32275390625, 'score': 0.32275390625, 'examples_seen': 137434, 'step': 4250, 'algorithm': 'quickselect'}
I0715 12:05:04.557736 140347114280448 run.py:723] (val) algo quickselect step 4300: {'median': 0.30322265625, 'score': 0.30322265625, 'examples_seen': 139044, 'step': 4300, 'algorithm': 'quickselect'}
I0715 12:05:13.380280 140347114280448 run.py:723] (val) algo quickselect step 4350: {'median': 0.318359375, 'score': 0.318359375, 'examples_seen': 140610, 'step': 4350, 'algorithm': 'quickselect'}
I0715 12:05:22.280161 140347114280448 run.py:723] (val) algo quickselect step 4400: {'median': 0.28857421875, 'score': 0.28857421875, 'examples_seen': 142193, 'step': 4400, 'algorithm': 'quickselect'}
I0715 12:05:31.190498 140347114280448 run.py:723] (val) algo quickselect step 4450: {'median': 0.28662109375, 'score': 0.28662109375, 'examples_seen': 143774, 'step': 4450, 'algorithm': 'quickselect'}
I0715 12:05:40.133414 140347114280448 run.py:723] (val) algo quickselect step 4500: {'median': 0.3515625, 'score': 0.3515625, 'examples_seen': 145472, 'step': 4500, 'algorithm': 'quickselect'}
I0715 12:05:49.047293 140347114280448 run.py:723] (val) algo quickselect step 4550: {'median': 0.2353515625, 'score': 0.2353515625, 'examples_seen': 147128, 'step': 4550, 'algorithm': 'quickselect'}
I0715 12:05:57.951131 140347114280448 run.py:723] (val) algo quickselect step 4600: {'median': 0.27734375, 'score': 0.27734375, 'examples_seen': 148731, 'step': 4600, 'algorithm': 'quickselect'}
I0715 12:06:06.826779 140347114280448 run.py:723] (val) algo quickselect step 4650: {'median': 0.296142578125, 'score': 0.296142578125, 'examples_seen': 150349, 'step': 4650, 'algorithm': 'quickselect'}
I0715 12:06:15.723653 140347114280448 run.py:723] (val) algo quickselect step 4700: {'median': 0.25, 'score': 0.25, 'examples_seen': 151923, 'step': 4700, 'algorithm': 'quickselect'}
I0715 12:06:24.604912 140347114280448 run.py:723] (val) algo quickselect step 4750: {'median': 0.281982421875, 'score': 0.281982421875, 'examples_seen': 153491, 'step': 4750, 'algorithm': 'quickselect'}
I0715 12:06:33.585259 140347114280448 run.py:723] (val) algo quickselect step 4800: {'median': 0.30126953125, 'score': 0.30126953125, 'examples_seen': 155084, 'step': 4800, 'algorithm': 'quickselect'}
I0715 12:06:42.537028 140347114280448 run.py:723] (val) algo quickselect step 4850: {'median': 0.287841796875, 'score': 0.287841796875, 'examples_seen': 156776, 'step': 4850, 'algorithm': 'quickselect'}
I0715 12:06:51.424012 140347114280448 run.py:723] (val) algo quickselect step 4900: {'median': 0.290771484375, 'score': 0.290771484375, 'examples_seen': 158405, 'step': 4900, 'algorithm': 'quickselect'}
I0715 12:07:00.369217 140347114280448 run.py:723] (val) algo quickselect step 4950: {'median': 0.188232421875, 'score': 0.188232421875, 'examples_seen': 160029, 'step': 4950, 'algorithm': 'quickselect'}
I0715 12:07:09.233826 140347114280448 run.py:723] (val) algo quickselect step 5000: {'median': 0.22412109375, 'score': 0.22412109375, 'examples_seen': 161635, 'step': 5000, 'algorithm': 'quickselect'}
I0715 12:07:18.085413 140347114280448 run.py:723] (val) algo quickselect step 5050: {'median': 0.160888671875, 'score': 0.160888671875, 'examples_seen': 163220, 'step': 5050, 'algorithm': 'quickselect'}
I0715 12:07:27.010674 140347114280448 run.py:723] (val) algo quickselect step 5100: {'median': 0.230712890625, 'score': 0.230712890625, 'examples_seen': 164818, 'step': 5100, 'algorithm': 'quickselect'}
I0715 12:07:35.912309 140347114280448 run.py:723] (val) algo quickselect step 5150: {'median': 0.3037109375, 'score': 0.3037109375, 'examples_seen': 166390, 'step': 5150, 'algorithm': 'quickselect'}
I0715 12:07:45.083009 140347114280448 run.py:723] (val) algo quickselect step 5200: {'median': 0.253662109375, 'score': 0.253662109375, 'examples_seen': 168070, 'step': 5200, 'algorithm': 'quickselect'}
I0715 12:07:53.946976 140347114280448 run.py:723] (val) algo quickselect step 5250: {'median': 0.322998046875, 'score': 0.322998046875, 'examples_seen': 169714, 'step': 5250, 'algorithm': 'quickselect'}
I0715 12:08:02.793421 140347114280448 run.py:723] (val) algo quickselect step 5300: {'median': 0.239501953125, 'score': 0.239501953125, 'examples_seen': 171322, 'step': 5300, 'algorithm': 'quickselect'}
I0715 12:08:11.642814 140347114280448 run.py:723] (val) algo quickselect step 5350: {'median': 0.1953125, 'score': 0.1953125, 'examples_seen': 172933, 'step': 5350, 'algorithm': 'quickselect'}
I0715 12:08:20.534091 140347114280448 run.py:723] (val) algo quickselect step 5400: {'median': 0.13330078125, 'score': 0.13330078125, 'examples_seen': 174535, 'step': 5400, 'algorithm': 'quickselect'}
I0715 12:08:29.406152 140347114280448 run.py:723] (val) algo quickselect step 5450: {'median': 0.193115234375, 'score': 0.193115234375, 'examples_seen': 176146, 'step': 5450, 'algorithm': 'quickselect'}
I0715 12:08:38.317256 140347114280448 run.py:723] (val) algo quickselect step 5500: {'median': 0.140869140625, 'score': 0.140869140625, 'examples_seen': 177726, 'step': 5500, 'algorithm': 'quickselect'}
I0715 12:08:47.236079 140347114280448 run.py:723] (val) algo quickselect step 5550: {'median': 0.208984375, 'score': 0.208984375, 'examples_seen': 179409, 'step': 5550, 'algorithm': 'quickselect'}
I0715 12:08:56.115492 140347114280448 run.py:723] (val) algo quickselect step 5600: {'median': 0.217529296875, 'score': 0.217529296875, 'examples_seen': 181053, 'step': 5600, 'algorithm': 'quickselect'}
I0715 12:09:04.996070 140347114280448 run.py:723] (val) algo quickselect step 5650: {'median': 0.334228515625, 'score': 0.334228515625, 'examples_seen': 182671, 'step': 5650, 'algorithm': 'quickselect'}
I0715 12:09:13.828768 140347114280448 run.py:723] (val) algo quickselect step 5700: {'median': 0.2919921875, 'score': 0.2919921875, 'examples_seen': 184253, 'step': 5700, 'algorithm': 'quickselect'}
I0715 12:09:22.737080 140347114280448 run.py:723] (val) algo quickselect step 5750: {'median': 0.242431640625, 'score': 0.242431640625, 'examples_seen': 185836, 'step': 5750, 'algorithm': 'quickselect'}
I0715 12:09:31.581897 140347114280448 run.py:723] (val) algo quickselect step 5800: {'median': 0.30712890625, 'score': 0.30712890625, 'examples_seen': 187413, 'step': 5800, 'algorithm': 'quickselect'}
I0715 12:09:40.552063 140347114280448 run.py:723] (val) algo quickselect step 5850: {'median': 0.221435546875, 'score': 0.221435546875, 'examples_seen': 188997, 'step': 5850, 'algorithm': 'quickselect'}
I0715 12:09:49.442546 140347114280448 run.py:723] (val) algo quickselect step 5900: {'median': 0.229736328125, 'score': 0.229736328125, 'examples_seen': 190694, 'step': 5900, 'algorithm': 'quickselect'}
I0715 12:09:58.349038 140347114280448 run.py:723] (val) algo quickselect step 5950: {'median': 0.269775390625, 'score': 0.269775390625, 'examples_seen': 192329, 'step': 5950, 'algorithm': 'quickselect'}
I0715 12:10:07.234037 140347114280448 run.py:723] (val) algo quickselect step 6000: {'median': 0.21630859375, 'score': 0.21630859375, 'examples_seen': 193942, 'step': 6000, 'algorithm': 'quickselect'}
I0715 12:10:16.129841 140347114280448 run.py:723] (val) algo quickselect step 6050: {'median': 0.18798828125, 'score': 0.18798828125, 'examples_seen': 195545, 'step': 6050, 'algorithm': 'quickselect'}
I0715 12:10:25.001284 140347114280448 run.py:723] (val) algo quickselect step 6100: {'median': 0.21337890625, 'score': 0.21337890625, 'examples_seen': 197150, 'step': 6100, 'algorithm': 'quickselect'}
I0715 12:10:33.901854 140347114280448 run.py:723] (val) algo quickselect step 6150: {'median': 0.33447265625, 'score': 0.33447265625, 'examples_seen': 198720, 'step': 6150, 'algorithm': 'quickselect'}
I0715 12:10:42.830191 140347114280448 run.py:723] (val) algo quickselect step 6200: {'median': 0.24072265625, 'score': 0.24072265625, 'examples_seen': 200319, 'step': 6200, 'algorithm': 'quickselect'}
I0715 12:10:51.760294 140347114280448 run.py:723] (val) algo quickselect step 6250: {'median': 0.216064453125, 'score': 0.216064453125, 'examples_seen': 202013, 'step': 6250, 'algorithm': 'quickselect'}
I0715 12:11:00.614378 140347114280448 run.py:723] (val) algo quickselect step 6300: {'median': 0.2978515625, 'score': 0.2978515625, 'examples_seen': 203632, 'step': 6300, 'algorithm': 'quickselect'}
I0715 12:11:09.552054 140347114280448 run.py:723] (val) algo quickselect step 6350: {'median': 0.352783203125, 'score': 0.352783203125, 'examples_seen': 205239, 'step': 6350, 'algorithm': 'quickselect'}
I0715 12:11:18.468011 140347114280448 run.py:723] (val) algo quickselect step 6400: {'median': 0.201904296875, 'score': 0.201904296875, 'examples_seen': 206847, 'step': 6400, 'algorithm': 'quickselect'}
I0715 12:11:27.344293 140347114280448 run.py:723] (val) algo quickselect step 6450: {'median': 0.22265625, 'score': 0.22265625, 'examples_seen': 208441, 'step': 6450, 'algorithm': 'quickselect'}
I0715 12:11:36.203370 140347114280448 run.py:723] (val) algo quickselect step 6500: {'median': 0.16650390625, 'score': 0.16650390625, 'examples_seen': 210064, 'step': 6500, 'algorithm': 'quickselect'}
I0715 12:11:45.094156 140347114280448 run.py:723] (val) algo quickselect step 6550: {'median': 0.2109375, 'score': 0.2109375, 'examples_seen': 211631, 'step': 6550, 'algorithm': 'quickselect'}
I0715 12:11:53.978668 140347114280448 run.py:723] (val) algo quickselect step 6600: {'median': 0.355224609375, 'score': 0.355224609375, 'examples_seen': 213334, 'step': 6600, 'algorithm': 'quickselect'}
I0715 12:12:02.863901 140347114280448 run.py:723] (val) algo quickselect step 6650: {'median': 0.22216796875, 'score': 0.22216796875, 'examples_seen': 214950, 'step': 6650, 'algorithm': 'quickselect'}
I0715 12:12:11.753851 140347114280448 run.py:723] (val) algo quickselect step 6700: {'median': 0.1796875, 'score': 0.1796875, 'examples_seen': 216539, 'step': 6700, 'algorithm': 'quickselect'}
I0715 12:12:20.647964 140347114280448 run.py:723] (val) algo quickselect step 6750: {'median': 0.208251953125, 'score': 0.208251953125, 'examples_seen': 218141, 'step': 6750, 'algorithm': 'quickselect'}
I0715 12:12:29.536107 140347114280448 run.py:723] (val) algo quickselect step 6800: {'median': 0.157470703125, 'score': 0.157470703125, 'examples_seen': 219741, 'step': 6800, 'algorithm': 'quickselect'}
I0715 12:12:38.462733 140347114280448 run.py:723] (val) algo quickselect step 6850: {'median': 0.261474609375, 'score': 0.261474609375, 'examples_seen': 221321, 'step': 6850, 'algorithm': 'quickselect'}
I0715 12:12:47.375019 140347114280448 run.py:723] (val) algo quickselect step 6900: {'median': 0.34375, 'score': 0.34375, 'examples_seen': 222895, 'step': 6900, 'algorithm': 'quickselect'}
I0715 12:12:56.347869 140347114280448 run.py:723] (val) algo quickselect step 6950: {'median': 0.343994140625, 'score': 0.343994140625, 'examples_seen': 224590, 'step': 6950, 'algorithm': 'quickselect'}
I0715 12:13:05.257774 140347114280448 run.py:723] (val) algo quickselect step 7000: {'median': 0.32373046875, 'score': 0.32373046875, 'examples_seen': 226237, 'step': 7000, 'algorithm': 'quickselect'}
