I0715 07:40:45.679643 130963043796480 run.py:723] (val) algo bellman_ford step 0: {'pi': 0.3876953125, 'score': 0.3876953125, 'examples_seen': 159, 'step': 0, 'algorithm': 'bellman_ford'}
I0715 07:43:06.891835 130963043796480 run.py:723] (val) algo bellman_ford step 900: {'pi': 0.9072265625, 'score': 0.9072265625, 'examples_seen': 99550, 'step': 900, 'algorithm': 'bellman_ford'}
I0715 07:43:09.822732 130963043796480 run.py:723] (val) algo bellman_ford step 950: {'pi': 0.880859375, 'score': 0.880859375, 'examples_seen': 105079, 'step': 950, 'algorithm': 'bellman_ford'}
I0715 07:43:12.655784 130963043796480 run.py:723] (val) algo bellman_ford step 1000: {'pi': 0.861328125, 'score': 0.861328125, 'examples_seen': 110658, 'step': 1000, 'algorithm': 'bellman_ford'}
I0715 07:43:15.517947 130963043796480 run.py:723] (val) algo bellman_ford step 1050: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 116243, 'step': 1050, 'algorithm': 'bellman_ford'}
I0715 07:43:18.364856 130963043796480 run.py:723] (val) algo bellman_ford step 1100: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 121826, 'step': 1100, 'algorithm': 'bellman_ford'}
I0715 07:43:21.271931 130963043796480 run.py:723] (val) algo bellman_ford step 1150: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 127423, 'step': 1150, 'algorithm': 'bellman_ford'}
I0715 07:43:24.144514 130963043796480 run.py:723] (val) algo bellman_ford step 1200: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 132913, 'step': 1200, 'algorithm': 'bellman_ford'}
I0715 07:43:26.984725 130963043796480 run.py:723] (val) algo bellman_ford step 1250: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 138408, 'step': 1250, 'algorithm': 'bellman_ford'}
I0715 07:43:29.864803 130963043796480 run.py:723] (val) algo bellman_ford step 1300: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 143905, 'step': 1300, 'algorithm': 'bellman_ford'}
I0715 07:43:32.710078 130963043796480 run.py:723] (val) algo bellman_ford step 1350: {'pi': 0.8916015625, 'score': 0.8916015625, 'examples_seen': 149507, 'step': 1350, 'algorithm': 'bellman_ford'}
I0715 07:43:35.593309 130963043796480 run.py:723] (val) algo bellman_ford step 1400: {'pi': 0.923828125, 'score': 0.923828125, 'examples_seen': 155075, 'step': 1400, 'algorithm': 'bellman_ford'}
I0715 07:43:38.402157 130963043796480 run.py:723] (val) algo bellman_ford step 1450: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 160654, 'step': 1450, 'algorithm': 'bellman_ford'}
I0715 07:43:41.285659 130963043796480 run.py:723] (val) algo bellman_ford step 1500: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 166176, 'step': 1500, 'algorithm': 'bellman_ford'}
I0715 07:43:44.054249 130963043796480 run.py:723] (val) algo bellman_ford step 1550: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 171700, 'step': 1550, 'algorithm': 'bellman_ford'}
I0715 07:43:46.941197 130963043796480 run.py:723] (val) algo bellman_ford step 1600: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 177167, 'step': 1600, 'algorithm': 'bellman_ford'}
I0715 07:43:49.889832 130963043796480 run.py:723] (val) algo bellman_ford step 1650: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 182675, 'step': 1650, 'algorithm': 'bellman_ford'}
I0715 07:43:52.688603 130963043796480 run.py:723] (val) algo bellman_ford step 1700: {'pi': 0.888671875, 'score': 0.888671875, 'examples_seen': 188316, 'step': 1700, 'algorithm': 'bellman_ford'}
I0715 07:43:55.593557 130963043796480 run.py:723] (val) algo bellman_ford step 1750: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 193924, 'step': 1750, 'algorithm': 'bellman_ford'}
I0715 07:43:58.504526 130963043796480 run.py:723] (val) algo bellman_ford step 1800: {'pi': 0.8544921875, 'score': 0.8544921875, 'examples_seen': 199489, 'step': 1800, 'algorithm': 'bellman_ford'}
I0715 07:44:01.330334 130963043796480 run.py:723] (val) algo bellman_ford step 1850: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 205007, 'step': 1850, 'algorithm': 'bellman_ford'}
I0715 07:44:04.383655 130963043796480 run.py:723] (val) algo bellman_ford step 1900: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 210510, 'step': 1900, 'algorithm': 'bellman_ford'}
I0715 07:44:07.278170 130963043796480 run.py:723] (val) algo bellman_ford step 1950: {'pi': 0.890625, 'score': 0.890625, 'examples_seen': 216076, 'step': 1950, 'algorithm': 'bellman_ford'}
I0715 07:44:10.141740 130963043796480 run.py:723] (val) algo bellman_ford step 2000: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 221590, 'step': 2000, 'algorithm': 'bellman_ford'}
I0715 07:44:13.041335 130963043796480 run.py:723] (val) algo bellman_ford step 2050: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 227223, 'step': 2050, 'algorithm': 'bellman_ford'}
I0715 07:44:15.969732 130963043796480 run.py:723] (val) algo bellman_ford step 2100: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 232750, 'step': 2100, 'algorithm': 'bellman_ford'}
I0715 07:44:18.845987 130963043796480 run.py:723] (val) algo bellman_ford step 2150: {'pi': 0.80078125, 'score': 0.80078125, 'examples_seen': 238309, 'step': 2150, 'algorithm': 'bellman_ford'}
I0715 07:44:21.698022 130963043796480 run.py:723] (val) algo bellman_ford step 2200: {'pi': 0.8359375, 'score': 0.8359375, 'examples_seen': 243852, 'step': 2200, 'algorithm': 'bellman_ford'}
I0715 07:44:24.576433 130963043796480 run.py:723] (val) algo bellman_ford step 2250: {'pi': 0.916015625, 'score': 0.916015625, 'examples_seen': 249333, 'step': 2250, 'algorithm': 'bellman_ford'}
I0715 07:44:27.358027 130963043796480 run.py:723] (val) algo bellman_ford step 2300: {'pi': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 254851, 'step': 2300, 'algorithm': 'bellman_ford'}
I0715 07:44:30.237021 130963043796480 run.py:723] (val) algo bellman_ford step 2350: {'pi': 0.9150390625, 'score': 0.9150390625, 'examples_seen': 260383, 'step': 2350, 'algorithm': 'bellman_ford'}
I0715 07:44:33.121716 130963043796480 run.py:723] (val) algo bellman_ford step 2400: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 266005, 'step': 2400, 'algorithm': 'bellman_ford'}
I0715 07:44:35.909873 130963043796480 run.py:723] (val) algo bellman_ford step 2450: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 271583, 'step': 2450, 'algorithm': 'bellman_ford'}
I0715 07:44:38.756829 130963043796480 run.py:723] (val) algo bellman_ford step 2500: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 277131, 'step': 2500, 'algorithm': 'bellman_ford'}
I0715 07:44:41.592841 130963043796480 run.py:723] (val) algo bellman_ford step 2550: {'pi': 0.8662109375, 'score': 0.8662109375, 'examples_seen': 282651, 'step': 2550, 'algorithm': 'bellman_ford'}
I0715 07:44:44.453774 130963043796480 run.py:723] (val) algo bellman_ford step 2600: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 288177, 'step': 2600, 'algorithm': 'bellman_ford'}
I0715 07:44:47.297683 130963043796480 run.py:723] (val) algo bellman_ford step 2650: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 293701, 'step': 2650, 'algorithm': 'bellman_ford'}
I0715 07:44:50.195047 130963043796480 run.py:723] (val) algo bellman_ford step 2700: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 299203, 'step': 2700, 'algorithm': 'bellman_ford'}
I0715 07:44:53.002345 130963043796480 run.py:723] (val) algo bellman_ford step 2750: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 304830, 'step': 2750, 'algorithm': 'bellman_ford'}
I0715 07:44:55.788767 130963043796480 run.py:723] (val) algo bellman_ford step 2800: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 310344, 'step': 2800, 'algorithm': 'bellman_ford'}
I0715 07:44:58.619900 130963043796480 run.py:723] (val) algo bellman_ford step 2850: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 315834, 'step': 2850, 'algorithm': 'bellman_ford'}
I0715 07:45:01.399221 130963043796480 run.py:723] (val) algo bellman_ford step 2900: {'pi': 0.7958984375, 'score': 0.7958984375, 'examples_seen': 321402, 'step': 2900, 'algorithm': 'bellman_ford'}
I0715 07:45:04.282463 130963043796480 run.py:723] (val) algo bellman_ford step 2950: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 326918, 'step': 2950, 'algorithm': 'bellman_ford'}
I0715 07:45:07.119977 130963043796480 run.py:723] (val) algo bellman_ford step 3000: {'pi': 0.8994140625, 'score': 0.8994140625, 'examples_seen': 332466, 'step': 3000, 'algorithm': 'bellman_ford'}
I0715 07:45:10.074281 130963043796480 run.py:723] (val) algo bellman_ford step 3050: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 338063, 'step': 3050, 'algorithm': 'bellman_ford'}
I0715 07:45:13.049189 130963043796480 run.py:723] (val) algo bellman_ford step 3100: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 343709, 'step': 3100, 'algorithm': 'bellman_ford'}
I0715 07:45:15.864309 130963043796480 run.py:723] (val) algo bellman_ford step 3150: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 349282, 'step': 3150, 'algorithm': 'bellman_ford'}
I0715 07:45:18.729906 130963043796480 run.py:723] (val) algo bellman_ford step 3200: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 354813, 'step': 3200, 'algorithm': 'bellman_ford'}
I0715 07:45:21.568390 130963043796480 run.py:723] (val) algo bellman_ford step 3250: {'pi': 0.919921875, 'score': 0.919921875, 'examples_seen': 360359, 'step': 3250, 'algorithm': 'bellman_ford'}
I0715 07:45:24.466392 130963043796480 run.py:723] (val) algo bellman_ford step 3300: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 365832, 'step': 3300, 'algorithm': 'bellman_ford'}
I0715 07:45:27.352750 130963043796480 run.py:723] (val) algo bellman_ford step 3350: {'pi': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 371362, 'step': 3350, 'algorithm': 'bellman_ford'}
I0715 07:45:30.169166 130963043796480 run.py:723] (val) algo bellman_ford step 3400: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 376863, 'step': 3400, 'algorithm': 'bellman_ford'}
I0715 07:45:32.922251 130963043796480 run.py:723] (val) algo bellman_ford step 3450: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 382492, 'step': 3450, 'algorithm': 'bellman_ford'}
I0715 07:45:35.823634 130963043796480 run.py:723] (val) algo bellman_ford step 3500: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 388134, 'step': 3500, 'algorithm': 'bellman_ford'}
I0715 07:45:38.728904 130963043796480 run.py:723] (val) algo bellman_ford step 3550: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 393696, 'step': 3550, 'algorithm': 'bellman_ford'}
I0715 07:45:41.616434 130963043796480 run.py:723] (val) algo bellman_ford step 3600: {'pi': 0.79296875, 'score': 0.79296875, 'examples_seen': 399225, 'step': 3600, 'algorithm': 'bellman_ford'}
I0715 07:45:44.401883 130963043796480 run.py:723] (val) algo bellman_ford step 3650: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 404771, 'step': 3650, 'algorithm': 'bellman_ford'}
I0715 07:45:47.327290 130963043796480 run.py:723] (val) algo bellman_ford step 3700: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 410258, 'step': 3700, 'algorithm': 'bellman_ford'}
I0715 07:45:50.252257 130963043796480 run.py:723] (val) algo bellman_ford step 3750: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 415744, 'step': 3750, 'algorithm': 'bellman_ford'}
I0715 07:45:53.214222 130963043796480 run.py:723] (val) algo bellman_ford step 3800: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 421408, 'step': 3800, 'algorithm': 'bellman_ford'}
I0715 07:45:56.128588 130963043796480 run.py:723] (val) algo bellman_ford step 3850: {'pi': 0.98046875, 'score': 0.98046875, 'examples_seen': 426972, 'step': 3850, 'algorithm': 'bellman_ford'}
I0715 07:45:58.994701 130963043796480 run.py:723] (val) algo bellman_ford step 3900: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 432519, 'step': 3900, 'algorithm': 'bellman_ford'}
I0715 07:46:01.893407 130963043796480 run.py:723] (val) algo bellman_ford step 3950: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 438056, 'step': 3950, 'algorithm': 'bellman_ford'}
I0715 07:46:04.719387 130963043796480 run.py:723] (val) algo bellman_ford step 4000: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 443551, 'step': 4000, 'algorithm': 'bellman_ford'}
I0715 07:46:07.612220 130963043796480 run.py:723] (val) algo bellman_ford step 4050: {'pi': 0.91015625, 'score': 0.91015625, 'examples_seen': 449039, 'step': 4050, 'algorithm': 'bellman_ford'}
I0715 07:46:10.549331 130963043796480 run.py:723] (val) algo bellman_ford step 4100: {'pi': 0.9052734375, 'score': 0.9052734375, 'examples_seen': 454526, 'step': 4100, 'algorithm': 'bellman_ford'}
I0715 07:46:13.478932 130963043796480 run.py:723] (val) algo bellman_ford step 4150: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 460199, 'step': 4150, 'algorithm': 'bellman_ford'}
I0715 07:46:16.396650 130963043796480 run.py:723] (val) algo bellman_ford step 4200: {'pi': 0.927734375, 'score': 0.927734375, 'examples_seen': 465775, 'step': 4200, 'algorithm': 'bellman_ford'}
I0715 07:46:19.322272 130963043796480 run.py:723] (val) algo bellman_ford step 4250: {'pi': 0.904296875, 'score': 0.904296875, 'examples_seen': 471273, 'step': 4250, 'algorithm': 'bellman_ford'}
I0715 07:46:22.244461 130963043796480 run.py:723] (val) algo bellman_ford step 4300: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 476803, 'step': 4300, 'algorithm': 'bellman_ford'}
I0715 07:46:25.066567 130963043796480 run.py:723] (val) algo bellman_ford step 4350: {'pi': 0.8935546875, 'score': 0.8935546875, 'examples_seen': 482276, 'step': 4350, 'algorithm': 'bellman_ford'}
I0715 07:46:27.979790 130963043796480 run.py:723] (val) algo bellman_ford step 4400: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 487796, 'step': 4400, 'algorithm': 'bellman_ford'}
I0715 07:46:30.762840 130963043796480 run.py:723] (val) algo bellman_ford step 4450: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 493235, 'step': 4450, 'algorithm': 'bellman_ford'}
I0715 07:46:33.633060 130963043796480 run.py:723] (val) algo bellman_ford step 4500: {'pi': 0.923828125, 'score': 0.923828125, 'examples_seen': 498891, 'step': 4500, 'algorithm': 'bellman_ford'}
I0715 07:46:36.514499 130963043796480 run.py:723] (val) algo bellman_ford step 4550: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 504461, 'step': 4550, 'algorithm': 'bellman_ford'}
I0715 07:46:39.340076 130963043796480 run.py:723] (val) algo bellman_ford step 4600: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 510047, 'step': 4600, 'algorithm': 'bellman_ford'}
I0715 07:46:42.110553 130963043796480 run.py:723] (val) algo bellman_ford step 4650: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 515528, 'step': 4650, 'algorithm': 'bellman_ford'}
I0715 07:46:44.936527 130963043796480 run.py:723] (val) algo bellman_ford step 4700: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 521055, 'step': 4700, 'algorithm': 'bellman_ford'}
I0715 07:46:47.770661 130963043796480 run.py:723] (val) algo bellman_ford step 4750: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 526537, 'step': 4750, 'algorithm': 'bellman_ford'}
I0715 07:46:50.707472 130963043796480 run.py:723] (val) algo bellman_ford step 4800: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 532074, 'step': 4800, 'algorithm': 'bellman_ford'}
I0715 07:46:53.551291 130963043796480 run.py:723] (val) algo bellman_ford step 4850: {'pi': 0.8837890625, 'score': 0.8837890625, 'examples_seen': 537684, 'step': 4850, 'algorithm': 'bellman_ford'}
I0715 07:46:56.478195 130963043796480 run.py:723] (val) algo bellman_ford step 4900: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 543323, 'step': 4900, 'algorithm': 'bellman_ford'}
I0715 07:46:59.375140 130963043796480 run.py:723] (val) algo bellman_ford step 4950: {'pi': 0.927734375, 'score': 0.927734375, 'examples_seen': 548827, 'step': 4950, 'algorithm': 'bellman_ford'}
I0715 07:47:02.225028 130963043796480 run.py:723] (val) algo bellman_ford step 5000: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 554310, 'step': 5000, 'algorithm': 'bellman_ford'}
I0715 07:47:05.087872 130963043796480 run.py:723] (val) algo bellman_ford step 5050: {'pi': 0.876953125, 'score': 0.876953125, 'examples_seen': 559822, 'step': 5050, 'algorithm': 'bellman_ford'}
I0715 07:47:07.951745 130963043796480 run.py:723] (val) algo bellman_ford step 5100: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 565306, 'step': 5100, 'algorithm': 'bellman_ford'}
I0715 07:47:10.839524 130963043796480 run.py:723] (val) algo bellman_ford step 5150: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 570802, 'step': 5150, 'algorithm': 'bellman_ford'}
I0715 07:47:13.719575 130963043796480 run.py:723] (val) algo bellman_ford step 5200: {'pi': 0.9794921875, 'score': 0.9794921875, 'examples_seen': 576481, 'step': 5200, 'algorithm': 'bellman_ford'}
I0715 07:47:16.548457 130963043796480 run.py:723] (val) algo bellman_ford step 5250: {'pi': 0.92578125, 'score': 0.92578125, 'examples_seen': 582016, 'step': 5250, 'algorithm': 'bellman_ford'}
I0715 07:47:19.364097 130963043796480 run.py:723] (val) algo bellman_ford step 5300: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 587542, 'step': 5300, 'algorithm': 'bellman_ford'}
I0715 07:47:22.194052 130963043796480 run.py:723] (val) algo bellman_ford step 5350: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 593046, 'step': 5350, 'algorithm': 'bellman_ford'}
I0715 07:47:25.072743 130963043796480 run.py:723] (val) algo bellman_ford step 5400: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 598638, 'step': 5400, 'algorithm': 'bellman_ford'}
I0715 07:47:27.965762 130963043796480 run.py:723] (val) algo bellman_ford step 5450: {'pi': 0.9140625, 'score': 0.9140625, 'examples_seen': 604182, 'step': 5450, 'algorithm': 'bellman_ford'}
I0715 07:47:30.891039 130963043796480 run.py:723] (val) algo bellman_ford step 5500: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 609662, 'step': 5500, 'algorithm': 'bellman_ford'}
I0715 07:47:33.762732 130963043796480 run.py:723] (val) algo bellman_ford step 5550: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 615297, 'step': 5550, 'algorithm': 'bellman_ford'}
I0715 07:47:36.722577 130963043796480 run.py:723] (val) algo bellman_ford step 5600: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 620946, 'step': 5600, 'algorithm': 'bellman_ford'}
I0715 07:47:39.576108 130963043796480 run.py:723] (val) algo bellman_ford step 5650: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 626443, 'step': 5650, 'algorithm': 'bellman_ford'}
I0715 07:47:42.499038 130963043796480 run.py:723] (val) algo bellman_ford step 5700: {'pi': 0.8994140625, 'score': 0.8994140625, 'examples_seen': 632007, 'step': 5700, 'algorithm': 'bellman_ford'}
I0715 07:47:45.306125 130963043796480 run.py:723] (val) algo bellman_ford step 5750: {'pi': 0.916015625, 'score': 0.916015625, 'examples_seen': 637523, 'step': 5750, 'algorithm': 'bellman_ford'}
I0715 07:47:48.160158 130963043796480 run.py:723] (val) algo bellman_ford step 5800: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 642958, 'step': 5800, 'algorithm': 'bellman_ford'}
I0715 07:47:51.083952 130963043796480 run.py:723] (val) algo bellman_ford step 5850: {'pi': 0.984375, 'score': 0.984375, 'examples_seen': 648439, 'step': 5850, 'algorithm': 'bellman_ford'}
I0715 07:47:53.997597 130963043796480 run.py:723] (val) algo bellman_ford step 5900: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 654090, 'step': 5900, 'algorithm': 'bellman_ford'}
I0715 07:47:56.862255 130963043796480 run.py:723] (val) algo bellman_ford step 5950: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 659651, 'step': 5950, 'algorithm': 'bellman_ford'}
I0715 07:47:59.755021 130963043796480 run.py:723] (val) algo bellman_ford step 6000: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 665285, 'step': 6000, 'algorithm': 'bellman_ford'}
I0715 07:48:02.586147 130963043796480 run.py:723] (val) algo bellman_ford step 6050: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 670848, 'step': 6050, 'algorithm': 'bellman_ford'}
I0715 07:48:05.452084 130963043796480 run.py:723] (val) algo bellman_ford step 6100: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 676349, 'step': 6100, 'algorithm': 'bellman_ford'}
I0715 07:48:08.381135 130963043796480 run.py:723] (val) algo bellman_ford step 6150: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 681805, 'step': 6150, 'algorithm': 'bellman_ford'}
I0715 07:48:11.252714 130963043796480 run.py:723] (val) algo bellman_ford step 6200: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 687312, 'step': 6200, 'algorithm': 'bellman_ford'}
I0715 07:48:14.056171 130963043796480 run.py:723] (val) algo bellman_ford step 6250: {'pi': 0.98046875, 'score': 0.98046875, 'examples_seen': 692910, 'step': 6250, 'algorithm': 'bellman_ford'}
I0715 07:48:16.935445 130963043796480 run.py:723] (val) algo bellman_ford step 6300: {'pi': 0.91796875, 'score': 0.91796875, 'examples_seen': 698517, 'step': 6300, 'algorithm': 'bellman_ford'}
I0715 07:48:19.866776 130963043796480 run.py:723] (val) algo bellman_ford step 6350: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 704138, 'step': 6350, 'algorithm': 'bellman_ford'}
I0715 07:48:22.802527 130963043796480 run.py:723] (val) algo bellman_ford step 6400: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 709693, 'step': 6400, 'algorithm': 'bellman_ford'}
I0715 07:48:25.749362 130963043796480 run.py:723] (val) algo bellman_ford step 6450: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 715239, 'step': 6450, 'algorithm': 'bellman_ford'}
I0715 07:48:28.546618 130963043796480 run.py:723] (val) algo bellman_ford step 6500: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 720770, 'step': 6500, 'algorithm': 'bellman_ford'}
I0715 07:48:31.474398 130963043796480 run.py:723] (val) algo bellman_ford step 6550: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 726304, 'step': 6550, 'algorithm': 'bellman_ford'}
I0715 07:48:34.400506 130963043796480 run.py:723] (val) algo bellman_ford step 6600: {'pi': 0.984375, 'score': 0.984375, 'examples_seen': 731920, 'step': 6600, 'algorithm': 'bellman_ford'}
I0715 07:48:37.307919 130963043796480 run.py:723] (val) algo bellman_ford step 6650: {'pi': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 737510, 'step': 6650, 'algorithm': 'bellman_ford'}
I0715 07:48:40.195588 130963043796480 run.py:723] (val) algo bellman_ford step 6700: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 743042, 'step': 6700, 'algorithm': 'bellman_ford'}
