I0715 11:37:38.895432 133586423690752 run.py:723] (val) algo optimal_bst step 0: {'root': 0.477238321799308, 'score': 0.477238321799308, 'examples_seen': 64, 'step': 0, 'algorithm': 'optimal_bst'}
I0715 11:41:23.997262 133586423690752 run.py:723] (val) algo optimal_bst step 2200: {'root': 0.9106833910034602, 'score': 0.9106833910034602, 'examples_seen': 87664, 'step': 2200, 'algorithm': 'optimal_bst'}
I0715 11:41:26.916242 133586423690752 run.py:723] (val) algo optimal_bst step 2250: {'root': 0.8978157439446367, 'score': 0.8978157439446367, 'examples_seen': 89632, 'step': 2250, 'algorithm': 'optimal_bst'}
I0715 11:41:29.870456 133586423690752 run.py:723] (val) algo optimal_bst step 2300: {'root': 0.9298226643598616, 'score': 0.9298226643598616, 'examples_seen': 91616, 'step': 2300, 'algorithm': 'optimal_bst'}
I0715 11:41:32.901014 133586423690752 run.py:723] (val) algo optimal_bst step 2350: {'root': 0.9332288062283737, 'score': 0.9332288062283737, 'examples_seen': 93568, 'step': 2350, 'algorithm': 'optimal_bst'}
I0715 11:41:35.822648 133586423690752 run.py:723] (val) algo optimal_bst step 2400: {'root': 0.8994377162629758, 'score': 0.8994377162629758, 'examples_seen': 95600, 'step': 2400, 'algorithm': 'optimal_bst'}
I0715 11:41:38.698164 133586423690752 run.py:723] (val) algo optimal_bst step 2450: {'root': 0.9267409169550173, 'score': 0.9267409169550173, 'examples_seen': 97632, 'step': 2450, 'algorithm': 'optimal_bst'}
I0715 11:41:41.568220 133586423690752 run.py:723] (val) algo optimal_bst step 2500: {'root': 0.934364186851211, 'score': 0.934364186851211, 'examples_seen': 99600, 'step': 2500, 'algorithm': 'optimal_bst'}
I0715 11:41:44.459389 133586423690752 run.py:723] (val) algo optimal_bst step 2550: {'root': 0.9027357266435986, 'score': 0.9027357266435986, 'examples_seen': 101600, 'step': 2550, 'algorithm': 'optimal_bst'}
I0715 11:41:47.369966 133586423690752 run.py:723] (val) algo optimal_bst step 2600: {'root': 0.9000865051903114, 'score': 0.9000865051903114, 'examples_seen': 103568, 'step': 2600, 'algorithm': 'optimal_bst'}
I0715 11:41:50.311461 133586423690752 run.py:723] (val) algo optimal_bst step 2650: {'root': 0.9237132352941176, 'score': 0.9237132352941176, 'examples_seen': 105520, 'step': 2650, 'algorithm': 'optimal_bst'}
I0715 11:41:53.325352 133586423690752 run.py:723] (val) algo optimal_bst step 2700: {'root': 0.928416955017301, 'score': 0.928416955017301, 'examples_seen': 107520, 'step': 2700, 'algorithm': 'optimal_bst'}
I0715 11:41:56.235763 133586423690752 run.py:723] (val) algo optimal_bst step 2750: {'root': 0.9313365051903114, 'score': 0.9313365051903114, 'examples_seen': 109520, 'step': 2750, 'algorithm': 'optimal_bst'}
I0715 11:41:59.117056 133586423690752 run.py:723] (val) algo optimal_bst step 2800: {'root': 0.9383109861591695, 'score': 0.9383109861591695, 'examples_seen': 111552, 'step': 2800, 'algorithm': 'optimal_bst'}
I0715 11:42:02.002359 133586423690752 run.py:723] (val) algo optimal_bst step 2850: {'root': 0.907871972318339, 'score': 0.907871972318339, 'examples_seen': 113552, 'step': 2850, 'algorithm': 'optimal_bst'}
I0715 11:42:04.879693 133586423690752 run.py:723] (val) algo optimal_bst step 2900: {'root': 0.9139273356401384, 'score': 0.9139273356401384, 'examples_seen': 115520, 'step': 2900, 'algorithm': 'optimal_bst'}
I0715 11:42:07.787865 133586423690752 run.py:723] (val) algo optimal_bst step 2950: {'root': 0.9391760380622838, 'score': 0.9391760380622838, 'examples_seen': 117520, 'step': 2950, 'algorithm': 'optimal_bst'}
I0715 11:42:10.744591 133586423690752 run.py:723] (val) algo optimal_bst step 3000: {'root': 0.9328503460207612, 'score': 0.9328503460207612, 'examples_seen': 119456, 'step': 3000, 'algorithm': 'optimal_bst'}
I0715 11:42:13.758036 133586423690752 run.py:723] (val) algo optimal_bst step 3050: {'root': 0.9378243944636678, 'score': 0.9378243944636678, 'examples_seen': 121424, 'step': 3050, 'algorithm': 'optimal_bst'}
I0715 11:42:16.654364 133586423690752 run.py:723] (val) algo optimal_bst step 3100: {'root': 0.9347426470588235, 'score': 0.9347426470588235, 'examples_seen': 123472, 'step': 3100, 'algorithm': 'optimal_bst'}
I0715 11:42:19.534417 133586423690752 run.py:723] (val) algo optimal_bst step 3150: {'root': 0.9373918685121108, 'score': 0.9373918685121108, 'examples_seen': 125472, 'step': 3150, 'algorithm': 'optimal_bst'}
I0715 11:42:22.404569 133586423690752 run.py:723] (val) algo optimal_bst step 3200: {'root': 0.9298226643598616, 'score': 0.9298226643598616, 'examples_seen': 127488, 'step': 3200, 'algorithm': 'optimal_bst'}
I0715 11:42:25.274695 133586423690752 run.py:723] (val) algo optimal_bst step 3250: {'root': 0.9191176470588235, 'score': 0.9191176470588235, 'examples_seen': 129456, 'step': 3250, 'algorithm': 'optimal_bst'}
I0715 11:42:28.193968 133586423690752 run.py:723] (val) algo optimal_bst step 3300: {'root': 0.9371215397923875, 'score': 0.9371215397923875, 'examples_seen': 131424, 'step': 3300, 'algorithm': 'optimal_bst'}
I0715 11:42:31.133977 133586423690752 run.py:723] (val) algo optimal_bst step 3350: {'root': 0.9424740484429066, 'score': 0.9424740484429066, 'examples_seen': 133408, 'step': 3350, 'algorithm': 'optimal_bst'}
I0715 11:42:34.444643 133586423690752 run.py:723] (val) algo optimal_bst step 3400: {'root': 0.9453395328719724, 'score': 0.9453395328719724, 'examples_seen': 135360, 'step': 3400, 'algorithm': 'optimal_bst'}
I0715 11:42:37.359383 133586423690752 run.py:723] (val) algo optimal_bst step 3450: {'root': 0.9396626297577855, 'score': 0.9396626297577855, 'examples_seen': 137392, 'step': 3450, 'algorithm': 'optimal_bst'}
I0715 11:42:40.229159 133586423690752 run.py:723] (val) algo optimal_bst step 3500: {'root': 0.9071150519031141, 'score': 0.9071150519031141, 'examples_seen': 139424, 'step': 3500, 'algorithm': 'optimal_bst'}
I0715 11:42:43.107234 133586423690752 run.py:723] (val) algo optimal_bst step 3550: {'root': 0.89657223183391, 'score': 0.89657223183391, 'examples_seen': 141408, 'step': 3550, 'algorithm': 'optimal_bst'}
I0715 11:42:45.959079 133586423690752 run.py:723] (val) algo optimal_bst step 3600: {'root': 0.9399329584775087, 'score': 0.9399329584775087, 'examples_seen': 143392, 'step': 3600, 'algorithm': 'optimal_bst'}
I0715 11:42:48.864672 133586423690752 run.py:723] (val) algo optimal_bst step 3650: {'root': 0.9456639273356401, 'score': 0.9456639273356401, 'examples_seen': 145360, 'step': 3650, 'algorithm': 'optimal_bst'}
I0715 11:42:51.826445 133586423690752 run.py:723] (val) algo optimal_bst step 3700: {'root': 0.9444744809688581, 'score': 0.9444744809688581, 'examples_seen': 147312, 'step': 3700, 'algorithm': 'optimal_bst'}
I0715 11:42:54.844736 133586423690752 run.py:723] (val) algo optimal_bst step 3750: {'root': 0.9443122837370242, 'score': 0.9443122837370242, 'examples_seen': 149312, 'step': 3750, 'algorithm': 'optimal_bst'}
I0715 11:42:57.749981 133586423690752 run.py:723] (val) algo optimal_bst step 3800: {'root': 0.9377703287197232, 'score': 0.9377703287197232, 'examples_seen': 151328, 'step': 3800, 'algorithm': 'optimal_bst'}
I0715 11:43:00.627218 133586423690752 run.py:723] (val) algo optimal_bst step 3850: {'root': 0.9319312283737025, 'score': 0.9319312283737025, 'examples_seen': 153344, 'step': 3850, 'algorithm': 'optimal_bst'}
I0715 11:43:03.494536 133586423690752 run.py:723] (val) algo optimal_bst step 3900: {'root': 0.9300389273356401, 'score': 0.9300389273356401, 'examples_seen': 155344, 'step': 3900, 'algorithm': 'optimal_bst'}
I0715 11:43:06.369211 133586423690752 run.py:723] (val) algo optimal_bst step 3950: {'root': 0.9418793252595156, 'score': 0.9418793252595156, 'examples_seen': 157312, 'step': 3950, 'algorithm': 'optimal_bst'}
I0715 11:43:09.279011 133586423690752 run.py:723] (val) algo optimal_bst step 4000: {'root': 0.9283628892733564, 'score': 0.9283628892733564, 'examples_seen': 159312, 'step': 4000, 'algorithm': 'optimal_bst'}
I0715 11:43:12.219900 133586423690752 run.py:723] (val) algo optimal_bst step 4050: {'root': 0.9478806228373703, 'score': 0.9478806228373703, 'examples_seen': 161248, 'step': 4050, 'algorithm': 'optimal_bst'}
I0715 11:43:15.251699 133586423690752 run.py:723] (val) algo optimal_bst step 4100: {'root': 0.943609429065744, 'score': 0.943609429065744, 'examples_seen': 163216, 'step': 4100, 'algorithm': 'optimal_bst'}
I0715 11:43:18.147299 133586423690752 run.py:723] (val) algo optimal_bst step 4150: {'root': 0.9477184256055363, 'score': 0.9477184256055363, 'examples_seen': 165280, 'step': 4150, 'algorithm': 'optimal_bst'}
I0715 11:43:21.031286 133586423690752 run.py:723] (val) algo optimal_bst step 4200: {'root': 0.9247404844290658, 'score': 0.9247404844290658, 'examples_seen': 167264, 'step': 4200, 'algorithm': 'optimal_bst'}
I0715 11:43:23.903142 133586423690752 run.py:723] (val) algo optimal_bst step 4250: {'root': 0.9182525951557093, 'score': 0.9182525951557093, 'examples_seen': 169280, 'step': 4250, 'algorithm': 'optimal_bst'}
I0715 11:43:26.771598 133586423690752 run.py:723] (val) algo optimal_bst step 4300: {'root': 0.9433391003460208, 'score': 0.9433391003460208, 'examples_seen': 171248, 'step': 4300, 'algorithm': 'optimal_bst'}
I0715 11:43:29.689242 133586423690752 run.py:723] (val) algo optimal_bst step 4350: {'root': 0.9375, 'score': 0.9375, 'examples_seen': 173216, 'step': 4350, 'algorithm': 'optimal_bst'}
I0715 11:43:32.608510 133586423690752 run.py:723] (val) algo optimal_bst step 4400: {'root': 0.9503135813148789, 'score': 0.9503135813148789, 'examples_seen': 175232, 'step': 4400, 'algorithm': 'optimal_bst'}
I0715 11:43:35.639433 133586423690752 run.py:723] (val) algo optimal_bst step 4450: {'root': 0.9457720588235294, 'score': 0.9457720588235294, 'examples_seen': 177168, 'step': 4450, 'algorithm': 'optimal_bst'}
I0715 11:43:38.539691 133586423690752 run.py:723] (val) algo optimal_bst step 4500: {'root': 0.9502595155709342, 'score': 0.9502595155709342, 'examples_seen': 179216, 'step': 4500, 'algorithm': 'optimal_bst'}
I0715 11:43:41.414616 133586423690752 run.py:723] (val) algo optimal_bst step 4550: {'root': 0.9503676470588235, 'score': 0.9503676470588235, 'examples_seen': 181232, 'step': 4550, 'algorithm': 'optimal_bst'}
I0715 11:43:44.309057 133586423690752 run.py:723] (val) algo optimal_bst step 4600: {'root': 0.9053308823529411, 'score': 0.9053308823529411, 'examples_seen': 183216, 'step': 4600, 'algorithm': 'optimal_bst'}
I0715 11:43:47.180591 133586423690752 run.py:723] (val) algo optimal_bst step 4650: {'root': 0.9431769031141869, 'score': 0.9431769031141869, 'examples_seen': 185200, 'step': 4650, 'algorithm': 'optimal_bst'}
I0715 11:43:50.086030 133586423690752 run.py:723] (val) algo optimal_bst step 4700: {'root': 0.9470696366782007, 'score': 0.9470696366782007, 'examples_seen': 187168, 'step': 4700, 'algorithm': 'optimal_bst'}
I0715 11:43:53.038725 133586423690752 run.py:723] (val) algo optimal_bst step 4750: {'root': 0.9458801903114187, 'score': 0.9458801903114187, 'examples_seen': 189136, 'step': 4750, 'algorithm': 'optimal_bst'}
I0715 11:43:56.012258 133586423690752 run.py:723] (val) algo optimal_bst step 4800: {'root': 0.948799740484429, 'score': 0.948799740484429, 'examples_seen': 191120, 'step': 4800, 'algorithm': 'optimal_bst'}
I0715 11:43:58.917109 133586423690752 run.py:723] (val) algo optimal_bst step 4850: {'root': 0.9486916089965398, 'score': 0.9486916089965398, 'examples_seen': 193136, 'step': 4850, 'algorithm': 'optimal_bst'}
I0715 11:44:01.794384 133586423690752 run.py:723] (val) algo optimal_bst step 4900: {'root': 0.9539359861591695, 'score': 0.9539359861591695, 'examples_seen': 195152, 'step': 4900, 'algorithm': 'optimal_bst'}
I0715 11:44:04.680648 133586423690752 run.py:723] (val) algo optimal_bst step 4950: {'root': 0.9568555363321799, 'score': 0.9568555363321799, 'examples_seen': 197152, 'step': 4950, 'algorithm': 'optimal_bst'}
I0715 11:44:07.576868 133586423690752 run.py:723] (val) algo optimal_bst step 5000: {'root': 0.9255514705882353, 'score': 0.9255514705882353, 'examples_seen': 199120, 'step': 5000, 'algorithm': 'optimal_bst'}
I0715 11:44:10.482669 133586423690752 run.py:723] (val) algo optimal_bst step 5050: {'root': 0.9285250865051903, 'score': 0.9285250865051903, 'examples_seen': 201120, 'step': 5050, 'algorithm': 'optimal_bst'}
I0715 11:44:13.422325 133586423690752 run.py:723] (val) algo optimal_bst step 5100: {'root': 0.9453395328719724, 'score': 0.9453395328719724, 'examples_seen': 203072, 'step': 5100, 'algorithm': 'optimal_bst'}
I0715 11:44:16.435142 133586423690752 run.py:723] (val) algo optimal_bst step 5150: {'root': 0.9492322664359861, 'score': 0.9492322664359861, 'examples_seen': 205024, 'step': 5150, 'algorithm': 'optimal_bst'}
I0715 11:44:19.330139 133586423690752 run.py:723] (val) algo optimal_bst step 5200: {'root': 0.9491241349480969, 'score': 0.9491241349480969, 'examples_seen': 207088, 'step': 5200, 'algorithm': 'optimal_bst'}
I0715 11:44:22.210922 133586423690752 run.py:723] (val) algo optimal_bst step 5250: {'root': 0.9491241349480969, 'score': 0.9491241349480969, 'examples_seen': 209072, 'step': 5250, 'algorithm': 'optimal_bst'}
I0715 11:44:25.082408 133586423690752 run.py:723] (val) algo optimal_bst step 5300: {'root': 0.9416089965397924, 'score': 0.9416089965397924, 'examples_seen': 211088, 'step': 5300, 'algorithm': 'optimal_bst'}
I0715 11:44:27.952342 133586423690752 run.py:723] (val) algo optimal_bst step 5350: {'root': 0.945231401384083, 'score': 0.945231401384083, 'examples_seen': 213072, 'step': 5350, 'algorithm': 'optimal_bst'}
I0715 11:44:30.874088 133586423690752 run.py:723] (val) algo optimal_bst step 5400: {'root': 0.9462586505190311, 'score': 0.9462586505190311, 'examples_seen': 215024, 'step': 5400, 'algorithm': 'optimal_bst'}
I0715 11:44:33.818253 133586423690752 run.py:723] (val) algo optimal_bst step 5450: {'root': 0.9496647923875432, 'score': 0.9496647923875432, 'examples_seen': 217024, 'step': 5450, 'algorithm': 'optimal_bst'}
I0715 11:44:36.831679 133586423690752 run.py:723] (val) algo optimal_bst step 5500: {'root': 0.9461505190311419, 'score': 0.9461505190311419, 'examples_seen': 218960, 'step': 5500, 'algorithm': 'optimal_bst'}
I0715 11:44:39.733050 133586423690752 run.py:723] (val) algo optimal_bst step 5550: {'root': 0.9536115916955017, 'score': 0.9536115916955017, 'examples_seen': 221008, 'step': 5550, 'algorithm': 'optimal_bst'}
I0715 11:44:42.607660 133586423690752 run.py:723] (val) algo optimal_bst step 5600: {'root': 0.9524221453287197, 'score': 0.9524221453287197, 'examples_seen': 223024, 'step': 5600, 'algorithm': 'optimal_bst'}
I0715 11:44:45.477897 133586423690752 run.py:723] (val) algo optimal_bst step 5650: {'root': 0.9537737889273357, 'score': 0.9537737889273357, 'examples_seen': 225008, 'step': 5650, 'algorithm': 'optimal_bst'}
I0715 11:44:48.345060 133586423690752 run.py:723] (val) algo optimal_bst step 5700: {'root': 0.9481509515570934, 'score': 0.9481509515570934, 'examples_seen': 227008, 'step': 5700, 'algorithm': 'optimal_bst'}
I0715 11:44:51.254558 133586423690752 run.py:723] (val) algo optimal_bst step 5750: {'root': 0.9533953287197232, 'score': 0.9533953287197232, 'examples_seen': 228960, 'step': 5750, 'algorithm': 'optimal_bst'}
I0715 11:44:54.195207 133586423690752 run.py:723] (val) algo optimal_bst step 5800: {'root': 0.9444744809688581, 'score': 0.9444744809688581, 'examples_seen': 230928, 'step': 5800, 'algorithm': 'optimal_bst'}
I0715 11:44:57.210401 133586423690752 run.py:723] (val) algo optimal_bst step 5850: {'root': 0.9502054498269896, 'score': 0.9502054498269896, 'examples_seen': 232912, 'step': 5850, 'algorithm': 'optimal_bst'}
I0715 11:45:00.118393 133586423690752 run.py:723] (val) algo optimal_bst step 5900: {'root': 0.936148356401384, 'score': 0.936148356401384, 'examples_seen': 234928, 'step': 5900, 'algorithm': 'optimal_bst'}
I0715 11:45:02.984750 133586423690752 run.py:723] (val) algo optimal_bst step 5950: {'root': 0.9460423875432526, 'score': 0.9460423875432526, 'examples_seen': 236944, 'step': 5950, 'algorithm': 'optimal_bst'}
I0715 11:45:05.837786 133586423690752 run.py:723] (val) algo optimal_bst step 6000: {'root': 0.9209558823529411, 'score': 0.9209558823529411, 'examples_seen': 238944, 'step': 6000, 'algorithm': 'optimal_bst'}
I0715 11:45:08.715954 133586423690752 run.py:723] (val) algo optimal_bst step 6050: {'root': 0.951773356401384, 'score': 0.951773356401384, 'examples_seen': 240928, 'step': 6050, 'algorithm': 'optimal_bst'}
I0715 11:45:11.620823 133586423690752 run.py:723] (val) algo optimal_bst step 6100: {'root': 0.9515570934256056, 'score': 0.9515570934256056, 'examples_seen': 242912, 'step': 6100, 'algorithm': 'optimal_bst'}
I0715 11:45:14.563659 133586423690752 run.py:723] (val) algo optimal_bst step 6150: {'root': 0.9550173010380623, 'score': 0.9550173010380623, 'examples_seen': 244864, 'step': 6150, 'algorithm': 'optimal_bst'}
I0715 11:45:17.580260 133586423690752 run.py:723] (val) algo optimal_bst step 6200: {'root': 0.954314446366782, 'score': 0.954314446366782, 'examples_seen': 246816, 'step': 6200, 'algorithm': 'optimal_bst'}
I0715 11:45:20.477858 133586423690752 run.py:723] (val) algo optimal_bst step 6250: {'root': 0.9544225778546713, 'score': 0.9544225778546713, 'examples_seen': 248880, 'step': 6250, 'algorithm': 'optimal_bst'}
I0715 11:45:23.360685 133586423690752 run.py:723] (val) algo optimal_bst step 6300: {'root': 0.951340830449827, 'score': 0.951340830449827, 'examples_seen': 250880, 'step': 6300, 'algorithm': 'optimal_bst'}
I0715 11:45:26.238057 133586423690752 run.py:723] (val) algo optimal_bst step 6350: {'root': 0.926794982698962, 'score': 0.926794982698962, 'examples_seen': 252880, 'step': 6350, 'algorithm': 'optimal_bst'}
I0715 11:45:29.106289 133586423690752 run.py:723] (val) algo optimal_bst step 6400: {'root': 0.950151384083045, 'score': 0.950151384083045, 'examples_seen': 254864, 'step': 6400, 'algorithm': 'optimal_bst'}
I0715 11:45:32.025368 133586423690752 run.py:723] (val) algo optimal_bst step 6450: {'root': 0.9517192906574394, 'score': 0.9517192906574394, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'optimal_bst'}
