I0716 00:21:16.146480 128008865113600 run.py:722] (val) algo mst_prim step 0: {'pi': 0.48828125, 'score': 0.48828125, 'examples_seen': 84, 'step': 0, 'algorithm': 'mst_prim'}
I0716 00:23:59.938935 128008865113600 run.py:722] (val) algo mst_prim step 1850: {'pi': 0.8603515625, 'score': 0.8603515625, 'examples_seen': 104357, 'step': 1850, 'algorithm': 'mst_prim'}
I0716 00:24:01.764658 128008865113600 run.py:722] (val) algo mst_prim step 1900: {'pi': 0.8837890625, 'score': 0.8837890625, 'examples_seen': 107182, 'step': 1900, 'algorithm': 'mst_prim'}
I0716 00:24:03.634750 128008865113600 run.py:722] (val) algo mst_prim step 1950: {'pi': 0.8486328125, 'score': 0.8486328125, 'examples_seen': 109978, 'step': 1950, 'algorithm': 'mst_prim'}
I0716 00:24:05.537370 128008865113600 run.py:722] (val) algo mst_prim step 2000: {'pi': 0.91796875, 'score': 0.91796875, 'examples_seen': 112779, 'step': 2000, 'algorithm': 'mst_prim'}
I0716 00:24:07.328407 128008865113600 run.py:722] (val) algo mst_prim step 2050: {'pi': 0.900390625, 'score': 0.900390625, 'examples_seen': 115628, 'step': 2050, 'algorithm': 'mst_prim'}
I0716 00:24:09.113297 128008865113600 run.py:722] (val) algo mst_prim step 2100: {'pi': 0.9091796875, 'score': 0.9091796875, 'examples_seen': 118463, 'step': 2100, 'algorithm': 'mst_prim'}
I0716 00:24:10.964069 128008865113600 run.py:722] (val) algo mst_prim step 2150: {'pi': 0.8154296875, 'score': 0.8154296875, 'examples_seen': 121281, 'step': 2150, 'algorithm': 'mst_prim'}
I0716 00:24:12.802455 128008865113600 run.py:722] (val) algo mst_prim step 2200: {'pi': 0.9091796875, 'score': 0.9091796875, 'examples_seen': 124110, 'step': 2200, 'algorithm': 'mst_prim'}
I0716 00:24:14.666164 128008865113600 run.py:722] (val) algo mst_prim step 2250: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 126912, 'step': 2250, 'algorithm': 'mst_prim'}
I0716 00:24:16.542205 128008865113600 run.py:722] (val) algo mst_prim step 2300: {'pi': 0.9052734375, 'score': 0.9052734375, 'examples_seen': 129663, 'step': 2300, 'algorithm': 'mst_prim'}
I0716 00:24:18.409888 128008865113600 run.py:722] (val) algo mst_prim step 2350: {'pi': 0.88671875, 'score': 0.88671875, 'examples_seen': 132480, 'step': 2350, 'algorithm': 'mst_prim'}
I0716 00:24:20.286978 128008865113600 run.py:722] (val) algo mst_prim step 2400: {'pi': 0.9189453125, 'score': 0.9189453125, 'examples_seen': 135339, 'step': 2400, 'algorithm': 'mst_prim'}
I0716 00:24:22.151596 128008865113600 run.py:722] (val) algo mst_prim step 2450: {'pi': 0.9189453125, 'score': 0.9189453125, 'examples_seen': 138192, 'step': 2450, 'algorithm': 'mst_prim'}
I0716 00:24:24.105182 128008865113600 run.py:722] (val) algo mst_prim step 2500: {'pi': 0.8994140625, 'score': 0.8994140625, 'examples_seen': 141013, 'step': 2500, 'algorithm': 'mst_prim'}
I0716 00:24:25.886782 128008865113600 run.py:722] (val) algo mst_prim step 2550: {'pi': 0.89453125, 'score': 0.89453125, 'examples_seen': 143836, 'step': 2550, 'algorithm': 'mst_prim'}
I0716 00:24:27.721989 128008865113600 run.py:722] (val) algo mst_prim step 2600: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 146621, 'step': 2600, 'algorithm': 'mst_prim'}
I0716 00:24:29.517442 128008865113600 run.py:722] (val) algo mst_prim step 2650: {'pi': 0.927734375, 'score': 0.927734375, 'examples_seen': 149404, 'step': 2650, 'algorithm': 'mst_prim'}
I0716 00:24:31.406657 128008865113600 run.py:722] (val) algo mst_prim step 2700: {'pi': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 152220, 'step': 2700, 'algorithm': 'mst_prim'}
I0716 00:24:33.303369 128008865113600 run.py:722] (val) algo mst_prim step 2750: {'pi': 0.900390625, 'score': 0.900390625, 'examples_seen': 155108, 'step': 2750, 'algorithm': 'mst_prim'}
I0716 00:24:35.136760 128008865113600 run.py:722] (val) algo mst_prim step 2800: {'pi': 0.9169921875, 'score': 0.9169921875, 'examples_seen': 158001, 'step': 2800, 'algorithm': 'mst_prim'}
I0716 00:24:37.012661 128008865113600 run.py:722] (val) algo mst_prim step 2850: {'pi': 0.8896484375, 'score': 0.8896484375, 'examples_seen': 160815, 'step': 2850, 'algorithm': 'mst_prim'}
I0716 00:24:38.851294 128008865113600 run.py:722] (val) algo mst_prim step 2900: {'pi': 0.884765625, 'score': 0.884765625, 'examples_seen': 163649, 'step': 2900, 'algorithm': 'mst_prim'}
I0716 00:24:40.712884 128008865113600 run.py:722] (val) algo mst_prim step 2950: {'pi': 0.8955078125, 'score': 0.8955078125, 'examples_seen': 166457, 'step': 2950, 'algorithm': 'mst_prim'}
I0716 00:24:42.574746 128008865113600 run.py:722] (val) algo mst_prim step 3000: {'pi': 0.923828125, 'score': 0.923828125, 'examples_seen': 169243, 'step': 3000, 'algorithm': 'mst_prim'}
I0716 00:24:44.496100 128008865113600 run.py:722] (val) algo mst_prim step 3050: {'pi': 0.91796875, 'score': 0.91796875, 'examples_seen': 172034, 'step': 3050, 'algorithm': 'mst_prim'}
I0716 00:24:46.394843 128008865113600 run.py:722] (val) algo mst_prim step 3100: {'pi': 0.90234375, 'score': 0.90234375, 'examples_seen': 174905, 'step': 3100, 'algorithm': 'mst_prim'}
I0716 00:24:48.250124 128008865113600 run.py:722] (val) algo mst_prim step 3150: {'pi': 0.9052734375, 'score': 0.9052734375, 'examples_seen': 177747, 'step': 3150, 'algorithm': 'mst_prim'}
I0716 00:24:50.099933 128008865113600 run.py:722] (val) algo mst_prim step 3200: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 180581, 'step': 3200, 'algorithm': 'mst_prim'}
I0716 00:24:51.951821 128008865113600 run.py:722] (val) algo mst_prim step 3250: {'pi': 0.8681640625, 'score': 0.8681640625, 'examples_seen': 183398, 'step': 3250, 'algorithm': 'mst_prim'}
I0716 00:24:53.815456 128008865113600 run.py:722] (val) algo mst_prim step 3300: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 186193, 'step': 3300, 'algorithm': 'mst_prim'}
I0716 00:24:55.663275 128008865113600 run.py:722] (val) algo mst_prim step 3350: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 189015, 'step': 3350, 'algorithm': 'mst_prim'}
I0716 00:24:57.492081 128008865113600 run.py:722] (val) algo mst_prim step 3400: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 191793, 'step': 3400, 'algorithm': 'mst_prim'}
I0716 00:24:59.391816 128008865113600 run.py:722] (val) algo mst_prim step 3450: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 194694, 'step': 3450, 'algorithm': 'mst_prim'}
I0716 00:25:01.231849 128008865113600 run.py:722] (val) algo mst_prim step 3500: {'pi': 0.9091796875, 'score': 0.9091796875, 'examples_seen': 197588, 'step': 3500, 'algorithm': 'mst_prim'}
I0716 00:25:03.056277 128008865113600 run.py:722] (val) algo mst_prim step 3550: {'pi': 0.8681640625, 'score': 0.8681640625, 'examples_seen': 200382, 'step': 3550, 'algorithm': 'mst_prim'}
I0716 00:25:04.919400 128008865113600 run.py:722] (val) algo mst_prim step 3600: {'pi': 0.9072265625, 'score': 0.9072265625, 'examples_seen': 203220, 'step': 3600, 'algorithm': 'mst_prim'}
I0716 00:25:06.766640 128008865113600 run.py:722] (val) algo mst_prim step 3650: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 206048, 'step': 3650, 'algorithm': 'mst_prim'}
I0716 00:25:08.553698 128008865113600 run.py:722] (val) algo mst_prim step 3700: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 208832, 'step': 3700, 'algorithm': 'mst_prim'}
I0716 00:25:10.375855 128008865113600 run.py:722] (val) algo mst_prim step 3750: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 211606, 'step': 3750, 'algorithm': 'mst_prim'}
I0716 00:25:12.256989 128008865113600 run.py:722] (val) algo mst_prim step 3800: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 214476, 'step': 3800, 'algorithm': 'mst_prim'}
I0716 00:25:14.117544 128008865113600 run.py:722] (val) algo mst_prim step 3850: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 217374, 'step': 3850, 'algorithm': 'mst_prim'}
I0716 00:25:15.966331 128008865113600 run.py:722] (val) algo mst_prim step 3900: {'pi': 0.9208984375, 'score': 0.9208984375, 'examples_seen': 220193, 'step': 3900, 'algorithm': 'mst_prim'}
I0716 00:25:17.782966 128008865113600 run.py:722] (val) algo mst_prim step 3950: {'pi': 0.89453125, 'score': 0.89453125, 'examples_seen': 223011, 'step': 3950, 'algorithm': 'mst_prim'}
I0716 00:25:19.589380 128008865113600 run.py:722] (val) algo mst_prim step 4000: {'pi': 0.9169921875, 'score': 0.9169921875, 'examples_seen': 225819, 'step': 4000, 'algorithm': 'mst_prim'}
I0716 00:25:21.372360 128008865113600 run.py:722] (val) algo mst_prim step 4050: {'pi': 0.919921875, 'score': 0.919921875, 'examples_seen': 228595, 'step': 4050, 'algorithm': 'mst_prim'}
I0716 00:25:23.244887 128008865113600 run.py:722] (val) algo mst_prim step 4100: {'pi': 0.87890625, 'score': 0.87890625, 'examples_seen': 231403, 'step': 4100, 'algorithm': 'mst_prim'}
I0716 00:25:25.139007 128008865113600 run.py:722] (val) algo mst_prim step 4150: {'pi': 0.8974609375, 'score': 0.8974609375, 'examples_seen': 234285, 'step': 4150, 'algorithm': 'mst_prim'}
I0716 00:25:26.976087 128008865113600 run.py:722] (val) algo mst_prim step 4200: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 237122, 'step': 4200, 'algorithm': 'mst_prim'}
I0716 00:25:28.847993 128008865113600 run.py:722] (val) algo mst_prim step 4250: {'pi': 0.90625, 'score': 0.90625, 'examples_seen': 239968, 'step': 4250, 'algorithm': 'mst_prim'}
I0716 00:25:30.689481 128008865113600 run.py:722] (val) algo mst_prim step 4300: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 242782, 'step': 4300, 'algorithm': 'mst_prim'}
I0716 00:25:32.502579 128008865113600 run.py:722] (val) algo mst_prim step 4350: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 245570, 'step': 4350, 'algorithm': 'mst_prim'}
I0716 00:25:34.334377 128008865113600 run.py:722] (val) algo mst_prim step 4400: {'pi': 0.9140625, 'score': 0.9140625, 'examples_seen': 248310, 'step': 4400, 'algorithm': 'mst_prim'}
I0716 00:25:36.177189 128008865113600 run.py:722] (val) algo mst_prim step 4450: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 251100, 'step': 4450, 'algorithm': 'mst_prim'}
I0716 00:25:38.069588 128008865113600 run.py:722] (val) algo mst_prim step 4500: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 253989, 'step': 4500, 'algorithm': 'mst_prim'}
I0716 00:25:39.905948 128008865113600 run.py:722] (val) algo mst_prim step 4550: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 256862, 'step': 4550, 'algorithm': 'mst_prim'}
I0716 00:25:41.699259 128008865113600 run.py:722] (val) algo mst_prim step 4600: {'pi': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 259677, 'step': 4600, 'algorithm': 'mst_prim'}
I0716 00:25:43.556743 128008865113600 run.py:722] (val) algo mst_prim step 4650: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 262486, 'step': 4650, 'algorithm': 'mst_prim'}
I0716 00:25:45.397221 128008865113600 run.py:722] (val) algo mst_prim step 4700: {'pi': 0.923828125, 'score': 0.923828125, 'examples_seen': 265300, 'step': 4700, 'algorithm': 'mst_prim'}
I0716 00:25:47.246334 128008865113600 run.py:722] (val) algo mst_prim step 4750: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 268082, 'step': 4750, 'algorithm': 'mst_prim'}
I0716 00:25:49.110109 128008865113600 run.py:722] (val) algo mst_prim step 4800: {'pi': 0.9208984375, 'score': 0.9208984375, 'examples_seen': 270868, 'step': 4800, 'algorithm': 'mst_prim'}
I0716 00:25:50.984256 128008865113600 run.py:722] (val) algo mst_prim step 4850: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 273712, 'step': 4850, 'algorithm': 'mst_prim'}
I0716 00:25:52.843543 128008865113600 run.py:722] (val) algo mst_prim step 4900: {'pi': 0.919921875, 'score': 0.919921875, 'examples_seen': 276597, 'step': 4900, 'algorithm': 'mst_prim'}
I0716 00:25:54.665471 128008865113600 run.py:722] (val) algo mst_prim step 4950: {'pi': 0.9296875, 'score': 0.9296875, 'examples_seen': 279407, 'step': 4950, 'algorithm': 'mst_prim'}
I0716 00:25:56.472445 128008865113600 run.py:722] (val) algo mst_prim step 5000: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 282193, 'step': 5000, 'algorithm': 'mst_prim'}
I0716 00:25:58.237217 128008865113600 run.py:722] (val) algo mst_prim step 5050: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 284988, 'step': 5050, 'algorithm': 'mst_prim'}
I0716 00:26:00.105608 128008865113600 run.py:722] (val) algo mst_prim step 5100: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 287799, 'step': 5100, 'algorithm': 'mst_prim'}
I0716 00:26:01.999897 128008865113600 run.py:722] (val) algo mst_prim step 5150: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 290587, 'step': 5150, 'algorithm': 'mst_prim'}
I0716 00:26:03.844894 128008865113600 run.py:722] (val) algo mst_prim step 5200: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 293477, 'step': 5200, 'algorithm': 'mst_prim'}
I0716 00:26:05.736088 128008865113600 run.py:722] (val) algo mst_prim step 5250: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 296379, 'step': 5250, 'algorithm': 'mst_prim'}
I0716 00:26:07.541440 128008865113600 run.py:722] (val) algo mst_prim step 5300: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 299195, 'step': 5300, 'algorithm': 'mst_prim'}
I0716 00:26:09.405044 128008865113600 run.py:722] (val) algo mst_prim step 5350: {'pi': 0.9169921875, 'score': 0.9169921875, 'examples_seen': 302045, 'step': 5350, 'algorithm': 'mst_prim'}
I0716 00:26:11.254781 128008865113600 run.py:722] (val) algo mst_prim step 5400: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 304844, 'step': 5400, 'algorithm': 'mst_prim'}
I0716 00:26:13.160141 128008865113600 run.py:722] (val) algo mst_prim step 5450: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 307674, 'step': 5450, 'algorithm': 'mst_prim'}
I0716 00:26:15.081024 128008865113600 run.py:722] (val) algo mst_prim step 5500: {'pi': 0.91796875, 'score': 0.91796875, 'examples_seen': 310498, 'step': 5500, 'algorithm': 'mst_prim'}
I0716 00:26:16.924917 128008865113600 run.py:722] (val) algo mst_prim step 5550: {'pi': 0.91015625, 'score': 0.91015625, 'examples_seen': 313348, 'step': 5550, 'algorithm': 'mst_prim'}
I0716 00:26:19.041174 128008865113600 run.py:722] (val) algo mst_prim step 5600: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 316193, 'step': 5600, 'algorithm': 'mst_prim'}
I0716 00:26:20.868142 128008865113600 run.py:722] (val) algo mst_prim step 5650: {'pi': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 319034, 'step': 5650, 'algorithm': 'mst_prim'}
I0716 00:26:22.702094 128008865113600 run.py:722] (val) algo mst_prim step 5700: {'pi': 0.8828125, 'score': 0.8828125, 'examples_seen': 321872, 'step': 5700, 'algorithm': 'mst_prim'}
I0716 00:26:24.541193 128008865113600 run.py:722] (val) algo mst_prim step 5750: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 324691, 'step': 5750, 'algorithm': 'mst_prim'}
I0716 00:26:26.407822 128008865113600 run.py:722] (val) algo mst_prim step 5800: {'pi': 0.892578125, 'score': 0.892578125, 'examples_seen': 327482, 'step': 5800, 'algorithm': 'mst_prim'}
I0716 00:26:28.221693 128008865113600 run.py:722] (val) algo mst_prim step 5850: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 330253, 'step': 5850, 'algorithm': 'mst_prim'}
I0716 00:26:30.129468 128008865113600 run.py:722] (val) algo mst_prim step 5900: {'pi': 0.916015625, 'score': 0.916015625, 'examples_seen': 333147, 'step': 5900, 'algorithm': 'mst_prim'}
I0716 00:26:32.004004 128008865113600 run.py:722] (val) algo mst_prim step 5950: {'pi': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 336033, 'step': 5950, 'algorithm': 'mst_prim'}
I0716 00:26:33.859259 128008865113600 run.py:722] (val) algo mst_prim step 6000: {'pi': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 338875, 'step': 6000, 'algorithm': 'mst_prim'}
I0716 00:26:35.701010 128008865113600 run.py:722] (val) algo mst_prim step 6050: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 341736, 'step': 6050, 'algorithm': 'mst_prim'}
I0716 00:26:37.542124 128008865113600 run.py:722] (val) algo mst_prim step 6100: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 344519, 'step': 6100, 'algorithm': 'mst_prim'}
I0716 00:26:39.449328 128008865113600 run.py:722] (val) algo mst_prim step 6150: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 347320, 'step': 6150, 'algorithm': 'mst_prim'}
I0716 00:26:41.322308 128008865113600 run.py:722] (val) algo mst_prim step 6200: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 350082, 'step': 6200, 'algorithm': 'mst_prim'}
I0716 00:26:43.209883 128008865113600 run.py:722] (val) algo mst_prim step 6250: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 352931, 'step': 6250, 'algorithm': 'mst_prim'}
I0716 00:26:45.106583 128008865113600 run.py:722] (val) algo mst_prim step 6300: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 355770, 'step': 6300, 'algorithm': 'mst_prim'}
I0716 00:26:46.929135 128008865113600 run.py:722] (val) algo mst_prim step 6350: {'pi': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 358610, 'step': 6350, 'algorithm': 'mst_prim'}
I0716 00:26:48.820501 128008865113600 run.py:722] (val) algo mst_prim step 6400: {'pi': 0.9296875, 'score': 0.9296875, 'examples_seen': 361457, 'step': 6400, 'algorithm': 'mst_prim'}
I0716 00:26:50.715465 128008865113600 run.py:722] (val) algo mst_prim step 6450: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 364254, 'step': 6450, 'algorithm': 'mst_prim'}
I0716 00:26:52.598277 128008865113600 run.py:722] (val) algo mst_prim step 6500: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 367061, 'step': 6500, 'algorithm': 'mst_prim'}
I0716 00:26:54.476976 128008865113600 run.py:722] (val) algo mst_prim step 6550: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 369825, 'step': 6550, 'algorithm': 'mst_prim'}
I0716 00:26:56.355869 128008865113600 run.py:722] (val) algo mst_prim step 6600: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 372739, 'step': 6600, 'algorithm': 'mst_prim'}
I0716 00:26:58.204135 128008865113600 run.py:722] (val) algo mst_prim step 6650: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 375604, 'step': 6650, 'algorithm': 'mst_prim'}
I0716 00:27:00.006841 128008865113600 run.py:722] (val) algo mst_prim step 6700: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 378391, 'step': 6700, 'algorithm': 'mst_prim'}
I0716 00:27:01.922933 128008865113600 run.py:722] (val) algo mst_prim step 6750: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 381191, 'step': 6750, 'algorithm': 'mst_prim'}
I0716 00:27:03.855355 128008865113600 run.py:722] (val) algo mst_prim step 6800: {'pi': 0.912109375, 'score': 0.912109375, 'examples_seen': 383982, 'step': 6800, 'algorithm': 'mst_prim'}
I0716 00:27:05.661441 128008865113600 run.py:722] (val) algo mst_prim step 6850: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 386754, 'step': 6850, 'algorithm': 'mst_prim'}
