I0715 23:29:37.217289 127998535931392 run.py:722] (val) algo lcs_length step 0: {'b': 0.162353515625, 'score': 0.162353515625, 'examples_seen': 256, 'step': 0, 'algorithm': 'lcs_length'}
I0715 23:31:28.528017 127998535931392 run.py:722] (val) algo lcs_length step 700: {'b': 0.838623046875, 'score': 0.838623046875, 'examples_seen': 83340, 'step': 700, 'algorithm': 'lcs_length'}
I0715 23:31:31.689639 127998535931392 run.py:722] (val) algo lcs_length step 750: {'b': 0.898681640625, 'score': 0.898681640625, 'examples_seen': 89291, 'step': 750, 'algorithm': 'lcs_length'}
I0715 23:31:34.858951 127998535931392 run.py:722] (val) algo lcs_length step 800: {'b': 0.895751953125, 'score': 0.895751953125, 'examples_seen': 95180, 'step': 800, 'algorithm': 'lcs_length'}
I0715 23:31:37.955465 127998535931392 run.py:722] (val) algo lcs_length step 850: {'b': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 101060, 'step': 850, 'algorithm': 'lcs_length'}
I0715 23:31:41.104817 127998535931392 run.py:722] (val) algo lcs_length step 900: {'b': 0.89208984375, 'score': 0.89208984375, 'examples_seen': 106912, 'step': 900, 'algorithm': 'lcs_length'}
I0715 23:31:44.284869 127998535931392 run.py:722] (val) algo lcs_length step 950: {'b': 0.918212890625, 'score': 0.918212890625, 'examples_seen': 112772, 'step': 950, 'algorithm': 'lcs_length'}
I0715 23:31:47.446040 127998535931392 run.py:722] (val) algo lcs_length step 1000: {'b': 0.915283203125, 'score': 0.915283203125, 'examples_seen': 118833, 'step': 1000, 'algorithm': 'lcs_length'}
I0715 23:31:50.624791 127998535931392 run.py:722] (val) algo lcs_length step 1050: {'b': 0.886962890625, 'score': 0.886962890625, 'examples_seen': 124894, 'step': 1050, 'algorithm': 'lcs_length'}
I0715 23:31:53.754716 127998535931392 run.py:722] (val) algo lcs_length step 1100: {'b': 0.911376953125, 'score': 0.911376953125, 'examples_seen': 130841, 'step': 1100, 'algorithm': 'lcs_length'}
I0715 23:31:56.893419 127998535931392 run.py:722] (val) algo lcs_length step 1150: {'b': 0.90234375, 'score': 0.90234375, 'examples_seen': 136753, 'step': 1150, 'algorithm': 'lcs_length'}
I0715 23:32:00.014919 127998535931392 run.py:722] (val) algo lcs_length step 1200: {'b': 0.926025390625, 'score': 0.926025390625, 'examples_seen': 142605, 'step': 1200, 'algorithm': 'lcs_length'}
I0715 23:32:03.195378 127998535931392 run.py:722] (val) algo lcs_length step 1250: {'b': 0.904052734375, 'score': 0.904052734375, 'examples_seen': 148460, 'step': 1250, 'algorithm': 'lcs_length'}
I0715 23:32:06.332364 127998535931392 run.py:722] (val) algo lcs_length step 1300: {'b': 0.9189453125, 'score': 0.9189453125, 'examples_seen': 154289, 'step': 1300, 'algorithm': 'lcs_length'}
I0715 23:32:09.482099 127998535931392 run.py:722] (val) algo lcs_length step 1350: {'b': 0.91064453125, 'score': 0.91064453125, 'examples_seen': 160350, 'step': 1350, 'algorithm': 'lcs_length'}
I0715 23:32:12.639549 127998535931392 run.py:722] (val) algo lcs_length step 1400: {'b': 0.884765625, 'score': 0.884765625, 'examples_seen': 166429, 'step': 1400, 'algorithm': 'lcs_length'}
I0715 23:32:15.815107 127998535931392 run.py:722] (val) algo lcs_length step 1450: {'b': 0.925537109375, 'score': 0.925537109375, 'examples_seen': 172381, 'step': 1450, 'algorithm': 'lcs_length'}
I0715 23:32:18.923837 127998535931392 run.py:722] (val) algo lcs_length step 1500: {'b': 0.933837890625, 'score': 0.933837890625, 'examples_seen': 178280, 'step': 1500, 'algorithm': 'lcs_length'}
I0715 23:32:22.103208 127998535931392 run.py:722] (val) algo lcs_length step 1550: {'b': 0.885986328125, 'score': 0.885986328125, 'examples_seen': 184122, 'step': 1550, 'algorithm': 'lcs_length'}
I0715 23:32:25.271261 127998535931392 run.py:722] (val) algo lcs_length step 1600: {'b': 0.93603515625, 'score': 0.93603515625, 'examples_seen': 189972, 'step': 1600, 'algorithm': 'lcs_length'}
I0715 23:32:28.422594 127998535931392 run.py:722] (val) algo lcs_length step 1650: {'b': 0.934814453125, 'score': 0.934814453125, 'examples_seen': 195809, 'step': 1650, 'algorithm': 'lcs_length'}
I0715 23:32:31.613691 127998535931392 run.py:722] (val) algo lcs_length step 1700: {'b': 0.91845703125, 'score': 0.91845703125, 'examples_seen': 201878, 'step': 1700, 'algorithm': 'lcs_length'}
I0715 23:32:34.752370 127998535931392 run.py:722] (val) algo lcs_length step 1750: {'b': 0.93603515625, 'score': 0.93603515625, 'examples_seen': 207960, 'step': 1750, 'algorithm': 'lcs_length'}
I0715 23:32:37.894911 127998535931392 run.py:722] (val) algo lcs_length step 1800: {'b': 0.938720703125, 'score': 0.938720703125, 'examples_seen': 213897, 'step': 1800, 'algorithm': 'lcs_length'}
I0715 23:32:41.105426 127998535931392 run.py:722] (val) algo lcs_length step 1850: {'b': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 219807, 'step': 1850, 'algorithm': 'lcs_length'}
I0715 23:32:44.245321 127998535931392 run.py:722] (val) algo lcs_length step 1900: {'b': 0.930419921875, 'score': 0.930419921875, 'examples_seen': 225667, 'step': 1900, 'algorithm': 'lcs_length'}
I0715 23:32:47.332163 127998535931392 run.py:722] (val) algo lcs_length step 1950: {'b': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 231520, 'step': 1950, 'algorithm': 'lcs_length'}
I0715 23:32:50.486984 127998535931392 run.py:722] (val) algo lcs_length step 2000: {'b': 0.92138671875, 'score': 0.92138671875, 'examples_seen': 237346, 'step': 2000, 'algorithm': 'lcs_length'}
I0715 23:32:53.671383 127998535931392 run.py:722] (val) algo lcs_length step 2050: {'b': 0.921875, 'score': 0.921875, 'examples_seen': 243405, 'step': 2050, 'algorithm': 'lcs_length'}
I0715 23:32:56.907553 127998535931392 run.py:722] (val) algo lcs_length step 2100: {'b': 0.921142578125, 'score': 0.921142578125, 'examples_seen': 249464, 'step': 2100, 'algorithm': 'lcs_length'}
I0715 23:33:00.042501 127998535931392 run.py:722] (val) algo lcs_length step 2150: {'b': 0.947998046875, 'score': 0.947998046875, 'examples_seen': 255412, 'step': 2150, 'algorithm': 'lcs_length'}
I0715 23:33:03.169714 127998535931392 run.py:722] (val) algo lcs_length step 2200: {'b': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 261294, 'step': 2200, 'algorithm': 'lcs_length'}
I0715 23:33:06.292696 127998535931392 run.py:722] (val) algo lcs_length step 2250: {'b': 0.934326171875, 'score': 0.934326171875, 'examples_seen': 267156, 'step': 2250, 'algorithm': 'lcs_length'}
I0715 23:33:09.486763 127998535931392 run.py:722] (val) algo lcs_length step 2300: {'b': 0.94775390625, 'score': 0.94775390625, 'examples_seen': 273020, 'step': 2300, 'algorithm': 'lcs_length'}
I0715 23:33:12.661474 127998535931392 run.py:722] (val) algo lcs_length step 2350: {'b': 0.943115234375, 'score': 0.943115234375, 'examples_seen': 278853, 'step': 2350, 'algorithm': 'lcs_length'}
I0715 23:33:15.865117 127998535931392 run.py:722] (val) algo lcs_length step 2400: {'b': 0.93994140625, 'score': 0.93994140625, 'examples_seen': 284935, 'step': 2400, 'algorithm': 'lcs_length'}
I0715 23:33:19.034978 127998535931392 run.py:722] (val) algo lcs_length step 2450: {'b': 0.939697265625, 'score': 0.939697265625, 'examples_seen': 290997, 'step': 2450, 'algorithm': 'lcs_length'}
I0715 23:33:22.134839 127998535931392 run.py:722] (val) algo lcs_length step 2500: {'b': 0.941162109375, 'score': 0.941162109375, 'examples_seen': 296927, 'step': 2500, 'algorithm': 'lcs_length'}
I0715 23:33:25.258600 127998535931392 run.py:722] (val) algo lcs_length step 2550: {'b': 0.943359375, 'score': 0.943359375, 'examples_seen': 302816, 'step': 2550, 'algorithm': 'lcs_length'}
I0715 23:33:28.373666 127998535931392 run.py:722] (val) algo lcs_length step 2600: {'b': 0.92724609375, 'score': 0.92724609375, 'examples_seen': 308663, 'step': 2600, 'algorithm': 'lcs_length'}
I0715 23:33:31.513224 127998535931392 run.py:722] (val) algo lcs_length step 2650: {'b': 0.9375, 'score': 0.9375, 'examples_seen': 314523, 'step': 2650, 'algorithm': 'lcs_length'}
I0715 23:33:34.635000 127998535931392 run.py:722] (val) algo lcs_length step 2700: {'b': 0.949462890625, 'score': 0.949462890625, 'examples_seen': 320355, 'step': 2700, 'algorithm': 'lcs_length'}
I0715 23:33:37.868324 127998535931392 run.py:722] (val) algo lcs_length step 2750: {'b': 0.953369140625, 'score': 0.953369140625, 'examples_seen': 326414, 'step': 2750, 'algorithm': 'lcs_length'}
I0715 23:33:41.051816 127998535931392 run.py:722] (val) algo lcs_length step 2800: {'b': 0.93115234375, 'score': 0.93115234375, 'examples_seen': 332487, 'step': 2800, 'algorithm': 'lcs_length'}
I0715 23:33:44.220045 127998535931392 run.py:722] (val) algo lcs_length step 2850: {'b': 0.95166015625, 'score': 0.95166015625, 'examples_seen': 338424, 'step': 2850, 'algorithm': 'lcs_length'}
I0715 23:33:47.394047 127998535931392 run.py:722] (val) algo lcs_length step 2900: {'b': 0.955078125, 'score': 0.955078125, 'examples_seen': 344321, 'step': 2900, 'algorithm': 'lcs_length'}
I0715 23:33:50.579691 127998535931392 run.py:722] (val) algo lcs_length step 2950: {'b': 0.95849609375, 'score': 0.95849609375, 'examples_seen': 350177, 'step': 2950, 'algorithm': 'lcs_length'}
I0715 23:33:53.831983 127998535931392 run.py:722] (val) algo lcs_length step 3000: {'b': 0.95068359375, 'score': 0.95068359375, 'examples_seen': 356031, 'step': 3000, 'algorithm': 'lcs_length'}
I0715 23:33:57.037302 127998535931392 run.py:722] (val) algo lcs_length step 3050: {'b': 0.95703125, 'score': 0.95703125, 'examples_seen': 361859, 'step': 3050, 'algorithm': 'lcs_length'}
I0715 23:34:00.242539 127998535931392 run.py:722] (val) algo lcs_length step 3100: {'b': 0.937255859375, 'score': 0.937255859375, 'examples_seen': 367912, 'step': 3100, 'algorithm': 'lcs_length'}
I0715 23:34:03.473014 127998535931392 run.py:722] (val) algo lcs_length step 3150: {'b': 0.947265625, 'score': 0.947265625, 'examples_seen': 373971, 'step': 3150, 'algorithm': 'lcs_length'}
I0715 23:34:06.654536 127998535931392 run.py:722] (val) algo lcs_length step 3200: {'b': 0.957763671875, 'score': 0.957763671875, 'examples_seen': 379910, 'step': 3200, 'algorithm': 'lcs_length'}
I0715 23:34:09.882901 127998535931392 run.py:722] (val) algo lcs_length step 3250: {'b': 0.95263671875, 'score': 0.95263671875, 'examples_seen': 385821, 'step': 3250, 'algorithm': 'lcs_length'}
I0715 23:34:13.041957 127998535931392 run.py:722] (val) algo lcs_length step 3300: {'b': 0.947021484375, 'score': 0.947021484375, 'examples_seen': 391664, 'step': 3300, 'algorithm': 'lcs_length'}
I0715 23:34:16.241312 127998535931392 run.py:722] (val) algo lcs_length step 3350: {'b': 0.954345703125, 'score': 0.954345703125, 'examples_seen': 397497, 'step': 3350, 'algorithm': 'lcs_length'}
I0715 23:34:19.414350 127998535931392 run.py:722] (val) algo lcs_length step 3400: {'b': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 403337, 'step': 3400, 'algorithm': 'lcs_length'}
I0715 23:34:22.623414 127998535931392 run.py:722] (val) algo lcs_length step 3450: {'b': 0.954345703125, 'score': 0.954345703125, 'examples_seen': 409397, 'step': 3450, 'algorithm': 'lcs_length'}
I0715 23:34:25.844237 127998535931392 run.py:722] (val) algo lcs_length step 3500: {'b': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 415462, 'step': 3500, 'algorithm': 'lcs_length'}
I0715 23:34:29.018739 127998535931392 run.py:722] (val) algo lcs_length step 3550: {'b': 0.94384765625, 'score': 0.94384765625, 'examples_seen': 421427, 'step': 3550, 'algorithm': 'lcs_length'}
I0715 23:34:32.212275 127998535931392 run.py:722] (val) algo lcs_length step 3600: {'b': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 427311, 'step': 3600, 'algorithm': 'lcs_length'}
I0715 23:34:35.387452 127998535931392 run.py:722] (val) algo lcs_length step 3650: {'b': 0.95458984375, 'score': 0.95458984375, 'examples_seen': 433168, 'step': 3650, 'algorithm': 'lcs_length'}
I0715 23:34:38.555860 127998535931392 run.py:722] (val) algo lcs_length step 3700: {'b': 0.962890625, 'score': 0.962890625, 'examples_seen': 439011, 'step': 3700, 'algorithm': 'lcs_length'}
I0715 23:34:41.766466 127998535931392 run.py:722] (val) algo lcs_length step 3750: {'b': 0.950927734375, 'score': 0.950927734375, 'examples_seen': 444838, 'step': 3750, 'algorithm': 'lcs_length'}
I0715 23:34:44.993363 127998535931392 run.py:722] (val) algo lcs_length step 3800: {'b': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 450898, 'step': 3800, 'algorithm': 'lcs_length'}
I0715 23:34:48.212184 127998535931392 run.py:722] (val) algo lcs_length step 3850: {'b': 0.951904296875, 'score': 0.951904296875, 'examples_seen': 456989, 'step': 3850, 'algorithm': 'lcs_length'}
I0715 23:34:51.418510 127998535931392 run.py:722] (val) algo lcs_length step 3900: {'b': 0.962890625, 'score': 0.962890625, 'examples_seen': 462949, 'step': 3900, 'algorithm': 'lcs_length'}
I0715 23:34:54.534903 127998535931392 run.py:722] (val) algo lcs_length step 3950: {'b': 0.951904296875, 'score': 0.951904296875, 'examples_seen': 468820, 'step': 3950, 'algorithm': 'lcs_length'}
I0715 23:34:57.693440 127998535931392 run.py:722] (val) algo lcs_length step 4000: {'b': 0.96630859375, 'score': 0.96630859375, 'examples_seen': 474697, 'step': 4000, 'algorithm': 'lcs_length'}
I0715 23:35:00.866293 127998535931392 run.py:722] (val) algo lcs_length step 4050: {'b': 0.956787109375, 'score': 0.956787109375, 'examples_seen': 480552, 'step': 4050, 'algorithm': 'lcs_length'}
I0715 23:35:04.029987 127998535931392 run.py:722] (val) algo lcs_length step 4100: {'b': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 486384, 'step': 4100, 'algorithm': 'lcs_length'}
I0715 23:35:07.225895 127998535931392 run.py:722] (val) algo lcs_length step 4150: {'b': 0.96044921875, 'score': 0.96044921875, 'examples_seen': 492455, 'step': 4150, 'algorithm': 'lcs_length'}
I0715 23:35:10.390594 127998535931392 run.py:722] (val) algo lcs_length step 4200: {'b': 0.962158203125, 'score': 0.962158203125, 'examples_seen': 498525, 'step': 4200, 'algorithm': 'lcs_length'}
I0715 23:35:13.577003 127998535931392 run.py:722] (val) algo lcs_length step 4250: {'b': 0.93994140625, 'score': 0.93994140625, 'examples_seen': 504448, 'step': 4250, 'algorithm': 'lcs_length'}
I0715 23:35:16.689258 127998535931392 run.py:722] (val) algo lcs_length step 4300: {'b': 0.958251953125, 'score': 0.958251953125, 'examples_seen': 510327, 'step': 4300, 'algorithm': 'lcs_length'}
I0715 23:35:19.860874 127998535931392 run.py:722] (val) algo lcs_length step 4350: {'b': 0.953857421875, 'score': 0.953857421875, 'examples_seen': 516201, 'step': 4350, 'algorithm': 'lcs_length'}
I0715 23:35:23.057233 127998535931392 run.py:722] (val) algo lcs_length step 4400: {'b': 0.96435546875, 'score': 0.96435546875, 'examples_seen': 522055, 'step': 4400, 'algorithm': 'lcs_length'}
I0715 23:35:26.241091 127998535931392 run.py:722] (val) algo lcs_length step 4450: {'b': 0.968017578125, 'score': 0.968017578125, 'examples_seen': 527889, 'step': 4450, 'algorithm': 'lcs_length'}
I0715 23:35:29.481140 127998535931392 run.py:722] (val) algo lcs_length step 4500: {'b': 0.96875, 'score': 0.96875, 'examples_seen': 533952, 'step': 4500, 'algorithm': 'lcs_length'}
I0715 23:35:32.738653 127998535931392 run.py:722] (val) algo lcs_length step 4550: {'b': 0.967041015625, 'score': 0.967041015625, 'examples_seen': 540017, 'step': 4550, 'algorithm': 'lcs_length'}
I0715 23:35:35.880601 127998535931392 run.py:722] (val) algo lcs_length step 4600: {'b': 0.963134765625, 'score': 0.963134765625, 'examples_seen': 545967, 'step': 4600, 'algorithm': 'lcs_length'}
I0715 23:35:39.033041 127998535931392 run.py:722] (val) algo lcs_length step 4650: {'b': 0.970703125, 'score': 0.970703125, 'examples_seen': 551858, 'step': 4650, 'algorithm': 'lcs_length'}
I0715 23:35:42.254701 127998535931392 run.py:722] (val) algo lcs_length step 4700: {'b': 0.95458984375, 'score': 0.95458984375, 'examples_seen': 557710, 'step': 4700, 'algorithm': 'lcs_length'}
I0715 23:35:45.381722 127998535931392 run.py:722] (val) algo lcs_length step 4750: {'b': 0.976806640625, 'score': 0.976806640625, 'examples_seen': 563539, 'step': 4750, 'algorithm': 'lcs_length'}
I0715 23:35:48.584505 127998535931392 run.py:722] (val) algo lcs_length step 4800: {'b': 0.957275390625, 'score': 0.957275390625, 'examples_seen': 569386, 'step': 4800, 'algorithm': 'lcs_length'}
I0715 23:35:51.823480 127998535931392 run.py:722] (val) algo lcs_length step 4850: {'b': 0.966064453125, 'score': 0.966064453125, 'examples_seen': 575465, 'step': 4850, 'algorithm': 'lcs_length'}
I0715 23:35:54.971388 127998535931392 run.py:722] (val) algo lcs_length step 4900: {'b': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 581539, 'step': 4900, 'algorithm': 'lcs_length'}
I0715 23:35:58.105455 127998535931392 run.py:722] (val) algo lcs_length step 4950: {'b': 0.97216796875, 'score': 0.97216796875, 'examples_seen': 587482, 'step': 4950, 'algorithm': 'lcs_length'}
I0715 23:36:01.225132 127998535931392 run.py:722] (val) algo lcs_length step 5000: {'b': 0.972900390625, 'score': 0.972900390625, 'examples_seen': 593373, 'step': 5000, 'algorithm': 'lcs_length'}
I0715 23:36:04.338311 127998535931392 run.py:722] (val) algo lcs_length step 5050: {'b': 0.965087890625, 'score': 0.965087890625, 'examples_seen': 599228, 'step': 5050, 'algorithm': 'lcs_length'}
I0715 23:36:07.466766 127998535931392 run.py:722] (val) algo lcs_length step 5100: {'b': 0.969482421875, 'score': 0.969482421875, 'examples_seen': 605078, 'step': 5100, 'algorithm': 'lcs_length'}
I0715 23:36:10.606683 127998535931392 run.py:722] (val) algo lcs_length step 5150: {'b': 0.96142578125, 'score': 0.96142578125, 'examples_seen': 610921, 'step': 5150, 'algorithm': 'lcs_length'}
I0715 23:36:13.788418 127998535931392 run.py:722] (val) algo lcs_length step 5200: {'b': 0.96728515625, 'score': 0.96728515625, 'examples_seen': 616995, 'step': 5200, 'algorithm': 'lcs_length'}
I0715 23:36:16.969436 127998535931392 run.py:722] (val) algo lcs_length step 5250: {'b': 0.962646484375, 'score': 0.962646484375, 'examples_seen': 623074, 'step': 5250, 'algorithm': 'lcs_length'}
I0715 23:36:20.103269 127998535931392 run.py:722] (val) algo lcs_length step 5300: {'b': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 629015, 'step': 5300, 'algorithm': 'lcs_length'}
I0715 23:36:23.228114 127998535931392 run.py:722] (val) algo lcs_length step 5350: {'b': 0.97021484375, 'score': 0.97021484375, 'examples_seen': 634903, 'step': 5350, 'algorithm': 'lcs_length'}
I0715 23:36:26.350231 127998535931392 run.py:722] (val) algo lcs_length step 5400: {'b': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 640743, 'step': 5400, 'algorithm': 'lcs_length'}
I0715 23:36:29.467900 127998535931392 run.py:722] (val) algo lcs_length step 5450: {'b': 0.966796875, 'score': 0.966796875, 'examples_seen': 646565, 'step': 5450, 'algorithm': 'lcs_length'}
I0715 23:36:32.623784 127998535931392 run.py:722] (val) algo lcs_length step 5500: {'b': 0.976318359375, 'score': 0.976318359375, 'examples_seen': 652408, 'step': 5500, 'algorithm': 'lcs_length'}
I0715 23:36:35.837276 127998535931392 run.py:722] (val) algo lcs_length step 5550: {'b': 0.97412109375, 'score': 0.97412109375, 'examples_seen': 658487, 'step': 5550, 'algorithm': 'lcs_length'}
I0715 23:36:39.039582 127998535931392 run.py:722] (val) algo lcs_length step 5600: {'b': 0.972412109375, 'score': 0.972412109375, 'examples_seen': 664565, 'step': 5600, 'algorithm': 'lcs_length'}
I0715 23:36:42.209494 127998535931392 run.py:722] (val) algo lcs_length step 5650: {'b': 0.965576171875, 'score': 0.965576171875, 'examples_seen': 670508, 'step': 5650, 'algorithm': 'lcs_length'}
I0715 23:36:45.339207 127998535931392 run.py:722] (val) algo lcs_length step 5700: {'b': 0.96875, 'score': 0.96875, 'examples_seen': 676388, 'step': 5700, 'algorithm': 'lcs_length'}
I0715 23:36:48.521277 127998535931392 run.py:722] (val) algo lcs_length step 5750: {'b': 0.96875, 'score': 0.96875, 'examples_seen': 682224, 'step': 5750, 'algorithm': 'lcs_length'}
I0715 23:36:51.685004 127998535931392 run.py:722] (val) algo lcs_length step 5800: {'b': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 688090, 'step': 5800, 'algorithm': 'lcs_length'}
I0715 23:36:54.826136 127998535931392 run.py:722] (val) algo lcs_length step 5850: {'b': 0.966796875, 'score': 0.966796875, 'examples_seen': 693931, 'step': 5850, 'algorithm': 'lcs_length'}
I0715 23:36:58.027383 127998535931392 run.py:722] (val) algo lcs_length step 5900: {'b': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 699994, 'step': 5900, 'algorithm': 'lcs_length'}
I0715 23:37:01.206374 127998535931392 run.py:722] (val) algo lcs_length step 5950: {'b': 0.96875, 'score': 0.96875, 'examples_seen': 706072, 'step': 5950, 'algorithm': 'lcs_length'}
I0715 23:37:04.352164 127998535931392 run.py:722] (val) algo lcs_length step 6000: {'b': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 711999, 'step': 6000, 'algorithm': 'lcs_length'}
I0715 23:37:07.508478 127998535931392 run.py:722] (val) algo lcs_length step 6050: {'b': 0.970703125, 'score': 0.970703125, 'examples_seen': 717906, 'step': 6050, 'algorithm': 'lcs_length'}
I0715 23:37:10.722366 127998535931392 run.py:722] (val) algo lcs_length step 6100: {'b': 0.969970703125, 'score': 0.969970703125, 'examples_seen': 723767, 'step': 6100, 'algorithm': 'lcs_length'}
I0715 23:37:13.911395 127998535931392 run.py:722] (val) algo lcs_length step 6150: {'b': 0.973876953125, 'score': 0.973876953125, 'examples_seen': 729619, 'step': 6150, 'algorithm': 'lcs_length'}
I0715 23:37:17.092423 127998535931392 run.py:722] (val) algo lcs_length step 6200: {'b': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 735454, 'step': 6200, 'algorithm': 'lcs_length'}
I0715 23:37:20.299677 127998535931392 run.py:722] (val) algo lcs_length step 6250: {'b': 0.974853515625, 'score': 0.974853515625, 'examples_seen': 741514, 'step': 6250, 'algorithm': 'lcs_length'}
I0715 23:37:23.494889 127998535931392 run.py:722] (val) algo lcs_length step 6300: {'b': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 747584, 'step': 6300, 'algorithm': 'lcs_length'}
I0715 23:37:26.679630 127998535931392 run.py:722] (val) algo lcs_length step 6350: {'b': 0.967529296875, 'score': 0.967529296875, 'examples_seen': 753519, 'step': 6350, 'algorithm': 'lcs_length'}
I0715 23:37:29.818011 127998535931392 run.py:722] (val) algo lcs_length step 6400: {'b': 0.96533203125, 'score': 0.96533203125, 'examples_seen': 759415, 'step': 6400, 'algorithm': 'lcs_length'}
I0715 23:37:32.981832 127998535931392 run.py:722] (val) algo lcs_length step 6450: {'b': 0.980224609375, 'score': 0.980224609375, 'examples_seen': 765300, 'step': 6450, 'algorithm': 'lcs_length'}
I0715 23:37:36.133218 127998535931392 run.py:722] (val) algo lcs_length step 6500: {'b': 0.96142578125, 'score': 0.96142578125, 'examples_seen': 771141, 'step': 6500, 'algorithm': 'lcs_length'}
I0715 23:37:39.231164 127998535931392 run.py:722] (val) algo lcs_length step 6550: {'b': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 776986, 'step': 6550, 'algorithm': 'lcs_length'}
I0715 23:37:42.414982 127998535931392 run.py:722] (val) algo lcs_length step 6600: {'b': 0.97021484375, 'score': 0.97021484375, 'examples_seen': 783051, 'step': 6600, 'algorithm': 'lcs_length'}
I0715 23:37:45.615849 127998535931392 run.py:722] (val) algo lcs_length step 6650: {'b': 0.974609375, 'score': 0.974609375, 'examples_seen': 789121, 'step': 6650, 'algorithm': 'lcs_length'}
I0715 23:37:48.839380 127998535931392 run.py:722] (val) algo lcs_length step 6700: {'b': 0.972900390625, 'score': 0.972900390625, 'examples_seen': 795055, 'step': 6700, 'algorithm': 'lcs_length'}
I0715 23:37:51.969688 127998535931392 run.py:722] (val) algo lcs_length step 6750: {'b': 0.96728515625, 'score': 0.96728515625, 'examples_seen': 800948, 'step': 6750, 'algorithm': 'lcs_length'}
I0715 23:37:55.129701 127998535931392 run.py:722] (val) algo lcs_length step 6800: {'b': 0.982177734375, 'score': 0.982177734375, 'examples_seen': 806801, 'step': 6800, 'algorithm': 'lcs_length'}
I0715 23:37:58.304144 127998535931392 run.py:722] (val) algo lcs_length step 6850: {'b': 0.982421875, 'score': 0.982421875, 'examples_seen': 812662, 'step': 6850, 'algorithm': 'lcs_length'}
