I0715 20:52:41.173191 136992243320320 run.py:722] (val) algo bellman_ford step 0: {'pi': 0.3876953125, 'score': 0.3876953125, 'examples_seen': 159, 'step': 0, 'algorithm': 'bellman_ford'}
I0715 20:54:43.223543 136992243320320 run.py:722] (val) algo bellman_ford step 550: {'pi': 0.9345703125, 'score': 0.9345703125, 'examples_seen': 60807, 'step': 550, 'algorithm': 'bellman_ford'}
I0715 20:54:46.208232 136992243320320 run.py:722] (val) algo bellman_ford step 600: {'pi': 0.892578125, 'score': 0.892578125, 'examples_seen': 66310, 'step': 600, 'algorithm': 'bellman_ford'}
I0715 20:54:49.065012 136992243320320 run.py:722] (val) algo bellman_ford step 650: {'pi': 0.8291015625, 'score': 0.8291015625, 'examples_seen': 71917, 'step': 650, 'algorithm': 'bellman_ford'}
I0715 20:54:51.949490 136992243320320 run.py:722] (val) algo bellman_ford step 700: {'pi': 0.8251953125, 'score': 0.8251953125, 'examples_seen': 77495, 'step': 700, 'algorithm': 'bellman_ford'}
I0715 20:54:54.806136 136992243320320 run.py:722] (val) algo bellman_ford step 750: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 83095, 'step': 750, 'algorithm': 'bellman_ford'}
I0715 20:54:57.622040 136992243320320 run.py:722] (val) algo bellman_ford step 800: {'pi': 0.8896484375, 'score': 0.8896484375, 'examples_seen': 88565, 'step': 800, 'algorithm': 'bellman_ford'}
I0715 20:55:00.451751 136992243320320 run.py:722] (val) algo bellman_ford step 850: {'pi': 0.7490234375, 'score': 0.7490234375, 'examples_seen': 94046, 'step': 850, 'algorithm': 'bellman_ford'}
I0715 20:55:03.333349 136992243320320 run.py:722] (val) algo bellman_ford step 900: {'pi': 0.90234375, 'score': 0.90234375, 'examples_seen': 99550, 'step': 900, 'algorithm': 'bellman_ford'}
I0715 20:55:06.280647 136992243320320 run.py:722] (val) algo bellman_ford step 950: {'pi': 0.87109375, 'score': 0.87109375, 'examples_seen': 105079, 'step': 950, 'algorithm': 'bellman_ford'}
I0715 20:55:09.142915 136992243320320 run.py:722] (val) algo bellman_ford step 1000: {'pi': 0.9013671875, 'score': 0.9013671875, 'examples_seen': 110658, 'step': 1000, 'algorithm': 'bellman_ford'}
I0715 20:55:12.017468 136992243320320 run.py:722] (val) algo bellman_ford step 1050: {'pi': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 116243, 'step': 1050, 'algorithm': 'bellman_ford'}
I0715 20:55:14.893802 136992243320320 run.py:722] (val) algo bellman_ford step 1100: {'pi': 0.92578125, 'score': 0.92578125, 'examples_seen': 121826, 'step': 1100, 'algorithm': 'bellman_ford'}
I0715 20:55:17.827234 136992243320320 run.py:722] (val) algo bellman_ford step 1150: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 127423, 'step': 1150, 'algorithm': 'bellman_ford'}
I0715 20:55:20.743187 136992243320320 run.py:722] (val) algo bellman_ford step 1200: {'pi': 0.923828125, 'score': 0.923828125, 'examples_seen': 132913, 'step': 1200, 'algorithm': 'bellman_ford'}
I0715 20:55:23.627007 136992243320320 run.py:722] (val) algo bellman_ford step 1250: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 138408, 'step': 1250, 'algorithm': 'bellman_ford'}
I0715 20:55:26.543987 136992243320320 run.py:722] (val) algo bellman_ford step 1300: {'pi': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 143905, 'step': 1300, 'algorithm': 'bellman_ford'}
I0715 20:55:29.430395 136992243320320 run.py:722] (val) algo bellman_ford step 1350: {'pi': 0.9072265625, 'score': 0.9072265625, 'examples_seen': 149507, 'step': 1350, 'algorithm': 'bellman_ford'}
I0715 20:55:32.367229 136992243320320 run.py:722] (val) algo bellman_ford step 1400: {'pi': 0.8759765625, 'score': 0.8759765625, 'examples_seen': 155075, 'step': 1400, 'algorithm': 'bellman_ford'}
I0715 20:55:35.233677 136992243320320 run.py:722] (val) algo bellman_ford step 1450: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 160654, 'step': 1450, 'algorithm': 'bellman_ford'}
I0715 20:55:38.173999 136992243320320 run.py:722] (val) algo bellman_ford step 1500: {'pi': 0.9345703125, 'score': 0.9345703125, 'examples_seen': 166176, 'step': 1500, 'algorithm': 'bellman_ford'}
I0715 20:55:40.976217 136992243320320 run.py:722] (val) algo bellman_ford step 1550: {'pi': 0.84765625, 'score': 0.84765625, 'examples_seen': 171700, 'step': 1550, 'algorithm': 'bellman_ford'}
I0715 20:55:43.889058 136992243320320 run.py:722] (val) algo bellman_ford step 1600: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 177167, 'step': 1600, 'algorithm': 'bellman_ford'}
I0715 20:55:46.831647 136992243320320 run.py:722] (val) algo bellman_ford step 1650: {'pi': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 182675, 'step': 1650, 'algorithm': 'bellman_ford'}
I0715 20:55:49.633374 136992243320320 run.py:722] (val) algo bellman_ford step 1700: {'pi': 0.90625, 'score': 0.90625, 'examples_seen': 188316, 'step': 1700, 'algorithm': 'bellman_ford'}
I0715 20:55:52.546221 136992243320320 run.py:722] (val) algo bellman_ford step 1750: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 193924, 'step': 1750, 'algorithm': 'bellman_ford'}
I0715 20:55:55.480564 136992243320320 run.py:722] (val) algo bellman_ford step 1800: {'pi': 0.771484375, 'score': 0.771484375, 'examples_seen': 199489, 'step': 1800, 'algorithm': 'bellman_ford'}
I0715 20:55:58.378381 136992243320320 run.py:722] (val) algo bellman_ford step 1850: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 205007, 'step': 1850, 'algorithm': 'bellman_ford'}
I0715 20:56:01.537708 136992243320320 run.py:722] (val) algo bellman_ford step 1900: {'pi': 0.8525390625, 'score': 0.8525390625, 'examples_seen': 210510, 'step': 1900, 'algorithm': 'bellman_ford'}
I0715 20:56:04.509305 136992243320320 run.py:722] (val) algo bellman_ford step 1950: {'pi': 0.951171875, 'score': 0.951171875, 'examples_seen': 216076, 'step': 1950, 'algorithm': 'bellman_ford'}
I0715 20:56:07.379920 136992243320320 run.py:722] (val) algo bellman_ford step 2000: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 221590, 'step': 2000, 'algorithm': 'bellman_ford'}
I0715 20:56:10.280273 136992243320320 run.py:722] (val) algo bellman_ford step 2050: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 227223, 'step': 2050, 'algorithm': 'bellman_ford'}
I0715 20:56:13.223531 136992243320320 run.py:722] (val) algo bellman_ford step 2100: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 232750, 'step': 2100, 'algorithm': 'bellman_ford'}
I0715 20:56:16.101727 136992243320320 run.py:722] (val) algo bellman_ford step 2150: {'pi': 0.8125, 'score': 0.8125, 'examples_seen': 238309, 'step': 2150, 'algorithm': 'bellman_ford'}
I0715 20:56:18.979881 136992243320320 run.py:722] (val) algo bellman_ford step 2200: {'pi': 0.8056640625, 'score': 0.8056640625, 'examples_seen': 243852, 'step': 2200, 'algorithm': 'bellman_ford'}
I0715 20:56:21.892617 136992243320320 run.py:722] (val) algo bellman_ford step 2250: {'pi': 0.8896484375, 'score': 0.8896484375, 'examples_seen': 249333, 'step': 2250, 'algorithm': 'bellman_ford'}
I0715 20:56:24.712607 136992243320320 run.py:722] (val) algo bellman_ford step 2300: {'pi': 0.91796875, 'score': 0.91796875, 'examples_seen': 254851, 'step': 2300, 'algorithm': 'bellman_ford'}
I0715 20:56:27.634755 136992243320320 run.py:722] (val) algo bellman_ford step 2350: {'pi': 0.9091796875, 'score': 0.9091796875, 'examples_seen': 260383, 'step': 2350, 'algorithm': 'bellman_ford'}
I0715 20:56:30.555299 136992243320320 run.py:722] (val) algo bellman_ford step 2400: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 266005, 'step': 2400, 'algorithm': 'bellman_ford'}
I0715 20:56:33.359583 136992243320320 run.py:722] (val) algo bellman_ford step 2450: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 271583, 'step': 2450, 'algorithm': 'bellman_ford'}
I0715 20:56:36.255969 136992243320320 run.py:722] (val) algo bellman_ford step 2500: {'pi': 0.9697265625, 'score': 0.9697265625, 'examples_seen': 277131, 'step': 2500, 'algorithm': 'bellman_ford'}
I0715 20:56:39.202442 136992243320320 run.py:722] (val) algo bellman_ford step 2550: {'pi': 0.8564453125, 'score': 0.8564453125, 'examples_seen': 282651, 'step': 2550, 'algorithm': 'bellman_ford'}
I0715 20:56:42.148303 136992243320320 run.py:722] (val) algo bellman_ford step 2600: {'pi': 0.9052734375, 'score': 0.9052734375, 'examples_seen': 288177, 'step': 2600, 'algorithm': 'bellman_ford'}
I0715 20:56:45.052555 136992243320320 run.py:722] (val) algo bellman_ford step 2650: {'pi': 0.912109375, 'score': 0.912109375, 'examples_seen': 293701, 'step': 2650, 'algorithm': 'bellman_ford'}
I0715 20:56:47.996896 136992243320320 run.py:722] (val) algo bellman_ford step 2700: {'pi': 0.9140625, 'score': 0.9140625, 'examples_seen': 299203, 'step': 2700, 'algorithm': 'bellman_ford'}
I0715 20:56:50.856819 136992243320320 run.py:722] (val) algo bellman_ford step 2750: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 304830, 'step': 2750, 'algorithm': 'bellman_ford'}
I0715 20:56:53.721485 136992243320320 run.py:722] (val) algo bellman_ford step 2800: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 310344, 'step': 2800, 'algorithm': 'bellman_ford'}
I0715 20:56:56.642020 136992243320320 run.py:722] (val) algo bellman_ford step 2850: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 315834, 'step': 2850, 'algorithm': 'bellman_ford'}
I0715 20:56:59.493633 136992243320320 run.py:722] (val) algo bellman_ford step 2900: {'pi': 0.8212890625, 'score': 0.8212890625, 'examples_seen': 321402, 'step': 2900, 'algorithm': 'bellman_ford'}
I0715 20:57:02.433029 136992243320320 run.py:722] (val) algo bellman_ford step 2950: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 326918, 'step': 2950, 'algorithm': 'bellman_ford'}
I0715 20:57:05.347867 136992243320320 run.py:722] (val) algo bellman_ford step 3000: {'pi': 0.8984375, 'score': 0.8984375, 'examples_seen': 332466, 'step': 3000, 'algorithm': 'bellman_ford'}
I0715 20:57:08.358272 136992243320320 run.py:722] (val) algo bellman_ford step 3050: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 338063, 'step': 3050, 'algorithm': 'bellman_ford'}
I0715 20:57:11.419084 136992243320320 run.py:722] (val) algo bellman_ford step 3100: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 343709, 'step': 3100, 'algorithm': 'bellman_ford'}
I0715 20:57:14.293805 136992243320320 run.py:722] (val) algo bellman_ford step 3150: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 349282, 'step': 3150, 'algorithm': 'bellman_ford'}
I0715 20:57:17.176623 136992243320320 run.py:722] (val) algo bellman_ford step 3200: {'pi': 0.9169921875, 'score': 0.9169921875, 'examples_seen': 354813, 'step': 3200, 'algorithm': 'bellman_ford'}
I0715 20:57:20.059526 136992243320320 run.py:722] (val) algo bellman_ford step 3250: {'pi': 0.9384765625, 'score': 0.9384765625, 'examples_seen': 360359, 'step': 3250, 'algorithm': 'bellman_ford'}
I0715 20:57:23.008832 136992243320320 run.py:722] (val) algo bellman_ford step 3300: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 365832, 'step': 3300, 'algorithm': 'bellman_ford'}
I0715 20:57:25.929258 136992243320320 run.py:722] (val) algo bellman_ford step 3350: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 371362, 'step': 3350, 'algorithm': 'bellman_ford'}
I0715 20:57:28.802034 136992243320320 run.py:722] (val) algo bellman_ford step 3400: {'pi': 0.93359375, 'score': 0.93359375, 'examples_seen': 376863, 'step': 3400, 'algorithm': 'bellman_ford'}
I0715 20:57:31.606489 136992243320320 run.py:722] (val) algo bellman_ford step 3450: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 382492, 'step': 3450, 'algorithm': 'bellman_ford'}
I0715 20:57:34.563225 136992243320320 run.py:722] (val) algo bellman_ford step 3500: {'pi': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 388134, 'step': 3500, 'algorithm': 'bellman_ford'}
I0715 20:57:37.520673 136992243320320 run.py:722] (val) algo bellman_ford step 3550: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 393696, 'step': 3550, 'algorithm': 'bellman_ford'}
I0715 20:57:40.424624 136992243320320 run.py:722] (val) algo bellman_ford step 3600: {'pi': 0.81640625, 'score': 0.81640625, 'examples_seen': 399225, 'step': 3600, 'algorithm': 'bellman_ford'}
I0715 20:57:43.254970 136992243320320 run.py:722] (val) algo bellman_ford step 3650: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 404771, 'step': 3650, 'algorithm': 'bellman_ford'}
I0715 20:57:46.218133 136992243320320 run.py:722] (val) algo bellman_ford step 3700: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 410258, 'step': 3700, 'algorithm': 'bellman_ford'}
I0715 20:57:49.165802 136992243320320 run.py:722] (val) algo bellman_ford step 3750: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 415744, 'step': 3750, 'algorithm': 'bellman_ford'}
I0715 20:57:52.153051 136992243320320 run.py:722] (val) algo bellman_ford step 3800: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 421408, 'step': 3800, 'algorithm': 'bellman_ford'}
I0715 20:57:55.082389 136992243320320 run.py:722] (val) algo bellman_ford step 3850: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 426972, 'step': 3850, 'algorithm': 'bellman_ford'}
I0715 20:57:57.930982 136992243320320 run.py:722] (val) algo bellman_ford step 3900: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 432519, 'step': 3900, 'algorithm': 'bellman_ford'}
I0715 20:58:00.871298 136992243320320 run.py:722] (val) algo bellman_ford step 3950: {'pi': 0.9208984375, 'score': 0.9208984375, 'examples_seen': 438056, 'step': 3950, 'algorithm': 'bellman_ford'}
I0715 20:58:03.718277 136992243320320 run.py:722] (val) algo bellman_ford step 4000: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 443551, 'step': 4000, 'algorithm': 'bellman_ford'}
I0715 20:58:06.667140 136992243320320 run.py:722] (val) algo bellman_ford step 4050: {'pi': 0.904296875, 'score': 0.904296875, 'examples_seen': 449039, 'step': 4050, 'algorithm': 'bellman_ford'}
I0715 20:58:09.660168 136992243320320 run.py:722] (val) algo bellman_ford step 4100: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 454526, 'step': 4100, 'algorithm': 'bellman_ford'}
I0715 20:58:12.637346 136992243320320 run.py:722] (val) algo bellman_ford step 4150: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 460199, 'step': 4150, 'algorithm': 'bellman_ford'}
I0715 20:58:15.613718 136992243320320 run.py:722] (val) algo bellman_ford step 4200: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 465775, 'step': 4200, 'algorithm': 'bellman_ford'}
I0715 20:58:18.585624 136992243320320 run.py:722] (val) algo bellman_ford step 4250: {'pi': 0.9033203125, 'score': 0.9033203125, 'examples_seen': 471273, 'step': 4250, 'algorithm': 'bellman_ford'}
I0715 20:58:21.552608 136992243320320 run.py:722] (val) algo bellman_ford step 4300: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 476803, 'step': 4300, 'algorithm': 'bellman_ford'}
I0715 20:58:24.417778 136992243320320 run.py:722] (val) algo bellman_ford step 4350: {'pi': 0.91015625, 'score': 0.91015625, 'examples_seen': 482276, 'step': 4350, 'algorithm': 'bellman_ford'}
I0715 20:58:27.373396 136992243320320 run.py:722] (val) algo bellman_ford step 4400: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 487796, 'step': 4400, 'algorithm': 'bellman_ford'}
I0715 20:58:30.214039 136992243320320 run.py:722] (val) algo bellman_ford step 4450: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 493235, 'step': 4450, 'algorithm': 'bellman_ford'}
I0715 20:58:33.132722 136992243320320 run.py:722] (val) algo bellman_ford step 4500: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 498891, 'step': 4500, 'algorithm': 'bellman_ford'}
I0715 20:58:36.070133 136992243320320 run.py:722] (val) algo bellman_ford step 4550: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 504461, 'step': 4550, 'algorithm': 'bellman_ford'}
I0715 20:58:38.941810 136992243320320 run.py:722] (val) algo bellman_ford step 4600: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 510047, 'step': 4600, 'algorithm': 'bellman_ford'}
I0715 20:58:41.722218 136992243320320 run.py:722] (val) algo bellman_ford step 4650: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 515528, 'step': 4650, 'algorithm': 'bellman_ford'}
I0715 20:58:44.550081 136992243320320 run.py:722] (val) algo bellman_ford step 4700: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 521055, 'step': 4700, 'algorithm': 'bellman_ford'}
I0715 20:58:47.392691 136992243320320 run.py:722] (val) algo bellman_ford step 4750: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 526537, 'step': 4750, 'algorithm': 'bellman_ford'}
I0715 20:58:50.331712 136992243320320 run.py:722] (val) algo bellman_ford step 4800: {'pi': 0.970703125, 'score': 0.970703125, 'examples_seen': 532074, 'step': 4800, 'algorithm': 'bellman_ford'}
I0715 20:58:53.181869 136992243320320 run.py:722] (val) algo bellman_ford step 4850: {'pi': 0.896484375, 'score': 0.896484375, 'examples_seen': 537684, 'step': 4850, 'algorithm': 'bellman_ford'}
I0715 20:58:56.121936 136992243320320 run.py:722] (val) algo bellman_ford step 4900: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 543323, 'step': 4900, 'algorithm': 'bellman_ford'}
I0715 20:58:58.986494 136992243320320 run.py:722] (val) algo bellman_ford step 4950: {'pi': 0.896484375, 'score': 0.896484375, 'examples_seen': 548827, 'step': 4950, 'algorithm': 'bellman_ford'}
I0715 20:59:01.878189 136992243320320 run.py:722] (val) algo bellman_ford step 5000: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 554310, 'step': 5000, 'algorithm': 'bellman_ford'}
I0715 20:59:04.732318 136992243320320 run.py:722] (val) algo bellman_ford step 5050: {'pi': 0.8408203125, 'score': 0.8408203125, 'examples_seen': 559822, 'step': 5050, 'algorithm': 'bellman_ford'}
I0715 20:59:07.665196 136992243320320 run.py:722] (val) algo bellman_ford step 5100: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 565306, 'step': 5100, 'algorithm': 'bellman_ford'}
I0715 20:59:10.626191 136992243320320 run.py:722] (val) algo bellman_ford step 5150: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 570802, 'step': 5150, 'algorithm': 'bellman_ford'}
I0715 20:59:13.531474 136992243320320 run.py:722] (val) algo bellman_ford step 5200: {'pi': 0.9931640625, 'score': 0.9931640625, 'examples_seen': 576481, 'step': 5200, 'algorithm': 'bellman_ford'}
I0715 20:59:16.420847 136992243320320 run.py:722] (val) algo bellman_ford step 5250: {'pi': 0.8720703125, 'score': 0.8720703125, 'examples_seen': 582016, 'step': 5250, 'algorithm': 'bellman_ford'}
I0715 20:59:19.268954 136992243320320 run.py:722] (val) algo bellman_ford step 5300: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 587542, 'step': 5300, 'algorithm': 'bellman_ford'}
I0715 20:59:22.115140 136992243320320 run.py:722] (val) algo bellman_ford step 5350: {'pi': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 593046, 'step': 5350, 'algorithm': 'bellman_ford'}
I0715 20:59:25.038940 136992243320320 run.py:722] (val) algo bellman_ford step 5400: {'pi': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 598638, 'step': 5400, 'algorithm': 'bellman_ford'}
I0715 20:59:27.964167 136992243320320 run.py:722] (val) algo bellman_ford step 5450: {'pi': 0.89453125, 'score': 0.89453125, 'examples_seen': 604182, 'step': 5450, 'algorithm': 'bellman_ford'}
I0715 20:59:30.918869 136992243320320 run.py:722] (val) algo bellman_ford step 5500: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 609662, 'step': 5500, 'algorithm': 'bellman_ford'}
I0715 20:59:33.823731 136992243320320 run.py:722] (val) algo bellman_ford step 5550: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 615297, 'step': 5550, 'algorithm': 'bellman_ford'}
I0715 20:59:36.815686 136992243320320 run.py:722] (val) algo bellman_ford step 5600: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 620946, 'step': 5600, 'algorithm': 'bellman_ford'}
I0715 20:59:39.701777 136992243320320 run.py:722] (val) algo bellman_ford step 5650: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 626443, 'step': 5650, 'algorithm': 'bellman_ford'}
I0715 20:59:42.656126 136992243320320 run.py:722] (val) algo bellman_ford step 5700: {'pi': 0.916015625, 'score': 0.916015625, 'examples_seen': 632007, 'step': 5700, 'algorithm': 'bellman_ford'}
I0715 20:59:45.497853 136992243320320 run.py:722] (val) algo bellman_ford step 5750: {'pi': 0.94140625, 'score': 0.94140625, 'examples_seen': 637523, 'step': 5750, 'algorithm': 'bellman_ford'}
I0715 20:59:48.365726 136992243320320 run.py:722] (val) algo bellman_ford step 5800: {'pi': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 642958, 'step': 5800, 'algorithm': 'bellman_ford'}
I0715 20:59:51.295746 136992243320320 run.py:722] (val) algo bellman_ford step 5850: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 648439, 'step': 5850, 'algorithm': 'bellman_ford'}
I0715 20:59:54.181854 136992243320320 run.py:722] (val) algo bellman_ford step 5900: {'pi': 0.9228515625, 'score': 0.9228515625, 'examples_seen': 654090, 'step': 5900, 'algorithm': 'bellman_ford'}
I0715 20:59:57.052045 136992243320320 run.py:722] (val) algo bellman_ford step 5950: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 659651, 'step': 5950, 'algorithm': 'bellman_ford'}
I0715 20:59:59.981784 136992243320320 run.py:722] (val) algo bellman_ford step 6000: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 665285, 'step': 6000, 'algorithm': 'bellman_ford'}
I0715 21:00:02.878214 136992243320320 run.py:722] (val) algo bellman_ford step 6050: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 670848, 'step': 6050, 'algorithm': 'bellman_ford'}
I0715 21:00:05.849970 136992243320320 run.py:722] (val) algo bellman_ford step 6100: {'pi': 0.9755859375, 'score': 0.9755859375, 'examples_seen': 676349, 'step': 6100, 'algorithm': 'bellman_ford'}
I0715 21:00:08.857421 136992243320320 run.py:722] (val) algo bellman_ford step 6150: {'pi': 0.8994140625, 'score': 0.8994140625, 'examples_seen': 681805, 'step': 6150, 'algorithm': 'bellman_ford'}
I0715 21:00:11.762600 136992243320320 run.py:722] (val) algo bellman_ford step 6200: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 687312, 'step': 6200, 'algorithm': 'bellman_ford'}
I0715 21:00:14.625621 136992243320320 run.py:722] (val) algo bellman_ford step 6250: {'pi': 0.984375, 'score': 0.984375, 'examples_seen': 692910, 'step': 6250, 'algorithm': 'bellman_ford'}
I0715 21:00:17.518134 136992243320320 run.py:722] (val) algo bellman_ford step 6300: {'pi': 0.931640625, 'score': 0.931640625, 'examples_seen': 698517, 'step': 6300, 'algorithm': 'bellman_ford'}
I0715 21:00:20.444914 136992243320320 run.py:722] (val) algo bellman_ford step 6350: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 704138, 'step': 6350, 'algorithm': 'bellman_ford'}
I0715 21:00:23.376718 136992243320320 run.py:722] (val) algo bellman_ford step 6400: {'pi': 0.88671875, 'score': 0.88671875, 'examples_seen': 709693, 'step': 6400, 'algorithm': 'bellman_ford'}
I0715 21:00:26.328451 136992243320320 run.py:722] (val) algo bellman_ford step 6450: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 715239, 'step': 6450, 'algorithm': 'bellman_ford'}
I0715 21:00:29.148533 136992243320320 run.py:722] (val) algo bellman_ford step 6500: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 720770, 'step': 6500, 'algorithm': 'bellman_ford'}
I0715 21:00:32.116355 136992243320320 run.py:722] (val) algo bellman_ford step 6550: {'pi': 0.962890625, 'score': 0.962890625, 'examples_seen': 726304, 'step': 6550, 'algorithm': 'bellman_ford'}
I0715 21:00:35.081251 136992243320320 run.py:722] (val) algo bellman_ford step 6600: {'pi': 0.978515625, 'score': 0.978515625, 'examples_seen': 731920, 'step': 6600, 'algorithm': 'bellman_ford'}
I0715 21:00:37.988771 136992243320320 run.py:722] (val) algo bellman_ford step 6650: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 737510, 'step': 6650, 'algorithm': 'bellman_ford'}
I0715 21:00:40.835767 136992243320320 run.py:722] (val) algo bellman_ford step 6700: {'pi': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 743042, 'step': 6700, 'algorithm': 'bellman_ford'}
