I0716 01:45:25.741418 135189866526208 run.py:722] (val) algo task_scheduling step 0: {'selected': 0.030513176144244102, 'score': 0.030513176144244102, 'examples_seen': 64, 'step': 0, 'algorithm': 'task_scheduling'}
I0716 01:46:53.292505 135189866526208 run.py:722] (val) algo task_scheduling step 1000: {'selected': 0.9284195605953224, 'score': 0.9284195605953224, 'examples_seen': 39872, 'step': 1000, 'algorithm': 'task_scheduling'}
I0716 01:46:54.321824 135189866526208 run.py:722] (val) algo task_scheduling step 1050: {'selected': 0.9484827099505999, 'score': 0.9484827099505999, 'examples_seen': 41872, 'step': 1050, 'algorithm': 'task_scheduling'}
I0716 01:46:55.324117 135189866526208 run.py:722] (val) algo task_scheduling step 1100: {'selected': 0.9112181693048863, 'score': 0.9112181693048863, 'examples_seen': 43872, 'step': 1100, 'algorithm': 'task_scheduling'}
I0716 01:46:56.338499 135189866526208 run.py:722] (val) algo task_scheduling step 1150: {'selected': 0.9306784660766962, 'score': 0.9306784660766962, 'examples_seen': 45856, 'step': 1150, 'algorithm': 'task_scheduling'}
I0716 01:46:57.345237 135189866526208 run.py:722] (val) algo task_scheduling step 1200: {'selected': 0.9241486068111455, 'score': 0.9241486068111455, 'examples_seen': 47808, 'step': 1200, 'algorithm': 'task_scheduling'}
I0716 01:46:58.353806 135189866526208 run.py:722] (val) algo task_scheduling step 1250: {'selected': 0.9491017964071856, 'score': 0.9491017964071856, 'examples_seen': 49808, 'step': 1250, 'algorithm': 'task_scheduling'}
I0716 01:46:59.373327 135189866526208 run.py:722] (val) algo task_scheduling step 1300: {'selected': 0.9301277235161534, 'score': 0.9301277235161534, 'examples_seen': 51760, 'step': 1300, 'algorithm': 'task_scheduling'}
I0716 01:47:00.395293 135189866526208 run.py:722] (val) algo task_scheduling step 1350: {'selected': 0.939811457577955, 'score': 0.939811457577955, 'examples_seen': 53792, 'step': 1350, 'algorithm': 'task_scheduling'}
I0716 01:47:01.402042 135189866526208 run.py:722] (val) algo task_scheduling step 1400: {'selected': 0.9191232048374905, 'score': 0.9191232048374905, 'examples_seen': 55824, 'step': 1400, 'algorithm': 'task_scheduling'}
I0716 01:47:02.401206 135189866526208 run.py:722] (val) algo task_scheduling step 1450: {'selected': 0.92816091954023, 'score': 0.92816091954023, 'examples_seen': 57792, 'step': 1450, 'algorithm': 'task_scheduling'}
I0716 01:47:03.402922 135189866526208 run.py:722] (val) algo task_scheduling step 1500: {'selected': 0.9370424597364568, 'score': 0.9370424597364568, 'examples_seen': 59792, 'step': 1500, 'algorithm': 'task_scheduling'}
I0716 01:47:04.407323 135189866526208 run.py:722] (val) algo task_scheduling step 1550: {'selected': 0.9295570079883806, 'score': 0.9295570079883806, 'examples_seen': 61744, 'step': 1550, 'algorithm': 'task_scheduling'}
I0716 01:47:05.421272 135189866526208 run.py:722] (val) algo task_scheduling step 1600: {'selected': 0.9270127915726109, 'score': 0.9270127915726109, 'examples_seen': 63712, 'step': 1600, 'algorithm': 'task_scheduling'}
I0716 01:47:06.434780 135189866526208 run.py:722] (val) algo task_scheduling step 1650: {'selected': 0.9382540809084459, 'score': 0.9382540809084459, 'examples_seen': 65712, 'step': 1650, 'algorithm': 'task_scheduling'}
I0716 01:47:07.453383 135189866526208 run.py:722] (val) algo task_scheduling step 1700: {'selected': 0.9329314242652599, 'score': 0.9329314242652599, 'examples_seen': 67712, 'step': 1700, 'algorithm': 'task_scheduling'}
I0716 01:47:08.468906 135189866526208 run.py:722] (val) algo task_scheduling step 1750: {'selected': 0.8503803888419273, 'score': 0.8503803888419273, 'examples_seen': 69744, 'step': 1750, 'algorithm': 'task_scheduling'}
I0716 01:47:09.466269 135189866526208 run.py:722] (val) algo task_scheduling step 1800: {'selected': 0.9468317552804077, 'score': 0.9468317552804077, 'examples_seen': 71728, 'step': 1800, 'algorithm': 'task_scheduling'}
I0716 01:47:10.480991 135189866526208 run.py:722] (val) algo task_scheduling step 1850: {'selected': 0.9353383458646617, 'score': 0.9353383458646617, 'examples_seen': 73712, 'step': 1850, 'algorithm': 'task_scheduling'}
I0716 01:47:11.472971 135189866526208 run.py:722] (val) algo task_scheduling step 1900: {'selected': 0.9500362056480811, 'score': 0.9500362056480811, 'examples_seen': 75712, 'step': 1900, 'algorithm': 'task_scheduling'}
I0716 01:47:12.485821 135189866526208 run.py:722] (val) algo task_scheduling step 1950: {'selected': 0.9529499626587006, 'score': 0.9529499626587006, 'examples_seen': 77664, 'step': 1950, 'algorithm': 'task_scheduling'}
I0716 01:47:13.496891 135189866526208 run.py:722] (val) algo task_scheduling step 2000: {'selected': 0.9324324324324323, 'score': 0.9324324324324323, 'examples_seen': 79632, 'step': 2000, 'algorithm': 'task_scheduling'}
I0716 01:47:14.497791 135189866526208 run.py:722] (val) algo task_scheduling step 2050: {'selected': 0.9270976616231087, 'score': 0.9270976616231087, 'examples_seen': 81680, 'step': 2050, 'algorithm': 'task_scheduling'}
I0716 01:47:15.522983 135189866526208 run.py:722] (val) algo task_scheduling step 2100: {'selected': 0.9306647605432452, 'score': 0.9306647605432452, 'examples_seen': 83680, 'step': 2100, 'algorithm': 'task_scheduling'}
I0716 01:47:16.528861 135189866526208 run.py:722] (val) algo task_scheduling step 2150: {'selected': 0.8872305140961857, 'score': 0.8872305140961857, 'examples_seen': 85680, 'step': 2150, 'algorithm': 'task_scheduling'}
I0716 01:47:17.545148 135189866526208 run.py:722] (val) algo task_scheduling step 2200: {'selected': 0.9348148148148149, 'score': 0.9348148148148149, 'examples_seen': 87664, 'step': 2200, 'algorithm': 'task_scheduling'}
I0716 01:47:18.568310 135189866526208 run.py:722] (val) algo task_scheduling step 2250: {'selected': 0.9389534883720929, 'score': 0.9389534883720929, 'examples_seen': 89632, 'step': 2250, 'algorithm': 'task_scheduling'}
I0716 01:47:19.588023 135189866526208 run.py:722] (val) algo task_scheduling step 2300: {'selected': 0.942008486562942, 'score': 0.942008486562942, 'examples_seen': 91616, 'step': 2300, 'algorithm': 'task_scheduling'}
I0716 01:47:20.603583 135189866526208 run.py:722] (val) algo task_scheduling step 2350: {'selected': 0.9484066767830046, 'score': 0.9484066767830046, 'examples_seen': 93568, 'step': 2350, 'algorithm': 'task_scheduling'}
I0716 01:47:21.607439 135189866526208 run.py:722] (val) algo task_scheduling step 2400: {'selected': 0.9409221902017292, 'score': 0.9409221902017292, 'examples_seen': 95600, 'step': 2400, 'algorithm': 'task_scheduling'}
I0716 01:47:22.610841 135189866526208 run.py:722] (val) algo task_scheduling step 2450: {'selected': 0.9159327461969575, 'score': 0.9159327461969575, 'examples_seen': 97632, 'step': 2450, 'algorithm': 'task_scheduling'}
I0716 01:47:23.611901 135189866526208 run.py:722] (val) algo task_scheduling step 2500: {'selected': 0.952932657494569, 'score': 0.952932657494569, 'examples_seen': 99600, 'step': 2500, 'algorithm': 'task_scheduling'}
I0716 01:47:24.610387 135189866526208 run.py:722] (val) algo task_scheduling step 2550: {'selected': 0.9397217928902627, 'score': 0.9397217928902627, 'examples_seen': 101600, 'step': 2550, 'algorithm': 'task_scheduling'}
I0716 01:47:25.621411 135189866526208 run.py:722] (val) algo task_scheduling step 2600: {'selected': 0.9476702508960574, 'score': 0.9476702508960574, 'examples_seen': 103568, 'step': 2600, 'algorithm': 'task_scheduling'}
I0716 01:47:26.614754 135189866526208 run.py:722] (val) algo task_scheduling step 2650: {'selected': 0.9216867469879517, 'score': 0.9216867469879517, 'examples_seen': 105520, 'step': 2650, 'algorithm': 'task_scheduling'}
I0716 01:47:27.630439 135189866526208 run.py:722] (val) algo task_scheduling step 2700: {'selected': 0.9475920679886685, 'score': 0.9475920679886685, 'examples_seen': 107520, 'step': 2700, 'algorithm': 'task_scheduling'}
I0716 01:47:28.652634 135189866526208 run.py:722] (val) algo task_scheduling step 2750: {'selected': 0.9393290506780871, 'score': 0.9393290506780871, 'examples_seen': 109520, 'step': 2750, 'algorithm': 'task_scheduling'}
I0716 01:47:29.681501 135189866526208 run.py:722] (val) algo task_scheduling step 2800: {'selected': 0.9552457813646369, 'score': 0.9552457813646369, 'examples_seen': 111552, 'step': 2800, 'algorithm': 'task_scheduling'}
I0716 01:47:30.703207 135189866526208 run.py:722] (val) algo task_scheduling step 2850: {'selected': 0.9357664233576642, 'score': 0.9357664233576642, 'examples_seen': 113552, 'step': 2850, 'algorithm': 'task_scheduling'}
I0716 01:47:31.722347 135189866526208 run.py:722] (val) algo task_scheduling step 2900: {'selected': 0.9326788218793829, 'score': 0.9326788218793829, 'examples_seen': 115520, 'step': 2900, 'algorithm': 'task_scheduling'}
I0716 01:47:32.728615 135189866526208 run.py:722] (val) algo task_scheduling step 2950: {'selected': 0.9454001495886313, 'score': 0.9454001495886313, 'examples_seen': 117520, 'step': 2950, 'algorithm': 'task_scheduling'}
I0716 01:47:33.735821 135189866526208 run.py:722] (val) algo task_scheduling step 3000: {'selected': 0.9379727685325265, 'score': 0.9379727685325265, 'examples_seen': 119456, 'step': 3000, 'algorithm': 'task_scheduling'}
I0716 01:47:34.751965 135189866526208 run.py:722] (val) algo task_scheduling step 3050: {'selected': 0.9570459683496608, 'score': 0.9570459683496608, 'examples_seen': 121424, 'step': 3050, 'algorithm': 'task_scheduling'}
I0716 01:47:35.776124 135189866526208 run.py:722] (val) algo task_scheduling step 3100: {'selected': 0.9106999195494769, 'score': 0.9106999195494769, 'examples_seen': 123472, 'step': 3100, 'algorithm': 'task_scheduling'}
I0716 01:47:36.795429 135189866526208 run.py:722] (val) algo task_scheduling step 3150: {'selected': 0.9426656738644825, 'score': 0.9426656738644825, 'examples_seen': 125472, 'step': 3150, 'algorithm': 'task_scheduling'}
I0716 01:47:37.808526 135189866526208 run.py:722] (val) algo task_scheduling step 3200: {'selected': 0.9464150943396227, 'score': 0.9464150943396227, 'examples_seen': 127488, 'step': 3200, 'algorithm': 'task_scheduling'}
I0716 01:47:38.810148 135189866526208 run.py:722] (val) algo task_scheduling step 3250: {'selected': 0.9364968597348221, 'score': 0.9364968597348221, 'examples_seen': 129456, 'step': 3250, 'algorithm': 'task_scheduling'}
I0716 01:47:39.820966 135189866526208 run.py:722] (val) algo task_scheduling step 3300: {'selected': 0.9480712166172107, 'score': 0.9480712166172107, 'examples_seen': 131424, 'step': 3300, 'algorithm': 'task_scheduling'}
I0716 01:47:40.818917 135189866526208 run.py:722] (val) algo task_scheduling step 3350: {'selected': 0.9476702508960573, 'score': 0.9476702508960573, 'examples_seen': 133408, 'step': 3350, 'algorithm': 'task_scheduling'}
I0716 01:47:41.836426 135189866526208 run.py:722] (val) algo task_scheduling step 3400: {'selected': 0.9484218629715166, 'score': 0.9484218629715166, 'examples_seen': 135360, 'step': 3400, 'algorithm': 'task_scheduling'}
I0716 01:47:42.838556 135189866526208 run.py:722] (val) algo task_scheduling step 3450: {'selected': 0.9346210995542348, 'score': 0.9346210995542348, 'examples_seen': 137392, 'step': 3450, 'algorithm': 'task_scheduling'}
I0716 01:47:43.847582 135189866526208 run.py:722] (val) algo task_scheduling step 3500: {'selected': 0.9023789991796553, 'score': 0.9023789991796553, 'examples_seen': 139424, 'step': 3500, 'algorithm': 'task_scheduling'}
I0716 01:47:44.857146 135189866526208 run.py:722] (val) algo task_scheduling step 3550: {'selected': 0.9492273730684326, 'score': 0.9492273730684326, 'examples_seen': 141408, 'step': 3550, 'algorithm': 'task_scheduling'}
I0716 01:47:45.844835 135189866526208 run.py:722] (val) algo task_scheduling step 3600: {'selected': 0.9246963562753037, 'score': 0.9246963562753037, 'examples_seen': 143392, 'step': 3600, 'algorithm': 'task_scheduling'}
I0716 01:47:46.857032 135189866526208 run.py:722] (val) algo task_scheduling step 3650: {'selected': 0.956268221574344, 'score': 0.956268221574344, 'examples_seen': 145360, 'step': 3650, 'algorithm': 'task_scheduling'}
I0716 01:47:47.859850 135189866526208 run.py:722] (val) algo task_scheduling step 3700: {'selected': 0.9400151860288535, 'score': 0.9400151860288535, 'examples_seen': 147312, 'step': 3700, 'algorithm': 'task_scheduling'}
I0716 01:47:48.881901 135189866526208 run.py:722] (val) algo task_scheduling step 3750: {'selected': 0.9590733590733591, 'score': 0.9590733590733591, 'examples_seen': 149312, 'step': 3750, 'algorithm': 'task_scheduling'}
I0716 01:47:49.930806 135189866526208 run.py:722] (val) algo task_scheduling step 3800: {'selected': 0.949618320610687, 'score': 0.949618320610687, 'examples_seen': 151328, 'step': 3800, 'algorithm': 'task_scheduling'}
I0716 01:47:50.958358 135189866526208 run.py:722] (val) algo task_scheduling step 3850: {'selected': 0.9275766016713092, 'score': 0.9275766016713092, 'examples_seen': 153344, 'step': 3850, 'algorithm': 'task_scheduling'}
I0716 01:47:51.977760 135189866526208 run.py:722] (val) algo task_scheduling step 3900: {'selected': 0.9390787518573552, 'score': 0.9390787518573552, 'examples_seen': 155344, 'step': 3900, 'algorithm': 'task_scheduling'}
I0716 01:47:52.976322 135189866526208 run.py:722] (val) algo task_scheduling step 3950: {'selected': 0.9439880507841673, 'score': 0.9439880507841673, 'examples_seen': 157312, 'step': 3950, 'algorithm': 'task_scheduling'}
I0716 01:47:53.975013 135189866526208 run.py:722] (val) algo task_scheduling step 4000: {'selected': 0.9450381679389313, 'score': 0.9450381679389313, 'examples_seen': 159312, 'step': 4000, 'algorithm': 'task_scheduling'}
I0716 01:47:54.971843 135189866526208 run.py:722] (val) algo task_scheduling step 4050: {'selected': 0.9520912547528516, 'score': 0.9520912547528516, 'examples_seen': 161248, 'step': 4050, 'algorithm': 'task_scheduling'}
I0716 01:47:55.983804 135189866526208 run.py:722] (val) algo task_scheduling step 4100: {'selected': 0.951588502269289, 'score': 0.951588502269289, 'examples_seen': 163216, 'step': 4100, 'algorithm': 'task_scheduling'}
I0716 01:47:56.998094 135189866526208 run.py:722] (val) algo task_scheduling step 4150: {'selected': 0.9235720032180208, 'score': 0.9235720032180208, 'examples_seen': 165280, 'step': 4150, 'algorithm': 'task_scheduling'}
I0716 01:47:57.999075 135189866526208 run.py:722] (val) algo task_scheduling step 4200: {'selected': 0.9517345399698341, 'score': 0.9517345399698341, 'examples_seen': 167264, 'step': 4200, 'algorithm': 'task_scheduling'}
I0716 01:47:59.000197 135189866526208 run.py:722] (val) algo task_scheduling step 4250: {'selected': 0.938871473354232, 'score': 0.938871473354232, 'examples_seen': 169280, 'step': 4250, 'algorithm': 'task_scheduling'}
I0716 01:47:59.992828 135189866526208 run.py:722] (val) algo task_scheduling step 4300: {'selected': 0.9494047619047619, 'score': 0.9494047619047619, 'examples_seen': 171248, 'step': 4300, 'algorithm': 'task_scheduling'}
I0716 01:48:01.001964 135189866526208 run.py:722] (val) algo task_scheduling step 4350: {'selected': 0.9505247376311844, 'score': 0.9505247376311844, 'examples_seen': 173216, 'step': 4350, 'algorithm': 'task_scheduling'}
I0716 01:48:01.994644 135189866526208 run.py:722] (val) algo task_scheduling step 4400: {'selected': 0.94356005788712, 'score': 0.94356005788712, 'examples_seen': 175232, 'step': 4400, 'algorithm': 'task_scheduling'}
I0716 01:48:03.010724 135189866526208 run.py:722] (val) algo task_scheduling step 4450: {'selected': 0.963235294117647, 'score': 0.963235294117647, 'examples_seen': 177168, 'step': 4450, 'algorithm': 'task_scheduling'}
I0716 01:48:04.044745 135189866526208 run.py:722] (val) algo task_scheduling step 4500: {'selected': 0.9476082004555809, 'score': 0.9476082004555809, 'examples_seen': 179216, 'step': 4500, 'algorithm': 'task_scheduling'}
I0716 01:48:05.051056 135189866526208 run.py:722] (val) algo task_scheduling step 4550: {'selected': 0.9582089552238806, 'score': 0.9582089552238806, 'examples_seen': 181232, 'step': 4550, 'algorithm': 'task_scheduling'}
I0716 01:48:06.073603 135189866526208 run.py:722] (val) algo task_scheduling step 4600: {'selected': 0.9374550682961899, 'score': 0.9374550682961899, 'examples_seen': 183216, 'step': 4600, 'algorithm': 'task_scheduling'}
I0716 01:48:07.069299 135189866526208 run.py:722] (val) algo task_scheduling step 4650: {'selected': 0.9369779802581625, 'score': 0.9369779802581625, 'examples_seen': 185200, 'step': 4650, 'algorithm': 'task_scheduling'}
I0716 01:48:08.089234 135189866526208 run.py:722] (val) algo task_scheduling step 4700: {'selected': 0.9362017804154302, 'score': 0.9362017804154302, 'examples_seen': 187168, 'step': 4700, 'algorithm': 'task_scheduling'}
I0716 01:48:09.111402 135189866526208 run.py:722] (val) algo task_scheduling step 4750: {'selected': 0.9393718042366691, 'score': 0.9393718042366691, 'examples_seen': 189136, 'step': 4750, 'algorithm': 'task_scheduling'}
I0716 01:48:10.109931 135189866526208 run.py:722] (val) algo task_scheduling step 4800: {'selected': 0.9570370370370369, 'score': 0.9570370370370369, 'examples_seen': 191120, 'step': 4800, 'algorithm': 'task_scheduling'}
I0716 01:48:11.132792 135189866526208 run.py:722] (val) algo task_scheduling step 4850: {'selected': 0.9472049689440993, 'score': 0.9472049689440993, 'examples_seen': 193136, 'step': 4850, 'algorithm': 'task_scheduling'}
I0716 01:48:12.139543 135189866526208 run.py:722] (val) algo task_scheduling step 4900: {'selected': 0.9078125, 'score': 0.9078125, 'examples_seen': 195152, 'step': 4900, 'algorithm': 'task_scheduling'}
I0716 01:48:13.148912 135189866526208 run.py:722] (val) algo task_scheduling step 4950: {'selected': 0.9344773790951639, 'score': 0.9344773790951639, 'examples_seen': 197152, 'step': 4950, 'algorithm': 'task_scheduling'}
I0716 01:48:14.145098 135189866526208 run.py:722] (val) algo task_scheduling step 5000: {'selected': 0.9445324881141046, 'score': 0.9445324881141046, 'examples_seen': 199120, 'step': 5000, 'algorithm': 'task_scheduling'}
I0716 01:48:15.147244 135189866526208 run.py:722] (val) algo task_scheduling step 5050: {'selected': 0.9618548990276738, 'score': 0.9618548990276738, 'examples_seen': 201120, 'step': 5050, 'algorithm': 'task_scheduling'}
I0716 01:48:16.166306 135189866526208 run.py:722] (val) algo task_scheduling step 5100: {'selected': 0.952023988005997, 'score': 0.952023988005997, 'examples_seen': 203072, 'step': 5100, 'algorithm': 'task_scheduling'}
I0716 01:48:17.171257 135189866526208 run.py:722] (val) algo task_scheduling step 5150: {'selected': 0.9563218390804598, 'score': 0.9563218390804598, 'examples_seen': 205024, 'step': 5150, 'algorithm': 'task_scheduling'}
I0716 01:48:18.193288 135189866526208 run.py:722] (val) algo task_scheduling step 5200: {'selected': 0.9450704225352113, 'score': 0.9450704225352113, 'examples_seen': 207088, 'step': 5200, 'algorithm': 'task_scheduling'}
I0716 01:48:19.204406 135189866526208 run.py:722] (val) algo task_scheduling step 5250: {'selected': 0.9588414634146342, 'score': 0.9588414634146342, 'examples_seen': 209072, 'step': 5250, 'algorithm': 'task_scheduling'}
I0716 01:48:20.218879 135189866526208 run.py:722] (val) algo task_scheduling step 5300: {'selected': 0.9540889526542325, 'score': 0.9540889526542325, 'examples_seen': 211088, 'step': 5300, 'algorithm': 'task_scheduling'}
I0716 01:48:21.220231 135189866526208 run.py:722] (val) algo task_scheduling step 5350: {'selected': 0.955538809344386, 'score': 0.955538809344386, 'examples_seen': 213072, 'step': 5350, 'algorithm': 'task_scheduling'}
I0716 01:48:22.235369 135189866526208 run.py:722] (val) algo task_scheduling step 5400: {'selected': 0.9478943611705924, 'score': 0.9478943611705924, 'examples_seen': 215024, 'step': 5400, 'algorithm': 'task_scheduling'}
I0716 01:48:23.245473 135189866526208 run.py:722] (val) algo task_scheduling step 5450: {'selected': 0.9576399394856279, 'score': 0.9576399394856279, 'examples_seen': 217024, 'step': 5450, 'algorithm': 'task_scheduling'}
I0716 01:48:24.257828 135189866526208 run.py:722] (val) algo task_scheduling step 5500: {'selected': 0.953757225433526, 'score': 0.953757225433526, 'examples_seen': 218960, 'step': 5500, 'algorithm': 'task_scheduling'}
I0716 01:48:25.284590 135189866526208 run.py:722] (val) algo task_scheduling step 5550: {'selected': 0.9555555555555556, 'score': 0.9555555555555556, 'examples_seen': 221008, 'step': 5550, 'algorithm': 'task_scheduling'}
I0716 01:48:26.289735 135189866526208 run.py:722] (val) algo task_scheduling step 5600: {'selected': 0.9560685033507075, 'score': 0.9560685033507075, 'examples_seen': 223024, 'step': 5600, 'algorithm': 'task_scheduling'}
I0716 01:48:27.311899 135189866526208 run.py:722] (val) algo task_scheduling step 5650: {'selected': 0.943952802359882, 'score': 0.943952802359882, 'examples_seen': 225008, 'step': 5650, 'algorithm': 'task_scheduling'}
I0716 01:48:28.319472 135189866526208 run.py:722] (val) algo task_scheduling step 5700: {'selected': 0.943918426802622, 'score': 0.943918426802622, 'examples_seen': 227008, 'step': 5700, 'algorithm': 'task_scheduling'}
I0716 01:48:29.330593 135189866526208 run.py:722] (val) algo task_scheduling step 5750: {'selected': 0.9449606862044317, 'score': 0.9449606862044317, 'examples_seen': 228960, 'step': 5750, 'algorithm': 'task_scheduling'}
I0716 01:48:30.345055 135189866526208 run.py:722] (val) algo task_scheduling step 5800: {'selected': 0.9601181683899558, 'score': 0.9601181683899558, 'examples_seen': 230928, 'step': 5800, 'algorithm': 'task_scheduling'}
I0716 01:48:31.350798 135189866526208 run.py:722] (val) algo task_scheduling step 5850: {'selected': 0.9615975422427034, 'score': 0.9615975422427034, 'examples_seen': 232912, 'step': 5850, 'algorithm': 'task_scheduling'}
I0716 01:48:32.386914 135189866526208 run.py:722] (val) algo task_scheduling step 5900: {'selected': 0.92404181184669, 'score': 0.92404181184669, 'examples_seen': 234928, 'step': 5900, 'algorithm': 'task_scheduling'}
I0716 01:48:33.394788 135189866526208 run.py:722] (val) algo task_scheduling step 5950: {'selected': 0.9496402877697843, 'score': 0.9496402877697843, 'examples_seen': 236944, 'step': 5950, 'algorithm': 'task_scheduling'}
I0716 01:48:34.413951 135189866526208 run.py:722] (val) algo task_scheduling step 6000: {'selected': 0.9495412844036698, 'score': 0.9495412844036698, 'examples_seen': 238944, 'step': 6000, 'algorithm': 'task_scheduling'}
I0716 01:48:35.436957 135189866526208 run.py:722] (val) algo task_scheduling step 6050: {'selected': 0.9561933534743202, 'score': 0.9561933534743202, 'examples_seen': 240928, 'step': 6050, 'algorithm': 'task_scheduling'}
I0716 01:48:36.434509 135189866526208 run.py:722] (val) algo task_scheduling step 6100: {'selected': 0.9621698786581013, 'score': 0.9621698786581013, 'examples_seen': 242912, 'step': 6100, 'algorithm': 'task_scheduling'}
I0716 01:48:37.457350 135189866526208 run.py:722] (val) algo task_scheduling step 6150: {'selected': 0.9456366237482117, 'score': 0.9456366237482117, 'examples_seen': 244864, 'step': 6150, 'algorithm': 'task_scheduling'}
I0716 01:48:38.461755 135189866526208 run.py:722] (val) algo task_scheduling step 6200: {'selected': 0.9313801079414032, 'score': 0.9313801079414032, 'examples_seen': 246816, 'step': 6200, 'algorithm': 'task_scheduling'}
I0716 01:48:39.482608 135189866526208 run.py:722] (val) algo task_scheduling step 6250: {'selected': 0.9657228017883756, 'score': 0.9657228017883756, 'examples_seen': 248880, 'step': 6250, 'algorithm': 'task_scheduling'}
I0716 01:48:40.501089 135189866526208 run.py:722] (val) algo task_scheduling step 6300: {'selected': 0.9475197699496765, 'score': 0.9475197699496765, 'examples_seen': 250880, 'step': 6300, 'algorithm': 'task_scheduling'}
I0716 01:48:41.510157 135189866526208 run.py:722] (val) algo task_scheduling step 6350: {'selected': 0.9475197699496765, 'score': 0.9475197699496765, 'examples_seen': 252880, 'step': 6350, 'algorithm': 'task_scheduling'}
I0716 01:48:42.521496 135189866526208 run.py:722] (val) algo task_scheduling step 6400: {'selected': 0.9630188679245282, 'score': 0.9630188679245282, 'examples_seen': 254864, 'step': 6400, 'algorithm': 'task_scheduling'}
