I0715 23:58:27.821570 132821147629056 run.py:722] (val) algo minimum step 0: {'min': 0.123046875, 'score': 0.123046875, 'examples_seen': 80, 'step': 0, 'algorithm': 'minimum'}
I0716 00:00:29.741457 132821147629056 run.py:722] (val) algo minimum step 1700: {'min': 0.980224609375, 'score': 0.980224609375, 'examples_seen': 87472, 'step': 1700, 'algorithm': 'minimum'}
I0716 00:00:31.508111 132821147629056 run.py:722] (val) algo minimum step 1750: {'min': 0.9052734375, 'score': 0.9052734375, 'examples_seen': 90096, 'step': 1750, 'algorithm': 'minimum'}
I0716 00:00:33.258011 132821147629056 run.py:722] (val) algo minimum step 1800: {'min': 0.8759765625, 'score': 0.8759765625, 'examples_seen': 92656, 'step': 1800, 'algorithm': 'minimum'}
I0716 00:00:34.974626 132821147629056 run.py:722] (val) algo minimum step 1850: {'min': 0.958251953125, 'score': 0.958251953125, 'examples_seen': 95232, 'step': 1850, 'algorithm': 'minimum'}
I0716 00:00:36.688772 132821147629056 run.py:722] (val) algo minimum step 1900: {'min': 0.968994140625, 'score': 0.968994140625, 'examples_seen': 97776, 'step': 1900, 'algorithm': 'minimum'}
I0716 00:00:38.396568 132821147629056 run.py:722] (val) algo minimum step 1950: {'min': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 100320, 'step': 1950, 'algorithm': 'minimum'}
I0716 00:00:40.118280 132821147629056 run.py:722] (val) algo minimum step 2000: {'min': 0.976806640625, 'score': 0.976806640625, 'examples_seen': 102848, 'step': 2000, 'algorithm': 'minimum'}
I0716 00:00:41.849784 132821147629056 run.py:722] (val) algo minimum step 2050: {'min': 0.947265625, 'score': 0.947265625, 'examples_seen': 105488, 'step': 2050, 'algorithm': 'minimum'}
I0716 00:00:43.583235 132821147629056 run.py:722] (val) algo minimum step 2100: {'min': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 108096, 'step': 2100, 'algorithm': 'minimum'}
I0716 00:00:45.324722 132821147629056 run.py:722] (val) algo minimum step 2150: {'min': 0.984375, 'score': 0.984375, 'examples_seen': 110688, 'step': 2150, 'algorithm': 'minimum'}
I0716 00:00:47.065646 132821147629056 run.py:722] (val) algo minimum step 2200: {'min': 0.924072265625, 'score': 0.924072265625, 'examples_seen': 113232, 'step': 2200, 'algorithm': 'minimum'}
I0716 00:00:48.790298 132821147629056 run.py:722] (val) algo minimum step 2250: {'min': 0.96484375, 'score': 0.96484375, 'examples_seen': 115760, 'step': 2250, 'algorithm': 'minimum'}
I0716 00:00:50.519479 132821147629056 run.py:722] (val) algo minimum step 2300: {'min': 0.972900390625, 'score': 0.972900390625, 'examples_seen': 118336, 'step': 2300, 'algorithm': 'minimum'}
I0716 00:00:52.253767 132821147629056 run.py:722] (val) algo minimum step 2350: {'min': 0.970703125, 'score': 0.970703125, 'examples_seen': 120848, 'step': 2350, 'algorithm': 'minimum'}
I0716 00:00:53.999714 132821147629056 run.py:722] (val) algo minimum step 2400: {'min': 0.973876953125, 'score': 0.973876953125, 'examples_seen': 123488, 'step': 2400, 'algorithm': 'minimum'}
I0716 00:00:55.731923 132821147629056 run.py:722] (val) algo minimum step 2450: {'min': 0.931884765625, 'score': 0.931884765625, 'examples_seen': 126112, 'step': 2450, 'algorithm': 'minimum'}
I0716 00:00:57.462049 132821147629056 run.py:722] (val) algo minimum step 2500: {'min': 0.8759765625, 'score': 0.8759765625, 'examples_seen': 128656, 'step': 2500, 'algorithm': 'minimum'}
I0716 00:00:59.193185 132821147629056 run.py:722] (val) algo minimum step 2550: {'min': 0.9453125, 'score': 0.9453125, 'examples_seen': 131232, 'step': 2550, 'algorithm': 'minimum'}
I0716 00:01:00.917993 132821147629056 run.py:722] (val) algo minimum step 2600: {'min': 0.947998046875, 'score': 0.947998046875, 'examples_seen': 133760, 'step': 2600, 'algorithm': 'minimum'}
I0716 00:01:02.637261 132821147629056 run.py:722] (val) algo minimum step 2650: {'min': 0.968017578125, 'score': 0.968017578125, 'examples_seen': 136304, 'step': 2650, 'algorithm': 'minimum'}
I0716 00:01:04.359154 132821147629056 run.py:722] (val) algo minimum step 2700: {'min': 0.939208984375, 'score': 0.939208984375, 'examples_seen': 138848, 'step': 2700, 'algorithm': 'minimum'}
I0716 00:01:06.110479 132821147629056 run.py:722] (val) algo minimum step 2750: {'min': 0.98193359375, 'score': 0.98193359375, 'examples_seen': 141488, 'step': 2750, 'algorithm': 'minimum'}
I0716 00:01:07.852214 132821147629056 run.py:722] (val) algo minimum step 2800: {'min': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 144112, 'step': 2800, 'algorithm': 'minimum'}
I0716 00:01:09.576959 132821147629056 run.py:722] (val) algo minimum step 2850: {'min': 0.956298828125, 'score': 0.956298828125, 'examples_seen': 146672, 'step': 2850, 'algorithm': 'minimum'}
I0716 00:01:11.303227 132821147629056 run.py:722] (val) algo minimum step 2900: {'min': 0.972412109375, 'score': 0.972412109375, 'examples_seen': 149216, 'step': 2900, 'algorithm': 'minimum'}
I0716 00:01:13.234295 132821147629056 run.py:722] (val) algo minimum step 2950: {'min': 0.961669921875, 'score': 0.961669921875, 'examples_seen': 151776, 'step': 2950, 'algorithm': 'minimum'}
I0716 00:01:14.954101 132821147629056 run.py:722] (val) algo minimum step 3000: {'min': 0.952880859375, 'score': 0.952880859375, 'examples_seen': 154320, 'step': 3000, 'algorithm': 'minimum'}
I0716 00:01:16.677908 132821147629056 run.py:722] (val) algo minimum step 3050: {'min': 0.981689453125, 'score': 0.981689453125, 'examples_seen': 156832, 'step': 3050, 'algorithm': 'minimum'}
I0716 00:01:18.413835 132821147629056 run.py:722] (val) algo minimum step 3100: {'min': 0.928955078125, 'score': 0.928955078125, 'examples_seen': 159488, 'step': 3100, 'algorithm': 'minimum'}
I0716 00:01:20.154757 132821147629056 run.py:722] (val) algo minimum step 3150: {'min': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 162112, 'step': 3150, 'algorithm': 'minimum'}
I0716 00:01:21.878091 132821147629056 run.py:722] (val) algo minimum step 3200: {'min': 0.974609375, 'score': 0.974609375, 'examples_seen': 164672, 'step': 3200, 'algorithm': 'minimum'}
I0716 00:01:23.621692 132821147629056 run.py:722] (val) algo minimum step 3250: {'min': 0.95751953125, 'score': 0.95751953125, 'examples_seen': 167248, 'step': 3250, 'algorithm': 'minimum'}
I0716 00:01:25.333044 132821147629056 run.py:722] (val) algo minimum step 3300: {'min': 0.914306640625, 'score': 0.914306640625, 'examples_seen': 169776, 'step': 3300, 'algorithm': 'minimum'}
I0716 00:01:27.062427 132821147629056 run.py:722] (val) algo minimum step 3350: {'min': 0.95947265625, 'score': 0.95947265625, 'examples_seen': 172336, 'step': 3350, 'algorithm': 'minimum'}
I0716 00:01:28.794284 132821147629056 run.py:722] (val) algo minimum step 3400: {'min': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 174864, 'step': 3400, 'algorithm': 'minimum'}
I0716 00:01:30.535891 132821147629056 run.py:722] (val) algo minimum step 3450: {'min': 0.977783203125, 'score': 0.977783203125, 'examples_seen': 177504, 'step': 3450, 'algorithm': 'minimum'}
I0716 00:01:32.269747 132821147629056 run.py:722] (val) algo minimum step 3500: {'min': 0.967529296875, 'score': 0.967529296875, 'examples_seen': 180112, 'step': 3500, 'algorithm': 'minimum'}
I0716 00:01:33.979891 132821147629056 run.py:722] (val) algo minimum step 3550: {'min': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 182672, 'step': 3550, 'algorithm': 'minimum'}
I0716 00:01:35.706126 132821147629056 run.py:722] (val) algo minimum step 3600: {'min': 0.949462890625, 'score': 0.949462890625, 'examples_seen': 185248, 'step': 3600, 'algorithm': 'minimum'}
I0716 00:01:37.430397 132821147629056 run.py:722] (val) algo minimum step 3650: {'min': 0.983154296875, 'score': 0.983154296875, 'examples_seen': 187776, 'step': 3650, 'algorithm': 'minimum'}
I0716 00:01:39.160153 132821147629056 run.py:722] (val) algo minimum step 3700: {'min': 0.96337890625, 'score': 0.96337890625, 'examples_seen': 190320, 'step': 3700, 'algorithm': 'minimum'}
I0716 00:01:40.885833 132821147629056 run.py:722] (val) algo minimum step 3750: {'min': 0.978271484375, 'score': 0.978271484375, 'examples_seen': 192864, 'step': 3750, 'algorithm': 'minimum'}
I0716 00:01:42.631387 132821147629056 run.py:722] (val) algo minimum step 3800: {'min': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 195504, 'step': 3800, 'algorithm': 'minimum'}
I0716 00:01:44.369094 132821147629056 run.py:722] (val) algo minimum step 3850: {'min': 0.91748046875, 'score': 0.91748046875, 'examples_seen': 198128, 'step': 3850, 'algorithm': 'minimum'}
I0716 00:01:46.093441 132821147629056 run.py:722] (val) algo minimum step 3900: {'min': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 200672, 'step': 3900, 'algorithm': 'minimum'}
I0716 00:01:47.832284 132821147629056 run.py:722] (val) algo minimum step 3950: {'min': 0.947998046875, 'score': 0.947998046875, 'examples_seen': 203232, 'step': 3950, 'algorithm': 'minimum'}
I0716 00:01:49.574827 132821147629056 run.py:722] (val) algo minimum step 4000: {'min': 0.973388671875, 'score': 0.973388671875, 'examples_seen': 205792, 'step': 4000, 'algorithm': 'minimum'}
I0716 00:01:51.288470 132821147629056 run.py:722] (val) algo minimum step 4050: {'min': 0.989990234375, 'score': 0.989990234375, 'examples_seen': 208320, 'step': 4050, 'algorithm': 'minimum'}
I0716 00:01:53.028672 132821147629056 run.py:722] (val) algo minimum step 4100: {'min': 0.98046875, 'score': 0.98046875, 'examples_seen': 210848, 'step': 4100, 'algorithm': 'minimum'}
I0716 00:01:54.771323 132821147629056 run.py:722] (val) algo minimum step 4150: {'min': 0.983642578125, 'score': 0.983642578125, 'examples_seen': 213520, 'step': 4150, 'algorithm': 'minimum'}
I0716 00:01:56.520855 132821147629056 run.py:722] (val) algo minimum step 4200: {'min': 0.984619140625, 'score': 0.984619140625, 'examples_seen': 216112, 'step': 4200, 'algorithm': 'minimum'}
I0716 00:01:58.248172 132821147629056 run.py:722] (val) algo minimum step 4250: {'min': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 218688, 'step': 4250, 'algorithm': 'minimum'}
I0716 00:01:59.977010 132821147629056 run.py:722] (val) algo minimum step 4300: {'min': 0.974853515625, 'score': 0.974853515625, 'examples_seen': 221248, 'step': 4300, 'algorithm': 'minimum'}
I0716 00:02:01.706814 132821147629056 run.py:722] (val) algo minimum step 4350: {'min': 0.986328125, 'score': 0.986328125, 'examples_seen': 223792, 'step': 4350, 'algorithm': 'minimum'}
I0716 00:02:03.424140 132821147629056 run.py:722] (val) algo minimum step 4400: {'min': 0.961669921875, 'score': 0.961669921875, 'examples_seen': 226352, 'step': 4400, 'algorithm': 'minimum'}
I0716 00:02:05.148269 132821147629056 run.py:722] (val) algo minimum step 4450: {'min': 0.971435546875, 'score': 0.971435546875, 'examples_seen': 228880, 'step': 4450, 'algorithm': 'minimum'}
I0716 00:02:06.894418 132821147629056 run.py:722] (val) algo minimum step 4500: {'min': 0.98779296875, 'score': 0.98779296875, 'examples_seen': 231504, 'step': 4500, 'algorithm': 'minimum'}
I0716 00:02:08.639659 132821147629056 run.py:722] (val) algo minimum step 4550: {'min': 0.968505859375, 'score': 0.968505859375, 'examples_seen': 234128, 'step': 4550, 'algorithm': 'minimum'}
I0716 00:02:10.380412 132821147629056 run.py:722] (val) algo minimum step 4600: {'min': 0.977294921875, 'score': 0.977294921875, 'examples_seen': 236688, 'step': 4600, 'algorithm': 'minimum'}
I0716 00:02:12.108375 132821147629056 run.py:722] (val) algo minimum step 4650: {'min': 0.986328125, 'score': 0.986328125, 'examples_seen': 239264, 'step': 4650, 'algorithm': 'minimum'}
I0716 00:02:13.831294 132821147629056 run.py:722] (val) algo minimum step 4700: {'min': 0.98388671875, 'score': 0.98388671875, 'examples_seen': 241792, 'step': 4700, 'algorithm': 'minimum'}
I0716 00:02:15.553920 132821147629056 run.py:722] (val) algo minimum step 4750: {'min': 0.973876953125, 'score': 0.973876953125, 'examples_seen': 244336, 'step': 4750, 'algorithm': 'minimum'}
I0716 00:02:17.279586 132821147629056 run.py:722] (val) algo minimum step 4800: {'min': 0.94091796875, 'score': 0.94091796875, 'examples_seen': 246880, 'step': 4800, 'algorithm': 'minimum'}
I0716 00:02:19.021156 132821147629056 run.py:722] (val) algo minimum step 4850: {'min': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 249520, 'step': 4850, 'algorithm': 'minimum'}
I0716 00:02:20.742073 132821147629056 run.py:722] (val) algo minimum step 4900: {'min': 0.979248046875, 'score': 0.979248046875, 'examples_seen': 252128, 'step': 4900, 'algorithm': 'minimum'}
I0716 00:02:22.461312 132821147629056 run.py:722] (val) algo minimum step 4950: {'min': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 254688, 'step': 4950, 'algorithm': 'minimum'}
I0716 00:02:24.170893 132821147629056 run.py:722] (val) algo minimum step 5000: {'min': 0.961181640625, 'score': 0.961181640625, 'examples_seen': 257264, 'step': 5000, 'algorithm': 'minimum'}
I0716 00:02:25.894711 132821147629056 run.py:722] (val) algo minimum step 5050: {'min': 0.986083984375, 'score': 0.986083984375, 'examples_seen': 259792, 'step': 5050, 'algorithm': 'minimum'}
I0716 00:02:27.615943 132821147629056 run.py:722] (val) algo minimum step 5100: {'min': 0.955810546875, 'score': 0.955810546875, 'examples_seen': 262336, 'step': 5100, 'algorithm': 'minimum'}
I0716 00:02:29.339204 132821147629056 run.py:722] (val) algo minimum step 5150: {'min': 0.968017578125, 'score': 0.968017578125, 'examples_seen': 264880, 'step': 5150, 'algorithm': 'minimum'}
I0716 00:02:31.068293 132821147629056 run.py:722] (val) algo minimum step 5200: {'min': 0.971923828125, 'score': 0.971923828125, 'examples_seen': 267520, 'step': 5200, 'algorithm': 'minimum'}
I0716 00:02:32.809226 132821147629056 run.py:722] (val) algo minimum step 5250: {'min': 0.93994140625, 'score': 0.93994140625, 'examples_seen': 270128, 'step': 5250, 'algorithm': 'minimum'}
I0716 00:02:34.534385 132821147629056 run.py:722] (val) algo minimum step 5300: {'min': 0.94970703125, 'score': 0.94970703125, 'examples_seen': 272688, 'step': 5300, 'algorithm': 'minimum'}
I0716 00:02:36.257774 132821147629056 run.py:722] (val) algo minimum step 5350: {'min': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 275248, 'step': 5350, 'algorithm': 'minimum'}
I0716 00:02:37.981922 132821147629056 run.py:722] (val) algo minimum step 5400: {'min': 0.97802734375, 'score': 0.97802734375, 'examples_seen': 277792, 'step': 5400, 'algorithm': 'minimum'}
I0716 00:02:39.722807 132821147629056 run.py:722] (val) algo minimum step 5450: {'min': 0.9658203125, 'score': 0.9658203125, 'examples_seen': 280352, 'step': 5450, 'algorithm': 'minimum'}
I0716 00:02:41.452152 132821147629056 run.py:722] (val) algo minimum step 5500: {'min': 0.897705078125, 'score': 0.897705078125, 'examples_seen': 282864, 'step': 5500, 'algorithm': 'minimum'}
I0716 00:02:43.192068 132821147629056 run.py:722] (val) algo minimum step 5550: {'min': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 285504, 'step': 5550, 'algorithm': 'minimum'}
I0716 00:02:44.930610 132821147629056 run.py:722] (val) algo minimum step 5600: {'min': 0.972412109375, 'score': 0.972412109375, 'examples_seen': 288128, 'step': 5600, 'algorithm': 'minimum'}
I0716 00:02:46.650165 132821147629056 run.py:722] (val) algo minimum step 5650: {'min': 0.985107421875, 'score': 0.985107421875, 'examples_seen': 290688, 'step': 5650, 'algorithm': 'minimum'}
I0716 00:02:48.392974 132821147629056 run.py:722] (val) algo minimum step 5700: {'min': 0.9765625, 'score': 0.9765625, 'examples_seen': 293280, 'step': 5700, 'algorithm': 'minimum'}
I0716 00:02:50.134028 132821147629056 run.py:722] (val) algo minimum step 5750: {'min': 0.970458984375, 'score': 0.970458984375, 'examples_seen': 295808, 'step': 5750, 'algorithm': 'minimum'}
I0716 00:02:51.859843 132821147629056 run.py:722] (val) algo minimum step 5800: {'min': 0.944091796875, 'score': 0.944091796875, 'examples_seen': 298352, 'step': 5800, 'algorithm': 'minimum'}
I0716 00:02:53.594547 132821147629056 run.py:722] (val) algo minimum step 5850: {'min': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 300896, 'step': 5850, 'algorithm': 'minimum'}
I0716 00:02:55.337395 132821147629056 run.py:722] (val) algo minimum step 5900: {'min': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 303520, 'step': 5900, 'algorithm': 'minimum'}
I0716 00:02:57.073823 132821147629056 run.py:722] (val) algo minimum step 5950: {'min': 0.974609375, 'score': 0.974609375, 'examples_seen': 306144, 'step': 5950, 'algorithm': 'minimum'}
I0716 00:02:58.798129 132821147629056 run.py:722] (val) algo minimum step 6000: {'min': 0.986328125, 'score': 0.986328125, 'examples_seen': 308720, 'step': 6000, 'algorithm': 'minimum'}
I0716 00:03:00.531005 132821147629056 run.py:722] (val) algo minimum step 6050: {'min': 0.92578125, 'score': 0.92578125, 'examples_seen': 311264, 'step': 6050, 'algorithm': 'minimum'}
I0716 00:03:02.267933 132821147629056 run.py:722] (val) algo minimum step 6100: {'min': 0.978271484375, 'score': 0.978271484375, 'examples_seen': 313808, 'step': 6100, 'algorithm': 'minimum'}
I0716 00:03:04.000036 132821147629056 run.py:722] (val) algo minimum step 6150: {'min': 0.978759765625, 'score': 0.978759765625, 'examples_seen': 316368, 'step': 6150, 'algorithm': 'minimum'}
I0716 00:03:05.730194 132821147629056 run.py:722] (val) algo minimum step 6200: {'min': 0.988037109375, 'score': 0.988037109375, 'examples_seen': 318880, 'step': 6200, 'algorithm': 'minimum'}
I0716 00:03:07.468344 132821147629056 run.py:722] (val) algo minimum step 6250: {'min': 0.970458984375, 'score': 0.970458984375, 'examples_seen': 321536, 'step': 6250, 'algorithm': 'minimum'}
I0716 00:03:09.201594 132821147629056 run.py:722] (val) algo minimum step 6300: {'min': 0.974365234375, 'score': 0.974365234375, 'examples_seen': 324128, 'step': 6300, 'algorithm': 'minimum'}
I0716 00:03:10.942994 132821147629056 run.py:722] (val) algo minimum step 6350: {'min': 0.958740234375, 'score': 0.958740234375, 'examples_seen': 326704, 'step': 6350, 'algorithm': 'minimum'}
I0716 00:03:12.674984 132821147629056 run.py:722] (val) algo minimum step 6400: {'min': 0.93115234375, 'score': 0.93115234375, 'examples_seen': 329264, 'step': 6400, 'algorithm': 'minimum'}
I0716 00:03:14.396495 132821147629056 run.py:722] (val) algo minimum step 6450: {'min': 0.973876953125, 'score': 0.973876953125, 'examples_seen': 331792, 'step': 6450, 'algorithm': 'minimum'}
I0716 00:03:16.123349 132821147629056 run.py:722] (val) algo minimum step 6500: {'min': 0.979736328125, 'score': 0.979736328125, 'examples_seen': 334352, 'step': 6500, 'algorithm': 'minimum'}
I0716 00:03:17.849990 132821147629056 run.py:722] (val) algo minimum step 6550: {'min': 0.97607421875, 'score': 0.97607421875, 'examples_seen': 336880, 'step': 6550, 'algorithm': 'minimum'}
I0716 00:03:19.609362 132821147629056 run.py:722] (val) algo minimum step 6600: {'min': 0.98583984375, 'score': 0.98583984375, 'examples_seen': 339520, 'step': 6600, 'algorithm': 'minimum'}
I0716 00:03:21.354104 132821147629056 run.py:722] (val) algo minimum step 6650: {'min': 0.985595703125, 'score': 0.985595703125, 'examples_seen': 342144, 'step': 6650, 'algorithm': 'minimum'}
I0716 00:03:23.080788 132821147629056 run.py:722] (val) algo minimum step 6700: {'min': 0.97021484375, 'score': 0.97021484375, 'examples_seen': 344704, 'step': 6700, 'algorithm': 'minimum'}
I0716 00:03:24.804538 132821147629056 run.py:722] (val) algo minimum step 6750: {'min': 0.9853515625, 'score': 0.9853515625, 'examples_seen': 347280, 'step': 6750, 'algorithm': 'minimum'}
I0716 00:03:26.543429 132821147629056 run.py:722] (val) algo minimum step 6800: {'min': 0.9765625, 'score': 0.9765625, 'examples_seen': 349824, 'step': 6800, 'algorithm': 'minimum'}
I0716 00:03:28.257311 132821147629056 run.py:722] (val) algo minimum step 6850: {'min': 0.989501953125, 'score': 0.989501953125, 'examples_seen': 352368, 'step': 6850, 'algorithm': 'minimum'}
I0716 00:03:29.984771 132821147629056 run.py:722] (val) algo minimum step 6900: {'min': 0.987548828125, 'score': 0.987548828125, 'examples_seen': 354896, 'step': 6900, 'algorithm': 'minimum'}
I0716 00:03:31.730669 132821147629056 run.py:722] (val) algo minimum step 6950: {'min': 0.9892578125, 'score': 0.9892578125, 'examples_seen': 357536, 'step': 6950, 'algorithm': 'minimum'}
I0716 00:03:33.459039 132821147629056 run.py:722] (val) algo minimum step 7000: {'min': 0.921142578125, 'score': 0.921142578125, 'examples_seen': 360176, 'step': 7000, 'algorithm': 'minimum'}
I0716 00:03:35.192879 132821147629056 run.py:722] (val) algo minimum step 7050: {'min': 0.984130859375, 'score': 0.984130859375, 'examples_seen': 362720, 'step': 7050, 'algorithm': 'minimum'}
I0716 00:03:36.919516 132821147629056 run.py:722] (val) algo minimum step 7100: {'min': 0.947998046875, 'score': 0.947998046875, 'examples_seen': 365280, 'step': 7100, 'algorithm': 'minimum'}
I0716 00:03:38.648809 132821147629056 run.py:722] (val) algo minimum step 7150: {'min': 0.984375, 'score': 0.984375, 'examples_seen': 367824, 'step': 7150, 'algorithm': 'minimum'}
