I0715 23:14:50.506327 137270677620224 run.py:722] (val) algo kmp_matcher step 0: {'match': 0.032958984375, 'score': 0.032958984375, 'examples_seen': 15, 'step': 0, 'algorithm': 'kmp_matcher'}
I0715 23:19:43.561471 137270677620224 run.py:722] (val) algo kmp_matcher step 3950: {'match': 0.86767578125, 'score': 0.86767578125, 'examples_seen': 66681, 'step': 3950, 'algorithm': 'kmp_matcher'}
I0715 23:19:47.281431 137270677620224 run.py:722] (val) algo kmp_matcher step 4000: {'match': 0.91943359375, 'score': 0.91943359375, 'examples_seen': 67505, 'step': 4000, 'algorithm': 'kmp_matcher'}
I0715 23:19:51.130694 137270677620224 run.py:722] (val) algo kmp_matcher step 4050: {'match': 0.86865234375, 'score': 0.86865234375, 'examples_seen': 68348, 'step': 4050, 'algorithm': 'kmp_matcher'}
I0715 23:19:54.839879 137270677620224 run.py:722] (val) algo kmp_matcher step 4100: {'match': 0.88916015625, 'score': 0.88916015625, 'examples_seen': 69198, 'step': 4100, 'algorithm': 'kmp_matcher'}
I0715 23:19:58.545070 137270677620224 run.py:722] (val) algo kmp_matcher step 4150: {'match': 0.874755859375, 'score': 0.874755859375, 'examples_seen': 70036, 'step': 4150, 'algorithm': 'kmp_matcher'}
I0715 23:20:02.274295 137270677620224 run.py:722] (val) algo kmp_matcher step 4200: {'match': 0.806640625, 'score': 0.806640625, 'examples_seen': 70881, 'step': 4200, 'algorithm': 'kmp_matcher'}
I0715 23:20:05.982930 137270677620224 run.py:722] (val) algo kmp_matcher step 4250: {'match': 0.811279296875, 'score': 0.811279296875, 'examples_seen': 71723, 'step': 4250, 'algorithm': 'kmp_matcher'}
I0715 23:20:09.699699 137270677620224 run.py:722] (val) algo kmp_matcher step 4300: {'match': 0.906494140625, 'score': 0.906494140625, 'examples_seen': 72559, 'step': 4300, 'algorithm': 'kmp_matcher'}
I0715 23:20:13.410778 137270677620224 run.py:722] (val) algo kmp_matcher step 4350: {'match': 0.764404296875, 'score': 0.764404296875, 'examples_seen': 73393, 'step': 4350, 'algorithm': 'kmp_matcher'}
I0715 23:20:17.115140 137270677620224 run.py:722] (val) algo kmp_matcher step 4400: {'match': 0.928955078125, 'score': 0.928955078125, 'examples_seen': 74241, 'step': 4400, 'algorithm': 'kmp_matcher'}
I0715 23:20:20.833213 137270677620224 run.py:722] (val) algo kmp_matcher step 4450: {'match': 0.94873046875, 'score': 0.94873046875, 'examples_seen': 75087, 'step': 4450, 'algorithm': 'kmp_matcher'}
I0715 23:20:24.547318 137270677620224 run.py:722] (val) algo kmp_matcher step 4500: {'match': 0.86962890625, 'score': 0.86962890625, 'examples_seen': 75932, 'step': 4500, 'algorithm': 'kmp_matcher'}
I0715 23:20:28.255375 137270677620224 run.py:722] (val) algo kmp_matcher step 4550: {'match': 0.932861328125, 'score': 0.932861328125, 'examples_seen': 76785, 'step': 4550, 'algorithm': 'kmp_matcher'}
I0715 23:20:31.960784 137270677620224 run.py:722] (val) algo kmp_matcher step 4600: {'match': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 77637, 'step': 4600, 'algorithm': 'kmp_matcher'}
I0715 23:20:35.682402 137270677620224 run.py:722] (val) algo kmp_matcher step 4650: {'match': 0.94775390625, 'score': 0.94775390625, 'examples_seen': 78473, 'step': 4650, 'algorithm': 'kmp_matcher'}
I0715 23:20:39.403195 137270677620224 run.py:722] (val) algo kmp_matcher step 4700: {'match': 0.94921875, 'score': 0.94921875, 'examples_seen': 79325, 'step': 4700, 'algorithm': 'kmp_matcher'}
I0715 23:20:43.129210 137270677620224 run.py:722] (val) algo kmp_matcher step 4750: {'match': 0.940673828125, 'score': 0.940673828125, 'examples_seen': 80163, 'step': 4750, 'algorithm': 'kmp_matcher'}
I0715 23:20:46.833293 137270677620224 run.py:722] (val) algo kmp_matcher step 4800: {'match': 0.87744140625, 'score': 0.87744140625, 'examples_seen': 81011, 'step': 4800, 'algorithm': 'kmp_matcher'}
I0715 23:20:50.544759 137270677620224 run.py:722] (val) algo kmp_matcher step 4850: {'match': 0.87109375, 'score': 0.87109375, 'examples_seen': 81862, 'step': 4850, 'algorithm': 'kmp_matcher'}
I0715 23:20:54.264605 137270677620224 run.py:722] (val) algo kmp_matcher step 4900: {'match': 0.89404296875, 'score': 0.89404296875, 'examples_seen': 82704, 'step': 4900, 'algorithm': 'kmp_matcher'}
I0715 23:20:57.978574 137270677620224 run.py:722] (val) algo kmp_matcher step 4950: {'match': 0.93994140625, 'score': 0.93994140625, 'examples_seen': 83547, 'step': 4950, 'algorithm': 'kmp_matcher'}
I0715 23:21:01.681635 137270677620224 run.py:722] (val) algo kmp_matcher step 5000: {'match': 0.908203125, 'score': 0.908203125, 'examples_seen': 84383, 'step': 5000, 'algorithm': 'kmp_matcher'}
I0715 23:21:05.393354 137270677620224 run.py:722] (val) algo kmp_matcher step 5050: {'match': 0.8115234375, 'score': 0.8115234375, 'examples_seen': 85229, 'step': 5050, 'algorithm': 'kmp_matcher'}
I0715 23:21:09.100234 137270677620224 run.py:722] (val) algo kmp_matcher step 5100: {'match': 0.759033203125, 'score': 0.759033203125, 'examples_seen': 86072, 'step': 5100, 'algorithm': 'kmp_matcher'}
I0715 23:21:12.788220 137270677620224 run.py:722] (val) algo kmp_matcher step 5150: {'match': 0.884765625, 'score': 0.884765625, 'examples_seen': 86907, 'step': 5150, 'algorithm': 'kmp_matcher'}
I0715 23:21:16.495194 137270677620224 run.py:722] (val) algo kmp_matcher step 5200: {'match': 0.80517578125, 'score': 0.80517578125, 'examples_seen': 87761, 'step': 5200, 'algorithm': 'kmp_matcher'}
I0715 23:21:20.199585 137270677620224 run.py:722] (val) algo kmp_matcher step 5250: {'match': 0.917236328125, 'score': 0.917236328125, 'examples_seen': 88606, 'step': 5250, 'algorithm': 'kmp_matcher'}
I0715 23:21:23.884171 137270677620224 run.py:722] (val) algo kmp_matcher step 5300: {'match': 0.91455078125, 'score': 0.91455078125, 'examples_seen': 89449, 'step': 5300, 'algorithm': 'kmp_matcher'}
I0715 23:21:27.588995 137270677620224 run.py:722] (val) algo kmp_matcher step 5350: {'match': 0.885498046875, 'score': 0.885498046875, 'examples_seen': 90305, 'step': 5350, 'algorithm': 'kmp_matcher'}
I0715 23:21:31.311721 137270677620224 run.py:722] (val) algo kmp_matcher step 5400: {'match': 0.8447265625, 'score': 0.8447265625, 'examples_seen': 91146, 'step': 5400, 'algorithm': 'kmp_matcher'}
I0715 23:21:35.026099 137270677620224 run.py:722] (val) algo kmp_matcher step 5450: {'match': 0.858642578125, 'score': 0.858642578125, 'examples_seen': 91994, 'step': 5450, 'algorithm': 'kmp_matcher'}
I0715 23:21:38.720100 137270677620224 run.py:722] (val) algo kmp_matcher step 5500: {'match': 0.87548828125, 'score': 0.87548828125, 'examples_seen': 92844, 'step': 5500, 'algorithm': 'kmp_matcher'}
I0715 23:21:42.420501 137270677620224 run.py:722] (val) algo kmp_matcher step 5550: {'match': 0.873291015625, 'score': 0.873291015625, 'examples_seen': 93696, 'step': 5550, 'algorithm': 'kmp_matcher'}
I0715 23:21:46.144486 137270677620224 run.py:722] (val) algo kmp_matcher step 5600: {'match': 0.881591796875, 'score': 0.881591796875, 'examples_seen': 94530, 'step': 5600, 'algorithm': 'kmp_matcher'}
I0715 23:21:49.860673 137270677620224 run.py:722] (val) algo kmp_matcher step 5650: {'match': 0.914306640625, 'score': 0.914306640625, 'examples_seen': 95379, 'step': 5650, 'algorithm': 'kmp_matcher'}
I0715 23:21:53.561049 137270677620224 run.py:722] (val) algo kmp_matcher step 5700: {'match': 0.917236328125, 'score': 0.917236328125, 'examples_seen': 96214, 'step': 5700, 'algorithm': 'kmp_matcher'}
I0715 23:21:57.256928 137270677620224 run.py:722] (val) algo kmp_matcher step 5750: {'match': 0.82861328125, 'score': 0.82861328125, 'examples_seen': 97058, 'step': 5750, 'algorithm': 'kmp_matcher'}
I0715 23:22:00.966977 137270677620224 run.py:722] (val) algo kmp_matcher step 5800: {'match': 0.876708984375, 'score': 0.876708984375, 'examples_seen': 97918, 'step': 5800, 'algorithm': 'kmp_matcher'}
I0715 23:22:04.655915 137270677620224 run.py:722] (val) algo kmp_matcher step 5850: {'match': 0.80859375, 'score': 0.80859375, 'examples_seen': 98776, 'step': 5850, 'algorithm': 'kmp_matcher'}
I0715 23:22:08.345628 137270677620224 run.py:722] (val) algo kmp_matcher step 5900: {'match': 0.920654296875, 'score': 0.920654296875, 'examples_seen': 99617, 'step': 5900, 'algorithm': 'kmp_matcher'}
I0715 23:22:12.052207 137270677620224 run.py:722] (val) algo kmp_matcher step 5950: {'match': 0.9130859375, 'score': 0.9130859375, 'examples_seen': 100462, 'step': 5950, 'algorithm': 'kmp_matcher'}
I0715 23:22:15.760905 137270677620224 run.py:722] (val) algo kmp_matcher step 6000: {'match': 0.831298828125, 'score': 0.831298828125, 'examples_seen': 101316, 'step': 6000, 'algorithm': 'kmp_matcher'}
I0715 23:22:19.466539 137270677620224 run.py:722] (val) algo kmp_matcher step 6050: {'match': 0.86767578125, 'score': 0.86767578125, 'examples_seen': 102158, 'step': 6050, 'algorithm': 'kmp_matcher'}
I0715 23:22:23.171425 137270677620224 run.py:722] (val) algo kmp_matcher step 6100: {'match': 0.757080078125, 'score': 0.757080078125, 'examples_seen': 103004, 'step': 6100, 'algorithm': 'kmp_matcher'}
I0715 23:22:26.876462 137270677620224 run.py:722] (val) algo kmp_matcher step 6150: {'match': 0.850341796875, 'score': 0.850341796875, 'examples_seen': 103852, 'step': 6150, 'algorithm': 'kmp_matcher'}
I0715 23:22:30.603250 137270677620224 run.py:722] (val) algo kmp_matcher step 6200: {'match': 0.817626953125, 'score': 0.817626953125, 'examples_seen': 104697, 'step': 6200, 'algorithm': 'kmp_matcher'}
I0715 23:22:34.305632 137270677620224 run.py:722] (val) algo kmp_matcher step 6250: {'match': 0.883544921875, 'score': 0.883544921875, 'examples_seen': 105544, 'step': 6250, 'algorithm': 'kmp_matcher'}
I0715 23:22:37.998940 137270677620224 run.py:722] (val) algo kmp_matcher step 6300: {'match': 0.867919921875, 'score': 0.867919921875, 'examples_seen': 106382, 'step': 6300, 'algorithm': 'kmp_matcher'}
I0715 23:22:41.701700 137270677620224 run.py:722] (val) algo kmp_matcher step 6350: {'match': 0.840576171875, 'score': 0.840576171875, 'examples_seen': 107237, 'step': 6350, 'algorithm': 'kmp_matcher'}
I0715 23:22:45.424903 137270677620224 run.py:722] (val) algo kmp_matcher step 6400: {'match': 0.930419921875, 'score': 0.930419921875, 'examples_seen': 108076, 'step': 6400, 'algorithm': 'kmp_matcher'}
I0715 23:22:49.139804 137270677620224 run.py:722] (val) algo kmp_matcher step 6450: {'match': 0.936279296875, 'score': 0.936279296875, 'examples_seen': 108929, 'step': 6450, 'algorithm': 'kmp_matcher'}
I0715 23:22:52.855022 137270677620224 run.py:722] (val) algo kmp_matcher step 6500: {'match': 0.919921875, 'score': 0.919921875, 'examples_seen': 109776, 'step': 6500, 'algorithm': 'kmp_matcher'}
I0715 23:22:56.548613 137270677620224 run.py:722] (val) algo kmp_matcher step 6550: {'match': 0.81982421875, 'score': 0.81982421875, 'examples_seen': 110609, 'step': 6550, 'algorithm': 'kmp_matcher'}
I0715 23:23:00.236232 137270677620224 run.py:722] (val) algo kmp_matcher step 6600: {'match': 0.898681640625, 'score': 0.898681640625, 'examples_seen': 111445, 'step': 6600, 'algorithm': 'kmp_matcher'}
