I0716 00:38:54.210824 133954050594304 run.py:722] (val) algo optimal_bst step 0: {'root': 0.477238321799308, 'score': 0.477238321799308, 'examples_seen': 64, 'step': 0, 'algorithm': 'optimal_bst'}
I0716 00:41:11.996972 133954050594304 run.py:722] (val) algo optimal_bst step 700: {'root': 0.8768923010380623, 'score': 0.8768923010380623, 'examples_seen': 27952, 'step': 700, 'algorithm': 'optimal_bst'}
I0716 00:41:14.848889 133954050594304 run.py:722] (val) algo optimal_bst step 750: {'root': 0.8706206747404844, 'score': 0.8706206747404844, 'examples_seen': 29936, 'step': 750, 'algorithm': 'optimal_bst'}
I0716 00:41:17.708326 133954050594304 run.py:722] (val) algo optimal_bst step 800: {'root': 0.8942474048442907, 'score': 0.8942474048442907, 'examples_seen': 31920, 'step': 800, 'algorithm': 'optimal_bst'}
I0716 00:41:20.622912 133954050594304 run.py:722] (val) algo optimal_bst step 850: {'root': 0.8979779411764706, 'score': 0.8979779411764706, 'examples_seen': 33904, 'step': 850, 'algorithm': 'optimal_bst'}
I0716 00:41:23.567207 133954050594304 run.py:722] (val) algo optimal_bst step 900: {'root': 0.8951665224913494, 'score': 0.8951665224913494, 'examples_seen': 35856, 'step': 900, 'algorithm': 'optimal_bst'}
I0716 00:41:26.547810 133954050594304 run.py:722] (val) algo optimal_bst step 950: {'root': 0.9008434256055363, 'score': 0.9008434256055363, 'examples_seen': 37808, 'step': 950, 'algorithm': 'optimal_bst'}
I0716 00:41:29.447614 133954050594304 run.py:722] (val) algo optimal_bst step 1000: {'root': 0.889003027681661, 'score': 0.889003027681661, 'examples_seen': 39872, 'step': 1000, 'algorithm': 'optimal_bst'}
I0716 00:41:32.317215 133954050594304 run.py:722] (val) algo optimal_bst step 1050: {'root': 0.8824610726643599, 'score': 0.8824610726643599, 'examples_seen': 41872, 'step': 1050, 'algorithm': 'optimal_bst'}
I0716 00:41:35.181156 133954050594304 run.py:722] (val) algo optimal_bst step 1100: {'root': 0.9009515570934256, 'score': 0.9009515570934256, 'examples_seen': 43872, 'step': 1100, 'algorithm': 'optimal_bst'}
I0716 00:41:38.061477 133954050594304 run.py:722] (val) algo optimal_bst step 1150: {'root': 0.9006271626297578, 'score': 0.9006271626297578, 'examples_seen': 45856, 'step': 1150, 'algorithm': 'optimal_bst'}
I0716 00:41:40.967016 133954050594304 run.py:722] (val) algo optimal_bst step 1200: {'root': 0.9005190311418685, 'score': 0.9005190311418685, 'examples_seen': 47808, 'step': 1200, 'algorithm': 'optimal_bst'}
I0716 00:41:43.896212 133954050594304 run.py:722] (val) algo optimal_bst step 1250: {'root': 0.9153871107266436, 'score': 0.9153871107266436, 'examples_seen': 49808, 'step': 1250, 'algorithm': 'optimal_bst'}
I0716 00:41:46.911648 133954050594304 run.py:722] (val) algo optimal_bst step 1300: {'root': 0.8966262975778547, 'score': 0.8966262975778547, 'examples_seen': 51760, 'step': 1300, 'algorithm': 'optimal_bst'}
I0716 00:41:49.801850 133954050594304 run.py:722] (val) algo optimal_bst step 1350: {'root': 0.9038170415224913, 'score': 0.9038170415224913, 'examples_seen': 53792, 'step': 1350, 'algorithm': 'optimal_bst'}
I0716 00:41:52.662766 133954050594304 run.py:722] (val) algo optimal_bst step 1400: {'root': 0.8691608996539792, 'score': 0.8691608996539792, 'examples_seen': 55824, 'step': 1400, 'algorithm': 'optimal_bst'}
I0716 00:41:55.520405 133954050594304 run.py:722] (val) algo optimal_bst step 1450: {'root': 0.8996539792387543, 'score': 0.8996539792387543, 'examples_seen': 57792, 'step': 1450, 'algorithm': 'optimal_bst'}
I0716 00:41:58.382292 133954050594304 run.py:722] (val) algo optimal_bst step 1500: {'root': 0.9127378892733564, 'score': 0.9127378892733564, 'examples_seen': 59792, 'step': 1500, 'algorithm': 'optimal_bst'}
I0716 00:42:01.280477 133954050594304 run.py:722] (val) algo optimal_bst step 1550: {'root': 0.903276384083045, 'score': 0.903276384083045, 'examples_seen': 61744, 'step': 1550, 'algorithm': 'optimal_bst'}
I0716 00:42:04.214134 133954050594304 run.py:722] (val) algo optimal_bst step 1600: {'root': 0.8768382352941176, 'score': 0.8768382352941176, 'examples_seen': 63712, 'step': 1600, 'algorithm': 'optimal_bst'}
I0716 00:42:07.219138 133954050594304 run.py:722] (val) algo optimal_bst step 1650: {'root': 0.9205774221453287, 'score': 0.9205774221453287, 'examples_seen': 65712, 'step': 1650, 'algorithm': 'optimal_bst'}
I0716 00:42:10.137010 133954050594304 run.py:722] (val) algo optimal_bst step 1700: {'root': 0.9125756920415224, 'score': 0.9125756920415224, 'examples_seen': 67712, 'step': 1700, 'algorithm': 'optimal_bst'}
I0716 00:42:13.008553 133954050594304 run.py:722] (val) algo optimal_bst step 1750: {'root': 0.925010813148789, 'score': 0.925010813148789, 'examples_seen': 69744, 'step': 1750, 'algorithm': 'optimal_bst'}
I0716 00:42:15.887417 133954050594304 run.py:722] (val) algo optimal_bst step 1800: {'root': 0.9097102076124568, 'score': 0.9097102076124568, 'examples_seen': 71728, 'step': 1800, 'algorithm': 'optimal_bst'}
I0716 00:42:18.757364 133954050594304 run.py:722] (val) algo optimal_bst step 1850: {'root': 0.9256596020761245, 'score': 0.9256596020761245, 'examples_seen': 73712, 'step': 1850, 'algorithm': 'optimal_bst'}
I0716 00:42:21.679670 133954050594304 run.py:722] (val) algo optimal_bst step 1900: {'root': 0.9137110726643599, 'score': 0.9137110726643599, 'examples_seen': 75712, 'step': 1900, 'algorithm': 'optimal_bst'}
I0716 00:42:24.611464 133954050594304 run.py:722] (val) algo optimal_bst step 1950: {'root': 0.9150086505190311, 'score': 0.9150086505190311, 'examples_seen': 77664, 'step': 1950, 'algorithm': 'optimal_bst'}
I0716 00:42:27.619867 133954050594304 run.py:722] (val) algo optimal_bst step 2000: {'root': 0.9213884083044983, 'score': 0.9213884083044983, 'examples_seen': 79632, 'step': 2000, 'algorithm': 'optimal_bst'}
I0716 00:42:30.504172 133954050594304 run.py:722] (val) algo optimal_bst step 2050: {'root': 0.9239294982698962, 'score': 0.9239294982698962, 'examples_seen': 81680, 'step': 2050, 'algorithm': 'optimal_bst'}
I0716 00:42:33.375852 133954050594304 run.py:722] (val) algo optimal_bst step 2100: {'root': 0.9016544117647058, 'score': 0.9016544117647058, 'examples_seen': 83680, 'step': 2100, 'algorithm': 'optimal_bst'}
I0716 00:42:36.244567 133954050594304 run.py:722] (val) algo optimal_bst step 2150: {'root': 0.9179282006920415, 'score': 0.9179282006920415, 'examples_seen': 85680, 'step': 2150, 'algorithm': 'optimal_bst'}
I0716 00:42:39.106442 133954050594304 run.py:722] (val) algo optimal_bst step 2200: {'root': 0.9106833910034602, 'score': 0.9106833910034602, 'examples_seen': 87664, 'step': 2200, 'algorithm': 'optimal_bst'}
I0716 00:42:42.021939 133954050594304 run.py:722] (val) algo optimal_bst step 2250: {'root': 0.8978157439446367, 'score': 0.8978157439446367, 'examples_seen': 89632, 'step': 2250, 'algorithm': 'optimal_bst'}
I0716 00:42:44.968651 133954050594304 run.py:722] (val) algo optimal_bst step 2300: {'root': 0.9298226643598616, 'score': 0.9298226643598616, 'examples_seen': 91616, 'step': 2300, 'algorithm': 'optimal_bst'}
I0716 00:42:47.995188 133954050594304 run.py:722] (val) algo optimal_bst step 2350: {'root': 0.9332288062283737, 'score': 0.9332288062283737, 'examples_seen': 93568, 'step': 2350, 'algorithm': 'optimal_bst'}
I0716 00:42:50.910456 133954050594304 run.py:722] (val) algo optimal_bst step 2400: {'root': 0.8994377162629758, 'score': 0.8994377162629758, 'examples_seen': 95600, 'step': 2400, 'algorithm': 'optimal_bst'}
I0716 00:42:53.777001 133954050594304 run.py:722] (val) algo optimal_bst step 2450: {'root': 0.9267409169550173, 'score': 0.9267409169550173, 'examples_seen': 97632, 'step': 2450, 'algorithm': 'optimal_bst'}
I0716 00:42:56.646995 133954050594304 run.py:722] (val) algo optimal_bst step 2500: {'root': 0.934364186851211, 'score': 0.934364186851211, 'examples_seen': 99600, 'step': 2500, 'algorithm': 'optimal_bst'}
I0716 00:42:59.532000 133954050594304 run.py:722] (val) algo optimal_bst step 2550: {'root': 0.9027357266435986, 'score': 0.9027357266435986, 'examples_seen': 101600, 'step': 2550, 'algorithm': 'optimal_bst'}
I0716 00:43:02.433849 133954050594304 run.py:722] (val) algo optimal_bst step 2600: {'root': 0.9000865051903114, 'score': 0.9000865051903114, 'examples_seen': 103568, 'step': 2600, 'algorithm': 'optimal_bst'}
I0716 00:43:05.368930 133954050594304 run.py:722] (val) algo optimal_bst step 2650: {'root': 0.9237132352941176, 'score': 0.9237132352941176, 'examples_seen': 105520, 'step': 2650, 'algorithm': 'optimal_bst'}
I0716 00:43:08.376436 133954050594304 run.py:722] (val) algo optimal_bst step 2700: {'root': 0.928416955017301, 'score': 0.928416955017301, 'examples_seen': 107520, 'step': 2700, 'algorithm': 'optimal_bst'}
I0716 00:43:11.275103 133954050594304 run.py:722] (val) algo optimal_bst step 2750: {'root': 0.9313365051903114, 'score': 0.9313365051903114, 'examples_seen': 109520, 'step': 2750, 'algorithm': 'optimal_bst'}
I0716 00:43:14.144953 133954050594304 run.py:722] (val) algo optimal_bst step 2800: {'root': 0.9383109861591695, 'score': 0.9383109861591695, 'examples_seen': 111552, 'step': 2800, 'algorithm': 'optimal_bst'}
I0716 00:43:17.025798 133954050594304 run.py:722] (val) algo optimal_bst step 2850: {'root': 0.907871972318339, 'score': 0.907871972318339, 'examples_seen': 113552, 'step': 2850, 'algorithm': 'optimal_bst'}
I0716 00:43:19.893276 133954050594304 run.py:722] (val) algo optimal_bst step 2900: {'root': 0.9139273356401384, 'score': 0.9139273356401384, 'examples_seen': 115520, 'step': 2900, 'algorithm': 'optimal_bst'}
I0716 00:43:22.791434 133954050594304 run.py:722] (val) algo optimal_bst step 2950: {'root': 0.9391760380622838, 'score': 0.9391760380622838, 'examples_seen': 117520, 'step': 2950, 'algorithm': 'optimal_bst'}
I0716 00:43:25.743232 133954050594304 run.py:722] (val) algo optimal_bst step 3000: {'root': 0.9328503460207612, 'score': 0.9328503460207612, 'examples_seen': 119456, 'step': 3000, 'algorithm': 'optimal_bst'}
I0716 00:43:28.750185 133954050594304 run.py:722] (val) algo optimal_bst step 3050: {'root': 0.9378243944636678, 'score': 0.9378243944636678, 'examples_seen': 121424, 'step': 3050, 'algorithm': 'optimal_bst'}
I0716 00:43:31.639695 133954050594304 run.py:722] (val) algo optimal_bst step 3100: {'root': 0.9347426470588235, 'score': 0.9347426470588235, 'examples_seen': 123472, 'step': 3100, 'algorithm': 'optimal_bst'}
I0716 00:43:34.513285 133954050594304 run.py:722] (val) algo optimal_bst step 3150: {'root': 0.9373918685121108, 'score': 0.9373918685121108, 'examples_seen': 125472, 'step': 3150, 'algorithm': 'optimal_bst'}
I0716 00:43:37.379431 133954050594304 run.py:722] (val) algo optimal_bst step 3200: {'root': 0.9298226643598616, 'score': 0.9298226643598616, 'examples_seen': 127488, 'step': 3200, 'algorithm': 'optimal_bst'}
I0716 00:43:40.242130 133954050594304 run.py:722] (val) algo optimal_bst step 3250: {'root': 0.9191176470588235, 'score': 0.9191176470588235, 'examples_seen': 129456, 'step': 3250, 'algorithm': 'optimal_bst'}
I0716 00:43:43.155182 133954050594304 run.py:722] (val) algo optimal_bst step 3300: {'root': 0.9371215397923875, 'score': 0.9371215397923875, 'examples_seen': 131424, 'step': 3300, 'algorithm': 'optimal_bst'}
I0716 00:43:46.089211 133954050594304 run.py:722] (val) algo optimal_bst step 3350: {'root': 0.9424740484429066, 'score': 0.9424740484429066, 'examples_seen': 133408, 'step': 3350, 'algorithm': 'optimal_bst'}
I0716 00:43:49.396438 133954050594304 run.py:722] (val) algo optimal_bst step 3400: {'root': 0.9453395328719724, 'score': 0.9453395328719724, 'examples_seen': 135360, 'step': 3400, 'algorithm': 'optimal_bst'}
I0716 00:43:52.297222 133954050594304 run.py:722] (val) algo optimal_bst step 3450: {'root': 0.9396626297577855, 'score': 0.9396626297577855, 'examples_seen': 137392, 'step': 3450, 'algorithm': 'optimal_bst'}
I0716 00:43:55.160179 133954050594304 run.py:722] (val) algo optimal_bst step 3500: {'root': 0.9071150519031141, 'score': 0.9071150519031141, 'examples_seen': 139424, 'step': 3500, 'algorithm': 'optimal_bst'}
I0716 00:43:58.029085 133954050594304 run.py:722] (val) algo optimal_bst step 3550: {'root': 0.89657223183391, 'score': 0.89657223183391, 'examples_seen': 141408, 'step': 3550, 'algorithm': 'optimal_bst'}
I0716 00:44:00.889952 133954050594304 run.py:722] (val) algo optimal_bst step 3600: {'root': 0.9399329584775087, 'score': 0.9399329584775087, 'examples_seen': 143392, 'step': 3600, 'algorithm': 'optimal_bst'}
I0716 00:44:03.790801 133954050594304 run.py:722] (val) algo optimal_bst step 3650: {'root': 0.9456639273356401, 'score': 0.9456639273356401, 'examples_seen': 145360, 'step': 3650, 'algorithm': 'optimal_bst'}
I0716 00:44:06.742613 133954050594304 run.py:722] (val) algo optimal_bst step 3700: {'root': 0.9444744809688581, 'score': 0.9444744809688581, 'examples_seen': 147312, 'step': 3700, 'algorithm': 'optimal_bst'}
I0716 00:44:09.745590 133954050594304 run.py:722] (val) algo optimal_bst step 3750: {'root': 0.9443122837370242, 'score': 0.9443122837370242, 'examples_seen': 149312, 'step': 3750, 'algorithm': 'optimal_bst'}
I0716 00:44:12.641081 133954050594304 run.py:722] (val) algo optimal_bst step 3800: {'root': 0.9377703287197232, 'score': 0.9377703287197232, 'examples_seen': 151328, 'step': 3800, 'algorithm': 'optimal_bst'}
I0716 00:44:15.513666 133954050594304 run.py:722] (val) algo optimal_bst step 3850: {'root': 0.9319312283737025, 'score': 0.9319312283737025, 'examples_seen': 153344, 'step': 3850, 'algorithm': 'optimal_bst'}
I0716 00:44:18.372424 133954050594304 run.py:722] (val) algo optimal_bst step 3900: {'root': 0.9300389273356401, 'score': 0.9300389273356401, 'examples_seen': 155344, 'step': 3900, 'algorithm': 'optimal_bst'}
I0716 00:44:21.239930 133954050594304 run.py:722] (val) algo optimal_bst step 3950: {'root': 0.9418793252595156, 'score': 0.9418793252595156, 'examples_seen': 157312, 'step': 3950, 'algorithm': 'optimal_bst'}
I0716 00:44:24.142205 133954050594304 run.py:722] (val) algo optimal_bst step 4000: {'root': 0.9283628892733564, 'score': 0.9283628892733564, 'examples_seen': 159312, 'step': 4000, 'algorithm': 'optimal_bst'}
I0716 00:44:27.076183 133954050594304 run.py:722] (val) algo optimal_bst step 4050: {'root': 0.9478806228373703, 'score': 0.9478806228373703, 'examples_seen': 161248, 'step': 4050, 'algorithm': 'optimal_bst'}
I0716 00:44:30.102324 133954050594304 run.py:722] (val) algo optimal_bst step 4100: {'root': 0.943609429065744, 'score': 0.943609429065744, 'examples_seen': 163216, 'step': 4100, 'algorithm': 'optimal_bst'}
I0716 00:44:32.983558 133954050594304 run.py:722] (val) algo optimal_bst step 4150: {'root': 0.9477184256055363, 'score': 0.9477184256055363, 'examples_seen': 165280, 'step': 4150, 'algorithm': 'optimal_bst'}
I0716 00:44:35.842748 133954050594304 run.py:722] (val) algo optimal_bst step 4200: {'root': 0.9247404844290658, 'score': 0.9247404844290658, 'examples_seen': 167264, 'step': 4200, 'algorithm': 'optimal_bst'}
I0716 00:44:38.706892 133954050594304 run.py:722] (val) algo optimal_bst step 4250: {'root': 0.9182525951557093, 'score': 0.9182525951557093, 'examples_seen': 169280, 'step': 4250, 'algorithm': 'optimal_bst'}
I0716 00:44:41.569741 133954050594304 run.py:722] (val) algo optimal_bst step 4300: {'root': 0.9433391003460208, 'score': 0.9433391003460208, 'examples_seen': 171248, 'step': 4300, 'algorithm': 'optimal_bst'}
I0716 00:44:44.482396 133954050594304 run.py:722] (val) algo optimal_bst step 4350: {'root': 0.9375, 'score': 0.9375, 'examples_seen': 173216, 'step': 4350, 'algorithm': 'optimal_bst'}
I0716 00:44:47.417467 133954050594304 run.py:722] (val) algo optimal_bst step 4400: {'root': 0.9503135813148789, 'score': 0.9503135813148789, 'examples_seen': 175232, 'step': 4400, 'algorithm': 'optimal_bst'}
I0716 00:44:50.439502 133954050594304 run.py:722] (val) algo optimal_bst step 4450: {'root': 0.9457720588235294, 'score': 0.9457720588235294, 'examples_seen': 177168, 'step': 4450, 'algorithm': 'optimal_bst'}
I0716 00:44:53.333660 133954050594304 run.py:722] (val) algo optimal_bst step 4500: {'root': 0.9502595155709342, 'score': 0.9502595155709342, 'examples_seen': 179216, 'step': 4500, 'algorithm': 'optimal_bst'}
I0716 00:44:56.200385 133954050594304 run.py:722] (val) algo optimal_bst step 4550: {'root': 0.9503676470588235, 'score': 0.9503676470588235, 'examples_seen': 181232, 'step': 4550, 'algorithm': 'optimal_bst'}
I0716 00:44:59.083551 133954050594304 run.py:722] (val) algo optimal_bst step 4600: {'root': 0.9053308823529411, 'score': 0.9053308823529411, 'examples_seen': 183216, 'step': 4600, 'algorithm': 'optimal_bst'}
I0716 00:45:01.949388 133954050594304 run.py:722] (val) algo optimal_bst step 4650: {'root': 0.9431769031141869, 'score': 0.9431769031141869, 'examples_seen': 185200, 'step': 4650, 'algorithm': 'optimal_bst'}
I0716 00:45:04.850441 133954050594304 run.py:722] (val) algo optimal_bst step 4700: {'root': 0.9470696366782007, 'score': 0.9470696366782007, 'examples_seen': 187168, 'step': 4700, 'algorithm': 'optimal_bst'}
I0716 00:45:07.796564 133954050594304 run.py:722] (val) algo optimal_bst step 4750: {'root': 0.9458801903114187, 'score': 0.9458801903114187, 'examples_seen': 189136, 'step': 4750, 'algorithm': 'optimal_bst'}
I0716 00:45:10.766311 133954050594304 run.py:722] (val) algo optimal_bst step 4800: {'root': 0.948799740484429, 'score': 0.948799740484429, 'examples_seen': 191120, 'step': 4800, 'algorithm': 'optimal_bst'}
I0716 00:45:13.663968 133954050594304 run.py:722] (val) algo optimal_bst step 4850: {'root': 0.9486916089965398, 'score': 0.9486916089965398, 'examples_seen': 193136, 'step': 4850, 'algorithm': 'optimal_bst'}
I0716 00:45:16.539110 133954050594304 run.py:722] (val) algo optimal_bst step 4900: {'root': 0.9539359861591695, 'score': 0.9539359861591695, 'examples_seen': 195152, 'step': 4900, 'algorithm': 'optimal_bst'}
I0716 00:45:19.418222 133954050594304 run.py:722] (val) algo optimal_bst step 4950: {'root': 0.9568555363321799, 'score': 0.9568555363321799, 'examples_seen': 197152, 'step': 4950, 'algorithm': 'optimal_bst'}
I0716 00:45:22.310438 133954050594304 run.py:722] (val) algo optimal_bst step 5000: {'root': 0.9255514705882353, 'score': 0.9255514705882353, 'examples_seen': 199120, 'step': 5000, 'algorithm': 'optimal_bst'}
I0716 00:45:25.208366 133954050594304 run.py:722] (val) algo optimal_bst step 5050: {'root': 0.9285250865051903, 'score': 0.9285250865051903, 'examples_seen': 201120, 'step': 5050, 'algorithm': 'optimal_bst'}
I0716 00:45:28.141570 133954050594304 run.py:722] (val) algo optimal_bst step 5100: {'root': 0.9453395328719724, 'score': 0.9453395328719724, 'examples_seen': 203072, 'step': 5100, 'algorithm': 'optimal_bst'}
I0716 00:45:31.146218 133954050594304 run.py:722] (val) algo optimal_bst step 5150: {'root': 0.9492322664359861, 'score': 0.9492322664359861, 'examples_seen': 205024, 'step': 5150, 'algorithm': 'optimal_bst'}
I0716 00:45:34.033461 133954050594304 run.py:722] (val) algo optimal_bst step 5200: {'root': 0.9491241349480969, 'score': 0.9491241349480969, 'examples_seen': 207088, 'step': 5200, 'algorithm': 'optimal_bst'}
I0716 00:45:36.905919 133954050594304 run.py:722] (val) algo optimal_bst step 5250: {'root': 0.9491241349480969, 'score': 0.9491241349480969, 'examples_seen': 209072, 'step': 5250, 'algorithm': 'optimal_bst'}
I0716 00:45:39.773614 133954050594304 run.py:722] (val) algo optimal_bst step 5300: {'root': 0.9416089965397924, 'score': 0.9416089965397924, 'examples_seen': 211088, 'step': 5300, 'algorithm': 'optimal_bst'}
I0716 00:45:42.636693 133954050594304 run.py:722] (val) algo optimal_bst step 5350: {'root': 0.945231401384083, 'score': 0.945231401384083, 'examples_seen': 213072, 'step': 5350, 'algorithm': 'optimal_bst'}
I0716 00:45:45.547216 133954050594304 run.py:722] (val) algo optimal_bst step 5400: {'root': 0.9462586505190311, 'score': 0.9462586505190311, 'examples_seen': 215024, 'step': 5400, 'algorithm': 'optimal_bst'}
I0716 00:45:48.481827 133954050594304 run.py:722] (val) algo optimal_bst step 5450: {'root': 0.9496647923875432, 'score': 0.9496647923875432, 'examples_seen': 217024, 'step': 5450, 'algorithm': 'optimal_bst'}
I0716 00:45:51.491491 133954050594304 run.py:722] (val) algo optimal_bst step 5500: {'root': 0.9461505190311419, 'score': 0.9461505190311419, 'examples_seen': 218960, 'step': 5500, 'algorithm': 'optimal_bst'}
I0716 00:45:54.384771 133954050594304 run.py:722] (val) algo optimal_bst step 5550: {'root': 0.9536115916955017, 'score': 0.9536115916955017, 'examples_seen': 221008, 'step': 5550, 'algorithm': 'optimal_bst'}
I0716 00:45:57.249862 133954050594304 run.py:722] (val) algo optimal_bst step 5600: {'root': 0.9524221453287197, 'score': 0.9524221453287197, 'examples_seen': 223024, 'step': 5600, 'algorithm': 'optimal_bst'}
I0716 00:46:00.117667 133954050594304 run.py:722] (val) algo optimal_bst step 5650: {'root': 0.9537737889273357, 'score': 0.9537737889273357, 'examples_seen': 225008, 'step': 5650, 'algorithm': 'optimal_bst'}
I0716 00:46:02.980086 133954050594304 run.py:722] (val) algo optimal_bst step 5700: {'root': 0.9481509515570934, 'score': 0.9481509515570934, 'examples_seen': 227008, 'step': 5700, 'algorithm': 'optimal_bst'}
I0716 00:46:05.879193 133954050594304 run.py:722] (val) algo optimal_bst step 5750: {'root': 0.9533953287197232, 'score': 0.9533953287197232, 'examples_seen': 228960, 'step': 5750, 'algorithm': 'optimal_bst'}
I0716 00:46:08.812876 133954050594304 run.py:722] (val) algo optimal_bst step 5800: {'root': 0.9444744809688581, 'score': 0.9444744809688581, 'examples_seen': 230928, 'step': 5800, 'algorithm': 'optimal_bst'}
I0716 00:46:11.820988 133954050594304 run.py:722] (val) algo optimal_bst step 5850: {'root': 0.9502054498269896, 'score': 0.9502054498269896, 'examples_seen': 232912, 'step': 5850, 'algorithm': 'optimal_bst'}
I0716 00:46:14.717329 133954050594304 run.py:722] (val) algo optimal_bst step 5900: {'root': 0.936148356401384, 'score': 0.936148356401384, 'examples_seen': 234928, 'step': 5900, 'algorithm': 'optimal_bst'}
I0716 00:46:17.592065 133954050594304 run.py:722] (val) algo optimal_bst step 5950: {'root': 0.9460423875432526, 'score': 0.9460423875432526, 'examples_seen': 236944, 'step': 5950, 'algorithm': 'optimal_bst'}
I0716 00:46:20.448652 133954050594304 run.py:722] (val) algo optimal_bst step 6000: {'root': 0.9209558823529411, 'score': 0.9209558823529411, 'examples_seen': 238944, 'step': 6000, 'algorithm': 'optimal_bst'}
I0716 00:46:23.317156 133954050594304 run.py:722] (val) algo optimal_bst step 6050: {'root': 0.951773356401384, 'score': 0.951773356401384, 'examples_seen': 240928, 'step': 6050, 'algorithm': 'optimal_bst'}
I0716 00:46:26.220289 133954050594304 run.py:722] (val) algo optimal_bst step 6100: {'root': 0.9515570934256056, 'score': 0.9515570934256056, 'examples_seen': 242912, 'step': 6100, 'algorithm': 'optimal_bst'}
I0716 00:46:29.151949 133954050594304 run.py:722] (val) algo optimal_bst step 6150: {'root': 0.9550173010380623, 'score': 0.9550173010380623, 'examples_seen': 244864, 'step': 6150, 'algorithm': 'optimal_bst'}
I0716 00:46:32.161667 133954050594304 run.py:722] (val) algo optimal_bst step 6200: {'root': 0.954314446366782, 'score': 0.954314446366782, 'examples_seen': 246816, 'step': 6200, 'algorithm': 'optimal_bst'}
I0716 00:46:35.049392 133954050594304 run.py:722] (val) algo optimal_bst step 6250: {'root': 0.9544225778546713, 'score': 0.9544225778546713, 'examples_seen': 248880, 'step': 6250, 'algorithm': 'optimal_bst'}
I0716 00:46:37.918184 133954050594304 run.py:722] (val) algo optimal_bst step 6300: {'root': 0.951340830449827, 'score': 0.951340830449827, 'examples_seen': 250880, 'step': 6300, 'algorithm': 'optimal_bst'}
I0716 00:46:40.761270 133954050594304 run.py:722] (val) algo optimal_bst step 6350: {'root': 0.926794982698962, 'score': 0.926794982698962, 'examples_seen': 252880, 'step': 6350, 'algorithm': 'optimal_bst'}
I0716 00:46:43.619037 133954050594304 run.py:722] (val) algo optimal_bst step 6400: {'root': 0.950151384083045, 'score': 0.950151384083045, 'examples_seen': 254864, 'step': 6400, 'algorithm': 'optimal_bst'}
I0716 00:46:46.522722 133954050594304 run.py:722] (val) algo optimal_bst step 6450: {'root': 0.9517192906574394, 'score': 0.9517192906574394, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'optimal_bst'}
