I0715 22:19:05.917127 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 0: {'start': 0.0, 'end': 0.087890625, 'score': 0.0439453125, 'examples_seen': 80, 'step': 0, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:09.642510 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4150: {'start': 0.890625, 'end': 0.93798828125, 'score': 0.914306640625, 'examples_seen': 213520, 'step': 4150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:11.688689 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4200: {'start': 0.92822265625, 'end': 0.8994140625, 'score': 0.913818359375, 'examples_seen': 216112, 'step': 4200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:13.706136 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4250: {'start': 0.9296875, 'end': 0.89892578125, 'score': 0.914306640625, 'examples_seen': 218688, 'step': 4250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:15.726161 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4300: {'start': 0.93310546875, 'end': 0.90185546875, 'score': 0.91748046875, 'examples_seen': 221248, 'step': 4300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:17.743776 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4350: {'start': 0.91845703125, 'end': 0.90625, 'score': 0.912353515625, 'examples_seen': 223792, 'step': 4350, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:19.758666 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4400: {'start': 0.93359375, 'end': 0.896484375, 'score': 0.9150390625, 'examples_seen': 226352, 'step': 4400, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:21.775510 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4450: {'start': 0.921875, 'end': 0.91552734375, 'score': 0.918701171875, 'examples_seen': 228880, 'step': 4450, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:23.799022 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4500: {'start': 0.93017578125, 'end': 0.9130859375, 'score': 0.921630859375, 'examples_seen': 231504, 'step': 4500, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:25.835144 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4550: {'start': 0.93310546875, 'end': 0.93212890625, 'score': 0.9326171875, 'examples_seen': 234128, 'step': 4550, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:27.867206 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4600: {'start': 0.93359375, 'end': 0.91943359375, 'score': 0.926513671875, 'examples_seen': 236688, 'step': 4600, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:29.889021 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4650: {'start': 0.90380859375, 'end': 0.89990234375, 'score': 0.90185546875, 'examples_seen': 239264, 'step': 4650, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:31.892643 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4700: {'start': 0.912109375, 'end': 0.880859375, 'score': 0.896484375, 'examples_seen': 241792, 'step': 4700, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:33.893254 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4750: {'start': 0.93017578125, 'end': 0.8984375, 'score': 0.914306640625, 'examples_seen': 244336, 'step': 4750, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:35.895777 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4800: {'start': 0.919921875, 'end': 0.9228515625, 'score': 0.92138671875, 'examples_seen': 246880, 'step': 4800, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:37.932061 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4850: {'start': 0.9228515625, 'end': 0.91845703125, 'score': 0.920654296875, 'examples_seen': 249520, 'step': 4850, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:39.958468 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4900: {'start': 0.91943359375, 'end': 0.83349609375, 'score': 0.87646484375, 'examples_seen': 252128, 'step': 4900, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:41.976677 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 4950: {'start': 0.94384765625, 'end': 0.9013671875, 'score': 0.922607421875, 'examples_seen': 254688, 'step': 4950, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:43.986054 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 5000: {'start': 0.9443359375, 'end': 0.9404296875, 'score': 0.9423828125, 'examples_seen': 257264, 'step': 5000, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:46.013746 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 5050: {'start': 0.91015625, 'end': 0.880859375, 'score': 0.8955078125, 'examples_seen': 259792, 'step': 5050, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:48.038683 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 5100: {'start': 0.9208984375, 'end': 0.92724609375, 'score': 0.924072265625, 'examples_seen': 262336, 'step': 5100, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:50.067179 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 5150: {'start': 0.89453125, 'end': 0.93359375, 'score': 0.9140625, 'examples_seen': 264880, 'step': 5150, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:52.127367 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 5200: {'start': 0.93798828125, 'end': 0.9140625, 'score': 0.926025390625, 'examples_seen': 267520, 'step': 5200, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:54.170823 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 5250: {'start': 0.92333984375, 'end': 0.89990234375, 'score': 0.91162109375, 'examples_seen': 270128, 'step': 5250, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:56.194289 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 5300: {'start': 0.93310546875, 'end': 0.9423828125, 'score': 0.937744140625, 'examples_seen': 272688, 'step': 5300, 'algorithm': 'find_maximum_subarray_kadane'}
I0715 22:23:58.208747 125399828469248 run.py:722] (val) algo find_maximum_subarray_kadane step 5350: {'start': 0.8857421875, 'end': 0.9130859375, 'score': 0.8994140625, 'examples_seen': 275248, 'step': 5350, 'algorithm': 'find_maximum_subarray_kadane'}
