I0716 06:31:53.923326 125155326850560 run.py:722] (val) algo activity_selector step 0: {'selected': 0.18060200668896323, 'score': 0.18060200668896323, 'examples_seen': 64, 'step': 0, 'algorithm': 'activity_selector'}
I0716 06:33:21.443969 125155326850560 run.py:722] (val) algo activity_selector step 1050: {'selected': 0.926829268292683, 'score': 0.926829268292683, 'examples_seen': 41872, 'step': 1050, 'algorithm': 'activity_selector'}
I0716 06:33:22.484394 125155326850560 run.py:722] (val) algo activity_selector step 1100: {'selected': 0.8914285714285713, 'score': 0.8914285714285713, 'examples_seen': 43872, 'step': 1100, 'algorithm': 'activity_selector'}
I0716 06:33:23.525568 125155326850560 run.py:722] (val) algo activity_selector step 1150: {'selected': 0.8512820512820513, 'score': 0.8512820512820513, 'examples_seen': 45856, 'step': 1150, 'algorithm': 'activity_selector'}
I0716 06:33:24.555164 125155326850560 run.py:722] (val) algo activity_selector step 1200: {'selected': 0.9050279329608939, 'score': 0.9050279329608939, 'examples_seen': 47808, 'step': 1200, 'algorithm': 'activity_selector'}
I0716 06:33:25.573199 125155326850560 run.py:722] (val) algo activity_selector step 1250: {'selected': 0.865064695009242, 'score': 0.865064695009242, 'examples_seen': 49808, 'step': 1250, 'algorithm': 'activity_selector'}
I0716 06:33:26.606094 125155326850560 run.py:722] (val) algo activity_selector step 1300: {'selected': 0.8992248062015505, 'score': 0.8992248062015505, 'examples_seen': 51760, 'step': 1300, 'algorithm': 'activity_selector'}
I0716 06:33:27.657696 125155326850560 run.py:722] (val) algo activity_selector step 1350: {'selected': 0.9119373776908023, 'score': 0.9119373776908023, 'examples_seen': 53792, 'step': 1350, 'algorithm': 'activity_selector'}
I0716 06:33:28.712091 125155326850560 run.py:722] (val) algo activity_selector step 1400: {'selected': 0.942271880819367, 'score': 0.942271880819367, 'examples_seen': 55824, 'step': 1400, 'algorithm': 'activity_selector'}
I0716 06:33:29.752607 125155326850560 run.py:722] (val) algo activity_selector step 1450: {'selected': 0.9477756286266924, 'score': 0.9477756286266924, 'examples_seen': 57792, 'step': 1450, 'algorithm': 'activity_selector'}
I0716 06:33:30.781112 125155326850560 run.py:722] (val) algo activity_selector step 1500: {'selected': 0.9041591320072333, 'score': 0.9041591320072333, 'examples_seen': 59792, 'step': 1500, 'algorithm': 'activity_selector'}
I0716 06:33:31.798360 125155326850560 run.py:722] (val) algo activity_selector step 1550: {'selected': 0.9233870967741935, 'score': 0.9233870967741935, 'examples_seen': 61744, 'step': 1550, 'algorithm': 'activity_selector'}
I0716 06:33:32.823264 125155326850560 run.py:722] (val) algo activity_selector step 1600: {'selected': 0.9130434782608695, 'score': 0.9130434782608695, 'examples_seen': 63712, 'step': 1600, 'algorithm': 'activity_selector'}
I0716 06:33:33.844545 125155326850560 run.py:722] (val) algo activity_selector step 1650: {'selected': 0.9273743016759777, 'score': 0.9273743016759777, 'examples_seen': 65712, 'step': 1650, 'algorithm': 'activity_selector'}
I0716 06:33:34.881865 125155326850560 run.py:722] (val) algo activity_selector step 1700: {'selected': 0.9132075471698113, 'score': 0.9132075471698113, 'examples_seen': 67712, 'step': 1700, 'algorithm': 'activity_selector'}
I0716 06:33:35.913305 125155326850560 run.py:722] (val) algo activity_selector step 1750: {'selected': 0.9664179104477612, 'score': 0.9664179104477612, 'examples_seen': 69744, 'step': 1750, 'algorithm': 'activity_selector'}
I0716 06:33:36.935753 125155326850560 run.py:722] (val) algo activity_selector step 1800: {'selected': 0.906764168190128, 'score': 0.906764168190128, 'examples_seen': 71728, 'step': 1800, 'algorithm': 'activity_selector'}
I0716 06:33:37.956280 125155326850560 run.py:722] (val) algo activity_selector step 1850: {'selected': 0.9325396825396824, 'score': 0.9325396825396824, 'examples_seen': 73712, 'step': 1850, 'algorithm': 'activity_selector'}
I0716 06:33:38.955626 125155326850560 run.py:722] (val) algo activity_selector step 1900: {'selected': 0.940952380952381, 'score': 0.940952380952381, 'examples_seen': 75712, 'step': 1900, 'algorithm': 'activity_selector'}
I0716 06:33:40.006061 125155326850560 run.py:722] (val) algo activity_selector step 1950: {'selected': 0.9320754716981132, 'score': 0.9320754716981132, 'examples_seen': 77664, 'step': 1950, 'algorithm': 'activity_selector'}
I0716 06:33:41.030760 125155326850560 run.py:722] (val) algo activity_selector step 2000: {'selected': 0.8991596638655462, 'score': 0.8991596638655462, 'examples_seen': 79632, 'step': 2000, 'algorithm': 'activity_selector'}
I0716 06:33:42.052318 125155326850560 run.py:722] (val) algo activity_selector step 2050: {'selected': 0.9271028037383177, 'score': 0.9271028037383177, 'examples_seen': 81680, 'step': 2050, 'algorithm': 'activity_selector'}
I0716 06:33:43.084218 125155326850560 run.py:722] (val) algo activity_selector step 2100: {'selected': 0.9322709163346614, 'score': 0.9322709163346614, 'examples_seen': 83680, 'step': 2100, 'algorithm': 'activity_selector'}
I0716 06:33:44.096557 125155326850560 run.py:722] (val) algo activity_selector step 2150: {'selected': 0.8628158844765342, 'score': 0.8628158844765342, 'examples_seen': 85680, 'step': 2150, 'algorithm': 'activity_selector'}
I0716 06:33:45.129876 125155326850560 run.py:722] (val) algo activity_selector step 2200: {'selected': 0.9565217391304347, 'score': 0.9565217391304347, 'examples_seen': 87664, 'step': 2200, 'algorithm': 'activity_selector'}
I0716 06:33:46.160040 125155326850560 run.py:722] (val) algo activity_selector step 2250: {'selected': 0.9194499017681729, 'score': 0.9194499017681729, 'examples_seen': 89632, 'step': 2250, 'algorithm': 'activity_selector'}
I0716 06:33:47.174183 125155326850560 run.py:722] (val) algo activity_selector step 2300: {'selected': 0.9495327102803739, 'score': 0.9495327102803739, 'examples_seen': 91616, 'step': 2300, 'algorithm': 'activity_selector'}
I0716 06:33:48.211796 125155326850560 run.py:722] (val) algo activity_selector step 2350: {'selected': 0.9271758436944938, 'score': 0.9271758436944938, 'examples_seen': 93568, 'step': 2350, 'algorithm': 'activity_selector'}
I0716 06:33:49.236486 125155326850560 run.py:722] (val) algo activity_selector step 2400: {'selected': 0.9508840864440079, 'score': 0.9508840864440079, 'examples_seen': 95600, 'step': 2400, 'algorithm': 'activity_selector'}
I0716 06:33:50.269843 125155326850560 run.py:722] (val) algo activity_selector step 2450: {'selected': 0.9402061855670103, 'score': 0.9402061855670103, 'examples_seen': 97632, 'step': 2450, 'algorithm': 'activity_selector'}
I0716 06:33:51.288151 125155326850560 run.py:722] (val) algo activity_selector step 2500: {'selected': 0.9539078156312626, 'score': 0.9539078156312626, 'examples_seen': 99600, 'step': 2500, 'algorithm': 'activity_selector'}
I0716 06:33:52.309101 125155326850560 run.py:722] (val) algo activity_selector step 2550: {'selected': 0.944337811900192, 'score': 0.944337811900192, 'examples_seen': 101600, 'step': 2550, 'algorithm': 'activity_selector'}
I0716 06:33:53.340650 125155326850560 run.py:722] (val) algo activity_selector step 2600: {'selected': 0.9575289575289575, 'score': 0.9575289575289575, 'examples_seen': 103568, 'step': 2600, 'algorithm': 'activity_selector'}
I0716 06:33:54.353538 125155326850560 run.py:722] (val) algo activity_selector step 2650: {'selected': 0.9618874773139745, 'score': 0.9618874773139745, 'examples_seen': 105520, 'step': 2650, 'algorithm': 'activity_selector'}
I0716 06:33:55.377048 125155326850560 run.py:722] (val) algo activity_selector step 2700: {'selected': 0.8937007874015748, 'score': 0.8937007874015748, 'examples_seen': 107520, 'step': 2700, 'algorithm': 'activity_selector'}
I0716 06:33:56.408576 125155326850560 run.py:722] (val) algo activity_selector step 2750: {'selected': 0.9748549323017409, 'score': 0.9748549323017409, 'examples_seen': 109520, 'step': 2750, 'algorithm': 'activity_selector'}
I0716 06:33:57.459044 125155326850560 run.py:722] (val) algo activity_selector step 2800: {'selected': 0.9584905660377359, 'score': 0.9584905660377359, 'examples_seen': 111552, 'step': 2800, 'algorithm': 'activity_selector'}
I0716 06:33:58.478845 125155326850560 run.py:722] (val) algo activity_selector step 2850: {'selected': 0.9453860640301318, 'score': 0.9453860640301318, 'examples_seen': 113552, 'step': 2850, 'algorithm': 'activity_selector'}
I0716 06:33:59.504106 125155326850560 run.py:722] (val) algo activity_selector step 2900: {'selected': 0.9061371841155236, 'score': 0.9061371841155236, 'examples_seen': 115520, 'step': 2900, 'algorithm': 'activity_selector'}
I0716 06:34:00.528586 125155326850560 run.py:722] (val) algo activity_selector step 2950: {'selected': 0.9254901960784314, 'score': 0.9254901960784314, 'examples_seen': 117520, 'step': 2950, 'algorithm': 'activity_selector'}
I0716 06:34:01.550767 125155326850560 run.py:722] (val) algo activity_selector step 3000: {'selected': 0.8796992481203009, 'score': 0.8796992481203009, 'examples_seen': 119456, 'step': 3000, 'algorithm': 'activity_selector'}
I0716 06:34:02.581041 125155326850560 run.py:722] (val) algo activity_selector step 3050: {'selected': 0.9541984732824428, 'score': 0.9541984732824428, 'examples_seen': 121424, 'step': 3050, 'algorithm': 'activity_selector'}
I0716 06:34:03.599447 125155326850560 run.py:722] (val) algo activity_selector step 3100: {'selected': 0.9343629343629344, 'score': 0.9343629343629344, 'examples_seen': 123472, 'step': 3100, 'algorithm': 'activity_selector'}
I0716 06:34:04.636847 125155326850560 run.py:722] (val) algo activity_selector step 3150: {'selected': 0.9576923076923076, 'score': 0.9576923076923076, 'examples_seen': 125472, 'step': 3150, 'algorithm': 'activity_selector'}
I0716 06:34:05.665959 125155326850560 run.py:722] (val) algo activity_selector step 3200: {'selected': 0.9511278195488722, 'score': 0.9511278195488722, 'examples_seen': 127488, 'step': 3200, 'algorithm': 'activity_selector'}
I0716 06:34:06.682236 125155326850560 run.py:722] (val) algo activity_selector step 3250: {'selected': 0.8950276243093923, 'score': 0.8950276243093923, 'examples_seen': 129456, 'step': 3250, 'algorithm': 'activity_selector'}
I0716 06:34:07.710748 125155326850560 run.py:722] (val) algo activity_selector step 3300: {'selected': 0.946360153256705, 'score': 0.946360153256705, 'examples_seen': 131424, 'step': 3300, 'algorithm': 'activity_selector'}
I0716 06:34:08.714976 125155326850560 run.py:722] (val) algo activity_selector step 3350: {'selected': 0.9411764705882354, 'score': 0.9411764705882354, 'examples_seen': 133408, 'step': 3350, 'algorithm': 'activity_selector'}
I0716 06:34:09.742125 125155326850560 run.py:722] (val) algo activity_selector step 3400: {'selected': 0.9516441005802708, 'score': 0.9516441005802708, 'examples_seen': 135360, 'step': 3400, 'algorithm': 'activity_selector'}
I0716 06:34:10.765239 125155326850560 run.py:722] (val) algo activity_selector step 3450: {'selected': 0.968342644320298, 'score': 0.968342644320298, 'examples_seen': 137392, 'step': 3450, 'algorithm': 'activity_selector'}
I0716 06:34:11.788417 125155326850560 run.py:722] (val) algo activity_selector step 3500: {'selected': 0.97165991902834, 'score': 0.97165991902834, 'examples_seen': 139424, 'step': 3500, 'algorithm': 'activity_selector'}
I0716 06:34:12.811022 125155326850560 run.py:722] (val) algo activity_selector step 3550: {'selected': 0.9543726235741444, 'score': 0.9543726235741444, 'examples_seen': 141408, 'step': 3550, 'algorithm': 'activity_selector'}
I0716 06:34:13.808057 125155326850560 run.py:722] (val) algo activity_selector step 3600: {'selected': 0.9669902912621359, 'score': 0.9669902912621359, 'examples_seen': 143392, 'step': 3600, 'algorithm': 'activity_selector'}
I0716 06:34:14.834935 125155326850560 run.py:722] (val) algo activity_selector step 3650: {'selected': 0.9667318982387475, 'score': 0.9667318982387475, 'examples_seen': 145360, 'step': 3650, 'algorithm': 'activity_selector'}
I0716 06:34:15.845813 125155326850560 run.py:722] (val) algo activity_selector step 3700: {'selected': 0.9491525423728815, 'score': 0.9491525423728815, 'examples_seen': 147312, 'step': 3700, 'algorithm': 'activity_selector'}
I0716 06:34:16.869256 125155326850560 run.py:722] (val) algo activity_selector step 3750: {'selected': 0.9736842105263158, 'score': 0.9736842105263158, 'examples_seen': 149312, 'step': 3750, 'algorithm': 'activity_selector'}
I0716 06:34:17.894829 125155326850560 run.py:722] (val) algo activity_selector step 3800: {'selected': 0.9108159392789373, 'score': 0.9108159392789373, 'examples_seen': 151328, 'step': 3800, 'algorithm': 'activity_selector'}
I0716 06:34:18.922130 125155326850560 run.py:722] (val) algo activity_selector step 3850: {'selected': 0.912280701754386, 'score': 0.912280701754386, 'examples_seen': 153344, 'step': 3850, 'algorithm': 'activity_selector'}
I0716 06:34:19.952684 125155326850560 run.py:722] (val) algo activity_selector step 3900: {'selected': 0.9714285714285714, 'score': 0.9714285714285714, 'examples_seen': 155344, 'step': 3900, 'algorithm': 'activity_selector'}
I0716 06:34:20.977548 125155326850560 run.py:722] (val) algo activity_selector step 3950: {'selected': 0.9420560747663551, 'score': 0.9420560747663551, 'examples_seen': 157312, 'step': 3950, 'algorithm': 'activity_selector'}
I0716 06:34:21.997106 125155326850560 run.py:722] (val) algo activity_selector step 4000: {'selected': 0.9285714285714286, 'score': 0.9285714285714286, 'examples_seen': 159312, 'step': 4000, 'algorithm': 'activity_selector'}
I0716 06:34:23.015959 125155326850560 run.py:722] (val) algo activity_selector step 4050: {'selected': 0.9761904761904762, 'score': 0.9761904761904762, 'examples_seen': 161248, 'step': 4050, 'algorithm': 'activity_selector'}
I0716 06:34:24.060446 125155326850560 run.py:722] (val) algo activity_selector step 4100: {'selected': 0.9603024574669187, 'score': 0.9603024574669187, 'examples_seen': 163216, 'step': 4100, 'algorithm': 'activity_selector'}
I0716 06:34:25.093921 125155326850560 run.py:722] (val) algo activity_selector step 4150: {'selected': 0.9190207156308852, 'score': 0.9190207156308852, 'examples_seen': 165280, 'step': 4150, 'algorithm': 'activity_selector'}
I0716 06:34:26.121298 125155326850560 run.py:722] (val) algo activity_selector step 4200: {'selected': 0.9669902912621359, 'score': 0.9669902912621359, 'examples_seen': 167264, 'step': 4200, 'algorithm': 'activity_selector'}
I0716 06:34:27.149449 125155326850560 run.py:722] (val) algo activity_selector step 4250: {'selected': 0.9346153846153846, 'score': 0.9346153846153846, 'examples_seen': 169280, 'step': 4250, 'algorithm': 'activity_selector'}
I0716 06:34:28.165986 125155326850560 run.py:722] (val) algo activity_selector step 4300: {'selected': 0.9603024574669187, 'score': 0.9603024574669187, 'examples_seen': 171248, 'step': 4300, 'algorithm': 'activity_selector'}
I0716 06:34:29.196545 125155326850560 run.py:722] (val) algo activity_selector step 4350: {'selected': 0.9146341463414634, 'score': 0.9146341463414634, 'examples_seen': 173216, 'step': 4350, 'algorithm': 'activity_selector'}
I0716 06:34:30.227256 125155326850560 run.py:722] (val) algo activity_selector step 4400: {'selected': 0.9558232931726908, 'score': 0.9558232931726908, 'examples_seen': 175232, 'step': 4400, 'algorithm': 'activity_selector'}
I0716 06:34:31.257935 125155326850560 run.py:722] (val) algo activity_selector step 4450: {'selected': 0.9440000000000001, 'score': 0.9440000000000001, 'examples_seen': 177168, 'step': 4450, 'algorithm': 'activity_selector'}
I0716 06:34:32.296766 125155326850560 run.py:722] (val) algo activity_selector step 4500: {'selected': 0.9471544715447154, 'score': 0.9471544715447154, 'examples_seen': 179216, 'step': 4500, 'algorithm': 'activity_selector'}
I0716 06:34:33.316419 125155326850560 run.py:722] (val) algo activity_selector step 4550: {'selected': 0.9330783938814532, 'score': 0.9330783938814532, 'examples_seen': 181232, 'step': 4550, 'algorithm': 'activity_selector'}
I0716 06:34:34.356475 125155326850560 run.py:722] (val) algo activity_selector step 4600: {'selected': 0.94, 'score': 0.94, 'examples_seen': 183216, 'step': 4600, 'algorithm': 'activity_selector'}
I0716 06:34:35.362879 125155326850560 run.py:722] (val) algo activity_selector step 4650: {'selected': 0.9803149606299213, 'score': 0.9803149606299213, 'examples_seen': 185200, 'step': 4650, 'algorithm': 'activity_selector'}
I0716 06:34:36.431072 125155326850560 run.py:722] (val) algo activity_selector step 4700: {'selected': 0.9843137254901961, 'score': 0.9843137254901961, 'examples_seen': 187168, 'step': 4700, 'algorithm': 'activity_selector'}
I0716 06:34:37.477866 125155326850560 run.py:722] (val) algo activity_selector step 4750: {'selected': 0.9733840304182511, 'score': 0.9733840304182511, 'examples_seen': 189136, 'step': 4750, 'algorithm': 'activity_selector'}
I0716 06:34:38.487542 125155326850560 run.py:722] (val) algo activity_selector step 4800: {'selected': 0.9546351084812623, 'score': 0.9546351084812623, 'examples_seen': 191120, 'step': 4800, 'algorithm': 'activity_selector'}
I0716 06:34:39.530740 125155326850560 run.py:722] (val) algo activity_selector step 4850: {'selected': 0.8994307400379505, 'score': 0.8994307400379505, 'examples_seen': 193136, 'step': 4850, 'algorithm': 'activity_selector'}
I0716 06:34:40.544983 125155326850560 run.py:722] (val) algo activity_selector step 4900: {'selected': 0.9592233009708738, 'score': 0.9592233009708738, 'examples_seen': 195152, 'step': 4900, 'algorithm': 'activity_selector'}
I0716 06:34:41.565232 125155326850560 run.py:722] (val) algo activity_selector step 4950: {'selected': 0.9709864603481625, 'score': 0.9709864603481625, 'examples_seen': 197152, 'step': 4950, 'algorithm': 'activity_selector'}
I0716 06:34:42.585565 125155326850560 run.py:722] (val) algo activity_selector step 5000: {'selected': 0.9488188976377951, 'score': 0.9488188976377951, 'examples_seen': 199120, 'step': 5000, 'algorithm': 'activity_selector'}
I0716 06:34:43.603189 125155326850560 run.py:722] (val) algo activity_selector step 5050: {'selected': 0.9160305343511451, 'score': 0.9160305343511451, 'examples_seen': 201120, 'step': 5050, 'algorithm': 'activity_selector'}
I0716 06:34:44.635635 125155326850560 run.py:722] (val) algo activity_selector step 5100: {'selected': 0.9558541266794626, 'score': 0.9558541266794626, 'examples_seen': 203072, 'step': 5100, 'algorithm': 'activity_selector'}
I0716 06:34:45.650686 125155326850560 run.py:722] (val) algo activity_selector step 5150: {'selected': 0.9018789144050104, 'score': 0.9018789144050104, 'examples_seen': 205024, 'step': 5150, 'algorithm': 'activity_selector'}
I0716 06:34:46.684351 125155326850560 run.py:722] (val) algo activity_selector step 5200: {'selected': 0.9486166007905138, 'score': 0.9486166007905138, 'examples_seen': 207088, 'step': 5200, 'algorithm': 'activity_selector'}
I0716 06:34:47.715386 125155326850560 run.py:722] (val) algo activity_selector step 5250: {'selected': 0.9735849056603774, 'score': 0.9735849056603774, 'examples_seen': 209072, 'step': 5250, 'algorithm': 'activity_selector'}
I0716 06:34:48.736953 125155326850560 run.py:722] (val) algo activity_selector step 5300: {'selected': 0.9298597194388777, 'score': 0.9298597194388777, 'examples_seen': 211088, 'step': 5300, 'algorithm': 'activity_selector'}
I0716 06:34:49.753108 125155326850560 run.py:722] (val) algo activity_selector step 5350: {'selected': 0.95703125, 'score': 0.95703125, 'examples_seen': 213072, 'step': 5350, 'algorithm': 'activity_selector'}
I0716 06:34:50.778200 125155326850560 run.py:722] (val) algo activity_selector step 5400: {'selected': 0.9669902912621358, 'score': 0.9669902912621358, 'examples_seen': 215024, 'step': 5400, 'algorithm': 'activity_selector'}
I0716 06:34:51.799187 125155326850560 run.py:722] (val) algo activity_selector step 5450: {'selected': 0.9336016096579477, 'score': 0.9336016096579477, 'examples_seen': 217024, 'step': 5450, 'algorithm': 'activity_selector'}
I0716 06:34:52.823925 125155326850560 run.py:722] (val) algo activity_selector step 5500: {'selected': 0.9785575048732943, 'score': 0.9785575048732943, 'examples_seen': 218960, 'step': 5500, 'algorithm': 'activity_selector'}
I0716 06:34:53.852898 125155326850560 run.py:722] (val) algo activity_selector step 5550: {'selected': 0.9609375, 'score': 0.9609375, 'examples_seen': 221008, 'step': 5550, 'algorithm': 'activity_selector'}
I0716 06:34:54.860727 125155326850560 run.py:722] (val) algo activity_selector step 5600: {'selected': 0.9165048543689319, 'score': 0.9165048543689319, 'examples_seen': 223024, 'step': 5600, 'algorithm': 'activity_selector'}
I0716 06:34:55.888771 125155326850560 run.py:722] (val) algo activity_selector step 5650: {'selected': 0.9582504970178926, 'score': 0.9582504970178926, 'examples_seen': 225008, 'step': 5650, 'algorithm': 'activity_selector'}
I0716 06:34:56.903510 125155326850560 run.py:722] (val) algo activity_selector step 5700: {'selected': 0.9736842105263158, 'score': 0.9736842105263158, 'examples_seen': 227008, 'step': 5700, 'algorithm': 'activity_selector'}
I0716 06:34:57.922964 125155326850560 run.py:722] (val) algo activity_selector step 5750: {'selected': 0.9188118811881187, 'score': 0.9188118811881187, 'examples_seen': 228960, 'step': 5750, 'algorithm': 'activity_selector'}
I0716 06:34:58.941583 125155326850560 run.py:722] (val) algo activity_selector step 5800: {'selected': 0.9358490566037736, 'score': 0.9358490566037736, 'examples_seen': 230928, 'step': 5800, 'algorithm': 'activity_selector'}
I0716 06:34:59.943944 125155326850560 run.py:722] (val) algo activity_selector step 5850: {'selected': 0.9674952198852772, 'score': 0.9674952198852772, 'examples_seen': 232912, 'step': 5850, 'algorithm': 'activity_selector'}
I0716 06:35:00.985860 125155326850560 run.py:722] (val) algo activity_selector step 5900: {'selected': 0.9689922480620156, 'score': 0.9689922480620156, 'examples_seen': 234928, 'step': 5900, 'algorithm': 'activity_selector'}
I0716 06:35:02.004582 125155326850560 run.py:722] (val) algo activity_selector step 5950: {'selected': 0.9384615384615385, 'score': 0.9384615384615385, 'examples_seen': 236944, 'step': 5950, 'algorithm': 'activity_selector'}
I0716 06:35:03.028508 125155326850560 run.py:722] (val) algo activity_selector step 6000: {'selected': 0.935361216730038, 'score': 0.935361216730038, 'examples_seen': 238944, 'step': 6000, 'algorithm': 'activity_selector'}
I0716 06:35:04.057957 125155326850560 run.py:722] (val) algo activity_selector step 6050: {'selected': 0.9656565656565655, 'score': 0.9656565656565655, 'examples_seen': 240928, 'step': 6050, 'algorithm': 'activity_selector'}
I0716 06:35:05.063022 125155326850560 run.py:722] (val) algo activity_selector step 6100: {'selected': 0.9850746268656717, 'score': 0.9850746268656717, 'examples_seen': 242912, 'step': 6100, 'algorithm': 'activity_selector'}
I0716 06:35:06.100924 125155326850560 run.py:722] (val) algo activity_selector step 6150: {'selected': 0.9328063241106718, 'score': 0.9328063241106718, 'examples_seen': 244864, 'step': 6150, 'algorithm': 'activity_selector'}
I0716 06:35:07.107078 125155326850560 run.py:722] (val) algo activity_selector step 6200: {'selected': 0.979047619047619, 'score': 0.979047619047619, 'examples_seen': 246816, 'step': 6200, 'algorithm': 'activity_selector'}
I0716 06:35:08.141335 125155326850560 run.py:722] (val) algo activity_selector step 6250: {'selected': 0.9774436090225563, 'score': 0.9774436090225563, 'examples_seen': 248880, 'step': 6250, 'algorithm': 'activity_selector'}
I0716 06:35:09.157372 125155326850560 run.py:722] (val) algo activity_selector step 6300: {'selected': 0.9087136929460582, 'score': 0.9087136929460582, 'examples_seen': 250880, 'step': 6300, 'algorithm': 'activity_selector'}
I0716 06:35:10.171580 125155326850560 run.py:722] (val) algo activity_selector step 6350: {'selected': 0.9770992366412214, 'score': 0.9770992366412214, 'examples_seen': 252880, 'step': 6350, 'algorithm': 'activity_selector'}
I0716 06:35:11.188213 125155326850560 run.py:722] (val) algo activity_selector step 6400: {'selected': 0.9705304518664046, 'score': 0.9705304518664046, 'examples_seen': 254864, 'step': 6400, 'algorithm': 'activity_selector'}
I0716 06:35:12.194704 125155326850560 run.py:722] (val) algo activity_selector step 6450: {'selected': 0.9552238805970149, 'score': 0.9552238805970149, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'activity_selector'}
I0716 06:35:13.217611 125155326850560 run.py:722] (val) algo activity_selector step 6500: {'selected': 0.984313725490196, 'score': 0.984313725490196, 'examples_seen': 258816, 'step': 6500, 'algorithm': 'activity_selector'}
I0716 06:35:14.240451 125155326850560 run.py:722] (val) algo activity_selector step 6550: {'selected': 0.9537892791127542, 'score': 0.9537892791127542, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'activity_selector'}
