I0716 07:47:10.125961 136751140242944 run.py:722] (val) algo dag_shortest_paths step 0: {'pi': 0.7294921875, 'score': 0.7294921875, 'examples_seen': 41, 'step': 0, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:06.106913 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3050: {'pi': 0.921875, 'score': 0.921875, 'examples_seen': 90218, 'step': 3050, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:08.038936 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3100: {'pi': 0.974609375, 'score': 0.974609375, 'examples_seen': 91724, 'step': 3100, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:10.007145 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3150: {'pi': 0.9765625, 'score': 0.9765625, 'examples_seen': 93220, 'step': 3150, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:12.039361 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3200: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 94712, 'step': 3200, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:13.960380 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3250: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 96145, 'step': 3250, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:15.921479 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3300: {'pi': 0.9423828125, 'score': 0.9423828125, 'examples_seen': 97596, 'step': 3300, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:17.957334 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3350: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 99061, 'step': 3350, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:19.976459 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3400: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 100536, 'step': 3400, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:21.996722 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3450: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 102066, 'step': 3450, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:24.097831 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3500: {'pi': 0.9375, 'score': 0.9375, 'examples_seen': 103583, 'step': 3500, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:26.080670 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3550: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 105048, 'step': 3550, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:28.088053 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3600: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 106538, 'step': 3600, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:30.024536 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3650: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 108022, 'step': 3650, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:32.024275 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3700: {'pi': 0.9580078125, 'score': 0.9580078125, 'examples_seen': 109477, 'step': 3700, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:34.054079 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3750: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 110944, 'step': 3750, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:36.147116 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3800: {'pi': 0.9716796875, 'score': 0.9716796875, 'examples_seen': 112449, 'step': 3800, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:38.094985 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3850: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 113930, 'step': 3850, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:40.047683 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3900: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 115395, 'step': 3900, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:41.865383 136751140242944 run.py:722] (val) algo dag_shortest_paths step 3950: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 116840, 'step': 3950, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:43.846489 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4000: {'pi': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 118330, 'step': 4000, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:45.814051 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4050: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 119768, 'step': 4050, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:47.786998 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4100: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 121258, 'step': 4100, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:49.781903 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4150: {'pi': 0.9638671875, 'score': 0.9638671875, 'examples_seen': 122759, 'step': 4150, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:51.755716 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4200: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 124254, 'step': 4200, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:53.725215 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4250: {'pi': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 125779, 'step': 4250, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:55.682965 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4300: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 127258, 'step': 4300, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:57.617398 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4350: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 128715, 'step': 4350, 'algorithm': 'dag_shortest_paths'}
I0716 07:51:59.713744 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4400: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 130213, 'step': 4400, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:01.761540 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4450: {'pi': 0.9150390625, 'score': 0.9150390625, 'examples_seen': 131686, 'step': 4450, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:03.736360 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4500: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 133197, 'step': 4500, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:05.826209 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4550: {'pi': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 134690, 'step': 4550, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:07.794805 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4600: {'pi': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 136172, 'step': 4600, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:09.806464 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4650: {'pi': 0.9306640625, 'score': 0.9306640625, 'examples_seen': 137676, 'step': 4650, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:11.891353 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4700: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 139137, 'step': 4700, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:13.877189 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4750: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 140557, 'step': 4750, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:15.940428 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4800: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 142019, 'step': 4800, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:17.967871 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4850: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 143490, 'step': 4850, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:20.052819 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4900: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 144990, 'step': 4900, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:22.015634 136751140242944 run.py:722] (val) algo dag_shortest_paths step 4950: {'pi': 0.939453125, 'score': 0.939453125, 'examples_seen': 146484, 'step': 4950, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:23.999822 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5000: {'pi': 0.947265625, 'score': 0.947265625, 'examples_seen': 147967, 'step': 5000, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:25.948099 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5050: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 149444, 'step': 5050, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:27.943180 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5100: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 150917, 'step': 5100, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:29.969996 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5150: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 152383, 'step': 5150, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:31.942300 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5200: {'pi': 0.966796875, 'score': 0.966796875, 'examples_seen': 153880, 'step': 5200, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:33.964656 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5250: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 155407, 'step': 5250, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:36.029469 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5300: {'pi': 0.9560546875, 'score': 0.9560546875, 'examples_seen': 156895, 'step': 5300, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:38.019798 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5350: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 158393, 'step': 5350, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:39.997728 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5400: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 159884, 'step': 5400, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:42.065795 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5450: {'pi': 0.955078125, 'score': 0.955078125, 'examples_seen': 161363, 'step': 5450, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:44.054573 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5500: {'pi': 0.97265625, 'score': 0.97265625, 'examples_seen': 162788, 'step': 5500, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:46.190063 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5550: {'pi': 0.94921875, 'score': 0.94921875, 'examples_seen': 164309, 'step': 5550, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:48.267506 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5600: {'pi': 0.9453125, 'score': 0.9453125, 'examples_seen': 165815, 'step': 5600, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:50.229916 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5650: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 167332, 'step': 5650, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:52.135604 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5700: {'pi': 0.9482421875, 'score': 0.9482421875, 'examples_seen': 168816, 'step': 5700, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:54.093200 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5750: {'pi': 0.95703125, 'score': 0.95703125, 'examples_seen': 170296, 'step': 5750, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:56.028399 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5800: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 171765, 'step': 5800, 'algorithm': 'dag_shortest_paths'}
I0716 07:52:58.038756 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5850: {'pi': 0.9677734375, 'score': 0.9677734375, 'examples_seen': 173252, 'step': 5850, 'algorithm': 'dag_shortest_paths'}
I0716 07:53:00.076411 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5900: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 174721, 'step': 5900, 'algorithm': 'dag_shortest_paths'}
I0716 07:53:02.013134 136751140242944 run.py:722] (val) algo dag_shortest_paths step 5950: {'pi': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 176176, 'step': 5950, 'algorithm': 'dag_shortest_paths'}
I0716 07:53:03.895656 136751140242944 run.py:722] (val) algo dag_shortest_paths step 6000: {'pi': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 177649, 'step': 6000, 'algorithm': 'dag_shortest_paths'}
I0716 07:53:05.864868 136751140242944 run.py:722] (val) algo dag_shortest_paths step 6050: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 179133, 'step': 6050, 'algorithm': 'dag_shortest_paths'}
I0716 07:53:07.913287 136751140242944 run.py:722] (val) algo dag_shortest_paths step 6100: {'pi': 0.96484375, 'score': 0.96484375, 'examples_seen': 180622, 'step': 6100, 'algorithm': 'dag_shortest_paths'}
I0716 07:53:09.890969 136751140242944 run.py:722] (val) algo dag_shortest_paths step 6150: {'pi': 0.9462890625, 'score': 0.9462890625, 'examples_seen': 182076, 'step': 6150, 'algorithm': 'dag_shortest_paths'}
I0716 07:53:11.941319 136751140242944 run.py:722] (val) algo dag_shortest_paths step 6200: {'pi': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 183579, 'step': 6200, 'algorithm': 'dag_shortest_paths'}
I0716 07:53:13.916193 136751140242944 run.py:722] (val) algo dag_shortest_paths step 6250: {'pi': 0.943359375, 'score': 0.943359375, 'examples_seen': 185114, 'step': 6250, 'algorithm': 'dag_shortest_paths'}
I0716 07:53:16.243576 136751140242944 run.py:722] (val) algo dag_shortest_paths step 6300: {'pi': 0.9619140625, 'score': 0.9619140625, 'examples_seen': 186595, 'step': 6300, 'algorithm': 'dag_shortest_paths'}
