I0716 09:21:49.459342 135833165022720 run.py:722] (val) algo kmp_matcher step 0: {'match': 0.111328125, 'score': 0.111328125, 'examples_seen': 15, 'step': 0, 'algorithm': 'kmp_matcher'}
I0716 09:22:47.977566 135833165022720 run.py:722] (val) algo kmp_matcher step 700: {'match': 0.59521484375, 'score': 0.59521484375, 'examples_seen': 11832, 'step': 700, 'algorithm': 'kmp_matcher'}
I0716 09:22:52.173477 135833165022720 run.py:722] (val) algo kmp_matcher step 750: {'match': 0.63427734375, 'score': 0.63427734375, 'examples_seen': 12678, 'step': 750, 'algorithm': 'kmp_matcher'}
I0716 09:22:56.351558 135833165022720 run.py:722] (val) algo kmp_matcher step 800: {'match': 0.694091796875, 'score': 0.694091796875, 'examples_seen': 13522, 'step': 800, 'algorithm': 'kmp_matcher'}
I0716 09:23:00.542875 135833165022720 run.py:722] (val) algo kmp_matcher step 850: {'match': 0.8681640625, 'score': 0.8681640625, 'examples_seen': 14360, 'step': 850, 'algorithm': 'kmp_matcher'}
I0716 09:23:04.738925 135833165022720 run.py:722] (val) algo kmp_matcher step 900: {'match': 0.755126953125, 'score': 0.755126953125, 'examples_seen': 15200, 'step': 900, 'algorithm': 'kmp_matcher'}
I0716 09:23:08.913924 135833165022720 run.py:722] (val) algo kmp_matcher step 950: {'match': 0.76513671875, 'score': 0.76513671875, 'examples_seen': 16031, 'step': 950, 'algorithm': 'kmp_matcher'}
I0716 09:23:13.087631 135833165022720 run.py:722] (val) algo kmp_matcher step 1000: {'match': 0.75390625, 'score': 0.75390625, 'examples_seen': 16877, 'step': 1000, 'algorithm': 'kmp_matcher'}
I0716 09:23:17.260027 135833165022720 run.py:722] (val) algo kmp_matcher step 1050: {'match': 0.560546875, 'score': 0.560546875, 'examples_seen': 17719, 'step': 1050, 'algorithm': 'kmp_matcher'}
I0716 09:23:21.437556 135833165022720 run.py:722] (val) algo kmp_matcher step 1100: {'match': 0.85205078125, 'score': 0.85205078125, 'examples_seen': 18561, 'step': 1100, 'algorithm': 'kmp_matcher'}
I0716 09:23:25.617056 135833165022720 run.py:722] (val) algo kmp_matcher step 1150: {'match': 0.826171875, 'score': 0.826171875, 'examples_seen': 19420, 'step': 1150, 'algorithm': 'kmp_matcher'}
I0716 09:23:29.794799 135833165022720 run.py:722] (val) algo kmp_matcher step 1200: {'match': 0.90576171875, 'score': 0.90576171875, 'examples_seen': 20257, 'step': 1200, 'algorithm': 'kmp_matcher'}
I0716 09:23:34.144126 135833165022720 run.py:722] (val) algo kmp_matcher step 1250: {'match': 0.843994140625, 'score': 0.843994140625, 'examples_seen': 21105, 'step': 1250, 'algorithm': 'kmp_matcher'}
I0716 09:23:38.307687 135833165022720 run.py:722] (val) algo kmp_matcher step 1300: {'match': 0.886474609375, 'score': 0.886474609375, 'examples_seen': 21944, 'step': 1300, 'algorithm': 'kmp_matcher'}
I0716 09:23:42.481946 135833165022720 run.py:722] (val) algo kmp_matcher step 1350: {'match': 0.873291015625, 'score': 0.873291015625, 'examples_seen': 22800, 'step': 1350, 'algorithm': 'kmp_matcher'}
I0716 09:23:46.684239 135833165022720 run.py:722] (val) algo kmp_matcher step 1400: {'match': 0.88720703125, 'score': 0.88720703125, 'examples_seen': 23642, 'step': 1400, 'algorithm': 'kmp_matcher'}
I0716 09:23:50.856235 135833165022720 run.py:722] (val) algo kmp_matcher step 1450: {'match': 0.958740234375, 'score': 0.958740234375, 'examples_seen': 24494, 'step': 1450, 'algorithm': 'kmp_matcher'}
I0716 09:23:55.055428 135833165022720 run.py:722] (val) algo kmp_matcher step 1500: {'match': 0.915283203125, 'score': 0.915283203125, 'examples_seen': 25334, 'step': 1500, 'algorithm': 'kmp_matcher'}
I0716 09:23:59.221287 135833165022720 run.py:722] (val) algo kmp_matcher step 1550: {'match': 0.8974609375, 'score': 0.8974609375, 'examples_seen': 26173, 'step': 1550, 'algorithm': 'kmp_matcher'}
I0716 09:24:03.419494 135833165022720 run.py:722] (val) algo kmp_matcher step 1600: {'match': 0.9326171875, 'score': 0.9326171875, 'examples_seen': 27021, 'step': 1600, 'algorithm': 'kmp_matcher'}
I0716 09:24:07.591240 135833165022720 run.py:722] (val) algo kmp_matcher step 1650: {'match': 0.87353515625, 'score': 0.87353515625, 'examples_seen': 27864, 'step': 1650, 'algorithm': 'kmp_matcher'}
I0716 09:24:11.800232 135833165022720 run.py:722] (val) algo kmp_matcher step 1700: {'match': 0.880859375, 'score': 0.880859375, 'examples_seen': 28701, 'step': 1700, 'algorithm': 'kmp_matcher'}
I0716 09:24:15.996689 135833165022720 run.py:722] (val) algo kmp_matcher step 1750: {'match': 0.8955078125, 'score': 0.8955078125, 'examples_seen': 29542, 'step': 1750, 'algorithm': 'kmp_matcher'}
I0716 09:24:20.195730 135833165022720 run.py:722] (val) algo kmp_matcher step 1800: {'match': 0.96630859375, 'score': 0.96630859375, 'examples_seen': 30375, 'step': 1800, 'algorithm': 'kmp_matcher'}
I0716 09:24:24.411587 135833165022720 run.py:722] (val) algo kmp_matcher step 1850: {'match': 0.954345703125, 'score': 0.954345703125, 'examples_seen': 31226, 'step': 1850, 'algorithm': 'kmp_matcher'}
I0716 09:24:28.609358 135833165022720 run.py:722] (val) algo kmp_matcher step 1900: {'match': 0.948486328125, 'score': 0.948486328125, 'examples_seen': 32069, 'step': 1900, 'algorithm': 'kmp_matcher'}
I0716 09:24:32.776697 135833165022720 run.py:722] (val) algo kmp_matcher step 1950: {'match': 0.96044921875, 'score': 0.96044921875, 'examples_seen': 32914, 'step': 1950, 'algorithm': 'kmp_matcher'}
I0716 09:24:36.960412 135833165022720 run.py:722] (val) algo kmp_matcher step 2000: {'match': 0.937744140625, 'score': 0.937744140625, 'examples_seen': 33752, 'step': 2000, 'algorithm': 'kmp_matcher'}
I0716 09:24:41.141125 135833165022720 run.py:722] (val) algo kmp_matcher step 2050: {'match': 0.962890625, 'score': 0.962890625, 'examples_seen': 34598, 'step': 2050, 'algorithm': 'kmp_matcher'}
I0716 09:24:45.323068 135833165022720 run.py:722] (val) algo kmp_matcher step 2100: {'match': 0.895263671875, 'score': 0.895263671875, 'examples_seen': 35446, 'step': 2100, 'algorithm': 'kmp_matcher'}
I0716 09:24:49.508947 135833165022720 run.py:722] (val) algo kmp_matcher step 2150: {'match': 0.95556640625, 'score': 0.95556640625, 'examples_seen': 36280, 'step': 2150, 'algorithm': 'kmp_matcher'}
I0716 09:24:53.687254 135833165022720 run.py:722] (val) algo kmp_matcher step 2200: {'match': 0.935302734375, 'score': 0.935302734375, 'examples_seen': 37130, 'step': 2200, 'algorithm': 'kmp_matcher'}
I0716 09:24:57.851765 135833165022720 run.py:722] (val) algo kmp_matcher step 2250: {'match': 0.945556640625, 'score': 0.945556640625, 'examples_seen': 37970, 'step': 2250, 'algorithm': 'kmp_matcher'}
I0716 09:25:02.019585 135833165022720 run.py:722] (val) algo kmp_matcher step 2300: {'match': 0.921875, 'score': 0.921875, 'examples_seen': 38807, 'step': 2300, 'algorithm': 'kmp_matcher'}
I0716 09:25:06.195380 135833165022720 run.py:722] (val) algo kmp_matcher step 2350: {'match': 0.953369140625, 'score': 0.953369140625, 'examples_seen': 39662, 'step': 2350, 'algorithm': 'kmp_matcher'}
I0716 09:25:10.368625 135833165022720 run.py:722] (val) algo kmp_matcher step 2400: {'match': 0.950439453125, 'score': 0.950439453125, 'examples_seen': 40496, 'step': 2400, 'algorithm': 'kmp_matcher'}
I0716 09:25:14.550907 135833165022720 run.py:722] (val) algo kmp_matcher step 2450: {'match': 0.963623046875, 'score': 0.963623046875, 'examples_seen': 41335, 'step': 2450, 'algorithm': 'kmp_matcher'}
I0716 09:25:18.756324 135833165022720 run.py:722] (val) algo kmp_matcher step 2500: {'match': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 42168, 'step': 2500, 'algorithm': 'kmp_matcher'}
I0716 09:25:22.924643 135833165022720 run.py:722] (val) algo kmp_matcher step 2550: {'match': 0.943603515625, 'score': 0.943603515625, 'examples_seen': 43016, 'step': 2550, 'algorithm': 'kmp_matcher'}
I0716 09:25:27.119980 135833165022720 run.py:722] (val) algo kmp_matcher step 2600: {'match': 0.961669921875, 'score': 0.961669921875, 'examples_seen': 43857, 'step': 2600, 'algorithm': 'kmp_matcher'}
I0716 09:25:31.316318 135833165022720 run.py:722] (val) algo kmp_matcher step 2650: {'match': 0.83349609375, 'score': 0.83349609375, 'examples_seen': 44700, 'step': 2650, 'algorithm': 'kmp_matcher'}
I0716 09:25:35.488214 135833165022720 run.py:722] (val) algo kmp_matcher step 2700: {'match': 0.871826171875, 'score': 0.871826171875, 'examples_seen': 45549, 'step': 2700, 'algorithm': 'kmp_matcher'}
I0716 09:25:39.668632 135833165022720 run.py:722] (val) algo kmp_matcher step 2750: {'match': 0.9521484375, 'score': 0.9521484375, 'examples_seen': 46395, 'step': 2750, 'algorithm': 'kmp_matcher'}
I0716 09:25:43.841226 135833165022720 run.py:722] (val) algo kmp_matcher step 2800: {'match': 0.97265625, 'score': 0.97265625, 'examples_seen': 47240, 'step': 2800, 'algorithm': 'kmp_matcher'}
I0716 09:25:48.038358 135833165022720 run.py:722] (val) algo kmp_matcher step 2850: {'match': 0.93115234375, 'score': 0.93115234375, 'examples_seen': 48079, 'step': 2850, 'algorithm': 'kmp_matcher'}
I0716 09:25:52.210219 135833165022720 run.py:722] (val) algo kmp_matcher step 2900: {'match': 0.94580078125, 'score': 0.94580078125, 'examples_seen': 48930, 'step': 2900, 'algorithm': 'kmp_matcher'}
I0716 09:25:56.387090 135833165022720 run.py:722] (val) algo kmp_matcher step 2950: {'match': 0.953369140625, 'score': 0.953369140625, 'examples_seen': 49769, 'step': 2950, 'algorithm': 'kmp_matcher'}
I0716 09:26:00.574711 135833165022720 run.py:722] (val) algo kmp_matcher step 3000: {'match': 0.945556640625, 'score': 0.945556640625, 'examples_seen': 50618, 'step': 3000, 'algorithm': 'kmp_matcher'}
I0716 09:26:04.753552 135833165022720 run.py:722] (val) algo kmp_matcher step 3050: {'match': 0.96630859375, 'score': 0.96630859375, 'examples_seen': 51445, 'step': 3050, 'algorithm': 'kmp_matcher'}
I0716 09:26:08.954095 135833165022720 run.py:722] (val) algo kmp_matcher step 3100: {'match': 0.9599609375, 'score': 0.9599609375, 'examples_seen': 52292, 'step': 3100, 'algorithm': 'kmp_matcher'}
I0716 09:26:13.142829 135833165022720 run.py:722] (val) algo kmp_matcher step 3150: {'match': 0.976318359375, 'score': 0.976318359375, 'examples_seen': 53143, 'step': 3150, 'algorithm': 'kmp_matcher'}
I0716 09:26:17.339757 135833165022720 run.py:722] (val) algo kmp_matcher step 3200: {'match': 0.965087890625, 'score': 0.965087890625, 'examples_seen': 53984, 'step': 3200, 'algorithm': 'kmp_matcher'}
I0716 09:26:21.526748 135833165022720 run.py:722] (val) algo kmp_matcher step 3250: {'match': 0.956298828125, 'score': 0.956298828125, 'examples_seen': 54836, 'step': 3250, 'algorithm': 'kmp_matcher'}
I0716 09:26:25.696088 135833165022720 run.py:722] (val) algo kmp_matcher step 3300: {'match': 0.95458984375, 'score': 0.95458984375, 'examples_seen': 55677, 'step': 3300, 'algorithm': 'kmp_matcher'}
I0716 09:26:29.877816 135833165022720 run.py:722] (val) algo kmp_matcher step 3350: {'match': 0.93603515625, 'score': 0.93603515625, 'examples_seen': 56525, 'step': 3350, 'algorithm': 'kmp_matcher'}
I0716 09:26:34.025873 135833165022720 run.py:722] (val) algo kmp_matcher step 3400: {'match': 0.96435546875, 'score': 0.96435546875, 'examples_seen': 57384, 'step': 3400, 'algorithm': 'kmp_matcher'}
I0716 09:26:38.235631 135833165022720 run.py:722] (val) algo kmp_matcher step 3450: {'match': 0.927001953125, 'score': 0.927001953125, 'examples_seen': 58253, 'step': 3450, 'algorithm': 'kmp_matcher'}
I0716 09:26:42.417200 135833165022720 run.py:722] (val) algo kmp_matcher step 3500: {'match': 0.96484375, 'score': 0.96484375, 'examples_seen': 59103, 'step': 3500, 'algorithm': 'kmp_matcher'}
I0716 09:26:46.613647 135833165022720 run.py:722] (val) algo kmp_matcher step 3550: {'match': 0.946044921875, 'score': 0.946044921875, 'examples_seen': 59943, 'step': 3550, 'algorithm': 'kmp_matcher'}
I0716 09:26:50.809539 135833165022720 run.py:722] (val) algo kmp_matcher step 3600: {'match': 0.97021484375, 'score': 0.97021484375, 'examples_seen': 60789, 'step': 3600, 'algorithm': 'kmp_matcher'}
I0716 09:26:54.978587 135833165022720 run.py:722] (val) algo kmp_matcher step 3650: {'match': 0.96484375, 'score': 0.96484375, 'examples_seen': 61627, 'step': 3650, 'algorithm': 'kmp_matcher'}
I0716 09:26:59.139729 135833165022720 run.py:722] (val) algo kmp_matcher step 3700: {'match': 0.94677734375, 'score': 0.94677734375, 'examples_seen': 62469, 'step': 3700, 'algorithm': 'kmp_matcher'}
I0716 09:27:03.318593 135833165022720 run.py:722] (val) algo kmp_matcher step 3750: {'match': 0.97021484375, 'score': 0.97021484375, 'examples_seen': 63306, 'step': 3750, 'algorithm': 'kmp_matcher'}
I0716 09:27:07.509629 135833165022720 run.py:722] (val) algo kmp_matcher step 3800: {'match': 0.946533203125, 'score': 0.946533203125, 'examples_seen': 64149, 'step': 3800, 'algorithm': 'kmp_matcher'}
I0716 09:27:11.695685 135833165022720 run.py:722] (val) algo kmp_matcher step 3850: {'match': 0.962890625, 'score': 0.962890625, 'examples_seen': 65000, 'step': 3850, 'algorithm': 'kmp_matcher'}
I0716 09:27:16.000210 135833165022720 run.py:722] (val) algo kmp_matcher step 3900: {'match': 0.952392578125, 'score': 0.952392578125, 'examples_seen': 65853, 'step': 3900, 'algorithm': 'kmp_matcher'}
I0716 09:27:20.172652 135833165022720 run.py:722] (val) algo kmp_matcher step 3950: {'match': 0.95947265625, 'score': 0.95947265625, 'examples_seen': 66681, 'step': 3950, 'algorithm': 'kmp_matcher'}
I0716 09:27:24.349091 135833165022720 run.py:722] (val) algo kmp_matcher step 4000: {'match': 0.957275390625, 'score': 0.957275390625, 'examples_seen': 67505, 'step': 4000, 'algorithm': 'kmp_matcher'}
I0716 09:27:28.526551 135833165022720 run.py:722] (val) algo kmp_matcher step 4050: {'match': 0.930419921875, 'score': 0.930419921875, 'examples_seen': 68348, 'step': 4050, 'algorithm': 'kmp_matcher'}
I0716 09:27:32.696183 135833165022720 run.py:722] (val) algo kmp_matcher step 4100: {'match': 0.947265625, 'score': 0.947265625, 'examples_seen': 69198, 'step': 4100, 'algorithm': 'kmp_matcher'}
I0716 09:27:36.873470 135833165022720 run.py:722] (val) algo kmp_matcher step 4150: {'match': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 70036, 'step': 4150, 'algorithm': 'kmp_matcher'}
I0716 09:27:41.042764 135833165022720 run.py:722] (val) algo kmp_matcher step 4200: {'match': 0.956298828125, 'score': 0.956298828125, 'examples_seen': 70881, 'step': 4200, 'algorithm': 'kmp_matcher'}
I0716 09:27:45.231145 135833165022720 run.py:722] (val) algo kmp_matcher step 4250: {'match': 0.951416015625, 'score': 0.951416015625, 'examples_seen': 71723, 'step': 4250, 'algorithm': 'kmp_matcher'}
I0716 09:27:49.407606 135833165022720 run.py:722] (val) algo kmp_matcher step 4300: {'match': 0.95703125, 'score': 0.95703125, 'examples_seen': 72559, 'step': 4300, 'algorithm': 'kmp_matcher'}
I0716 09:27:53.584555 135833165022720 run.py:722] (val) algo kmp_matcher step 4350: {'match': 0.947998046875, 'score': 0.947998046875, 'examples_seen': 73393, 'step': 4350, 'algorithm': 'kmp_matcher'}
I0716 09:27:57.750839 135833165022720 run.py:722] (val) algo kmp_matcher step 4400: {'match': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 74241, 'step': 4400, 'algorithm': 'kmp_matcher'}
I0716 09:28:01.923745 135833165022720 run.py:722] (val) algo kmp_matcher step 4450: {'match': 0.962890625, 'score': 0.962890625, 'examples_seen': 75087, 'step': 4450, 'algorithm': 'kmp_matcher'}
I0716 09:28:06.099592 135833165022720 run.py:722] (val) algo kmp_matcher step 4500: {'match': 0.935302734375, 'score': 0.935302734375, 'examples_seen': 75932, 'step': 4500, 'algorithm': 'kmp_matcher'}
I0716 09:28:10.264429 135833165022720 run.py:722] (val) algo kmp_matcher step 4550: {'match': 0.948486328125, 'score': 0.948486328125, 'examples_seen': 76785, 'step': 4550, 'algorithm': 'kmp_matcher'}
I0716 09:28:14.457117 135833165022720 run.py:722] (val) algo kmp_matcher step 4600: {'match': 0.936279296875, 'score': 0.936279296875, 'examples_seen': 77637, 'step': 4600, 'algorithm': 'kmp_matcher'}
I0716 09:28:18.638691 135833165022720 run.py:722] (val) algo kmp_matcher step 4650: {'match': 0.950927734375, 'score': 0.950927734375, 'examples_seen': 78473, 'step': 4650, 'algorithm': 'kmp_matcher'}
I0716 09:28:22.835497 135833165022720 run.py:722] (val) algo kmp_matcher step 4700: {'match': 0.93798828125, 'score': 0.93798828125, 'examples_seen': 79325, 'step': 4700, 'algorithm': 'kmp_matcher'}
I0716 09:28:27.015051 135833165022720 run.py:722] (val) algo kmp_matcher step 4750: {'match': 0.9453125, 'score': 0.9453125, 'examples_seen': 80163, 'step': 4750, 'algorithm': 'kmp_matcher'}
I0716 09:28:31.192780 135833165022720 run.py:722] (val) algo kmp_matcher step 4800: {'match': 0.945068359375, 'score': 0.945068359375, 'examples_seen': 81011, 'step': 4800, 'algorithm': 'kmp_matcher'}
I0716 09:28:35.377538 135833165022720 run.py:722] (val) algo kmp_matcher step 4850: {'match': 0.950439453125, 'score': 0.950439453125, 'examples_seen': 81862, 'step': 4850, 'algorithm': 'kmp_matcher'}
I0716 09:28:39.530427 135833165022720 run.py:722] (val) algo kmp_matcher step 4900: {'match': 0.92041015625, 'score': 0.92041015625, 'examples_seen': 82704, 'step': 4900, 'algorithm': 'kmp_matcher'}
I0716 09:28:43.700306 135833165022720 run.py:722] (val) algo kmp_matcher step 4950: {'match': 0.94970703125, 'score': 0.94970703125, 'examples_seen': 83547, 'step': 4950, 'algorithm': 'kmp_matcher'}
I0716 09:28:47.882050 135833165022720 run.py:722] (val) algo kmp_matcher step 5000: {'match': 0.922119140625, 'score': 0.922119140625, 'examples_seen': 84383, 'step': 5000, 'algorithm': 'kmp_matcher'}
I0716 09:28:52.055343 135833165022720 run.py:722] (val) algo kmp_matcher step 5050: {'match': 0.941162109375, 'score': 0.941162109375, 'examples_seen': 85229, 'step': 5050, 'algorithm': 'kmp_matcher'}
I0716 09:28:56.234340 135833165022720 run.py:722] (val) algo kmp_matcher step 5100: {'match': 0.921142578125, 'score': 0.921142578125, 'examples_seen': 86072, 'step': 5100, 'algorithm': 'kmp_matcher'}
I0716 09:29:00.415814 135833165022720 run.py:722] (val) algo kmp_matcher step 5150: {'match': 0.951171875, 'score': 0.951171875, 'examples_seen': 86907, 'step': 5150, 'algorithm': 'kmp_matcher'}
I0716 09:29:04.580923 135833165022720 run.py:722] (val) algo kmp_matcher step 5200: {'match': 0.933349609375, 'score': 0.933349609375, 'examples_seen': 87761, 'step': 5200, 'algorithm': 'kmp_matcher'}
I0716 09:29:08.762180 135833165022720 run.py:722] (val) algo kmp_matcher step 5250: {'match': 0.9404296875, 'score': 0.9404296875, 'examples_seen': 88606, 'step': 5250, 'algorithm': 'kmp_matcher'}
I0716 09:29:12.945467 135833165022720 run.py:722] (val) algo kmp_matcher step 5300: {'match': 0.966552734375, 'score': 0.966552734375, 'examples_seen': 89449, 'step': 5300, 'algorithm': 'kmp_matcher'}
I0716 09:29:17.123193 135833165022720 run.py:722] (val) algo kmp_matcher step 5350: {'match': 0.951416015625, 'score': 0.951416015625, 'examples_seen': 90305, 'step': 5350, 'algorithm': 'kmp_matcher'}
I0716 09:29:21.320114 135833165022720 run.py:722] (val) algo kmp_matcher step 5400: {'match': 0.95751953125, 'score': 0.95751953125, 'examples_seen': 91146, 'step': 5400, 'algorithm': 'kmp_matcher'}
I0716 09:29:25.502435 135833165022720 run.py:722] (val) algo kmp_matcher step 5450: {'match': 0.9375, 'score': 0.9375, 'examples_seen': 91994, 'step': 5450, 'algorithm': 'kmp_matcher'}
I0716 09:29:29.692642 135833165022720 run.py:722] (val) algo kmp_matcher step 5500: {'match': 0.938232421875, 'score': 0.938232421875, 'examples_seen': 92844, 'step': 5500, 'algorithm': 'kmp_matcher'}
I0716 09:29:33.853197 135833165022720 run.py:722] (val) algo kmp_matcher step 5550: {'match': 0.92578125, 'score': 0.92578125, 'examples_seen': 93696, 'step': 5550, 'algorithm': 'kmp_matcher'}
I0716 09:29:38.055385 135833165022720 run.py:722] (val) algo kmp_matcher step 5600: {'match': 0.943359375, 'score': 0.943359375, 'examples_seen': 94530, 'step': 5600, 'algorithm': 'kmp_matcher'}
I0716 09:29:42.245053 135833165022720 run.py:722] (val) algo kmp_matcher step 5650: {'match': 0.935791015625, 'score': 0.935791015625, 'examples_seen': 95379, 'step': 5650, 'algorithm': 'kmp_matcher'}
I0716 09:29:46.443553 135833165022720 run.py:722] (val) algo kmp_matcher step 5700: {'match': 0.939208984375, 'score': 0.939208984375, 'examples_seen': 96214, 'step': 5700, 'algorithm': 'kmp_matcher'}
I0716 09:29:50.617852 135833165022720 run.py:722] (val) algo kmp_matcher step 5750: {'match': 0.926513671875, 'score': 0.926513671875, 'examples_seen': 97058, 'step': 5750, 'algorithm': 'kmp_matcher'}
I0716 09:29:54.788103 135833165022720 run.py:722] (val) algo kmp_matcher step 5800: {'match': 0.927001953125, 'score': 0.927001953125, 'examples_seen': 97918, 'step': 5800, 'algorithm': 'kmp_matcher'}
I0716 09:29:58.961569 135833165022720 run.py:722] (val) algo kmp_matcher step 5850: {'match': 0.912841796875, 'score': 0.912841796875, 'examples_seen': 98776, 'step': 5850, 'algorithm': 'kmp_matcher'}
I0716 09:30:03.125045 135833165022720 run.py:722] (val) algo kmp_matcher step 5900: {'match': 0.89697265625, 'score': 0.89697265625, 'examples_seen': 99617, 'step': 5900, 'algorithm': 'kmp_matcher'}
I0716 09:30:07.310418 135833165022720 run.py:722] (val) algo kmp_matcher step 5950: {'match': 0.875244140625, 'score': 0.875244140625, 'examples_seen': 100462, 'step': 5950, 'algorithm': 'kmp_matcher'}
I0716 09:30:11.478814 135833165022720 run.py:722] (val) algo kmp_matcher step 6000: {'match': 0.93310546875, 'score': 0.93310546875, 'examples_seen': 101316, 'step': 6000, 'algorithm': 'kmp_matcher'}
I0716 09:30:15.641644 135833165022720 run.py:722] (val) algo kmp_matcher step 6050: {'match': 0.8564453125, 'score': 0.8564453125, 'examples_seen': 102158, 'step': 6050, 'algorithm': 'kmp_matcher'}
I0716 09:30:19.819725 135833165022720 run.py:722] (val) algo kmp_matcher step 6100: {'match': 0.8955078125, 'score': 0.8955078125, 'examples_seen': 103004, 'step': 6100, 'algorithm': 'kmp_matcher'}
I0716 09:30:23.988671 135833165022720 run.py:722] (val) algo kmp_matcher step 6150: {'match': 0.922607421875, 'score': 0.922607421875, 'examples_seen': 103852, 'step': 6150, 'algorithm': 'kmp_matcher'}
I0716 09:30:28.162528 135833165022720 run.py:722] (val) algo kmp_matcher step 6200: {'match': 0.893310546875, 'score': 0.893310546875, 'examples_seen': 104697, 'step': 6200, 'algorithm': 'kmp_matcher'}
I0716 09:30:32.324100 135833165022720 run.py:722] (val) algo kmp_matcher step 6250: {'match': 0.915771484375, 'score': 0.915771484375, 'examples_seen': 105544, 'step': 6250, 'algorithm': 'kmp_matcher'}
I0716 09:30:36.507888 135833165022720 run.py:722] (val) algo kmp_matcher step 6300: {'match': 0.88671875, 'score': 0.88671875, 'examples_seen': 106382, 'step': 6300, 'algorithm': 'kmp_matcher'}
I0716 09:30:40.670297 135833165022720 run.py:722] (val) algo kmp_matcher step 6350: {'match': 0.913818359375, 'score': 0.913818359375, 'examples_seen': 107237, 'step': 6350, 'algorithm': 'kmp_matcher'}
I0716 09:30:44.842496 135833165022720 run.py:722] (val) algo kmp_matcher step 6400: {'match': 0.911865234375, 'score': 0.911865234375, 'examples_seen': 108076, 'step': 6400, 'algorithm': 'kmp_matcher'}
I0716 09:30:49.005972 135833165022720 run.py:722] (val) algo kmp_matcher step 6450: {'match': 0.897216796875, 'score': 0.897216796875, 'examples_seen': 108929, 'step': 6450, 'algorithm': 'kmp_matcher'}
I0716 09:30:53.196353 135833165022720 run.py:722] (val) algo kmp_matcher step 6500: {'match': 0.9267578125, 'score': 0.9267578125, 'examples_seen': 109776, 'step': 6500, 'algorithm': 'kmp_matcher'}
I0716 09:30:57.523715 135833165022720 run.py:722] (val) algo kmp_matcher step 6550: {'match': 0.917236328125, 'score': 0.917236328125, 'examples_seen': 110609, 'step': 6550, 'algorithm': 'kmp_matcher'}
I0716 09:31:01.693018 135833165022720 run.py:722] (val) algo kmp_matcher step 6600: {'match': 0.823974609375, 'score': 0.823974609375, 'examples_seen': 111445, 'step': 6600, 'algorithm': 'kmp_matcher'}
