I0716 10:07:28.947261 130024657290752 run.py:722] (val) algo minimum step 0: {'min': 0.09033203125, 'score': 0.09033203125, 'examples_seen': 80, 'step': 0, 'algorithm': 'minimum'}
I0716 10:09:07.888027 130024657290752 run.py:722] (val) algo minimum step 1050: {'min': 0.944091796875, 'score': 0.944091796875, 'examples_seen': 54080, 'step': 1050, 'algorithm': 'minimum'}
I0716 10:09:09.608011 130024657290752 run.py:722] (val) algo minimum step 1100: {'min': 0.902587890625, 'score': 0.902587890625, 'examples_seen': 56656, 'step': 1100, 'algorithm': 'minimum'}
I0716 10:09:11.336718 130024657290752 run.py:722] (val) algo minimum step 1150: {'min': 0.968994140625, 'score': 0.968994140625, 'examples_seen': 59232, 'step': 1150, 'algorithm': 'minimum'}
I0716 10:09:13.045706 130024657290752 run.py:722] (val) algo minimum step 1200: {'min': 0.87646484375, 'score': 0.87646484375, 'examples_seen': 61744, 'step': 1200, 'algorithm': 'minimum'}
I0716 10:09:14.768806 130024657290752 run.py:722] (val) algo minimum step 1250: {'min': 0.961181640625, 'score': 0.961181640625, 'examples_seen': 64304, 'step': 1250, 'algorithm': 'minimum'}
I0716 10:09:16.503627 130024657290752 run.py:722] (val) algo minimum step 1300: {'min': 0.936279296875, 'score': 0.936279296875, 'examples_seen': 66848, 'step': 1300, 'algorithm': 'minimum'}
I0716 10:09:18.248706 130024657290752 run.py:722] (val) algo minimum step 1350: {'min': 0.9501953125, 'score': 0.9501953125, 'examples_seen': 69472, 'step': 1350, 'algorithm': 'minimum'}
I0716 10:09:19.978646 130024657290752 run.py:722] (val) algo minimum step 1400: {'min': 0.96435546875, 'score': 0.96435546875, 'examples_seen': 72096, 'step': 1400, 'algorithm': 'minimum'}
I0716 10:09:21.691462 130024657290752 run.py:722] (val) algo minimum step 1450: {'min': 0.959716796875, 'score': 0.959716796875, 'examples_seen': 74656, 'step': 1450, 'algorithm': 'minimum'}
I0716 10:09:23.403994 130024657290752 run.py:722] (val) algo minimum step 1500: {'min': 0.94775390625, 'score': 0.94775390625, 'examples_seen': 77216, 'step': 1500, 'algorithm': 'minimum'}
I0716 10:09:25.133118 130024657290752 run.py:722] (val) algo minimum step 1550: {'min': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 79760, 'step': 1550, 'algorithm': 'minimum'}
I0716 10:09:26.849788 130024657290752 run.py:722] (val) algo minimum step 1600: {'min': 0.9609375, 'score': 0.9609375, 'examples_seen': 82304, 'step': 1600, 'algorithm': 'minimum'}
I0716 10:09:28.547529 130024657290752 run.py:722] (val) algo minimum step 1650: {'min': 0.95166015625, 'score': 0.95166015625, 'examples_seen': 84832, 'step': 1650, 'algorithm': 'minimum'}
I0716 10:09:30.292174 130024657290752 run.py:722] (val) algo minimum step 1700: {'min': 0.945068359375, 'score': 0.945068359375, 'examples_seen': 87472, 'step': 1700, 'algorithm': 'minimum'}
I0716 10:09:32.014145 130024657290752 run.py:722] (val) algo minimum step 1750: {'min': 0.867919921875, 'score': 0.867919921875, 'examples_seen': 90096, 'step': 1750, 'algorithm': 'minimum'}
I0716 10:09:33.727161 130024657290752 run.py:722] (val) algo minimum step 1800: {'min': 0.87060546875, 'score': 0.87060546875, 'examples_seen': 92656, 'step': 1800, 'algorithm': 'minimum'}
I0716 10:09:35.433666 130024657290752 run.py:722] (val) algo minimum step 1850: {'min': 0.95263671875, 'score': 0.95263671875, 'examples_seen': 95232, 'step': 1850, 'algorithm': 'minimum'}
I0716 10:09:37.140288 130024657290752 run.py:722] (val) algo minimum step 1900: {'min': 0.902587890625, 'score': 0.902587890625, 'examples_seen': 97776, 'step': 1900, 'algorithm': 'minimum'}
I0716 10:09:38.848664 130024657290752 run.py:722] (val) algo minimum step 1950: {'min': 0.98046875, 'score': 0.98046875, 'examples_seen': 100320, 'step': 1950, 'algorithm': 'minimum'}
I0716 10:09:40.568146 130024657290752 run.py:722] (val) algo minimum step 2000: {'min': 0.979248046875, 'score': 0.979248046875, 'examples_seen': 102848, 'step': 2000, 'algorithm': 'minimum'}
I0716 10:09:42.302773 130024657290752 run.py:722] (val) algo minimum step 2050: {'min': 0.9443359375, 'score': 0.9443359375, 'examples_seen': 105488, 'step': 2050, 'algorithm': 'minimum'}
I0716 10:09:44.025659 130024657290752 run.py:722] (val) algo minimum step 2100: {'min': 0.953857421875, 'score': 0.953857421875, 'examples_seen': 108096, 'step': 2100, 'algorithm': 'minimum'}
I0716 10:09:45.742156 130024657290752 run.py:722] (val) algo minimum step 2150: {'min': 0.982177734375, 'score': 0.982177734375, 'examples_seen': 110688, 'step': 2150, 'algorithm': 'minimum'}
I0716 10:09:47.478926 130024657290752 run.py:722] (val) algo minimum step 2200: {'min': 0.953857421875, 'score': 0.953857421875, 'examples_seen': 113232, 'step': 2200, 'algorithm': 'minimum'}
I0716 10:09:49.184768 130024657290752 run.py:722] (val) algo minimum step 2250: {'min': 0.935302734375, 'score': 0.935302734375, 'examples_seen': 115760, 'step': 2250, 'algorithm': 'minimum'}
I0716 10:09:50.886486 130024657290752 run.py:722] (val) algo minimum step 2300: {'min': 0.98388671875, 'score': 0.98388671875, 'examples_seen': 118336, 'step': 2300, 'algorithm': 'minimum'}
I0716 10:09:52.604174 130024657290752 run.py:722] (val) algo minimum step 2350: {'min': 0.91943359375, 'score': 0.91943359375, 'examples_seen': 120848, 'step': 2350, 'algorithm': 'minimum'}
I0716 10:09:54.345618 130024657290752 run.py:722] (val) algo minimum step 2400: {'min': 0.945068359375, 'score': 0.945068359375, 'examples_seen': 123488, 'step': 2400, 'algorithm': 'minimum'}
I0716 10:09:56.069093 130024657290752 run.py:722] (val) algo minimum step 2450: {'min': 0.968505859375, 'score': 0.968505859375, 'examples_seen': 126112, 'step': 2450, 'algorithm': 'minimum'}
I0716 10:09:57.771240 130024657290752 run.py:722] (val) algo minimum step 2500: {'min': 0.915283203125, 'score': 0.915283203125, 'examples_seen': 128656, 'step': 2500, 'algorithm': 'minimum'}
I0716 10:09:59.479300 130024657290752 run.py:722] (val) algo minimum step 2550: {'min': 0.953125, 'score': 0.953125, 'examples_seen': 131232, 'step': 2550, 'algorithm': 'minimum'}
I0716 10:10:01.180021 130024657290752 run.py:722] (val) algo minimum step 2600: {'min': 0.943603515625, 'score': 0.943603515625, 'examples_seen': 133760, 'step': 2600, 'algorithm': 'minimum'}
I0716 10:10:02.882395 130024657290752 run.py:722] (val) algo minimum step 2650: {'min': 0.942626953125, 'score': 0.942626953125, 'examples_seen': 136304, 'step': 2650, 'algorithm': 'minimum'}
I0716 10:10:04.593969 130024657290752 run.py:722] (val) algo minimum step 2700: {'min': 0.960693359375, 'score': 0.960693359375, 'examples_seen': 138848, 'step': 2700, 'algorithm': 'minimum'}
I0716 10:10:06.331198 130024657290752 run.py:722] (val) algo minimum step 2750: {'min': 0.9365234375, 'score': 0.9365234375, 'examples_seen': 141488, 'step': 2750, 'algorithm': 'minimum'}
I0716 10:10:08.052294 130024657290752 run.py:722] (val) algo minimum step 2800: {'min': 0.965087890625, 'score': 0.965087890625, 'examples_seen': 144112, 'step': 2800, 'algorithm': 'minimum'}
I0716 10:10:09.761839 130024657290752 run.py:722] (val) algo minimum step 2850: {'min': 0.972412109375, 'score': 0.972412109375, 'examples_seen': 146672, 'step': 2850, 'algorithm': 'minimum'}
I0716 10:10:11.464777 130024657290752 run.py:722] (val) algo minimum step 2900: {'min': 0.970458984375, 'score': 0.970458984375, 'examples_seen': 149216, 'step': 2900, 'algorithm': 'minimum'}
I0716 10:10:13.175611 130024657290752 run.py:722] (val) algo minimum step 2950: {'min': 0.904052734375, 'score': 0.904052734375, 'examples_seen': 151776, 'step': 2950, 'algorithm': 'minimum'}
I0716 10:10:14.881611 130024657290752 run.py:722] (val) algo minimum step 3000: {'min': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 154320, 'step': 3000, 'algorithm': 'minimum'}
I0716 10:10:16.589191 130024657290752 run.py:722] (val) algo minimum step 3050: {'min': 0.974853515625, 'score': 0.974853515625, 'examples_seen': 156832, 'step': 3050, 'algorithm': 'minimum'}
I0716 10:10:18.314972 130024657290752 run.py:722] (val) algo minimum step 3100: {'min': 0.975830078125, 'score': 0.975830078125, 'examples_seen': 159488, 'step': 3100, 'algorithm': 'minimum'}
I0716 10:10:20.045966 130024657290752 run.py:722] (val) algo minimum step 3150: {'min': 0.94873046875, 'score': 0.94873046875, 'examples_seen': 162112, 'step': 3150, 'algorithm': 'minimum'}
I0716 10:10:21.755834 130024657290752 run.py:722] (val) algo minimum step 3200: {'min': 0.962646484375, 'score': 0.962646484375, 'examples_seen': 164672, 'step': 3200, 'algorithm': 'minimum'}
I0716 10:10:23.478075 130024657290752 run.py:722] (val) algo minimum step 3250: {'min': 0.962890625, 'score': 0.962890625, 'examples_seen': 167248, 'step': 3250, 'algorithm': 'minimum'}
I0716 10:10:25.174005 130024657290752 run.py:722] (val) algo minimum step 3300: {'min': 0.9736328125, 'score': 0.9736328125, 'examples_seen': 169776, 'step': 3300, 'algorithm': 'minimum'}
I0716 10:10:26.889496 130024657290752 run.py:722] (val) algo minimum step 3350: {'min': 0.969482421875, 'score': 0.969482421875, 'examples_seen': 172336, 'step': 3350, 'algorithm': 'minimum'}
I0716 10:10:28.609473 130024657290752 run.py:722] (val) algo minimum step 3400: {'min': 0.960205078125, 'score': 0.960205078125, 'examples_seen': 174864, 'step': 3400, 'algorithm': 'minimum'}
I0716 10:10:30.338177 130024657290752 run.py:722] (val) algo minimum step 3450: {'min': 0.98583984375, 'score': 0.98583984375, 'examples_seen': 177504, 'step': 3450, 'algorithm': 'minimum'}
I0716 10:10:32.083771 130024657290752 run.py:722] (val) algo minimum step 3500: {'min': 0.971923828125, 'score': 0.971923828125, 'examples_seen': 180112, 'step': 3500, 'algorithm': 'minimum'}
I0716 10:10:33.791029 130024657290752 run.py:722] (val) algo minimum step 3550: {'min': 0.98486328125, 'score': 0.98486328125, 'examples_seen': 182672, 'step': 3550, 'algorithm': 'minimum'}
I0716 10:10:35.501219 130024657290752 run.py:722] (val) algo minimum step 3600: {'min': 0.96435546875, 'score': 0.96435546875, 'examples_seen': 185248, 'step': 3600, 'algorithm': 'minimum'}
I0716 10:10:37.209040 130024657290752 run.py:722] (val) algo minimum step 3650: {'min': 0.986572265625, 'score': 0.986572265625, 'examples_seen': 187776, 'step': 3650, 'algorithm': 'minimum'}
I0716 10:10:38.936037 130024657290752 run.py:722] (val) algo minimum step 3700: {'min': 0.967529296875, 'score': 0.967529296875, 'examples_seen': 190320, 'step': 3700, 'algorithm': 'minimum'}
I0716 10:10:40.659621 130024657290752 run.py:722] (val) algo minimum step 3750: {'min': 0.974365234375, 'score': 0.974365234375, 'examples_seen': 192864, 'step': 3750, 'algorithm': 'minimum'}
I0716 10:10:42.383058 130024657290752 run.py:722] (val) algo minimum step 3800: {'min': 0.9765625, 'score': 0.9765625, 'examples_seen': 195504, 'step': 3800, 'algorithm': 'minimum'}
I0716 10:10:44.097072 130024657290752 run.py:722] (val) algo minimum step 3850: {'min': 0.97314453125, 'score': 0.97314453125, 'examples_seen': 198128, 'step': 3850, 'algorithm': 'minimum'}
I0716 10:10:45.804459 130024657290752 run.py:722] (val) algo minimum step 3900: {'min': 0.979736328125, 'score': 0.979736328125, 'examples_seen': 200672, 'step': 3900, 'algorithm': 'minimum'}
I0716 10:10:47.514877 130024657290752 run.py:722] (val) algo minimum step 3950: {'min': 0.97607421875, 'score': 0.97607421875, 'examples_seen': 203232, 'step': 3950, 'algorithm': 'minimum'}
I0716 10:10:49.215334 130024657290752 run.py:722] (val) algo minimum step 4000: {'min': 0.929443359375, 'score': 0.929443359375, 'examples_seen': 205792, 'step': 4000, 'algorithm': 'minimum'}
I0716 10:10:51.137039 130024657290752 run.py:722] (val) algo minimum step 4050: {'min': 0.978515625, 'score': 0.978515625, 'examples_seen': 208320, 'step': 4050, 'algorithm': 'minimum'}
I0716 10:10:52.848285 130024657290752 run.py:722] (val) algo minimum step 4100: {'min': 0.983154296875, 'score': 0.983154296875, 'examples_seen': 210848, 'step': 4100, 'algorithm': 'minimum'}
I0716 10:10:54.580644 130024657290752 run.py:722] (val) algo minimum step 4150: {'min': 0.904052734375, 'score': 0.904052734375, 'examples_seen': 213520, 'step': 4150, 'algorithm': 'minimum'}
I0716 10:10:56.315691 130024657290752 run.py:722] (val) algo minimum step 4200: {'min': 0.98291015625, 'score': 0.98291015625, 'examples_seen': 216112, 'step': 4200, 'algorithm': 'minimum'}
I0716 10:10:58.028124 130024657290752 run.py:722] (val) algo minimum step 4250: {'min': 0.98046875, 'score': 0.98046875, 'examples_seen': 218688, 'step': 4250, 'algorithm': 'minimum'}
I0716 10:10:59.742283 130024657290752 run.py:722] (val) algo minimum step 4300: {'min': 0.989013671875, 'score': 0.989013671875, 'examples_seen': 221248, 'step': 4300, 'algorithm': 'minimum'}
I0716 10:11:01.468301 130024657290752 run.py:722] (val) algo minimum step 4350: {'min': 0.984130859375, 'score': 0.984130859375, 'examples_seen': 223792, 'step': 4350, 'algorithm': 'minimum'}
I0716 10:11:03.177081 130024657290752 run.py:722] (val) algo minimum step 4400: {'min': 0.978271484375, 'score': 0.978271484375, 'examples_seen': 226352, 'step': 4400, 'algorithm': 'minimum'}
I0716 10:11:04.896241 130024657290752 run.py:722] (val) algo minimum step 4450: {'min': 0.9833984375, 'score': 0.9833984375, 'examples_seen': 228880, 'step': 4450, 'algorithm': 'minimum'}
I0716 10:11:06.627864 130024657290752 run.py:722] (val) algo minimum step 4500: {'min': 0.967041015625, 'score': 0.967041015625, 'examples_seen': 231504, 'step': 4500, 'algorithm': 'minimum'}
I0716 10:11:08.346396 130024657290752 run.py:722] (val) algo minimum step 4550: {'min': 0.964599609375, 'score': 0.964599609375, 'examples_seen': 234128, 'step': 4550, 'algorithm': 'minimum'}
I0716 10:11:10.056905 130024657290752 run.py:722] (val) algo minimum step 4600: {'min': 0.964599609375, 'score': 0.964599609375, 'examples_seen': 236688, 'step': 4600, 'algorithm': 'minimum'}
I0716 10:11:11.760208 130024657290752 run.py:722] (val) algo minimum step 4650: {'min': 0.986572265625, 'score': 0.986572265625, 'examples_seen': 239264, 'step': 4650, 'algorithm': 'minimum'}
I0716 10:11:13.465277 130024657290752 run.py:722] (val) algo minimum step 4700: {'min': 0.988525390625, 'score': 0.988525390625, 'examples_seen': 241792, 'step': 4700, 'algorithm': 'minimum'}
I0716 10:11:15.171591 130024657290752 run.py:722] (val) algo minimum step 4750: {'min': 0.9873046875, 'score': 0.9873046875, 'examples_seen': 244336, 'step': 4750, 'algorithm': 'minimum'}
I0716 10:11:16.877580 130024657290752 run.py:722] (val) algo minimum step 4800: {'min': 0.920166015625, 'score': 0.920166015625, 'examples_seen': 246880, 'step': 4800, 'algorithm': 'minimum'}
I0716 10:11:18.604746 130024657290752 run.py:722] (val) algo minimum step 4850: {'min': 0.98828125, 'score': 0.98828125, 'examples_seen': 249520, 'step': 4850, 'algorithm': 'minimum'}
I0716 10:11:20.323256 130024657290752 run.py:722] (val) algo minimum step 4900: {'min': 0.947509765625, 'score': 0.947509765625, 'examples_seen': 252128, 'step': 4900, 'algorithm': 'minimum'}
I0716 10:11:22.031593 130024657290752 run.py:722] (val) algo minimum step 4950: {'min': 0.97265625, 'score': 0.97265625, 'examples_seen': 254688, 'step': 4950, 'algorithm': 'minimum'}
I0716 10:11:23.722074 130024657290752 run.py:722] (val) algo minimum step 5000: {'min': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 257264, 'step': 5000, 'algorithm': 'minimum'}
I0716 10:11:25.426600 130024657290752 run.py:722] (val) algo minimum step 5050: {'min': 0.954345703125, 'score': 0.954345703125, 'examples_seen': 259792, 'step': 5050, 'algorithm': 'minimum'}
I0716 10:11:27.125983 130024657290752 run.py:722] (val) algo minimum step 5100: {'min': 0.970458984375, 'score': 0.970458984375, 'examples_seen': 262336, 'step': 5100, 'algorithm': 'minimum'}
I0716 10:11:28.822569 130024657290752 run.py:722] (val) algo minimum step 5150: {'min': 0.987548828125, 'score': 0.987548828125, 'examples_seen': 264880, 'step': 5150, 'algorithm': 'minimum'}
I0716 10:11:30.530252 130024657290752 run.py:722] (val) algo minimum step 5200: {'min': 0.985595703125, 'score': 0.985595703125, 'examples_seen': 267520, 'step': 5200, 'algorithm': 'minimum'}
I0716 10:11:32.245666 130024657290752 run.py:722] (val) algo minimum step 5250: {'min': 0.974853515625, 'score': 0.974853515625, 'examples_seen': 270128, 'step': 5250, 'algorithm': 'minimum'}
I0716 10:11:33.938774 130024657290752 run.py:722] (val) algo minimum step 5300: {'min': 0.98095703125, 'score': 0.98095703125, 'examples_seen': 272688, 'step': 5300, 'algorithm': 'minimum'}
I0716 10:11:35.650472 130024657290752 run.py:722] (val) algo minimum step 5350: {'min': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 275248, 'step': 5350, 'algorithm': 'minimum'}
I0716 10:11:37.358111 130024657290752 run.py:722] (val) algo minimum step 5400: {'min': 0.94970703125, 'score': 0.94970703125, 'examples_seen': 277792, 'step': 5400, 'algorithm': 'minimum'}
I0716 10:11:39.058996 130024657290752 run.py:722] (val) algo minimum step 5450: {'min': 0.98291015625, 'score': 0.98291015625, 'examples_seen': 280352, 'step': 5450, 'algorithm': 'minimum'}
I0716 10:11:40.780932 130024657290752 run.py:722] (val) algo minimum step 5500: {'min': 0.984130859375, 'score': 0.984130859375, 'examples_seen': 282864, 'step': 5500, 'algorithm': 'minimum'}
I0716 10:11:42.498195 130024657290752 run.py:722] (val) algo minimum step 5550: {'min': 0.976806640625, 'score': 0.976806640625, 'examples_seen': 285504, 'step': 5550, 'algorithm': 'minimum'}
I0716 10:11:44.218042 130024657290752 run.py:722] (val) algo minimum step 5600: {'min': 0.9453125, 'score': 0.9453125, 'examples_seen': 288128, 'step': 5600, 'algorithm': 'minimum'}
I0716 10:11:45.919919 130024657290752 run.py:722] (val) algo minimum step 5650: {'min': 0.96240234375, 'score': 0.96240234375, 'examples_seen': 290688, 'step': 5650, 'algorithm': 'minimum'}
I0716 10:11:47.632495 130024657290752 run.py:722] (val) algo minimum step 5700: {'min': 0.986083984375, 'score': 0.986083984375, 'examples_seen': 293280, 'step': 5700, 'algorithm': 'minimum'}
I0716 10:11:49.342346 130024657290752 run.py:722] (val) algo minimum step 5750: {'min': 0.9248046875, 'score': 0.9248046875, 'examples_seen': 295808, 'step': 5750, 'algorithm': 'minimum'}
I0716 10:11:51.055043 130024657290752 run.py:722] (val) algo minimum step 5800: {'min': 0.952880859375, 'score': 0.952880859375, 'examples_seen': 298352, 'step': 5800, 'algorithm': 'minimum'}
I0716 10:11:52.768968 130024657290752 run.py:722] (val) algo minimum step 5850: {'min': 0.973388671875, 'score': 0.973388671875, 'examples_seen': 300896, 'step': 5850, 'algorithm': 'minimum'}
I0716 10:11:54.502890 130024657290752 run.py:722] (val) algo minimum step 5900: {'min': 0.989013671875, 'score': 0.989013671875, 'examples_seen': 303520, 'step': 5900, 'algorithm': 'minimum'}
I0716 10:11:56.227772 130024657290752 run.py:722] (val) algo minimum step 5950: {'min': 0.986572265625, 'score': 0.986572265625, 'examples_seen': 306144, 'step': 5950, 'algorithm': 'minimum'}
I0716 10:11:57.938892 130024657290752 run.py:722] (val) algo minimum step 6000: {'min': 0.965087890625, 'score': 0.965087890625, 'examples_seen': 308720, 'step': 6000, 'algorithm': 'minimum'}
I0716 10:11:59.655786 130024657290752 run.py:722] (val) algo minimum step 6050: {'min': 0.981201171875, 'score': 0.981201171875, 'examples_seen': 311264, 'step': 6050, 'algorithm': 'minimum'}
I0716 10:12:01.357102 130024657290752 run.py:722] (val) algo minimum step 6100: {'min': 0.984375, 'score': 0.984375, 'examples_seen': 313808, 'step': 6100, 'algorithm': 'minimum'}
I0716 10:12:03.078143 130024657290752 run.py:722] (val) algo minimum step 6150: {'min': 0.986328125, 'score': 0.986328125, 'examples_seen': 316368, 'step': 6150, 'algorithm': 'minimum'}
I0716 10:12:04.788088 130024657290752 run.py:722] (val) algo minimum step 6200: {'min': 0.947998046875, 'score': 0.947998046875, 'examples_seen': 318880, 'step': 6200, 'algorithm': 'minimum'}
I0716 10:12:06.514180 130024657290752 run.py:722] (val) algo minimum step 6250: {'min': 0.98681640625, 'score': 0.98681640625, 'examples_seen': 321536, 'step': 6250, 'algorithm': 'minimum'}
I0716 10:12:08.224927 130024657290752 run.py:722] (val) algo minimum step 6300: {'min': 0.967041015625, 'score': 0.967041015625, 'examples_seen': 324128, 'step': 6300, 'algorithm': 'minimum'}
I0716 10:12:09.937807 130024657290752 run.py:722] (val) algo minimum step 6350: {'min': 0.994140625, 'score': 0.994140625, 'examples_seen': 326704, 'step': 6350, 'algorithm': 'minimum'}
I0716 10:12:11.664187 130024657290752 run.py:722] (val) algo minimum step 6400: {'min': 0.9775390625, 'score': 0.9775390625, 'examples_seen': 329264, 'step': 6400, 'algorithm': 'minimum'}
I0716 10:12:13.365735 130024657290752 run.py:722] (val) algo minimum step 6450: {'min': 0.95654296875, 'score': 0.95654296875, 'examples_seen': 331792, 'step': 6450, 'algorithm': 'minimum'}
I0716 10:12:15.083620 130024657290752 run.py:722] (val) algo minimum step 6500: {'min': 0.982666015625, 'score': 0.982666015625, 'examples_seen': 334352, 'step': 6500, 'algorithm': 'minimum'}
I0716 10:12:16.800295 130024657290752 run.py:722] (val) algo minimum step 6550: {'min': 0.969970703125, 'score': 0.969970703125, 'examples_seen': 336880, 'step': 6550, 'algorithm': 'minimum'}
I0716 10:12:18.528150 130024657290752 run.py:722] (val) algo minimum step 6600: {'min': 0.962158203125, 'score': 0.962158203125, 'examples_seen': 339520, 'step': 6600, 'algorithm': 'minimum'}
I0716 10:12:20.264157 130024657290752 run.py:722] (val) algo minimum step 6650: {'min': 0.92822265625, 'score': 0.92822265625, 'examples_seen': 342144, 'step': 6650, 'algorithm': 'minimum'}
I0716 10:12:21.963578 130024657290752 run.py:722] (val) algo minimum step 6700: {'min': 0.978271484375, 'score': 0.978271484375, 'examples_seen': 344704, 'step': 6700, 'algorithm': 'minimum'}
I0716 10:12:23.675601 130024657290752 run.py:722] (val) algo minimum step 6750: {'min': 0.943603515625, 'score': 0.943603515625, 'examples_seen': 347280, 'step': 6750, 'algorithm': 'minimum'}
I0716 10:12:25.396267 130024657290752 run.py:722] (val) algo minimum step 6800: {'min': 0.98876953125, 'score': 0.98876953125, 'examples_seen': 349824, 'step': 6800, 'algorithm': 'minimum'}
I0716 10:12:27.108072 130024657290752 run.py:722] (val) algo minimum step 6850: {'min': 0.989013671875, 'score': 0.989013671875, 'examples_seen': 352368, 'step': 6850, 'algorithm': 'minimum'}
I0716 10:12:28.818816 130024657290752 run.py:722] (val) algo minimum step 6900: {'min': 0.988037109375, 'score': 0.988037109375, 'examples_seen': 354896, 'step': 6900, 'algorithm': 'minimum'}
I0716 10:12:30.548011 130024657290752 run.py:722] (val) algo minimum step 6950: {'min': 0.968017578125, 'score': 0.968017578125, 'examples_seen': 357536, 'step': 6950, 'algorithm': 'minimum'}
I0716 10:12:32.261921 130024657290752 run.py:722] (val) algo minimum step 7000: {'min': 0.979736328125, 'score': 0.979736328125, 'examples_seen': 360176, 'step': 7000, 'algorithm': 'minimum'}
I0716 10:12:33.982844 130024657290752 run.py:722] (val) algo minimum step 7050: {'min': 0.986083984375, 'score': 0.986083984375, 'examples_seen': 362720, 'step': 7050, 'algorithm': 'minimum'}
I0716 10:12:35.703369 130024657290752 run.py:722] (val) algo minimum step 7100: {'min': 0.943115234375, 'score': 0.943115234375, 'examples_seen': 365280, 'step': 7100, 'algorithm': 'minimum'}
I0716 10:12:37.400148 130024657290752 run.py:722] (val) algo minimum step 7150: {'min': 0.9814453125, 'score': 0.9814453125, 'examples_seen': 367824, 'step': 7150, 'algorithm': 'minimum'}
