{'selected': 0.0, 'score': 0.0, 'examples_seen': 64, 'step': 0, 'algorithm': 'task_scheduling'}
{'selected': 0.9191123836793128, 'score': 0.9191123836793128, 'examples_seen': 29936, 'step': 750, 'algorithm': 'task_scheduling'}
{'selected': 0.9235382308845578, 'score': 0.9235382308845578, 'examples_seen': 31920, 'step': 800, 'algorithm': 'task_scheduling'}
{'selected': 0.9328671328671329, 'score': 0.9328671328671329, 'examples_seen': 33904, 'step': 850, 'algorithm': 'task_scheduling'}
{'selected': 0.9235087719298246, 'score': 0.9235087719298246, 'examples_seen': 35856, 'step': 900, 'algorithm': 'task_scheduling'}
{'selected': 0.9197396963123644, 'score': 0.9197396963123644, 'examples_seen': 37808, 'step': 950, 'algorithm': 'task_scheduling'}
{'selected': 0.9169278996865203, 'score': 0.9169278996865203, 'examples_seen': 39872, 'step': 1000, 'algorithm': 'task_scheduling'}
{'selected': 0.9397089397089398, 'score': 0.9397089397089398, 'examples_seen': 41872, 'step': 1050, 'algorithm': 'task_scheduling'}
{'selected': 0.9335239456754824, 'score': 0.9335239456754824, 'examples_seen': 43872, 'step': 1100, 'algorithm': 'task_scheduling'}
{'selected': 0.9312320916905444, 'score': 0.9312320916905444, 'examples_seen': 45856, 'step': 1150, 'algorithm': 'task_scheduling'}
{'selected': 0.9417989417989419, 'score': 0.9417989417989419, 'examples_seen': 47808, 'step': 1200, 'algorithm': 'task_scheduling'}
{'selected': 0.921417565485362, 'score': 0.921417565485362, 'examples_seen': 49808, 'step': 1250, 'algorithm': 'task_scheduling'}
{'selected': 0.9303370786516855, 'score': 0.9303370786516855, 'examples_seen': 51760, 'step': 1300, 'algorithm': 'task_scheduling'}
{'selected': 0.9428359317000743, 'score': 0.9428359317000743, 'examples_seen': 53792, 'step': 1350, 'algorithm': 'task_scheduling'}
{'selected': 0.937411095305832, 'score': 0.937411095305832, 'examples_seen': 55824, 'step': 1400, 'algorithm': 'task_scheduling'}
{'selected': 0.9397058823529413, 'score': 0.9397058823529413, 'examples_seen': 57792, 'step': 1450, 'algorithm': 'task_scheduling'}
{'selected': 0.939811457577955, 'score': 0.939811457577955, 'examples_seen': 59792, 'step': 1500, 'algorithm': 'task_scheduling'}
{'selected': 0.9210526315789473, 'score': 0.9210526315789473, 'examples_seen': 61744, 'step': 1550, 'algorithm': 'task_scheduling'}
{'selected': 0.936138241923366, 'score': 0.936138241923366, 'examples_seen': 63712, 'step': 1600, 'algorithm': 'task_scheduling'}
{'selected': 0.9349289454001496, 'score': 0.9349289454001496, 'examples_seen': 65712, 'step': 1650, 'algorithm': 'task_scheduling'}
{'selected': 0.9342403628117913, 'score': 0.9342403628117913, 'examples_seen': 67712, 'step': 1700, 'algorithm': 'task_scheduling'}
{'selected': 0.9314024390243901, 'score': 0.9314024390243901, 'examples_seen': 69744, 'step': 1750, 'algorithm': 'task_scheduling'}
{'selected': 0.9230769230769231, 'score': 0.9230769230769231, 'examples_seen': 71728, 'step': 1800, 'algorithm': 'task_scheduling'}
{'selected': 0.9524506217995611, 'score': 0.9524506217995611, 'examples_seen': 73712, 'step': 1850, 'algorithm': 'task_scheduling'}
{'selected': 0.9353846153846154, 'score': 0.9353846153846154, 'examples_seen': 75712, 'step': 1900, 'algorithm': 'task_scheduling'}
{'selected': 0.9508437270726339, 'score': 0.9508437270726339, 'examples_seen': 77664, 'step': 1950, 'algorithm': 'task_scheduling'}
{'selected': 0.9354120267260579, 'score': 0.9354120267260579, 'examples_seen': 79632, 'step': 2000, 'algorithm': 'task_scheduling'}
{'selected': 0.937637564196625, 'score': 0.937637564196625, 'examples_seen': 81680, 'step': 2050, 'algorithm': 'task_scheduling'}
{'selected': 0.9510591672753835, 'score': 0.9510591672753835, 'examples_seen': 83680, 'step': 2100, 'algorithm': 'task_scheduling'}
{'selected': 0.854468085106383, 'score': 0.854468085106383, 'examples_seen': 85680, 'step': 2150, 'algorithm': 'task_scheduling'}
{'selected': 0.9471264367816092, 'score': 0.9471264367816092, 'examples_seen': 87664, 'step': 2200, 'algorithm': 'task_scheduling'}
{'selected': 0.9511811023622047, 'score': 0.9511811023622047, 'examples_seen': 89632, 'step': 2250, 'algorithm': 'task_scheduling'}
{'selected': 0.93361285814116, 'score': 0.93361285814116, 'examples_seen': 91616, 'step': 2300, 'algorithm': 'task_scheduling'}
{'selected': 0.9399684044233808, 'score': 0.9399684044233808, 'examples_seen': 93568, 'step': 2350, 'algorithm': 'task_scheduling'}
{'selected': 0.9450038729666926, 'score': 0.9450038729666926, 'examples_seen': 95600, 'step': 2400, 'algorithm': 'task_scheduling'}
{'selected': 0.9368821292775665, 'score': 0.9368821292775665, 'examples_seen': 97632, 'step': 2450, 'algorithm': 'task_scheduling'}
{'selected': 0.9054163298302343, 'score': 0.9054163298302343, 'examples_seen': 99600, 'step': 2500, 'algorithm': 'task_scheduling'}
{'selected': 0.9358778625954198, 'score': 0.9358778625954198, 'examples_seen': 101600, 'step': 2550, 'algorithm': 'task_scheduling'}
{'selected': 0.926829268292683, 'score': 0.926829268292683, 'examples_seen': 103568, 'step': 2600, 'algorithm': 'task_scheduling'}
{'selected': 0.9254185692541858, 'score': 0.9254185692541858, 'examples_seen': 105520, 'step': 2650, 'algorithm': 'task_scheduling'}
{'selected': 0.9130100076982294, 'score': 0.9130100076982294, 'examples_seen': 107520, 'step': 2700, 'algorithm': 'task_scheduling'}
{'selected': 0.9366906474820144, 'score': 0.9366906474820144, 'examples_seen': 109520, 'step': 2750, 'algorithm': 'task_scheduling'}
{'selected': 0.9551569506726458, 'score': 0.9551569506726458, 'examples_seen': 111552, 'step': 2800, 'algorithm': 'task_scheduling'}
{'selected': 0.9292168674698795, 'score': 0.9292168674698795, 'examples_seen': 113552, 'step': 2850, 'algorithm': 'task_scheduling'}
{'selected': 0.9379310344827585, 'score': 0.9379310344827585, 'examples_seen': 115520, 'step': 2900, 'algorithm': 'task_scheduling'}
{'selected': 0.9381443298969071, 'score': 0.9381443298969071, 'examples_seen': 117520, 'step': 2950, 'algorithm': 'task_scheduling'}
{'selected': 0.9375907111756169, 'score': 0.9375907111756169, 'examples_seen': 119456, 'step': 3000, 'algorithm': 'task_scheduling'}
{'selected': 0.9227053140096618, 'score': 0.9227053140096618, 'examples_seen': 121424, 'step': 3050, 'algorithm': 'task_scheduling'}
{'selected': 0.9221140472878998, 'score': 0.9221140472878998, 'examples_seen': 123472, 'step': 3100, 'algorithm': 'task_scheduling'}
{'selected': 0.9271054493984431, 'score': 0.9271054493984431, 'examples_seen': 125472, 'step': 3150, 'algorithm': 'task_scheduling'}
{'selected': 0.9135004042037187, 'score': 0.9135004042037187, 'examples_seen': 127488, 'step': 3200, 'algorithm': 'task_scheduling'}
{'selected': 0.9553956834532373, 'score': 0.9553956834532373, 'examples_seen': 129456, 'step': 3250, 'algorithm': 'task_scheduling'}
{'selected': 0.9545115585384042, 'score': 0.9545115585384042, 'examples_seen': 131424, 'step': 3300, 'algorithm': 'task_scheduling'}
{'selected': 0.944527736131934, 'score': 0.944527736131934, 'examples_seen': 133408, 'step': 3350, 'algorithm': 'task_scheduling'}
{'selected': 0.937746256895193, 'score': 0.937746256895193, 'examples_seen': 135360, 'step': 3400, 'algorithm': 'task_scheduling'}
{'selected': 0.9414414414414415, 'score': 0.9414414414414415, 'examples_seen': 137392, 'step': 3450, 'algorithm': 'task_scheduling'}
{'selected': 0.9501084598698482, 'score': 0.9501084598698482, 'examples_seen': 139424, 'step': 3500, 'algorithm': 'task_scheduling'}
{'selected': 0.9581749049429658, 'score': 0.9581749049429658, 'examples_seen': 141408, 'step': 3550, 'algorithm': 'task_scheduling'}
{'selected': 0.9423220973782771, 'score': 0.9423220973782771, 'examples_seen': 143392, 'step': 3600, 'algorithm': 'task_scheduling'}
{'selected': 0.9496296296296296, 'score': 0.9496296296296296, 'examples_seen': 145360, 'step': 3650, 'algorithm': 'task_scheduling'}
{'selected': 0.9547445255474453, 'score': 0.9547445255474453, 'examples_seen': 147312, 'step': 3700, 'algorithm': 'task_scheduling'}
{'selected': 0.951310861423221, 'score': 0.951310861423221, 'examples_seen': 149312, 'step': 3750, 'algorithm': 'task_scheduling'}
{'selected': 0.9337217771303715, 'score': 0.9337217771303715, 'examples_seen': 151328, 'step': 3800, 'algorithm': 'task_scheduling'}
{'selected': 0.9365325077399381, 'score': 0.9365325077399381, 'examples_seen': 153344, 'step': 3850, 'algorithm': 'task_scheduling'}
{'selected': 0.91437802907916, 'score': 0.91437802907916, 'examples_seen': 155344, 'step': 3900, 'algorithm': 'task_scheduling'}
{'selected': 0.943695479777954, 'score': 0.943695479777954, 'examples_seen': 157312, 'step': 3950, 'algorithm': 'task_scheduling'}
{'selected': 0.9404388714733543, 'score': 0.9404388714733543, 'examples_seen': 159312, 'step': 4000, 'algorithm': 'task_scheduling'}
{'selected': 0.9540059347181008, 'score': 0.9540059347181008, 'examples_seen': 161248, 'step': 4050, 'algorithm': 'task_scheduling'}
{'selected': 0.9486277269528501, 'score': 0.9486277269528501, 'examples_seen': 163216, 'step': 4100, 'algorithm': 'task_scheduling'}
{'selected': 0.945480631276901, 'score': 0.945480631276901, 'examples_seen': 165280, 'step': 4150, 'algorithm': 'task_scheduling'}
{'selected': 0.962336664104535, 'score': 0.962336664104535, 'examples_seen': 167264, 'step': 4200, 'algorithm': 'task_scheduling'}
{'selected': 0.9500000000000001, 'score': 0.9500000000000001, 'examples_seen': 169280, 'step': 4250, 'algorithm': 'task_scheduling'}
{'selected': 0.923896499238965, 'score': 0.923896499238965, 'examples_seen': 171248, 'step': 4300, 'algorithm': 'task_scheduling'}
{'selected': 0.9441930618401206, 'score': 0.9441930618401206, 'examples_seen': 173216, 'step': 4350, 'algorithm': 'task_scheduling'}
{'selected': 0.9523076923076924, 'score': 0.9523076923076924, 'examples_seen': 175232, 'step': 4400, 'algorithm': 'task_scheduling'}
{'selected': 0.9577060931899642, 'score': 0.9577060931899642, 'examples_seen': 177168, 'step': 4450, 'algorithm': 'task_scheduling'}
{'selected': 0.9548482605477424, 'score': 0.9548482605477424, 'examples_seen': 179216, 'step': 4500, 'algorithm': 'task_scheduling'}
{'selected': 0.9472891566265059, 'score': 0.9472891566265059, 'examples_seen': 181232, 'step': 4550, 'algorithm': 'task_scheduling'}
{'selected': 0.9609022556390977, 'score': 0.9609022556390977, 'examples_seen': 183216, 'step': 4600, 'algorithm': 'task_scheduling'}
{'selected': 0.9336419753086419, 'score': 0.9336419753086419, 'examples_seen': 185200, 'step': 4650, 'algorithm': 'task_scheduling'}
{'selected': 0.9257781324820431, 'score': 0.9257781324820431, 'examples_seen': 187168, 'step': 4700, 'algorithm': 'task_scheduling'}
{'selected': 0.9439754412893323, 'score': 0.9439754412893323, 'examples_seen': 189136, 'step': 4750, 'algorithm': 'task_scheduling'}
{'selected': 0.953757225433526, 'score': 0.953757225433526, 'examples_seen': 191120, 'step': 4800, 'algorithm': 'task_scheduling'}
{'selected': 0.9449685534591196, 'score': 0.9449685534591196, 'examples_seen': 193136, 'step': 4850, 'algorithm': 'task_scheduling'}
{'selected': 0.946298984034833, 'score': 0.946298984034833, 'examples_seen': 195152, 'step': 4900, 'algorithm': 'task_scheduling'}
{'selected': 0.9510703363914372, 'score': 0.9510703363914372, 'examples_seen': 197152, 'step': 4950, 'algorithm': 'task_scheduling'}
{'selected': 0.9379509379509379, 'score': 0.9379509379509379, 'examples_seen': 199120, 'step': 5000, 'algorithm': 'task_scheduling'}
{'selected': 0.9495245062179957, 'score': 0.9495245062179957, 'examples_seen': 201120, 'step': 5050, 'algorithm': 'task_scheduling'}
{'selected': 0.9483500717360116, 'score': 0.9483500717360116, 'examples_seen': 203072, 'step': 5100, 'algorithm': 'task_scheduling'}
{'selected': 0.965568862275449, 'score': 0.965568862275449, 'examples_seen': 205024, 'step': 5150, 'algorithm': 'task_scheduling'}
{'selected': 0.9623846699787083, 'score': 0.9623846699787083, 'examples_seen': 207088, 'step': 5200, 'algorithm': 'task_scheduling'}
{'selected': 0.9475197699496765, 'score': 0.9475197699496765, 'examples_seen': 209072, 'step': 5250, 'algorithm': 'task_scheduling'}
{'selected': 0.9597069597069597, 'score': 0.9597069597069597, 'examples_seen': 211088, 'step': 5300, 'algorithm': 'task_scheduling'}
{'selected': 0.9523809523809524, 'score': 0.9523809523809524, 'examples_seen': 213072, 'step': 5350, 'algorithm': 'task_scheduling'}
{'selected': 0.9525925925925925, 'score': 0.9525925925925925, 'examples_seen': 215024, 'step': 5400, 'algorithm': 'task_scheduling'}
{'selected': 0.9605462822458272, 'score': 0.9605462822458272, 'examples_seen': 217024, 'step': 5450, 'algorithm': 'task_scheduling'}
{'selected': 0.967016491754123, 'score': 0.967016491754123, 'examples_seen': 218960, 'step': 5500, 'algorithm': 'task_scheduling'}
{'selected': 0.9545454545454546, 'score': 0.9545454545454546, 'examples_seen': 221008, 'step': 5550, 'algorithm': 'task_scheduling'}
{'selected': 0.9407514450867052, 'score': 0.9407514450867052, 'examples_seen': 223024, 'step': 5600, 'algorithm': 'task_scheduling'}
{'selected': 0.9622501850481125, 'score': 0.9622501850481125, 'examples_seen': 225008, 'step': 5650, 'algorithm': 'task_scheduling'}
{'selected': 0.9469214437367304, 'score': 0.9469214437367304, 'examples_seen': 227008, 'step': 5700, 'algorithm': 'task_scheduling'}
{'selected': 0.9640179910044977, 'score': 0.9640179910044977, 'examples_seen': 228960, 'step': 5750, 'algorithm': 'task_scheduling'}
{'selected': 0.9562043795620438, 'score': 0.9562043795620438, 'examples_seen': 230928, 'step': 5800, 'algorithm': 'task_scheduling'}
{'selected': 0.9616252821670429, 'score': 0.9616252821670429, 'examples_seen': 232912, 'step': 5850, 'algorithm': 'task_scheduling'}
{'selected': 0.9569028487947407, 'score': 0.9569028487947407, 'examples_seen': 234928, 'step': 5900, 'algorithm': 'task_scheduling'}
{'selected': 0.9483500717360115, 'score': 0.9483500717360115, 'examples_seen': 236944, 'step': 5950, 'algorithm': 'task_scheduling'}
{'selected': 0.9549150036954914, 'score': 0.9549150036954914, 'examples_seen': 238944, 'step': 6000, 'algorithm': 'task_scheduling'}
{'selected': 0.9466463414634146, 'score': 0.9466463414634146, 'examples_seen': 240928, 'step': 6050, 'algorithm': 'task_scheduling'}
{'selected': 0.948555320648344, 'score': 0.948555320648344, 'examples_seen': 242912, 'step': 6100, 'algorithm': 'task_scheduling'}
{'selected': 0.9624624624624626, 'score': 0.9624624624624626, 'examples_seen': 244864, 'step': 6150, 'algorithm': 'task_scheduling'}
{'selected': 0.9595375722543352, 'score': 0.9595375722543352, 'examples_seen': 246816, 'step': 6200, 'algorithm': 'task_scheduling'}
{'selected': 0.968562874251497, 'score': 0.968562874251497, 'examples_seen': 248880, 'step': 6250, 'algorithm': 'task_scheduling'}
{'selected': 0.9700149925037481, 'score': 0.9700149925037481, 'examples_seen': 250880, 'step': 6300, 'algorithm': 'task_scheduling'}
{'selected': 0.9636363636363636, 'score': 0.9636363636363636, 'examples_seen': 252880, 'step': 6350, 'algorithm': 'task_scheduling'}
{'selected': 0.9078404401650619, 'score': 0.9078404401650619, 'examples_seen': 254864, 'step': 6400, 'algorithm': 'task_scheduling'}
{'selected': 0.9506990434142751, 'score': 0.9506990434142751, 'examples_seen': 256816, 'step': 6450, 'algorithm': 'task_scheduling'}
{'selected': 0.9565217391304348, 'score': 0.9565217391304348, 'examples_seen': 258816, 'step': 6500, 'algorithm': 'task_scheduling'}
{'selected': 0.9616775126536514, 'score': 0.9616775126536514, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'task_scheduling'}
{'selected': 0.9480122324159022, 'score': 0.9480122324159022, 'examples_seen': 262800, 'step': 6600, 'algorithm': 'task_scheduling'}
{'selected': 0.9492039423805914, 'score': 0.9492039423805914, 'examples_seen': 264832, 'step': 6650, 'algorithm': 'task_scheduling'}
{'selected': 0.9633507853403142, 'score': 0.9633507853403142, 'examples_seen': 266800, 'step': 6700, 'algorithm': 'task_scheduling'}
{'selected': 0.9488939740655988, 'score': 0.9488939740655988, 'examples_seen': 268800, 'step': 6750, 'algorithm': 'task_scheduling'}
{'selected': 0.9597570235383448, 'score': 0.9597570235383448, 'examples_seen': 270752, 'step': 6800, 'algorithm': 'task_scheduling'}
{'selected': 0.9703703703703704, 'score': 0.9703703703703704, 'examples_seen': 272736, 'step': 6850, 'algorithm': 'task_scheduling'}
{'selected': 0.9416342412451362, 'score': 0.9416342412451362, 'examples_seen': 274720, 'step': 6900, 'algorithm': 'task_scheduling'}
{'selected': 0.9562043795620437, 'score': 0.9562043795620437, 'examples_seen': 276736, 'step': 6950, 'algorithm': 'task_scheduling'}
{'selected': 0.9614814814814815, 'score': 0.9614814814814815, 'examples_seen': 278768, 'step': 7000, 'algorithm': 'task_scheduling'}
{'selected': 0.9532846715328467, 'score': 0.9532846715328467, 'examples_seen': 280752, 'step': 7050, 'algorithm': 'task_scheduling'}
{'selected': 0.9572649572649573, 'score': 0.9572649572649573, 'examples_seen': 282736, 'step': 7100, 'algorithm': 'task_scheduling'}
{'selected': 0.9576868829337095, 'score': 0.9576868829337095, 'examples_seen': 284720, 'step': 7150, 'algorithm': 'task_scheduling'}
{'selected': 0.9577259475218659, 'score': 0.9577259475218659, 'examples_seen': 286672, 'step': 7200, 'algorithm': 'task_scheduling'}
{'selected': 0.9599383667180277, 'score': 0.9599383667180277, 'examples_seen': 288640, 'step': 7250, 'algorithm': 'task_scheduling'}
{'selected': 0.9582384206529994, 'score': 0.9582384206529994, 'examples_seen': 290688, 'step': 7300, 'algorithm': 'task_scheduling'}
{'selected': 0.9611151870873075, 'score': 0.9611151870873075, 'examples_seen': 292688, 'step': 7350, 'algorithm': 'task_scheduling'}
{'selected': 0.953216374269006, 'score': 0.953216374269006, 'examples_seen': 294688, 'step': 7400, 'algorithm': 'task_scheduling'}
{'selected': 0.9712121212121212, 'score': 0.9712121212121212, 'examples_seen': 296672, 'step': 7450, 'algorithm': 'task_scheduling'}
{'selected': 0.9587852494577007, 'score': 0.9587852494577007, 'examples_seen': 298624, 'step': 7500, 'algorithm': 'task_scheduling'}
{'selected': 0.9574912891986063, 'score': 0.9574912891986063, 'examples_seen': 300624, 'step': 7550, 'algorithm': 'task_scheduling'}
{'selected': 0.96, 'score': 0.96, 'examples_seen': 302576, 'step': 7600, 'algorithm': 'task_scheduling'}
{'selected': 0.9654157468727006, 'score': 0.9654157468727006, 'examples_seen': 304608, 'step': 7650, 'algorithm': 'task_scheduling'}
{'selected': 0.9688212927756654, 'score': 0.9688212927756654, 'examples_seen': 306640, 'step': 7700, 'algorithm': 'task_scheduling'}
{'selected': 0.9587955625990492, 'score': 0.9587955625990492, 'examples_seen': 308608, 'step': 7750, 'algorithm': 'task_scheduling'}
{'selected': 0.9390444810543657, 'score': 0.9390444810543657, 'examples_seen': 310608, 'step': 7800, 'algorithm': 'task_scheduling'}
{'selected': 0.9569093610698365, 'score': 0.9569093610698365, 'examples_seen': 312576, 'step': 7850, 'algorithm': 'task_scheduling'}
{'selected': 0.9660766961651918, 'score': 0.9660766961651918, 'examples_seen': 314528, 'step': 7900, 'algorithm': 'task_scheduling'}
{'selected': 0.9664929262844377, 'score': 0.9664929262844377, 'examples_seen': 316528, 'step': 7950, 'algorithm': 'task_scheduling'}
{'selected': 0.9512893982808024, 'score': 0.9512893982808024, 'examples_seen': 318528, 'step': 8000, 'algorithm': 'task_scheduling'}
{'selected': 0.9602356406480118, 'score': 0.9602356406480118, 'examples_seen': 320560, 'step': 8050, 'algorithm': 'task_scheduling'}
{'selected': 0.9676025917926567, 'score': 0.9676025917926567, 'examples_seen': 322544, 'step': 8100, 'algorithm': 'task_scheduling'}
{'selected': 0.9580318379160637, 'score': 0.9580318379160637, 'examples_seen': 324528, 'step': 8150, 'algorithm': 'task_scheduling'}
{'selected': 0.9651593773165307, 'score': 0.9651593773165307, 'examples_seen': 326528, 'step': 8200, 'algorithm': 'task_scheduling'}
{'selected': 0.9549033643521833, 'score': 0.9549033643521833, 'examples_seen': 328464, 'step': 8250, 'algorithm': 'task_scheduling'}
{'selected': 0.9604105571847508, 'score': 0.9604105571847508, 'examples_seen': 330432, 'step': 8300, 'algorithm': 'task_scheduling'}
{'selected': 0.9567233384853168, 'score': 0.9567233384853168, 'examples_seen': 332480, 'step': 8350, 'algorithm': 'task_scheduling'}
{'selected': 0.9595885378398237, 'score': 0.9595885378398237, 'examples_seen': 334480, 'step': 8400, 'algorithm': 'task_scheduling'}
{'selected': 0.9304556354916068, 'score': 0.9304556354916068, 'examples_seen': 336480, 'step': 8450, 'algorithm': 'task_scheduling'}
{'selected': 0.9573820395738204, 'score': 0.9573820395738204, 'examples_seen': 338464, 'step': 8500, 'algorithm': 'task_scheduling'}
{'selected': 0.9454022988505748, 'score': 0.9454022988505748, 'examples_seen': 340432, 'step': 8550, 'algorithm': 'task_scheduling'}
{'selected': 0.9613095238095238, 'score': 0.9613095238095238, 'examples_seen': 342416, 'step': 8600, 'algorithm': 'task_scheduling'}
{'selected': 0.9408489909533752, 'score': 0.9408489909533752, 'examples_seen': 344368, 'step': 8650, 'algorithm': 'task_scheduling'}
{'selected': 0.9630723781388478, 'score': 0.9630723781388478, 'examples_seen': 346400, 'step': 8700, 'algorithm': 'task_scheduling'}
{'selected': 0.9583333333333334, 'score': 0.9583333333333334, 'examples_seen': 348432, 'step': 8750, 'algorithm': 'task_scheduling'}
{'selected': 0.9586410635155096, 'score': 0.9586410635155096, 'examples_seen': 350416, 'step': 8800, 'algorithm': 'task_scheduling'}
{'selected': 0.9647239263803682, 'score': 0.9647239263803682, 'examples_seen': 352400, 'step': 8850, 'algorithm': 'task_scheduling'}
{'selected': 0.9760119940029985, 'score': 0.9760119940029985, 'examples_seen': 354368, 'step': 8900, 'algorithm': 'task_scheduling'}
{'selected': 0.9635687732342008, 'score': 0.9635687732342008, 'examples_seen': 356320, 'step': 8950, 'algorithm': 'task_scheduling'}
{'selected': 0.9650986342943855, 'score': 0.9650986342943855, 'examples_seen': 358320, 'step': 9000, 'algorithm': 'task_scheduling'}
{'selected': 0.9587020648967552, 'score': 0.9587020648967552, 'examples_seen': 360320, 'step': 9050, 'algorithm': 'task_scheduling'}
{'selected': 0.970354302241504, 'score': 0.970354302241504, 'examples_seen': 362352, 'step': 9100, 'algorithm': 'task_scheduling'}
{'selected': 0.9534206695778749, 'score': 0.9534206695778749, 'examples_seen': 364352, 'step': 9150, 'algorithm': 'task_scheduling'}
{'selected': 0.9602996254681648, 'score': 0.9602996254681648, 'examples_seen': 366320, 'step': 9200, 'algorithm': 'task_scheduling'}
{'selected': 0.9658385093167702, 'score': 0.9658385093167702, 'examples_seen': 368320, 'step': 9250, 'algorithm': 'task_scheduling'}
{'selected': 0.9604182225541449, 'score': 0.9604182225541449, 'examples_seen': 370272, 'step': 9300, 'algorithm': 'task_scheduling'}
{'selected': 0.970193740685544, 'score': 0.970193740685544, 'examples_seen': 372240, 'step': 9350, 'algorithm': 'task_scheduling'}
{'selected': 0.9555236728837877, 'score': 0.9555236728837877, 'examples_seen': 374288, 'step': 9400, 'algorithm': 'task_scheduling'}
{'selected': 0.9647940074906367, 'score': 0.9647940074906367, 'examples_seen': 376288, 'step': 9450, 'algorithm': 'task_scheduling'}
{'selected': 0.9663564781675018, 'score': 0.9663564781675018, 'examples_seen': 378304, 'step': 9500, 'algorithm': 'task_scheduling'}
{'selected': 0.9684684684684685, 'score': 0.9684684684684685, 'examples_seen': 380272, 'step': 9550, 'algorithm': 'task_scheduling'}
{'selected': 0.9481792717086835, 'score': 0.9481792717086835, 'examples_seen': 382240, 'step': 9600, 'algorithm': 'task_scheduling'}
{'selected': 0.9562638991845812, 'score': 0.9562638991845812, 'examples_seen': 384224, 'step': 9650, 'algorithm': 'task_scheduling'}
{'selected': 0.9593613933236574, 'score': 0.9593613933236574, 'examples_seen': 386176, 'step': 9700, 'algorithm': 'task_scheduling'}
{'selected': 0.9497847919655666, 'score': 0.9497847919655666, 'examples_seen': 388224, 'step': 9750, 'algorithm': 'task_scheduling'}
{'selected': 0.9616477272727274, 'score': 0.9616477272727274, 'examples_seen': 390240, 'step': 9800, 'algorithm': 'task_scheduling'}
{'selected': 0.9469214437367304, 'score': 0.9469214437367304, 'examples_seen': 392224, 'step': 9850, 'algorithm': 'task_scheduling'}
{'selected': 0.9513435003631082, 'score': 0.9513435003631082, 'examples_seen': 394208, 'step': 9900, 'algorithm': 'task_scheduling'}
{'selected': 0.9636363636363636, 'score': 0.9636363636363636, 'examples_seen': 396176, 'step': 9950, 'algorithm': 'task_scheduling'}
