{'is_cut': 0.16923076923076924, 'score': 0.16923076923076924, 'examples_seen': 16, 'step': 0, 'algorithm': 'articulation_points'}
{'is_cut': 0.592057761732852, 'score': 0.592057761732852, 'examples_seen': 13478, 'step': 850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7038123167155425, 'score': 0.7038123167155425, 'examples_seen': 14261, 'step': 900, 'algorithm': 'articulation_points'}
{'is_cut': 0.5765124555160143, 'score': 0.5765124555160143, 'examples_seen': 15044, 'step': 950, 'algorithm': 'articulation_points'}
{'is_cut': 0.7877237851662405, 'score': 0.7877237851662405, 'examples_seen': 15862, 'step': 1000, 'algorithm': 'articulation_points'}
{'is_cut': 0.5436893203883495, 'score': 0.5436893203883495, 'examples_seen': 16666, 'step': 1050, 'algorithm': 'articulation_points'}
{'is_cut': 0.6477732793522267, 'score': 0.6477732793522267, 'examples_seen': 17456, 'step': 1100, 'algorithm': 'articulation_points'}
{'is_cut': 0.5134099616858238, 'score': 0.5134099616858238, 'examples_seen': 18236, 'step': 1150, 'algorithm': 'articulation_points'}
{'is_cut': 0.6836363636363636, 'score': 0.6836363636363636, 'examples_seen': 19020, 'step': 1200, 'algorithm': 'articulation_points'}
{'is_cut': 0.6475409836065574, 'score': 0.6475409836065574, 'examples_seen': 19803, 'step': 1250, 'algorithm': 'articulation_points'}
{'is_cut': 0.6708074534161491, 'score': 0.6708074534161491, 'examples_seen': 20574, 'step': 1300, 'algorithm': 'articulation_points'}
{'is_cut': 0.6322188449848024, 'score': 0.6322188449848024, 'examples_seen': 21402, 'step': 1350, 'algorithm': 'articulation_points'}
{'is_cut': 0.740983606557377, 'score': 0.740983606557377, 'examples_seen': 22205, 'step': 1400, 'algorithm': 'articulation_points'}
{'is_cut': 0.5882352941176471, 'score': 0.5882352941176471, 'examples_seen': 22992, 'step': 1450, 'algorithm': 'articulation_points'}
{'is_cut': 0.555984555984556, 'score': 0.555984555984556, 'examples_seen': 23790, 'step': 1500, 'algorithm': 'articulation_points'}
{'is_cut': 0.6566037735849056, 'score': 0.6566037735849056, 'examples_seen': 24579, 'step': 1550, 'algorithm': 'articulation_points'}
{'is_cut': 0.688821752265861, 'score': 0.688821752265861, 'examples_seen': 25373, 'step': 1600, 'algorithm': 'articulation_points'}
{'is_cut': 0.7302452316076294, 'score': 0.7302452316076294, 'examples_seen': 26148, 'step': 1650, 'algorithm': 'articulation_points'}
{'is_cut': 0.6325878594249201, 'score': 0.6325878594249201, 'examples_seen': 26979, 'step': 1700, 'algorithm': 'articulation_points'}
{'is_cut': 0.5837320574162679, 'score': 0.5837320574162679, 'examples_seen': 27790, 'step': 1750, 'algorithm': 'articulation_points'}
{'is_cut': 0.6108786610878661, 'score': 0.6108786610878661, 'examples_seen': 28578, 'step': 1800, 'algorithm': 'articulation_points'}
{'is_cut': 0.6296296296296297, 'score': 0.6296296296296297, 'examples_seen': 29362, 'step': 1850, 'algorithm': 'articulation_points'}
{'is_cut': 0.6130268199233716, 'score': 0.6130268199233716, 'examples_seen': 30144, 'step': 1900, 'algorithm': 'articulation_points'}
{'is_cut': 0.6227106227106228, 'score': 0.6227106227106228, 'examples_seen': 30937, 'step': 1950, 'algorithm': 'articulation_points'}
{'is_cut': 0.5882352941176471, 'score': 0.5882352941176471, 'examples_seen': 31704, 'step': 2000, 'algorithm': 'articulation_points'}
{'is_cut': 0.6732673267326733, 'score': 0.6732673267326733, 'examples_seen': 32518, 'step': 2050, 'algorithm': 'articulation_points'}
{'is_cut': 0.5918367346938775, 'score': 0.5918367346938775, 'examples_seen': 33326, 'step': 2100, 'algorithm': 'articulation_points'}
{'is_cut': 0.5175438596491229, 'score': 0.5175438596491229, 'examples_seen': 34120, 'step': 2150, 'algorithm': 'articulation_points'}
{'is_cut': 0.5211267605633803, 'score': 0.5211267605633803, 'examples_seen': 34907, 'step': 2200, 'algorithm': 'articulation_points'}
{'is_cut': 0.6425339366515836, 'score': 0.6425339366515836, 'examples_seen': 35693, 'step': 2250, 'algorithm': 'articulation_points'}
{'is_cut': 0.3541666666666667, 'score': 0.3541666666666667, 'examples_seen': 36463, 'step': 2300, 'algorithm': 'articulation_points'}
{'is_cut': 0.6534653465346535, 'score': 0.6534653465346535, 'examples_seen': 37253, 'step': 2350, 'algorithm': 'articulation_points'}
{'is_cut': 0.5957446808510638, 'score': 0.5957446808510638, 'examples_seen': 38065, 'step': 2400, 'algorithm': 'articulation_points'}
{'is_cut': 0.6130268199233716, 'score': 0.6130268199233716, 'examples_seen': 38870, 'step': 2450, 'algorithm': 'articulation_points'}
{'is_cut': 0.6278026905829597, 'score': 0.6278026905829597, 'examples_seen': 39671, 'step': 2500, 'algorithm': 'articulation_points'}
{'is_cut': 0.39495798319327724, 'score': 0.39495798319327724, 'examples_seen': 40461, 'step': 2550, 'algorithm': 'articulation_points'}
{'is_cut': 0.6292134831460674, 'score': 0.6292134831460674, 'examples_seen': 41238, 'step': 2600, 'algorithm': 'articulation_points'}
{'is_cut': 0.6539923954372623, 'score': 0.6539923954372623, 'examples_seen': 42028, 'step': 2650, 'algorithm': 'articulation_points'}
{'is_cut': 0.7447447447447446, 'score': 0.7447447447447446, 'examples_seen': 42801, 'step': 2700, 'algorithm': 'articulation_points'}
{'is_cut': 0.5579710144927537, 'score': 0.5579710144927537, 'examples_seen': 43618, 'step': 2750, 'algorithm': 'articulation_points'}
{'is_cut': 0.6442953020134229, 'score': 0.6442953020134229, 'examples_seen': 44419, 'step': 2800, 'algorithm': 'articulation_points'}
{'is_cut': 0.6813186813186813, 'score': 0.6813186813186813, 'examples_seen': 45215, 'step': 2850, 'algorithm': 'articulation_points'}
{'is_cut': 0.6357142857142858, 'score': 0.6357142857142858, 'examples_seen': 46006, 'step': 2900, 'algorithm': 'articulation_points'}
{'is_cut': 0.5448717948717948, 'score': 0.5448717948717948, 'examples_seen': 46798, 'step': 2950, 'algorithm': 'articulation_points'}
{'is_cut': 0.7740112994350282, 'score': 0.7740112994350282, 'examples_seen': 47573, 'step': 3000, 'algorithm': 'articulation_points'}
{'is_cut': 0.6840579710144928, 'score': 0.6840579710144928, 'examples_seen': 48348, 'step': 3050, 'algorithm': 'articulation_points'}
{'is_cut': 0.5635738831615121, 'score': 0.5635738831615121, 'examples_seen': 49166, 'step': 3100, 'algorithm': 'articulation_points'}
{'is_cut': 0.659400544959128, 'score': 0.659400544959128, 'examples_seen': 49966, 'step': 3150, 'algorithm': 'articulation_points'}
{'is_cut': 0.6840579710144928, 'score': 0.6840579710144928, 'examples_seen': 50766, 'step': 3200, 'algorithm': 'articulation_points'}
{'is_cut': 0.7326732673267327, 'score': 0.7326732673267327, 'examples_seen': 51550, 'step': 3250, 'algorithm': 'articulation_points'}
{'is_cut': 0.7348066298342542, 'score': 0.7348066298342542, 'examples_seen': 52341, 'step': 3300, 'algorithm': 'articulation_points'}
{'is_cut': 0.6232294617563738, 'score': 0.6232294617563738, 'examples_seen': 53125, 'step': 3350, 'algorithm': 'articulation_points'}
{'is_cut': 0.6666666666666667, 'score': 0.6666666666666667, 'examples_seen': 53899, 'step': 3400, 'algorithm': 'articulation_points'}
{'is_cut': 0.6825396825396826, 'score': 0.6825396825396826, 'examples_seen': 54732, 'step': 3450, 'algorithm': 'articulation_points'}
{'is_cut': 0.7384615384615386, 'score': 0.7384615384615386, 'examples_seen': 55530, 'step': 3500, 'algorithm': 'articulation_points'}
{'is_cut': 0.7651006711409396, 'score': 0.7651006711409396, 'examples_seen': 56331, 'step': 3550, 'algorithm': 'articulation_points'}
{'is_cut': 0.7337662337662337, 'score': 0.7337662337662337, 'examples_seen': 57113, 'step': 3600, 'algorithm': 'articulation_points'}
{'is_cut': 0.610441767068273, 'score': 0.610441767068273, 'examples_seen': 57901, 'step': 3650, 'algorithm': 'articulation_points'}
{'is_cut': 0.5645161290322581, 'score': 0.5645161290322581, 'examples_seen': 58688, 'step': 3700, 'algorithm': 'articulation_points'}
{'is_cut': 0.5829145728643217, 'score': 0.5829145728643217, 'examples_seen': 59466, 'step': 3750, 'algorithm': 'articulation_points'}
{'is_cut': 0.5118110236220472, 'score': 0.5118110236220472, 'examples_seen': 60287, 'step': 3800, 'algorithm': 'articulation_points'}
{'is_cut': 0.7450980392156862, 'score': 0.7450980392156862, 'examples_seen': 61091, 'step': 3850, 'algorithm': 'articulation_points'}
{'is_cut': 0.48214285714285715, 'score': 0.48214285714285715, 'examples_seen': 61882, 'step': 3900, 'algorithm': 'articulation_points'}
{'is_cut': 0.6441947565543071, 'score': 0.6441947565543071, 'examples_seen': 62670, 'step': 3950, 'algorithm': 'articulation_points'}
{'is_cut': 0.6129032258064517, 'score': 0.6129032258064517, 'examples_seen': 63455, 'step': 4000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7013888888888888, 'score': 0.7013888888888888, 'examples_seen': 64233, 'step': 4050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7272727272727272, 'score': 0.7272727272727272, 'examples_seen': 65016, 'step': 4100, 'algorithm': 'articulation_points'}
{'is_cut': 0.6909090909090909, 'score': 0.6909090909090909, 'examples_seen': 65832, 'step': 4150, 'algorithm': 'articulation_points'}
{'is_cut': 0.7100591715976332, 'score': 0.7100591715976332, 'examples_seen': 66636, 'step': 4200, 'algorithm': 'articulation_points'}
{'is_cut': 0.7417582417582418, 'score': 0.7417582417582418, 'examples_seen': 67428, 'step': 4250, 'algorithm': 'articulation_points'}
{'is_cut': 0.625, 'score': 0.625, 'examples_seen': 68211, 'step': 4300, 'algorithm': 'articulation_points'}
{'is_cut': 0.5833333333333334, 'score': 0.5833333333333334, 'examples_seen': 68994, 'step': 4350, 'algorithm': 'articulation_points'}
{'is_cut': 0.6781609195402298, 'score': 0.6781609195402298, 'examples_seen': 69775, 'step': 4400, 'algorithm': 'articulation_points'}
{'is_cut': 0.7407407407407408, 'score': 0.7407407407407408, 'examples_seen': 70558, 'step': 4450, 'algorithm': 'articulation_points'}
{'is_cut': 0.6379928315412187, 'score': 0.6379928315412187, 'examples_seen': 71376, 'step': 4500, 'algorithm': 'articulation_points'}
{'is_cut': 0.6521739130434783, 'score': 0.6521739130434783, 'examples_seen': 72190, 'step': 4550, 'algorithm': 'articulation_points'}
{'is_cut': 0.618867924528302, 'score': 0.618867924528302, 'examples_seen': 72975, 'step': 4600, 'algorithm': 'articulation_points'}
{'is_cut': 0.7771739130434782, 'score': 0.7771739130434782, 'examples_seen': 73768, 'step': 4650, 'algorithm': 'articulation_points'}
{'is_cut': 0.6288209606986901, 'score': 0.6288209606986901, 'examples_seen': 74547, 'step': 4700, 'algorithm': 'articulation_points'}
{'is_cut': 0.8121546961325967, 'score': 0.8121546961325967, 'examples_seen': 75326, 'step': 4750, 'algorithm': 'articulation_points'}
{'is_cut': 0.6979166666666666, 'score': 0.6979166666666666, 'examples_seen': 76108, 'step': 4800, 'algorithm': 'articulation_points'}
{'is_cut': 0.6768292682926829, 'score': 0.6768292682926829, 'examples_seen': 76931, 'step': 4850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7792207792207793, 'score': 0.7792207792207793, 'examples_seen': 77727, 'step': 4900, 'algorithm': 'articulation_points'}
{'is_cut': 0.7253521126760563, 'score': 0.7253521126760563, 'examples_seen': 78527, 'step': 4950, 'algorithm': 'articulation_points'}
{'is_cut': 0.7465940054495913, 'score': 0.7465940054495913, 'examples_seen': 79314, 'step': 5000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7785714285714286, 'score': 0.7785714285714286, 'examples_seen': 80101, 'step': 5050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7738095238095238, 'score': 0.7738095238095238, 'examples_seen': 80879, 'step': 5100, 'algorithm': 'articulation_points'}
{'is_cut': 0.7521367521367521, 'score': 0.7521367521367521, 'examples_seen': 81662, 'step': 5150, 'algorithm': 'articulation_points'}
{'is_cut': 0.6827309236947791, 'score': 0.6827309236947791, 'examples_seen': 82480, 'step': 5200, 'algorithm': 'articulation_points'}
{'is_cut': 0.6283524904214559, 'score': 0.6283524904214559, 'examples_seen': 83294, 'step': 5250, 'algorithm': 'articulation_points'}
{'is_cut': 0.5859375, 'score': 0.5859375, 'examples_seen': 84080, 'step': 5300, 'algorithm': 'articulation_points'}
{'is_cut': 0.5263157894736843, 'score': 0.5263157894736843, 'examples_seen': 84873, 'step': 5350, 'algorithm': 'articulation_points'}
{'is_cut': 0.7893175074183976, 'score': 0.7893175074183976, 'examples_seen': 85657, 'step': 5400, 'algorithm': 'articulation_points'}
{'is_cut': 0.6938775510204082, 'score': 0.6938775510204082, 'examples_seen': 86431, 'step': 5450, 'algorithm': 'articulation_points'}
{'is_cut': 0.6884057971014492, 'score': 0.6884057971014492, 'examples_seen': 87219, 'step': 5500, 'algorithm': 'articulation_points'}
{'is_cut': 0.6153846153846153, 'score': 0.6153846153846153, 'examples_seen': 88046, 'step': 5550, 'algorithm': 'articulation_points'}
{'is_cut': 0.7272727272727271, 'score': 0.7272727272727271, 'examples_seen': 88846, 'step': 5600, 'algorithm': 'articulation_points'}
{'is_cut': 0.6821705426356588, 'score': 0.6821705426356588, 'examples_seen': 89638, 'step': 5650, 'algorithm': 'articulation_points'}
{'is_cut': 0.7743902439024389, 'score': 0.7743902439024389, 'examples_seen': 90427, 'step': 5700, 'algorithm': 'articulation_points'}
{'is_cut': 0.6709265175718849, 'score': 0.6709265175718849, 'examples_seen': 91206, 'step': 5750, 'algorithm': 'articulation_points'}
{'is_cut': 0.7968337730870712, 'score': 0.7968337730870712, 'examples_seen': 91993, 'step': 5800, 'algorithm': 'articulation_points'}
{'is_cut': 0.7884615384615385, 'score': 0.7884615384615385, 'examples_seen': 92776, 'step': 5850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7447447447447447, 'score': 0.7447447447447447, 'examples_seen': 93595, 'step': 5900, 'algorithm': 'articulation_points'}
{'is_cut': 0.7234042553191489, 'score': 0.7234042553191489, 'examples_seen': 94394, 'step': 5950, 'algorithm': 'articulation_points'}
{'is_cut': 0.49253731343283585, 'score': 0.49253731343283585, 'examples_seen': 95185, 'step': 6000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7276887871853548, 'score': 0.7276887871853548, 'examples_seen': 95970, 'step': 6050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7619047619047619, 'score': 0.7619047619047619, 'examples_seen': 96745, 'step': 6100, 'algorithm': 'articulation_points'}
{'is_cut': 0.7804878048780488, 'score': 0.7804878048780488, 'examples_seen': 97528, 'step': 6150, 'algorithm': 'articulation_points'}
{'is_cut': 0.7589743589743589, 'score': 0.7589743589743589, 'examples_seen': 98310, 'step': 6200, 'algorithm': 'articulation_points'}
{'is_cut': 0.7679999999999999, 'score': 0.7679999999999999, 'examples_seen': 99125, 'step': 6250, 'algorithm': 'articulation_points'}
{'is_cut': 0.6923076923076923, 'score': 0.6923076923076923, 'examples_seen': 99930, 'step': 6300, 'algorithm': 'articulation_points'}
{'is_cut': 0.744186046511628, 'score': 0.744186046511628, 'examples_seen': 100714, 'step': 6350, 'algorithm': 'articulation_points'}
{'is_cut': 0.782122905027933, 'score': 0.782122905027933, 'examples_seen': 101505, 'step': 6400, 'algorithm': 'articulation_points'}
{'is_cut': 0.7548638132295721, 'score': 0.7548638132295721, 'examples_seen': 102293, 'step': 6450, 'algorithm': 'articulation_points'}
{'is_cut': 0.7651715039577838, 'score': 0.7651715039577838, 'examples_seen': 103075, 'step': 6500, 'algorithm': 'articulation_points'}
{'is_cut': 0.7090301003344482, 'score': 0.7090301003344482, 'examples_seen': 103854, 'step': 6550, 'algorithm': 'articulation_points'}
{'is_cut': 0.7323076923076923, 'score': 0.7323076923076923, 'examples_seen': 104682, 'step': 6600, 'algorithm': 'articulation_points'}
{'is_cut': 0.7091412742382271, 'score': 0.7091412742382271, 'examples_seen': 105484, 'step': 6650, 'algorithm': 'articulation_points'}
{'is_cut': 0.7460815047021943, 'score': 0.7460815047021943, 'examples_seen': 106273, 'step': 6700, 'algorithm': 'articulation_points'}
{'is_cut': 0.7189542483660132, 'score': 0.7189542483660132, 'examples_seen': 107058, 'step': 6750, 'algorithm': 'articulation_points'}
{'is_cut': 0.6842105263157895, 'score': 0.6842105263157895, 'examples_seen': 107837, 'step': 6800, 'algorithm': 'articulation_points'}
{'is_cut': 0.7154471544715446, 'score': 0.7154471544715446, 'examples_seen': 108619, 'step': 6850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7823129251700679, 'score': 0.7823129251700679, 'examples_seen': 109394, 'step': 6900, 'algorithm': 'articulation_points'}
{'is_cut': 0.7672131147540983, 'score': 0.7672131147540983, 'examples_seen': 110221, 'step': 6950, 'algorithm': 'articulation_points'}
{'is_cut': 0.6292134831460675, 'score': 0.6292134831460675, 'examples_seen': 111023, 'step': 7000, 'algorithm': 'articulation_points'}
{'is_cut': 0.8277777777777777, 'score': 0.8277777777777777, 'examples_seen': 111818, 'step': 7050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7635327635327636, 'score': 0.7635327635327636, 'examples_seen': 112603, 'step': 7100, 'algorithm': 'articulation_points'}
{'is_cut': 0.6851211072664358, 'score': 0.6851211072664358, 'examples_seen': 113385, 'step': 7150, 'algorithm': 'articulation_points'}
{'is_cut': 0.70926517571885, 'score': 0.70926517571885, 'examples_seen': 114163, 'step': 7200, 'algorithm': 'articulation_points'}
{'is_cut': 0.6363636363636364, 'score': 0.6363636363636364, 'examples_seen': 114957, 'step': 7250, 'algorithm': 'articulation_points'}
{'is_cut': 0.7716535433070867, 'score': 0.7716535433070867, 'examples_seen': 115775, 'step': 7300, 'algorithm': 'articulation_points'}
{'is_cut': 0.6934306569343066, 'score': 0.6934306569343066, 'examples_seen': 116585, 'step': 7350, 'algorithm': 'articulation_points'}
{'is_cut': 0.7395498392282958, 'score': 0.7395498392282958, 'examples_seen': 117369, 'step': 7400, 'algorithm': 'articulation_points'}
{'is_cut': 0.6974063400576368, 'score': 0.6974063400576368, 'examples_seen': 118150, 'step': 7450, 'algorithm': 'articulation_points'}
{'is_cut': 0.7173913043478262, 'score': 0.7173913043478262, 'examples_seen': 118931, 'step': 7500, 'algorithm': 'articulation_points'}
{'is_cut': 0.7017543859649124, 'score': 0.7017543859649124, 'examples_seen': 119715, 'step': 7550, 'algorithm': 'articulation_points'}
{'is_cut': 0.7210884353741497, 'score': 0.7210884353741497, 'examples_seen': 120499, 'step': 7600, 'algorithm': 'articulation_points'}
{'is_cut': 0.5870646766169154, 'score': 0.5870646766169154, 'examples_seen': 121320, 'step': 7650, 'algorithm': 'articulation_points'}
{'is_cut': 0.6328358208955224, 'score': 0.6328358208955224, 'examples_seen': 122120, 'step': 7700, 'algorithm': 'articulation_points'}
{'is_cut': 0.832807570977918, 'score': 0.832807570977918, 'examples_seen': 122916, 'step': 7750, 'algorithm': 'articulation_points'}
{'is_cut': 0.6027397260273972, 'score': 0.6027397260273972, 'examples_seen': 123694, 'step': 7800, 'algorithm': 'articulation_points'}
{'is_cut': 0.7433628318584071, 'score': 0.7433628318584071, 'examples_seen': 124473, 'step': 7850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7539267015706806, 'score': 0.7539267015706806, 'examples_seen': 125257, 'step': 7900, 'algorithm': 'articulation_points'}
{'is_cut': 0.7734138972809668, 'score': 0.7734138972809668, 'examples_seen': 126040, 'step': 7950, 'algorithm': 'articulation_points'}
{'is_cut': 0.783289817232376, 'score': 0.783289817232376, 'examples_seen': 126860, 'step': 8000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7142857142857143, 'score': 0.7142857142857143, 'examples_seen': 127654, 'step': 8050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7247956403269755, 'score': 0.7247956403269755, 'examples_seen': 128447, 'step': 8100, 'algorithm': 'articulation_points'}
{'is_cut': 0.6935483870967741, 'score': 0.6935483870967741, 'examples_seen': 129242, 'step': 8150, 'algorithm': 'articulation_points'}
{'is_cut': 0.6687306501547988, 'score': 0.6687306501547988, 'examples_seen': 130027, 'step': 8200, 'algorithm': 'articulation_points'}
{'is_cut': 0.7291139240506329, 'score': 0.7291139240506329, 'examples_seen': 130806, 'step': 8250, 'algorithm': 'articulation_points'}
{'is_cut': 0.7593582887700534, 'score': 0.7593582887700534, 'examples_seen': 131584, 'step': 8300, 'algorithm': 'articulation_points'}
{'is_cut': 0.7596439169139466, 'score': 0.7596439169139466, 'examples_seen': 132407, 'step': 8350, 'algorithm': 'articulation_points'}
{'is_cut': 0.7889273356401384, 'score': 0.7889273356401384, 'examples_seen': 133208, 'step': 8400, 'algorithm': 'articulation_points'}
{'is_cut': 0.7064676616915423, 'score': 0.7064676616915423, 'examples_seen': 133997, 'step': 8450, 'algorithm': 'articulation_points'}
{'is_cut': 0.742857142857143, 'score': 0.742857142857143, 'examples_seen': 134780, 'step': 8500, 'algorithm': 'articulation_points'}
{'is_cut': 0.8228228228228227, 'score': 0.8228228228228227, 'examples_seen': 135570, 'step': 8550, 'algorithm': 'articulation_points'}
{'is_cut': 0.6738351254480287, 'score': 0.6738351254480287, 'examples_seen': 136362, 'step': 8600, 'algorithm': 'articulation_points'}
{'is_cut': 0.767123287671233, 'score': 0.767123287671233, 'examples_seen': 137135, 'step': 8650, 'algorithm': 'articulation_points'}
{'is_cut': 0.8031914893617021, 'score': 0.8031914893617021, 'examples_seen': 137954, 'step': 8700, 'algorithm': 'articulation_points'}
{'is_cut': 0.7821522309711285, 'score': 0.7821522309711285, 'examples_seen': 138756, 'step': 8750, 'algorithm': 'articulation_points'}
{'is_cut': 0.5302325581395348, 'score': 0.5302325581395348, 'examples_seen': 139540, 'step': 8800, 'algorithm': 'articulation_points'}
{'is_cut': 0.7967032967032968, 'score': 0.7967032967032968, 'examples_seen': 140330, 'step': 8850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7152777777777778, 'score': 0.7152777777777778, 'examples_seen': 141109, 'step': 8900, 'algorithm': 'articulation_points'}
{'is_cut': 0.7177914110429449, 'score': 0.7177914110429449, 'examples_seen': 141899, 'step': 8950, 'algorithm': 'articulation_points'}
{'is_cut': 0.6256983240223464, 'score': 0.6256983240223464, 'examples_seen': 142677, 'step': 9000, 'algorithm': 'articulation_points'}
{'is_cut': 0.7132352941176471, 'score': 0.7132352941176471, 'examples_seen': 143489, 'step': 9050, 'algorithm': 'articulation_points'}
{'is_cut': 0.7135135135135136, 'score': 0.7135135135135136, 'examples_seen': 144301, 'step': 9100, 'algorithm': 'articulation_points'}
{'is_cut': 0.7595818815331011, 'score': 0.7595818815331011, 'examples_seen': 145094, 'step': 9150, 'algorithm': 'articulation_points'}
{'is_cut': 0.7492063492063491, 'score': 0.7492063492063491, 'examples_seen': 145880, 'step': 9200, 'algorithm': 'articulation_points'}
{'is_cut': 0.7537091988130565, 'score': 0.7537091988130565, 'examples_seen': 146666, 'step': 9250, 'algorithm': 'articulation_points'}
{'is_cut': 0.7797468354430379, 'score': 0.7797468354430379, 'examples_seen': 147448, 'step': 9300, 'algorithm': 'articulation_points'}
{'is_cut': 0.7197231833910035, 'score': 0.7197231833910035, 'examples_seen': 148230, 'step': 9350, 'algorithm': 'articulation_points'}
{'is_cut': 0.738562091503268, 'score': 0.738562091503268, 'examples_seen': 149047, 'step': 9400, 'algorithm': 'articulation_points'}
{'is_cut': 0.7640449438202246, 'score': 0.7640449438202246, 'examples_seen': 149855, 'step': 9450, 'algorithm': 'articulation_points'}
{'is_cut': 0.7491638795986622, 'score': 0.7491638795986622, 'examples_seen': 150644, 'step': 9500, 'algorithm': 'articulation_points'}
{'is_cut': 0.7650273224043715, 'score': 0.7650273224043715, 'examples_seen': 151437, 'step': 9550, 'algorithm': 'articulation_points'}
{'is_cut': 0.7294117647058823, 'score': 0.7294117647058823, 'examples_seen': 152222, 'step': 9600, 'algorithm': 'articulation_points'}
{'is_cut': 0.7228915662650602, 'score': 0.7228915662650602, 'examples_seen': 153008, 'step': 9650, 'algorithm': 'articulation_points'}
{'is_cut': 0.7469879518072289, 'score': 0.7469879518072289, 'examples_seen': 153803, 'step': 9700, 'algorithm': 'articulation_points'}
{'is_cut': 0.7411167512690354, 'score': 0.7411167512690354, 'examples_seen': 154616, 'step': 9750, 'algorithm': 'articulation_points'}
{'is_cut': 0.8132992327365729, 'score': 0.8132992327365729, 'examples_seen': 155420, 'step': 9800, 'algorithm': 'articulation_points'}
{'is_cut': 0.7318435754189944, 'score': 0.7318435754189944, 'examples_seen': 156214, 'step': 9850, 'algorithm': 'articulation_points'}
{'is_cut': 0.7491856677524431, 'score': 0.7491856677524431, 'examples_seen': 157002, 'step': 9900, 'algorithm': 'articulation_points'}
{'is_cut': 0.7642276422764228, 'score': 0.7642276422764228, 'examples_seen': 157775, 'step': 9950, 'algorithm': 'articulation_points'}
