I0716 08:24:20.907296 129472666056192 run.py:722] (val) algo floyd_warshall step 0: {'Pi': 0.0855712890625, 'score': 0.0855712890625, 'examples_seen': 80, 'step': 0, 'algorithm': 'floyd_warshall'}
I0716 08:26:52.498207 129472666056192 run.py:722] (val) algo floyd_warshall step 1200: {'Pi': 0.65264892578125, 'score': 0.65264892578125, 'examples_seen': 61744, 'step': 1200, 'algorithm': 'floyd_warshall'}
I0716 08:26:54.907607 129472666056192 run.py:722] (val) algo floyd_warshall step 1250: {'Pi': 0.64544677734375, 'score': 0.64544677734375, 'examples_seen': 64304, 'step': 1250, 'algorithm': 'floyd_warshall'}
I0716 08:26:57.379674 129472666056192 run.py:722] (val) algo floyd_warshall step 1300: {'Pi': 0.6824951171875, 'score': 0.6824951171875, 'examples_seen': 66848, 'step': 1300, 'algorithm': 'floyd_warshall'}
I0716 08:26:59.803652 129472666056192 run.py:722] (val) algo floyd_warshall step 1350: {'Pi': 0.60302734375, 'score': 0.60302734375, 'examples_seen': 69472, 'step': 1350, 'algorithm': 'floyd_warshall'}
I0716 08:27:02.150995 129472666056192 run.py:722] (val) algo floyd_warshall step 1400: {'Pi': 0.62890625, 'score': 0.62890625, 'examples_seen': 72096, 'step': 1400, 'algorithm': 'floyd_warshall'}
I0716 08:27:04.474073 129472666056192 run.py:722] (val) algo floyd_warshall step 1450: {'Pi': 0.68096923828125, 'score': 0.68096923828125, 'examples_seen': 74656, 'step': 1450, 'algorithm': 'floyd_warshall'}
I0716 08:27:06.814966 129472666056192 run.py:722] (val) algo floyd_warshall step 1500: {'Pi': 0.6397705078125, 'score': 0.6397705078125, 'examples_seen': 77216, 'step': 1500, 'algorithm': 'floyd_warshall'}
I0716 08:27:09.199735 129472666056192 run.py:722] (val) algo floyd_warshall step 1550: {'Pi': 0.66619873046875, 'score': 0.66619873046875, 'examples_seen': 79760, 'step': 1550, 'algorithm': 'floyd_warshall'}
I0716 08:27:11.572798 129472666056192 run.py:722] (val) algo floyd_warshall step 1600: {'Pi': 0.67138671875, 'score': 0.67138671875, 'examples_seen': 82304, 'step': 1600, 'algorithm': 'floyd_warshall'}
I0716 08:27:14.029843 129472666056192 run.py:722] (val) algo floyd_warshall step 1650: {'Pi': 0.62261962890625, 'score': 0.62261962890625, 'examples_seen': 84832, 'step': 1650, 'algorithm': 'floyd_warshall'}
I0716 08:27:16.444786 129472666056192 run.py:722] (val) algo floyd_warshall step 1700: {'Pi': 0.6724853515625, 'score': 0.6724853515625, 'examples_seen': 87472, 'step': 1700, 'algorithm': 'floyd_warshall'}
I0716 08:27:18.792284 129472666056192 run.py:722] (val) algo floyd_warshall step 1750: {'Pi': 0.67486572265625, 'score': 0.67486572265625, 'examples_seen': 90096, 'step': 1750, 'algorithm': 'floyd_warshall'}
I0716 08:27:21.134341 129472666056192 run.py:722] (val) algo floyd_warshall step 1800: {'Pi': 0.61712646484375, 'score': 0.61712646484375, 'examples_seen': 92656, 'step': 1800, 'algorithm': 'floyd_warshall'}
I0716 08:27:23.462777 129472666056192 run.py:722] (val) algo floyd_warshall step 1850: {'Pi': 0.6795654296875, 'score': 0.6795654296875, 'examples_seen': 95232, 'step': 1850, 'algorithm': 'floyd_warshall'}
I0716 08:27:25.797467 129472666056192 run.py:722] (val) algo floyd_warshall step 1900: {'Pi': 0.6685791015625, 'score': 0.6685791015625, 'examples_seen': 97776, 'step': 1900, 'algorithm': 'floyd_warshall'}
I0716 08:27:28.179546 129472666056192 run.py:722] (val) algo floyd_warshall step 1950: {'Pi': 0.66925048828125, 'score': 0.66925048828125, 'examples_seen': 100320, 'step': 1950, 'algorithm': 'floyd_warshall'}
I0716 08:27:30.634422 129472666056192 run.py:722] (val) algo floyd_warshall step 2000: {'Pi': 0.68341064453125, 'score': 0.68341064453125, 'examples_seen': 102848, 'step': 2000, 'algorithm': 'floyd_warshall'}
I0716 08:27:33.064135 129472666056192 run.py:722] (val) algo floyd_warshall step 2050: {'Pi': 0.70855712890625, 'score': 0.70855712890625, 'examples_seen': 105488, 'step': 2050, 'algorithm': 'floyd_warshall'}
I0716 08:27:35.466691 129472666056192 run.py:722] (val) algo floyd_warshall step 2100: {'Pi': 0.717041015625, 'score': 0.717041015625, 'examples_seen': 108096, 'step': 2100, 'algorithm': 'floyd_warshall'}
I0716 08:27:37.824846 129472666056192 run.py:722] (val) algo floyd_warshall step 2150: {'Pi': 0.7174072265625, 'score': 0.7174072265625, 'examples_seen': 110688, 'step': 2150, 'algorithm': 'floyd_warshall'}
I0716 08:27:40.174974 129472666056192 run.py:722] (val) algo floyd_warshall step 2200: {'Pi': 0.68621826171875, 'score': 0.68621826171875, 'examples_seen': 113232, 'step': 2200, 'algorithm': 'floyd_warshall'}
I0716 08:27:42.522894 129472666056192 run.py:722] (val) algo floyd_warshall step 2250: {'Pi': 0.70977783203125, 'score': 0.70977783203125, 'examples_seen': 115760, 'step': 2250, 'algorithm': 'floyd_warshall'}
I0716 08:27:44.925767 129472666056192 run.py:722] (val) algo floyd_warshall step 2300: {'Pi': 0.7294921875, 'score': 0.7294921875, 'examples_seen': 118336, 'step': 2300, 'algorithm': 'floyd_warshall'}
I0716 08:27:47.418610 129472666056192 run.py:722] (val) algo floyd_warshall step 2350: {'Pi': 0.689453125, 'score': 0.689453125, 'examples_seen': 120848, 'step': 2350, 'algorithm': 'floyd_warshall'}
I0716 08:27:49.815267 129472666056192 run.py:722] (val) algo floyd_warshall step 2400: {'Pi': 0.716064453125, 'score': 0.716064453125, 'examples_seen': 123488, 'step': 2400, 'algorithm': 'floyd_warshall'}
I0716 08:27:52.181564 129472666056192 run.py:722] (val) algo floyd_warshall step 2450: {'Pi': 0.7144775390625, 'score': 0.7144775390625, 'examples_seen': 126112, 'step': 2450, 'algorithm': 'floyd_warshall'}
I0716 08:27:54.511119 129472666056192 run.py:722] (val) algo floyd_warshall step 2500: {'Pi': 0.7459716796875, 'score': 0.7459716796875, 'examples_seen': 128656, 'step': 2500, 'algorithm': 'floyd_warshall'}
I0716 08:27:56.884427 129472666056192 run.py:722] (val) algo floyd_warshall step 2550: {'Pi': 0.70849609375, 'score': 0.70849609375, 'examples_seen': 131232, 'step': 2550, 'algorithm': 'floyd_warshall'}
I0716 08:27:59.230541 129472666056192 run.py:722] (val) algo floyd_warshall step 2600: {'Pi': 0.68365478515625, 'score': 0.68365478515625, 'examples_seen': 133760, 'step': 2600, 'algorithm': 'floyd_warshall'}
I0716 08:28:01.641802 129472666056192 run.py:722] (val) algo floyd_warshall step 2650: {'Pi': 0.76025390625, 'score': 0.76025390625, 'examples_seen': 136304, 'step': 2650, 'algorithm': 'floyd_warshall'}
I0716 08:28:04.146461 129472666056192 run.py:722] (val) algo floyd_warshall step 2700: {'Pi': 0.76348876953125, 'score': 0.76348876953125, 'examples_seen': 138848, 'step': 2700, 'algorithm': 'floyd_warshall'}
I0716 08:28:06.573230 129472666056192 run.py:722] (val) algo floyd_warshall step 2750: {'Pi': 0.73211669921875, 'score': 0.73211669921875, 'examples_seen': 141488, 'step': 2750, 'algorithm': 'floyd_warshall'}
I0716 08:28:08.947652 129472666056192 run.py:722] (val) algo floyd_warshall step 2800: {'Pi': 0.67486572265625, 'score': 0.67486572265625, 'examples_seen': 144112, 'step': 2800, 'algorithm': 'floyd_warshall'}
I0716 08:28:11.275197 129472666056192 run.py:722] (val) algo floyd_warshall step 2850: {'Pi': 0.7371826171875, 'score': 0.7371826171875, 'examples_seen': 146672, 'step': 2850, 'algorithm': 'floyd_warshall'}
I0716 08:28:13.607915 129472666056192 run.py:722] (val) algo floyd_warshall step 2900: {'Pi': 0.7354736328125, 'score': 0.7354736328125, 'examples_seen': 149216, 'step': 2900, 'algorithm': 'floyd_warshall'}
I0716 08:28:15.982975 129472666056192 run.py:722] (val) algo floyd_warshall step 2950: {'Pi': 0.753173828125, 'score': 0.753173828125, 'examples_seen': 151776, 'step': 2950, 'algorithm': 'floyd_warshall'}
I0716 08:28:18.368395 129472666056192 run.py:722] (val) algo floyd_warshall step 3000: {'Pi': 0.72564697265625, 'score': 0.72564697265625, 'examples_seen': 154320, 'step': 3000, 'algorithm': 'floyd_warshall'}
I0716 08:28:21.087868 129472666056192 run.py:722] (val) algo floyd_warshall step 3050: {'Pi': 0.74627685546875, 'score': 0.74627685546875, 'examples_seen': 156832, 'step': 3050, 'algorithm': 'floyd_warshall'}
I0716 08:28:23.510445 129472666056192 run.py:722] (val) algo floyd_warshall step 3100: {'Pi': 0.78656005859375, 'score': 0.78656005859375, 'examples_seen': 159488, 'step': 3100, 'algorithm': 'floyd_warshall'}
I0716 08:28:25.914000 129472666056192 run.py:722] (val) algo floyd_warshall step 3150: {'Pi': 0.71221923828125, 'score': 0.71221923828125, 'examples_seen': 162112, 'step': 3150, 'algorithm': 'floyd_warshall'}
I0716 08:28:28.262771 129472666056192 run.py:722] (val) algo floyd_warshall step 3200: {'Pi': 0.7799072265625, 'score': 0.7799072265625, 'examples_seen': 164672, 'step': 3200, 'algorithm': 'floyd_warshall'}
I0716 08:28:30.594153 129472666056192 run.py:722] (val) algo floyd_warshall step 3250: {'Pi': 0.74530029296875, 'score': 0.74530029296875, 'examples_seen': 167248, 'step': 3250, 'algorithm': 'floyd_warshall'}
I0716 08:28:32.933581 129472666056192 run.py:722] (val) algo floyd_warshall step 3300: {'Pi': 0.74652099609375, 'score': 0.74652099609375, 'examples_seen': 169776, 'step': 3300, 'algorithm': 'floyd_warshall'}
I0716 08:28:35.357145 129472666056192 run.py:722] (val) algo floyd_warshall step 3350: {'Pi': 0.77734375, 'score': 0.77734375, 'examples_seen': 172336, 'step': 3350, 'algorithm': 'floyd_warshall'}
I0716 08:28:37.820510 129472666056192 run.py:722] (val) algo floyd_warshall step 3400: {'Pi': 0.79644775390625, 'score': 0.79644775390625, 'examples_seen': 174864, 'step': 3400, 'algorithm': 'floyd_warshall'}
I0716 08:28:40.222277 129472666056192 run.py:722] (val) algo floyd_warshall step 3450: {'Pi': 0.7860107421875, 'score': 0.7860107421875, 'examples_seen': 177504, 'step': 3450, 'algorithm': 'floyd_warshall'}
I0716 08:28:42.565095 129472666056192 run.py:722] (val) algo floyd_warshall step 3500: {'Pi': 0.7459716796875, 'score': 0.7459716796875, 'examples_seen': 180112, 'step': 3500, 'algorithm': 'floyd_warshall'}
I0716 08:28:44.894325 129472666056192 run.py:722] (val) algo floyd_warshall step 3550: {'Pi': 0.74359130859375, 'score': 0.74359130859375, 'examples_seen': 182672, 'step': 3550, 'algorithm': 'floyd_warshall'}
I0716 08:28:47.212445 129472666056192 run.py:722] (val) algo floyd_warshall step 3600: {'Pi': 0.77545166015625, 'score': 0.77545166015625, 'examples_seen': 185248, 'step': 3600, 'algorithm': 'floyd_warshall'}
I0716 08:28:49.550788 129472666056192 run.py:722] (val) algo floyd_warshall step 3650: {'Pi': 0.74346923828125, 'score': 0.74346923828125, 'examples_seen': 187776, 'step': 3650, 'algorithm': 'floyd_warshall'}
I0716 08:28:51.965178 129472666056192 run.py:722] (val) algo floyd_warshall step 3700: {'Pi': 0.7874755859375, 'score': 0.7874755859375, 'examples_seen': 190320, 'step': 3700, 'algorithm': 'floyd_warshall'}
I0716 08:28:54.433119 129472666056192 run.py:722] (val) algo floyd_warshall step 3750: {'Pi': 0.7919921875, 'score': 0.7919921875, 'examples_seen': 192864, 'step': 3750, 'algorithm': 'floyd_warshall'}
I0716 08:28:56.846637 129472666056192 run.py:722] (val) algo floyd_warshall step 3800: {'Pi': 0.771240234375, 'score': 0.771240234375, 'examples_seen': 195504, 'step': 3800, 'algorithm': 'floyd_warshall'}
I0716 08:28:59.214454 129472666056192 run.py:722] (val) algo floyd_warshall step 3850: {'Pi': 0.74853515625, 'score': 0.74853515625, 'examples_seen': 198128, 'step': 3850, 'algorithm': 'floyd_warshall'}
I0716 08:29:01.527668 129472666056192 run.py:722] (val) algo floyd_warshall step 3900: {'Pi': 0.7718505859375, 'score': 0.7718505859375, 'examples_seen': 200672, 'step': 3900, 'algorithm': 'floyd_warshall'}
I0716 08:29:03.868236 129472666056192 run.py:722] (val) algo floyd_warshall step 3950: {'Pi': 0.77374267578125, 'score': 0.77374267578125, 'examples_seen': 203232, 'step': 3950, 'algorithm': 'floyd_warshall'}
I0716 08:29:06.230702 129472666056192 run.py:722] (val) algo floyd_warshall step 4000: {'Pi': 0.835205078125, 'score': 0.835205078125, 'examples_seen': 205792, 'step': 4000, 'algorithm': 'floyd_warshall'}
I0716 08:29:08.654235 129472666056192 run.py:722] (val) algo floyd_warshall step 4050: {'Pi': 0.791748046875, 'score': 0.791748046875, 'examples_seen': 208320, 'step': 4050, 'algorithm': 'floyd_warshall'}
I0716 08:29:11.151162 129472666056192 run.py:722] (val) algo floyd_warshall step 4100: {'Pi': 0.77392578125, 'score': 0.77392578125, 'examples_seen': 210848, 'step': 4100, 'algorithm': 'floyd_warshall'}
I0716 08:29:13.579093 129472666056192 run.py:722] (val) algo floyd_warshall step 4150: {'Pi': 0.795166015625, 'score': 0.795166015625, 'examples_seen': 213520, 'step': 4150, 'algorithm': 'floyd_warshall'}
I0716 08:29:15.946885 129472666056192 run.py:722] (val) algo floyd_warshall step 4200: {'Pi': 0.77099609375, 'score': 0.77099609375, 'examples_seen': 216112, 'step': 4200, 'algorithm': 'floyd_warshall'}
I0716 08:29:18.275605 129472666056192 run.py:722] (val) algo floyd_warshall step 4250: {'Pi': 0.80322265625, 'score': 0.80322265625, 'examples_seen': 218688, 'step': 4250, 'algorithm': 'floyd_warshall'}
I0716 08:29:20.600892 129472666056192 run.py:722] (val) algo floyd_warshall step 4300: {'Pi': 0.821533203125, 'score': 0.821533203125, 'examples_seen': 221248, 'step': 4300, 'algorithm': 'floyd_warshall'}
I0716 08:29:22.999135 129472666056192 run.py:722] (val) algo floyd_warshall step 4350: {'Pi': 0.7572021484375, 'score': 0.7572021484375, 'examples_seen': 223792, 'step': 4350, 'algorithm': 'floyd_warshall'}
I0716 08:29:25.389923 129472666056192 run.py:722] (val) algo floyd_warshall step 4400: {'Pi': 0.8048095703125, 'score': 0.8048095703125, 'examples_seen': 226352, 'step': 4400, 'algorithm': 'floyd_warshall'}
I0716 08:29:27.853964 129472666056192 run.py:722] (val) algo floyd_warshall step 4450: {'Pi': 0.80450439453125, 'score': 0.80450439453125, 'examples_seen': 228880, 'step': 4450, 'algorithm': 'floyd_warshall'}
I0716 08:29:30.276198 129472666056192 run.py:722] (val) algo floyd_warshall step 4500: {'Pi': 0.79571533203125, 'score': 0.79571533203125, 'examples_seen': 231504, 'step': 4500, 'algorithm': 'floyd_warshall'}
I0716 08:29:32.661168 129472666056192 run.py:722] (val) algo floyd_warshall step 4550: {'Pi': 0.82342529296875, 'score': 0.82342529296875, 'examples_seen': 234128, 'step': 4550, 'algorithm': 'floyd_warshall'}
I0716 08:29:35.038553 129472666056192 run.py:722] (val) algo floyd_warshall step 4600: {'Pi': 0.7943115234375, 'score': 0.7943115234375, 'examples_seen': 236688, 'step': 4600, 'algorithm': 'floyd_warshall'}
I0716 08:29:37.378716 129472666056192 run.py:722] (val) algo floyd_warshall step 4650: {'Pi': 0.8065185546875, 'score': 0.8065185546875, 'examples_seen': 239264, 'step': 4650, 'algorithm': 'floyd_warshall'}
I0716 08:29:39.733551 129472666056192 run.py:722] (val) algo floyd_warshall step 4700: {'Pi': 0.7520751953125, 'score': 0.7520751953125, 'examples_seen': 241792, 'step': 4700, 'algorithm': 'floyd_warshall'}
I0716 08:29:42.116706 129472666056192 run.py:722] (val) algo floyd_warshall step 4750: {'Pi': 0.802001953125, 'score': 0.802001953125, 'examples_seen': 244336, 'step': 4750, 'algorithm': 'floyd_warshall'}
I0716 08:29:44.574288 129472666056192 run.py:722] (val) algo floyd_warshall step 4800: {'Pi': 0.81591796875, 'score': 0.81591796875, 'examples_seen': 246880, 'step': 4800, 'algorithm': 'floyd_warshall'}
I0716 08:29:46.965405 129472666056192 run.py:722] (val) algo floyd_warshall step 4850: {'Pi': 0.8338623046875, 'score': 0.8338623046875, 'examples_seen': 249520, 'step': 4850, 'algorithm': 'floyd_warshall'}
I0716 08:29:49.328456 129472666056192 run.py:722] (val) algo floyd_warshall step 4900: {'Pi': 0.8428955078125, 'score': 0.8428955078125, 'examples_seen': 252128, 'step': 4900, 'algorithm': 'floyd_warshall'}
I0716 08:29:51.695026 129472666056192 run.py:722] (val) algo floyd_warshall step 4950: {'Pi': 0.8370361328125, 'score': 0.8370361328125, 'examples_seen': 254688, 'step': 4950, 'algorithm': 'floyd_warshall'}
I0716 08:29:54.040422 129472666056192 run.py:722] (val) algo floyd_warshall step 5000: {'Pi': 0.807861328125, 'score': 0.807861328125, 'examples_seen': 257264, 'step': 5000, 'algorithm': 'floyd_warshall'}
I0716 08:29:56.416862 129472666056192 run.py:722] (val) algo floyd_warshall step 5050: {'Pi': 0.76678466796875, 'score': 0.76678466796875, 'examples_seen': 259792, 'step': 5050, 'algorithm': 'floyd_warshall'}
I0716 08:29:58.781276 129472666056192 run.py:722] (val) algo floyd_warshall step 5100: {'Pi': 0.83966064453125, 'score': 0.83966064453125, 'examples_seen': 262336, 'step': 5100, 'algorithm': 'floyd_warshall'}
I0716 08:30:01.246643 129472666056192 run.py:722] (val) algo floyd_warshall step 5150: {'Pi': 0.82293701171875, 'score': 0.82293701171875, 'examples_seen': 264880, 'step': 5150, 'algorithm': 'floyd_warshall'}
I0716 08:30:03.651741 129472666056192 run.py:722] (val) algo floyd_warshall step 5200: {'Pi': 0.83038330078125, 'score': 0.83038330078125, 'examples_seen': 267520, 'step': 5200, 'algorithm': 'floyd_warshall'}
I0716 08:30:06.049397 129472666056192 run.py:722] (val) algo floyd_warshall step 5250: {'Pi': 0.8460693359375, 'score': 0.8460693359375, 'examples_seen': 270128, 'step': 5250, 'algorithm': 'floyd_warshall'}
I0716 08:30:08.417263 129472666056192 run.py:722] (val) algo floyd_warshall step 5300: {'Pi': 0.80145263671875, 'score': 0.80145263671875, 'examples_seen': 272688, 'step': 5300, 'algorithm': 'floyd_warshall'}
I0716 08:30:10.782706 129472666056192 run.py:722] (val) algo floyd_warshall step 5350: {'Pi': 0.81146240234375, 'score': 0.81146240234375, 'examples_seen': 275248, 'step': 5350, 'algorithm': 'floyd_warshall'}
I0716 08:30:13.140860 129472666056192 run.py:722] (val) algo floyd_warshall step 5400: {'Pi': 0.85540771484375, 'score': 0.85540771484375, 'examples_seen': 277792, 'step': 5400, 'algorithm': 'floyd_warshall'}
I0716 08:30:15.540113 129472666056192 run.py:722] (val) algo floyd_warshall step 5450: {'Pi': 0.83563232421875, 'score': 0.83563232421875, 'examples_seen': 280352, 'step': 5450, 'algorithm': 'floyd_warshall'}
I0716 08:30:18.014037 129472666056192 run.py:722] (val) algo floyd_warshall step 5500: {'Pi': 0.8458251953125, 'score': 0.8458251953125, 'examples_seen': 282864, 'step': 5500, 'algorithm': 'floyd_warshall'}
I0716 08:30:20.434101 129472666056192 run.py:722] (val) algo floyd_warshall step 5550: {'Pi': 0.87652587890625, 'score': 0.87652587890625, 'examples_seen': 285504, 'step': 5550, 'algorithm': 'floyd_warshall'}
I0716 08:30:22.841004 129472666056192 run.py:722] (val) algo floyd_warshall step 5600: {'Pi': 0.82757568359375, 'score': 0.82757568359375, 'examples_seen': 288128, 'step': 5600, 'algorithm': 'floyd_warshall'}
I0716 08:30:25.198475 129472666056192 run.py:722] (val) algo floyd_warshall step 5650: {'Pi': 0.8555908203125, 'score': 0.8555908203125, 'examples_seen': 290688, 'step': 5650, 'algorithm': 'floyd_warshall'}
I0716 08:30:27.545993 129472666056192 run.py:722] (val) algo floyd_warshall step 5700: {'Pi': 0.81256103515625, 'score': 0.81256103515625, 'examples_seen': 293280, 'step': 5700, 'algorithm': 'floyd_warshall'}
I0716 08:30:29.889002 129472666056192 run.py:722] (val) algo floyd_warshall step 5750: {'Pi': 0.8328857421875, 'score': 0.8328857421875, 'examples_seen': 295808, 'step': 5750, 'algorithm': 'floyd_warshall'}
I0716 08:30:32.280680 129472666056192 run.py:722] (val) algo floyd_warshall step 5800: {'Pi': 0.82696533203125, 'score': 0.82696533203125, 'examples_seen': 298352, 'step': 5800, 'algorithm': 'floyd_warshall'}
I0716 08:30:34.740989 129472666056192 run.py:722] (val) algo floyd_warshall step 5850: {'Pi': 0.865234375, 'score': 0.865234375, 'examples_seen': 300896, 'step': 5850, 'algorithm': 'floyd_warshall'}
I0716 08:30:37.141067 129472666056192 run.py:722] (val) algo floyd_warshall step 5900: {'Pi': 0.82891845703125, 'score': 0.82891845703125, 'examples_seen': 303520, 'step': 5900, 'algorithm': 'floyd_warshall'}
I0716 08:30:39.521141 129472666056192 run.py:722] (val) algo floyd_warshall step 5950: {'Pi': 0.840087890625, 'score': 0.840087890625, 'examples_seen': 306144, 'step': 5950, 'algorithm': 'floyd_warshall'}
I0716 08:30:41.848198 129472666056192 run.py:722] (val) algo floyd_warshall step 6000: {'Pi': 0.84124755859375, 'score': 0.84124755859375, 'examples_seen': 308720, 'step': 6000, 'algorithm': 'floyd_warshall'}
I0716 08:30:44.183364 129472666056192 run.py:722] (val) algo floyd_warshall step 6050: {'Pi': 0.78216552734375, 'score': 0.78216552734375, 'examples_seen': 311264, 'step': 6050, 'algorithm': 'floyd_warshall'}
I0716 08:30:46.516208 129472666056192 run.py:722] (val) algo floyd_warshall step 6100: {'Pi': 0.86041259765625, 'score': 0.86041259765625, 'examples_seen': 313808, 'step': 6100, 'algorithm': 'floyd_warshall'}
I0716 08:30:48.915386 129472666056192 run.py:722] (val) algo floyd_warshall step 6150: {'Pi': 0.8380126953125, 'score': 0.8380126953125, 'examples_seen': 316368, 'step': 6150, 'algorithm': 'floyd_warshall'}
I0716 08:30:51.376112 129472666056192 run.py:722] (val) algo floyd_warshall step 6200: {'Pi': 0.84613037109375, 'score': 0.84613037109375, 'examples_seen': 318880, 'step': 6200, 'algorithm': 'floyd_warshall'}
I0716 08:30:53.781924 129472666056192 run.py:722] (val) algo floyd_warshall step 6250: {'Pi': 0.88763427734375, 'score': 0.88763427734375, 'examples_seen': 321536, 'step': 6250, 'algorithm': 'floyd_warshall'}
I0716 08:30:56.154062 129472666056192 run.py:722] (val) algo floyd_warshall step 6300: {'Pi': 0.83270263671875, 'score': 0.83270263671875, 'examples_seen': 324128, 'step': 6300, 'algorithm': 'floyd_warshall'}
I0716 08:30:58.509341 129472666056192 run.py:722] (val) algo floyd_warshall step 6350: {'Pi': 0.8092041015625, 'score': 0.8092041015625, 'examples_seen': 326704, 'step': 6350, 'algorithm': 'floyd_warshall'}
